ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker
2hGreataxe_TimesplitterT5_V2,@2hGreataxe_TimesplitterT5_MasterName,Weapon,@ui_itemtypedescription_axe,@2hGreataxe_TimesplitterT5_Description,Weapon+EquippableTwoHand+2HAxe+Melee+Named,Weapons,2Handed,GreatAxes,,1,590,500,600,5,2HAxeT5,,1,1,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Gem_ArcaneDMG4,PerkID_Weapon_DmgBasic,PerkID_Weapon_ThreatSub,PerkID_Weapon_ChainArcane,,,,,,,,1,1,1,UI_Weapon,,,2hGreatAxeViciousT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,3000,0.12,0,112,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatAxe,,,,
2hGreataxe_TruthT5_V2,@2hGreataxe_TruthT5_MasterName,Weapon,@ui_itemtypedescription_axe,@2hGreataxe_TruthT5_Description,Weapon+EquippableTwoHand+2HAxe+Melee+Named,,,,1,,590,500,600,5,2HAxeT5,,1,1,1,1,PerkID_Stat_TwoHandKnight,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_DmgLost,PerkID_Weapon_OnKillCDR,PerkID_Ability_GreatAxe_Reap,,,,,,,,1,1,1,UI_Weapon,,,2hGreataxe_TruthT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,3000,0.12,0,128,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatAxe,,,,
2hGreataxe_TwistedFateT5_V2,@2hGreataxe_TwistedFateT5_MasterName,Weapon,@ui_itemtypedescription_axe,@2hGreataxe_TwistedFateT5_Description,Weapon+EquippableTwoHand+2HAxe+Melee+Named,,,,1,,590,500,600,5,2HAxeT5,,1,1,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Gem_NatureDMG4,PerkID_Weapon_DmgCorrupted,PerkID_Common_CDRonDodge,PerkID_Weapon_HasteOnCrit,,,,,,,,1,1,1,UI_Weapon,,,2hGreatAxeVoidbentT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,3000,0.12,0,112,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatAxe,,,,
2hGreataxe_WarriorsResolveT5_V2,@2hGreataxe_WarriorsResolveT5_MasterName,Weapon,@ui_itemtypedescription_axe,@2hGreataxe_WarriorsResolveT5_Description,Weapon+EquippableTwoHand+2HAxe+Melee+Named,Weapons,2Handed,GreatAxes,,1,590,500,600,5,2HAxeT5,,1,1,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Gem_RallyGem4,PerkID_Ability_GreatAxe_GravityWell,PerkID_Common_CDRonHit,PerkID_Weapon_OnKillHeal,,,,,,,,1,1,1,UI_Weapon,,,2hGreatAxeElegantT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,3000,0.12,0,112,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatAxe,,,,
2hGreataxe_WavesplitterT5_V2,@2hGreataxe_WavesplitterT5_MasterName,Weapon,@ui_itemtypedescription_axe,@2hGreataxe_WavesplitterT5_Description,Weapon+EquippableTwoHand+2HAxe+Melee+Named,Weapons,2Handed,GreatAxes,,1,590,500,600,5,2HAxeT5,,1,1,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Gem_BrashGem4,PerkID_Common_Luck,PerkID_Weapon_HealOnDmg,PerkID_Weapon_FortifyOnCrit,,,,,,,,1,1,1,UI_Weapon,,,2hGreatAxeWaveborneT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,3000,0.12,0,112,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatAxe,,,,
2hGreataxe_WhirlingMatterT5_V2,@2hGreataxe_WhirlingMatterT5_MasterName,Weapon,@ui_itemtypedescription_axe,@2hGreataxe_WhirlingMatterT5_Description,Weapon+EquippableTwoHand+2HAxe+Melee+Named,Weapons,2Handed,GreatAxes,,1,590,500,600,5,2HAxeT5,,1,1,1,1,PerkID_Stat_TwoHandFighter,PerkID_Gem_ArcaneDMG4,PerkID_Ability_GreatAxe_Execute,PerkID_Common_Luck,PerkID_Weapon_DmgCrit,,,,,,,,1,1,1,UI_Weapon,,,2hGreatAxeFaeT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,3000,0.12,0,112,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatAxe,,,,
2hGreataxe_BearboneGreataxeT5_V2,@2hGreataxe_BearboneGreataxeT5_MasterName,Weapon,@ui_itemtypedescription_axe,@2hGreataxe_BearboneGreataxeT5_Description,Weapon+EquippableTwoHand+2HAxe+Melee+Named,Weapons,2Handed,GreatAxes,,1,590,500,600,5,2HAxeT5,,1,1,1,1,PerkID_Stat_TwoHandFighter,PerkID_Gem_IceDMG4,PerkID_Weapon_DmgCrit,PerkID_Weapon_ChainIce,PerkID_Weapon_OnKillFortify,,,,,,,,1,1,1,UI_Weapon,,,2hGreatAxeVinespunT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,3000,0.12,0,112,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatAxe,,,,
2hGreataxe_CeremonialReaperT5_V2,@2hGreataxe_CeremonialReaperT5_MasterName,Weapon,@ui_itemtypedescription_axe,@2hGreataxe_CeremonialReaperT5_Description,Weapon+EquippableTwoHand+2HAxe+Melee+Named,Weapons,2Handed,GreatAxes,1,,590,500,600,5,2HAxeT5,,1,1,1,1,PerkID_Stat_TwoHandBarbarian,PerkID_Gem_VoidDMG4,PerkID_Weapon_HealOnDmg,PerkID_Ability_GreatAxe_GravityWell,PerkID_Weapon_ChainVoid,,,,,,,,1,1,1,UI_Weapon,,,2hGreatAxeViciousT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,3000,0.12,0,112,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatAxe,,,,
2hGreataxe_AeternumsHoffnungT5_V2,@2hGreataxe_AeternumsHoffnungT5_MasterName,Weapon,@ui_itemtypedescription_axe,@2hGreataxe_AeternumsHoffnungT5_Description,Weapon+EquippableTwoHand+2HAxe+Melee+Named,,,,1,,590,500,600,5,2HAxeT5,,1,1,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Gem_VoidDMG4,PerkID_Weapon_DmgCrit,PerkID_Weapon_CDRBasic,PerkID_Weapon_OnKillHeal,,,,,,,,1,1,1,UI_Weapon,,,2hGreatAxeCrystallineT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,3000,0.12,0,112,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatAxe,,,,
2hGreataxe_SunitsGreatAxeT5_V2,@2hGreataxe_SunitsGreatAxeT5_MasterName,Weapon,@ui_itemtypedescription_axe,@2hGreataxe_SunitsGreatAxeT5_Description,Weapon+EquippableTwoHand+2HAxe+Melee+Named,,,,1,,590,500,600,5,2HAxeT5,,1,1,1,1,PerkID_Stat_TwoHandBarbarian,PerkID_Gem_IceDMG4,PerkID_Ability_GreatAxe_GravityWell,PerkID_Weapon_EmpowerOnCrit,PerkID_Weapon_OnKillHeal,,,,,,,,1,1,1,UI_Weapon,,,2hGreatAxeCrystallineT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,3000,0.12,0,112,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatAxe,,,,
2hGreataxe_SobeksMightySwipeT5_V2,@2hGreataxe_SobeksMightySwipeT5_MasterName,Weapon,@ui_itemtypedescription_axe,@2hGreataxe_SobeksMightySwipeT5_Description,Weapon+EquippableTwoHand+2HAxe+Melee+Named,,,,1,,590,500,600,5,2HAxeT5,,1,1,1,1,PerkID_Stat_TwoHandBarbarian,PerkID_Gem_FireDMG4,PerkID_Weapon_Melee_ChargedHeavy_DMG,PerkID_Weapon_DmgBasic,PerkID_Weapon_Siege,,,,,,,,1,1,1,UI_Weapon,,,2hGreatAxeViciousT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,3000,0.12,0,112,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatAxe,,,,
2hGreataxe_SekhmetsAngerT5_V2,@2hGreataxe_SekhmetsAngerT5_MasterName,Weapon,@ui_itemtypedescription_axe,@2hGreataxe_SekhmetsAngerT5_Description,Weapon+EquippableTwoHand+2HAxe+Melee+Named,,,,1,,590,500,600,5,2HAxeT5,,1,1,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Gem_CruelGem4,PerkID_Weapon_CritChance,PerkID_Weapon_ChainFire,PerkID_Weapon_DmgCorrupted,,,,,,,,1,1,1,UI_Weapon,,,2hGreatAxeAbyssalT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,3000,0.12,0,112,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatAxe,,,,
2hGreataxe_BloodclawOfSeretT5_V2,@2hGreataxe_BloodclawOfSeretT5_MasterName,Weapon,@ui_itemtypedescription_axe,@2hGreataxe_BloodclawOfSeretT5_Description,Weapon+EquippableTwoHand+2HAxe+Melee+Named,,,,1,,590,500,600,5,2HAxeT5,,1,1,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_CritChance,PerkID_Weapon_HealOnDmg,PerkID_Ability_GreatAxe_Execute,,,,,,,,1,1,1,UI_Weapon,,,2hGreatAxeVoidbentT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,3000,0.12,0,112,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatAxe,,,,
2hGreataxe_PrimusAxeT5_V2,@2hGreataxe_PrimusAxeT5_MasterName,Weapon,@ui_itemtypedescription_axe,@2hGreataxe_PrimusAxeT5_Description,Weapon+EquippableTwoHand+2HAxe+Melee+Named,,,,1,,590,500,600,5,2HAxeT5,,1,1,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Gem_EmptyGemSlot,PerkID_Common_CDRonHit,PerkID_Weapon_DmgWithGrit,PerkID_Weapon_EmpowerOnCrit,,,,,,,,1,1,1,UI_Weapon,,,2hGreatAxeViciousT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,3000,0.12,0,112,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatAxe,,,,
2hGreataxe_GrovetendersSpadeT5_V2,@2hGreataxe_GrovetendersSpadeT5_MasterName,Weapon,@ui_itemtypedescription_axe,@2hGreataxe_GrovetendersSpadeT5_Description,Weapon+EquippableTwoHand+2HAxe+Melee+Named,,,,1,,590,500,600,5,2HAxeT5,,1,1,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_BleedonCrit,PerkID_Weapon_CritChance,PerkID_Weapon_Disease_OnLowHP_Crit,,,,,,,,1,1,1,UI_Weapon,,,2hGreatAxeDrownedWaveborneT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,3000,0.12,0,112,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatAxe,,,,
2hMusket_VinewrappedMusketT2_V2,@2hMusket_VinewrappedMusketT2_MasterName,Weapon,@ui_itemtypedescription_musket,@2hMusket_VinewrappedMusketT2_Description,Weapon+EquippableTwoHand+Musket+Ranged+Named,,,,1,,275,275,275,2,MusketT2,,1,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_DmgBasic,,,,,,,,,5,1,1,1,UI_Weapon,,,2hMusketAngryEarthT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,106,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Rifle,,,,
2hMusket_HuntersLongshotT2_V2,@2hMusket_HuntersLongshotT2_MasterName,Weapon,@ui_itemtypedescription_musket,@2hMusket_HuntersLongshotT2_Description,Weapon+EquippableTwoHand+Musket+Ranged+Named,Weapons,2Handed,Muskets,,1,275,275,275,2,MusketT2,,1,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_EmpowerOnCrit,,,,,,,,,5,1,1,1,UI_Weapon,,,2hMusketAngryEarthT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,106,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Rifle,,,,
2hMusket_PiratesPrettyMusketT2_V2,@2hMusket_PiratesPrettyMusketT2_MasterName,Weapon,@ui_itemtypedescription_musket,@2hMusket_PiratesPrettyMusketT2_Description,Weapon+EquippableTwoHand+Musket+Ranged+Named,,,,1,,295,295,295,2,MusketT2,,1,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_DmgCrit,,,,,,,,,5,1,1,1,UI_Weapon,,,2hMusketElegantT3,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,106,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Rifle,,,,
2hMusket_ElegantHuntingRifleT2_V2,@2hMusket_ElegantHuntingRifleT2_MasterName,Weapon,@ui_itemtypedescription_musket,@2hMusket_ElegantHuntingRifleT2_Description,Weapon+EquippableTwoHand+Musket+Ranged+Named,,,,1,,325,325,325,2,MusketT2,,1,,1,1,PerkID_Stat_TwoHandScholar,,PerkID_Ability_Musket_Traps,,,,,,,,,5,1,1,1,UI_Weapon,,,2hMusketLostT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,106,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Rifle,,,,
2hMusket_CourtlyRifleT3_V2,@2hMusket_CourtlyRifleT3_MasterName,Weapon,@ui_itemtypedescription_musket,@2hMusket_CourtlyRifleT3_Description,Weapon+EquippableTwoHand+Musket+Ranged+Named,,,,1,,340,340,340,2,MusketT2,,1,,1,1,PerkID_Stat_TwoHandScholar,,PerkID_Ability_Musket_PowderBurn,,,,,,,,,5,1,1,1,UI_Weapon,,,2hMusketElegantT3,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,106,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Rifle,,,,
2hMusket_AncientFlintlockT2_V2,@2hMusket_AncientFlintlockT2_MasterName,Weapon,@ui_itemtypedescription_musket,@2hMusket_AncientFlintlockT2_Description,Weapon+EquippableTwoHand+Musket+Ranged+Named,Weapons,2Handed,Muskets,,1,275,275,275,2,MusketT2,,1,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_HealOnDmg,,,,,,,,,5,1,1,1,UI_Weapon,,,2hMusketAncientT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,106,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Rifle,,,,
2hMusket_CruelMusketT2_V2,@2hMusket_CruelMusketT2_MasterName,Weapon,@ui_itemtypedescription_musket,@2hMusket_CruelMusketT2_Description,Weapon+EquippableTwoHand+Musket+Ranged+Named,Weapons,2Handed,Muskets,,1,275,275,275,2,MusketT2,,1,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_CritChance,,,,,,,,,5,1,1,1,UI_Weapon,,,2hMusketCorruptedT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,106,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Rifle,,,,
2hMusket_CrystallineFlintlockT2_V2,@2hMusket_CrystallineFlintlockT2_MasterName,Weapon,@ui_itemtypedescription_musket,@2hMusket_CrystallineFlintlockT2_Description,Weapon+EquippableTwoHand+Musket+Ranged+Named,Weapons,2Handed,Muskets,,1,275,275,275,2,MusketT2,,1,,1,1,PerkID_Stat_TwoHandScholar,PerkID_Gem_ArcaneDMG2,,,,,,,,,,5,1,1,1,UI_Weapon,,,2hMusketAngryEarthT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,106,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Rifle,,,,
2hMusket_EmpoweredFlintlockT2_V2,@2hMusket_EmpoweredFlintlockT2_MasterName,Weapon,@ui_itemtypedescription_musket,@2hMusket_EmpoweredFlintlockT2_Description,Weapon+EquippableTwoHand+Musket+Ranged+Named,Weapons,2Handed,Muskets,,1,275,275,275,2,MusketT2,,1,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_EmpowerOnCrit,,,,,,,,,5,1,1,1,UI_Weapon,,,2hMusketAncientT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,106,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Rifle,,,,
2hMusket_FarmerBobsCorruptedShooterT2_V2,@2hMusket_FarmerBobsCorruptedShooterT2_MasterName,Weapon,@ui_itemtypedescription_musket,@2hMusket_FarmerBobsCorruptedShooterT2_Description,Weapon+EquippableTwoHand+Musket+Ranged+Named,Weapons,2Handed,Muskets,,1,275,275,275,2,MusketT2,,1,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Ability_Musket_StickyBomb,,,,,,,,,5,1,1,1,UI_Weapon,,,2hMusketCorruptedT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,106,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Rifle,,,,
2hMusket_FleshrippingRepeaterT2_V2,@2hMusket_FleshrippingRepeaterT2_MasterName,Weapon,@ui_itemtypedescription_musket,@2hMusket_FleshrippingRepeaterT2_Description,Weapon+EquippableTwoHand+Musket+Ranged+Named,Weapons,2Handed,Muskets,,1,275,275,275,2,MusketT2,,1,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_BleedonCrit,,,,,,,,,5,1,1,1,UI_Weapon,,,2hMusketCorruptedT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,106,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Rifle,,,,
2hMusket_ForestsongMusketT2_V2,@2hMusket_ForestsongMusketT2_MasterName,Weapon,@ui_itemtypedescription_musket,@2hMusket_ForestsongMusketT2_Description,Weapon+EquippableTwoHand+Musket+Ranged+Named,Weapons,2Handed,Muskets,,1,275,275,275,2,MusketT2,,1,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_OnKillEmpower,,,,,,,,,5,1,1,1,UI_Weapon,,,2hMusketAngryEarthT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,106,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Rifle,,,,
2hMusket_FrostyFlintlockT2_V2,@2hMusket_FrostyFlintlockT2_MasterName,Weapon,@ui_itemtypedescription_musket,@2hMusket_FrostyFlintlockT2_Description,Weapon+EquippableTwoHand+Musket+Ranged+Named,Weapons,2Handed,Muskets,,1,275,275,275,2,MusketT2,,1,,1,1,PerkID_Stat_TwoHandScholar,PerkID_Gem_IceDMG2,,,,,,,,,,5,1,1,1,UI_Weapon,,,2hMusketAncientT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,106,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Rifle,,,,
2hMusket_FuriousRepeaterT2_V2,@2hMusket_FuriousRepeaterT2_MasterName,Weapon,@ui_itemtypedescription_musket,@2hMusket_FuriousRepeaterT2_Description,Weapon+EquippableTwoHand+Musket+Ranged+Named,Weapons,2Handed,Muskets,,1,275,275,275,2,MusketT2,,1,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_Attunement_Nature,,,,,,,,,5,1,1,1,UI_Weapon,,,2hMusketCorruptedT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,106,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Rifle,,,,
