ItemID,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,NoBindOnPickupChance,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,MaxCraftGS,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,PerkSlot1,PerkSlot2,PerkSlot3,PerkSlot4,PerkSlot5,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,PerPerkScalingMultiplier,OnEquipObjectiveId,ForceRarity,RequiredLevel,RequiredTradeskillRank,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,IsRequiredItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageLootTags,SalvageGuaranteedPerkCount,SalvageAchievement,SalvageEntitlementId,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId,ObtainableReleaseVersion,RetiredInReleaseVersion,MountItemAppearance,ExclusivelyForWarCampTier,RequiredExpansionId,NotDroppable,NotDroppableNotificationOverride,ScheduleId,FFAConvertedItemId,RequiredWorldTags
ConquerorsItem_KiteShield_HolyShield_Blocking,@ConquerorsItem_Shield_HolyShield_MasterName,Weapon,@ui_itemtypedescription_kiteshield,@ConquerorsItem_Shield_HolyShield_Description,,SeasonalConqueror+Weapon+EquippableOffHand+Shield+KiteShield,Weapons,Shields,ShieldsKite,,,0,725,725,725,725,5,1hShieldBT5,,1,,,1,1,PerkID_Stat_KiteShield,PerkID_Weapon_EmpowerOnCrit,,PerkID_WeaponMelee_BlockingStam,PerkID_Common_CDR,PerkID_Stat_KiteShield,PerkID_Conqueror_HolyShield_Blocking,PerkID_Weapon_HealOnDmg,PerkID_Common_CDR,PerkID_Armor_DefBasic,,,,,,,,,20,,1,1,1,UI_Weapon,,,1hShieldKite_CovenantT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedMetalSmall_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,3000,0.34,1,54,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_Rapier_DodgeCorruptionBall,@ConquerorsItem_Rapier_DodgeCorruptionBall_MasterName,Weapon,@ui_itemtypedescription_rapier,@ConquerorsItem_Rapier_DodgeCorruptionBall_Description,,SeasonalConqueror+Weapon+EquippableMainHand+Rapier+Melee,Weapons,1Handed,Rapiers,,,0,725,725,725,725,5,RapierT5,,1,,,1,1,PerkID_Stat_TwoHandAssassin,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandRanger,PerkID_Conqueror_DodgeCorruptionBall,PerkID_Ability_Rapier_Tondo,PerkID_WeaponMelee_DmgBack,PerkID_Weapon_Attunement_Void,,,,,,,,,20,,1,1,1,UI_Weapon,,,1hRapier_CovenantT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedMetalSmall_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,3000,0.34,1,40,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_Hatchet_DodgeCorruptionBall,@ConquerorsItem_Hatchet_DodgeCorruptionBall_MasterName,Weapon,@ui_itemtypedescription_hatchet,@ConquerorsItem_Hatchet_DodgeCorruptionBall_Description,,SeasonalConqueror+Weapon+EquippableMainHand+Hatchet+Melee,Weapons,1Handed,Hatchets,,,0,725,725,725,725,5,HatchetT5,,1,,,1,1,PerkID_Stat_TwoHandFighter,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandRanger,PerkID_Conqueror_DodgeCorruptionBall,PerkID_Ability_Hatchet_RagingTorrent,PerkID_WeaponMelee_DmgBack,PerkID_Weapon_CDRBasic,,,,,,,,,20,,1,1,1,UI_Weapon,,,1hthrowingAxe_CovenantT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedMetalSmall_Dust,SalvageSmall_MetalT5,,,,,,,,,,,,,,3000,0.34,1,54,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_Spear_DodgeCorruptionBall,@ConquerorsItem_Spear_DodgeCorruptionBall_MasterName,Weapon,@ui_itemtypedescription_spear,@ConquerorsItem_Spear_DodgeCorruptionBall_Description,,SeasonalConqueror+Weapon+EquippableTwoHand+Spear+Melee,Weapons,2Handed,Spears,,,0,725,725,725,725,5,SpearT5,,1,,,1,1,PerkID_Stat_TwoHandCavalier,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandRanger,PerkID_Conqueror_DodgeCorruptionBall,PerkID_Ability_Spear_Skewer,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,,,,,,,,,20,,1,1,1,UI_Weapon,,,2hSpear_CovenantT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedWoodLarge_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,3000,0.34,1,108,,Play_UI_Pickup_Metal_Weapon,Play_UI_Drop_Metal_Weapon,Play_UI_Use_Metal_Weapon,Play_UI_Created_Metal_Weapon,Play_UI_item_broken,,2H_Spear,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_Bow_DodgeCorruptionBall,@ConquerorsItem_Bow_DodgeCorruptionBall_MasterName,Weapon,@ui_itemtypedescription_bow,@ConquerorsItem_Bow_DodgeCorruptionBall_Description,,SeasonalConqueror+Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,,0,725,725,725,725,5,BowT5,,1,,,1,1,PerkID_Stat_TwoHandRanger,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandRanger,PerkID_Conqueror_DodgeCorruptionBall,PerkID_Ability_Bow_PoisonShot,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,,,,,,,,,20,,1,1,1,UI_Weapon,,,2hBow_CovenantT5,2hBowT5,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedWoodLarge_Dust,SalvageSmall_TimberT5,,,,,,,,,,,,,,3000,0.34,1,126,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_Musket_DodgeCorruptionBall,@ConquerorsItem_Musket_DodgeCorruptionBall_MasterName,Weapon,@ui_itemtypedescription_musket,@ConquerorsItem_Musket_DodgeCorruptionBall_Description,,SeasonalConqueror+Weapon+EquippableTwoHand+Musket+Ranged,Weapons,2Handed,Muskets,,,0,725,725,725,725,5,MusketT5,,1,,,1,1,PerkID_Stat_TwoHandAssassin,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandRanger,PerkID_Conqueror_DodgeCorruptionBall,PerkID_Ability_Musket_Traps,PerkID_Weapon_HercyneRaid_1,PerkID_Weapon_Attunement_Void,,,,,,,,,20,,1,1,1,UI_Weapon,,,2hMusket_CovenantT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedMetalLarge_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,3000,0.34,1,134,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_Blunderbuss_DodgeCorruptionBall,@ConquerorsItem_Blunderbuss_DodgeCorruptionBall_MasterName,Weapon,@ui_itemtypedescription_blunderbuss,@ConquerorsItem_Blunderbuss_DodgeCorruptionBall_Description,,SeasonalConqueror+Weapon+EquippableTwoHand+Blunderbuss+Ranged,Weapons,2Handed,Blunderbuss,,,0,725,725,725,725,5,BlunderbussT5,,1,,,1,1,PerkID_Stat_TwoHandSpellsword,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandSoldier,PerkID_Conqueror_DodgeCorruptionBall,PerkID_Ability_Blunderbuss_ClawShot,PerkID_Weapon_Attunement_Fire,PerkID_Weapon_Disease_OnLowHP_Crit,,,,,,,,,20,,1,1,1,UI_Weapon,,,2hBlunderbuss_CovenantT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedMetalLarge_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,3000,0.34,1,134,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Rifle,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_Warhammer_Knockback,@ConquerorsItem_Warhammer_Knockback_MasterName,Weapon,@ui_itemtypedescription_warhammer,@ConquerorsItem_Warhammer_Knockback_Description,,SeasonalConqueror+Weapon+EquippableTwoHand+2HHammer+Melee,Weapons,2Handed,WarHammers,,,0,725,725,725,725,5,2HHammerT5,,1,,,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandSoldier,PerkID_Conqueror_Warhammer_Knockback,PerkID_Ability_Hammer_ClearOut,PerkID_Weapon_CDRBasic,PerkID_Weapon_Disease_OnLowHP_Heavy,,,,,,,,,20,,1,1,1,UI_Weapon,,,2hWarhammerCondemedSacrariumT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedMetalLarge_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,3000,0.34,1,130,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_ShieldTower_TankAura,@ConquerorsItem_ShieldTower_TankAura_MasterName,Weapon,@ui_itemtypedescription_towershield,@ConquerorsItem_ShieldTower_TankAura_Description,,SeasonalConqueror+Weapon+EquippableOffHand+Shield+TowerShield,Weapons,Shields,ShieldsTower,,,0,725,725,725,725,5,1hShieldDT5,,1,,,1,1,PerkID_Stat_TowerShield,PerkID_Weapon_EmpowerOnCrit,,PerkID_WeaponMelee_BlockingStam,PerkID_Common_CDR,PerkID_Stat_TowerShield,PerkID_Conqueror_Shield_TankAura,PerkID_WeaponMelee_BlockingStam,PerkID_Shield_DefFire,PerkID_Armor_DefBasic,,,,,,,,,20,,1,1,1,UI_Weapon,,,1hTowerShieldFanaticT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedMetalSmall_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,3000,0.34,1,72,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,1H_ShieldA_metal,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_GauntletIce_FrostAura,@ConquerorsItem_GauntletIce_FrostAura_MasterName,Weapon,@ui_itemtypedescription_icegauntlet,@ConquerorsItem_GauntletIce_FrostAura_Description,,SeasonalConqueror+Weapon+EquippableMainHand+IceMagic+Magic,Weapons,Magical,GauntletIce,,,0,725,725,725,725,5,1hElementalGauntlet_IceT5,,1,,,1,1,PerkID_Stat_TwoHandScholar,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandScholar,PerkID_Conqueror_IceGauntlet_FrostAura,PerkID_Ability_IceGauntlet_UnendingThaw,PerkID_Weapon_CDRBasic,PerkID_Weapon_HercyneRaid_1,,,,,,,,,20,,1,1,1,UI_Weapon,,,2hIceGauntletBattlemageT5,2hIceGauntletBattlemageT5,,0,0,,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedLeatherSmall_Dust,SalvageSmall_MetalT5,,,,,,,,,,,,,,3000,0.34,1,48,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_StaffFire_BurnAura,@ConquerorsItem_StaffFire_BurnAura_MasterName,Weapon,@ui_itemtypedescription_firestaff,@ConquerorsItem_StaffFire_BurnAura_Description,,SeasonalConqueror+Weapon+EquippableMainHand+FireStaff+Magic,Weapons,Magical,StavesFire,,,0,725,725,725,725,5,FireStaffT5,,1,,,1,1,PerkID_Stat_TwoHandScholar,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandScholar,PerkID_Conqueror_FireStaff_BurnAura,PerkID_Ability_FireStaff_Fireball,PerkID_Weapon_Attunement_Fire,PerkID_Weapon_HercyneRaid_1,,,,,,,,,20,,1,1,1,UI_Weapon,,,2hFireStaffBattlemageT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedWoodLarge_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,3000,0.34,1,128,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_Hatchet_CombustibleCombustion,@ConquerorsItem_Hatchet_CombustibleCombustion_MasterName,Weapon,@ui_itemtypedescription_hatchet,@ConquerorsItem_Hatchet_CombustibleCombustion_Description,,SeasonalConqueror+Weapon+EquippableMainHand+Hatchet+Melee,Weapons,1Handed,Hatchets,,,0,725,725,725,725,5,HatchetT5,,1,,,1,1,PerkID_Stat_TwoHandFighter,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandSoldier,PerkID_Conqueror_Hatchet_CombustibleCombustion,PerkID_Ability_Hatchet_Rending_Throw,PerkID_Weapon_HercyneRaid_1,PerkID_Weapon_CDRBasic,,,,,,,,,20,,1,1,1,UI_Weapon,,,1hHatchetUnholyDepthsFireT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedMetalSmall_Dust,SalvageSmall_MetalT5,,,,,,,,,,,,,,3000,0.34,1,54,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_Spear_Embiggen,@ConquerorsItem_Spear_Embiggen_MasterName,Weapon,@ui_itemtypedescription_spear,@ConquerorsItem_Spear_Embiggen_Description,,SeasonalConqueror+Weapon+EquippableTwoHand+Spear+Melee,Weapons,2Handed,Spears,,,0,725,725,725,725,5,SpearT5,,1,,,1,1,PerkID_Stat_TwoHandCavalier,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandSoldier,PerkID_Conqueror_Spear_Embiggen,PerkID_Ability_Spear_VaultKick,PerkID_Weapon_CritChance,PerkID_Weapon_CDRBasic,,,,,,,,,20,,1,1,1,UI_Weapon,,,2hSpearGraverobberT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedWoodLarge_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,3000,0.34,1,108,,Play_UI_Pickup_Metal_Weapon,Play_UI_Drop_Metal_Weapon,Play_UI_Use_Metal_Weapon,Play_UI_Created_Metal_Weapon,Play_UI_item_broken,,2H_Spear,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_Greataxe_DodgeSuppressant,@ConquerorsItem_Greataxe_DodgeSuppressant_MasterName,Weapon,@ui_itemtypedescription_axe,@ConquerorsItem_Greataxe_DodgeSuppressant_Description,,SeasonalConqueror+Weapon+EquippableTwoHand+2HAxe+Melee,Weapons,2Handed,GreatAxes,,,0,725,725,725,725,5,2HAxeT5,,1,,,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandSoldier,PerkID_Conqueror_MeleeWeapon_DodgeSuppressant,PerkID_Ability_GreatAxe_Charge,PerkID_Weapon_Disease_OnLowHP_Crit,PerkID_PvP_WeaponMagic_DmgToHaste,,,,,,,,,20,,1,1,1,UI_Weapon,,,2hGreatAxePrimevalT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedMetalLarge_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,3000,0.34,1,128,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_Warhammer_DodgeSuppressant,@ConquerorsItem_Warhammer_DodgeSuppressant_MasterName,Weapon,@ui_itemtypedescription_warhammer,@ConquerorsItem_Warhammer_DodgeSuppressant_Description,,SeasonalConqueror+Weapon+EquippableTwoHand+2HHammer+Melee,Weapons,2Handed,WarHammers,,,0,725,725,725,725,5,2HHammerT5,,1,,,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandSoldier,PerkID_Conqueror_MeleeWeapon_DodgeSuppressant,PerkID_Ability_Hammer_WreckingBall,PerkID_Weapon_Disease_OnLowHP_Heavy,PerkID_Weapon_CDRBasic,,,,,,,,,20,,1,1,1,UI_Weapon,,,2hWarhammerPrimevalT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedMetalLarge_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,3000,0.34,1,130,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_Greatsword_DodgeSuppressant,@ConquerorsItem_Greatsword_DodgeSuppressant_MasterName,Weapon,@ui_itemtypedescription_greatsword,@ConquerorsItem_Greatsword_DodgeSuppressant_Description,,SeasonalConqueror+Weapon+EquippableTwoHand+GreatSword+Melee,Weapons,2Handed,GreatSword,,,0,725,725,725,725,5,2hGreatSwordT5,,1,,,1,1,PerkID_Stat_TwoHandFighter,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandFighter,PerkID_Conqueror_MeleeWeapon_DodgeSuppressant,PerkID_Ability_Greatsword_DashAttack,PerkID_Weapon_Melee_ChargedHeavy_DMG,PerkID_Weapon_CDRBasic,,,,,,,,,20,,1,1,1,UI_Weapon,,,2hGreatswordPrimevalT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedMetalLarge_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,3000,0.34,1,130,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatSword,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_Greatsword_CrescentWave,@ConquerorsItem_Greatsword_CrescentWave_MasterName,Weapon,@ui_itemtypedescription_greatsword,@ConquerorsItem_Greatsword_CrescentWave_Description,,SeasonalConqueror+Weapon+EquippableTwoHand+GreatSword+Melee,Weapons,2Handed,GreatSword,,,0,725,725,725,725,5,2hGreatSwordT5,,1,,,1,1,PerkID_Stat_TwoHandFighter,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandFighter,PerkID_Conqueror_Greatsword_CrescentWave,PerkID_Ability_Greatsword_Combo,PerkID_Weapon_Melee_ChargedHeavy_DMG,PerkID_Weapon_CDRBasic,,,,,,,,,20,,1,1,1,UI_Weapon,,,2hgreatswordWaveborneT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedMetalLarge_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,3000,0.34,1,130,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatSword,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_Longsword_ShieldlessAgility,@ConquerorsItem_Longsword_ShieldlessAgility_MasterName,Weapon,@ui_itemtypedescription_sword,@ConquerorsItem_Longsword_ShieldlessAgility_Description,,SeasonalConqueror+Weapon+EquippableMainHand+Sword+Melee,Weapons,1Handed,Swords,,,0,725,725,725,725,5,SwordT5,,1,,,1,1,PerkID_Stat_OneHandSoldier,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandRanger,PerkID_Conqueror_Longsword_ShieldlessAgility,PerkID_Ability_Sword_WhirlingBlade,PerkID_WeaponMelee_DmgBack,PerkID_Weapon_CDRBasic,,,,,,,,,20,,1,1,1,UI_Weapon,,,1hLongsword_ThoseWhoRemainT3,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedMetalSmall_Dust,SalvageSmall_MetalT5,,,,,,,,,,,,,,3000,0.34,1,54,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_HeavyHead_SwarmArmor,@ConquerorsItem_HeavyHead_SwarmArmor_MasterName,Armor,@ui_itemtypedescription_heavy_head_slot,@ConquerorsItem_HeavyHead_SwarmArmor_Description,,SeasonalConqueror+EquippableHead+Armor+Heavy,Apparel,ArmorHeavy,SlotHead,,,0,725,725,725,725,5,HeavyHead_Balanced,,1,,,1,1,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_Health,PerkID_Armor_DurCC,PerkID_Stat_TwoHandSentry,PerkID_Conqueror_Armor_SwarmDefense,PerkID_Armor_RangeDefense_Elemental,PerkID_Armor_DefGrit,PerkID_Armor_DurCC,,,,,,,,,20,,1,1,1,UI_Armor,Metal_SetB_Hat_T5,F_Metal_SetB_Hat_T5,,,,0,0,,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedMetalSmall_Dust,SalvageSmall_MetalT5,,,,,,,,,,,,,,750,0.34,1,80,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_HeavyChest_SwarmArmor,@ConquerorsItem_HeavyChest_SwarmArmor_MasterName,Armor,@ui_itemtypedescription_heavy_chest_slot,@ConquerorsItem_HeavyChest_SwarmArmor_Description,,SeasonalConqueror+EquippableChest+Armor+Heavy,Apparel,ArmorHeavy,SlotChest,,,0,725,725,725,725,5,HeavyChest_Balanced,,1,,,1,1,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_Health,PerkID_Armor_DurCC,PerkID_Stat_TwoHandSentry,PerkID_Conqueror_Armor_SwarmDefense,PerkID_Chest_OnBlockedHitTaken_StaminaRegen,PerkID_Armor_Health,PerkID_Armor_DurCC,,,,,,,,,20,,1,1,1,UI_Armor,Metal_SetB_Shirt_T5,F_Metal_SetB_Shirt_T5,,,,0,0,,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedMetalLarge_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,750,0.34,1,120,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
