ItemID,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId
Schematic_House_HousingItem_Lighting_Dynasty_LightTable01_A,@Schematic_House_HousingItem_Lighting_Dynasty_LightTable01_A_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Lighting_Dynasty_LightTable01_A_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Lighting_Dynasty_LightTable01_A,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Lighting_Dynasty_LightWall01_B,@Schematic_House_HousingItem_Lighting_Dynasty_LightWall01_B_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Lighting_Dynasty_LightWall01_B_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Lighting_Dynasty_LightWall01_B,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Rug_Dynasty_Decor_Floor_Rug01,@Schematic_House_HousingItem_Rug_Dynasty_Decor_Floor_Rug01_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Rug_Dynasty_Decor_Floor_Rug01_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Rug_Dynasty_Decor_Floor_Rug01,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Table_Dynasty_BedSideTable_A,@Schematic_House_HousingItem_Table_Dynasty_BedSideTable_A_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Table_Dynasty_BedSideTable_A_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Table_Dynasty_BedSideTable_A,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Table_Dynasty_Desk01_A,@Schematic_House_HousingItem_Table_Dynasty_Desk01_A_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Table_Dynasty_Desk01_A_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Table_Dynasty_Desk01_A,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Table_Dynasty_Table01_A,@Schematic_House_HousingItem_Table_Dynasty_Table01_A_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Table_Dynasty_Table01_A_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Table_Dynasty_Table01_A,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Table_Dynasty_Table02_A,@Schematic_House_HousingItem_Table_Dynasty_Table02_A_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Table_Dynasty_Table02_A_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Table_Dynasty_Table02_A,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Statue_MothersLove,@Schematic_House_HousingItem_Statue_MothersLove_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Statue_MothersLove_Description,,Resource+FurnitureSchematic,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Statue_MothersLove,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Legion_Decor_Divider01_A,@Schematic_House_HousingItem_Legion_Decor_Divider01_A_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Legion_Decor_Divider01_A_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Legion_Decor_Divider01_A,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Bed_Legion_Bed01_D,@Schematic_House_HousingItem_Bed_Legion_Bed01_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Bed_Legion_Bed01_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Bed_Legion_Bed01_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Bed_Legion_Bed02_D,@Schematic_House_HousingItem_Bed_Legion_Bed02_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Bed_Legion_Bed02_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Bed_Legion_Bed02_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Chair_Legion_Chair01_D,@Schematic_House_HousingItem_Chair_Legion_Chair01_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Chair_Legion_Chair01_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Chair_Legion_Chair01_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Chair_Legion_Chair02_D,@Schematic_House_HousingItem_Chair_Legion_Chair02_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Chair_Legion_Chair02_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Chair_Legion_Chair02_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Chair_Legion_Stool_D,@Schematic_House_HousingItem_Chair_Legion_Stool_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Chair_Legion_Stool_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Chair_Legion_Stool_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Legion_Armoire01_D,@Schematic_House_HousingItem_Legion_Armoire01_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Legion_Armoire01_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Legion_Armoire01_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Legion_Bookcase01_D,@Schematic_House_HousingItem_Legion_Bookcase01_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Legion_Bookcase01_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Legion_Bookcase01_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Legion_Bookcase02_D,@Schematic_House_HousingItem_Legion_Bookcase02_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Legion_Bookcase02_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Legion_Bookcase02_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Legion_Cabinet01_D,@Schematic_House_HousingItem_Legion_Cabinet01_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Legion_Cabinet01_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Legion_Cabinet01_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Legion_Cabinet02_D,@Schematic_House_HousingItem_Legion_Cabinet02_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Legion_Cabinet02_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Legion_Cabinet02_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Legion_Dresser01_D,@Schematic_House_HousingItem_Legion_Dresser01_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Legion_Dresser01_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Legion_Dresser01_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Legion_Shelf01_D,@Schematic_House_HousingItem_Legion_Shelf01_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Legion_Shelf01_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Legion_Shelf01_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Legion_Stove01_D,@Schematic_House_HousingItem_Legion_Stove01_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Legion_Stove01_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Legion_Stove01_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Lighting_Legion_LightWall01_D,@Schematic_House_HousingItem_Lighting_Legion_LightWall01_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Lighting_Legion_LightWall01_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Lighting_Legion_LightWall01_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Lighting_Legion_LightCeiling01_D,@Schematic_House_HousingItem_Lighting_Legion_LightCeiling01_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Lighting_Legion_LightCeiling01_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Lighting_Legion_LightCeiling01_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Lighting_Legion_LightFloor01_D,@Schematic_House_HousingItem_Lighting_Legion_LightFloor01_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Lighting_Legion_LightFloor01_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Lighting_Legion_LightFloor01_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Lighting_Legion_LightTable01_D,@Schematic_House_HousingItem_Lighting_Legion_LightTable01_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Lighting_Legion_LightTable01_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Lighting_Legion_LightTable01_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Table_Legion_BedSideTable_D,@Schematic_House_HousingItem_Table_Legion_BedSideTable_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Table_Legion_BedSideTable_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Table_Legion_BedSideTable_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Table_Legion_Desk01_D,@Schematic_House_HousingItem_Table_Legion_Desk01_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Table_Legion_Desk01_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Table_Legion_Desk01_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Table_Legion_SmallTable_D,@Schematic_House_HousingItem_Table_Legion_SmallTable_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Table_Legion_SmallTable_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Table_Legion_SmallTable_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Table_Legion_Table01_D,@Schematic_House_HousingItem_Table_Legion_Table01_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Table_Legion_Table01_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Table_Legion_Table01_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
Schematic_House_HousingItem_Table_Legion_Table02_D,@Schematic_House_HousingItem_Table_Legion_Table02_D_MasterName,Resource,@ui_itemtypedescription_furniture,@Schematic_House_HousingItem_Table_Legion_Table02_D_Description,,Resource+FurnitureSchematic,Furnishings,SchematicsFurnishing,RecipeFurnishing,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,0,,,lyshineui/images/icons/items/Resource/Schematic_Furniture.png,lyshineui/images/icons/items_hires/Schematic_Furniture.png,,10000,0,,,,,,,,1,,0,,SalvageSmall_ClothT1,SalvageSmall_ClothT1,,,Schematic_House_HousingItem_Table_Legion_Table02_D,,,,,,,,,,0,3,,Play_UI_Pickup_Paper,Play_UI_Drop_Paper,Play_UI_Use_Paper,Play_UI_Created_Paper,,,,Bow,bow,,,,,
