ItemID,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,PerkSlot1,PerkSlot2,PerkSlot3,PerkSlot4,PerkSlot5,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,RequiredTradeskillRank,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,IsRequiredItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageLootTags,SalvageGuaranteedPerkCount,SalvageAchievement,SalvageEntitlementId,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId,ObtainableReleaseVersion,MountItemAppearance,ExclusivelyForWarCampTier,RequiredExpansionId
1hRoundShieldLegacyCrassusT5,@1hRoundShieldDropT5_MasterName,Weapon,@ui_itemtypedescription_roundshield,@1hRoundShieldDropT5_Description,,Weapon+EquippableOffHand+Shield+RoundShield,Weapons,Shields,ShieldsRound,,1,,500,600,5,1hShieldAT5,,,,,1,1,AttributeShieldT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,,,,PerkID_Gem_EmptyGemSlot,,,PerkBucket_Stat_RoundShield,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,,,,,1,1,1,UI_Weapon,,,1hShieldAT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponSmall,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,48,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,,,,,,,,,,,,
1hKiteShieldLegacyCrassusT5,@1hKiteShieldDropT5_MasterName,Weapon,@ui_itemtypedescription_kiteshield,@1hKiteShieldDropT5_Description,,Weapon+EquippableOffHand+Shield+KiteShield,Weapons,Shields,ShieldsKite,,1,,500,600,5,1hShieldBT5,,,,,1,1,AttributeShieldT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,,,,PerkID_Gem_EmptyGemSlot,,,PerkBucket_Stat_KiteShield,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,,,,,1,1,1,UI_Weapon,,,1hShieldBT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponSmall,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,54,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,,,,,,,,,,,,
1hTowerShieldLegacyCrassusT5,@1hTowerShieldDropT5_MasterName,Weapon,@ui_itemtypedescription_towershield,@1hTowerShieldDropT5_Description,,Weapon+EquippableOffHand+Shield+TowerShield,Weapons,Shields,ShieldsTower,,1,,500,600,5,1hShieldDT5,,,,,1,1,AttributeShieldT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,,,,PerkID_Gem_EmptyGemSlot,,,PerkBucket_Stat_TowerShield,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,,,,,1,1,1,UI_Weapon,,,1hTowerShieldT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponSmall,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,72,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,1H_ShieldA_metal,,,,,,,,,,,
2hStaffFireLegacyCrassusT5,@2hStaffFireDropT5_MasterName,Weapon,@ui_itemtypedescription_firestaff,@2hStaffFireDropT5_Description,,Weapon+EquippableMainHand+FireStaff+Magic,Weapons,Magical,StavesFire,,1,,500,600,5,FireStaffT5,,,,,1,1,AttributeFireStaffT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,AttributeFireStaffT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Weapon,,,2hElementalStaff_FireT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageArcane,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,128,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,Play_UI_item_broken,,,,,,,,,,,,,
2hStaffLifeLegacyCrassusT5,@2hStaffLifeDropT5_MasterName,Weapon,@ui_itemtypedescription_lifestaff,@2hStaffLifeDropT5_Description,,Weapon+EquippableMainHand+LifeStaff+Magic,Weapons,Magical,StavesLife,,1,,500,600,5,LifeStaffT5,,,,,1,1,AttributeLifeStaffT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,AttributeLifeStaffT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Weapon,,,2hCelestialStaff_LifeT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageArcane,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,128,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,Play_UI_item_broken,,,,,,,,,,,,,
2hSpearLegacyCrassusT5,@2hSpearDropT5_MasterName,Weapon,@ui_itemtypedescription_spear,@2hSpearDropT5_Description,,Weapon+EquippableTwoHand+Spear+Melee,Weapons,2Handed,Spears,,1,,500,600,5,SpearT5,,,,,1,1,AttributeSpearT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,AttributeSpearT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Weapon,,,2hSpearT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,108,,Play_UI_Pickup_Metal_Weapon,Play_UI_Drop_Metal_Weapon,Play_UI_Use_Metal_Weapon,Play_UI_Created_Metal_Weapon,Play_UI_item_broken,,2H_Spear,,,,,,,,,,,
1hRapierLegacyCrassusT5,@1hRapierDropT5_MasterName,Weapon,@ui_itemtypedescription_rapier,@1hRapierDropT5_Description,,Weapon+EquippableMainHand+Rapier+Melee,Weapons,1Handed,Rapiers,,1,,500,600,5,RapierT5,,,,,1,1,AttributeRapierT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,AttributeRapierT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Weapon,,,1hSwordBT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,40,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Rapier,,,,,,,,,,,
1hGauntletIceLegacyCrassusT5,@1hGauntletIceDropT5_MasterName,Weapon,@ui_itemtypedescription_icegauntlet,@1hGauntletIceDropT5_Description,,Weapon+EquippableMainHand+IceMagic+Magic,Weapons,Magical,GauntletIce,,1,,500,600,5,1hElementalGauntlet_IceT5,,,,,1,1,AttributeFireStaffT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,AttributeFireStaffT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Weapon,,,1hElementalGauntlet_IceT5,1hElementalGauntlet_IceT5,,0,0,,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageArcane,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,48,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,Play_UI_item_broken,,,,,,,,,,,,,
1hGauntletVoidLegacyCrassusT5,@1hGauntletVoidDropT5_MasterName,Weapon,@ui_itemtypedescription_voidgauntlet,@1hGauntletVoidDropT5_Description,,Weapon+EquippableMainHand+VoidGauntlet+Magic,Weapons,Magical,GauntletVoid,,1,,500,600,5,VoidGauntletT5,,,,,1,1,AttributeVoidGauntletT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,AttributeVoidGauntletT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Weapon,,,1hVoidGauntlet_VoidT5,1hVoidGauntlet_VoidT5,,0,0,,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageArcane,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,48,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,Play_UI_item_broken,,,,,,,,,,,,,
2hBlunderbussLegacyCrassusT5,@2hBlunderbussDropT5_MasterName,Weapon,@ui_itemtypedescription_blunderbuss,@2hBlunderbussDropT5_Description,,Weapon+EquippableTwoHand+Blunderbuss+Ranged,Weapons,2Handed,Blunderbuss,,1,,500,600,5,BlunderbussT5,,,,,1,1,AttributeBlunderbussT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,AttributeBlunderbussT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Weapon,,,2hBlunderbussT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,134,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Blunderbuss,,,,,,,,,,,
2hGreatSwordLegacyCrassusT5,@2hGreatSwordDropT5_MasterName,Weapon,@ui_itemtypedescription_greatsword,@2hGreatSwordDropT5_Description,,Weapon+EquippableTwoHand+GreatSword+Melee,Weapons,2Handed,GreatSword,,1,,500,600,5,2hGreatSwordT5,,,,,1,1,AttributeGreatSwordT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,AttributeGreatSwordT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Weapon,,,2hGreatswordT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,128,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,,,,,,,,,,,,
HeavyHead_PlateLegacyCrassusT5,@HeavyHead_PlateDropT5_MasterName,Armor,@ui_itemtypedescription_heavy_head_slot,@HeavyHead_PlateDropT5_Description,,EquippableHead+Armor+Heavy,Apparel,ArmorHeavy,SlotHead,,1,,500,600,5,HeavyHead_Balanced,,,,,1,1,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Armor,Metal_Hat_T5,F_Metal_Hat_T5,,,,0,0,,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,80,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,,,,,,,
HeavyChest_PlateLegacyCrassusT5,@HeavyChest_PlateDropT5_MasterName,Armor,@ui_itemtypedescription_heavy_chest_slot,@HeavyChest_PlateDropT5_Description,,EquippableChest+Armor+Heavy,Apparel,ArmorHeavy,SlotChest,,1,,500,600,5,HeavyChest_Balanced,,,,,1,1,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Armor,Metal_Shirt_T5,F_Metal_Shirt_T5,,,,0,0,,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,120,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,,,,,,,
HeavyHands_PlateLegacyCrassusT5,@HeavyHands_PlateDropT5_MasterName,Armor,@ui_itemtypedescription_heavy_glove_slot,@HeavyHands_PlateDropT5_Description,,EquippableHands+Armor+Heavy,Apparel,ArmorHeavy,SlotHands,,1,,500,600,5,HeavyHands_Balanced,,,,,1,1,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Armor,Metal_Gloves_T5,F_Metal_Gloves_T5,,,,0,0,,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,60,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,,,,,,,
HeavyLegs_PlateLegacyCrassusT5,@HeavyLegs_PlateDropT5_MasterName,Armor,@ui_itemtypedescription_heavy_legs_slot,@HeavyLegs_PlateDropT5_Description,,EquippableLegs+Armor+Heavy,Apparel,ArmorHeavy,SlotLegs,,1,,500,600,5,HeavyLegs_Balanced,,,,,1,1,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Armor,Metal_Pants_T5,F_Metal_Pants_T5,,,,0,0,,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorMedium,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,80,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,,,,,,,
HeavyFeet_PlateLegacyCrassusT5,@HeavyFeet_PlateDropT5_MasterName,Armor,@ui_itemtypedescription_heavy_feet_slot,@HeavyFeet_PlateDropT5_Description,,EquippableFeet+Armor+Heavy,Apparel,ArmorHeavy,SlotFeet,,1,,500,600,5,HeavyFeet_Balanced,,,,,1,1,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Armor,Metal_Boots_T5,F_Metal_Boots_T5,,,,0,0,,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,60,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,,,,,,,
HeavyChest_HeavyLegacyCrassusT5,@HeavyChest_HeavyDropT5_MasterName,Armor,@ui_itemtypedescription_heavy_chest_slot,@HeavyChest_HeavyDropT5_Description,,EquippableChest+Armor+Heavy,Apparel,ArmorHeavy,SlotChest,,1,,500,600,5,HeavyChest_Balanced,,,,,1,1,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Armor,Metal_SetB_Shirt_T5,F_Metal_SetB_Shirt_T5,,,,0,0,,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,150,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,,,,,,,
HeavyHands_HeavyLegacyCrassusT5,@HeavyHands_HeavyDropT5_MasterName,Armor,@ui_itemtypedescription_heavy_glove_slot,@HeavyHands_HeavyDropT5_Description,,EquippableHands+Armor+Heavy,Apparel,ArmorHeavy,SlotHands,,1,,500,600,5,HeavyHands_Balanced,,,,,1,1,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Armor,Metal_SetB_Gloves_T5,F_Metal_SetB_Gloves_T5,,,,0,0,,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,75,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,,,,,,,
HeavyLegs_HeavyLegacyCrassusT5,@HeavyLegs_HeavyDropT5_MasterName,Armor,@ui_itemtypedescription_heavy_legs_slot,@HeavyLegs_HeavyDropT5_Description,,EquippableLegs+Armor+Heavy,Apparel,ArmorHeavy,SlotLegs,,1,,500,600,5,HeavyLegs_Balanced,,,,,1,1,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Armor,Metal_SetB_Pants_T5,F_Metal_SetB_Pants_T5,,,,0,0,,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorMedium,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,100,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,,,,,,,
HeavyFeet_HeavyLegacyCrassusT5,@HeavyFeet_HeavyDropT5_MasterName,Armor,@ui_itemtypedescription_heavy_feet_slot,@HeavyFeet_HeavyDropT5_Description,,EquippableFeet+Armor+Heavy,Apparel,ArmorHeavy,SlotFeet,,1,,500,600,5,HeavyFeet_Balanced,,,,,1,1,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Armor,Metal_SetB_Boots_T5,F_Metal_SetB_Boots_T5,,,,0,0,,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,75,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,,,,,,,
HeavyHead_FurPlateLegacyCrassusT5,@HeavyHead_FurPlateDropT5_MasterName,Armor,@ui_itemtypedescription_heavy_head_slot,@HeavyHead_FurPlateDropT5_Description,,EquippableHead+Armor+Heavy,Apparel,ArmorHeavy,SlotHead,,1,,500,600,5,HeavyHead_Elemental,,,,,1,1,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Armor,Metal_SetC_Hat_T4,F_Metal_SetC_Hat_T4,,,,0,0,,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,80,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,,,,,,,
HeavyChest_FurPlateLegacyCrassusT5,@HeavyChest_FurPlateDropT5_MasterName,Armor,@ui_itemtypedescription_heavy_chest_slot,@HeavyChest_FurPlateDropT5_Description,,EquippableChest+Armor+Heavy,Apparel,ArmorHeavy,SlotChest,,1,,500,600,5,HeavyChest_Elemental,,,,,1,1,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Armor,Metal_SetC_Shirt_T4,F_Metal_SetC_Shirt_T4,,,,0,0,,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,120,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,,,,,,,
HeavyHands_FurPlateLegacyCrassusT5,@HeavyHands_FurPlateDropT5_MasterName,Armor,@ui_itemtypedescription_heavy_glove_slot,@HeavyHands_FurPlateDropT5_Description,,EquippableHands+Armor+Heavy,Apparel,ArmorHeavy,SlotHands,,1,,500,600,5,HeavyHands_Elemental,,,,,1,1,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,PerkID_Gem_EmptyGemSlot,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,PerkID_Gem_EmptyGemSlot,,,GlobalAttributeBucketT5,PerkBucket_GlobalPvEGuarantee,,PerkBucket_GlobalPvET5Chance4,PerkBucket_GlobalPvET5Chance5,,,,1,1,1,UI_Armor,Metal_SetC_Gloves_T4,F_Metal_SetC_Gloves_T4,,,,0,0,,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,60,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,,,,,,,
