ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,IconCaptureGroup,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup
Omega_LightFeet_Soldier_602_3,@Omega_LightFeet_MasterName,Armor,@ui_itemtypedescription_light_feet_slot,@Omega_LightFeet_Description,EquippableFeet+Armor+Light,,,,1,0,602,602,602,5,LightFeet_Balanced,,,,1,1,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_Greatsword_DrainAttack,,,,,,,,1,1,1,,UI_Armor,Cloth_Boots_T5,F_Cloth_Boots_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightHead_Ranger_602,@Omega_LightHead_MasterName,Armor,@ui_itemtypedescription_light_head_slot,@Omega_LightHead_Description,EquippableHead+Armor+Light,,,,1,0,602,602,602,5,LightHead_Balanced,,,,1,1,PerkID_Stat_ArmorRanger,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_Bow_PoisonShot,,,,,,,,1,1,1,,UI_Armor,Cloth_Hat_T5,F_Cloth_Hat_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightHead_Ranger_602_2,@Omega_LightHead_MasterName,Armor,@ui_itemtypedescription_light_head_slot,@Omega_LightHead_Description,EquippableHead+Armor+Light,,,,1,0,602,602,602,5,LightHead_Balanced,,,,1,1,PerkID_Stat_ArmorRanger,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_Spear_Javelin,,,,,,,,1,1,1,,UI_Armor,Cloth_Hat_T5,F_Cloth_Hat_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightHead_Ranger_602_3,@Omega_LightHead_MasterName,Armor,@ui_itemtypedescription_light_head_slot,@Omega_LightHead_Description,EquippableHead+Armor+Light,,,,1,0,602,602,602,5,LightHead_Balanced,,,,1,1,PerkID_Stat_ArmorRanger,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_Rapier_Riposte,,,,,,,,1,1,1,,UI_Armor,Cloth_Hat_T5,F_Cloth_Hat_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightChest_Ranger_602,@Omega_LightChest_MasterName,Armor,@ui_itemtypedescription_light_chest_slot,@Omega_LightChest_Description,EquippableChest+Armor+Light,,,,1,0,602,602,602,5,LightChest_Balanced,,,,1,1,PerkID_Stat_ArmorRanger,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_Bow_SplinterShot,,,,,,,,1,1,1,,UI_Armor,Cloth_Shirt_T5,F_Cloth_Shirt_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageLarge_ClothT5,SalvageLarge_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,30,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightChest_Ranger_602_2,@Omega_LightChest_MasterName,Armor,@ui_itemtypedescription_light_chest_slot,@Omega_LightChest_Description,EquippableChest+Armor+Light,,,,1,0,602,602,602,5,LightChest_Balanced,,,,1,1,PerkID_Stat_ArmorRanger,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_Musket_ShootersStance,,,,,,,,1,1,1,,UI_Armor,Cloth_Shirt_T5,F_Cloth_Shirt_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageLarge_ClothT5,SalvageLarge_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,30,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightHands_Ranger_602,@Omega_LightHands_MasterName,Armor,@ui_itemtypedescription_light_glove_slot,@Omega_LightHands_Description,EquippableHands+Armor+Light,,,,1,0,602,602,602,5,LightHands_Balanced,,,,1,1,PerkID_Stat_ArmorRanger,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_Rapier_Tondo,,,,,,,,1,1,1,,UI_Armor,Cloth_Gloves_T5,F_Cloth_Gloves_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightHands_Ranger_602_2,@Omega_LightHands_MasterName,Armor,@ui_itemtypedescription_light_glove_slot,@Omega_LightHands_Description,EquippableHands+Armor+Light,,,,1,0,602,602,602,5,LightHands_Balanced,,,,1,1,PerkID_Stat_ArmorRanger,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_Spear_Perforate,,,,,,,,1,1,1,,UI_Armor,Cloth_Gloves_T5,F_Cloth_Gloves_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightLegs_Ranger_602,@Omega_LightLegs_MasterName,Armor,@ui_itemtypedescription_light_legs_slot,@Omega_LightLegs_Description,EquippableLegs+Armor+Light,,,,1,0,602,602,602,5,LightLegs_Balanced,,,,1,1,PerkID_Stat_ArmorRanger,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_Rapier_Riposte,,,,,,,,1,1,1,,UI_Armor,Cloth_Pants_T5,F_Cloth_Pants_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageLarge_ClothT5,SalvageLarge_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightLegs_Ranger_602_2,@Omega_LightLegs_MasterName,Armor,@ui_itemtypedescription_light_legs_slot,@Omega_LightLegs_Description,EquippableLegs+Armor+Light,,,,1,0,602,602,602,5,LightLegs_Balanced,,,,1,1,PerkID_Stat_ArmorRanger,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_Bow_PoisonShot,,,,,,,,1,1,1,,UI_Armor,Cloth_Pants_T5,F_Cloth_Pants_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageLarge_ClothT5,SalvageLarge_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightFeet_Ranger_602,@Omega_LightFeet_MasterName,Armor,@ui_itemtypedescription_light_feet_slot,@Omega_LightFeet_Description,EquippableFeet+Armor+Light,,,,1,0,602,602,602,5,LightFeet_Balanced,,,,1,1,PerkID_Stat_ArmorRanger,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_Spear_Skewer,,,,,,,,1,1,1,,UI_Armor,Cloth_Boots_T5,F_Cloth_Boots_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightHead_Scholar_602,@Omega_LightHead_MasterName,Armor,@ui_itemtypedescription_light_head_slot,@Omega_LightHead_Description,EquippableHead+Armor+Light,,,,1,0,602,602,602,5,LightHead_Balanced,,,,1,1,PerkID_Stat_ArmorScholar,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_FireStaff_Fireball,,,,,,,,1,1,1,,UI_Armor,Cloth_Hat_T5,F_Cloth_Hat_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightHead_Scholar_602_2,@Omega_LightHead_MasterName,Armor,@ui_itemtypedescription_light_head_slot,@Omega_LightHead_Description,EquippableHead+Armor+Light,,,,1,0,602,602,602,5,LightHead_Balanced,,,,1,1,PerkID_Stat_ArmorScholar,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_IceGauntlet_DeadlyFrost,,,,,,,,1,1,1,,UI_Armor,Cloth_Hat_T5,F_Cloth_Hat_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightChest_Scholar_602,@Omega_LightChest_MasterName,Armor,@ui_itemtypedescription_light_chest_slot,@Omega_LightChest_Description,EquippableChest+Armor+Light,,,,1,0,602,602,602,5,LightChest_Balanced,,,,1,1,PerkID_Stat_ArmorScholar,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_VoidGauntlet_EssenceRupture_Empower,,,,,,,,1,1,1,,UI_Armor,Cloth_Shirt_T5,F_Cloth_Shirt_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageLarge_ClothT5,SalvageLarge_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,30,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightHands_Scholar_602,@Omega_LightHands_MasterName,Armor,@ui_itemtypedescription_light_glove_slot,@Omega_LightHands_Description,EquippableHands+Armor+Light,,,,1,0,602,602,602,5,LightHands_Balanced,,,,1,1,PerkID_Stat_ArmorScholar,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_FireStaff_Incinerate,,,,,,,,1,1,1,,UI_Armor,Cloth_Gloves_T5,F_Cloth_Gloves_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightHands_Scholar_602_2,@Omega_LightHands_MasterName,Armor,@ui_itemtypedescription_light_glove_slot,@Omega_LightHands_Description,EquippableHands+Armor+Light,,,,1,0,602,602,602,5,LightHands_Balanced,,,,1,1,PerkID_Stat_ArmorScholar,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_VoidGauntlet_VoidBlade_Lifesteal,,,,,,,,1,1,1,,UI_Armor,Cloth_Gloves_T5,F_Cloth_Gloves_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightLegs_Scholar_602,@Omega_LightLegs_MasterName,Armor,@ui_itemtypedescription_light_legs_slot,@Omega_LightLegs_Description,EquippableLegs+Armor+Light,,,,1,0,602,602,602,5,LightLegs_Balanced,,,,1,1,PerkID_Stat_ArmorScholar,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_IceGauntlet_PylonBurst,,,,,,,,1,1,1,,UI_Armor,Cloth_Pants_T5,F_Cloth_Pants_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageLarge_ClothT5,SalvageLarge_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightFeet_Scholar_602,@Omega_LightFeet_MasterName,Armor,@ui_itemtypedescription_light_feet_slot,@Omega_LightFeet_Description,EquippableFeet+Armor+Light,,,,1,0,602,602,602,5,LightFeet_Balanced,,,,1,1,PerkID_Stat_ArmorScholar,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_FireStaff_MeteorShower,,,,,,,,1,1,1,,UI_Armor,Cloth_Boots_T5,F_Cloth_Boots_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightHead_Sage_602,@Omega_LightHead_MasterName,Armor,@ui_itemtypedescription_light_head_slot,@Omega_LightHead_Description,EquippableHead+Armor+Light,,,,1,0,602,602,602,5,LightHead_Balanced,,,,1,1,PerkID_Stat_ArmorSage,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_LifeStaff_DivineEmbrance,,,,,,,,1,1,1,,UI_Armor,Cloth_Hat_T5,F_Cloth_Hat_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightChest_Sage_602,@Omega_LightChest_MasterName,Armor,@ui_itemtypedescription_light_chest_slot,@Omega_LightChest_Description,EquippableChest+Armor+Light,,,,1,0,602,602,602,5,LightChest_Balanced,,,,1,1,PerkID_Stat_ArmorSage,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_LifeStaff_DivineEmbrance,,,,,,,,1,1,1,,UI_Armor,Cloth_Shirt_T5,F_Cloth_Shirt_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageLarge_ClothT5,SalvageLarge_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,30,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightHands_Sage_602,@Omega_LightHands_MasterName,Armor,@ui_itemtypedescription_light_glove_slot,@Omega_LightHands_Description,EquippableHands+Armor+Light,,,,1,0,602,602,602,5,LightHands_Balanced,,,,1,1,PerkID_Stat_ArmorSage,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_LifeStaff_OrbOfProtection,,,,,,,,1,1,1,,UI_Armor,Cloth_Gloves_T5,F_Cloth_Gloves_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightLegs_Sage_602,@Omega_LightLegs_MasterName,Armor,@ui_itemtypedescription_light_legs_slot,@Omega_LightLegs_Description,EquippableLegs+Armor+Light,,,,1,0,602,602,602,5,LightLegs_Balanced,,,,1,1,PerkID_Stat_ArmorSage,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_LifeStaff_SacredGround,,,,,,,,1,1,1,,UI_Armor,Cloth_Pants_T5,F_Cloth_Pants_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageLarge_ClothT5,SalvageLarge_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightFeet_Sage_602,@Omega_LightFeet_MasterName,Armor,@ui_itemtypedescription_light_feet_slot,@Omega_LightFeet_Description,EquippableFeet+Armor+Light,,,,1,0,602,602,602,5,LightFeet_Balanced,,,,1,1,PerkID_Stat_ArmorSage,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Ability_LifeStaff_SacredGround,,,,,,,,1,1,1,,UI_Armor,Cloth_Boots_T5,F_Cloth_Boots_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightHead_Sentry_602,@Omega_LightHead_MasterName,Armor,@ui_itemtypedescription_light_head_slot,@Omega_LightHead_Description,EquippableHead+Armor+Light,,,,1,0,602,602,602,5,LightHead_Balanced,,,,1,1,PerkID_Stat_ArmorSentry,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Armor_DurCC,,,,,,,,1,1,1,,UI_Armor,Cloth_Hat_T5,F_Cloth_Hat_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightChest_Sentry_602,@Omega_LightChest_MasterName,Armor,@ui_itemtypedescription_light_chest_slot,@Omega_LightChest_Description,EquippableChest+Armor+Light,,,,1,0,602,602,602,5,LightChest_Balanced,,,,1,1,PerkID_Stat_ArmorSentry,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Armor_DurCC,,,,,,,,1,1,1,,UI_Armor,Cloth_Shirt_T5,F_Cloth_Shirt_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageLarge_ClothT5,SalvageLarge_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,30,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightHands_Sentry_602,@Omega_LightHands_MasterName,Armor,@ui_itemtypedescription_light_glove_slot,@Omega_LightHands_Description,EquippableHands+Armor+Light,,,,1,0,602,602,602,5,LightHands_Balanced,,,,1,1,PerkID_Stat_ArmorSentry,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Armor_DurCC,,,,,,,,1,1,1,,UI_Armor,Cloth_Gloves_T5,F_Cloth_Gloves_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightLegs_Sentry_602,@Omega_LightLegs_MasterName,Armor,@ui_itemtypedescription_light_legs_slot,@Omega_LightLegs_Description,EquippableLegs+Armor+Light,,,,1,0,602,602,602,5,LightLegs_Balanced,,,,1,1,PerkID_Stat_ArmorSentry,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Armor_DurCC,,,,,,,,1,1,1,,UI_Armor,Cloth_Pants_T5,F_Cloth_Pants_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageLarge_ClothT5,SalvageLarge_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_LightFeet_Sentry_602,@Omega_LightFeet_MasterName,Armor,@ui_itemtypedescription_light_feet_slot,@Omega_LightFeet_Description,EquippableFeet+Armor+Light,,,,1,0,602,602,602,5,LightFeet_Balanced,,,,1,1,PerkID_Stat_ArmorSentry,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_DefCritDmg,PerkID_Armor_DurCC,,,,,,,,1,1,1,,UI_Armor,Cloth_Boots_T5,F_Cloth_Boots_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,
Omega_Box_Weapons_605,@Omega_Box_Weapons_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Weapons_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT2.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT2.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaWeapons605,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Soldier_605,@Omega_Box_Armor_Soldier_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Soldier_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/SprigganRewardContainer1.png,lyshineui/images/icons/items_hires/SprigganRewardContainer1.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSoldier605,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Soldier_605_Heavy,@Omega_Box_Armor_Soldier_Heavy_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Soldier_Heavy_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestHeavy.png,lyshineui/images/icons/items_hires/Omega_ChestHeavy.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSoldier605Heavy,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Soldier_605_Medium,@Omega_Box_Armor_Soldier_Medium_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Soldier_Medium_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestMedium.png,lyshineui/images/icons/items_hires/Omega_ChestMedium.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSoldier605Medium,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Soldier_605_Light,@Omega_Box_Armor_Soldier_Light_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Soldier_Light_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestLight.png,lyshineui/images/icons/items_hires/Omega_ChestLight.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSoldier605Light,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
