ItemID,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,PerkSlot1,PerkSlot2,PerkSlot3,PerkSlot4,PerkSlot5,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,IsRequiredItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageLootTags,SalvageGuaranteedPerkCount,SalvageAchievement,SalvageEntitlementId,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId,ObtainableReleaseVersion,MountItemAppearance,ExclusivelyForWarCampTier
2hBlunderbuss_HeavensCrashT5,@2hBlunderbuss_HeavensCrashT5_MasterName,Weapon,@ui_itemtypedescription_blunderbuss,@2hBlunderbuss_HeavensCrashT5_Description,,Weapon+EquippableTwoHand+Blunderbuss+Ranged,,,,1,,,500,600,5,BlunderbussT5,,1,,,1,1,PerkID_Stat_TwoHandFighter,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_EmpowerOnCrit,PerkID_Common_CDRonDodge,PerkID_Weapon_ChainLightning_New,PerkID_Stat_TwoHandFighter,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_EmpowerOnCrit,PerkID_Common_CDRonDodge,PerkID_Weapon_ChainLightning_New,,,,,,,,1,1,1,UI_Weapon,,,2hBlunderbussElegantT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,134,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Blunderbuss,,,,,,,,,,
2hBlunderbuss_FuriousStampedeT5,@2hBlunderbuss_FuriousStampedeT5_MasterName,Weapon,@ui_itemtypedescription_blunderbuss,@2hBlunderbuss_FuriousStampedeT5_Description,,Weapon+EquippableTwoHand+Blunderbuss+Ranged,,,,1,,,500,600,5,BlunderbussT5,,1,,,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Gem_BrashGem4,PerkID_Weapon_ChainFire,PerkID_Weapon_EmpowerOnCrit,PerkID_Weapon_ThreatAdd,PerkID_Stat_TwoHandSoldier,PerkID_Gem_BrashGem4,PerkID_Weapon_ChainFire,PerkID_Weapon_EmpowerOnCrit,PerkID_Weapon_ThreatAdd,,,,,,,,1,1,1,UI_Weapon,,,2hBlunderbussVinespunT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,134,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Blunderbuss,,,,,,,,,,
2hBlunderbuss_SinnerSlayingGunT5,@2hBlunderbuss_SinnerSlayingGunT5_MasterName,Weapon,@ui_itemtypedescription_blunderbuss,@2hBlunderbuss_SinnerSlayingGunT5_Description,,Weapon+EquippableTwoHand+Blunderbuss+Ranged,Weapons,2Handed,Blunderbuss,,1,,500,600,5,BlunderbussT5,,1,,,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_DmgCrit,PerkID_Weapon_ChainVoid,PerkID_Weapon_Disease_OnLowHP_Crit,PerkID_Stat_TwoHandSoldier,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_DmgCrit,PerkID_Weapon_ChainVoid,PerkID_Weapon_Disease_OnLowHP_Crit,,,,,,,,1,1,1,UI_Weapon,,,2hBlunderbussImmolatedT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,134,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Blunderbuss,,,,,,,,,,
2hBlunderbuss_BlindRageT5,@2hBlunderbuss_BlindRageT5_MasterName,Weapon,@ui_itemtypedescription_blunderbuss,@2hBlunderbuss_BlindRageT5_Description,,Weapon+EquippableTwoHand+Blunderbuss+Ranged,Weapons,2Handed,Blunderbuss,,1,,500,600,5,BlunderbussT5,,1,,,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_DmgBasic,PerkID_Weapon_OnKillEmpower,PerkID_Weapon_CritChance,PerkID_Stat_TwoHandSoldier,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_DmgBasic,PerkID_Weapon_OnKillEmpower,PerkID_Weapon_CritChance,,,,,,,,1,1,1,UI_Weapon,,,2hBlunderbussEtherealT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,134,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Blunderbuss,,,,,,,,,,
2hBlunderbuss_ColossiCrumbler4000T5,@2hBlunderbuss_ColossiCrumbler4000T5_MasterName,Weapon,@ui_itemtypedescription_blunderbuss,@2hBlunderbuss_ColossiCrumbler4000T5_Description,,Weapon+EquippableTwoHand+Blunderbuss+Ranged,Weapons,2Handed,Blunderbuss,,1,,500,600,5,BlunderbussT5,,1,,,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_ChainLightning_New,PerkID_Weapon_DmgAncient,PerkID_Weapon_OnKillEmpower,PerkID_Stat_TwoHandSoldier,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_ChainLightning_New,PerkID_Weapon_DmgAncient,PerkID_Weapon_OnKillEmpower,,,,,,,,1,1,1,UI_Weapon,,,2hBlunderbussVoidbentT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,134,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Blunderbuss,,,,,,,,,,
2hBlunderbuss_SulfurousRoarT5,@2hBlunderbuss_SulfurousRoarT5_MasterName,Weapon,@ui_itemtypedescription_blunderbuss,@2hBlunderbuss_SulfurousRoarT5_Description,,Weapon+EquippableTwoHand+Blunderbuss+Ranged,Weapons,2Handed,Blunderbuss,,1,,500,600,5,BlunderbussT5,,1,,,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_DodgeSuccess_FireDMG,PerkID_Weapon_DmgBasic,PerkID_Weapon_OnKillEmpower,PerkID_Stat_TwoHandSoldier,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_DodgeSuccess_FireDMG,PerkID_Weapon_DmgBasic,PerkID_Weapon_OnKillEmpower,,,,,,,,1,1,1,UI_Weapon,,,2hBlunderbussImmolatedT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,134,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Blunderbuss,,,,,,,,,,
2hBlunderbuss_SymmetricalTalonT5,@2hBlunderbuss_SymmetricalTalonT5_MasterName,Weapon,@ui_itemtypedescription_blunderbuss,@2hBlunderbuss_SymmetricalTalonT5_Description,,Weapon+EquippableTwoHand+Blunderbuss+Ranged,Weapons,2Handed,Blunderbuss,,1,,500,600,5,BlunderbussT5,,1,,,1,1,PerkID_Stat_TwoHandSoldier,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_OnKillCDR,PerkID_Weapon_ChainFire,PerkID_Weapon_DmgBasic,PerkID_Stat_TwoHandSoldier,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_OnKillCDR,PerkID_Weapon_ChainFire,PerkID_Weapon_DmgBasic,,,,,,,,1,1,1,UI_Weapon,,,2hBlunderbussImmolatedT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,134,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Blunderbuss,,,,,,,,,,
2hBow_VenerableRecurveT2,@2hBow_VenerableRecurveT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_VenerableRecurveT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,275,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_DmgAngryEarth,,,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_DmgAngryEarth,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowLostT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,132,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_ImmoralEvermoreT2,@2hBow_ImmoralEvermoreT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_ImmoralEvermoreT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,,,,1,,305,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandDuelist,PerkID_Gem_OpportunistGem1,PerkID_Weapon_CDRBasic,,,PerkID_Stat_TwoHandDuelist,PerkID_Gem_OpportunistGem1,PerkID_Weapon_CDRBasic,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowLostT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,110,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_LightningStrikeT2,@2hBow_LightningStrikeT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_LightningStrikeT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,,,,1,,305,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandSentry,PerkID_Gem_LightningDMG1,,,,PerkID_Stat_TwoHandSentry,PerkID_Gem_LightningDMG1,,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowLostT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,139,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_TropicalStormT2,@2hBow_TropicalStormT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_TropicalStormT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,,,,1,,315,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_OnKillHeal,,,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_OnKillHeal,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowLostT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,146,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_AncientAvengerT2,@2hBow_AncientAvengerT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_AncientAvengerT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandSentry,,PerkID_Weapon_DmgAncient,,,PerkID_Stat_TwoHandSentry,,PerkID_Weapon_DmgAncient,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowAncientT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,131,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_CrystallineCompoundBowT2,@2hBow_CrystallineCompoundBowT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_CrystallineCompoundBowT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Common_CDRonHit,,,PerkID_Stat_TwoHandRanger,,PerkID_Common_CDRonHit,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowAngryEarthT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,141,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_DecorativeLongbowT2,@2hBow_DecorativeLongbowT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_DecorativeLongbowT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_BleedonCrit,,,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_BleedonCrit,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowAncientT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,143,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_EnchantedLongbowT2,@2hBow_EnchantedLongbowT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_EnchantedLongbowT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandRanger,PerkID_Gem_NatureDMG1,,,,PerkID_Stat_TwoHandRanger,PerkID_Gem_NatureDMG1,,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowAncientT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,138,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_FallenComradeT2,@2hBow_FallenComradeT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_FallenComradeT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_DmgCorrupted,,,PerkID_Stat_TwoHandRanger,,PerkID_Weapon_DmgCorrupted,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowLostT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,130,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_GutpiercerT2,@2hBow_GutpiercerT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_GutpiercerT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandSentry,,PerkID_Ability_Bow_SplinterShot,,,PerkID_Stat_TwoHandSentry,,PerkID_Ability_Bow_SplinterShot,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowCorruptedT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,142,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_IcethreadedLongbowT2,@2hBow_IcethreadedLongbowT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_IcethreadedLongbowT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandRanger,PerkID_Gem_ArcaneDMG1,,,,PerkID_Stat_TwoHandRanger,PerkID_Gem_ArcaneDMG1,,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowLostT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,135,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_MoonshotT2,@2hBow_MoonshotT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_MoonshotT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandCavalier,PerkID_Gem_VoidDMG1,,,,PerkID_Stat_TwoHandCavalier,PerkID_Gem_VoidDMG1,,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowAncientT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,137,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_NeedleThreaderT2,@2hBow_NeedleThreaderT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_NeedleThreaderT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandBrigand,,PerkID_Weapon_DmgBasic,,,PerkID_Stat_TwoHandBrigand,,PerkID_Weapon_DmgBasic,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowCorruptedT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,145,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_PhoenixFeatherRecurveT2,@2hBow_PhoenixFeatherRecurveT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_PhoenixFeatherRecurveT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandRanger,PerkID_Gem_FireDMG1,,,,PerkID_Stat_TwoHandRanger,PerkID_Gem_FireDMG1,,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowCorruptedT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,136,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_RegentsHuntingBowT2,@2hBow_RegentsHuntingBowT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_RegentsHuntingBowT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Common_Luck,,,PerkID_Stat_TwoHandRanger,,PerkID_Common_Luck,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowAncientT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,144,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_SteelAmalgamationT2,@2hBow_SteelAmalgamationT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_SteelAmalgamationT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandSentry,,PerkID_Weapon_OnKillCDR,,,PerkID_Stat_TwoHandSentry,,PerkID_Weapon_OnKillCDR,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowCorruptedT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,134,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_TrueSightT2,@2hBow_TrueSightT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_TrueSightT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandCavalier,,PerkID_Weapon_DmgLost,,,PerkID_Stat_TwoHandCavalier,,PerkID_Weapon_DmgLost,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowAncientT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,129,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_UnseenObserverT2,@2hBow_UnseenObserverT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_UnseenObserverT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandRanger,,PerkID_Ability_Bow_EvadeShot,,,PerkID_Stat_TwoHandRanger,,PerkID_Ability_Bow_EvadeShot,,,,,,,,,,1,1,1,UI_Weapon,,,2hBow_UnseenObserverT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,84,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
2hBow_VinewarpedLongbowT2,@2hBow_VinewarpedLongbowT2_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_VinewarpedLongbowT2_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,,200,300,2,BowT2,,1,,,1,1,PerkID_Stat_TwoHandCavalier,,PerkID_WeaponRng_Accuracy,,,PerkID_Stat_TwoHandCavalier,,PerkID_WeaponRng_Accuracy,,,,,,,,,,1,1,1,UI_Weapon,,,2hBowAngryEarthT2,2hBowT2,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,140,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,,,,
