ItemID,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,NoBindOnPickupChance,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,MaxCraftGS,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,PerkSlot1,PerkSlot2,PerkSlot3,PerkSlot4,PerkSlot5,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,OnEquipObjectiveId,ForceRarity,RequiredLevel,RequiredTradeskillRank,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,IsRequiredItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageLootTags,SalvageGuaranteedPerkCount,SalvageAchievement,SalvageEntitlementId,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId,ObtainableReleaseVersion,RetiredInReleaseVersion,MountItemAppearance,ExclusivelyForWarCampTier,RequiredExpansionId,NotDroppable,NotDroppableNotificationOverride,ScheduleId,FFAConvertedItemId
Ring_FirstLightSignetT3,@Ring_FirstLightSignetT3_MasterName,Armor,@ui_itemtypedescription_ringjewelry,@Ring_FirstLightSignetT3_Description,,EquippableRing+Jewelry,,,,1,,,320,310,320,,3,RingSTRFOCT3,,1,1,,1,0,PerkID_Stat_ArmorNomad,PerkID_Common_CDRonDodge,,,,PerkID_Stat_ArmorNomad,,PerkID_Common_CDRonDodge,,,,,,,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/RingSTRFOCT3.png,lyshineui/images/icons/items_hires/RingSTRFOCT3.png,,1,0,,,,,,,,,1,,1,1,SalvageSmall_MetalPreciousT4,SalvageSmall_MetalPreciousT3,,SalvageCoinGrantT3,,,,,,,,,,,,500,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
Ring_EverfallThumbRingT3,@Ring_EverfallThumbRingT3_MasterName,Armor,@ui_itemtypedescription_ringjewelry,@Ring_EverfallThumbRingT3_Description,,EquippableRing+Jewelry,,,,1,,,340,330,340,,3,RingSTRT3,,1,1,,1,0,PerkID_Stat_ArmorScholar,PerkID_Common_CDR,,,,PerkID_Stat_ArmorScholar,,PerkID_Common_CDR,,,,,,,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/RingSTRT3.png,lyshineui/images/icons/items_hires/RingSTRT3.png,,1,0,,,,,,,,,1,,1,1,SalvageSmall_MetalPreciousT4,SalvageSmall_MetalPreciousT3,,SalvageCoinGrantT3,,,,,,,,,,,,500,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
Ring_SoulwardensRingT3,@Ring_SoulwardensRingT3_MasterName,Armor,@ui_itemtypedescription_ringjewelry,@Ring_SoulwardensRingT3_Description,,EquippableRing+Jewelry+Named,,,,1,,,340,300,340,,3,RingINTT3,,1,1,,1,0,PerkID_Stat_ArmorSage,,,,,PerkID_Stat_ArmorSage,,,,,,,,,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/RingINTT3.png,lyshineui/images/icons/items_hires/RingINTT3.png,,1,0,,,,,,,,,1,,1,1,SalvageSmall_MetalPreciousT4,SalvageSmall_MetalPreciousT3,,SalvageCoinGrantT3,,,,,,,,,,,,500,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
Amulet_ShatterstarAmuletT3,@Amulet_ShatterstarAmuletT3_MasterName,Armor,@ui_itemtypedescription_amuletjewelry,@Amulet_ShatterstarAmuletT3_Description,,EquippableAmulet+Jewelry+Named,,,,1,,,395,380,395,,3,AmuletINTFOCT3,,1,1,,1,0,PerkID_Stat_ArmorBarbarian,PerkID_Amulet_HP,,PerkID_Amulet_DurHaste,,PerkID_Stat_ArmorBarbarian,,PerkID_Amulet_HP,PerkID_Amulet_DurHaste,,,,,,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/AmuletINTFOCT3.png,lyshineui/images/icons/items_hires/AmuletINTFOCT3.png,,1,0,,,,,,,,,1,,1,1,SalvageSmall_MetalPreciousT4,SalvageSmall_MetalPreciousT3,,SalvageCoinGrantT3,,,,,,,,,,,,500,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
Earring_SwashbucklersEarringT4,@Earring_SwashbucklersEarringT4_MasterName,Armor,@ui_itemtypedescription_earringjewelry,@Earring_SwashbucklersEarringT4_Description,,EquippableToken+Jewelry+Named,,,,1,,,415,400,500,,4,EarringSTRCONT4,,1,1,,1,0,PerkID_Stat_ArmorSentry,PerkID_Common_CDRonHit,,,,PerkID_Stat_ArmorSentry,,PerkID_Common_CDRonHit,,,,,,,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringSTRCONT4.png,lyshineui/images/icons/items_hires/EarringSTRCONT4.png,,1,0,,,,,,,,,1,,1,2,SalvageSmall_MetalPreciousT4,SalvageSmall_MetalPreciousT4,,SalvageCoinGrantT4,,,,,,,,,,,,625,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
Earring_WeaversHoopsT4,@Earring_WeaversHoopsT4_MasterName,Armor,@ui_itemtypedescription_earringjewelry,@Earring_WeaversHoopsT4_Description,,EquippableToken+Jewelry+Named,,,,1,,,415,400,500,,4,EarringINTCONT4,,1,1,,1,0,PerkID_Stat_ArmorBrigand,PerkID_Common_CDR,,,,PerkID_Stat_ArmorBrigand,,PerkID_Common_CDR,,,,,,,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringINTCONT4.png,lyshineui/images/icons/items_hires/EarringINTCONT4.png,,1,0,,,,,,,,,1,,1,2,SalvageSmall_MetalPreciousT4,SalvageSmall_MetalPreciousT4,,SalvageCoinGrantT4,,,,,,,,,,,,625,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
Earring_WarlordsRegretsT4,@Earring_WarlordsRegretsT4_MasterName,Armor,@ui_itemtypedescription_earringjewelry,@Earring_WarlordsRegretsT4_Description,,EquippableToken+Jewelry+Named,,,,1,,,440,400,500,,4,EarringFOCT4,,1,1,,1,0,PerkID_Stat_ArmorDuelist,PerkID_Common_CDR,,,,PerkID_Stat_ArmorDuelist,,PerkID_Common_CDR,,,,,,,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringFOCT4.png,lyshineui/images/icons/items_hires/EarringFOCT4.png,,1,0,,,,,,,,,1,,1,2,SalvageSmall_MetalPreciousT4,SalvageSmall_MetalPreciousT4,,SalvageCoinGrantT4,,,,,,,,,,,,625,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
Ring_BlessingoftheEarthT4,@Ring_BlessingoftheEarthT4_MasterName,Armor,@ui_itemtypedescription_ringjewelry,@Ring_BlessingoftheEarthT4_Description,,EquippableRing+Jewelry+Named,,,,1,,,495,400,500,,4,RingFOCCONT4,,1,1,,1,0,PerkID_Stat_ArmorRanger,PerkID_Common_CDR,,PerkID_Common_Luck,,PerkID_Stat_ArmorRanger,,PerkID_Common_CDR,PerkID_Common_Luck,,,,,,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/RingFOCCONT4.png,lyshineui/images/icons/items_hires/RingFOCCONT4.png,,1,0,,,,,,,,,1,,1,2,SalvageSmall_MetalPreciousT4,SalvageSmall_MetalPreciousT4,,SalvageCoinGrantT4,,,,,,,,,,,,625,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
Amulet_TempestsHeartT5,@Amulet_TempestsHeartT5_MasterName,Armor,@ui_itemtypedescription_amuletjewelry,@Amulet_TempestsHeartT5_Description,,EquippableAmulet+Jewelry+Named,,,,1,,,580,500,600,,5,AmuletFOCT5,,1,1,,1,0,PerkID_Stat_ArmorSage,PerkID_Amulet_HP,PerkID_Gem_SpectralWard4,PerkID_Common_CDR,PerkID_Amulet_ManaOnLow,PerkID_Stat_ArmorSage,PerkID_Gem_SpectralWard4,PerkID_Amulet_HP,PerkID_Common_CDR,PerkID_Amulet_ManaOnLow,,,,,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/AmuletDEXFOCT5.png,lyshineui/images/icons/items_hires/AmuletDEXFOCT5.png,,1,0,,,,,,,,,1,,1,4,SalvageSmall_MetalT5,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
Earring_AlazarsHookT5,@Earring_AlazarsHookT5_MasterName,Armor,@ui_itemtypedescription_earringjewelry,@Earring_AlazarsHookT5_Description,,EquippableToken+Jewelry+Named,,,,1,,,540,500,600,,5,EarringSTRT5,,1,1,,1,0,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,,PerkID_Common_Luck,,PerkID_Stat_ArmorSoldier,,PerkID_Common_CDR,PerkID_Common_Luck,,,,,,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringSTRT5.png,lyshineui/images/icons/items_hires/EarringSTRT5.png,,1,0,,,,,,,,,1,,1,4,SalvageSmall_MetalT5,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_Fleam,@MI_Fleam_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_Fleam_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_Fleam.png,lyshineui/images/icons/items_hires/MI_Fleam.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_JarofLeeches,@MI_JarofLeeches_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_JarofLeeches_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_JarofLeeches.png,lyshineui/images/icons/items_hires/MI_JarofLeeches.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_Pomander,@MI_Pomander_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_Pomander_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_Pomander.png,lyshineui/images/icons/items_hires/MI_Pomander.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_HagStones,@MI_HagStones_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_HagStones_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_HagStones.png,lyshineui/images/icons/items_hires/MI_HagStones.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_AncientCasket,@MI_AncientCasket_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_AncientCasket_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_AncientCasket.png,lyshineui/images/icons/items_hires/MI_AncientCasket.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_FaysCauldron,@MI_FaysCauldron_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_FaysCauldron_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_TornFabric.png,lyshineui/images/icons/items_hires/MI_TornFabric.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_RedsHerring,@MI_RedsHerring_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_RedsHerring_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_RedsHerring.png,lyshineui/images/icons/items_hires/MI_RedsHerring.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_Tarot,@MI_Tarot_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_Tarot_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_Tarot.png,lyshineui/images/icons/items_hires/MI_Tarot.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_CorruptedSeal,@MI_CorruptedSeal_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_CorruptedSeal_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_CorruptedSeal.png,lyshineui/images/icons/items_hires/MI_CorruptedSeal.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_Sundial,@MI_Sundial_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_Sundial_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_Sundial.png,lyshineui/images/icons/items_hires/MI_Sundial.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_GamblersDice,@MI_GamblersDice_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_GamblersDice_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_GamblersDice.png,lyshineui/images/icons/items_hires/MI_GamblersDice.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_NavigationCompass,@MI_NavigationCompass_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_NavigationCompass_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_NavigationCompass.png,lyshineui/images/icons/items_hires/MI_NavigationCompass.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_NavigationCompass_16,@MI_NavigationCompass_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_NavigationCompass_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_NavigationCompass.png,lyshineui/images/icons/items_hires/MI_NavigationCompass.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_NavigationCompass_8,@MI_NavigationCompass_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_NavigationCompass_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_NavigationCompass.png,lyshineui/images/icons/items_hires/MI_NavigationCompass.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_NavigationCompass_5,@MI_NavigationCompass_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_NavigationCompass_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_NavigationCompass.png,lyshineui/images/icons/items_hires/MI_NavigationCompass.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_NavigationCompass_6,@MI_NavigationCompass_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_NavigationCompass_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_NavigationCompass.png,lyshineui/images/icons/items_hires/MI_NavigationCompass.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_NavigationCompass_13,@MI_NavigationCompass_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_NavigationCompass_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_NavigationCompass.png,lyshineui/images/icons/items_hires/MI_NavigationCompass.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_NavigationCompass_15,@MI_NavigationCompass_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_NavigationCompass_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_NavigationCompass.png,lyshineui/images/icons/items_hires/MI_NavigationCompass.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_NavigationCompass_11,@MI_NavigationCompass_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_NavigationCompass_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_NavigationCompass.png,lyshineui/images/icons/items_hires/MI_NavigationCompass.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_NavigationCompass_9,@MI_NavigationCompass_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_NavigationCompass_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_NavigationCompass.png,lyshineui/images/icons/items_hires/MI_NavigationCompass.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_NavigationCompass_10,@MI_NavigationCompass_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_NavigationCompass_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_NavigationCompass.png,lyshineui/images/icons/items_hires/MI_NavigationCompass.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_NavigationCompass_12,@MI_NavigationCompass_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_NavigationCompass_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_NavigationCompass.png,lyshineui/images/icons/items_hires/MI_NavigationCompass.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_NavigationCompass_4,@MI_NavigationCompass_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_NavigationCompass_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_NavigationCompass.png,lyshineui/images/icons/items_hires/MI_NavigationCompass.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_NavigationCompass_2,@MI_NavigationCompass_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_NavigationCompass_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_NavigationCompass.png,lyshineui/images/icons/items_hires/MI_NavigationCompass.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_NavigationCompass_14,@MI_NavigationCompass_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_NavigationCompass_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_NavigationCompass.png,lyshineui/images/icons/items_hires/MI_NavigationCompass.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_IronCompass,@MI_IronCompass_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_IronCompass_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_IronCompass.png,lyshineui/images/icons/items_hires/MI_IronCompass.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
MI_ShotExtractor,@MI_ShotExtractor_Mastername,Resource,@ui_itemtypedescription_quest_item,@MI_ShotExtractor_Description,,Resource,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Quest,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MI_ShotExtractor.png,lyshineui/images/icons/items_hires/MI_ShotExtractor.png,,10000,0,1,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
