ItemID,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,NoBindOnPickupChance,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,MaxCraftGS,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,PerkSlot1,PerkSlot2,PerkSlot3,PerkSlot4,PerkSlot5,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,OnEquipObjectiveId,ForceRarity,RequiredLevel,RequiredTradeskillRank,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,IsRequiredItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageLootTags,SalvageGuaranteedPerkCount,SalvageAchievement,SalvageEntitlementId,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId,ObtainableReleaseVersion,RetiredInReleaseVersion,MountItemAppearance,ExclusivelyForWarCampTier,RequiredExpansionId,NotDroppable,NotDroppableNotificationOverride,ScheduleId,FFAConvertedItemId,RequiredWorldTags
Skin_Chest_LBScore_Forge,@Skin_Chest_LBScore_Forge_MasterName,Armor,,@Skin_Chest_LBScore_Forge_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardEmpyreanForgeScore_chest,f_LeaderboardEmpyreanForgeScore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank1_LBScore_Forge,@Skin_Chest_Rank1_LBScore_Forge_MasterName,Armor,,@Skin_Chest_Rank1_LBScore_Forge_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1EmpyreanForgeScore_chest,f_LeaderboardRank1EmpyreanForgeScore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_LB_Darkness,@Skin_Chest_LB_Darkness_MasterName,Armor,,@Skin_Chest_LB_Darkness_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Leaderboarddarknessbreach_chest,f_Leaderboarddarknessbreach_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_Darkness,@Skin_Chest_Rank1_LB_Darkness_MasterName,Armor,,@Skin_Chest_Rank1_LB_Darkness_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1darknessbreach_chest,f_LeaderboardRank1darknessbreach_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_LB_EternalPools,@Skin_Chest_LB_EternalPools_MasterName,Armor,,@Skin_Chest_LB_EternalPools_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Leaderboardeternalpools_chest,f_Leaderboardeternalpools_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_EternalPools,@Skin_Chest_Rank1_LB_EternalPools_MasterName,Armor,,@Skin_Chest_Rank1_LB_EternalPools_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1eternalpools_chest,f_LeaderboardRank1eternalpools_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_LB_MonoeciousCleft,@Skin_Chest_LB_MonoeciousCleft_MasterName,Armor,,@Skin_Chest_LB_MonoeciousCleft_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Leaderboardmonoeciouscleft_chest,f_Leaderboardmonoeciouscleft_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_MonoeciousCleft,@Skin_Chest_Rank1_LB_MonoeciousCleft_MasterName,Armor,,@Skin_Chest_Rank1_LB_MonoeciousCleft_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1monoeciouscleft_chest,f_LeaderboardRank1monoeciouscleft_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_LB_Sandworm,@Skin_Chest_LB_Sandworm_MasterName,Armor,,@Skin_Chest_LB_Sandworm_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardSandworm_chest,f_LeaderboardSandworm_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_Sandworm,@Skin_Chest_Rank1_LB_Sandworm_MasterName,Armor,,@Skin_Chest_Rank1_LB_Sandworm_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1Sandworm_chest,f_LeaderboardRank1Sandworm_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_LB_SirenQueen,@Skin_Chest_LB_SirenQueen_MasterName,Armor,,@Skin_Chest_LB_SirenQueen_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Leaderboardsirenqueen_chest,f_Leaderboardsirenqueen_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_SirenQueen,@Skin_Chest_Rank1_LB_SirenQueen_MasterName,Armor,,@Skin_Chest_Rank1_LB_SirenQueen_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1sirenqueen_chest,f_LeaderboardRank1sirenqueen_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_LB_Invasion,@Skin_Chest_LB_Invasion_MasterName,Armor,,@Skin_Chest_LB_Invasion_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Leaderboardinvasion_chest,f_Leaderboardinvasion_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_Invasion,@Skin_Chest_Rank1_LB_Invasion_MasterName,Armor,,@Skin_Chest_Rank1_LB_Invasion_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1invasion_chest,f_LeaderboardRank1invasion_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_LB_OpenWorld,@Skin_Chest_LB_OpenWorld_MasterName,Armor,,@Skin_Chest_LB_OpenWorld_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Leaderboardopenworld_chest,f_Leaderboardopenworld_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_OpenWorld,@Skin_Chest_Rank1_LB_OpenWorld_MasterName,Armor,,@Skin_Chest_Rank1_LB_OpenWorld_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1openworld_chest,f_LeaderboardRank1openworld_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_LB_Territory,@Skin_Chest_LB_Territory_MasterName,Armor,,@Skin_Chest_LB_Territory_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Leaderboardterritorycontrol_chest,f_Leaderboardterritorycontrol_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_Territory,@Skin_Chest_Rank1_LB_Territory_MasterName,Armor,,@Skin_Chest_Rank1_LB_Territory_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1territorycontrol_chest,f_LeaderboardRank1territorycontrol_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_LB_OPR,@Skin_Chest_LB_OPR_MasterName,Armor,,@Skin_Chest_LB_OPR_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Leaderboardoutpostrush_chest,f_Leaderboardoutpostrush_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_OPR,@Skin_Chest_Rank1_LB_OPR_MasterName,Armor,,@Skin_Chest_Rank1_LB_OPR_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1outpostrush_chest,f_LeaderboardRank1outpostrush_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_Leaderboard,@Skin_Chest_Leaderboard_MasterName,Armor,,@Skin_Chest_Leaderboard_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2_chest,f_LeaderboardRank2_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBClear_Barnacles,@Skin_Chest_LBClear_Barnacles_MasterName,Armor,,@Skin_Chest_LBClear_Barnacles_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2barnaclescleartime_chest,f_LeaderboardRank2barnaclescleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBScore_Barnacles,@Skin_Chest_LBScore_Barnacles_MasterName,Armor,,@Skin_Chest_LBScore_Barnacles_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2barnaclesscore_chest,f_LeaderboardRank2barnaclesscore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBClear_Brimstone,@Skin_Chest_LBClear_Brimstone_MasterName,Armor,,@Skin_Chest_LBClear_Brimstone_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2brimstonecleartime_chest,f_LeaderboardRank2brimstonecleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBScore_Brimstone,@Skin_Chest_LBScore_Brimstone_MasterName,Armor,,@Skin_Chest_LBScore_Brimstone_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2brimstonescore_chest,f_LeaderboardRank2brimstonescore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBClear_GardenGenesis,@Skin_Chest_LBClear_GardenGenesis_MasterName,Armor,,@Skin_Chest_LBClear_GardenGenesis_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2gardengenesiscleartime_chest,f_LeaderboardRank2gardengenesiscleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBScore_GardenGenesis,@Skin_Chest_LBScore_GardenGenesis_MasterName,Armor,,@Skin_Chest_LBScore_GardenGenesis_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2gardengenesisscore_chest,f_LeaderboardRank2gardengenesisscore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBClear_LazarusInstrumentality,@Skin_Chest_LBClear_LazarusInstrumentality_MasterName,Armor,,@Skin_Chest_LBClear_LazarusInstrumentality_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2lazarusinstrumentalitycleartime_chest,f_LeaderboardRank2lazarusinstrumentalitycleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBScore_LazarusInstrumentality,@Skin_Chest_LBScore_LazarusInstrumentality_MasterName,Armor,,@Skin_Chest_LBScore_LazarusInstrumentality_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2lazarusinstrumentalityscore_chest,f_LeaderboardRank2lazarusinstrumentalityscore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBClear_Shipyard,@Skin_Chest_LBClear_Shipyard_MasterName,Armor,,@Skin_Chest_LBClear_Shipyard_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2shipyardcleartime_chest,f_LeaderboardRank2shipyardcleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBScore_Shipyard,@Skin_Chest_LBScore_Shipyard_MasterName,Armor,,@Skin_Chest_LBScore_Shipyard_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2shipyardscore_chest,f_LeaderboardRank2shipyardscore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBClear_TempestHeart,@Skin_Chest_LBClear_TempestHeart_MasterName,Armor,,@Skin_Chest_LBClear_TempestHeart_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2tempestheartcleartime_chest,f_LeaderboardRank2tempestheartcleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBScore_TempestHeart,@Skin_Chest_LBScore_TempestHeart_MasterName,Armor,,@Skin_Chest_LBScore_TempestHeart_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2tempestheartscore_chest,f_LeaderboardRank2tempestheartscore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBClear_Starstone,@Skin_Chest_LBClear_Starstone_MasterName,Armor,,@Skin_Chest_LBClear_Starstone_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2AmrineStarStonecleartime_chest,f_LeaderboardRank2AmrineStarStonecleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBScore_Starstone,@Skin_Chest_LBScore_Starstone_MasterName,Armor,,@Skin_Chest_LBScore_Starstone_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2AmrineStarStonescore_chest,f_LeaderboardRank2AmrineStarStonescore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBClear_Depths,@Skin_Chest_LBClear_Depths_MasterName,Armor,,@Skin_Chest_LBClear_Depths_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2depthscleartime_chest,f_LeaderboardRank2depthscleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBScore_Depths,@Skin_Chest_LBScore_Depths_MasterName,Armor,,@Skin_Chest_LBScore_Depths_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2depthsscore_chest,f_LeaderboardRank2depthsscore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBClear_Forge,@Skin_Chest_LBClear_Forge_MasterName,Armor,,@Skin_Chest_LBClear_Forge_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2EmpyreanForgeClearTime_chest,f_LeaderboardRank2EmpyreanForgeClearTime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LBScore_Forge,@Skin_Chest_LBScore_Forge_MasterName,Armor,,@Skin_Chest_LBScore_Forge_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2EmpyreanForgeScore_chest,f_LeaderboardRank2EmpyreanForgeScore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LB_Darkness,@Skin_Chest_LB_Darkness_MasterName,Armor,,@Skin_Chest_LB_Darkness_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2darknessbreach_chest,f_LeaderboardRank2darknessbreach_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LB_EternalPools,@Skin_Chest_LB_EternalPools_MasterName,Armor,,@Skin_Chest_LB_EternalPools_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2eternalpools_chest,f_LeaderboardRank2eternalpools_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LB_MonoeciousCleft,@Skin_Chest_LB_MonoeciousCleft_MasterName,Armor,,@Skin_Chest_LB_MonoeciousCleft_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2monoeciouscleft_chest,f_LeaderboardRank2monoeciouscleft_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LB_Sandworm,@Skin_Chest_LB_Sandworm_MasterName,Armor,,@Skin_Chest_LB_Sandworm_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2Sandworm_chest,f_LeaderboardRank2Sandworm_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LB_SirenQueen,@Skin_Chest_LB_SirenQueen_MasterName,Armor,,@Skin_Chest_LB_SirenQueen_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2sirenqueen_chest,f_LeaderboardRank2sirenqueen_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LB_Invasion,@Skin_Chest_LB_Invasion_MasterName,Armor,,@Skin_Chest_LB_Invasion_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2invasion_chest,f_LeaderboardRank2invasion_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LB_OpenWorld,@Skin_Chest_LB_OpenWorld_MasterName,Armor,,@Skin_Chest_LB_OpenWorld_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2openworld_chest,f_LeaderboardRank2openworld_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LB_Territory,@Skin_Chest_LB_Territory_MasterName,Armor,,@Skin_Chest_LB_Territory_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2territorycontrol_chest,f_LeaderboardRank2territorycontrol_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank2_LB_OPR,@Skin_Chest_LB_OPR_MasterName,Armor,,@Skin_Chest_LB_OPR_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank2outpostrush_chest,f_LeaderboardRank2outpostrush_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_S3_Rank1_Leaderboard,@Skin_Chest_S3_Rank1_Leaderboard_MasterName,Armor,,@Skin_Chest_S3_Rank1_Leaderboard_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1Season3_chest,f_LeaderboardRank1Season3_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_S3_Rank1_LBClear_Barnacles,@Skin_Chest_S3_Rank1_LBClear_Barnacles_MasterName,Armor,,@Skin_Chest_S3_Rank1_LBClear_Barnacles_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1Season3barnaclescleartime_chest,f_LeaderboardRank1Season3barnaclescleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_S3_Rank1_LBScore_Barnacles,@Skin_Chest_S3_Rank1_LBScore_Barnacles_MasterName,Armor,,@Skin_Chest_S3_Rank1_LBScore_Barnacles_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1Season3barnaclesscore_chest,f_LeaderboardRank1Season3barnaclesscore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_S3_Rank1_LBClear_Brimstone,@Skin_Chest_S3_Rank1_LBClear_Brimstone_MasterName,Armor,,@Skin_Chest_S3_Rank1_LBClear_Brimstone_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1Season3brimstonecleartime_chest,f_LeaderboardRank1Season3brimstonecleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_S3_Rank1_LBScore_Brimstone,@Skin_Chest_S3_Rank1_LBScore_Brimstone_MasterName,Armor,,@Skin_Chest_S3_Rank1_LBScore_Brimstone_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1Season3brimstonescore_chest,f_LeaderboardRank1Season3brimstonescore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_S3_Rank1_LBClear_GardenGenesis,@Skin_Chest_S3_Rank1_LBClear_GardenGenesis_MasterName,Armor,,@Skin_Chest_S3_Rank1_LBClear_GardenGenesis_Description,,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1Season3gardengenesiscleartime_chest,f_LeaderboardRank1Season3gardengenesiscleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
