CutsceneCameraId,CameraState,CameraStateOrigin,CameraStateLookAt,EnterBlendTime,ExitBlendTime,ForceInstantExitTransition,HideUIOnTrigger,OriginEnterBlendTime,OriginExitBlendTime,NpcLookAtInfo,PlayerFadeRate,HidePlayerAvatar,HideNearbyPlayerAvatars,HideNearbyAIAvatars,ForceInstantLookAts,DepthOfFieldOverride,LookAtSmoothTimeOverride,DummyPresetPos,DummyPresetRot,DummyIsArmed,DummyLookAtInfo,BlockPlayerInput,CancelInventory,InterruptInCombat,InterruptOnMovement,CanSkip,PlayFadeEffect,BannerTitleLabelText,BannerTitleText,BannerDescriptionText
NSR_MNP_CUP_2SHT_OTS_Primary_solo,NPC_FOV16_CamState,s 0 1.5 1.6,s 0.05 0.1 1.61,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"1.5,0.8,1.5,0.8,15",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSL_MQN_MED_SNGL,NPC_FOV25_CamState,-0.1 2.0 1.48,-0.1 0 1.45,0,0,false,false,0,0,c -.2 0 0,-1,true,true,true,true,"2,0.8,0,0,10",,,,,,true,,,,,false,,,
NSR_MQN_MED_SNGL,NPC_FOV25_CamState,0.1 2.0 1.48,0.1 0 1.45,0,0,false,false,0,0,c .2 0 0,-1,true,true,true,true,"2,0.8,0,0,10",,,,,,true,,,,,false,,,
NSL_MQN_MCU_SNGL_OFFSET,NPC_FOV20_CamState,-0.1 1.9 1.62,-0.075 -2 1.5,0,0,false,false,0,0,c -.3 0 0,-1,true,true,true,true,"1.9,0.8,0,0,10",,,,,,true,,,,,false,,,
NSR_MQN_MCU_SNGL_OFFSET,NPC_FOV20_CamState,0.1 1.9 1.62,0.075 -2 1.5,0,0,false,false,0,0,c .3 0 0,-1,true,true,true,true,"1.9,0.8,0,0,10",,,,,,true,,,,,false,,,
NSL_MQN_CUP_SNGL,NPC_FOV15_CamState,-0.1 2.05 1.64,-0.13 -2 1.6,0,0,false,false,0,0,c -.1 0 -.2,-1,true,true,true,true,"2.05,0.8,0,0,10",,,,,,true,,,,,false,,,
NSR_MQN_CUP_SNGL,NPC_FOV15_CamState,0.1 2.05 1.64,-0.13 -2 1.6,0,0,false,false,0,0,c .1 0 -.2,-1,true,true,true,true,"2.05,0.8,0,0,10",,,,,,true,,,,,false,,,
NSL_SQN_MED_SNGL_C,NPC_FOV30_CamState,-0.1 2.1 1.48,-0.07 0 1.37,0,0,false,false,0,0,c -.05 0 0,-1,true,true,true,true,"2.1,0.8,0,0,12",,,,,,true,,,,,false,,,
NSR_SQN_MED_SNGL_C,NPC_FOV30_CamState,0.1 2.1 1.48,0.02 0 1.37,0,0,false,false,0,0,c .05 0 0,-1,true,true,true,true,"2.1,0.8,0,0,12",,,,,,true,,,,,false,,,
NSR_SQN_WID_SNGL_C,NPC_FOV45_CamState,0.1 2 1.4,0 0 1.23,0,0,false,false,0,0,c .05 0 0,-1,true,true,true,true,"2,0.8,0,0,10",,,,,,true,,,,,false,,,
NSL_SQN_MED_SNGL_OFFSET,NPC_FOV30_CamState,-0.1 2.1 1.48,-0.2 0 1.37,0,0,false,false,0,0,c -.05 0 0,-1,true,true,true,true,"2.1,0.8,0,0,12",,,,,,true,,,,,false,,,
NSR_SQN_MED_SNGL_OFFSET,NPC_FOV30_CamState,0.1 2.1 1.48,0.2 0 1.37,0,0,false,false,0,0,c .05 0 0,-1,true,true,true,true,"2.1,0.8,0,0,12",,,,,,true,,,,,false,,,
NSL_NPC_EWD_SNGL,NPC_FOV45_CamState,0.3 2.2 1.3,-0.15 0 1.08,0,0,false,false,0,0,c -.1 0 0,-1,true,true,true,true,"2.2,0.3,0,0,25",,,,,,true,,,,,false,,,
NSR_NPC_EWD_SNGL,NPC_FOV45_CamState,0.3 2.2 1.3,0.2 0 1.08,0,0,false,false,0,0,c .1 0 0,-1,true,true,true,true,"2.2,0.3,0,0,25",,,,,,true,,,,,false,,,
NSL_3XL_EWD_SNGL,NPC_FOV80_CamState,0.2 2.7 1.5,-0.13 -0.2 1.78,0,0,false,false,0,0,c -.5 0 0,-1,true,true,true,true,"2.6,0.5,0,0,18",,,,,,true,,,,,false,,,
NSR_3XL_EWD_SNGL,NPC_FOV80_CamState,-0.2 2.4 1.5,0.13 -0.2 1.8,0,0,false,false,0,0,c .5 0 0,-1,true,true,true,true,"2.4,0.5,0,0,18",,,,,,true,,,,,false,,,
NSR_3XL_EWD_SNGL_Taurus_HG,NPC_FOV50old_CamState,0 0.5 2,0.13 -0.2 4.2,0,0,false,false,0,0,c .5 0 0,-1,true,true,true,true,,,,,,,true,,,,,false,,,
NSL_2XL_EWD_SNGL,NPC_FOV65_CamState,0.07 1.0 0.3,-0.05 -0.2 0.66,0,0,false,false,0,0,c -.1 0 0,-1,true,true,true,true,"1,0.4,0,0,60",,,,,,true,,,,,false,,,
NSR_2XL_EWD_SNGL,NPC_FOV65_CamState,-0.05 1.1 0.4,0.05 -0.2 0.7,0,0,false,false,0,0,c .1 0 0,-1,true,true,true,true,"1,0.4,0,0,60",,,,,,true,,,,,false,,,
NSL_1.3_WID_SNGL,NPC_FOV25_CamState,-0.1 2.3 1.1,-0.12 -0.2 1.39,0,0,false,false,0,0,c -.7 0 -.2,-1,true,true,true,true,"2.3,0.5,0,0,15",,,,,,true,,,,,false,,,
NSR_1.3_WID_SNGL,NPC_FOV25_CamState,0.1 2.3 1.1,0.12 -0.2 1.38,0,0,false,false,0,0,c .1 0 -.2,-1,true,true,true,true,"2.3,0.5,0,0,15",,,,,,true,,,,,false,,,
NSR_BBD_MED_OTSP,NPC_FOV65_CamState,0.1 -2.6 1.2,-0.05 -0.2 1.65,0,0,false,false,0,0,c 0 0 0,-1,false,true,true,true,"2.6,0.3,0,0,30",,,,,,true,,,,,false,,,
NSR_BBD_WID_OTSP,NPC_FOV65_CamState,-0.08 -2.55 1.7,-0.1 -0.2 1.67,0,0,false,false,0,0,c 0 0 0,-1,false,true,true,true,"2.55,0.3,0,0,30",,,,,,true,,,,,false,,,
NSL_FAC_MED_SNGL_LA,NPC_FOV50_CamState,0.5 2.3 0.5,-0.45 0 0.92,0,0,false,false,0,0,c -.5 0 0,-1,true,true,true,true,"2.3,0.5,0,0,80",,,,,,true,,,,,false,,,
NSR_FAC_MED_SNGL_LA,NPC_FOV50_CamState,-0.1 2.45 0.7,0.2 0 0.92,0,0,false,false,0,0,c .5 0 0,-1,true,true,true,true,"2.45,0.5,0,0,80",,,,,,true,,,,,false,,,
NSL_FAC_MED_SNGL,NPC_FOV25_CamState,-1.2 -2.4 1,-0.3 0 0.8,0,0,false,false,0,0,c .1 0 0,-1,true,true,true,true,"2.4,0.6,0,0,15",,,,,,true,,,,,false,,,
NSR_FAC_MED_SNGL,NPC_FOV25_CamState,-1.3 -2.4 1,-0.6 0 0.8,0,0,false,false,0,0,c -.1 0 0,-1,true,true,true,true,"2.4,0.6,0,0,15",,,,,,true,,,,,false,,,
NSR_MNP_FAC_MED_OTS,NPC_FOV25_CamState,.5 -2.4 1.5,-.4 0 1.4,0,0,false,false,0,0,p 0 0 1.5,-1,true,true,true,true,"2.4,0.6,0,0,15",,s -.5 -1 0,s 0 0 0,false,s 0 0 1.57,true,,,,,false,,,
NSR_MNP_FAC_MED_OTS_LA,NPC_FOV25_CamState,0 -2.4 1,-.2 0 1.4,0,0,false,false,0,0,p 0 0 1.5,-1,true,true,true,true,"2.4,0.6,0,0,15",,s -.5 -1.2 -.5,s 0 0 0,false,s 0 0 1.5,true,,,,,false,,,
NSR_FAC_MED_SNGL_LOW,NPC_FOV25_CamState,0.1 1.9 0.76,0.2 0 0.77,0,0,false,false,0,0,c -.1 0 0,-1,true,true,true,true,"1.9,0.6,0,0,5.5",,,,,,true,,,,,false,,,
NSR_BKW_MED_SNGL,NPC_FOV30_CamState,-1.1 -2.12 1.3,-.25 0 1.28,0,0,false,false,0,0,c -.1 0 0,-1,true,true,true,true,"2.1,0.6,0,0,10",,,,,,true,,,,,false,,,
NSR_BKW_MCU_SNGL,NPC_FOV18_CamState,-0.6 -2.2 1.5,-0.1 0 1.5,0,0,false,false,0,0,c -.1 0 0,-1,true,true,true,true,"2.2,0.8,0,0,10",,,,,,true,,,,,false,,,
NSR_STP_MED_SNGL_HA,NPC_FOV30_CamState,-1.2 -2.2 1,-0.3 0 0.625,0,0,false,false,0,0,c -2 0 0,-1,true,true,true,true,"2.2,0.45,0,0,12",,,,,,true,,,,,false,,,
NSR_STP_MED_SNGL_HA_B,NPC_FOV30_CamState,0.5 2.4 1.25,0.22 0 1.25,0,0,false,false,0,0,c 1 0 0,-1,true,true,true,true,"2.4,0.4,0,0,25",,,,,,true,,,,,false,,,
NSR_CAG_WID_SNGL_LA,NPC_FOV40_CamState,-0.4 2.3 0.2,0.15 -0.2 1.32,0,0,false,false,0,0,c 0 0 0,-1,true,true,true,true,"2.3,0.8,0,0,35",,,,,,true,,,,,false,,,
NSL_SIT_WID_SNGL_HA,NPC_FOV30_CamState,-1.2 2.0 1.8,-0.1 0 0.94,0,0,false,false,0,0,c 0 0 0,-1,true,true,true,true,"2,0.6,0,0,12",,,,,,true,,,,,false,,,
NSL_SIT_CUP_SNGL_HA,NPC_FOV13_CamState,-1.2 2 1.8,-0.04 0 1.24,0,0,false,false,0,0,c 0 0 0,-1,true,true,true,true,"2,0.8,0,0,10",,,,,,true,,,,,false,,,
NSR_SIT_WID_SNGL_HA_settlement,NPC_FOV13old_CamState,-1.3 -.6 1.2,-.8 0 0.6,0,0,false,false,0,0,c -.1 0 0,-1,true,true,true,true,,,,,,,true,,,,,false,,,
NSR_LAY_WID_SNGL_HA,NPC_FOV30_CamState,-1.2 2.0 1.8,0.05 0 0.14,0,0,false,false,0,0,c 0 0 2,-1,true,true,true,true,"2,0.6,0,0,5",,,,,,true,,,,,false,,,
NSL_FWD_WID_SNGL,NPC_FOV30_CamState,0 2.25 1.45,-0.1 -0.2 1.33,0,0,false,false,0,0,c -.9 0 -.9,-1,true,true,true,true,"2.25,0.6,0,0,12",,,,,,true,,,,,false,,,
NSR_FWD_WID_SNGL,NPC_FOV30_CamState,0 2.25 1.45,0.1 -0.2 1.33,0,0,false,false,0,0,c -.5 0 -.9,-1,true,true,true,true,"2.25,0.6,0,0,12",,,,,,true,,,,,false,,,
NSR_BAR_MED_SNGL,NPC_FOV30_CamState,0 2.1 1.6,0.08 0 1.36,0,0,false,false,0,0,c 0.4 0 0,-1,true,true,true,true,"2.15,0.6,0,0,10",,,,,,true,,,,,false,,,
NSL_INN_MED_SNGL,NPC_FOV30_CamState,0 2.3 1.6,-0.15 0 1.31,0,0,false,false,0,0,c -0.3 0 0,-1,true,true,true,true,"2.3,0.8,0,0,7",,,,,,true,,,,,false,,,
NSR_INN_MED_SNGL,NPC_FOV30_CamState,0 2.3 1.6,0.05 0 1.31,0,0,false,false,0,0,c 0.5 0 0,-1,true,true,true,true,"2.3,0.8,0,0,7",,,,,,true,,,,,false,,,
NSL_OBS_MED_SNGL,NPC_FOV30_CamState,0 2.4 1.6,-0.13 0 1.29,0,0,false,false,0,0,c -0.3 0 0,-1,true,true,true,true,"2.4,1.2,0,0,14",,,,,,true,,,,,false,,,
NSR_OBS_MED_SNGL,NPC_FOV30_CamState,0 2.4 1.6,0.05 0 1.29,0,0,false,false,0,0,c 0.2 0 0,-1,true,true,true,true,"2.4,1.2,0,0,14",,,,,,true,,,,,false,,,
NSL_ANI_EWD_SNGL,NPC_FOV45_CamState,-3.9 2.5 3.8,-1 0 1.3,0,0,false,false,0,0,c -0.3 0 0,-1,true,true,true,true,"2.5,0.5,0,0,8",,,,,,true,,,,,false,,,
NSR_ANI_EWD_SNGL,NPC_FOV45_CamState,-3.8 2.5 3.8,0.35 0 0.8,0,0,false,false,0,0,c 0.3 0 0,-1,true,true,true,true,"2.5,0.5,0,0,8",,,,,,true,,,,,false,,,
NSL_TBL_EWD_SNGL,NPC_FOV15old_CamState,-3.9 2.5 3,-1 0 1.2,0,0,false,false,0,0,c -0.3 0 0,-1,true,true,true,true,"2.5,0.5,0,0,8",,,,,,true,,,,,false,,,
NSR_TBL_EWD_SNGL,NPC_FOV15old_CamState,-3.8 2.5 3.2,0.35 0 0.8,0,0,false,false,0,0,c .3 0 0,-1,true,true,true,true,"2.5,0.5,0,0,8",,,,,,true,,,,,false,,,
NSL_NOT_WID_SNGL,NPC_FOV50_CamState,0.2 -0.7 2.2,0.2 0 0,0,0,false,false,0,0,,-1,true,true,true,true,"0.7,0,0,0,10",,,,,,true,,,,,false,,,
NSR_NOT_WID_SNGL,NPC_FOV50_CamState,-0.2 -0.7 2.2,-0.2 0 0,0,0,false,false,0,0,,-1,true,true,true,true,"0.7,0,0,0,10",,,,,,true,,,,,false,,,
NSR_FISH_WID_2SHT_OTS,NPC_FOV15_CamState,-4 -1 1.65,-1.2 0 1.43,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,,,s -2.8 -.2 -.05,s 0 0 300,false,s 0 0 1.57,true,,,,,false,,,
