ConversionID,ItemID,EntitlementId,AchievementId,Perk1,Perk2,Perk3,Perk4,Bought,Sold,ItemQty,DisplayOrder,CategoricalProgressionId,RankCheckCategoricalProgressionId,RequiredCategoricalProgressionRank,BuyCategoricalProgressionCost,BuyCurrencyCost,BuyProgression2Id,BuyProgression2Cost,BuyProgression3Id,BuyProgression3Cost,BuyCurrencyItemName,BuyCurrencyItemCost,BuyCooldownSeconds,SellCategoricalProgressionCost,SellCurrencyCost,SellAzothCost,InContracts
M_MediumChest_MarauderRank4_v2,MediumChest_MarauderRank4_v2,,,,,,,1,0,1,30,MarauderTokens,Marauder,3,12000,12000,,,,,,,,0,0,,false
M_MediumHands_MarauderRank4_v2,MediumHands_MarauderRank4_v2,,,,,,,1,0,1,31,MarauderTokens,Marauder,3,6000,4000,,,,,,,,0,0,,false
M_MediumLegs_MarauderRank4_v2,MediumLegs_MarauderRank4_v2,,,,,,,1,0,1,32,MarauderTokens,Marauder,3,10000,8000,,,,,,,,0,0,,false
M_MediumFeet_MarauderRank4_v2,MediumFeet_MarauderRank4_v2,,,,,,,1,0,1,33,MarauderTokens,Marauder,3,4000,4000,,,,,,,,0,0,,false
M_HoldingRuneT5,HoldingRuneT5,,,,,,,1,0,1,34,MarauderTokens,Marauder,3,7000,150000,,,,,,,,0,0,,false
M_BannerFragmentT1,BannerFragmentT1,,,,,,,1,0,1,35,MarauderTokens,Marauder,3,5000,100000,,,,,,,,0,0,,false
M_1hLongsword_MarauderRank5_v2,1hLongsword_MarauderRank5_v2,,,,,,,1,0,1,1,MarauderTokens,Marauder,4,20000,32000,,,,,,,,0,0,,false
M_2hWarhammer_MarauderRank5_v2,2hWarhammer_MarauderRank5_v2,,,,,,,1,0,1,2,MarauderTokens,Marauder,4,25000,48000,,,,,,,,0,0,,false
M_2hGreatSword_MarauderRank5_v2,2hGreatSword_MarauderRank5_v2,,,,,,,1,0,1,3,MarauderTokens,Marauder,4,25000,48000,,,,,,,,0,0,,false
M_2hBlunderbuss_MarauderRank5_v2,2hBlunderbuss_MarauderRank5_v2,,,,,,,1,0,1,4,MarauderTokens,Marauder,4,25000,48000,,,,,,,,0,0,,false
M_2hMusket_MarauderRank5_v2,2hMusket_MarauderRank5_v2,,,,,,,1,0,1,5,MarauderTokens,Marauder,4,25000,48000,,,,,,,,0,0,,false
M_2hBow_MarauderRank5_v2,2hBow_MarauderRank5_v2,,,,,,,1,0,1,6,MarauderTokens,Marauder,4,25000,48000,,,,,,,,0,0,,false
M_1hThrowingAxe_MarauderRank5_v2,1hThrowingAxe_MarauderRank5_v2,,,,,,,1,0,1,7,MarauderTokens,Marauder,4,25000,48000,,,,,,,,0,0,,false
M_2hFireStaff_MarauderRank5_v2,2hFireStaff_MarauderRank5_v2,,,,,,,1,0,1,8,MarauderTokens,Marauder,4,25000,48000,,,,,,,,0,0,,false
M_2hLifeStaff_MarauderRank5_v2,2hLifeStaff_MarauderRank5_v2,,,,,,,1,0,1,9,MarauderTokens,Marauder,4,25000,48000,,,,,,,,0,0,,false
M_1hRShield_MarauderRank5_v2,1hRShield_MarauderRank5_v2,,,,,,,1,0,1,10,MarauderTokens,Marauder,4,5000,16000,,,,,,,,0,0,,false
M_1hKShield_MarauderRank5_v2,1hKShield_MarauderRank5_v2,,,,,,,1,0,1,11,MarauderTokens,Marauder,4,5000,16000,,,,,,,,0,0,,false
M_1hTShield_MarauderRank5_v2,1hTShield_MarauderRank5_v2,,,,,,,1,0,1,12,MarauderTokens,Marauder,4,5000,16000,,,,,,,,0,0,,false
M_2hSpear_MarauderRank5_v2,2hSpear_MarauderRank5_v2,,,,,,,1,0,1,13,MarauderTokens,Marauder,4,25000,48000,,,,,,,,0,0,,false
M_2hGreataxe_MarauderRank5_v2,2hGreataxe_MarauderRank5_v2,,,,,,,1,0,1,14,MarauderTokens,Marauder,4,25000,48000,,,,,,,,0,0,,false
M_1hRapier_MarauderRank5_v2,1hRapier_MarauderRank5_v2,,,,,,,1,0,1,15,MarauderTokens,Marauder,4,25000,48000,,,,,,,,0,0,,false
M_1hGauntletIce_MarauderRank5_v2,1hGauntletIce_MarauderRank5_v2,,,,,,,1,0,1,16,MarauderTokens,Marauder,4,25000,48000,,,,,,,,0,0,,false
M_1hGauntletVoid_MarauderRank5_v2,1hGauntletVoid_MarauderRank5_v2,,,,,,,1,0,1,17,MarauderTokens,Marauder,4,25000,48000,,,,,,,,0,0,,false
M_1hFlail_MarauderRank5_v2,1hFlail_MarauderRank5_v2,,,,,,,1,0,1,18,MarauderTokens,Marauder,4,20000,32000,,,,,,,,0,0,,false
M_HeavyHead_MarauderRank5_v2,HeavyHead_MarauderRank5_v2,,,,,,,1,0,1,19,MarauderTokens,Marauder,4,10000,8000,,,,,,,,0,0,,false
M_HeavyChest_MarauderRank5_v2,HeavyChest_MarauderRank5_v2,,,,,,,1,0,1,20,MarauderTokens,Marauder,4,15000,24000,,,,,,,,0,0,,false
M_HeavyHands_MarauderRank5_v2,HeavyHands_MarauderRank5_v2,,,,,,,1,0,1,21,MarauderTokens,Marauder,4,7500,8000,,,,,,,,0,0,,false
M_HeavyLegs_MarauderRank5_v2,HeavyLegs_MarauderRank5_v2,,,,,,,1,0,1,22,MarauderTokens,Marauder,4,12500,16000,,,,,,,,0,0,,false
M_HeavyFeet_MarauderRank5_v2,HeavyFeet_MarauderRank5_v2,,,,,,,1,0,1,23,MarauderTokens,Marauder,4,6000,8000,,,,,,,,0,0,,false
M_LightHead_MarauderRank5_v2,LightHead_MarauderRank5_v2,,,,,,,1,0,1,24,MarauderTokens,Marauder,4,10000,8000,,,,,,,,0,0,,false
M_LightChest_MarauderRank5_v2,LightChest_MarauderRank5_v2,,,,,,,1,0,1,25,MarauderTokens,Marauder,4,15000,24000,,,,,,,,0,0,,false
M_LightHands_MarauderRank5_v2,LightHands_MarauderRank5_v2,,,,,,,1,0,1,26,MarauderTokens,Marauder,4,7500,8000,,,,,,,,0,0,,false
M_LightLegs_MarauderRank5_v2,LightLegs_MarauderRank5_v2,,,,,,,1,0,1,27,MarauderTokens,Marauder,4,12500,16000,,,,,,,,0,0,,false
M_LightFeet_MarauderRank5_v2,LightFeet_MarauderRank5_v2,,,,,,,1,0,1,28,MarauderTokens,Marauder,4,6000,8000,,,,,,,,0,0,,false
M_MediumHead_MarauderRank5_v2,MediumHead_MarauderRank5_v2,,,,,,,1,0,1,29,MarauderTokens,Marauder,4,10000,8000,,,,,,,,0,0,,false
M_MediumChest_MarauderRank5_v2,MediumChest_MarauderRank5_v2,,,,,,,1,0,1,30,MarauderTokens,Marauder,4,15000,24000,,,,,,,,0,0,,false
M_MediumHands_MarauderRank5_v2,MediumHands_MarauderRank5_v2,,,,,,,1,0,1,31,MarauderTokens,Marauder,4,7500,8000,,,,,,,,0,0,,false
M_MediumLegs_MarauderRank5_v2,MediumLegs_MarauderRank5_v2,,,,,,,1,0,1,32,MarauderTokens,Marauder,4,12500,16000,,,,,,,,0,0,,false
M_MediumFeet_MarauderRank5_v2,MediumFeet_MarauderRank5_v2,,,,,,,1,0,1,33,MarauderTokens,Marauder,4,6000,8000,,,,,,,,0,0,,false
M_GypsumOrb1,GypsumOrb,,,,,,,1,0,1,34,MarauderTokens,Marauder,4,7000,0,,,,,,,82800,0,0,,false
M_GypsumOrb2,GypsumOrb,,,,,,,1,0,1,35,MarauderTokens,Marauder,4,7000,0,,,,,,,82800,0,0,,false
M_WritofAdventure,WritofAdventure,,,,,,,1,0,1,36,MarauderTokens,Marauder,4,20000,100000,,,,,,,82800,0,0,,false
M_ShardOfPrideT1,ShardOfPrideT1,,,,,,,1,0,1,37,MarauderTokens,Marauder,4,25000,1500000,,,,,,,82800,0,0,,false
M_Skin_Head_MarauderLegatusT5_Box,Skin_Head_MarauderLegatusT5_Box,,,,,,,1,0,1,38,MarauderTokens,Marauder,4,50000,750000,,,,,,,,0,0,,false
M_Skin_Chest_MarauderLegatusT5_Box,Skin_Chest_MarauderLegatusT5_Box,,,,,,,1,0,1,39,MarauderTokens,Marauder,4,50000,750000,,,,,,,,0,0,,false
M_Skin_Hands_MarauderLegatusT5_Box,Skin_Hands_MarauderLegatusT5_Box,,,,,,,1,0,1,40,MarauderTokens,Marauder,4,50000,500000,,,,,,,,0,0,,false
M_Skin_Legs_MarauderLegatusT5_Box,Skin_Legs_MarauderLegatusT5_Box,,,,,,,1,0,1,41,MarauderTokens,Marauder,4,50000,500000,,,,,,,,0,0,,false
M_Skin_Feet_MarauderLegatusT5_Box,Skin_Feet_MarauderLegatusT5_Box,,,,,,,1,0,1,42,MarauderTokens,Marauder,4,50000,500000,,,,,,,,0,0,,false
M_UberTrophy_Combat_Component,UberTrophy_Combat_Component,,,,,,,1,0,1,43,MarauderTokens,Marauder,4,100000,4500000,,,,,,,,0,0,,false
M_UberTrophy_Crafting_Component,UberTrophy_Crafting_Component,,,,,,,1,0,1,44,MarauderTokens,Marauder,4,100000,4500000,,,,,,,,0,0,,false
M_UberTrophy_Gathering_Component,UberTrophy_Gathering_Component,,,,,,,1,0,1,45,MarauderTokens,Marauder,4,100000,4500000,,,,,,,,0,0,,false
M_GrandMastery_LoggingXP,GrandMastery_LoggingXP,,,,,,,1,0,1,46,MarauderTokens,Marauder,4,8000,30000,,,,,,,86400,0,0,,false
M_GrandMastery_HarvestingXP,GrandMastery_HarvestingXP,,,,,,,1,0,1,47,MarauderTokens,Marauder,4,8000,30000,,,,,,,86400,0,0,,false
M_GrandMastery_MiningXP,GrandMastery_MiningXP,,,,,,,1,0,1,48,MarauderTokens,Marauder,4,8000,30000,,,,,,,86400,0,0,,false
M_GrandMastery_SkinningXP,GrandMastery_SkinningXP,,,,,,,1,0,1,49,MarauderTokens,Marauder,4,8000,30000,,,,,,,86400,0,0,,false
M_GrandMastery_FishingXP,GrandMastery_FishingXP,,,,,,,1,0,1,50,MarauderTokens,Marauder,4,8000,30000,,,,,,,86400,0,0,,false
M_1hLongsword_MarauderRank6_2,1hLongsword_MarauderRank6_2,,,,,,,1,0,1,34,MarauderTokens,Marauder,5,30000,192000,,,,,,,,0,0,,false
M_2hGreataxe_MarauderRank6_2,2hGreataxe_MarauderRank6_2,,,,,,,1,0,1,35,MarauderTokens,Marauder,5,37500,192000,,,,,,,,0,0,,false
M_2hMusket_MarauderRank6_2,2hMusket_MarauderRank6_2,,,,,,,1,0,1,36,MarauderTokens,Marauder,5,37500,192000,,,,,,,,0,0,,false
M_2hBow_MarauderRank6_2,2hBow_MarauderRank6_2,,,,,,,1,0,1,37,MarauderTokens,Marauder,5,37500,192000,,,,,,,,0,0,,false
M_1hThrowingAxe_MarauderRank6_2,1hThrowingAxe_MarauderRank6_2,,,,,,,1,0,1,38,MarauderTokens,Marauder,5,37500,192000,,,,,,,,0,0,,false
M_2hFireStaff_MarauderRank6_2,2hFireStaff_MarauderRank6_2,,,,,,,1,0,1,39,MarauderTokens,Marauder,5,37500,192000,,,,,,,,0,0,,false
M_2hLifeStaff_MarauderRank6_2,2hLifeStaff_MarauderRank6_2,,,,,,,1,0,1,40,MarauderTokens,Marauder,5,37500,192000,,,,,,,,0,0,,false
M_2hWarhammer_MarauderRank6_2,2hWarhammer_MarauderRank6_2,,,,,,,1,0,1,41,MarauderTokens,Marauder,5,37500,192000,,,,,,,,0,0,,false
M_1hRapier_MarauderRank6_2,1hRapier_MarauderRank6_2,,,,,,,1,0,1,42,MarauderTokens,Marauder,5,37500,192000,,,,,,,,0,0,,false
M_2hSpear_MarauderRank6_2,2hSpear_MarauderRank6_2,,,,,,,1,0,1,43,MarauderTokens,Marauder,5,37500,192000,,,,,,,,0,0,,false
M_1hRShield_MarauderRank6_2,1hRShield_MarauderRank6_2,,,,,,,1,0,1,44,MarauderTokens,Marauder,5,37500,64000,,,,,,,,0,0,,false
M_1hKShield_MarauderRank6_2,1hKShield_MarauderRank6_2,,,,,,,1,0,1,45,MarauderTokens,Marauder,5,37500,64000,,,,,,,,0,0,,false
M_1hTShield_MarauderRank6_2,1hTShield_MarauderRank6_2,,,,,,,1,0,1,46,MarauderTokens,Marauder,5,37500,64000,,,,,,,,0,0,,false
M_1hGauntletIce_MarauderRank6_2,1hGauntletIce_MarauderRank6_2,,,,,,,1,0,1,47,MarauderTokens,Marauder,5,37500,192000,,,,,,,,0,0,,false
M_1hGauntletVoid_MarauderRank6_2,1hGauntletVoid_MarauderRank6_2,,,,,,,1,0,1,48,MarauderTokens,Marauder,5,37500,192000,,,,,,,,0,0,,false
M_2hBlunderbuss_MarauderRank6_2,2hBlunderbuss_MarauderRank6_2,,,,,,,1,0,1,49,MarauderTokens,Marauder,5,37500,192000,,,,,,,,0,0,,false
M_1hFlail_MarauderRank6_2,1hFlail_MarauderRank6_2,,,,,,,1,0,1,50,MarauderTokens,Marauder,5,37500,192000,,,,,,,,0,0,,false
M_2hGreatSword_MarauderRank6_2,2hGreatSword_MarauderRank6_2,,,,,,,1,0,1,51,MarauderTokens,Marauder,5,37500,128000,,,,,,,,0,0,,false
M_HeavyHead_MarauderRank6_2,HeavyHead_MarauderRank6_2,,,,,,,1,0,1,52,MarauderTokens,Marauder,5,15500,64000,,,,,,,,0,0,,false
M_HeavyChest_MarauderRank6_2,HeavyChest_MarauderRank6_2,,,,,,,1,0,1,53,MarauderTokens,Marauder,5,23450,192000,,,,,,,,0,0,,false
M_HeavyHands_MarauderRank6_2,HeavyHands_MarauderRank6_2,,,,,,,1,0,1,54,MarauderTokens,Marauder,5,11500,64000,,,,,,,,0,0,,false
M_HeavyLegs_MarauderRank6_2,HeavyLegs_MarauderRank6_2,,,,,,,1,0,1,55,MarauderTokens,Marauder,5,19500,128000,,,,,,,,0,0,,false
M_HeavyFeet_MarauderRank6_2,HeavyFeet_MarauderRank6_2,,,,,,,1,0,1,56,MarauderTokens,Marauder,5,7800,64000,,,,,,,,0,0,,false
M_LightHead_MarauderRank6_2,LightHead_MarauderRank6_2,,,,,,,1,0,1,57,MarauderTokens,Marauder,5,15500,64000,,,,,,,,0,0,,false
M_LightChest_MarauderRank6_2,LightChest_MarauderRank6_2,,,,,,,1,0,1,58,MarauderTokens,Marauder,5,23450,192000,,,,,,,,0,0,,false
M_LightHands_MarauderRank6_2,LightHands_MarauderRank6_2,,,,,,,1,0,1,59,MarauderTokens,Marauder,5,11500,64000,,,,,,,,0,0,,false
M_LightLegs_MarauderRank6_2,LightLegs_MarauderRank6_2,,,,,,,1,0,1,60,MarauderTokens,Marauder,5,19500,128000,,,,,,,,0,0,,false
M_LightFeet_MarauderRank6_2,LightFeet_MarauderRank6_2,,,,,,,1,0,1,61,MarauderTokens,Marauder,5,7800,64000,,,,,,,,0,0,,false
M_MediumHead_MarauderRank6_2,MediumHead_MarauderRank6_2,,,,,,,1,0,1,62,MarauderTokens,Marauder,5,15500,64000,,,,,,,,0,0,,false
M_MediumChest_MarauderRank6_2,MediumChest_MarauderRank6_2,,,,,,,1,0,1,63,MarauderTokens,Marauder,5,23450,192000,,,,,,,,0,0,,false
M_MediumHands_MarauderRank6_2,MediumHands_MarauderRank6_2,,,,,,,1,0,1,64,MarauderTokens,Marauder,5,11500,64000,,,,,,,,0,0,,false
M_MediumLegs_MarauderRank6_2,MediumLegs_MarauderRank6_2,,,,,,,1,0,1,65,MarauderTokens,Marauder,5,19500,128000,,,,,,,,0,0,,false
M_MediumFeet_MarauderRank6_2,MediumFeet_MarauderRank6_2,,,,,,,1,0,1,66,MarauderTokens,Marauder,5,7800,64000,,,,,,,,0,0,,false
M_ClothingHands_BlacksmithT52,ClothingHands_BlacksmithT52,,,,,,,1,0,1,67,MarauderTokens,Marauder,5,85000,500000,,,,,,,,0,0,,false
M_Mentor_LoggingXP,Mentor_LoggingXP,,,,,,,1,0,1,68,MarauderTokens,Marauder,5,10000,200000,,,,,,,82800,0,0,,false
M_Mentor_HarvestingXP,Mentor_HarvestingXP,,,,,,,1,0,1,69,MarauderTokens,Marauder,5,10000,200000,,,,,,,82800,0,0,,false
M_Mentor_MiningXP,Mentor_MiningXP,,,,,,,1,0,1,70,MarauderTokens,Marauder,5,10000,200000,,,,,,,82800,0,0,,false
M_Mentor_SkinningXP,Mentor_SkinningXP,,,,,,,1,0,1,71,MarauderTokens,Marauder,5,10000,200000,,,,,,,82800,0,0,,false
M_Mentor_FishingXP,Mentor_FishingXP,,,,,,,1,0,1,72,MarauderTokens,Marauder,5,10000,200000,,,,,,,82800,0,0,,false
M_HoldingRuneT6,HoldingRuneT6,,,,,,,1,0,1,73,MarauderTokens,Marauder,5,30000,1000000,,,,,,,,0,0,,false
M_ChromaticSeal,ChromaticSeal,,,,,,,1,0,1,74,MarauderTokens,Marauder,5,20000,500000,,,,,,,86400,0,0,,false
M_AzothInductor,AzothInductor,,,,,,,1,0,1,75,MarauderTokens,Marauder,5,75000,192000,,,,,,,604800,0,0,,false
M_MountAttachment1,MountAttachmentItem_Shield12,,,,,,,1,0,1,76,MarauderTokens,Marauder,5,45000,250000,,,,,,,,0,0,,false
M_MountAttachment2,MountAttachmentItem_Shield10,,,,,,,1,0,1,77,MarauderTokens,Marauder,5,45000,250000,,,,,,,,0,0,,false
M_MountAttachment3,MountAttachmentItem_Shield13,,,,,,,1,0,1,78,MarauderTokens,Marauder,5,45000,250000,,,,,,,,0,0,,false
M_MountAttachment4,MountAttachmentItem_Shield32,,,,,,,1,0,1,79,MarauderTokens,Marauder,5,55000,500000,,,,,,,,0,0,,false
M_MountAttachment5,MountAttachmentItem_Shield35,,,,,,,1,0,1,80,MarauderTokens,Marauder,5,55000,500000,,,,,,,,0,0,,false
M_MountAttachmentItem_Marauder_Flag,MountAttachmentItem_Marauder_Flag,,,,,,,1,0,1,81,MarauderTokens,Marauder,5,65000,1000000,,,,,,,,0,0,,false
M_GypsumOrb3,GypsumOrb,,,,,,,1,0,1,82,MarauderTokens,Marauder,5,10000,0,,,,,,,82800,0,0,,false
M_GypsumOrb4,GypsumOrb,,,,,,,1,0,1,83,MarauderTokens,Marauder,5,10000,0,,,,,,,82800,0,0,,false
M_GypsumOrb5,GypsumOrb,,,,,,,1,0,1,84,MarauderTokens,Marauder,5,10000,0,,,,,,,82800,0,0,,false
M_Aptitude_Crate_Skinning,rewardpostcapskinningt3_b,,,,,,,1,0,1,85,MarauderTokens,Marauder,5,50000,500000,,,,,,,82800,0,0,,false
M_Aptitude_Crate_Harvesting,rewardpostcapharvestingt3_b,,,,,,,1,0,1,86,MarauderTokens,Marauder,5,50000,500000,,,,,,,82800,0,0,,false
M_Aptitude_Crate_Logging,rewardpostcaploggingt3_b,,,,,,,1,0,1,87,MarauderTokens,Marauder,5,50000,500000,,,,,,,82800,0,0,,false
M_Aptitude_Crate_Mining,rewardpostcapminingt3_b,,,,,,,1,0,1,88,MarauderTokens,Marauder,5,50000,500000,,,,,,,82800,0,0,,false
M_Aptitude_Crate_Fishing,rewardpostcapfishingt3_b,,,,,,,1,0,1,89,MarauderTokens,Marauder,5,50000,500000,,,,,,,82800,0,0,,false
M_hercyneraidinductor,hercyneraidinductor,,,,,,,1,0,1,95,MarauderTokens,Marauder,5,250000,2500000,,,,,,,604800,0,0,,false
C_1hLongsword_CovenantRank1_v2,1hLongsword_CovenantRank1_v2,,,,,,,1,0,1,1,CovenantTokens,Covenant,0,400,2000,,,,,,,,0,0,,false
C_2hWarhammer_CovenantRank1_v2,2hWarhammer_CovenantRank1_v2,,,,,,,1,0,1,2,CovenantTokens,Covenant,0,625,3000,,,,,,,,0,0,,false
C_2hMusket_CovenantRank1_v2,2hMusket_CovenantRank1_v2,,,,,,,1,0,1,3,CovenantTokens,Covenant,0,625,3000,,,,,,,,0,0,,false
C_2hBow_CovenantRank1_v2,2hBow_CovenantRank1_v2,,,,,,,1,0,1,4,CovenantTokens,Covenant,0,625,3000,,,,,,,,0,0,,false
C_1hThrowingAxe_CovenantRank1_v2,1hThrowingAxe_CovenantRank1_v2,,,,,,,1,0,1,5,CovenantTokens,Covenant,0,625,3000,,,,,,,,0,0,,false
C_2hFireStaff_CovenantRank1_v2,2hFireStaff_CovenantRank1_v2,,,,,,,1,0,1,6,CovenantTokens,Covenant,0,625,3000,,,,,,,,0,0,,false
C_2hLifeStaff_CovenantRank1_v2,2hLifeStaff_CovenantRank1_v2,,,,,,,1,0,1,7,CovenantTokens,Covenant,0,625,3000,,,,,,,,0,0,,false
C_1hRShield_CovenantRank1_v2,1hRShield_CovenantRank1_v2,,,,,,,1,0,1,8,CovenantTokens,Covenant,0,200,1000,,,,,,,,0,0,,false
C_2hSpear_CovenantRank1_v2,2hSpear_CovenantRank1_v2,,,,,,,1,0,1,9,CovenantTokens,Covenant,0,625,3000,,,,,,,,0,0,,false
C_2hGreataxe_CovenantRank1_v2,2hGreataxe_CovenantRank1_v2,,,,,,,1,0,1,10,CovenantTokens,Covenant,0,625,3000,,,,,,,,0,0,,false
C_1hRapier_CovenantRank1_v2,1hRapier_CovenantRank1_v2,,,,,,,1,0,1,11,CovenantTokens,Covenant,0,625,3000,,,,,,,,0,0,,false
C_1hGauntletIce_CovenantRank1_v2,1hGauntletIce_CovenantRank1_v2,,,,,,,1,0,1,12,CovenantTokens,Covenant,0,625,3000,,,,,,,,0,0,,false
C_1hGauntletVoid_CovenantRank1_v2,1hGauntletVoid_CovenantRank1_v2,,,,,,,1,0,1,13,CovenantTokens,Covenant,0,625,3000,,,,,,,,0,0,,false
C_2hBlunderbuss_CovenantRank1_v2,2hBlunderbuss_CovenantRank1_v2,,,,,,,1,0,1,14,CovenantTokens,Covenant,0,625,3000,,,,,,,,0,0,,false
C_2hGreatSword_CovenantRank1_v2,2hGreatSword_CovenantRank1_v2,,,,,,,1,0,1,15,CovenantTokens,Covenant,0,625,3000,,,,,,,,0,0,,false
C_1hFlail_CovenantRank1_v2,1hFlail_CovenantRank1_v2,,,,,,,1,0,1,16,CovenantTokens,Covenant,0,400,2000,,,,,,,,0,0,,false
C_HeavyHead_CovenantRank1_v2,HeavyHead_CovenantRank1_v2,,,,,,,1,0,1,17,CovenantTokens,Covenant,0,250,500,,,,,,,,0,0,,false
C_HeavyChest_CovenantRank1_v2,HeavyChest_CovenantRank1_v2,,,,,,,1,0,1,18,CovenantTokens,Covenant,0,375,1500,,,,,,,,0,0,,false
C_HeavyHands_CovenantRank1_v2,HeavyHands_CovenantRank1_v2,,,,,,,1,0,1,19,CovenantTokens,Covenant,0,200,500,,,,,,,,0,0,,false
C_HeavyLegs_CovenantRank1_v2,HeavyLegs_CovenantRank1_v2,,,,,,,1,0,1,20,CovenantTokens,Covenant,0,300,1000,,,,,,,,0,0,,false
C_HeavyFeet_CovenantRank1_v2,HeavyFeet_CovenantRank1_v2,,,,,,,1,0,1,21,CovenantTokens,Covenant,0,125,500,,,,,,,,0,0,,false
C_LightHead_CovenantRank1_v2,LightHead_CovenantRank1_v2,,,,,,,1,0,1,22,CovenantTokens,Covenant,0,250,500,,,,,,,,0,0,,false
C_LightChest_CovenantRank1_v2,LightChest_CovenantRank1_v2,,,,,,,1,0,1,23,CovenantTokens,Covenant,0,375,1500,,,,,,,,0,0,,false
C_LightHands_CovenantRank1_v2,LightHands_CovenantRank1_v2,,,,,,,1,0,1,24,CovenantTokens,Covenant,0,200,500,,,,,,,,0,0,,false
C_LightLegs_CovenantRank1_v2,LightLegs_CovenantRank1_v2,,,,,,,1,0,1,25,CovenantTokens,Covenant,0,300,1000,,,,,,,,0,0,,false
C_LightFeet_CovenantRank1_v2,LightFeet_CovenantRank1_v2,,,,,,,1,0,1,26,CovenantTokens,Covenant,0,125,500,,,,,,,,0,0,,false
C_MediumHead_CovenantRank1_v2,MediumHead_CovenantRank1_v2,,,,,,,1,0,1,27,CovenantTokens,Covenant,0,250,500,,,,,,,,0,0,,false
C_MediumChest_CovenantRank1_v2,MediumChest_CovenantRank1_v2,,,,,,,1,0,1,28,CovenantTokens,Covenant,0,375,1500,,,,,,,,0,0,,false
C_MediumHands_CovenantRank1_v2,MediumHands_CovenantRank1_v2,,,,,,,1,0,1,29,CovenantTokens,Covenant,0,200,500,,,,,,,,0,0,,false
C_MediumLegs_CovenantRank1_v2,MediumLegs_CovenantRank1_v2,,,,,,,1,0,1,30,CovenantTokens,Covenant,0,300,1000,,,,,,,,0,0,,false
C_MediumFeet_CovenantRank1_v2,MediumFeet_CovenantRank1_v2,,,,,,,1,0,1,31,CovenantTokens,Covenant,0,125,500,,,,,,,,0,0,,false
C_ShotT2,ShotT2,,,,,,,1,0,1,32,CovenantTokens,Covenant,0,5,50,,,,,,,,0,0,,false
C_ArrowT2,ArrowT2,,,,,,,1,0,1,33,CovenantTokens,Covenant,0,5,50,,,,,,,,0,0,,false
C_HoldingRuneT2,HoldingRuneT2,,,,,,,1,0,1,34,CovenantTokens,Covenant,0,1000,25000,,,,,,,,0,0,,false
C_CovenantSeal_Soldier,CovenantSeal_Soldier,,,,,,,1,0,1,35,CovenantTokens,Covenant,0,10,0,,,,,,,,0,0,,false
C_CovenantSeal_Ranger,CovenantSeal_Ranger,,,,,,,1,0,1,36,CovenantTokens,Covenant,0,10,0,,,,,,,,0,0,,false
C_CovenantSeal_Scholar,CovenantSeal_Scholar,,,,,,,1,0,1,37,CovenantTokens,Covenant,0,10,0,,,,,,,,0,0,,false
C_CovenantSeal_Sage,CovenantSeal_Sage,,,,,,,1,0,1,38,CovenantTokens,Covenant,0,10,0,,,,,,,,0,0,,false
C_CovenantSeal_Sentry,CovenantSeal_Sentry,,,,,,,1,0,1,39,CovenantTokens,Covenant,0,25,0,,,,,,,,0,0,,false
C_Covenant_1hSkinningKnifeT3,Covenant_1hSkinningKnifeT3,,,,,,,1,0,1,40,CovenantTokens,Covenant,0,1250,2500,,,,,,,,0,0,,false
C_Covenant_1hSickleT3,Covenant_1hSickleT3,,,,,,,1,0,1,41,CovenantTokens,Covenant,0,1250,2500,,,,,,,,0,0,,false
C_Covenant_2hAxeT3,Covenant_2hAxeT3,,,,,,,1,0,1,42,CovenantTokens,Covenant,0,1250,2500,,,,,,,,0,0,,false
C_Covenant_2hPickT3,Covenant_2hPickT3,,,,,,,1,0,1,43,CovenantTokens,Covenant,0,1250,2500,,,,,,,,0,0,,false
C_Covenant_2hFishingPoleT3,Covenant_2hFishingPoleT3,,,,,,,1,0,1,44,CovenantTokens,Covenant,0,1250,2500,,,,,,,,0,0,,false
C_MinorMastery_LoggingXP,MinorMastery_LoggingXP,,,,,,,1,0,1,45,CovenantTokens,Covenant,0,1000,150,,,,,,,86400,0,0,,false
C_MinorMastery_HarvestingXP,MinorMastery_HarvestingXP,,,,,,,1,0,1,46,CovenantTokens,Covenant,0,1000,150,,,,,,,86400,0,0,,false
C_MinorMastery_MiningXP,MinorMastery_MiningXP,,,,,,,1,0,1,47,CovenantTokens,Covenant,0,1000,150,,,,,,,86400,0,0,,false
C_MinorMastery_SkinningXP,MinorMastery_SkinningXP,,,,,,,1,0,1,48,CovenantTokens,Covenant,0,1000,150,,,,,,,86400,0,0,,false
C_MinorMastery_FishingXP,MinorMastery_FishingXP,,,,,,,1,0,1,49,CovenantTokens,Covenant,0,1000,150,,,,,,,86400,0,0,,false
C_1hLongsword_CovenantRank2_v2,1hLongsword_CovenantRank2_v2,,,,,,,1,0,1,1,CovenantTokens,Covenant,1,1000,4000,,,,,,,,0,0,,false
C_2hWarhammer_CovenantRank2_v2,2hWarhammer_CovenantRank2_v2,,,,,,,1,0,1,2,CovenantTokens,Covenant,1,1250,6000,,,,,,,,0,0,,false
C_2hMusket_CovenantRank2_v2,2hMusket_CovenantRank2_v2,,,,,,,1,0,1,3,CovenantTokens,Covenant,1,1250,6000,,,,,,,,0,0,,false
