BlueprintID,Name,DisplayClass,AttachmentCategories,UseReducedBuildModeUI,IsDeployable,IsSiegeWeapon,TradeskillLevel,WarPoints,HP,FuelCost,FuelResource,ResourceCost,DeteriorationTick,DeteriorationPercent,AlwaysDeteriorate,StructureHeightTag,StructureSize,CreationGameEventID,ContributionGameEventID,CompletionNotificationId,BuildingTime,StructureCost_Ingredient1,StructureCost_Ingredient2,StructureCost_Ingredient3,StructureCost_Ingredient4,StructureCost_Qty1,StructureCost_Qty2,StructureCost_Qty3,StructureCost_Qty4,DEFStandard,DEFSiege,DEFStrike,DEFSlash,DEFThrust,DEFMagic,DEFFire,DEFLightning,DEFCorruption,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSMagic,ABSFire,ABSLightning,ABSCorruption,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAMagic,BLAFire,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNMagic,WKNFire,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGMagic,DMGFire,DMGLightning,DMGCorruption,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,DisableMantle,DisableStepUp,DisableVaulting,PrivilegeID,PlacementGroundCastFilter
EngineeringT4,@EngineeringT4_MasterName,,,0,0,0,3,10,270000,202500,,0,86400,0.21,false,Low,Large,BuildingFinish4,BuidingContribute4,,19,TimberT4,BlockT4,,,367,550,5,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EngineeringT5,@EngineeringT5_MasterName,,,0,0,0,4,10,350000,262500,,0,86400,0.21,false,Low,Large,BuildingFinish5,BuidingContribute5,,25,TimberT5,BlockT5,,,500,750,10,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TradingPostT2,@TradingPostT2_MasterName,,,0,0,0,1,10,2500,1875,,0,86400,0.21,false,Mid,Medium,BuildingFinish2,BuidingContribute2,,15,TimberT2,BlockT2,,,54,80,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MasonryT1,@MasonryT1_MasterName,,,0,0,0,0,10,5000,3750,,0,86400,0.21,false,Low,Small,BuildingFinish1,BuidingContribute1,,10,FlintT1,WoodT1,,,6,10,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MasonryT2,@MasonryT2_MasterName,,,0,0,0,1,10,160000,120000,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT2,BlockT2,,,54,80,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MasonryT3,@MasonryT3_MasterName,,,0,0,0,2,10,270000,202500,,0,86400,0.21,false,Low,Medium,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,125,188,5,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MasonryT4,@MasonryT4_MasterName,,,0,0,0,3,10,350000,262500,,0,86400,0.21,false,Low,Large,BuildingFinish4,BuidingContribute4,,19,TimberT4,BlockT4,,,367,550,10,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OutfittingT2,@OutfittingT2_MasterName,,,0,0,0,1,10,80000,60000,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT2,BlockT2,,,54,80,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OutfittingT3,@OutfittingT3_MasterName,,,0,0,0,2,10,160000,120000,,0,86400,0.21,false,Low,Medium,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,125,188,3,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OutfittingT4,@OutfittingT4_MasterName,,,0,0,0,3,10,270000,202500,,0,86400,0.21,false,Low,Large,BuildingFinish4,BuidingContribute4,,19,TimberT4,BlockT4,,,367,550,8,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OutfittingT5,@OutfittingT5_MasterName,,,0,0,0,4,10,350000,262500,,0,86400,0.21,false,Low,Large,BuildingFinish5,BuidingContribute5,,25,TimberT5,BlockT5,,,500,750,14,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmeltingT2,@SmeltingT2_MasterName,,,0,0,0,1,10,160000,120000,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT2,BlockT2,,,54,80,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmeltingT3,@SmeltingT3_MasterName,,,0,0,0,2,10,270000,202500,,0,86400,0.21,false,Low,Medium,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,125,188,1,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmeltingT4,@SmeltingT4_MasterName,,,0,0,0,3,10,350000,262500,,0,86400,0.21,false,Low,Large,BuildingFinish4,BuidingContribute4,,19,TimberT4,BlockT4,,,367,550,2,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TanningT2,@TanningT2_MasterName,,,0,0,0,1,10,160000,120000,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT2,BlockT2,,,54,80,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TanningT3,@TanningT3_MasterName,,,0,0,0,2,10,270000,202500,,0,86400,0.21,false,Low,Medium,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,125,188,8,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TanningT4,@TanningT4_MasterName,,,0,0,0,3,10,350000,262500,,0,86400,0.21,false,Low,Large,BuildingFinish4,BuidingContribute4,,19,TimberT4,BlockT4,,,367,550,14,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurkeyCoopT2,@TurkeyCoopT2_MasterName,,,0,0,0,1,10,50000,37500,,0,86400,0.21,false,Low,Large,BuildingFinish2,BuidingContribute2,,12,TimberT2,BlockT2,,,54,80,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurkeyCoopT3,@TurkeyCoopT3_MasterName,,,0,0,0,2,10,100000,75000,,0,86400,0.21,false,Low,Large,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,125,188,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnimalPenT2,@AnimalPenT2_MasterName,,,0,0,0,1,10,50000,37500,,0,86400,0.21,false,Low,Large,BuildingFinish2,BuidingContribute2,,12,TimberT2,BlockT2,,,54,80,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnimalPenT3,@AnimalPenT3_MasterName,,,0,0,0,2,10,100000,75000,,0,86400,0.21,false,Low,Large,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,125,188,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeavingT2,@WeavingT2_MasterName,,,0,0,0,1,10,160000,120000,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT2,BlockT2,,,54,80,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeavingT3,@WeavingT3_MasterName,,,0,0,0,2,10,270000,202500,,0,86400,0.21,false,Low,Medium,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,125,188,8,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeavingT4,@WeavingT4_MasterName,,,0,0,0,3,10,350000,262500,,0,86400,0.21,false,Low,Large,BuildingFinish4,BuidingContribute4,,19,TimberT4,BlockT4,,,367,550,14,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KnifeRestT2,@KnifeRestT2_MasterName,,,0,0,0,1,10,800,600,,0,86400,0.21,false,Low,Small,BuildingFinish2,BuidingContribute2,,10,TimberT2,IngotT2,,,5,5,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KnifeRestT3,@KnifeRestT3_MasterName,,,0,0,0,2,10,1000,750,,0,86400,0.21,false,Low,Small,BuildingFinish3,BuidingContribute3,,10,TimberT3,IngotT3,,,5,5,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StorageT1,@StorageT1_MasterName,,,0,0,0,0,10,5000,3750,,0,86400,0.21,false,Low,Small,BuildingFinish1,BuidingContribute1,,10,WoodT1,,,,6,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StorageT2,@StorageT2_MasterName,,,0,0,0,1,10,160000,120000,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT2,BlockT2,,,54,80,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StorageT3,@StorageT3_MasterName,,,0,0,0,2,10,270000,202500,,0,86400,0.21,false,Low,Medium,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,125,188,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StorageT4,@StorageT4_MasterName,,,0,0,0,3,10,350000,262500,,0,86400,0.21,false,Low,Large,BuildingFinish4,BuidingContribute4,,19,TimberT4,BlockT4,,,367,550,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OuthouseT2,@OuthouseT2_MasterName,,,0,0,0,1,10,5000,3750,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT2,BlockT2,,,54,80,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellT2,@WellT2_MasterName,,,0,0,0,1,10,5000,3750,,0,86400,0.21,false,Low,Small,BuildingFinish2,BuidingContribute2,,12,TimberT2,BlockT2,,,54,80,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FarmT1,@FarmT1_MasterName,,,0,1,0,0,10,800,600,,0,86400,0.21,false,Low,Small,,,,10,BranchT1,StoneT1,,,10,10,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FarmT2,@FarmT2_MasterName,,,0,0,0,0,10,2500,1875,,0,86400,0.21,false,Low,Medium,,,,10,TimberT2,BlockT2,,,54,80,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WallStraightT1,@WallStraightT1_MasterName,,,0,0,0,0,10,50000,37500,,0,86400,0.21,false,Low,Medium,BuildingFinish1,BuidingContribute1,,10,WoodT1,,,,20,,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallStraightT2,@WallStraightT2_MasterName,,,0,0,0,1,10,90000,67500,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT2,,,,37,,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallStraightT3,@WallStraightT3_MasterName,,,0,0,0,2,10,360000,270000,,0,86400,0.21,false,Low,Large,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,43,64,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallStraightT4,@WallStraightT4_MasterName,,,0,0,0,3,10,725000,543750,,0,86400,0.21,false,Low,Large,BuildingFinish4,BuidingContribute4,,19,TimberT4,BlockT4,,,147,220,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallCornerT1,@WallCornerT1_MasterName,,,0,0,0,0,10,50000,37500,,0,86400,0.21,false,Low,Medium,BuildingFinish1,BuidingContribute1,,10,WoodT1,,,,20,,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallCornerT2,@WallCornerT2_MasterName,,,0,0,0,1,10,90000,67500,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT2,,,,37,,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallCornerT3,@WallCornerT3_MasterName,,,0,0,0,2,10,360000,270000,,0,86400,0.21,false,Low,Large,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,43,64,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallCornerT4,@WallCornerT4_MasterName,,,0,0,0,3,10,725000,543750,,0,86400,0.21,false,Low,Large,BuildingFinish4,BuidingContribute4,,19,TimberT4,BlockT4,,,147,220,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallTShapeT1,@WallTShapeT1_MasterName,,,0,0,0,0,10,4000,3000,,0,86400,0.21,false,Low,Medium,BuildingFinish1,BuidingContribute1,,10,WoodT1,,,,20,,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallTShapeT2,@WallTShapeT2_MasterName,,,0,0,0,1,10,6000,4500,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT2,,,,37,,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallTShapeT3,@WallTShapeT3_MasterName,,,0,0,0,2,10,8000,6000,,0,86400,0.21,false,Low,Large,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,43,64,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallXShapeT1,@WallXShapeT1_MasterName,,,0,0,0,0,10,4000,3000,,0,86400,0.21,false,Low,Medium,BuildingFinish1,BuidingContribute1,,10,WoodT1,,,,20,,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallXShapeT2,@WallXShapeT2_MasterName,,,0,0,0,1,10,6000,4500,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT2,,,,37,,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallXShapeT3,@WallXShapeT3_MasterName,,,0,0,0,2,10,8000,6000,,0,86400,0.21,false,Low,Large,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,43,64,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallGateT1,@WallGateT1_MasterName,,,0,0,0,0,10,37500,28125,,0,86400,0.21,false,Low,Medium,BuildingFinish1,BuidingContribute1,,10,WoodT1,,,,20,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallGateT2,@WallGateT2_MasterName,,,0,0,0,1,10,67500,50625,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT2,,,,37,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallGateT3,@WallGateT3_MasterName,,,0,0,0,2,10,270000,202500,,0,86400,0.21,false,Low,Large,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,43,64,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WallGateT4,@WallGateT4_MasterName,,,0,0,0,3,10,540000,405000,,0,86400,0.21,false,Low,Large,BuildingFinish4,BuidingContribute4,,19,TimberT4,BlockT4,,,147,220,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
RampartStraightT2,@RampartStraightT2_MasterName,,,0,0,0,1,10,90000,67500,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT2,,,,37,,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
RampartStraightT3,@RampartStraightT3_MasterName,,,0,0,0,2,10,360000,270000,,0,86400,0.21,false,Low,Large,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,43,64,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
RampartStraightT4,@RampartStraightT4_MasterName,,,0,0,0,3,10,725000,543750,,0,86400,0.21,false,Low,Large,BuildingFinish4,BuidingContribute4,,19,TimberT4,BlockT4,,,147,220,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
RampartCornerInT2,@RampartCornerInT2_MasterName,,,0,0,0,1,10,90000,67500,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT2,,,,37,,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
RampartCornerInT3,@RampartCornerInT3_MasterName,,,0,0,0,2,10,360000,270000,,0,86400,0.21,false,Low,Large,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,43,64,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
RampartCornerInT4,@RampartCornerInT4_MasterName,,,0,0,0,3,10,725000,543750,,0,86400,0.21,false,Low,Large,BuildingFinish4,BuidingContribute4,,19,TimberT4,BlockT4,,,147,220,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
RampartCornerOutT2,@RampartCornerOutT2_MasterName,,,0,0,0,1,10,90000,67500,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT2,,,,37,,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
RampartCornerOutT3,@RampartCornerOutT3_MasterName,,,0,0,0,2,10,360000,270000,,0,86400,0.21,false,Low,Large,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,43,64,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
RampartCornerOutT4,@RampartCornerOutT4_MasterName,,,0,0,0,3,10,725000,543750,,0,86400,0.21,false,Low,Large,BuildingFinish4,BuidingContribute4,,19,TimberT4,BlockT4,,,147,220,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
RampartStairT2,@RampartStairT2_MasterName,,,0,0,0,1,10,90000,67500,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT2,,,,37,,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
RampartStairT3,@RampartStairT3_MasterName,,,0,0,0,2,10,360000,270000,,0,86400,0.21,false,Low,Large,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,43,64,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
RampartStairT4,@RampartStairT4_MasterName,,,0,0,0,3,10,725000,543750,,0,86400,0.21,false,Low,Large,BuildingFinish4,BuidingContribute4,,19,TimberT4,BlockT4,,,147,220,,,,,,,,,,,,1,0.35,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
CatwalkT2,@CatwalkT2_MasterName,,,0,0,0,1,10,4000,3000,,0,86400,0.21,false,Low,Medium,BuildingFinish2,BuidingContribute2,,12,TimberT3,BlockT3,,,43,64,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
BastionT3,@BastionT3_MasterName,,,0,0,0,2,10,360000,270000,,0,86400,0.21,false,High,Large,BuildingFinish3,BuidingContribute3,,15,TimberT3,BlockT3,,,43,64,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
BastionT4,@BastionT4_MasterName,,,0,0,0,3,10,725000,543750,,0,86400,0.21,false,High,Large,BuildingFinish4,BuidingContribute4,,19,TimberT4,BlockT4,,,147,220,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
CombatDummy,@CombatDummy_MasterName,,,0,1,0,0,,100,75,,0,86400,0.21,false,Low,Small,,,,10,BranchT1,,,,20,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FenceWood,@FenceWood_MasterName,,,0,0,0,1,10,400,300,,0,86400,0.21,false,Low,Medium,,,,10,WoodT1,,,,2,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
FenceWoodCorner,@FenceWoodCorner_MasterName,,,0,0,0,1,10,400,300,,0,86400,0.21,false,Low,Medium,,,,10,WoodT1,,,,2,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
FenceWoodGate,@FenceWoodGate_MasterName,,,0,0,0,1,10,400,300,,0,86400,0.21,false,Low,Medium,,,,10,WoodT1,,,,2,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
FenceLog,@FenceLog_MasterName,,,0,0,0,2,10,400,300,,0,86400,0.21,false,Low,Medium,,,,10,WoodT1,,,,2,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
FenceLogCorner,@FenceLogCorner_MasterName,,,0,0,0,2,10,400,300,,0,86400,0.21,false,Low,Medium,,,,10,WoodT1,,,,2,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
FenceLogGate,@FenceLogGate_MasterName,,,0,0,0,2,10,400,300,,0,86400,0.21,false,Low,Medium,,,,10,WoodT1,,,,2,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
FenceStone,@FenceStone_MasterName,,,0,0,0,3,10,400,300,,0,86400,0.21,false,Low,Medium,,,,10,WoodT1,,,,2,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
FenceStoneCorner,@FenceStoneCorner_MasterName,,,0,0,0,3,10,400,300,,0,86400,0.21,false,Low,Medium,,,,10,WoodT1,,,,2,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
FenceStoneGate,@FenceStoneGate_MasterName,,,0,0,0,3,10,400,300,,0,86400,0.21,false,Low,Medium,,,,10,WoodT1,,,,2,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
