SheetId,Instrument,SheetName,Pages,AudioEvent,ErrorEvent,Timeline
MrHarrison_Guitar_Part2_Hard,instrument-guitar-slot,@ui_music_guitar_part_2,MP_MrHarrison_Guitar_Part2_Page1,AG_B_DEAR_MR_HARRISON_180,AG_MISTAKE,AG_B_DEAR_MR_HARRISON_180
MrHarrison_Mandolin_Part1_Easy,instrument-mandolin-slot,,MP_MrHarrison_Mandolin_Part1_Page1,MAN_DEAR_MR_HARRISON_180,MAN_MISTAKE,MAN_DEAR_MR_HARRISON_180
MrHarrison_Mandolin_Part1_Medium,instrument-mandolin-slot,,MP_MrHarrison_Mandolin_Part1_Page1,MAN_DEAR_MR_HARRISON_180,MAN_MISTAKE,MAN_DEAR_MR_HARRISON_180
MrHarrison_Mandolin_Part1_Hard,instrument-mandolin-slot,,MP_MrHarrison_Mandolin_Part1_Page1,MAN_DEAR_MR_HARRISON_180,MAN_MISTAKE,MAN_DEAR_MR_HARRISON_180
MrHarrison_Drums_Part1_Easy,instrument-drums-slot,,MP_MrHarrison_Drums_Part1_Page1,DRM_DEAR_MR_HARRISON_180,DRM_MISTAKE,DRM_DEAR_MR_HARRISON_180
MrHarrison_Drums_Part1_Medium,instrument-drums-slot,,MP_MrHarrison_Drums_Part1_Page1,DRM_DEAR_MR_HARRISON_180,DRM_MISTAKE,DRM_DEAR_MR_HARRISON_180
MrHarrison_Drums_Part1_Hard,instrument-drums-slot,,MP_MrHarrison_Drums_Part1_Page1,DRM_DEAR_MR_HARRISON_180,DRM_MISTAKE,DRM_DEAR_MR_HARRISON_180
MrHarrison_URBass_Part1_Easy,instrument-uprightbass-slot,,MP_MrHarrison_URBass_Part1_Page1,URB_DEAR_MR_HARRISON_180,URB_MISTAKE,URB_DEAR_MR_HARRISON_180
MrHarrison_URBass_Part1_Medium,instrument-uprightbass-slot,,MP_MrHarrison_URBass_Part1_Page1,URB_DEAR_MR_HARRISON_180,URB_MISTAKE,URB_DEAR_MR_HARRISON_180
MrHarrison_URBass_Part1_Hard,instrument-uprightbass-slot,,MP_MrHarrison_URBass_Part1_Page1,URB_DEAR_MR_HARRISON_180,URB_MISTAKE,URB_DEAR_MR_HARRISON_180
Trust_AzothFlute_Part1_Easy,instrument-flute-slot,,,AZF_TRUST_100,AZF_MISTAKE,AZF_TRUST_100
Trust_AzothFlute_Part1_Medium,instrument-flute-slot,,,AZF_TRUST_100,AZF_MISTAKE,AZF_TRUST_100
Trust_AzothFlute_Part1_Hard,instrument-flute-slot,,,AZF_TRUST_100,AZF_MISTAKE,AZF_TRUST_100
BlacksmithArm_Guitar_Part1_Easy,instrument-guitar-slot,,"MP_BlacksmithArm_Guitar_Part1_Page1,MP_BlacksmithArm_Guitar_Part1_Page2,MP_BlacksmithArm_Guitar_Part1_Page3",AG_BLACKSMITH_ARM_152,AG_MISTAKE,AG_BLACKSMITH_ARM_152
BlacksmithArm_Guitar_Part1_Medium,instrument-guitar-slot,,"MP_BlacksmithArm_Guitar_Part1_Page1,MP_BlacksmithArm_Guitar_Part1_Page2,MP_BlacksmithArm_Guitar_Part1_Page3",AG_BLACKSMITH_ARM_152,AG_MISTAKE,AG_BLACKSMITH_ARM_152
BlacksmithArm_Guitar_Part1_Hard,instrument-guitar-slot,,"MP_BlacksmithArm_Guitar_Part1_Page1,MP_BlacksmithArm_Guitar_Part1_Page2,MP_BlacksmithArm_Guitar_Part1_Page3",AG_BLACKSMITH_ARM_152,AG_MISTAKE,AG_BLACKSMITH_ARM_152
BlacksmithArm_Mandolin_Part1_Easy,instrument-mandolin-slot,,"MP_BlacksmithArm_Mandolin_Part1_Page1,MP_BlacksmithArm_Mandolin_Part1_Page2,MP_BlacksmithArm_Mandolin_Part1_Page3",MAN_BLACKSMITH_ARM_152,MAN_MISTAKE,MAN_BLACKSMITH_ARM_152
BlacksmithArm_Mandolin_Part1_Medium,instrument-mandolin-slot,,"MP_BlacksmithArm_Mandolin_Part1_Page1,MP_BlacksmithArm_Mandolin_Part1_Page2,MP_BlacksmithArm_Mandolin_Part1_Page3",MAN_BLACKSMITH_ARM_152,MAN_MISTAKE,MAN_BLACKSMITH_ARM_152
BlacksmithArm_Mandolin_Part1_Hard,instrument-mandolin-slot,,"MP_BlacksmithArm_Mandolin_Part1_Page1,MP_BlacksmithArm_Mandolin_Part1_Page2,MP_BlacksmithArm_Mandolin_Part1_Page3",MAN_BLACKSMITH_ARM_152,MAN_MISTAKE,MAN_BLACKSMITH_ARM_152
BlacksmithArm_Drums_Part1_Easy,instrument-drums-slot,,,DRM_BLACKSMITH_ARM_152,DRM_MISTAKE,DRM_BLACKSMITH_ARM_152
BlacksmithArm_Drums_Part1_Medium,instrument-drums-slot,,,DRM_BLACKSMITH_ARM_152,DRM_MISTAKE,DRM_BLACKSMITH_ARM_152
BlacksmithArm_Drums_Part1_Hard,instrument-drums-slot,,,DRM_BLACKSMITH_ARM_152,DRM_MISTAKE,DRM_BLACKSMITH_ARM_152
BlacksmithArm_URBass_Part1_Easy,instrument-uprightbass-slot,,"MP_BlacksmithArm_URBass_Part1_Page1,MP_BlacksmithArm_URBass_Part1_Page2,MP_BlacksmithArm_URBass_Part1_Page3",URB_BLACKSMITH_ARM_152,URB_MISTAKE,URB_BLACKSMITH_ARM_152
BlacksmithArm_URBass_Part1_Medium,instrument-uprightbass-slot,,"MP_BlacksmithArm_URBass_Part1_Page1,MP_BlacksmithArm_URBass_Part1_Page2,MP_BlacksmithArm_URBass_Part1_Page3",URB_BLACKSMITH_ARM_152,URB_MISTAKE,URB_BLACKSMITH_ARM_152
BlacksmithArm_URBass_Part1_Hard,instrument-uprightbass-slot,,"MP_BlacksmithArm_URBass_Part1_Page1,MP_BlacksmithArm_URBass_Part1_Page2,MP_BlacksmithArm_URBass_Part1_Page3",URB_BLACKSMITH_ARM_152,URB_MISTAKE,URB_BLACKSMITH_ARM_152
Moonlit_Guitar_Part1_Easy,instrument-guitar-slot,,MP_Moonlit_Guitar_Part1_Page1,AG_MOONLIT_SHADOWS_130,AG_MISTAKE,AG_MOONLIT_SHADOWS_130
Moonlit_Guitar_Part1_Medium,instrument-guitar-slot,,MP_Moonlit_Guitar_Part1_Page1,AG_MOONLIT_SHADOWS_130,AG_MISTAKE,AG_MOONLIT_SHADOWS_130
Moonlit_Guitar_Part1_Hard,instrument-guitar-slot,,MP_Moonlit_Guitar_Part1_Page1,AG_MOONLIT_SHADOWS_130,AG_MISTAKE,AG_MOONLIT_SHADOWS_130
Arrival_Guitar_Part1_Easy,instrument-guitar-slot,,"MP_Arrival_Guitar_Part1_Page1,MP_Arrival_Guitar_Part1_Page2,MP_Arrival_Guitar_Part1_Page3",AG_AETERNUM_ARRIVAL_90,AG_MISTAKE,AG_AETERNUM_ARRIVAL_90
Arrival_Guitar_Part1_Medium,instrument-guitar-slot,,"MP_Arrival_Guitar_Part1_Page1,MP_Arrival_Guitar_Part1_Page2,MP_Arrival_Guitar_Part1_Page3",AG_AETERNUM_ARRIVAL_90,AG_MISTAKE,AG_AETERNUM_ARRIVAL_90
Arrival_Guitar_Part1_Hard,instrument-guitar-slot,,"MP_Arrival_Guitar_Part1_Page1,MP_Arrival_Guitar_Part1_Page2,MP_Arrival_Guitar_Part1_Page3",AG_AETERNUM_ARRIVAL_90,AG_MISTAKE,AG_AETERNUM_ARRIVAL_90
Bloom_Guitar_Part1_Easy,instrument-guitar-slot,,"MP_Bloom_Guitar_Part1_Page1,MP_Bloom_Guitar_Part1_Page2,MP_Bloom_Guitar_Part1_Page3",AG_BLOOM_AND_BREATHE_80,AG_MISTAKE,AG_BLOOM_AND_BREATHE_80
Bloom_Guitar_Part1_Medium,instrument-guitar-slot,,"MP_Bloom_Guitar_Part1_Page1,MP_Bloom_Guitar_Part1_Page2,MP_Bloom_Guitar_Part1_Page3",AG_BLOOM_AND_BREATHE_80,AG_MISTAKE,AG_BLOOM_AND_BREATHE_80
Bloom_Guitar_Part1_Hard,instrument-guitar-slot,,"MP_Bloom_Guitar_Part1_Page1,MP_Bloom_Guitar_Part1_Page2,MP_Bloom_Guitar_Part1_Page3",AG_BLOOM_AND_BREATHE_80,AG_MISTAKE,AG_BLOOM_AND_BREATHE_80
SaltyBarnicle_Guitar_Part1_Easy,instrument-guitar-slot,,"MP_SaltyBarnicle_Guitar_Part1_Page1,MP_SaltyBarnicle_Guitar_Part1_Page2,MP_SaltyBarnicle_Guitar_Part1_Page3",AG_SALTY_BARNICLE_CRUST_75,AG_MISTAKE,AG_SALTY_BARNICLE_CRUST_75
SaltyBarnicle_Guitar_Part1_Medium,instrument-guitar-slot,,"MP_SaltyBarnicle_Guitar_Part1_Page1,MP_SaltyBarnicle_Guitar_Part1_Page2,MP_SaltyBarnicle_Guitar_Part1_Page3",AG_SALTY_BARNICLE_CRUST_75,AG_MISTAKE,AG_SALTY_BARNICLE_CRUST_75
SaltyBarnicle_Guitar_Part1_Hard,instrument-guitar-slot,,"MP_SaltyBarnicle_Guitar_Part1_Page1,MP_SaltyBarnicle_Guitar_Part1_Page2,MP_SaltyBarnicle_Guitar_Part1_Page3",AG_SALTY_BARNICLE_CRUST_75,AG_MISTAKE,AG_SALTY_BARNICLE_CRUST_75
SaltyBarnicle_Mandolin_Part1_Easy,instrument-mandolin-slot,@ui_music_mandolin_part_1,,MAN_SALTY_BARNICLE_CRUST_75,MAN_MISTAKE,MAN_SALTY_BARNICLE_CRUST_75
SaltyBarnicle_Mandolin_Part1_Medium,instrument-mandolin-slot,@ui_music_mandolin_part_1,,MAN_SALTY_BARNICLE_CRUST_75,MAN_MISTAKE,MAN_SALTY_BARNICLE_CRUST_75
SaltyBarnicle_Mandolin_Part1_Hard,instrument-mandolin-slot,@ui_music_mandolin_part_1,,MAN_SALTY_BARNICLE_CRUST_75,MAN_MISTAKE,MAN_SALTY_BARNICLE_CRUST_75
SaltyBarnicle_Mandolin_Part2_Easy,instrument-mandolin-slot,@ui_music_mandolin_part_2,"MP_SaltyBarnicle_Mandolin_Part2_Page1,MP_SaltyBarnicle_Mandolin_Part2_Page2,MP_SaltyBarnicle_Mandolin_Part2_Page3",MAN_B_SALTY_BARNICLE_CRUST_75,MAN_MISTAKE,MAN_B_SALTY_BARNICLE_CRUST_75
SaltyBarnicle_Mandolin_Part2_Medium,instrument-mandolin-slot,@ui_music_mandolin_part_2,"MP_SaltyBarnicle_Mandolin_Part2_Page1,MP_SaltyBarnicle_Mandolin_Part2_Page2,MP_SaltyBarnicle_Mandolin_Part2_Page3",MAN_B_SALTY_BARNICLE_CRUST_75,MAN_MISTAKE,MAN_B_SALTY_BARNICLE_CRUST_75
SaltyBarnicle_Mandolin_Part2_Hard,instrument-mandolin-slot,@ui_music_mandolin_part_2,"MP_SaltyBarnicle_Mandolin_Part2_Page1,MP_SaltyBarnicle_Mandolin_Part2_Page2,MP_SaltyBarnicle_Mandolin_Part2_Page3",MAN_B_SALTY_BARNICLE_CRUST_75,MAN_MISTAKE,MAN_B_SALTY_BARNICLE_CRUST_75
SaltyBarnicle_Drums_Part1_Easy,instrument-drums-slot,,"MP_SaltyBarnicle_Drums_Part1_Page1,MP_SaltyBarnicle_Drums_Part1_Page2,MP_SaltyBarnicle_Drums_Part1_Page3",DRM_SALTY_BARNICLE_CRUST_75,DRM_MISTAKE,DRM_SALTY_BARNICLE_CRUST_75
SaltyBarnicle_Drums_Part1_Medium,instrument-drums-slot,,"MP_SaltyBarnicle_Drums_Part1_Page1,MP_SaltyBarnicle_Drums_Part1_Page2,MP_SaltyBarnicle_Drums_Part1_Page3",DRM_SALTY_BARNICLE_CRUST_75,DRM_MISTAKE,DRM_SALTY_BARNICLE_CRUST_75
SaltyBarnicle_Drums_Part1_Hard,instrument-drums-slot,,"MP_SaltyBarnicle_Drums_Part1_Page1,MP_SaltyBarnicle_Drums_Part1_Page2,MP_SaltyBarnicle_Drums_Part1_Page3",DRM_SALTY_BARNICLE_CRUST_75,DRM_MISTAKE,DRM_SALTY_BARNICLE_CRUST_75
SaltyBarnicle_URBass_Part1_Easy,instrument-uprightbass-slot,,"MP_SaltyBarnicle_URBass_Part1_Page1,MP_SaltyBarnicle_URBass_Part1_Page2,MP_SaltyBarnicle_URBass_Part1_Page3",URB_SALTY_BARNICLE_CRUST_75,URB_MISTAKE,URB_SALTY_BARNICLE_CRUST_75
SaltyBarnicle_URBass_Part1_Medium,instrument-uprightbass-slot,,"MP_SaltyBarnicle_URBass_Part1_Page1,MP_SaltyBarnicle_URBass_Part1_Page2,MP_SaltyBarnicle_URBass_Part1_Page3",URB_SALTY_BARNICLE_CRUST_75,URB_MISTAKE,URB_SALTY_BARNICLE_CRUST_75
SaltyBarnicle_URBass_Part1_Hard,instrument-uprightbass-slot,,"MP_SaltyBarnicle_URBass_Part1_Page1,MP_SaltyBarnicle_URBass_Part1_Page2,MP_SaltyBarnicle_URBass_Part1_Page3",URB_SALTY_BARNICLE_CRUST_75,URB_MISTAKE,URB_SALTY_BARNICLE_CRUST_75
