MetaAchievementId,ReadyForSteam,SteamApiName,Type,Predecessor MetaAchievementIds,ProgressId,ProgressIdParent,UIDisplayCategory,Title,Description,Hidden Text,Notification Verbosity,Tier,Icon,Entitlement Id,AchievePoints,Total,VitalsCategories,Categorical Progression,LorePagesTopicIds,TradeskillType,ItemClass,TrueFalse,QuestGroupTag,GameEventType,TerritoryId,IsPvp,InGroup,FactionType,MissionGoalType,GameModeId,GameModeResult,AttributeType,AchievementsID,AchievementCategory
PvE_FactionMissions_Mourningdale1,,,FactionMissions,,PvE_FactionMissions_Mourningdale,,PvE_By_Territory,@ui_metachievement_pvefactionmissions_mourningdale_title1,@ui_metachievement_pvefactionmissions_mourningdale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Mourningdale1.png,,0,25,,,,,,,,,11,NO,,,,,,,,
PvE_FactionMissions_Mourningdale2,,,FactionMissions,,,PvE_FactionMissions_Mourningdale,PvE_By_Territory,@ui_metachievement_pvefactionmissions_mourningdale_title2,@ui_metachievement_pvefactionmissions_mourningdale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Mourningdale1.png,,0,50,,,,,,,,,11,NO,,,,,,,,
PvE_FactionMissions_Mourningdale3,,,FactionMissions,,,PvE_FactionMissions_Mourningdale,PvE_By_Territory,@ui_metachievement_pvefactionmissions_mourningdale_title3,@ui_metachievement_pvefactionmissions_mourningdale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Mourningdale1.png,,0,100,,,,,,,,,11,NO,,,,,,,,
PvE_FactionMissions_Mourningdale4,,,FactionMissions,,,PvE_FactionMissions_Mourningdale,PvE_By_Territory,@ui_metachievement_pvefactionmissions_mourningdale_title4,@ui_metachievement_pvefactionmissions_mourningdale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Mourningdale1.png,,0,250,,,,,,,,,11,NO,,,,,,,,
PvE_FactionMissions_Mourningdale5,,,FactionMissions,,,PvE_FactionMissions_Mourningdale,PvE_By_Territory,@ui_metachievement_pvefactionmissions_mourningdale_title5,@ui_metachievement_pvefactionmissions_mourningdale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Mourningdale1.png,,0,500,,,,,,,,,11,NO,,,,,,,,
PvE_FactionMissions_Queensport1,,,FactionMissions,,PvE_FactionMissions_Queensport,,PvE_By_Territory,@ui_metachievement_pvefactionmissions_ebonscale_title1,@ui_metachievement_pvefactionmissions_ebonscale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Queensport1.png,,0,25,,,,,,,,,8,NO,,,,,,,,
PvE_FactionMissions_Queensport2,,,FactionMissions,,,PvE_FactionMissions_Queensport,PvE_By_Territory,@ui_metachievement_pvefactionmissions_ebonscale_title2,@ui_metachievement_pvefactionmissions_ebonscale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Queensport1.png,,0,50,,,,,,,,,8,NO,,,,,,,,
PvE_FactionMissions_Queensport3,,,FactionMissions,,,PvE_FactionMissions_Queensport,PvE_By_Territory,@ui_metachievement_pvefactionmissions_ebonscale_title3,@ui_metachievement_pvefactionmissions_ebonscale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Queensport1.png,,0,100,,,,,,,,,8,NO,,,,,,,,
PvE_FactionMissions_Queensport4,,,FactionMissions,,,PvE_FactionMissions_Queensport,PvE_By_Territory,@ui_metachievement_pvefactionmissions_ebonscale_title4,@ui_metachievement_pvefactionmissions_ebonscale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Queensport1.png,,0,250,,,,,,,,,8,NO,,,,,,,,
PvE_FactionMissions_Queensport5,,,FactionMissions,,,PvE_FactionMissions_Queensport,PvE_By_Territory,@ui_metachievement_pvefactionmissions_ebonscale_title5,@ui_metachievement_pvefactionmissions_ebonscale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Queensport1.png,,0,500,,,,,,,,,8,NO,,,,,,,,
PvE_FactionMissions_Reekwater1,,,FactionMissions,,PvE_FactionMissions_Reekwater,,PvE_By_Territory,@ui_metachievement_pvefactionmissions_reekwater_title1,@ui_metachievement_pvefactionmissions_reekwater_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Reekwater1.png,,0,25,,,,,,,,,5,NO,,,,,,,,
PvE_FactionMissions_Reekwater2,,,FactionMissions,,,PvE_FactionMissions_Reekwater,PvE_By_Territory,@ui_metachievement_pvefactionmissions_reekwater_title2,@ui_metachievement_pvefactionmissions_reekwater_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Reekwater1.png,,0,50,,,,,,,,,5,NO,,,,,,,,
PvE_FactionMissions_Reekwater3,,,FactionMissions,,,PvE_FactionMissions_Reekwater,PvE_By_Territory,@ui_metachievement_pvefactionmissions_reekwater_title3,@ui_metachievement_pvefactionmissions_reekwater_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Reekwater1.png,,0,100,,,,,,,,,5,NO,,,,,,,,
PvE_FactionMissions_Reekwater4,,,FactionMissions,,,PvE_FactionMissions_Reekwater,PvE_By_Territory,@ui_metachievement_pvefactionmissions_reekwater_title4,@ui_metachievement_pvefactionmissions_reekwater_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Reekwater1.png,,0,250,,,,,,,,,5,NO,,,,,,,,
PvE_FactionMissions_Reekwater5,,,FactionMissions,,,PvE_FactionMissions_Reekwater,PvE_By_Territory,@ui_metachievement_pvefactionmissions_reekwater_title5,@ui_metachievement_pvefactionmissions_reekwater_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Reekwater1.png,,0,500,,,,,,,,,5,NO,,,,,,,,
PvE_FactionMissions_RestlessShores1,,,FactionMissions,,PvE_FactionMissions_RestlessShores,,PvE_By_Territory,@ui_metachievement_pvefactionmissions_restlessshore_title1,@ui_metachievement_pvefactionmissions_restlessshore_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_RestlessShore1.png,,0,25,,,,,,,,,15,NO,,,,,,,,
PvE_FactionMissions_RestlessShores2,,,FactionMissions,,,PvE_FactionMissions_RestlessShores,PvE_By_Territory,@ui_metachievement_pvefactionmissions_restlessshore_title2,@ui_metachievement_pvefactionmissions_restlessshore_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_RestlessShore1.png,,0,50,,,,,,,,,15,NO,,,,,,,,
PvE_FactionMissions_RestlessShores3,,,FactionMissions,,,PvE_FactionMissions_RestlessShores,PvE_By_Territory,@ui_metachievement_pvefactionmissions_restlessshore_title3,@ui_metachievement_pvefactionmissions_restlessshore_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_RestlessShore1.png,,0,100,,,,,,,,,15,NO,,,,,,,,
PvE_FactionMissions_RestlessShores4,,,FactionMissions,,,PvE_FactionMissions_RestlessShores,PvE_By_Territory,@ui_metachievement_pvefactionmissions_restlessshore_title4,@ui_metachievement_pvefactionmissions_restlessshore_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_RestlessShore1.png,,0,250,,,,,,,,,15,NO,,,,,,,,
PvE_FactionMissions_RestlessShores5,,,FactionMissions,,,PvE_FactionMissions_RestlessShores,PvE_By_Territory,@ui_metachievement_pvefactionmissions_restlessshore_title5,@ui_metachievement_pvefactionmissions_restlessshore_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_RestlessShore1.png,,0,500,,,,,,,,,15,NO,,,,,,,,
PvE_FactionMissions_ShatteredMtn1,,,FactionMissions,,PvE_FactionMissions_ShatteredMtn,,PvE_By_Territory,@ui_metachievement_pvefactionmissions_shatteredmtn_title1,@ui_metachievement_pvefactionmissions_shatteredmtn_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_ShatteredMountain1.png,,0,25,,,,,,,,,7,NO,,,,,,,,
PvE_FactionMissions_ShatteredMtn2,,,FactionMissions,,,PvE_FactionMissions_ShatteredMtn,PvE_By_Territory,@ui_metachievement_pvefactionmissions_shatteredmtn_title2,@ui_metachievement_pvefactionmissions_shatteredmtn_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_ShatteredMountain1.png,,0,50,,,,,,,,,7,NO,,,,,,,,
PvE_FactionMissions_ShatteredMtn3,,,FactionMissions,,,PvE_FactionMissions_ShatteredMtn,PvE_By_Territory,@ui_metachievement_pvefactionmissions_shatteredmtn_title3,@ui_metachievement_pvefactionmissions_shatteredmtn_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_ShatteredMountain1.png,,0,100,,,,,,,,,7,NO,,,,,,,,
PvE_FactionMissions_ShatteredMtn4,,,FactionMissions,,,PvE_FactionMissions_ShatteredMtn,PvE_By_Territory,@ui_metachievement_pvefactionmissions_shatteredmtn_title4,@ui_metachievement_pvefactionmissions_shatteredmtn_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_ShatteredMountain1.png,,0,250,,,,,,,,,7,NO,,,,,,,,
PvE_FactionMissions_ShatteredMtn5,,,FactionMissions,,,PvE_FactionMissions_ShatteredMtn,PvE_By_Territory,@ui_metachievement_pvefactionmissions_shatteredmtn_title5,@ui_metachievement_pvefactionmissions_shatteredmtn_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_ShatteredMountain1.png,,0,500,,,,,,,,,7,NO,,,,,,,,
PvE_FactionMissions_WeaversFen1,,,FactionMissions,,PvE_FactionMissions_WeaversFen,,PvE_By_Territory,@ui_metachievement_pvefactionmissions_weaversfen_title1,@ui_metachievement_pvefactionmissions_weaversfen_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_WeaversFen1.png,,0,25,,,,,,,,,13,NO,,,,,,,,
PvE_FactionMissions_WeaversFen2,,,FactionMissions,,,PvE_FactionMissions_WeaversFen,PvE_By_Territory,@ui_metachievement_pvefactionmissions_weaversfen_title2,@ui_metachievement_pvefactionmissions_weaversfen_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_WeaversFen1.png,,0,50,,,,,,,,,13,NO,,,,,,,,
PvE_FactionMissions_WeaversFen3,,,FactionMissions,,,PvE_FactionMissions_WeaversFen,PvE_By_Territory,@ui_metachievement_pvefactionmissions_weaversfen_title3,@ui_metachievement_pvefactionmissions_weaversfen_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_WeaversFen1.png,,0,100,,,,,,,,,13,NO,,,,,,,,
PvE_FactionMissions_WeaversFen4,,,FactionMissions,,,PvE_FactionMissions_WeaversFen,PvE_By_Territory,@ui_metachievement_pvefactionmissions_weaversfen_title4,@ui_metachievement_pvefactionmissions_weaversfen_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_WeaversFen1.png,,0,250,,,,,,,,,13,NO,,,,,,,,
PvE_FactionMissions_WeaversFen5,,,FactionMissions,,,PvE_FactionMissions_WeaversFen,PvE_By_Territory,@ui_metachievement_pvefactionmissions_weaversfen_title5,@ui_metachievement_pvefactionmissions_weaversfen_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_WeaversFen1.png,,0,500,,,,,,,,,13,NO,,,,,,,,
PvE_FactionMissions_Windsward1,,,FactionMissions,,PvE_FactionMissions_Windsward,,PvE_By_Territory,@ui_metachievement_pvefactionmissions_windsward_title1,@ui_metachievement_pvefactionmissions_windsward_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Windsward1.png,,0,25,,,,,,,,,6,NO,,,,,,,,
PvE_FactionMissions_Windsward2,,,FactionMissions,,,PvE_FactionMissions_Windsward,PvE_By_Territory,@ui_metachievement_pvefactionmissions_windsward_title2,@ui_metachievement_pvefactionmissions_windsward_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Windsward1.png,,0,50,,,,,,,,,6,NO,,,,,,,,
PvE_FactionMissions_Windsward3,,,FactionMissions,,,PvE_FactionMissions_Windsward,PvE_By_Territory,@ui_metachievement_pvefactionmissions_windsward_title3,@ui_metachievement_pvefactionmissions_windsward_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Windsward1.png,,0,100,,,,,,,,,6,NO,,,,,,,,
PvE_FactionMissions_Windsward4,,,FactionMissions,,,PvE_FactionMissions_Windsward,PvE_By_Territory,@ui_metachievement_pvefactionmissions_windsward_title4,@ui_metachievement_pvefactionmissions_windsward_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Windsward1.png,,0,250,,,,,,,,,6,NO,,,,,,,,
PvE_FactionMissions_Windsward5,,,FactionMissions,,,PvE_FactionMissions_Windsward,PvE_By_Territory,@ui_metachievement_pvefactionmissions_windsward_title5,@ui_metachievement_pvefactionmissions_windsward_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvE_FactionMissions_ByTerritory_Windsward1.png,,0,500,,,,,,,,,6,NO,,,,,,,,
PvP_FactionMissions_Espionage1,,,FactionMissions,,PvP_FactionMissions_Espionage,,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_espionage_title1,@ui_metachievement_pvpfactionmissions_espionage_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Espionage1.png,,0,5,,,,,,,,,,ANY,,,Espionage,,,,,
PvP_FactionMissions_Espionage2,,,FactionMissions,,,PvP_FactionMissions_Espionage,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_espionage_title2,@ui_metachievement_pvpfactionmissions_espionage_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Espionage1.png,,0,20,,,,,,,,,,,,,Espionage,,,,,
PvP_FactionMissions_Espionage3,,,FactionMissions,,,PvP_FactionMissions_Espionage,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_espionage_title3,@ui_metachievement_pvpfactionmissions_espionage_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Espionage1.png,,0,50,,,,,,,,,,,,,Espionage,,,,,
PvP_FactionMissions_Espionage4,,,FactionMissions,,,PvP_FactionMissions_Espionage,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_espionage_title4,@ui_metachievement_pvpfactionmissions_espionage_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Espionage1.png,,0,100,,,,,,,,,,,,,Espionage,,,,,
PvP_FactionMissions_Espionage5,,,FactionMissions,,,PvP_FactionMissions_Espionage,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_espionage_title5,@ui_metachievement_pvpfactionmissions_espionage_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Espionage1.png,,0,200,,,,,,,,,,,,,Espionage,,,,,
PvP_FactionMissions_Control1,,,FactionMissions,,PvP_FactionMissions_Control,,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_Control_title1,@ui_metachievement_pvpfactionmissions_control_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Control1.png,,0,5,,,,,,,,,,ANY,,,Control,,,,,
PvP_FactionMissions_Control2,,,FactionMissions,,,PvP_FactionMissions_Control,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_Control_title2,@ui_metachievement_pvpfactionmissions_control_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Control1.png,,0,20,,,,,,,,,,,,,Control,,,,,
PvP_FactionMissions_Control3,,,FactionMissions,,,PvP_FactionMissions_Control,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_Control_title3,@ui_metachievement_pvpfactionmissions_control_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Control1.png,,0,50,,,,,,,,,,,,,Control,,,,,
PvP_FactionMissions_Control4,,,FactionMissions,,,PvP_FactionMissions_Control,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_Control_title4,@ui_metachievement_pvpfactionmissions_control_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Control1.png,,0,100,,,,,,,,,,,,,Control,,,,,
PvP_FactionMissions_Control5,,,FactionMissions,,,PvP_FactionMissions_Control,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_Control_title5,@ui_metachievement_pvpfactionmissions_control_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Control1.png,,0,200,,,,,,,,,,,,,Control,,,,,
PvP_FactionMissions_Intercept1,,,FactionMissions,,PvP_FactionMissions_Intercept,,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_Intercept_title1,@ui_metachievement_pvpfactionmissions_intercept_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Intercept1.png,,0,5,,,,,,,,,,ANY,,,Intercept,,,,,
PvP_FactionMissions_Intercept2,,,FactionMissions,,,PvP_FactionMissions_Intercept,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_Intercept_title2,@ui_metachievement_pvpfactionmissions_intercept_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Intercept1.png,,0,20,,,,,,,,,,,,,Intercept,,,,,
PvP_FactionMissions_Intercept3,,,FactionMissions,,,PvP_FactionMissions_Intercept,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_Intercept_title3,@ui_metachievement_pvpfactionmissions_intercept_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Intercept1.png,,0,50,,,,,,,,,,,,,Intercept,,,,,
PvP_FactionMissions_Intercept4,,,FactionMissions,,,PvP_FactionMissions_Intercept,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_Intercept_title4,@ui_metachievement_pvpfactionmissions_intercept_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Intercept1.png,,0,100,,,,,,,,,,,,,Intercept,,,,,
PvP_FactionMissions_Intercept5,,,FactionMissions,,,PvP_FactionMissions_Intercept,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_Intercept_title5,@ui_metachievement_pvpfactionmissions_intercept_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Intercept1.png,,0,200,,,,,,,,,,,,,Intercept,,,,,
PvP_FactionMissions_Poach1,,,FactionMissions,,PvP_FactionMissions_Poach,,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_Poach_title1,@ui_metachievement_pvpfactionmissions_poach_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Poach1.png,,0,5,,,,,,,,,,ANY,,,Poach,,,,,
PvP_FactionMissions_Poach2,,,FactionMissions,,,PvP_FactionMissions_Poach,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_Poach_title2,@ui_metachievement_pvpfactionmissions_poach_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Poach1.png,,0,20,,,,,,,,,,,,,Poach,,,,,
PvP_FactionMissions_Poach3,,,FactionMissions,,,PvP_FactionMissions_Poach,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_Poach_title3,@ui_metachievement_pvpfactionmissions_poach_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Poach1.png,,0,50,,,,,,,,,,,,,Poach,,,,,
PvP_FactionMissions_Poach4,,,FactionMissions,,,PvP_FactionMissions_Poach,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_Poach_title4,@ui_metachievement_pvpfactionmissions_poach_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Poach1.png,,0,100,,,,,,,,,,,,,Poach,,,,,
PvP_FactionMissions_Poach5,,,FactionMissions,,,PvP_FactionMissions_Poach,PvP_Stir_The_Pot,@ui_metachievement_pvpfactionmissions_Poach_title5,@ui_metachievement_pvpfactionmissions_poach_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvP_FactionMissions_Poach1.png,,0,200,,,,,,,,,,,,,Poach,,,,,
PVP_FactionMissions_ByTerritory_Brightwood1,,,FactionMissions,,PVP_FactionMissions_ByTerritory_Brightwood,,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_brightwood_title1,@ui_metachievement_pvpfactionmissions_brightwood_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Brightwood1.png,,0,25,,,,,,,,,2,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Brightwood2,,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Brightwood,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_brightwood_title2,@ui_metachievement_pvpfactionmissions_brightwood_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Brightwood1.png,,0,50,,,,,,,,,2,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Brightwood3,,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Brightwood,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_brightwood_title3,@ui_metachievement_pvpfactionmissions_brightwood_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Brightwood1.png,,0,100,,,,,,,,,2,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Brightwood4,,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Brightwood,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_brightwood_title4,@ui_metachievement_pvpfactionmissions_brightwood_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Brightwood1.png,,0,250,,,,,,,,,2,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Brightwood5,,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Brightwood,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_brightwood_title5,@ui_metachievement_pvpfactionmissions_brightwood_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Brightwood1.png,,0,500,,,,,,,,,2,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_CutlassKey1,,,FactionMissions,,PVP_FactionMissions_ByTerritory_CutlassKey,,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_cutlasskey_title1,@ui_metachievement_pvpfactionmissions_cutlasskey_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_CutlassKey1.png,,0,25,,,,,,,,,10,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_CutlassKey2,,,FactionMissions,,,PVP_FactionMissions_ByTerritory_CutlassKey,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_cutlasskey_title2,@ui_metachievement_pvpfactionmissions_cutlasskey_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_CutlassKey1.png,,0,50,,,,,,,,,10,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_CutlassKey3,,,FactionMissions,,,PVP_FactionMissions_ByTerritory_CutlassKey,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_cutlasskey_title3,@ui_metachievement_pvpfactionmissions_cutlasskey_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_CutlassKey1.png,,0,100,,,,,,,,,10,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_CutlassKey4,,,FactionMissions,,,PVP_FactionMissions_ByTerritory_CutlassKey,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_cutlasskey_title4,@ui_metachievement_pvpfactionmissions_cutlasskey_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_CutlassKey1.png,,0,250,,,,,,,,,10,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_CutlassKey5,,,FactionMissions,,,PVP_FactionMissions_ByTerritory_CutlassKey,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_cutlasskey_title5,@ui_metachievement_pvpfactionmissions_cutlasskey_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_CutlassKey1.png,,0,500,,,,,,,,,10,YES,,,,,,,,
