ResourceID,SocketType,GemPerk,PerkBucket
Runeglass_Gem_Jasper_Void,Runeglass,,Runeglass_Gem_Jasper_Void
Runeglass_Gem_Jasper_Lightning,Runeglass,,Runeglass_Gem_Jasper_Lightning
Runeglass_Gem_Jasper_Nature,Runeglass,,Runeglass_Gem_Jasper_Nature
Runeglass_Gem_Jasper_Arcane,Runeglass,,Runeglass_Gem_Jasper_Arcane
Runeglass_Gem_Jasper_Melee,Runeglass,,Runeglass_Gem_Jasper_Melee
Runeglass_Gem_Jasper_Ranged,Runeglass,,Runeglass_Gem_Jasper_Ranged
Runeglass_Gem_Malachite_Heal,Runeglass,,Runeglass_Gem_Malachite_Heal
Runeglass_Gem_Malachite_Stamina,Runeglass,,Runeglass_Gem_Malachite_Stamina
Runeglass_Gem_Malachite_Mana,Runeglass,,Runeglass_Gem_Malachite_Mana
Runeglass_Gem_Malachite_Fire,Runeglass,,Runeglass_Gem_Malachite_Fire
Runeglass_Gem_Malachite_Ice,Runeglass,,Runeglass_Gem_Malachite_Ice
Runeglass_Gem_Malachite_Void,Runeglass,,Runeglass_Gem_Malachite_Void
Runeglass_Gem_Malachite_Lightning,Runeglass,,Runeglass_Gem_Malachite_Lightning
Runeglass_Gem_Malachite_Nature,Runeglass,,Runeglass_Gem_Malachite_Nature
Runeglass_Gem_Malachite_Arcane,Runeglass,,Runeglass_Gem_Malachite_Arcane
Runeglass_Gem_Malachite_Melee,Runeglass,,Runeglass_Gem_Malachite_Melee
Runeglass_Gem_Malachite_Ranged,Runeglass,,Runeglass_Gem_Malachite_Ranged
Runeglass_Gem_Moonstone_Heal,Runeglass,,Runeglass_Gem_Moonstone_Heal
Runeglass_Gem_Moonstone_Stamina,Runeglass,,Runeglass_Gem_Moonstone_Stamina
Runeglass_Gem_Moonstone_Mana,Runeglass,,Runeglass_Gem_Moonstone_Mana
Runeglass_Gem_Moonstone_Fire,Runeglass,,Runeglass_Gem_Moonstone_Fire
Runeglass_Gem_Moonstone_Ice,Runeglass,,Runeglass_Gem_Moonstone_Ice
Runeglass_Gem_Moonstone_Void,Runeglass,,Runeglass_Gem_Moonstone_Void
Runeglass_Gem_Moonstone_Lightning,Runeglass,,Runeglass_Gem_Moonstone_Lightning
Runeglass_Gem_Moonstone_Nature,Runeglass,,Runeglass_Gem_Moonstone_Nature
Runeglass_Gem_Moonstone_Arcane,Runeglass,,Runeglass_Gem_Moonstone_Arcane
Runeglass_Gem_Moonstone_Melee,Runeglass,,Runeglass_Gem_Moonstone_Melee
Runeglass_Gem_Moonstone_Ranged,Runeglass,,Runeglass_Gem_Moonstone_Ranged
Runeglass_Gem_Onyx_Heal,Runeglass,,Runeglass_Gem_Onyx_Heal
Runeglass_Gem_Onyx_Stamina,Runeglass,,Runeglass_Gem_Onyx_Stamina
Runeglass_Gem_Onyx_Mana,Runeglass,,Runeglass_Gem_Onyx_Mana
Runeglass_Gem_Onyx_Fire,Runeglass,,Runeglass_Gem_Onyx_Fire
Runeglass_Gem_Onyx_Ice,Runeglass,,Runeglass_Gem_Onyx_Ice
Runeglass_Gem_Onyx_Void,Runeglass,,Runeglass_Gem_Onyx_Void
Runeglass_Gem_Onyx_Lightning,Runeglass,,Runeglass_Gem_Onyx_Lightning
Runeglass_Gem_Onyx_Nature,Runeglass,,Runeglass_Gem_Onyx_Nature
Runeglass_Gem_Onyx_Arcane,Runeglass,,Runeglass_Gem_Onyx_Arcane
Runeglass_Gem_Onyx_Melee,Runeglass,,Runeglass_Gem_Onyx_Melee
Runeglass_Gem_Onyx_Ranged,Runeglass,,Runeglass_Gem_Onyx_Ranged
Runeglass_Gem_Opal_Heal,Runeglass,,Runeglass_Gem_Opal_Heal
Runeglass_Gem_Opal_Stamina,Runeglass,,Runeglass_Gem_Opal_Stamina
Runeglass_Gem_Opal_Mana,Runeglass,,Runeglass_Gem_Opal_Mana
Runeglass_Gem_Opal_Fire,Runeglass,,Runeglass_Gem_Opal_Fire
Runeglass_Gem_Opal_Ice,Runeglass,,Runeglass_Gem_Opal_Ice
Runeglass_Gem_Opal_Void,Runeglass,,Runeglass_Gem_Opal_Void
Runeglass_Gem_Opal_Lightning,Runeglass,,Runeglass_Gem_Opal_Lightning
Runeglass_Gem_Opal_Nature,Runeglass,,Runeglass_Gem_Opal_Nature
Runeglass_Gem_Opal_Arcane,Runeglass,,Runeglass_Gem_Opal_Arcane
Runeglass_Gem_Opal_Melee,Runeglass,,Runeglass_Gem_Opal_Melee
Runeglass_Gem_Opal_Ranged,Runeglass,,Runeglass_Gem_Opal_Ranged
Runeglass_Gem_Ruby_Heal,Runeglass,,Runeglass_Gem_Ruby_Heal
Runeglass_Gem_Ruby_Stamina,Runeglass,,Runeglass_Gem_Ruby_Stamina
Runeglass_Gem_Ruby_Mana,Runeglass,,Runeglass_Gem_Ruby_Mana
Runeglass_Gem_Ruby_Fire,Runeglass,,Runeglass_Gem_Ruby_Fire
Runeglass_Gem_Ruby_Ice,Runeglass,,Runeglass_Gem_Ruby_Ice
Runeglass_Gem_Ruby_Void,Runeglass,,Runeglass_Gem_Ruby_Void
Runeglass_Gem_Ruby_Lightning,Runeglass,,Runeglass_Gem_Ruby_Lightning
Runeglass_Gem_Ruby_Nature,Runeglass,,Runeglass_Gem_Ruby_Nature
Runeglass_Gem_Ruby_Arcane,Runeglass,,Runeglass_Gem_Ruby_Arcane
Runeglass_Gem_Ruby_Melee,Runeglass,,Runeglass_Gem_Ruby_Melee
Runeglass_Gem_Ruby_Ranged,Runeglass,,Runeglass_Gem_Ruby_Ranged
Runeglass_Gem_Sapphire_Heal,Runeglass,,Runeglass_Gem_Sapphire_Heal
Runeglass_Gem_Sapphire_Stamina,Runeglass,,Runeglass_Gem_Sapphire_Stamina
Runeglass_Gem_Sapphire_Mana,Runeglass,,Runeglass_Gem_Sapphire_Mana
Runeglass_Gem_Sapphire_Fire,Runeglass,,Runeglass_Gem_Sapphire_Fire
Runeglass_Gem_Sapphire_Ice,Runeglass,,Runeglass_Gem_Sapphire_Ice
Runeglass_Gem_Sapphire_Void,Runeglass,,Runeglass_Gem_Sapphire_Void
Runeglass_Gem_Sapphire_Lightning,Runeglass,,Runeglass_Gem_Sapphire_Lightning
Runeglass_Gem_Sapphire_Nature,Runeglass,,Runeglass_Gem_Sapphire_Nature
Runeglass_Gem_Sapphire_Arcane,Runeglass,,Runeglass_Gem_Sapphire_Arcane
Runeglass_Gem_Sapphire_Melee,Runeglass,,Runeglass_Gem_Sapphire_Melee
Runeglass_Gem_Sapphire_Ranged,Runeglass,,Runeglass_Gem_Sapphire_Ranged
Runeglass_Gem_Topaz_Heal,Runeglass,,Runeglass_Gem_Topaz_Heal
Runeglass_Gem_Topaz_Stamina,Runeglass,,Runeglass_Gem_Topaz_Stamina
Runeglass_Gem_Topaz_Mana,Runeglass,,Runeglass_Gem_Topaz_Mana
Runeglass_Gem_Topaz_Fire,Runeglass,,Runeglass_Gem_Topaz_Fire
Runeglass_Gem_Topaz_Ice,Runeglass,,Runeglass_Gem_Topaz_Ice
Runeglass_Gem_Topaz_Void,Runeglass,,Runeglass_Gem_Topaz_Void
Runeglass_Gem_Topaz_Lightning,Runeglass,,Runeglass_Gem_Topaz_Lightning
Runeglass_Gem_Topaz_Nature,Runeglass,,Runeglass_Gem_Topaz_Nature
Runeglass_Gem_Topaz_Arcane,Runeglass,,Runeglass_Gem_Topaz_Arcane
Runeglass_Gem_Topaz_Melee,Runeglass,,Runeglass_Gem_Topaz_Melee
Runeglass_Gem_Topaz_Ranged,Runeglass,,Runeglass_Gem_Topaz_Ranged
