SpellID,StatusEffects,StatusEffectDurations,Revive,Siphon,AttachToOwner,StickWhenAttached,StoreOffsetWhenStuckToGDE,SpawnSecondaryOnElapsed,SpawnSecondaryOnCollision,EndOnCasterDeath,IgnoreTargetIfAtDeathsDoor,IgnoreTargetIfDead,UseCameraTargetLock,TrackNumInVolume,ClearOnExit,ClearOnEnd,ManaCost,UseStatusEffectDuration,Duration,DurationScaling,Height,Length,Radius,InnerRadius,RadiusScaling,MaxRadiusScaling,CastDistance,CastHeight,CastRadius,ConeAngle,ConeWidth,ChannelTime,ChainDelayDuration,MaxChainNum,UseChainCasterPaperdoll,NumToSpawn,NumToSpawnBeforeFail,SpawnRate,SpawnAngle,SecondarySpellProjectileLaunchAngles,ScaleWithCharacterBoundingBox,ScaleWithDynamicScale,TargetTypes,SpellTypes,CastingTypes,HitAiTarget,OverrideTargetForAiThreat,ShapeTypes,DamageType,CheckObstructions,IgnoreOverheadCollision,IgnoreStructures,IgnoreSelf,RangedAttackProfile,RangedAttackName,FireJointName,ProjPosOffsetX,ProjPosOffsetY,ProjPosOffsetZ,ProjRotOffsetX,ProjRotOffsetY,ProjRotOffsetZ,CharRelPosOffsetX,CharRelPosOffsetY,CharRelPosOffsetZ,CharRelRotOffsetX,CharRelRotOffsetY,CharRelRotOffsetZ,ProjRaycastOrientation,BaseDamage,DamageTable,DamageTableRow,AbilityId,TargetAbilityCondition,BeamEffect,IndicatorVFX,SpellPrefabPath,SecondaryPrefabPath,SecondarySpellID,TertiaryPrefabPath,TertiarySpellID
IceMagic_Spell_Shower_Frostbite_Rend,IceMagic_Frostbite_Rend,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,,,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,,,,,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceMagic_Spell_Shower_Frostbite_Rend_DeadlyFrost,"IceMagic_Frostbite_Rend_DeadlyFrost,IceMagic_Frostbite_DeadlyFrost",,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,,,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,,,,,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceMagic_Spell_Shower_Frostbite_UltimateChill,"IceMagic_Frostbite,IceMagic_UltimateChill",,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,,,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,,,,,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceMagic_Spell_Shower_Frostbite_Rend_UltimateChill,"IceMagic_Frostbite_Rend,IceMagic_UltimateChill",,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,,,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,,,,,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceMagic_Spell_Shower_Frostbite_Rend_DeadlyFrost_UltimateChill,"IceMagic_Frostbite_Rend_DeadlyFrost,IceMagic_Frostbite_DeadlyFrost,IceMagic_UltimateChill",,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,,,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,,,,,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceMagic_Spell_Shower_Quick,IceMagic_QuickShower,,,,,,,,,,true,true,,,false,false,Zero_Mana,true,-1,,,,,,,,,,,,,,,,,,,,,,,,Friend,Elemental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceMagic_Spell_Shower_UltimateChill4,IceMagic_UltimateChill,,,,,,,,,,true,true,,,false,false,Zero_Mana,true,3700,,3,0.5,0.5,,,,3,6,5,,,0,,,,,,,,,,,Enemy,Elemental,AoE,,,Box,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_shower_ultimatechill,,,,
IceMagic_Spell_Shower_UltimateChill7,IceMagic_UltimateChill,,,,,,,,,,true,true,,,false,false,Zero_Mana,true,6700,,3,0.5,0.5,,,,3,6,5,,,0,,,,,,,,,,,Enemy,Elemental,AoE,,,Box,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_shower_ultimatechill,,,,
IceMagic_Spell_Pylon,,,,,,,,,,,,,,,false,false,Zero_Mana,true,100000,,2,,20,,,,2,4,5,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,true,NoShape,Ice,,true,,,,,fireJoint,,,,,,,,2,,,,,,,DamageTable,IceMagic_Pylon,,,,,Items/Weapons/Ice_Pylon,,,,
IceMagic_Spell_Pylon_Regen,,,,,,,,,,,,,,,false,false,Zero_Mana,true,100000,,2,,20,,,,2,4,5,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,true,NoShape,Ice,,true,,,,,fireJoint,,,,,,,,2,,,,,,,DamageTable,IceMagic_Pylon,,,,,Items/Weapons/Ice_Pylon_Regen,,,,
IceMagic_Spell_Pylon_Refresh,,,,,,,,,,,,,,,false,false,Zero_Mana,true,100000,,2,,20,,,,2,4,5,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,true,NoShape,Ice,,true,,,,,fireJoint,,,,,,,,2,,,,,,,DamageTable,IceMagic_Pylon,,,,,Items/Weapons/Ice_Pylon_Refresh,,,,
IceMagic_Spell_Pylon_Ultimate,,,,,,,,,,,,,,,false,false,Zero_Mana,true,100000,,2,,20,,,,2,4,5,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,true,NoShape,Ice,,true,,,,,fireJoint,,,,,,,,2,,,,,,,DamageTable,IceMagic_Pylon,,,,,Items/Weapons/Ice_Pylon_Ultimate,,,,
IceMagic_Pylon_Projectile,,,,,,,,,,,,,,,,true,Zero_Mana,false,-1,,,,,,,,20,,,,,0,,,,,,,,,,,Enemy,Ability,Projectile,,,,Ice,,true,,,IceMagic,Pylon,fireJoint,,,,,,,,,,,,,,,DamageTable,IceMagic_Pylon,,,,,Items/Weapons/IceMagic_Pylon_proj,,,,
IceMagic_Spell_PylonBurst,,,,,,,,,,,,,,,true,true,,false,100,,1,,3,,,,1,1,1,,,0,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_PylonBurst,,,,,Items/Weapons/Ice_Pylon_Burst_Damage,,,,
IceMagic_Spell_Pylon_UI,,,,,,,,,,,,,,,true,true,IceMagic_IcePylon,false,2000,,2,,0.5,,,,1.1,5,0,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,NoShape,Ice,,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Pylon,,,,,Items/Weapons/Ice_Pylon,,,,
IceMagic_Spell_Entomb,,,,,true,,,,,,,,,,true,true,IceMagic_Entombed,false,-1,,5,,5,,,,1,5,5,,,0,,,,,,,,,,,Friend,Elemental,AoE,,,Sphere,Ice,,true,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/Ice_Entomb,,,,
IceMagic_Spell_WindChill_UI,,,,,,,,,,,,,,,true,true,IceMagic_WindChill,false,2000,,2,,0.5,,,,1.1,5,0,,,0,,,,6,0,,,,,,Enemy,Ability,PathOfDestiny,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Spikes,,,,,Items/Weapons/Ice_Spike_Spawner,Items/Weapons/Ice_Spike_Small,,,
IceMagic_Spell_Spikes_UI,,,,,,,,,,,,,,,true,true,IceMagic_Spikes,false,2000,,2,,0.5,,,,1.1,5,0,,,0,,,,6,0,,,,,,Enemy,Ability,PathOfDestiny,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Spikes,,,,,Items/Weapons/Ice_Spike_Spawner,Items/Weapons/Ice_Spike_Small,,,
IceMagic_Spell_Spikes,,,,,,,,,,,,,,,true,true,Zero_Mana,false,2500,,1.5,,0.5,,,,1.1,3,0,,,0,,,,7,0,,,,,,Enemy,Ability,IceSpikes,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Spikes,,,,,Items/Weapons/Ice_Spike_Spawn,,,,
IceMagic_Spell_Spikes_Reach,,,,,,,,,,,,,,,true,true,Zero_Mana,false,2500,,1.5,,0.5,,,,1.1,3,0,,,0,,,,7,0,,,,,,Enemy,Ability,IceSpikes,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Spikes,,,,,Items/Weapons/Ice_Spike_Spawn_Reach,,,,
IceMagic_Spell_Spikes_Spawn_End,,,,,,,,,,,,,,,true,true,Zero_Mana,false,1000,,1.5,,1,,,,0,3,0,,,0,,,,1,0,,,,,,Enemy,Ability,AoE,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Spikes_End,,,,,Items/Weapons/Ice_Spike_End,,,,
IceMagic_Spell_Spikes_Spawn_End1,,,,,,,,,,,,,,,true,true,Zero_Mana,false,1000,,2,,1,,,,2.2,4,0,,,0,,,,1,0,,,,,,Enemy,Ability,PathOfDestiny,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Spikes_End,,,,,Items/Weapons/Ice_Spike_Spawner,Items/Weapons/Ice_Spike_End,,,
IceMagic_Spell_Spikes_Spawn_End2,,,,,,,,,,,,,,,true,true,Zero_Mana,false,1000,,2.5,,1,,,,3.3,5,0,,,0,,,,1,0,,,,,,Enemy,Ability,PathOfDestiny,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Spikes_End,,,,,Items/Weapons/Ice_Spike_Spawner,Items/Weapons/Ice_Spike_End,,,
IceMagic_Spell_Spikes_Spawn_End3,,,,,,,,,,,,,,,true,true,Zero_Mana,false,1000,,3,,1,,,,4.4,6,0,,,0,,,,1,0,,,,,,Enemy,Ability,PathOfDestiny,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Spikes_End,,,,,Items/Weapons/Ice_Spike_Spawner,Items/Weapons/Ice_Spike_End,,,
IceMagic_Spell_Spikes_Spawn_End4,,,,,,,,,,,,,,,true,true,Zero_Mana,false,1000,,3.4,,1,,,,5.5,7,0,,,0,,,,1,0,,,,,,Enemy,Ability,PathOfDestiny,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Spikes_End,,,,,Items/Weapons/Ice_Spike_Spawner,Items/Weapons/Ice_Spike_End,,,
IceMagic_Spell_Spikes_Spawn_End5,,,,,,,,,,,,,,,true,true,Zero_Mana,false,1000,,3.4,,1,,,,6.6,7,0,,,0,,,,1,0,,,,,,Enemy,Ability,PathOfDestiny,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Spikes_End,,,,,Items/Weapons/Ice_Spike_Spawner,Items/Weapons/Ice_Spike_End,,,
IceMagic_Spell_Spikes_Spawn_End_Reach,,,,,,,,,,,,,,,true,true,Zero_Mana,false,1000,,1.5,,1,,,,0,3,0,,,0,,,,1,0,,,,,,Enemy,Ability,AoE,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Spikes_End,,,,,Items/Weapons/Ice_Spike_End_Reach,,,,
IceMagic_Spell_Spikes_Spawn_End1_Reach,,,,,,,,,,,,,,,true,true,Zero_Mana,false,1000,,2,,1,,,,2.2,4,0,,,0,,,,1,0,,,,,,Enemy,Ability,PathOfDestiny,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Spikes_End,,,,,Items/Weapons/Ice_Spike_Spawner,Items/Weapons/Ice_Spike_End_Reach,,,
IceMagic_Spell_Spikes_Spawn_End2_Reach,,,,,,,,,,,,,,,true,true,Zero_Mana,false,1000,,2.5,,1,,,,3.3,5,0,,,0,,,,1,0,,,,,,Enemy,Ability,PathOfDestiny,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Spikes_End,,,,,Items/Weapons/Ice_Spike_Spawner,Items/Weapons/Ice_Spike_End_Reach,,,
IceMagic_Spell_Spikes_Spawn_End3_Reach,,,,,,,,,,,,,,,true,true,Zero_Mana,false,1000,,3,,1,,,,4.4,6,0,,,0,,,,1,0,,,,,,Enemy,Ability,PathOfDestiny,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Spikes_End,,,,,Items/Weapons/Ice_Spike_Spawner,Items/Weapons/Ice_Spike_End_Reach,,,
IceMagic_Spell_Spikes_Spawn_End4_Reach,,,,,,,,,,,,,,,true,true,Zero_Mana,false,1000,,3.4,,1,,,,5.5,7,0,,,0,,,,1,0,,,,,,Enemy,Ability,PathOfDestiny,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Spikes_End,,,,,Items/Weapons/Ice_Spike_Spawner,Items/Weapons/Ice_Spike_End_Reach,,,
IceMagic_Spell_Spikes_Spawn_End5_Reach,,,,,,,,,,,,,,,true,true,Zero_Mana,false,1000,,3.4,,1,,,,6.6,7,0,,,0,,,,1,0,,,,,,Enemy,Ability,PathOfDestiny,,,Sphere,Ice,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,IceMagic_Spikes_End,,,,,Items/Weapons/Ice_Spike_Spawner,Items/Weapons/Ice_Spike_End_Reach,,,
IceMagic_Spiky_Reach_Projectile,,,,,,,,,,,,,,,,true,Zero_Mana,false,-1,,,,,,,,3,,,,,0,,,,,,,,,,,Enemy,Ability,Projectile,,,,Ice,,true,,,IceMagic,SpikyReach,,,,1,,,,,,,,,,,,DamageTable,IceMagic_Spike_Reach,,,,,Items/Weapons/IceMagic_Spike_Reach_proj,,,,
