SpellID,StatusEffects,StatusEffectDurations,Revive,Siphon,AttachToOwner,StickWhenAttached,StoreOffsetWhenStuckToGDE,DoNotSyncToJointOnClient,UseDirectTargetAsAttachOwner,SpawnSecondaryOnElapsed,SpawnSecondaryOnCollision,EndOnCasterDeath,IgnoreTargetIfAtDeathsDoor,IgnoreTargetIfDead,UseCameraTargetLock,TrackNumInVolume,ClearOnExit,ClearOnEnd,ManaCost,UseStatusEffectDuration,Duration,DurationScaling,Height,Length,Radius,InnerRadius,RadiusScaling,MaxRadiusScaling,CastDistance,CastHeight,CastRadius,ConeAngle,ConeWidth,ChannelTime,ChainDelayDuration,MaxChainNum,UseChainCasterPaperdoll,SpawnBeamCasterJoint,NumToSpawn,NumToSpawnBeforeFail,SpawnRate,SpawnAngle,EvenlyDistributeMeteorSpawns,SecondarySpellProjectileLaunchAngles,SecondaryProjectileLaunchMinZSpeeds,SecondaryProjectileLaunchMaxZSpeeds,SecondaryProjectileLaunchZOffset,IgnoreRotationForSecondaryProjectileLaunchZSpd,ScaleWithCharacterBoundingBox,ScaleWithDynamicScale,TargetTypes,SpellTypes,CastingTypes,HitAiTarget,OverrideTargetForAiThreat,ShapeTypes,DamageType,CheckObstructions,IgnoreOverheadCollision,IgnoreStructures,IgnoreSelf,IsUnaffiliated,WeaponSlotOverride,RangedAttackProfile,RangedAttackName,FireJointName,ProjPosOffsetX,ProjPosOffsetY,ProjPosOffsetZ,ProjRotOffsetX,ProjRotOffsetY,ProjRotOffsetZ,CharRelPosOffsetX,CharRelPosOffsetY,CharRelPosOffsetZ,CharRelRotOffsetX,CharRelRotOffsetY,CharRelRotOffsetZ,AOECharRelPosOffsetX,AOECharRelPosOffsetY,AOECharRelPosOffsetZ,AOECharRelRotOffsetX,AOECharRelRotOffsetY,AOECharRelRotOffsetZ,ProjRaycastOrientation,BaseDamage,DamageTable,DamageTableRow,AbilityId,TargetAbilityCondition,BeamEffect,IndicatorVFX,SpellPrefabPath,SecondaryPrefabPath,SecondarySpellID,TertiaryPrefabPath,TertiarySpellID
AI_PalatineSword_LostBreaker_Tel,,,,,,,,,,,,true,true,,,,true,true,,false,4800,,1,,32,,,,60,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Cylinder,,,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_PalatineSword_Spell_LostBreaker_Tel,,,,
AI_PalatineSword_OnHitCleanse,AI_PalatineSwordsman_OnHitCleanse,,,,true,,,,,,,true,true,,,,false,false,,true,20000,,5,,14,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Friend,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/MotherwellElk_Spell_Cleanse,,,,
AI_PalatineDeath_AuthorizeChampionAssign,AI_IoN_EncManagement_ChampionAssignAuthorizer,,,,true,,,,,,,false,false,false,,,false,true,,false,4000,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,All,Elemental,AoE,,,Sphere,,,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_PalatineGuards_Signal_Kneeling,,,,
AI_LostHeiress_PurgingBlade_Cast,,,,,,,,,,,,,,,,,,true,,,7000,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,Arcane,,,,,,,AI_Ranged_AOE,AlignSpawnsWithTerrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_LostHeiress_PurgingBlade,,,,
AI_LostHeiress_PurgingBlade_Destroyable,,,,,,,,,,,,true,,,,true,false,false,,false,-1,,0,,2.7,,,,10,10,5,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,Nature,false,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/Lost_Heiress_PurgingBlade_DestroyableEntity,,,,
AI_LostHeiress_PurgingBlade_AbyssLess,,,,,,,,,,,,,,,,,,true,,,7000,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,Arcane,,,,,,,AI_Ranged_AOE,AlignSpawnsWithTerrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/Lost_HeiressShadow_PurgingBlade,,,,
AI_LostHeiress_PurgingBlade_AbyssLess_Destroyable,,,,,,,,,,,,true,,,,true,false,false,,false,-1,,0,,2.7,,,,10,10,5,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,Nature,false,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/Lost_HeiressShadow_PurgingBlade_Destroyable,,,,
AI_PG_DesignateChampion,AI_Palatine_Champion,,,,,,,,,,,,false,false,,,false,false,,true,5000,,0.1,,0.0001,,,,50,0,,,,,,,,,,,,,,,,,,,,,Friend,Elemental,Direct,,,Sphere,,,true,,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_Palatine_ChampionAssigner,,,,
AI_LostHeiress_RiseAgain,AI_LostHeiress_RiseAgainAuthorizer,,,,,,,,,,,,false,false,,,false,true,,true,6000,,0.1,,0.001,,,,50,0,,,,,,,,,,,,,,,,,,,,,Friend,Elemental,Direct,,,Sphere,,,true,,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_LostHeiress_RiseAgain,,,,
AI_LostHeiress_RiseAgainAoE,AI_LostHeiress_RiseAgainAuthorizer,,,,true,,,,,,,false,false,false,,,false,false,,true,3000,,45,,45,,,,0,0,,,,,,,,,,,,,,,,,,,,,Friend,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_LostHeiress_RiseAgainAoE,,,,
AI_LostHeiress_ExpungeMark,AI_Dahut_AbyssMark_Expunge,,,,true,,,,true,,,,false,,,,false,true,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_LostHeiress_ExpungeMark,,,,
AI_LostHeiress_AbyssMarkActivator,AI_Dahut_AbyssMark_Activator,,,,,,true,,,,,,false,,,,true,true,,,30000,,2,,35,,,,60,60,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Cylinder,Thrust,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_LostHeiress_AbyssMark_Activator,,,,
AI_LostHeiress_AbyssMarkActivatedRemoval,AI_Dahut_AbyssMark_ActivatedRemover,,,,,,true,,,,,,false,,,,false,true,,,2000,,2,,35,,,,60,60,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Cylinder,Thrust,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_LostHeiress_AbyssMark_RemoveActivatedMark,,,,
AI_LostHeiress_DoD_Target,,,,,true,,,,true,,,,true,,,,,true,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_LostHeiress_DoD_Target,,,,
AI_LostHeiress_AbyssMarkChecker,,,,,true,,,,true,,,,true,,,true,true,true,,false,1300,,5,,0.1,,,,100,100,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,Direct,,,Cylinder,Arcane,false,true,,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,,,,,,,,,,IoNLostYsHeiressDamageTable,NoDamage,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_Dahut_AbyssMark_Counter,,,,
AI_LostHeiress_DoD_Delivery,,,,,,,,,,,,,true,,,,,true,,false,1000,,3,,4.5,,,,,,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,Slash,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IoNLostYsHeiressDamageTable,Attack_DanceOfDeath_Regular,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/Lost_Heiress_DanceOfDeath_Delivery,,,,
AI_LostHeiress_DoD_Finisher,AI_Dahut_DoDSoak_Call,,,,true,,true,,true,,true,true,true,,,,,true,,,6500,,3,,5,,,,60,60,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,Direct,,,Cylinder,Thrust,false,false,,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/Lost_Heiress_DanceOfDeath_Soak,,,,
AI_LostHeiress_AbyssMarkApplier,AI_Dahut_AbyssMark,,,,,,,,,,,,true,,,true,false,false,,true,5000,,5,,0.2,,,,100,100,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,Direct,,,Cylinder,Arcane,false,true,,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_Soulharvester_GeyserFinisher,,,,
AI_LostHeiress_Mystic_Disruption,,,,,true,,,,true,,true,true,true,,,,,true,,,10700,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_LostHeiress_Mystic_Disruption_Spin,,,,
AI_LostHeiress_AbyssMark_MassRemove,AI_PalatineDeath_AbyssMark_Expunge,,,,false,,,,,,,false,false,false,,,false,false,,false,3000,,70,,70,,,,0,0,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_LostHeiress_AbyssMark_MassRemove,,,,
AI_LostHeiress_Signature_Check_Signal,AI_Dahut_Signature_Check,,,,false,,,,,,,,,,,,false,false,,true,3000,,30,,100,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Friend,Elemental,AoE,,,Sphere,,,true,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_LostHeiress_Signature_Check_Signal,,,,
AI_LostHeiress_Pushback,,,,,,,,,,,,,,,,,false,false,,false,1700,,7,,20,,67,67,0,0,,0,0,0,,,,,,,,,,,,,,,,,Enemy,Ability,AoE,,,Cylinder,,,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,IoNLostYsHeiressDamageTable,Attack_Pushback,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_LostHeiress_PhaseTransition_Pushback,,,,
AI_LostHeiress_ClearPurgingBlades,AI_TwinJesters_AddKiller,,,,,,,,,,,true,,,,true,false,false,,false,2000,,25,,60,,,,0,0,10,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,true,,Cylinder,,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/TwinJesters_AI_Siphon,,,,
AI_LostHeiress_RiseAgain_Check_Signal,AI_Dahut_RiseAgain_Check,,,,false,,,,,,,,,,,,true,true,,false,15000,,30,,70,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Friend,Elemental,AoE,,,Sphere,,,true,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_LostHeiress_Signature_Check_Signal,,,,
AI_LostHeiress_Deathrattle,AI_IoN_EncManagement_DahutDeathSignal,,,,true,,,,,,,false,false,false,,,false,false,,false,5500,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,All,Elemental,AoE,,,Sphere,,,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_PalatineGuards_Signal_Dead,,,,
AI_LostHeiress_Cleaner,AI_Dahut_PurgingBladeKiller,,,,,,,,,,,false,false,false,,true,false,false,,false,2000,,25,,35,,,,0,0,10,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,true,,Cylinder,,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_Dahut_PurgingBladeCleaner,,,,
AI_LostHeiress_Cleaner_Precast,,,,,,,,,,,,false,false,false,,true,false,false,,false,500,,1,,1,,,,0,0,0,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,,,Cylinder,,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_Dahut_PurgingBladeCleaner,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_Dahut_PurgingBladeCleaner,AI_LostHeiress_Cleaner,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_LostHeiress_AbyssMark_MassRemove,AI_LostHeiress_AbyssMark_MassRemove
AI_Sacrifice_PalatineDeath_BodyBurst,,,,,,,,,,,,,,,,,false,false,,false,6000,,1,,1,,,,0,0,,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,,,Sphere,,,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_PalatineGuards_Sacrifice_Burst,,,,
AI_LostHeiress_RiseAgain_TempFix,AI_LostHeiress_RiseAgainAuthorizer,,,,true,,,,true,,true,true,false,,,,,true,,,6000,,3,,0.1,,,,100,100,,,,,,,,,,,,,,,,,,,,,Friend,Elemental,AoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_LostHeiress_RiseAgain,,,,
AI_LostHeiress_WitheringWave,,,,,,,,,,,,true,true,true,,,,true,,false,4000,,,,,,,,80,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Ability,Projectile,,,Box,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter2_HeiressAndPG/AI_LostHeiress_WitheringWave_ProjectileLess,,,,
AI_TwinJesters_Fiery_Cackle_Trail,,,,,,,,,,,,true,true,true,,,true,true,,false,10000,,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Box,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/Twin_Jesters_Fiery_Cackle_Trail,,,,
AI_TwinJesters_Fiery_Cackle_Trail_Shadow,,,,,,,,,,,,true,true,true,,,true,true,,false,10000,,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Box,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/Twin_Jesters_Fiery_Cackle_Trail_Shadow,,,,
AI_TwinJesters_Interlude_01,,,,,true,,,,true,,,true,false,false,,,true,true,,false,2000,,25,,150,,,,12,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/AI_Interlude,,,,
AI_TwinJesters_Interlude_02,,,,,true,,,,true,,,true,false,false,,,true,true,,false,2000,,25,,150,,,,12,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/AI_Interlude_02,,,,
AI_TwinJesters_Interlude_03,,,,,true,,,,true,,,true,false,false,,,true,true,,false,2000,,25,,150,,,,12,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/AI_Interlude_03,,,,
AI_TwinJesters_Interlude_04,,,,,true,,,,true,,,true,false,false,,,true,true,,false,2000,,25,,150,,,,12,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/AI_Interlude_04,,,,
AI_TwinJesters_Interlude_05,,,,,true,,,,true,,,true,false,false,,,true,true,,false,2000,,25,,150,,,,12,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/AI_Interlude_05,,,,
AI_TwinJesters_Interlude_06,,,,,true,,,,true,,,true,false,false,,,true,true,,false,2000,,25,,150,,,,12,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/AI_Interlude_06,,,,
AI_TwinJesters_Interlude_07,,,,,true,,,,true,,,true,false,false,,,true,true,,false,2000,,25,,150,,,,12,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/AI_Interlude_07,,,,
AI_TwinJesters_GrandFinale,,,,,true,,,,true,,,true,false,false,,,true,true,,false,2000,,25,,150,,,,12,0,,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,true,,Sphere,,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,LostTwinJestersDamageTable,Lost_TwinJesters_GrandFinale,,,,,Characters/SpellSlices/Twin_Jesters/AI_GrandFinale,,,,
AI_TwinJesters_Siphon,AI_TwinJesters_AddKiller,,,,,,,,,,,true,true,true,,true,false,false,,false,2000,,25,,20,,,,0,0,10,,,0,,,,,,,,,,,,,,,,,Friend,Elemental,AoE,true,,Cylinder,,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/TwinJesters_AI_Siphon,,,,
AI_TwinJesters_Add_Heal,AI_TwinJesters_SiphonHeal,,,,true,,,,,,,,false,true,,,false,false,,true,150,,25,,150,,,,0,0,,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,,,Sphere,,false,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/TwinJesters_AI_Add_Siphon_Heal,,,,
AI_TwinJesters_SpawnSTDExplosions,,,,,,,,,true,,,false,true,false,,true,false,true,,false,500,,25,,150,,,,0,0,10,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,true,,Cylinder,,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/TwinJesters_AI_SpawnSTDExplosions,,,,
AI_TwinJesters_CancelSTDExplosions,,,,,,,,,true,,,false,false,false,,true,false,true,,false,500,,25,,150,,,,0,0,10,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,true,,Cylinder,,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/TwinJesters_AI_CancelSTDExplosions,,,,
AI_TwinJesters_SiphonVFX,,,,,true,true,,,true,,,false,false,false,,,false,false,,false,2000,,5,,3,,,,0,0,3,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,true,,Cylinder,,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter1_Jester/SpellSlices/AI_Siphon_VFX,,,,
AI_TwinJesters_HellRing,AI_TwinJesters_Hellring_Burn,9999,,,true,,,,true,,,true,true,true,,,true,true,,false,14000,,100,,53,17,,,0,0,10,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,SquareToroid,,false,true,true,true,,,,,,,,,,,,,,-15,,,,,,,,,,,,LostTwinJestersDamageTable,Lost_TwinJesters_HellRing_Hit,,,,,Characters/SpellSlices/Twin_Jesters/TwinJesters_AI_HellRing,,,,
AI_TwinJesters_GoneInSmoke_Cast,,,,,,,,,,,,false,,,,,true,true,,false,-1,,5,,5,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/TwinJesters_GoneInSmoke_Smoke,,,,
AI_TwinJesters_GoneInSmoke_Cast_Shadow,,,,,,,,,,,,false,,,,,true,true,,false,-1,,5,,5,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/TwinJesters_GoneInSmoke_Smoke_Shadow,,,,
AI_TwinJesters_Player_Explosion,,,,,true,,,,true,,,false,,true,,,false,false,,false,-1,,2,,2,,,,0,0,,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,,,Sphere,,false,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter1_Jester/SpellSlices/AI_Player_Explosion,,,,
AI_TwinJesters_DestroyInterludeClones,,,,,,,,,,,,true,false,false,,,true,true,,false,100,,25,,150,,,,12,0,,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,,,Sphere,,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/TwinJesters_AI_DestroyInterludeClones,,,,
AI_TwinJesters_TMTM_Players,,,,,true,,,,true,,,false,,false,,,true,true,,false,-1,,15,,15,,,,0,0,,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,true,,Sphere,,false,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/Twin_Jesters/AI_Player_TMTM,,,,
AI_AutodeliveredSurprise_Explosion,,,,,,,,,,,,false,,,,,true,true,,false,100,,4.5,,4.5,,,,0,0,,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,,,Sphere,Fire,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,ExplosiveSproutFireDamageTable,Spell_Self_Destruct_Physical,,,,,Dungeon/Raid_MonarchBluff/Encounter1_Jester/SpellSlices/AI_AutodeliveredSurprise_Explosion,,,,
AI_Barrel_Drop,,,,,true,,,,,,,,,,,,false,false,,true,8000,,10,,8,,,,0,0,,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter1_Jester/SpellSlices/AI_IoN_DropBarrel,,,,
AI_LostThorpe_RelicChannel,,,,,true,,,,true,,,true,,,,,,true,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/LostThorpe/AI_IoN_Lost_Thorpe_RelicChannel,,,,
AI_LostThorpe_RelicChannel_02,,,,,true,,,,true,,,true,,,,,,true,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/LostThorpe/AI_IoN_Lost_Thorpe_RelicChannel_02,,,,
AI_LostThorpe_RelicChannel_03,,,,,true,,,,true,,,true,,,,,,true,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/LostThorpe/AI_IoN_Lost_Thorpe_RelicChannel_03,,,,
AI_IoN_Lost_Thorpe_SpearBearer,,,,,true,,,,,,,false,,,,,true,true,,false,-1,,5,,5,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/LostThorpe/AI_IoN_Lost_Thorpe_SpearBearer,,,,
AI_IoN_Lost_Thorpe_SpearDropped,,,,,,,,,,,,false,false,false,,,false,false,,false,10000,,5,,55,,,,0,0,,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,true,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/LostThorpe/AI_IoN_Lost_Thorpe_SpearDropped,,,,
AI_IoN_Lost_Thorpe_BearerDied_Notifier,,,,,,,,,,,,false,,,,,true,true,,false,-1,,5,,65,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/LostThorpe/AI_IoN_Lost_Thorpe_BearerDied_Notifier,,,,
AI_Thorpe_MistShockwave_Projectile_Cleave1,,,,,,,,,,,,true,true,true,,,,,,false,1,,,,0.2,,,,80,10,,,,0,,,,,,,,,,,,,,,,,,Ability,Projectile,,,,,false,true,true,,,,,,,0.5,,-0.85,,,,,,,,,,,,,,,,,,HercyneTyphonDamageTable,Grasping_Thorns_Impact,,,,,Characters/Spellslices/Lostthorpe/AI_IoN_Lost_Thorpe_ShockwaveProjectile_Cleave1,,,,
AI_Thorpe_MistShockwave_Projectile_Cleave2,,,,,,,,,,,,true,true,true,,,,,,false,1,,,,0.2,,,,80,10,,,,0,,,,,,,,,,,,,,,,,,Ability,Projectile,,,,,false,true,true,,,,,,,,,-0.6,,,,,,,,,,,,,,,,,,HercyneTyphonDamageTable,Grasping_Thorns_Impact,,,,,Characters/Spellslices/Lostthorpe/AI_IoN_Lost_Thorpe_ShockwaveProjectile_Cleave2,,,,
AI_Thorpe_MistShockwave_Projectile_Cleave3,,,,,,,,,,,,true,true,true,,,,,,false,1,,,,0.2,,,,80,10,,,,0,,,,,,,,,,,,,,,,,,Ability,Projectile,,,,,false,true,true,,,,,,,,,-0.75,,,,,,,,,,,,,,,,,,HercyneTyphonDamageTable,Grasping_Thorns_Impact,,,,,Characters/Spellslices/Lostthorpe/AI_IoN_Lost_Thorpe_ShockwaveProjectile_Cleave3,,,,
