SpellID,StatusEffects,StatusEffectDurations,Revive,Siphon,AttachToOwner,StickWhenAttached,StoreOffsetWhenStuckToGDE,UseDirectTargetAsAttachOwner,SpawnSecondaryOnElapsed,SpawnSecondaryOnCollision,SpawnSecondaryOnPassthrough,EndOnCasterDeath,IgnoreTargetIfAtDeathsDoor,IgnoreTargetIfDead,UseCameraTargetLock,TrackNumInVolume,ClearOnExit,ClearOnEnd,ManaCost,UseStatusEffectDuration,Duration,DurationScaling,Height,Length,Radius,InnerRadius,RadiusScaling,MaxRadiusScaling,CastDistance,CastHeight,CastRadius,ConeAngle,ConeWidth,ChannelTime,ChainDelayDuration,MaxChainNum,UseChainCasterPaperdoll,NumToSpawn,NumToSpawnBeforeFail,SpawnRate,SpawnAngle,SecondarySpellProjectileLaunchAngles,ScaleWithCharacterBoundingBox,ScaleWithDynamicScale,TargetTypes,SpellTypes,CastingTypes,HitAiTarget,OverrideTargetForAiThreat,ShapeTypes,DamageType,CheckObstructions,IgnoreOverheadCollision,IgnoreStructures,IgnoreSelf,WeaponSlotOverride,RangedAttackProfile,RangedAttackName,FireJointName,ProjPosOffsetX,ProjPosOffsetY,ProjPosOffsetZ,ProjRotOffsetX,ProjRotOffsetY,ProjRotOffsetZ,CharRelPosOffsetX,CharRelPosOffsetY,CharRelPosOffsetZ,CharRelRotOffsetX,CharRelRotOffsetY,CharRelRotOffsetZ,ProjRaycastOrientation,BaseDamage,DamageTable,DamageTableRow,AbilityId,TargetAbilityCondition,BeamEffect,IndicatorVFX,SpellPrefabPath,SecondaryPrefabPath,SecondarySpellID,TertiaryPrefabPath,TertiarySpellID
Spell_LifeStaff_DivineEmbrace_Self_ReducedCost,Status_Ability_Lifestaff_DivineEmbrace,,,,,,,,,,,,,,,,false,false,LifeStaff_TouchOfLife_Mana_Upgrade,true,500,,5,,0.5,,,,25,5,,,,0,,,,,,,,,,,Friend,Celestial,Direct,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,DamageTable,LifeStaff_DivineEmbrace,,,,,Items/Weapons/spell_Life_Staff_TouchofLight,,,,
Spell_LifeStaff_LightsEmbrace,Status_Ability_Lifestaff_LightsEmbrace,,,,,,,,,,,,,,true,,false,false,LifeStaff_LightsEmbrace,true,500,,5,,0.5,,,,25,15,,,,0,,,,,,,,,,,Friend,Celestial,Direct,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,DamageTable,LifeStaff_LightsEmbrace,,,,,Items/Weapons/spell_Life_Staff_LightsEmbrace,,,,
Spell_LifeStaff_LightsEmbrace_Self,Status_Ability_Lifestaff_LightsEmbrace,,,,,,,,,,,,,,,,false,false,LifeStaff_LightsEmbrace,true,500,,5,,0.5,,,,25,5,,,,0,,,,,,,,,,,Friend,Celestial,Direct,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,DamageTable,LifeStaff_LightsEmbrace,,,,,Items/Weapons/spell_Life_Staff_LightsEmbrace,,,,
LifeStaff_TouchOfLight_Channel,,,,,,,,,,,,,,,,,false,false,LifeStaff_LightsEmbrace,true,1000,,5,,1,,,,25,5,,,,1,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_Life_Staff_TouchofLight,,,,
LifeStaff_LightsEmbrace_Channel,,,,,,,,,,,,,,,,,false,false,LifeStaff_LightsEmbrace,true,1000,,5,,1,,,,25,5,,,,1,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_Life_Staff_TouchofLight,,,,
Spell_LifeStaff_SacredGround,Status_Ability_Lifestaff_SacredGround,,,,,,,,,,,,,,true,,true,true,LifeStaff_HealingWave,true,12000,,5,,3,,,,25,15,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,DamageTable,Lifestaff_SacredGround,,,,,Items/Weapons/spell_aoe_heal_foe,Items/Weapons/spell_life_staff_smite,LifeStaff_Smite,,
Spell_LifeStaff_SacredGround_Upgrade,"Status_Ability_Lifestaff_SacredGround,Status_Ability_Lifestaff_SacredGround_Upgrade",,,,,,,,,,,,,,true,,true,true,LifeStaff_HealingWave,true,12000,,5,,3,,,,25,15,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,DamageTable,Lifestaff_SacredGround,,,,,Items/Weapons/spell_aoe_heal_foe,,,,
Spell_LifeStaff_SacredGround_Upgrade2,"Status_Ability_Lifestaff_SacredGround,Status_Ability_Lifestaff_SacredGround_Upgrade,Status_Ability_Lifestaff_SacredGround_Upgrade2",,,,,,,,,,,,,,true,,true,true,LifeStaff_HealingWave,true,12000,,5,,3,,,,25,15,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,DamageTable,Lifestaff_SacredGround,,,,,Items/Weapons/spell_aoe_heal_foe,,,,
Spell_LifeStaff_SacredGround_Self,Status_Ability_Lifestaff_SacredGround,,,,,,,,,,,,,,,,true,true,LifeStaff_HealingWave,true,12000,,5,,3,,,,25,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,DamageTable,Lifestaff_SacredGround,,,,,Items/Weapons/spell_aoe_heal_foe,Items/Weapons/spell_life_staff_smite,LifeStaff_Smite,,
Spell_LifeStaff_SacredGround_Self_Upgrade,"Status_Ability_Lifestaff_SacredGround,Status_Ability_Lifestaff_SacredGround_Upgrade",,,,,,,,,,,,,,,,true,true,LifeStaff_HealingWave,true,12000,,5,,3,,,,25,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,DamageTable,Lifestaff_SacredGround,,,,,Items/Weapons/spell_aoe_heal_foe,,,,
Spell_LifeStaff_SacredGround_Self_Upgrade2,"Status_Ability_Lifestaff_SacredGround,Status_Ability_Lifestaff_SacredGround_Upgrade,Status_Ability_Lifestaff_SacredGround_Upgrade2",,,,,,,,,,,,,,,,true,true,LifeStaff_HealingWave,true,12000,,5,,3,,,,25,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,DamageTable,Lifestaff_SacredGround,,,,,Items/Weapons/spell_aoe_heal_foe,,,,
Spell_Ability_Lifestaff_Beacon_Projectile,,,,,,,,,,,,,,,,,,true,LifeStaff_Beacon,false,5000,,,,0.5,,,,10,,,,,0,,,,,,,,,,,All,Ability,Projectile,,,,,,true,,,,Musket,StickyBomb,,,,,,,,,,,,,,,,DamageTable,LifeStaff_Beacon,,,,,Items/Weapons/LifeStaff_Beacon_Proj,Items/Weapons/spell_life_staff_Beacon,Spell_Ability_Lifestaff_Beacon_AOE,,
Spell_Ability_Lifestaff_Beacon_AOE,Status_Ability_Lifestaff_Beacon,,,,true,true,true,,,,,,,,,,true,true,LifeStaff_Beacon,true,10000,,,,3,,,,,,,,,0,,,,,,,,,,,Friend,Ability,AoE,,,Sphere,,,true,,,,Musket,StickyBomb,,,,,,,,,,,,,,,,DamageTable,LifeStaff_Beacon,,,,,Items/Weapons/spell_life_staff_Beacon,,,,
Spell_Ability_Lifestaff_Beacon_Projectile_Upgrade,,,,,,,,,,,,,,,,,,true,LifeStaff_Beacon,false,5000,,,,0.5,,,,10,,,,,0,,,,,,,,,,,All,Ability,Projectile,,,,,,true,,,,Musket,StickyBomb,,,,,,,,,,,,,,,,DamageTable,LifeStaff_Beacon,,,,,Items/Weapons/LifeStaff_Beacon_Proj,Items/Weapons/spell_life_staff_Beacon_Upgrade2,Spell_Ability_Lifestaff_Beacon_AOE_Upgrade,,
Spell_Ability_Lifestaff_Beacon_AOE_Upgrade,Status_Ability_Lifestaff_Beacon,,,,true,true,true,,,,,,,,,,true,true,LifeStaff_Beacon,true,10000,,,,4.5,,,,,,,,,0,,,,,,,,,,,Friend,Ability,AoE,,,Sphere,,,true,,,,Musket,StickyBomb,,,,,,,,,,,,,,,,DamageTable,LifeStaff_Beacon,,,,,Items/Weapons/spell_life_staff_Beacon_Upgrade2,,,,
Spell_Ability_Lifestaff_Beacon_Projectile_Upgrade2,,,,,,,,,,,,,,,,,,true,LifeStaff_Beacon,false,5000,,,,0.5,,,,10,,,,,0,,,,,,,,,,,All,Ability,Projectile,,,,,,true,,,,Musket,StickyBomb,,,,,,,,,,,,,,,,DamageTable,LifeStaff_Beacon,,,,,Items/Weapons/LifeStaff_Beacon_Proj,Items/Weapons/spell_life_staff_Beacon_Upgrade3_Haste,Spell_Ability_Lifestaff_Beacon_AOE_Upgrade2,,
Spell_Ability_Lifestaff_Beacon_AOE_Upgrade2,Status_Ability_Lifestaff_Beacon,,,,true,true,true,,,,,,,,,,true,true,LifeStaff_Beacon,true,15000,,,,4.5,,,,,,,,,0,,,,,,,,,,,Friend,Ability,AoE,,,Sphere,,,true,,,,Musket,StickyBomb,,,,,,,,,,,,,,,,DamageTable,LifeStaff_Beacon,,,,,Items/Weapons/spell_life_staff_Beacon_Upgrade3_Haste,,,,
Spell_Ability_Lifestaff_Beacon_Projectile_Upgrade3,,,,,,,,,,,,,,,,,,true,LifeStaff_Beacon,false,5000,,,,0.5,,,,10,,,,,0,,,,,,,,,,,All,Ability,Projectile,,,,,,true,,,,Musket,StickyBomb,,,,,,,,,,,,,,,,DamageTable,LifeStaff_Beacon,,,,,Items/Weapons/LifeStaff_Beacon_Proj,Items/Weapons/spell_life_staff_Beacon_Upgrade3_Haste,Spell_Ability_Lifestaff_Beacon_AOE_Upgrade3,,
Spell_Ability_Lifestaff_Beacon_AOE_Upgrade3,"Status_Ability_Lifestaff_Beacon,Status_Upgrade_Lifestaff_Protection_AddHaste",,,,true,true,true,,,,,,,,,,true,true,LifeStaff_Beacon,true,15000,,,,4.5,,,,,,,,,0,,,,,,,,,,,Friend,Ability,AoE,,,Sphere,,,true,,,,Musket,StickyBomb,,,,,,,,,,,,,,,,DamageTable,LifeStaff_Beacon,,,,,Items/Weapons/spell_life_staff_Beacon_Upgrade3_Haste,,,,
Spell_Passive_Lifestaff_Healing_AoeHealWhenHit,Status_Passive_Lifestaff_Healing_AoeHealWhenHit,6,,,true,,,,,,,true,,,,,true,true,,true,6000,,5,,10,,,,0,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_enchantedjudgement,,,,
