ID,WeaponID,PrefabPath,MeshOverride,SkinOverride1,MaterialOverride1,SkinOverride2,MaterialOverride2,SkinOverride3,MaterialOverride3,SkinOverride4,MaterialOverride4,EquipType,SheathMode
15052,2hGauntletIce_MarauderT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15053,2hGauntletIce_MarauderT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15054,2hGauntletIce_SyndicateT2,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT2/wep_mag_gauntcore_1h_icegauntletT2.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT2/wep_mag_gauntcore_1h_icegauntletT2.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett2/wep_mag_gaunt_1h_icegauntlett2_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15055,2hGauntletIce_SyndicateT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15056,2hGauntletIce_SyndicateT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15057,2hGauntletIce_SyndicateT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15058,2hGauntletIce_CovenantT2,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT2/wep_mag_gauntcore_1h_icegauntletT2.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT2/wep_mag_gauntcore_1h_icegauntletT2.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett2/wep_mag_gaunt_1h_icegauntlett2_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15059,2hGauntletIce_CovenantT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15060,2hGauntletIce_CovenantT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15061,2hGauntletIce_CovenantT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15062,2hicegauntletDrownedWaveborneT2,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT2/wep_mag_gauntcore_1h_icegauntletT2.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT2/wep_mag_gauntcore_1h_icegauntletT2.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett2/wep_mag_gaunt_1h_icegauntlett2_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15063,icegauntletNagaAncientGuardian,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15064,icegauntletNagaAncientGuardianOld,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15065,1hIcegauntletDynasty_VR,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15066,1hIcegauntletDynasty_VB,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15067,1hIceGauntletOutpostT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15068,1hIceGauntletWaterloggedSiren,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletWaterlogged/wep_mag_gauntcore_1h_icegauntletWaterlogged.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletWaterlogged/wep_mag_gauntcore_1h_icegauntletWaterlogged.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletWaterlogged/wep_mag_gaunt_1h_icegauntletWaterlogged_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15069,1hIceGauntletWaterloggedSirenS,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletWaterlogged/wep_mag_gauntcore_1h_icegauntletWaterlogged.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletWaterlogged/wep_mag_gauntcore_1h_icegauntletWaterlogged.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletWaterlogged/wep_mag_gaunt_1h_icegauntletWaterlogged_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15070,1hicegauntletShatteredObelisk,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletAncestralT4/wep_mag_gauntcore_1h_icegauntletAncestralT4.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletAncestralT4/wep_mag_gauntcore_1h_icegauntletAncestralT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletAncestralT4/wep_mag_gaunt_1h_icegauntletAncestralT4_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15071,1hIceGauntletPrimevalInvasion ,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletPrimeval/wep_mag_gauntcore_1h_icegauntletPrimeval.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletPrimeval/wep_mag_gauntcore_1h_icegauntletPrimeval.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletPrimeval/wep_mag_gaunt_1h_icegauntletPrimeval_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15072,1hicegauntletSylvanArena,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletSylvan/wep_mag_gauntcore_1h_icegauntletSylvan.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletSylvan/wep_mag_gauntcore_1h_icegauntletSylvan.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletSylvan/wep_mag_gaunt_1h_icegauntletSylvan_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15073,IceGauntlet_SylvanRecolor3,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletSylvan/wep_mag_gauntcore_1h_icegauntletSylvan.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletSylvan/wep_mag_gauntcore_1h_icegauntletSylvan.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletSylvan/wep_mag_gaunt_1h_icegauntletSylvan_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15074,2hIceGauntletEvilKnightT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15075,2hIceGauntletEvilKnightT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15076,2hIceGauntletAncestralLLT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15077,2hIceGauntletMossborneGoGT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15079,1hIcegauntletWar,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletwar/wep_mag_gauntcore_1h_icegauntletwar.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletwar/wep_mag_gauntcore_1h_icegauntletwar.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletwar/wep_mag_gaunt_1h_icegauntletwar_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15080,2hIceGauntletBreachT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletBreach/wep_mag_gauntcore_1h_icegauntletBreach.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletBreach/wep_mag_gauntcore_1h_icegauntletBreach.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletBreach/wep_mag_gaunt_1h_icegauntletBreach_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15081,2hIceGauntletInvasionT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletInvasion/wep_mag_gauntcore_1h_icegauntletInvasion.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletInvasion/wep_mag_gauntcore_1h_icegauntletInvasion.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletInvasion/wep_mag_gaunt_1h_icegauntletInvasion_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15082,2hIceGauntletPrimevalT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletPrimeval/wep_mag_gauntcore_1h_icegauntletPrimeval.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletPrimeval/wep_mag_gauntcore_1h_icegauntletPrimeval.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletPrimeval/wep_mag_gaunt_1h_icegauntletPrimeval_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15083,2hIceGauntletAncestralT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletAncestral/wep_mag_gauntcore_1h_icegauntletAncestral.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletAncestral/wep_mag_gauntcore_1h_icegauntletAncestral.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletAncestral/wep_mag_gaunt_1h_icegauntletAncestral_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15084,2hIceGauntletWraithHunterT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletWraithHunter/wep_mag_gauntcore_1h_icegauntletWraithHunter.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletWraithHunter/wep_mag_gauntcore_1h_icegauntletWraithHunter.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletWraithHunter/wep_mag_gaunt_1h_icegauntletWraithHunter_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15085,2hIceGauntletDefiledT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletDefiled/wep_mag_gauntcore_1h_icegauntletDefiled.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletDefiled/wep_mag_gauntcore_1h_icegauntletDefiled.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletDefiled/wep_mag_gaunt_1h_icegauntletDefiled_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15086,2hIceGauntletFanaticT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletFanatic/wep_mag_gauntcore_1h_icegauntletFanatic.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletFanatic/wep_mag_gauntcore_1h_icegauntletFanatic.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletFanatic/wep_mag_gaunt_1h_icegauntletFanatic_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15087,1hIceGauntletNagaAncientGuardianT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletNagaAngryEarth/wep_mag_gauntcore_1h_icegauntletNagaAngryEarth.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletNagaAngryEarth/wep_mag_gauntcore_1h_icegauntletNagaAngryEarth.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletNagaAngryEarth/wep_mag_gaunt_1h_icegauntletNagaAngryEarth_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15088,2hIceGauntletNagaCorruptedT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletNagaCorrupted/wep_mag_gauntcore_1h_icegauntletNagaCorrupted.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletNagaCorrupted/wep_mag_gauntcore_1h_icegauntletNagaCorrupted.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletNagaCorrupted/wep_mag_gaunt_1h_icegauntletNagaCorrupted_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15089,2hIceGauntletHeroicT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletHeroic/wep_mag_gauntcore_1h_icegauntletHeroic.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletHeroic/wep_mag_gauntcore_1h_icegauntletHeroic.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletHeroic/wep_mag_gaunt_1h_icegauntletHeroic_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15090,2hIceGauntletIsabellaT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletIsabella/wep_mag_gauntcore_1h_icegauntletIsabella.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletIsabella/wep_mag_gauntcore_1h_icegauntletIsabella.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletIsabella/wep_mag_gaunt_1h_icegauntletIsabella_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15091,1hicegauntletGraverobberT3,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletgraverobbert3/wep_mag_gauntcore_1h_icegauntletGraverobberT3.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletgraverobbert3/wep_mag_gauntcore_1h_icegauntletGraverobberT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletGraverobberT3/wep_mag_gaunt_1h_icegauntletGraverobberT3_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15092,1hicegauntletGraverobberT4,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletGraverobber/wep_mag_gauntcore_1h_icegauntletGraverobber.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletGraverobber/wep_mag_gauntcore_1h_icegauntletGraverobber.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletGraverobber/wep_mag_gaunt_1h_icegauntletGraverobber_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15093,1hicegauntletGraverobberT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletGraverobber/wep_mag_gauntcore_1h_icegauntletGraverobber.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletGraverobber/wep_mag_gauntcore_1h_icegauntletGraverobber.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletGraverobber/wep_mag_gaunt_1h_icegauntletGraverobber_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15094,2hIceGauntletHarbingerT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletHarbinger/wep_mag_gauntcore_1h_icegauntletHarbinger.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletHarbinger/wep_mag_gauntcore_1h_icegauntletHarbinger.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletHarbinger/wep_mag_gaunt_1h_icegauntletHarbinger_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15095,2hIceGauntletSylvanT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletSylvan/wep_mag_gauntcore_1h_icegauntletSylvan.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletSylvan/wep_mag_gauntcore_1h_icegauntletSylvan.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletSylvan/wep_mag_gaunt_1h_icegauntletSylvan_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15096,2hIceGauntletWickedT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletWicked/wep_mag_gauntcore_1h_icegauntletWicked.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletWicked/wep_mag_gauntcore_1h_icegauntletWicked.skin,objects/weapons/magic/gauntlets/1h/icegauntletwicked/wep_mag_gaunt_1h_icegauntletWicked_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15099,2hIceGauntletCrystallineT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletCrystalline/wep_mag_gauntcore_1h_icegauntletCrystalline.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletCrystalline/wep_mag_gauntcore_1h_icegauntletCrystalline.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletCrystalline/wep_mag_gaunt_1h_icegauntletCrystalline_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15100,2hIceGauntletDryadT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletdryad/wep_mag_gauntcore_1h_icegauntletDryad.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletdryad/wep_mag_gauntcore_1h_icegauntletDryad.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletdryad/wep_mag_gaunt_1h_icegauntletDryad_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15101,1hicegauntletRoyalcourtT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletRoyalCourt/wep_mag_gauntcore_1h_icegauntletroyalcourt.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletRoyalCourt/wep_mag_gauntcore_1h_icegauntletRoyalCourt.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletRoyalCourt/wep_mag_gaunt_1h_icegauntletRoyalCourt_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15102,2hIceGauntletClassicMonsterT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletClassicMonster/wep_mag_gauntcore_1h_icegauntletClassicMonster.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletClassicMonster/wep_mag_gauntcore_1h_icegauntletClassicMonster.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletClassicMonster/wep_mag_gaunt_1h_icegauntletClassicMonster_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15103,2hIceGauntletDominusT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletDominus/wep_mag_gauntcore_1h_icegauntletDominus.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletDominus/wep_mag_gauntcore_1h_icegauntletDominus.skin,objects/weapons/magic/gauntlets/1h/icegauntletDominus/wep_mag_gaunt_1h_icegauntletDominus_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15104,2hIceGauntletArchosT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletarchos/wep_mag_gauntcore_1h_icegauntletarchos.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletarchos/wep_mag_gauntcore_1h_icegauntletarchos.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletarchos/wep_mag_gaunt_1h_icegauntletarchos_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15105,2hIceGauntletFleshboundT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletFleshbound/wep_mag_gauntcore_1h_icegauntletFleshbound.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletFleshbound/wep_mag_gauntcore_1h_icegauntletFleshbound.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletFleshbound/wep_mag_gaunt_1h_icegauntletFleshbound_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15106,2hIceGauntletEmpoweredT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletEmpowered/wep_mag_gauntcore_1h_icegauntletEmpowered.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletEmpowered/wep_mag_gauntcore_1h_icegauntletEmpowered.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletEmpowered/wep_mag_gaunt_1h_icegauntletEmpowered_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15107,2hIceGauntletAncientBT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletAncient/wep_mag_gauntcore_1h_icegauntletAncient.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletAncient/wep_mag_gauntcore_1h_icegauntletAncient.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletAncient/wep_mag_gaunt_1h_icegauntletAncient_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15109,2hIceGauntletNagaWitheredT5,Items/Weapons/weapon_accessory,Objects/Weapons/Magic/gauntletcore/1h/icegauntletNagaWithered/wep_mag_gauntcore_1h_icegauntletNagaWithered.cdf,Objects/Weapons/Magic/gauntletcore/1h/icegauntletNagaWithered/wep_mag_gauntcore_1h_icegauntletNagaWithered.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntletNagaWithered/wep_mag_gaunt_1h_icegauntletNagaWithered_matGroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15110,2hIceGauntletFrozenT5,Items/Weapons/weapon_accessory,objects/weapons/magic/gauntletcore/1h/icegauntletfrozen/wep_mag_gauntcore_1h_icegauntletfrozen.cdf,objects/weapons/magic/gauntletcore/1h/icegauntletfrozen/wep_mag_gauntcore_1h_icegauntletfrozen.skin,objects/weapons/magic/gauntlets/1h/icegauntletfrozen/wep_mag_gaunt_1h_icegauntletfrozen_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
