ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,PushObjectiveOnReqMet,PushObjectiveOnReqRetrigger,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon 
06_pillageship_occultist,MainStoryQuest,,3,,,,,06_pillageship_container,01_GraceWW_02,6,S_pillageship,S_survivors && Archetype_Occultist,,,,,01_pillageship_success_occultist,,,,,,,,,false,@01_pillageship_title,@01_pillageship_description,@01_pillageship_start_prompt,@01_pillageship_proposal_a,@01_pillageship_incomplete,@complete_available_prompt_DEFAULT,@01_pillageship_complete_a,,,true,,,,,,
06_pillageship_ranger,MainStoryQuest,,3,,,,,06_pillageship_container,01_GraceWW_02,6,S_pillageship,S_survivors && Archetype_Tracker,,,,,01_pillageship_success_ranger,,,,,,,,,false,@01_pillageship_title,@01_pillageship_description,@01_pillageship_start_prompt,@01_pillageship_proposal_a,@01_pillageship_incomplete,@complete_available_prompt_DEFAULT,@01_pillageship_complete_a,,,true,,,,,,
06_pillageship_soldier,MainStoryQuest,,3,,,,,06_pillageship_container,01_GraceWW_02,6,S_pillageship,S_survivors && Archetype_Mercenary,,,,,01_pillageship_success_soldier,,,,,,,,,false,@01_pillageship_title,@01_pillageship_description,@01_pillageship_start_prompt,@01_pillageship_proposal_a,@01_pillageship_incomplete,@complete_available_prompt_DEFAULT,@01_pillageship_complete_a,,,true,,,,,,
06_pillageship_swordsman,MainStoryQuest,,3,,,,,06_pillageship_container,01_GraceWW_02,6,S_pillageship,S_survivors && Archetype_Wanderer,,,,,01_pillageship_success_swordsman,,,,,,,,,false,@01_pillageship_title,@01_pillageship_description,@01_pillageship_start_prompt,@01_pillageship_proposal_a,@01_pillageship_incomplete,@complete_available_prompt_DEFAULT,@01_pillageship_complete_a,,,true,,,,,,
12_pillageship,MainStoryQuest,,3,,,,,12_pillageship_container,01_GraceMB_02,12,S_pillageship_mb,S_survivors_mb && !Archetype_Mercenary && !Archetype_Warmonger && !Archetype_Tracker && !Archetype_Musketeer && !Archetype_Occultist && !Archetype_Theurgist && !Archetype_Wanderer,,,,,01_pillageship_success,,,,,,,,,false,@01_pillageship_title,@01_pillageship_description,@01_pillageship_start_prompt,@01_pillageship_proposal_a,@01_pillageship_incomplete,@complete_available_prompt_DEFAULT,@01_pillageship_complete_a,,,true,,,,,,
12_pillageship_destroyer,MainStoryQuest,,3,,,,,12_pillageship_container,01_GraceMB_02,12,S_pillageship_mb,S_survivors_mb && Archetype_Warmonger,,,,,01_pillageship_success_destroyer,,,,,,,,,false,@01_pillageship_title,@01_pillageship_description,@01_pillageship_start_prompt,@01_pillageship_proposal_a,@01_pillageship_incomplete,@complete_available_prompt_DEFAULT,@01_pillageship_complete_a,,,true,,,,,,
12_pillageship_musketeer,MainStoryQuest,,3,,,,,12_pillageship_container,01_GraceMB_02,12,S_pillageship_mb,S_survivors_mb  && Archetype_Musketeer,,,,,01_pillageship_success_musketeer,,,,,,,,,false,@01_pillageship_title,@01_pillageship_description,@01_pillageship_start_prompt,@01_pillageship_proposal_a,@01_pillageship_incomplete,@complete_available_prompt_DEFAULT,@01_pillageship_complete_a,,,true,,,,,,
12_pillageship_mystic,MainStoryQuest,,3,,,,,12_pillageship_container,01_GraceMB_02,12,S_pillageship_mb,S_survivors_mb  && Archetype_Theurgist,,,,,01_pillageship_success_mystic,,,,,,,,,false,@01_pillageship_title,@01_pillageship_description,@01_pillageship_start_prompt,@01_pillageship_proposal_a,@01_pillageship_incomplete,@complete_available_prompt_DEFAULT,@01_pillageship_complete_a,,,true,,,,,,
12_pillageship_occultist,MainStoryQuest,,3,,,,,12_pillageship_container,01_GraceMB_02,12,S_pillageship_mb,S_survivors_mb  && Archetype_Occultist,,,,,01_pillageship_success_occultist,,,,,,,,,false,@01_pillageship_title,@01_pillageship_description,@01_pillageship_start_prompt,@01_pillageship_proposal_a,@01_pillageship_incomplete,@complete_available_prompt_DEFAULT,@01_pillageship_complete_a,,,true,,,,,,
12_pillageship_ranger,MainStoryQuest,,3,,,,,12_pillageship_container,01_GraceMB_02,12,S_pillageship_mb,S_survivors_mb  && Archetype_Tracker,,,,,01_pillageship_success_ranger,,,,,,,,,false,@01_pillageship_title,@01_pillageship_description,@01_pillageship_start_prompt,@01_pillageship_proposal_a,@01_pillageship_incomplete,@complete_available_prompt_DEFAULT,@01_pillageship_complete_a,,,true,,,,,,
12_pillageship_soldier,MainStoryQuest,,3,,,,,12_pillageship_container,01_GraceMB_02,12,S_pillageship_mb,S_survivors_mb  && Archetype_Mercenary,,,,,01_pillageship_success_soldier,,,,,,,,,false,@01_pillageship_title,@01_pillageship_description,@01_pillageship_start_prompt,@01_pillageship_proposal_a,@01_pillageship_incomplete,@complete_available_prompt_DEFAULT,@01_pillageship_complete_a,,,true,,,,,,
12_pillageship_swordsman,MainStoryQuest,,3,,,,,12_pillageship_container,01_GraceMB_02,12,S_pillageship_mb,S_survivors_mb  && Archetype_Wanderer,,,,,01_pillageship_success_swordsman,,,,,,,,,false,@01_pillageship_title,@01_pillageship_description,@01_pillageship_start_prompt,@01_pillageship_proposal_a,@01_pillageship_incomplete,@complete_available_prompt_DEFAULT,@01_pillageship_complete_a,,,true,,,,,,
06_recoveritems,MainStoryQuest,,4,,,,,06_recoveritems_container,01_AelstromWW_03,6,S_recoveritems,S_pillageship && !Archetype_Mercenary && !Archetype_Warmonger && !Archetype_Tracker && !Archetype_Musketeer && !Archetype_Occultist && !Archetype_Theurgist && !Archetype_Wanderer,,,,,01_06_recoveritems_success,,,,,,,,,false,@01_recoveritems_title,@01_recoveritems_description,@01_recoveritems_start_prompt,@01_recoveritems_proposal_a,@01_recoveritems_incomplete_new,@complete_available_prompt_DEFAULT,@01_recoveritems_complete_a_new,,,true,,,,,,
06_recoveritems_destroyer,MainStoryQuest,,4,,,,,06_recoveritems_container,01_AelstromWW_03,6,S_recoveritems,S_pillageship && Archetype_Warmonger,,,,,01_06_recoveritems_success_destroyer,,,,,,,,,false,@01_recoveritems_title,@01_recoveritems_description,@01_recoveritems_start_prompt,@01_recoveritems_proposal_a,@01_recoveritems_incomplete_new,@complete_available_prompt_DEFAULT,@01_recoveritems_complete_a_new,,,true,,,,,,
06_recoveritems_musketeer,MainStoryQuest,,4,,,,,06_recoveritems_container,01_AelstromWW_03,6,S_recoveritems,S_pillageship && Archetype_Musketeer,,,,,01_06_recoveritems_success_musketeer,,,,,,,,,false,@01_recoveritems_title,@01_recoveritems_description,@01_recoveritems_start_prompt,@01_recoveritems_proposal_a,@01_recoveritems_incomplete_new,@complete_available_prompt_DEFAULT,@01_recoveritems_complete_a_new,,,true,,,,,,
06_recoveritems_mystic,MainStoryQuest,,4,,,,,06_recoveritems_container,01_AelstromWW_03,6,S_recoveritems,S_pillageship && Archetype_Theurgist,,,,,01_06_recoveritems_success_mystic,,,,,,,,,false,@01_recoveritems_title,@01_recoveritems_description,@01_recoveritems_start_prompt,@01_recoveritems_proposal_a,@01_recoveritems_incomplete_new,@complete_available_prompt_DEFAULT,@01_recoveritems_complete_a_new,,,true,,,,,,
06_recoveritems_occultist,MainStoryQuest,,4,,,,,06_recoveritems_container,01_AelstromWW_03,6,S_recoveritems,S_pillageship && Archetype_Occultist,,,,,01_06_recoveritems_success_occultist,,,,,,,,,false,@01_recoveritems_title,@01_recoveritems_description,@01_recoveritems_start_prompt,@01_recoveritems_proposal_a,@01_recoveritems_incomplete_new,@complete_available_prompt_DEFAULT,@01_recoveritems_complete_a_new,,,true,,,,,,
06_recoveritems_ranger,MainStoryQuest,,4,,,,,06_recoveritems_container,01_AelstromWW_03,6,S_recoveritems,S_pillageship && Archetype_Tracker,,,,,01_06_recoveritems_success_ranger,,,,,,,,,false,@01_recoveritems_title,@01_recoveritems_description,@01_recoveritems_start_prompt,@01_recoveritems_proposal_a,@01_recoveritems_incomplete_new,@complete_available_prompt_DEFAULT,@01_recoveritems_complete_a_new,,,true,,,,,,
06_recoveritems_soldier,MainStoryQuest,,4,,,,,06_recoveritems_container,01_AelstromWW_03,6,S_recoveritems,S_pillageship && Archetype_Mercenary,,,,,01_06_recoveritems_success_soldier,,,,,,,,,false,@01_recoveritems_title,@01_recoveritems_description,@01_recoveritems_start_prompt,@01_recoveritems_proposal_a,@01_recoveritems_incomplete_new,@complete_available_prompt_DEFAULT,@01_recoveritems_complete_a_new,,,true,,,,,,
06_recoveritems_swordsman,MainStoryQuest,,4,,,,,06_recoveritems_container,01_AelstromWW_03,6,S_recoveritems,S_pillageship && Archetype_Wanderer,,,,,01_06_recoveritems_success_swordsman,,,,,,,,,false,@01_recoveritems_title,@01_recoveritems_description,@01_recoveritems_start_prompt,@01_recoveritems_proposal_a,@01_recoveritems_incomplete_new,@complete_available_prompt_DEFAULT,@01_recoveritems_complete_a_new,,,true,,,,,,
12_recoveritems,MainStoryQuest,,4,,,,,12_recoveritems_container,01_AelstromMB_03,12,S_recoveritems_mb,S_pillageship_mb && !Archetype_Mercenary && !Archetype_Warmonger && !Archetype_Tracker && !Archetype_Musketeer && !Archetype_Occultist && !Archetype_Theurgist && !Archetype_Wanderer,,,,,01_recoveritems_success,,,,,,,,,false,@01_recoveritems_title,@01_recoveritems_description,@01_recoveritems_start_prompt,@01_recoveritems_proposal_a,@01_recoveritems_incomplete_new,@complete_available_prompt_DEFAULT,@01_recoveritems_complete_a_new_MB,,,true,,,,,,
12_recoveritems_destroyer,MainStoryQuest,,4,,,,,12_recoveritems_container,01_AelstromMB_03,12,S_recoveritems_mb,S_pillageship_mb && Archetype_Warmonger,,,,,01_06_recoveritems_success_destroyer,,,,,,,,,false,@01_recoveritems_title,@01_recoveritems_description,@01_recoveritems_start_prompt,@01_recoveritems_proposal_a,@01_recoveritems_incomplete_new,@complete_available_prompt_DEFAULT,@01_recoveritems_complete_a_new_MB,,,true,,,,,,
12_recoveritems_musketeer,MainStoryQuest,,4,,,,,12_recoveritems_container,01_AelstromMB_03,12,S_recoveritems_mb,S_pillageship_mb && Archetype_Musketeer,,,,,01_06_recoveritems_success_musketeer,,,,,,,,,false,@01_recoveritems_title,@01_recoveritems_description,@01_recoveritems_start_prompt,@01_recoveritems_proposal_a,@01_recoveritems_incomplete_new,@complete_available_prompt_DEFAULT,@01_recoveritems_complete_a_new_MB,,,true,,,,,,
12_recoveritems_mystic,MainStoryQuest,,4,,,,,12_recoveritems_container,01_AelstromMB_03,12,S_recoveritems_mb,S_pillageship_mb && Archetype_Theurgist,,,,,01_06_recoveritems_success_mystic,,,,,,,,,false,@01_recoveritems_title,@01_recoveritems_description,@01_recoveritems_start_prompt,@01_recoveritems_proposal_a,@01_recoveritems_incomplete_new,@complete_available_prompt_DEFAULT,@01_recoveritems_complete_a_new_MB,,,true,,,,,,
12_recoveritems_occultist,MainStoryQuest,,4,,,,,12_recoveritems_container,01_AelstromMB_03,12,S_recoveritems_mb,S_pillageship_mb && Archetype_Occultist,,,,,01_06_recoveritems_success_occultist,,,,,,,,,false,@01_recoveritems_title,@01_recoveritems_description,@01_recoveritems_start_prompt,@01_recoveritems_proposal_a,@01_recoveritems_incomplete_new,@complete_available_prompt_DEFAULT,@01_recoveritems_complete_a_new_MB,,,true,,,,,,
12_recoveritems_ranger,MainStoryQuest,,4,,,,,12_recoveritems_container,01_AelstromMB_03,12,S_recoveritems_mb,S_pillageship_mb && Archetype_Tracker,,,,,01_06_recoveritems_success_ranger,,,,,,,,,false,@01_recoveritems_title,@01_recoveritems_description,@01_recoveritems_start_prompt,@01_recoveritems_proposal_a,@01_recoveritems_incomplete_new,@complete_available_prompt_DEFAULT,@01_recoveritems_complete_a_new_MB,,,true,,,,,,
12_recoveritems_soldier,MainStoryQuest,,4,,,,,12_recoveritems_container,01_AelstromMB_03,12,S_recoveritems_mb,S_pillageship_mb && Archetype_Mercenary,,,,,01_06_recoveritems_success_soldier,,,,,,,,,false,@01_recoveritems_title,@01_recoveritems_description,@01_recoveritems_start_prompt,@01_recoveritems_proposal_a,@01_recoveritems_incomplete_new,@complete_available_prompt_DEFAULT,@01_recoveritems_complete_a_new_MB,,,true,,,,,,
12_recoveritems_swordsman,MainStoryQuest,,4,,,,,12_recoveritems_container,01_AelstromMB_03,12,S_recoveritems_mb,S_pillageship_mb && Archetype_Wanderer,,,,,01_06_recoveritems_success_swordsman,,,,,,,,,false,@01_recoveritems_title,@01_recoveritems_description,@01_recoveritems_start_prompt,@01_recoveritems_proposal_a,@01_recoveritems_incomplete_new,@complete_available_prompt_DEFAULT,@01_recoveritems_complete_a_new_MB,,,true,,,,,,
06_demonstorm,MainStoryQuest,,5,,,,,06_demonstorm_container,01_AelstromWW_04,6,S_demonstorm,S_recoveritems,,,,,01_demonstorm_success,,,,,PotionHealthT1,5,,,false,@01_demonstorm_title,@01_demonstorm_description,@01_demonstorm_start_prompt_new,@01_demonstorm_proposal_a_new,@01_demonstorm_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm_complete_a_new,,,true,,,,,,
12_demonstorm,MainStoryQuest,,5,,,,,12_demonstorm_container,01_AelstromMB_04,12,S_demonstorm_mb,S_recoveritems_mb,,,,,01_demonstorm_success,,,,,PotionHealthT1,5,,,false,@01_demonstorm_title,@01_demonstorm_description,@01_demonstorm_start_prompt_new,@01_demonstorm_proposal_a_new_MB,@01_demonstorm_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm_complete_a_new,,,true,,,,,,
06_demonstorm2,MainStoryQuest,,5,,,,,06_demonstorm2_container,01_AelstromWW_03,6,S_demonstorm2,S_demonstorm && !Archetype_Mercenary && !Archetype_Warmonger && !Archetype_Tracker && !Archetype_Musketeer && !Archetype_Occultist && !Archetype_Theurgist && !Archetype_Wanderer,,,,,01_demonstorm2_success,,,,,,,,,false,@01_demonstorm2_title,@01_demonstorm2_description,@01_demonstorm2_start_prompt_new,@01_demonstorm2_proposal_a_new,@01_demonstorm2_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm2_complete_a_new,,,true,,,,,,
06_demonstorm2_soldier,MainStoryQuest,,5,,,,,06_demonstorm2_container,01_AelstromWW_03,6,S_demonstorm2,S_demonstorm && Archetype_Mercenary,,,,,01_demonstorm2_success_soldier,,,,,,,,,false,@01_demonstorm2_title,@01_demonstorm2_description,@01_demonstorm2_start_prompt_new,@01_demonstorm2_proposal_a_new,@01_demonstorm2_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm2_complete_a_new,,,true,,,,,,
06_demonstorm2_destroyer,MainStoryQuest,,5,,,,,06_demonstorm2_container,01_AelstromWW_03,6,S_demonstorm2,S_demonstorm && Archetype_Warmonger,,,,,01_demonstorm2_success_destroyer,,,,,,,,,false,@01_demonstorm2_title,@01_demonstorm2_description,@01_demonstorm2_start_prompt_new,@01_demonstorm2_proposal_a_new,@01_demonstorm2_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm2_complete_a_new,,,true,,,,,,
06_demonstorm2_ranger,MainStoryQuest,,5,,,,,06_demonstorm2_container,01_AelstromWW_03,6,S_demonstorm2,S_demonstorm && Archetype_Tracker,,,,,01_demonstorm2_success_ranger,,,,,,,,,false,@01_demonstorm2_title,@01_demonstorm2_description,@01_demonstorm2_start_prompt_new,@01_demonstorm2_proposal_a_new,@01_demonstorm2_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm2_complete_a_new,,,true,,,,,,
06_demonstorm2_musketeer,MainStoryQuest,,5,,,,,06_demonstorm2_container,01_AelstromWW_03,6,S_demonstorm2,S_demonstorm && Archetype_Musketeer,,,,,01_demonstorm2_success_musketeer,,,,,,,,,false,@01_demonstorm2_title,@01_demonstorm2_description,@01_demonstorm2_start_prompt_new,@01_demonstorm2_proposal_a_new,@01_demonstorm2_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm2_complete_a_new,,,true,,,,,,
06_demonstorm2_occultist,MainStoryQuest,,5,,,,,06_demonstorm2_container,01_AelstromWW_03,6,S_demonstorm2,S_demonstorm && Archetype_Occultist,,,,,01_demonstorm2_success_occultist,,,,,,,,,false,@01_demonstorm2_title,@01_demonstorm2_description,@01_demonstorm2_start_prompt_new,@01_demonstorm2_proposal_a_new,@01_demonstorm2_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm2_complete_a_new,,,true,,,,,,
06_demonstorm2_mystic,MainStoryQuest,,5,,,,,06_demonstorm2_container,01_AelstromWW_03,6,S_demonstorm2,S_demonstorm && Archetype_Theurgist,,,,,01_demonstorm2_success_mystic,,,,,,,,,false,@01_demonstorm2_title,@01_demonstorm2_description,@01_demonstorm2_start_prompt_new,@01_demonstorm2_proposal_a_new,@01_demonstorm2_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm2_complete_a_new,,,true,,,,,,
06_demonstorm2_swordsman,MainStoryQuest,,5,,,,,06_demonstorm2_container,01_AelstromWW_03,6,S_demonstorm2,S_demonstorm && Archetype_Wanderer,,,,,01_demonstorm2_success_swordsman,,,,,,,,,false,@01_demonstorm2_title,@01_demonstorm2_description,@01_demonstorm2_start_prompt_new,@01_demonstorm2_proposal_a_new,@01_demonstorm2_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm2_complete_a_new,,,true,,,,,,
12_demonstorm2,MainStoryQuest,,5,,,,,12_demonstorm2_container,01_AelstromMB_03,12,S_demonstorm2_mb,S_demonstorm_mb && !Archetype_Mercenary && !Archetype_Warmonger && !Archetype_Tracker && !Archetype_Musketeer && !Archetype_Occultist && !Archetype_Theurgist && !Archetype_Wanderer,,,,,01_demonstorm2_success,,,,,,,,,false,@01_demonstorm2_title,@01_demonstorm2_description,@01_demonstorm2_start_prompt_new,@01_demonstorm2_proposal_a_new,@01_demonstorm2_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm2_complete_a_new_MB,,,true,,,,,,
12_demonstorm2_soldier,MainStoryQuest,,5,,,,,12_demonstorm2_container,01_AelstromMB_03,12,S_demonstorm2_mb,S_demonstorm_mb && Archetype_Mercenary,,,,,01_demonstorm2_success_soldier,,,,,,,,,false,@01_demonstorm2_title,@01_demonstorm2_description,@01_demonstorm2_start_prompt_new,@01_demonstorm2_proposal_a_new,@01_demonstorm2_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm2_complete_a_new_MB,,,true,,,,,,
12_demonstorm2_destroyer,MainStoryQuest,,5,,,,,12_demonstorm2_container,01_AelstromMB_03,12,S_demonstorm2_mb,S_demonstorm_mb && Archetype_Warmonger,,,,,01_demonstorm2_success_destroyer,,,,,,,,,false,@01_demonstorm2_title,@01_demonstorm2_description,@01_demonstorm2_start_prompt_new,@01_demonstorm2_proposal_a_new,@01_demonstorm2_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm2_complete_a_new_MB,,,true,,,,,,
12_demonstorm2_ranger,MainStoryQuest,,5,,,,,12_demonstorm2_container,01_AelstromMB_03,12,S_demonstorm2_mb,S_demonstorm_mb && Archetype_Tracker,,,,,01_demonstorm2_success_ranger,,,,,,,,,false,@01_demonstorm2_title,@01_demonstorm2_description,@01_demonstorm2_start_prompt_new,@01_demonstorm2_proposal_a_new,@01_demonstorm2_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm2_complete_a_new_MB,,,true,,,,,,
12_demonstorm2_musketeer,MainStoryQuest,,5,,,,,12_demonstorm2_container,01_AelstromMB_03,12,S_demonstorm2_mb,S_demonstorm_mb && Archetype_Musketeer,,,,,01_demonstorm2_success_musketeer,,,,,,,,,false,@01_demonstorm2_title,@01_demonstorm2_description,@01_demonstorm2_start_prompt_new,@01_demonstorm2_proposal_a_new,@01_demonstorm2_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm2_complete_a_new_MB,,,true,,,,,,
12_demonstorm2_occultist,MainStoryQuest,,5,,,,,12_demonstorm2_container,01_AelstromMB_03,12,S_demonstorm2_mb,S_demonstorm_mb && Archetype_Occultist,,,,,01_demonstorm2_success_occultist,,,,,,,,,false,@01_demonstorm2_title,@01_demonstorm2_description,@01_demonstorm2_start_prompt_new,@01_demonstorm2_proposal_a_new,@01_demonstorm2_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm2_complete_a_new_MB,,,true,,,,,,
12_demonstorm2_mystic,MainStoryQuest,,5,,,,,12_demonstorm2_container,01_AelstromMB_03,12,S_demonstorm2_mb,S_demonstorm_mb && Archetype_Theurgist,,,,,01_demonstorm2_success_mystic,,,,,,,,,false,@01_demonstorm2_title,@01_demonstorm2_description,@01_demonstorm2_start_prompt_new,@01_demonstorm2_proposal_a_new,@01_demonstorm2_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm2_complete_a_new_MB,,,true,,,,,,
12_demonstorm2_swordsman,MainStoryQuest,,5,,,,,12_demonstorm2_container,01_AelstromMB_03,12,S_demonstorm2_mb,S_demonstorm_mb && Archetype_Wanderer,,,,,01_demonstorm2_success_swordsman,,,,,,,,,false,@01_demonstorm2_title,@01_demonstorm2_description,@01_demonstorm2_start_prompt_new,@01_demonstorm2_proposal_a_new,@01_demonstorm2_incomplete_new,@complete_available_prompt_DEFAULT,@01_demonstorm2_complete_a_new_MB,,,true,,,,,,
06_raisealarm,MainStoryQuest,,5,,,,,06_raisealarm_container,06_MarcelDupont01,6,S_introtosettlement,S_demonstorm2,,,,,01_raisealarm_success,,,,,,,,,false,@01_raisealarm_title,@01_raisealarm_description_06,@01_raisealarm_start_prompt_new,@01_raisealarm_proposal_a_new,@01_raisealarm_incomplete_new,@complete_available_prompt_DEFAULT,@01_raisealarm_complete_06_a_new,,,true,,,,,,
12_raisealarm,MainStoryQuest,,5,,,,,12_raisealarm_container,12_SerPayneBennett,12,S_introtosettlement,S_demonstorm2_mb,,,,,01_raisealarm_success,,,,,,,,,false,@01_raisealarm_title,@01_raisealarm_description_12,@01_raisealarm_start_prompt_new,@01_raisealarm_proposal_a_new_MB,@01_raisealarm_incomplete_new,@complete_available_prompt_DEFAULT,@01_raisealarm_complete_12_a_new,,,true,,,,,,
0625_0101_truffles,Journey,,5,,,,,0625_0101_d_00_container_truffles,0425_HerbalistWW_Town,6,S_truffles_ww,S_cave_cutscene,,,,,0625_0101_truffles_success,,,,,,,,,false,@0425_0101_truffles_title,@0425_0101_truffles_desc,@0425_0101_truffles_start_prompt,@0425_0101_truffles_proposal_a,@0425_0101_truffles_incomplete_a,@complete_available_prompt_DEFAULT,@0425_0101_truffles_complete_a,,,true,,,,,,
1225_0101_truffles,Journey,,5,,,,,1225_0101_d_00_container_truffles,0425_HerbalistMB_Town,12,S_truffles_mb,S_cave_cutscene_MB,,,,,1225_0101_truffles_success,,,,,,,,,false,@0425_0101_truffles_title,@0425_0101_truffles_desc,@0425_0101_truffles_start_prompt,@0425_0101_truffles_proposal_a,@0425_0101_truffles_incomplete_a,@complete_available_prompt_DEFAULT,@0425_0101_truffles_complete_a,,,true,,,,,,
