ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon ,ReleaseVersion
1419_0206_Reformation_bindingstight,EpicEquipment,,60,,,,,1419_0206_d_00_container_Reformation_bindingstight,,,WeaponQuest_Reformation_05,,,,1419_0206_Reformation_bindingstight_success,,,,,,,,false,@1419_0206_Reformation_bindingstight_objective_title,@1419_0206_Reformation_bindingstight_objective_desc,@prompt_DEFAULT,@1419_0206_Reformation_bindingstight_proposal,@1419_0206_Reformation_bindingstight_incomplete,@complete_available_prompt_DEFAULT,@1419_0206_Reformation_bindingstight_complete_available_response,,,,,,,,,,
1419_0207_Reformation_firesstoked,EpicEquipment,,60,,,,,1419_0207_d_00_container_Reformation_firesstoked,,,WeaponQuest_Reformation_06,,,,1419_0207_Reformation_firesstoked_success,,,,,,,,false,@1419_0207_Reformation_firesstoked_objective_title,@1419_0207_Reformation_firesstoked_objective_desc,@prompt_DEFAULT,@1419_0207_Reformation_firesstoked_proposal,@1419_0207_Reformation_firesstoked_incomplete,@complete_available_prompt_DEFAULT,@1419_0207_Reformation_firesstoked_complete_available_response,,,,,,,,,,
1419_0208_Reformation_hafthewn,EpicEquipment,,60,,,,,1419_0208_d_00_container_Reformation_hafthewn,,,WeaponQuest_Reformation_07,,,,1419_0208_Reformation_hafthewn_success,,,,,,,,false,@1419_0208_Reformation_hafthewn_objective_title,@1419_0208_Reformation_hafthewn_objective_desc,@prompt_DEFAULT,@1419_0208_Reformation_hafthewn_proposal,@1419_0208_Reformation_hafthewn_incomplete,@complete_available_prompt_DEFAULT,@1419_0208_Reformation_hafthewn_complete_available_response,,,,,,,,,,
1419_0209_Reformation_gripsecured,EpicEquipment,,60,,,,,1419_0209_d_00_container_Reformation_gripsecured,,,WeaponQuest_Reformation_08,,,,1419_0209_Reformation_gripsecured_success,,,,,,,,false,@1419_0209_Reformation_gripsecured_objective_title,@1419_0209_Reformation_gripsecured_objective_desc,@prompt_DEFAULT,@1419_0209_Reformation_gripsecured_proposal,@1419_0209_Reformation_gripsecured_incomplete,@complete_available_prompt_DEFAULT,@1419_0209_Reformation_gripsecured_complete_available_response,,,,,,,,,,
1418_0101_RD_00,EpicEquipment,,60,,,,,1418_0101_RD_00_container,0719_Ranger,,WeaponQuest_RooksDefense_00,07_Quest_11,,,1418_0101_RD_00_success,,,,,,,,false,@1418_0101_RD_00_objective_title,@1418_0101_RD_00_objective_desc,@1418_0101_RD_start_prompt,@1418_0101_RD_00_proposal,@1418_0101_RD_00_incomplete,@complete_available_prompt_DEFAULT,@1418_0101_RD_00_complete_available_response,,,,,,,,,,
1418_0102_RD_01,EpicEquipment,,60,,,,,1418_0102_RD_01_container,,,WeaponQuest_RooksDefense_01,,,,1418_0102_RD_01_success,,,,,,,,false,@1418_0101_RD_01_objective_title,@1418_0101_RD_01_objective_desc,@prompt_DEFAULT,,,@complete_available_prompt_DEFAULT,,,,,,,,,,,
1418_0103_RD_02,EpicEquipment,,60,,,,,1418_0103_RD_02_container,,,WeaponQuest_RooksDefense_02,,,,1418_0103_RD_02_success,,,,,,,,false,@1418_0101_RD_02_objective_title,@1418_0101_RD_02_objective_desc,@prompt_DEFAULT,,,@complete_available_prompt_DEFAULT,,,,,,,,,,,
1418_0104_RD_03,EpicEquipment,,60,,,,,1418_0104_RD_03_container,,,WeaponQuest_RooksDefense_03,,,,1418_0104_RD_03_success,,,,,,,,false,@1418_0101_RD_03_objective_title,@1418_0101_RD_03_objective_desc,@prompt_DEFAULT,,,@complete_available_prompt_DEFAULT,,,,,,,,,,,
1418_0105_RD_04,EpicEquipment,,60,,,,,1418_0105_RD_04_container,,,WeaponQuest_RooksDefense_04,,,,1418_0105_RD_04_success,,,,,,,,false,@1418_0101_RD_04_objective_title,@1418_0101_RD_04_objective_desc,@prompt_DEFAULT,,,@complete_available_prompt_DEFAULT,,,,,,,,,,,
1418_0106_RD_05,EpicEquipment,,60,,,,,1418_0106_RD_05_container,,,WeaponQuest_RooksDefense_05,,,,1418_0106_RD_05_success,,,,,,,,false,@1418_0101_RD_05_objective_title,@1418_0101_RD_05_objective_desc,@prompt_DEFAULT,,,@complete_available_prompt_DEFAULT,,,,,,,,,,,
1418_0107_RD_06,EpicEquipment,,60,,,,,1418_0107_RD_06_container,,,WeaponQuest_RooksDefense_06,,,,1418_0107_RD_06_success,,,,,,,,false,@1418_0101_RD_06_objective_title,@1418_0101_RD_06_objective_desc,@prompt_DEFAULT,,,@complete_available_prompt_DEFAULT,,,,,,,,,,,
1418_0108_RD_07,EpicEquipment,,60,,,,,1418_0108_RD_07_container,,,WeaponQuest_RooksDefense_07,,,,1418_0108_RD_07_success,,,,,,,,false,@1418_0101_RD_07_objective_title,@1418_0101_RD_07_objective_desc,@prompt_DEFAULT,,,@complete_available_prompt_DEFAULT,,,,,,,,,,,
1418_0109_RD_08,EpicEquipment,,60,,,,,1418_0109_RD_08_container,,,WeaponQuest_RooksDefense_08,,,,1418_0109_RD_08_success,,,,,,,,false,@1418_0101_RD_08_objective_title,@1418_0101_RD_08_objective_desc,@prompt_DEFAULT,,,@complete_available_prompt_DEFAULT,,,,,,,,,,,
FM_1401_objective,Mission,,,,,true,true,FM_1401_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1402_objective,Mission,,,,,true,true,FM_1402_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1403_objective,Mission,,,,,true,true,FM_1403_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1404_objective,Mission,,,,,true,true,FM_1404_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1405_objective,Mission,,,,,true,true,FM_1405_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1406_objective,Mission,,,,,true,true,FM_1406_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1407_objective,Mission,,,,,true,true,FM_1407_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1408_objective,Mission,,,,,true,true,FM_1408_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1409_objective,Mission,,,,,true,true,FM_1409_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1410_objective,Mission,,,,,true,true,FM_1410_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1401_objective,Mission,,,,,true,true,FM_S_1401_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1402_objective,Mission,,,,,true,true,FM_S_1402_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1403_objective,Mission,,,,,true,true,FM_S_1403_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1404_objective,Mission,,,,,true,true,FM_S_1404_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1405_objective,Mission,,,,,true,true,FM_S_1405_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1406_objective,Mission,,,,,true,true,FM_S_1406_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1407_objective,Mission,,,,,true,true,FM_S_1407_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1408_objective,Mission,,,,,true,true,FM_S_1408_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1409_objective,Mission,,,,,true,true,FM_S_1409_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1410_objective,Mission,,,,,true,true,FM_S_1410_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1401_objective,Mission,,,,,true,true,FM_C_1401_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1402_objective,Mission,,,,,true,true,FM_C_1402_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1403_objective,Mission,,,,,true,true,FM_C_1403_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1404_objective,Mission,,,,,true,true,FM_C_1404_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1405_objective,Mission,,,,,true,true,FM_C_1405_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1406_objective,Mission,,,,,true,true,FM_C_1406_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1407_objective,Mission,,,,,true,true,FM_C_1407_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1408_objective,Mission,,,,,true,true,FM_C_1408_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1409_objective,Mission,,,,,true,true,FM_C_1409_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1410_objective,Mission,,,,,true,true,FM_C_1410_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1461_objective,Mission,,,,,true,true,FM_1461_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1462_objective,Mission,,,,,true,true,FM_1462_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1463_objective,Mission,,,,,true,true,FM_1463_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1464_objective,Mission,,,,,true,true,FM_1464_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1465_objective,Mission,,,,,true,true,FM_1465_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1466_objective,Mission,,,,,true,true,FM_1466_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1467_objective,Mission,,,,,true,true,FM_1467_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1468_objective,Mission,,,,,true,true,FM_1468_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1469_objective,Mission,,,,,true,true,FM_1469_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_1470_objective,Mission,,,,,true,true,FM_1470_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1461_objective,Mission,,,,,true,true,FM_S_1461_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1462_objective,Mission,,,,,true,true,FM_S_1462_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1463_objective,Mission,,,,,true,true,FM_S_1463_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1464_objective,Mission,,,,,true,true,FM_S_1464_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1465_objective,Mission,,,,,true,true,FM_S_1465_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1466_objective,Mission,,,,,true,true,FM_S_1466_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1467_objective,Mission,,,,,true,true,FM_S_1467_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1468_objective,Mission,,,,,true,true,FM_S_1468_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1469_objective,Mission,,,,,true,true,FM_S_1469_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_S_1470_objective,Mission,,,,,true,true,FM_S_1470_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1461_objective,Mission,,,,,true,true,FM_C_1461_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1462_objective,Mission,,,,,true,true,FM_C_1462_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1463_objective,Mission,,,,,true,true,FM_C_1463_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1464_objective,Mission,,,,,true,true,FM_C_1464_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1465_objective,Mission,,,,,true,true,FM_C_1465_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1466_objective,Mission,,,,,true,true,FM_C_1466_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1467_objective,Mission,,,,,true,true,FM_C_1467_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1468_objective,Mission,,,,,true,true,FM_C_1468_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1469_objective,Mission,,,,,true,true,FM_C_1469_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_C_1470_objective,Mission,,,,,true,true,FM_C_1470_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_14_PVP_Spy_Marauder_objective,Mission,,,,true,true,false,FM_14_PVP_Spy_Marauder_container,,14,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_14_PVP_Poach_Marauder_objective,Mission,,,,true,true,false,FM_14_PVP_Poach_Marauder_container,,14,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_14_PVP_Control_Marauder_objective,Mission,,,,true,true,false,FM_14_PVP_Control_Marauder_container,,14,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_14_PVP_Spy_Syndicate_objective,Mission,,,,true,true,false,FM_14_PVP_Spy_Syndicate_container,,14,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_14_PVP_Poach_Syndicate_objective,Mission,,,,true,true,false,FM_14_PVP_Poach_Syndicate_container,,14,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_14_PVP_Control_Syndicate_objective,Mission,,,,true,true,false,FM_14_PVP_Control_Syndicate_container,,14,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_14_PVP_Spy_Covenant_objective,Mission,,,,true,true,false,FM_14_PVP_Spy_Covenant_container,,14,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_14_PVP_Poach_Covenant_objective,Mission,,,,true,true,false,FM_14_PVP_Poach_Covenant_container,,14,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_14_PVP_Control_Covenant_objective,Mission,,,,true,true,false,FM_14_PVP_Control_Covenant_container,,14,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_14_H_01_objective,Mission,,,,,true,true,FM_14_H_01_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_14_H_02_objective,Mission,,,,,true,true,FM_14_H_02_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_14_H_03_objective,Mission,,,,,true,true,FM_14_H_03_container,,14,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_14_EXP_01_objective,Mission,,,,,true,true,FM_14_EXP_01_container,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_14_EXP_02_objective,Mission,,,,,true,true,FM_14_EXP_02_container,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FM_14_EXP_03_objective,Mission,,,,,true,true,FM_14_EXP_03_container,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
