ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon ,ScheduleId
9806_C_0001_RankUp,FactionStory_Covenant,,25,,,,,9806_C_0001_d_00_Container_RankUp_V2,,,FactionRank_C_0001_RankUp,,Covenant,,98_C_0001_RankUp_success,,Covenant 1,,,,,1,,false,@98_C_0001_RankUp_title_V2,@98_C_0001_RankUp_description_V2,@9806_C_0001_RankUp_start,@9806_C_0001_RankUp_proposal,@NPC_DefaultDialogue_1209_06a_Adjudicator,@complete_available_prompt_DEFAULT,,,,,,,,,,,
9809_C_0001_RankUp,FactionStory_Covenant,,25,,,,,9809_C_0001_d_00_Container_RankUp_V2,,,FactionRank_C_0001_RankUp,,Covenant,,98_C_0001_RankUp_success,,Covenant 1,,,,,1,,false,@98_C_0001_RankUp_title_V2,@98_C_0001_RankUp_description_V2,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,,
9812_C_0001_RankUp,FactionStory_Covenant,,25,,,,,9812_C_0001_d_00_Container_RankUp_V2,,,FactionRank_C_0001_RankUp,,Covenant,,98_C_0001_RankUp_success,,Covenant 1,,,,,1,,false,@98_C_0001_RankUp_title_V2,@98_C_0001_RankUp_description_V2,@9812_C_0001_RankUp_start,@9812_C_0001_RankUp_proposal,@NPC_DefaultDialogue_1209_07_Adjudicator,@complete_available_prompt_DEFAULT,,,,,,,,,,,
98_C_01_theapostate,FactionStory_Covenant,,25,,,,,98_C_01_d_00_Container_theapostate_V2,0309_Adjudicator,,covenant_faction_quest_01,,Covenant,20,98_C_01_theapostate_success,,CovenantTokens 1 1500,,98_C_0102_RankUp,,,1,,true,@98_C_01_theapostate_title_V2,@98_C_01_theapostate_description_V2,@98_C_01_theapostate_start_prompt_V2,@98_C_01_theapostate_proposal_V2_a,@98_C_01_theapostate_incomplete_V2,@complete_available_prompt_DEFAULT,@98_C_01_theapostate_complete_V2_a,,,,,,,,,,
98_C_0102_RankUp,FactionStory_Covenant,,35,,,,,98_C_0102_d_00_Container_RankUp_V2,,,FactionRank_C_0102_RankUp,,Covenant,,98_C_0102_RankUp_success,,Covenant 2,,,,,1,,false,@98_C_0102_RankUp_title_V2,@98_C_0102_RankUp_description_V2,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,,
98_C_01b_fenredemption,FactionStory_Covenant,,35,,,,,98_C_01b_d_00_Container_fenredemption_V2,0309_Adjudicator,,covenant_faction_quest_01b,covenant_faction_quest_01,Covenant,,98_C_01b_fenredemption_success,,CovenantTokens 2 3000,,98_C_0203_RankUp,,,1,,true,@98_C_01b_fenredemption_title_V2,@98_C_01b_fenredemption_description_V2,@98_C_01b_fenredemption_start_prompt_V2,@98_C_01b_fenredemption_proposal_V2_a,@98_C_01b_fenredemption_incomplete_V2,@complete_available_prompt_DEFAULT,@98_C_01b_fenredemption_complete_V2_a,,,,,,,,,,
98_C_0203_RankUp,FactionStory_Covenant,,49,,,,,98_C_0203_d_00_Container_RankUp_V2,,,FactionRank_C_0203_RankUp,,Covenant,,98_C_0203_RankUp_success,,Covenant 3,,,,,1,,false,@98_C_0203_RankUp_title_V2,@98_C_0203_RankUp_description_V2,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,,
98_C_02_soulsalvation,FactionStory_Covenant,,49,,,,,98_C_02_d_00_Container_soulsalvation_V2,0309_Adjudicator,,covenant_faction_quest_02,covenant_faction_quest_01b,Covenant,,98_C_02_soulsalvation_success,,CovenantTokens 3 6000,,98_C_0304_RankUp,,,1,,true,@98_C_02_soulsalvation_title_V2,@98_C_02_soulsalvation_description_V2,@98_C_02_soulsalvation_start_prompt_V2,@98_C_02_soulsalvation_proposal_V2_a,@98_C_02_soulsalvation_incomplete_V2_a,@complete_available_prompt_DEFAULT,@98_C_02_soulsalvation_complete_V2_a,,,,,,,,,,
98_C_0304_RankUp,FactionStory_Covenant,,60,,,,,98_C_0304_d_00_Container_RankUp_V2,,,FactionRank_C_0304_RankUp,,Covenant,,98_C_0304_RankUp_success,,Covenant 4,,,,,1,,false,@98_C_0304_RankUp_title_V2,@98_C_0304_RankUp_description_V2,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,,
98_C_03_thepathtodarkness,FactionStory_Covenant,,60,,,,,98_C_03_d_00_Container_thepathtodarkness_V2,9802_Lethold,,covenant_faction_quest_03,covenant_faction_quest_02,Covenant,,98_C_03_thepathtodarkness_success,,CovenantTokens 4 12000,,98_C_0405_RankUp,,,1,,true,@98_C_03_thepathtodarkness_title_V2,@98_C_03_thepathtodarkness_description_V2,@98_C_03_thepathtodarkness_start_prompt_V2,@98_C_03_thepathtodarkness_proposal_V2_a,@98_C_03_thepathtodarkness_incomplete_V2,@complete_available_prompt_DEFAULT,@98_C_03_thepathtodarkness_complete_V2,,,,,,,,,,
98_C_0405_RankUp,FactionStory_Covenant,,65,,,,,98_C_0405_d_00_Container_RankUp_V2,,,FactionRank_C_0405_RankUp,,Covenant,,98_C_0405_RankUp_success,,Covenant 5,,,,,1,,false,@98_C_0405_RankUp_title_V2,@98_C_0405_RankUp_description_V2,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,,
98_C_04_justforinjust,FactionStory_Covenant,,65,,,,,98_C_04_d_00_Container_justforinjust_V2,9802_Lethold,,covenant_faction_quest_04,covenant_faction_quest_03,Covenant,63,98_C_04_thepathtodarkness_success,,CovenantTokens 5 24000,,,,,1,,true,@98_C_04_justforinjust_title_V2,@98_C_04_justforinjust_description_V2,@98_C_04_justforinjust_start_prompt_V2,@98_C_04_justforinjust_proposal_V2_a,@98_C_04_justforinjust_incomplete_V2,@complete_available_prompt_DEFAULT,@98_C_04_justforinjust_complete_V2,,,,,,,,,,
FM_98_03_GT_EXP_01_objective,Mission,,65,,,true,true,FM_98_03_GT_EXP_01_container,,3,,,,65,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_98_03_GT_EXP_02_objective,Mission,,65,,,true,true,FM_98_03_GT_EXP_02_container,,3,,,,65,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_98_03_GT_EXP_03_objective,Mission,,65,,,true,true,FM_98_03_GT_EXP_03_container,,3,,,,65,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_98_03_GT_EXP_04_objective,Mission,,65,,,true,true,FM_98_03_GT_EXP_04_container,,3,,,,65,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_98_03_GT_EXP_05_objective,Mission,,65,,,true,true,FM_98_03_GT_EXP_05_container,,3,,,,65,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_98_03_GT_EXP_05_objective,Mission,,65,,,true,true,FM_C_98_03_GT_EXP_05_container,,3,,,,65,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_98_03_GT_EXP_05_objective,Mission,,65,,,true,true,FM_S_98_03_GT_EXP_05_container,,3,,,,65,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_02_PVP_Spy_Marauder_objective,Mission,,,,true,true,false,FM_02_PVP_Spy_Marauder_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_02_PVP_Poach_Marauder_objective,Mission,,,,true,true,false,FM_02_PVP_Poach_Marauder_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_02_PVP_Control_Marauder_objective,Mission,,,,true,true,false,FM_02_PVP_Control_Marauder_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_02_PVP_Spy_Syndicate_objective,Mission,,,,true,true,false,FM_02_PVP_Spy_Syndicate_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_02_PVP_Poach_Syndicate_objective,Mission,,,,true,true,false,FM_02_PVP_Poach_Syndicate_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_02_PVP_Control_Syndicate_objective,Mission,,,,true,true,false,FM_02_PVP_Control_Syndicate_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_02_PVP_Spy_Covenant_objective,Mission,,,,true,true,false,FM_02_PVP_Spy_Covenant_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_02_PVP_Poach_Covenant_objective,Mission,,,,true,true,false,FM_02_PVP_Poach_Covenant_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_02_PVP_Control_Covenant_objective,Mission,,,,true,true,false,FM_02_PVP_Control_Covenant_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_0201_objective,Mission,,,,,true,true,FM_0201_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0202_objective,Mission,,,,,true,true,FM_0202_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0203_objective,Mission,,,,,true,true,FM_0203_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0204_objective,Mission,,,,,true,true,FM_0204_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0205_objective,Mission,,,,,true,true,FM_0205_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0206_objective,Mission,,,,,true,true,FM_0206_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0207_objective,Mission,,,,,true,true,FM_0207_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0208_objective,Mission,,,,,true,true,FM_0208_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0209_objective,Mission,,,,,true,true,FM_0209_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0210_objective,Mission,,,,,true,true,FM_0210_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0201_objective,Mission,,,,,true,true,FM_S_0201_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0202_objective,Mission,,,,,true,true,FM_S_0202_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0203_objective,Mission,,,,,true,true,FM_S_0203_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0204_objective,Mission,,,,,true,true,FM_S_0204_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0205_objective,Mission,,,,,true,true,FM_S_0205_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0206_objective,Mission,,,,,true,true,FM_S_0206_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0207_objective,Mission,,,,,true,true,FM_S_0207_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0208_objective,Mission,,,,,true,true,FM_S_0208_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0209_objective,Mission,,,,,true,true,FM_S_0209_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0210_objective,Mission,,,,,true,true,FM_S_0210_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0201_objective,Mission,,,,,true,true,FM_C_0201_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0202_objective,Mission,,,,,true,true,FM_C_0202_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0203_objective,Mission,,,,,true,true,FM_C_0203_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0204_objective,Mission,,,,,true,true,FM_C_0204_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0205_objective,Mission,,,,,true,true,FM_C_0205_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0206_objective,Mission,,,,,true,true,FM_C_0206_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0207_objective,Mission,,,,,true,true,FM_C_0207_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0208_objective,Mission,,,,,true,true,FM_C_0208_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0209_objective,Mission,,,,,true,true,FM_C_0209_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0210_objective,Mission,,,,,true,true,FM_C_0210_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0261_objective,Mission,,,,,true,true,FM_0261_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0262_objective,Mission,,,,,true,true,FM_0262_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0263_objective,Mission,,,,,true,true,FM_0263_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0264_objective,Mission,,,,,true,true,FM_0264_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0265_objective,Mission,,,,,true,true,FM_0265_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0266_objective,Mission,,,,,true,true,FM_0266_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0267_objective,Mission,,,,,true,true,FM_0267_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0268_objective,Mission,,,,,true,true,FM_0268_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0269_objective,Mission,,,,,true,true,FM_0269_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0270_objective,Mission,,,,,true,true,FM_0270_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0261_objective,Mission,,,,,true,true,FM_S_0261_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0262_objective,Mission,,,,,true,true,FM_S_0262_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0263_objective,Mission,,,,,true,true,FM_S_0263_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0264_objective,Mission,,,,,true,true,FM_S_0264_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0265_objective,Mission,,,,,true,true,FM_S_0265_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0266_objective,Mission,,,,,true,true,FM_S_0266_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0267_objective,Mission,,,,,true,true,FM_S_0267_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0268_objective,Mission,,,,,true,true,FM_S_0268_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0269_objective,Mission,,,,,true,true,FM_S_0269_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0270_objective,Mission,,,,,true,true,FM_S_0270_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0261_objective,Mission,,,,,true,true,FM_C_0261_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0262_objective,Mission,,,,,true,true,FM_C_0262_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0263_objective,Mission,,,,,true,true,FM_C_0263_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0264_objective,Mission,,,,,true,true,FM_C_0264_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0265_objective,Mission,,,,,true,true,FM_C_0265_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0266_objective,Mission,,,,,true,true,FM_C_0266_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0267_objective,Mission,,,,,true,true,FM_C_0267_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0268_objective,Mission,,,,,true,true,FM_C_0268_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0269_objective,Mission,,,,,true,true,FM_C_0269_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0270_objective,Mission,,,,,true,true,FM_C_0270_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_02_H_01_objective,Mission,,,,,true,true,FM_02_H_01_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_02_H_02_objective,Mission,,,,,true,true,FM_02_H_02_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_02_H_03_objective,Mission,,,,,true,true,FM_02_H_03_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_06_PVP_ControlSpot_Marauder_objective,Mission,,,,true,true,false,FM_06_PVP_ControlSpot_Marauder_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_06_PVP_PoachSpot_Marauder_objective,Mission,,,,true,true,false,FM_06_PVP_PoachSpot_Marauder_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_06_PVP_SpySpot_Marauder_objective,Mission,,,,true,true,false,FM_06_PVP_SpySpot_Marauder_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_06_PVP_ControlSpot_Syndicate_objective,Mission,,,,true,true,false,FM_06_PVP_ControlSpot_Syndicate_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_06_PVP_PoachSpot_Syndicate_objective,Mission,,,,true,true,false,FM_06_PVP_PoachSpot_Syndicate_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_06_PVP_SpySpot_Syndicate_objective,Mission,,,,true,true,false,FM_06_PVP_SpySpot_Syndicate_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_06_PVP_ControlSpot_Covenant_objective,Mission,,,,true,true,false,FM_06_PVP_ControlSpot_Covenant_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_06_PVP_PoachSpot_Covenant_objective,Mission,,,,true,true,false,FM_06_PVP_PoachSpot_Covenant_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_06_PVP_SpySpot_Covenant_objective,Mission,,,,true,true,false,FM_06_PVP_SpySpot_Covenant_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_0601_objective,Mission,,,,,true,true,FM_0601_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0602_objective,Mission,,,,,true,true,FM_0602_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0603_objective,Mission,,,,,true,true,FM_0603_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0604_objective,Mission,,,,,true,true,FM_0604_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0605_objective,Mission,,,,,true,true,FM_0605_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0606_objective,Mission,,,,,true,true,FM_0606_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0607_objective,Mission,,,,,true,true,FM_0607_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0608_objective,Mission,,,,,true,true,FM_0608_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0609_objective,Mission,,,,,true,true,FM_0609_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0610_objective,Mission,,,,,true,true,FM_0610_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0601_objective,Mission,,,,,true,true,FM_S_0601_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0602_objective,Mission,,,,,true,true,FM_S_0602_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0603_objective,Mission,,,,,true,true,FM_S_0603_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0604_objective,Mission,,,,,true,true,FM_S_0604_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0605_objective,Mission,,,,,true,true,FM_S_0605_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0606_objective,Mission,,,,,true,true,FM_S_0606_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0607_objective,Mission,,,,,true,true,FM_S_0607_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0608_objective,Mission,,,,,true,true,FM_S_0608_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0609_objective,Mission,,,,,true,true,FM_S_0609_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0610_objective,Mission,,,,,true,true,FM_S_0610_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0601_objective,Mission,,,,,true,true,FM_C_0601_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0602_objective,Mission,,,,,true,true,FM_C_0602_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0603_objective,Mission,,,,,true,true,FM_C_0603_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0604_objective,Mission,,,,,true,true,FM_C_0604_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0605_objective,Mission,,,,,true,true,FM_C_0605_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0606_objective,Mission,,,,,true,true,FM_C_0606_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0607_objective,Mission,,,,,true,true,FM_C_0607_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0608_objective,Mission,,,,,true,true,FM_C_0608_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0609_objective,Mission,,,,,true,true,FM_C_0609_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0610_objective,Mission,,,,,true,true,FM_C_0610_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0661_objective,Mission,,,,,true,true,FM_0661_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0662_objective,Mission,,,,,true,true,FM_0662_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0663_objective,Mission,,,,,true,true,FM_0663_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0664_objective,Mission,,,,,true,true,FM_0664_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0665_objective,Mission,,,,,true,true,FM_0665_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0666_objective,Mission,,,,,true,true,FM_0666_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0667_objective,Mission,,,,,true,true,FM_0667_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0668_objective,Mission,,,,,true,true,FM_0668_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0669_objective,Mission,,,,,true,true,FM_0669_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_0670_objective,Mission,,,,,true,true,FM_0670_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0661_objective,Mission,,,,,true,true,FM_S_0661_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0662_objective,Mission,,,,,true,true,FM_S_0662_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0663_objective,Mission,,,,,true,true,FM_S_0663_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0664_objective,Mission,,,,,true,true,FM_S_0664_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0665_objective,Mission,,,,,true,true,FM_S_0665_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0666_objective,Mission,,,,,true,true,FM_S_0666_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0667_objective,Mission,,,,,true,true,FM_S_0667_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0668_objective,Mission,,,,,true,true,FM_S_0668_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0669_objective,Mission,,,,,true,true,FM_S_0669_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_0670_objective,Mission,,,,,true,true,FM_S_0670_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0661_objective,Mission,,,,,true,true,FM_C_0661_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0662_objective,Mission,,,,,true,true,FM_C_0662_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0663_objective,Mission,,,,,true,true,FM_C_0663_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0664_objective,Mission,,,,,true,true,FM_C_0664_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0665_objective,Mission,,,,,true,true,FM_C_0665_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0666_objective,Mission,,,,,true,true,FM_C_0666_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0667_objective,Mission,,,,,true,true,FM_C_0667_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0668_objective,Mission,,,,,true,true,FM_C_0668_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0669_objective,Mission,,,,,true,true,FM_C_0669_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_0670_objective,Mission,,,,,true,true,FM_C_0670_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_06_H_01_objective,Mission,,,,,true,true,FM_06_H_01_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
