ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,CanBeAbandoned,Repeatable,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon ,ScheduleId
1023_0101_FQ06,SkillProgression,,30,,,,,1023_0101_d_00_container_FQ06,0223a_Fisher,,FishingQuest_06,FishingQuest_05,,,1023_0101_FQ06_success,,,,,,,,0,,@1023_0101_FQ06_objective_title,@1023_0101_FQ06_objective_desc,@1023_0101_FQ06_prompt,@1023_0101_FQ06_proposal,@1023_0101_FQ06_incomplete,@complete_available_prompt_DEFAULT,@1023_0101_FQ06_complete_available_response,,,,,,,,FishingQuestsArc,,
0223_0101_FQ07,SkillProgression,,35,,,,,0223_0101_d_00_container_FQ07,1323_Fisher,,FishingQuest_07,FishingQuest_06,,,0223_0101_FQ07_success,,,,,,,,0,,@0223_0101_FQ07_objective_title,@0223_0101_FQ07_objective_desc,@0223_0101_FQ07_prompt,@0223_0101_FQ07_proposal,@0223_0101_FQ07_incomplete,@complete_available_prompt_DEFAULT,@0223_0101_FQ07_complete_available_response,,,true,,,,,FishingQuestsArc,,
1323_0101_FQ08,SkillProgression,,40,,,,,1323_0101_d_00_container_FQ08,1523_Fisher,,FishingQuest_08,FishingQuest_07,,,1323_0101_FQ08_success,,,,,,,,0,,@1323_0101_FQ08_objective_title,@1323_0101_FQ08_objective_desc,@1323_0101_FQ08_prompt,@1323_0101_FQ08_proposal,@1323_0101_FQ08_incomplete,@complete_available_prompt_DEFAULT,@1323_0101_FQ08_complete_available_response,,,,,,,,FishingQuestsArc,,
1523_0101_FQ09,SkillProgression,,40,,,,,1523_0101_d_00_container_FQ09,1123_Fisher,,FishingQuest_09,FishingQuest_08,,,1523_0101_FQ09_success,,,,,,,,0,,@1523_0101_FQ09_objective_title,@1523_0101_FQ09_objective_desc,@1523_0101_FQ09_prompt,@1523_0101_FQ09_proposal,@1523_0101_FQ09_incomplete,@complete_available_prompt_DEFAULT,@1523_0101_FQ09_complete_available_response,,,,,,,,FishingQuestsArc,,
1123_0101_FQ10,SkillProgression,,45,,,,,1123_0101_d_00_container_FQ10,0324_Fisher,,FishingQuest_10,FishingQuest_09,,,1123_0101_FQ10_success,,,,,,,,0,,@1123_0101_FQ10_objective_title,@1123_0101_FQ10_objective_desc,@1123_0101_FQ10_prompt,@1123_0101_FQ10_proposal,@1123_0101_FQ10_incomplete,@complete_available_prompt_DEFAULT,@1123_0101_FQ10_complete_available_response,,,,,,,,FishingQuestsArc,,
1424_0101_FQ11,SkillProgression,,50,,,,,0324_0101_d_00_container_FQ12,1424_Fisher,,FishingQuest_11,FishingQuest_10,,,1424_0101_FQ11_success,,,,,,,,0,,@1424_0101_FQ11_objective_title,@1424_0101_FQ11_objective_desc,@1424_0101_FQ11_prompt,@1424_0101_FQ11_proposal,@1424_0101_FQ11_incomplete,@complete_available_prompt_DEFAULT,@1424_0101_FQ11_complete_available_response,,,,,,,,FishingQuestsArc,,
0324_0101_FQ12,SkillProgression,,55,,,,,1424_0101_d_00_container_FQ11,0724_Fisher,,FishingQuest_12,FishingQuest_11,,,0324_0101_FQ12_success,,,,,,,,0,,@0324_0101_FQ12_objective_title,@0324_0101_FQ12_objective_desc,@0324_0101_FQ12_prompt,@0324_0101_FQ12_proposal,@0324_0101_FQ12_incomplete,@complete_available_prompt_DEFAULT,@0324_0101_FQ12_complete_available_response,,,,,,,,FishingQuestsArc,,
0724_0101_FQ13,SkillProgression,,60,,,,,0724_0101_d_00_container_FQ13,0823_Fisher,,FishingQuest_13,FishingQuest_12,,,0724_0101_FQ13_success,,,,,,,,0,,@0724_0101_FQ13_objective_title,@0724_0101_FQ13_objective_desc,@0724_0101_FQ13_prompt,@0724_0101_FQ13_proposal,@0724_0101_FQ13_incomplete,@complete_available_prompt_DEFAULT,@0724_0101_FQ13_complete_available_response,,,,,,,,FishingQuestsArc,,
0823_0101_FQ14,SkillProgression,,60,,,,,0823_0101_d_00_container_FQ14,0523_Fisher,,FishingQuest_14,FishingQuest_13,,,0823_0101_FQ14_success,,,,,,,,0,,@0823_0101_FQ14_objective_title,@0823_0101_FQ14_objective_desc,@0823_0101_FQ14_prompt,@0823_0101_FQ14_proposal,@0823_0101_FQ14_incomplete,@complete_available_prompt_DEFAULT,@0823_0101_FQ14_complete_available_response,,,,,,,,FishingQuestsArc,,
0523_0101_FQ15,SkillProgression,,60,,,,,0523_0101_d_00_container_FQ15,0523_Fisher,,FishingQuest_15,FishingQuest_14,,,0523_0101_FQ15_success,,,,,,,,0,,@0523_0101_FQ15_objective_title,@0523_0101_FQ15_objective_desc,@0523_0101_FQ15_prompt,@0523_0101_FQ15_proposal,@0523_0101_FQ15_incomplete,@complete_available_prompt_DEFAULT,@0523_0101_FQ15_complete_available_response,,,,,,,,FishingQuestsArc,,
0699_0103_BarkimedesPup,Journey,,25,,,,,0699_0103_d_00_container_BarkimedesPup,0699_Barkimedes,,06_Quest_26,99_MSQ_20 || 04A_Side02_05,,,0699_0103_BarkimedesPup_success,,,,,,,,1,,@0699_0101_Barkimedes_title,@0699_0101_Barkimedes_desc,@0699_0101_Barkimedes_start_prompt,@0699_0101_Barkimedes_proposal,@0699_0101_Barkimedes_incomplete,@complete_available_prompt_DEFAULT,@0699_0101_Barkimedes_complete,,,,,,,,,,
0699_0101_Barkimedes,Journey,,25,,,,,0699_0101_d_00_container_Barkimedes,0699_Barkimedes,,,06_Quest_26,,,0699_0101_Barkimedes_success,,,,,,,,TRUE,TRUE,@0699_0101_Barkimedes_title,@0699_0101_Barkimedes_desc,@0699_0101_Barkimedes_start_prompt,@0699_0101_Barkimedes_proposal,@0699_0101_Barkimedes_incomplete,@complete_available_prompt_DEFAULT,@0699_0101_Barkimedes_complete,,,,,,,,,,Daily
0699_0102_Barkimedes2,Journey,,35,,,,,0699_0102_d_00_container_Barkimedes2,0699_Barkimedes,,,,,,0699_0102_Barkimedes2_success,,,,,,,,TRUE,TRUE,@0699_0102_Barkimedes2_title,@0699_0102_Barkimedes2_desc,@0699_0102_Barkimedes2_start_prompt,@0699_0102_Barkimedes2_proposal,@0699_0102_Barkimedes2_incomplete,@complete_available_prompt_DEFAULT,@0699_0102_Barkimedes2_complete,,,,,,,,,,Daily
