ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon 
9809_C_0001_RankUp,FactionStory_Covenant,,25,,,,,9809_C_0001_d_00_Container_RankUp_V2,,,FactionRank_C_0001_RankUp,,Covenant,,98_C_0001_RankUp_success,,Covenant 1,,,,,true,,false,@98_C_0001_RankUp_title,@98_C_0001_RankUp_description,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,
9812_C_0001_RankUp,FactionStory_Covenant,,25,,,,,9812_C_0001_d_00_Container_RankUp_V2,,,FactionRank_C_0001_RankUp,S_factionhandoff,Covenant,,98_C_0001_RankUp_success,,Covenant 1,,,,,true,,false,@98_C_0001_RankUp_title,@98_C_0001_RankUp_description,@9812_C_0001_RankUp_start,@9812_C_0001_RankUp_proposal,@NPC_DefaultDialogue_1209_07_Adjudicator,@complete_available_prompt_DEFAULT,,,,,,,,,,
98_C_01_theapostate,FactionStory_Covenant,,25,,,,,98_C_01_d_00_Container_theapostate_V2,0309_Adjudicator,,covenant_faction_quest_01,S_factionhandoff,Covenant,20,98_C_01_theapostate_success,,CovenantTokens 1 1500,,98_C_0102_RankUp,,,true,,true,@98_C_01_theapostate_title_V2,@98_C_01_theapostate_description_V2,@98_C_01_theapostate_start_prompt_V2,@98_C_01_theapostate_proposal_V2,@98_C_01_theapostate_incomplete_V2,@complete_available_prompt_DEFAULT,@98_C_01_theapostate_complete_V2,,,,,,,,,
98_C_0102_RankUp,FactionStory_Covenant,,35,,,,,98_C_0102_d_00_Container_RankUp_V2,,,FactionRank_C_0102_RankUp,S_factionhandoff,Covenant,,98_C_0102_RankUp_success,,Covenant 2,,,,,true,,false,@98_C_0102_RankUp_title_V2,@98_C_0102_RankUp_description_V2,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,
98_C_01b_fenredemption,FactionStory_Covenant,,35,,,,,98_C_01b_d_00_Container_fenredemption_V2,0309_Adjudicator,,covenant_faction_quest_01b,covenant_faction_quest_01,Covenant,,98_C_01b_fenredemption_success,,CovenantTokens 2 3000,,98_C_0203_RankUp,,,true,,true,@98_C_01b_fenredemption_title_V2,@98_C_01b_fenredemption_description_V2,@98_C_01b_fenredemption_start_prompt_V2,@98_C_01b_fenredemption_proposal_V2,@98_C_01b_fenredemption_incomplete_V2,@complete_available_prompt_DEFAULT,@98_C_01b_fenredemption_complete_V2,,,,,,,,,
98_C_0203_RankUp,FactionStory_Covenant,,49,,,,,98_C_0203_d_00_Container_RankUp_V2,,,FactionRank_C_0203_RankUp,,Covenant,,98_C_0203_RankUp_success,,Covenant 3,,,,,true,,false,@98_C_0203_RankUp_title_V2,@98_C_0203_RankUp_description_V2,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,
98_C_02_soulsalvation,FactionStory_Covenant,,49,,,,,98_C_02_d_00_Container_soulsalvation_V2,0309_Adjudicator,,covenant_faction_quest_02,covenant_faction_quest_01b,Covenant,,98_C_02_soulsalvation_success,,CovenantTokens 3 6000,,98_C_0304_RankUp,,,true,,true,@98_C_02_soulsalvation_title_V2,@98_C_02_soulsalvation_description_V2,@98_C_02_soulsalvation_start_prompt_V2,@98_C_02_soulsalvation_proposal_V2,@98_C_02_soulsalvation_incomplete_V2,@complete_available_prompt_DEFAULT,@98_C_02_soulsalvation_complete_V2,,,,,,,,,
98_C_0304_RankUp,FactionStory_Covenant,,60,,,,,98_C_0304_d_00_Container_RankUp_V2,,,FactionRank_C_0304_RankUp,,Covenant,,98_C_0304_RankUp_success,,Covenant 4,,,,,true,,false,@98_C_0304_RankUp_title_V2,@98_C_0304_RankUp_description_V2,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,
98_C_03_thepathtodarkness,FactionStory_Covenant,,60,,,,,98_C_03_d_00_Container_thepathtodarkness_V2,9802_Lethold,,covenant_faction_quest_03,covenant_faction_quest_02,Covenant,,98_C_03_thepathtodarkness_success,,CovenantTokens 4 12000,,98_C_0405_RankUp,,,true,,true,@98_C_03_thepathtodarkness_title_V2,@98_C_03_thepathtodarkness_description_V2,@98_C_03_thepathtodarkness_start_prompt_V2,@98_C_03_thepathtodarkness_proposal_V2,@98_C_03_thepathtodarkness_incomplete_V2,@complete_available_prompt_DEFAULT,@98_C_03_thepathtodarkness_complete_V2,,,,,,,,,
98_C_0405_RankUp,FactionStory_Covenant,,65,,,,,98_C_0405_d_00_Container_RankUp_V2,,,FactionRank_C_0405_RankUp,,Covenant,,98_C_0405_RankUp_success,,Covenant 5,,,,,true,,false,@98_C_0405_RankUp_title_V2,@98_C_0405_RankUp_description_V2,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,
98_C_04_justforinjust,FactionStory_Covenant,,65,,,,,98_C_04_d_00_Container_justforinjust_V2,9802_Lethold,,covenant_faction_quest_04,covenant_faction_quest_03,Covenant,63,98_C_04_thepathtodarkness_success,,CovenantTokens 5 24000,,,,,true,,true,@98_C_04_justforinjust_title_V2,@98_C_04_justforinjust_description_V2,@98_C_04_justforinjust_start_prompt_V2,@98_C_04_justforinjust_proposal_V2,@98_C_04_justforinjust_incomplete_V2,@complete_available_prompt_DEFAULT,@98_C_04_justforinjust_complete_V2,,,,,,,,,
FM_98_03_GT_EXP_01_objective,Mission,,65,,,true,true,FM_98_03_GT_EXP_01_container,,3,,,,65,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_98_03_GT_EXP_02_objective,Mission,,65,,,true,true,FM_98_03_GT_EXP_02_container,,3,,,,65,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_98_03_GT_EXP_03_objective,Mission,,65,,,true,true,FM_98_03_GT_EXP_03_container,,3,,,,65,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_98_03_GT_EXP_04_objective,Mission,,65,,,true,true,FM_98_03_GT_EXP_04_container,,3,,,,65,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_98_03_GT_EXP_05_objective,Mission,,65,,,true,true,FM_98_03_GT_EXP_05_container,,3,,,,65,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_98_03_GT_EXP_05_objective,Mission,,65,,,true,true,FM_C_98_03_GT_EXP_05_container,,3,,,,65,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_98_03_GT_EXP_05_objective,Mission,,65,,,true,true,FM_S_98_03_GT_EXP_05_container,,3,,,,65,,,,,,,,,,true,,,,,,,,,,,,,,,,
