Index,OldIndex,isForeground,DisplayName,EntitlementId,Image,Color,isEntitlement,isEnabled,Faction,Notes,Intent
244,8,false,@ui_crestbackground_2V3,,lyshineui/images/crests/backgrounds/icon_shield_shape2v3.dds,,false,true,Any,,
245,9,false,@ui_crestbackground_2V4,,lyshineui/images/crests/backgrounds/icon_shield_shape2v4.dds,,false,true,Any,,
246,10,false,@ui_crestbackground_2V5,,lyshineui/images/crests/backgrounds/icon_shield_shape2v5.dds,,false,true,Any,,
247,11,false,@ui_crestbackground_2V6,,lyshineui/images/crests/backgrounds/icon_shield_shape2v6.dds,,false,true,Any,,
248,12,false,@ui_crestbackground_3V1,,lyshineui/images/crests/backgrounds/icon_shield_shape3v1.dds,,false,true,Any,,
249,13,false,@ui_crestbackground_3V2,,lyshineui/images/crests/backgrounds/icon_shield_shape3v2.dds,,false,true,Any,,
250,14,false,@ui_crestbackground_3V3,,lyshineui/images/crests/backgrounds/icon_shield_shape3v3.dds,,false,true,Any,,
251,15,false,@ui_crestbackground_3V4,,lyshineui/images/crests/backgrounds/icon_shield_shape3v4.dds,,false,true,Any,,
252,16,false,@ui_crestbackground_3V5,,lyshineui/images/crests/backgrounds/icon_shield_shape3v5.dds,,false,true,Any,,
253,17,false,@ui_crestbackground_3V6,,lyshineui/images/crests/backgrounds/icon_shield_shape3v6.dds,,false,true,Any,,
