Name,Default,Player,Flesh,FleshHead,Armor,ArmorHead,Damned,Dryad,Ghost,Turkey,Skeleton,AncientGuardian,GhostCharred,GhostFrozen,GhostShipwrecked,GhostHanged,GhostPlagued,BearElemental,Bear,Regurgitator,SprigganForest,CorruptedEntity,BlightFiend,FrostWolf,EarthWolf,Lost,Withered,Dynasty,DunePhantom,AnubianGuardianBrute,AnubianGuardianBruteShield,AENaga,AnubianLocustScarab,Sun,MageArcaneShield,RockNPC,EvilKnightFireChampion,AngryEarth,Upyr,Leviathan
GreatAxe+Crit,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Dryad,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Skeleton,Play_Imp_SwordMetal_Skeleton,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_SwordMetal_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_SwordMetal_Dryad,,Play_Imp_LeviathanBody
Musket,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Armor,Play_Imp_Bullet_Armor,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Skeleton,Play_Imp_Bullet_Skeleton,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Bullet_Skeleton,Play_Imp_EvilKnightFireChampion,Play_Imp_Bullet_Flesh,,Play_Imp_LeviathanBody
Musket_Heavy,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_ClubMetal_Armor,ClubArmorHead,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Dryad,Play_Imp_PunchUnarmed_Ghost,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Skeleton,Play_Imp_PunchUnarmed_Skeleton,Play_Imp_PunchUnarmed_Ghost,Play_Imp_PunchUnarmed_Ghost,Play_Imp_PunchUnarmed_Ghost,Play_Imp_PunchUnarmed_Ghost,Play_Imp_PunchUnarmed_Ghost,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Wood,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Cloth,Play_Imp_PunchUnarmed_Armor,Play_Imp_PunchUnarmed_Cloth,Play_Imp_PunchUnarmed_Cloth,Play_Imp_PunchUnarmed_Cloth,Play_Imp_PunchUnarmed_Dryad,Play_Imp_PunchUnarmed_Dryad,Play_Imp_PunchUnarmed_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_PunchUnarmed_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_PunchUnarmed_Dryad,,Play_Imp_LeviathanBody
StickyBomb,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Ability_StickyBomb_Stuck,Play_Imp_Proj_HolyShield,Play_Ability_StickyBomb_Stuck,Play_Imp_EvilKnightFireChampion,Play_Ability_StickyBomb_Stuck,,Play_Imp_LeviathanBody
Musket+Resist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,Play_Ability_StickyBomb_Stuck,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,MusketResist,Play_Imp_Proj_SandElementalShield,MusketResist,MusketResist,MusketResist,Play_Imp_Proj_HolyShield,MusketResist,MusketResist,MusketResist,,
Musket_Heavy+Crit,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Skeleton,Play_Imp_Bullet_Skeleton,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Bullet_Skeleton,Play_Imp_EvilKnightFireChampion,Play_Imp_Bullet_Flesh,,Play_Imp_LeviathanBody
Musket+Crit,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Skeleton,Play_Imp_Bullet_Skeleton,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Ghost,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Bullet_Skeleton,Play_Imp_EvilKnightFireChampion,Play_Imp_Bullet_Flesh,,Play_Imp_LeviathanBody
Bow,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Armor,Play_Imp_Arrow_Armor,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Skeleton,Play_Imp_Arrow_Skeleton,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Arrow_Skeleton,Play_Imp_EvilKnightFireChampion,Play_Imp_Arrow_Flesh,,Play_Imp_LeviathanBody
Bow_Heavy,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_ClubMetal_Armor,ClubArmorHead,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Dryad,Play_Imp_PunchUnarmed_Ghost,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Skeleton,Play_Imp_PunchUnarmed_Skeleton,Play_Imp_PunchUnarmed_Ghost,Play_Imp_PunchUnarmed_Ghost,Play_Imp_PunchUnarmed_Ghost,Play_Imp_PunchUnarmed_Ghost,Play_Imp_PunchUnarmed_Ghost,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Wood,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Flesh,Play_Imp_PunchUnarmed_Cloth,Play_Imp_PunchUnarmed_Armor,Play_Imp_PunchUnarmed_Cloth,Play_Imp_PunchUnarmed_Cloth,Play_Imp_PunchUnarmed_Cloth,Play_Imp_PunchUnarmed_Dryad,Play_Imp_PunchUnarmed_Dryad,Play_Imp_PunchUnarmed_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_PunchUnarmed_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_PunchUnarmed_Dryad,,Play_Imp_LeviathanBody
Bow+Resist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,BowResist,Play_Imp_Proj_SandElementalShield,BowResist,BowResist,BowResist,Play_Imp_Proj_HolyShield,BowResist,BowResist,BowResist,,BowResist
Bow+Crit,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Skeleton,Play_Imp_Arrow_Skeleton,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Arrow_Skeleton,Play_Imp_EvilKnightFireChampion,Play_Imp_Arrow_Flesh,,Play_Imp_LeviathanBody
Bow_Heavy+Crit,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Skeleton,Play_Imp_Arrow_Skeleton,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Ghost,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Arrow_Skeleton,Play_Imp_EvilKnightFireChampion,Play_Imp_Arrow_Flesh,,Play_Imp_LeviathanBody
Bow+Arcane,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_EvilKnightFireChampion,Play_Imp_Arrow_Flesh,Play_Imp_Arrow_Flesh,Play_Imp_LeviathanBody
Shield,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Armor,Play_Imp_ShieldMetal_Armor,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Ghost,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Skeleton,Play_Imp_ShieldMetal_Skeleton,Play_Imp_ShieldMetal_Ghost,Play_Imp_ShieldMetal_Ghost,Play_Imp_ShieldMetal_Ghost,Play_Imp_ShieldMetal_Ghost,Play_Imp_ShieldMetal_Ghost,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_ShieldMetal_Flesh,Play_Imp_EvilKnightFireChampion,Play_Imp_ShieldMetal_Flesh,,Play_Imp_LeviathanBody
Shield+Resist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,ShieldResist,Play_Imp_Proj_SandElementalShield,ShieldResist,ShieldResist,ShieldResist,Play_Imp_Proj_HolyShield,ShieldResist,ShieldResist,ShieldResist,,ShieldResist
Shield+Crit,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Ghost,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Skeleton,Play_Imp_ShieldMetal_Skeleton,Play_Imp_ShieldMetal_Ghost,Play_Imp_ShieldMetal_Ghost,Play_Imp_ShieldMetal_Ghost,Play_Imp_ShieldMetal_Ghost,Play_Imp_ShieldMetal_Ghost,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_ShieldMetal_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_ShieldMetal_Flesh,Play_Imp_EvilKnightFireChampion,Play_Imp_ShieldMetal_Flesh,,Play_Imp_LeviathanBody
Spear,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Armor,Play_Imp_SpearMetal_Armor,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Dryad,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Skeleton,Play_Imp_SpearMetal_Skeleton,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Ghost,Play_Imp_SwordMetal_Ghost,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Ghost,Play_Imp_SwordMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SwordMetal_AnubianGuardian_Brute,Play_Imp_SwordMetal_AnubianGuardian_Brute,Play_Imp_SpearMetal_Dryad,Play_Imp_SwordMetal_Anubian_Lotus_Scarab,Play_Imp_SpearMetal_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_SpearMetal_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_SpearMetal_Dryad,,Play_Imp_LeviathanBody
Spear+Resist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,Play_Imp_Proj_SandElementalShield,SpearResist,SpearResist,SpearResist,Play_Imp_Proj_HolyShield,SpearResist,SpearResist,SpearResist,,SpearResist
Spear+Crit,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Dryad,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Skeleton,Play_Imp_SpearMetal_Skeleton,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_SpearMetal_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_SpearMetal_Dryad,,Play_Imp_LeviathanBody
Spear_Throw,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_SpearMetal_Flesh,Play_Imp_EvilKnightFireChampion,Play_Imp_SpearMetal_Flesh,,Play_Imp_LeviathanBody
Spear_Throw+Resist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,Play_Imp_Proj_SandElementalShield,SpearResist,SpearResist,SpearResist,Play_Imp_Proj_HolyShield,SpearResist,SpearResist,SpearResist,,SpearResist
Spear_Throw+Crit,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_SpearMetal_Flesh,Play_Imp_EvilKnightFireChampion,Play_Imp_SpearMetal_Flesh,,Play_Imp_LeviathanBody
