Name,mat_default,mat_bark,mat_dirt,mat_fabric,mat_glass,mat_grass,mat_metal,mat_mud,mat_rock,mat_rock_wet,mat_sand,mat_sand_wet,mat_thatch,mat_water,mat_water_deep,mat_water_shallow,mat_wood,mat_corruption_core,mat_corruption,mat_holy_shield,mat_flesh,mat_ice
GhostSpell_Lightning,Play_Imp_PunchUnarmed_Dirt,Play_Imp_SpearWood_Wood,Play_Imp_SwordWood_Dirt,Play_Imp_SwordWood_Cloth,Play_Imp_SpearMetal_Stone,Play_Imp_PunchUnarmed_Dirt,Play_Imp_SwordMetal_Metal,Play_Imp_PunchUnarmed_Dirt,Play_Imp_SpearMetal_Stone,Play_Imp_SpearMetal_Stone,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Dirt,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_SpearWood_Wood,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Dirt,Play_Imp_Proj_HolyShield,Play_Imp_GreatAxe_Flesh,Play_Imp_Axe_IceWall
GhostSpell_Curse,Play_Imp_PunchUnarmed_Dirt,Play_Imp_SpearWood_Wood,Play_Imp_SwordWood_Dirt,Play_Imp_SwordWood_Cloth,Play_Imp_SpearMetal_Stone,Play_Imp_PunchUnarmed_Dirt,Play_Imp_SwordMetal_Metal,Play_Imp_PunchUnarmed_Dirt,Play_Imp_SpearMetal_Stone,Play_Imp_SpearMetal_Stone,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Dirt,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_SpearWood_Wood,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Dirt,Play_Imp_Proj_HolyShield,Play_Imp_GreatAxe_Flesh,Play_Imp_Axe_IceWall
GhostSpell_Disease,Play_Imp_PunchUnarmed_Dirt,Play_Imp_SpearWood_Wood,Play_Imp_SwordWood_Dirt,Play_Imp_SwordWood_Cloth,Play_Imp_SpearMetal_Stone,Play_Imp_PunchUnarmed_Dirt,Play_Imp_SwordMetal_Metal,Play_Imp_PunchUnarmed_Dirt,Play_Imp_SpearMetal_Stone,Play_Imp_SpearMetal_Stone,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Dirt,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_SpearWood_Wood,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Dirt,Play_Imp_Proj_HolyShield,Play_Imp_GreatAxe_Flesh,Play_Imp_Axe_IceWall
Bite_AI,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,,
Blunt_AI,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Wood,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Grass,Play_Imp_PunchUnarmed_Stone,Play_Imp_PunchUnarmed_Grass,Play_Imp_PunchUnarmed_Metal,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Stone,Play_Imp_PunchUnarmed_Stone,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Dirt,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_PunchUnarmed_Wood,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Dirt,Play_Imp_Proj_HolyShield,Play_Imp_GreatAxe_Flesh,Play_Imp_Axe_IceWall
Bear_Claw,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Wood,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Grass,Play_Imp_PunchUnarmed_Stone,Play_Imp_PunchUnarmed_Grass,Play_Imp_PunchUnarmed_Metal,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Stone,Play_Imp_PunchUnarmed_Stone,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Dirt,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_PunchUnarmed_Wood,Play_Imp_PunchUnarmed_Dirt,Play_Imp_PunchUnarmed_Dirt,Play_Imp_Proj_HolyShield,Play_Imp_GreatAxe_Flesh,Play_Imp_Axe_IceWall
Regurgitator_Vomitball,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Regurgitator_Vomitball_Environment,Play_Imp_Proj_HolyShield,Play_Imp_GreatAxe_Flesh,Play_Imp_Axe_IceWall
Sword+Fire,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_IceWall
MagicFire,Play_Gauntlet_Fireball_Explo_Ground,Play_Gauntlet_Fireball_Explo_Ground,Play_Gauntlet_Fireball_Explo_Ground,Play_Gauntlet_Fireball_Explo_Ground,Play_Gauntlet_Fireball_Explo_Ground,Play_Gauntlet_Fireball_Explo_Ground,Play_Gauntlet_Fireball_Explo_Ground,Play_Gauntlet_Fireball_Explo_Ground,Play_Gauntlet_Fireball_Explo_Ground,Play_Gauntlet_Fireball_Explo_Ground,Play_Gauntlet_Fireball_Explo_Ground,Play_Gauntlet_Fireball_Explo_Ground,Play_Gauntlet_Fireball_Explo_Ground,Play_Gauntlet_Fireball_Explo_Ground,Play_Gauntlet_Fireball_Explo_Ground,Play_Gauntlet_Fireball_Explo_Ground,Play_Gauntlet_Fireball_Explo_Ground,Play_Imp_Corruption_Core,Play_Imp_Corruption_Core,Play_Imp_FireProj_HolyShield,Play_Imp_GreatAxe_Flesh,Play_Imp_PunchUnarmed_IceWall
Ballista,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Wood,Play_Imp_GreatAxe_Dirt,Play_Imp_SwordWood_Cloth,Play_Imp_GreatAxe_Stone,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Metal,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Stone,Play_Imp_GreatAxe_Stone,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Wood,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Wood,Play_Imp_GreatAxe_Wood,Play_Imp_GreatAxe_Wood,Play_Imp_Proj_HolyShield,Play_Imp_GreatAxe_Flesh,Play_Imp_Axe_IceWall
CannonBall,Play_Cannon_Imp,Play_Imp_CannonBall_Wood,Play_Imp_CannonBall_Dirt,Play_Imp_CannonBall_Cloth,Play_Imp_CannonBall_Stone,Play_Imp_CannonBall_Dirt,Play_Imp_CannonBall_Metal,Play_Imp_CannonBall_Dirt,Play_Imp_CannonBall_Stone,Play_Imp_CannonBall_Stone,Play_Imp_CannonBall_Dirt,Play_Imp_CannonBall_Dirt,Play_Imp_CannonBall_Wood,Play_Imp_CannonBall_Water,Play_Imp_CannonBall_Water,Play_Imp_CannonBall_Water,Play_Imp_CannonBall_Wood,Play_Cannon_Imp,Play_Cannon_Imp,Play_Imp_FireProj_HolyShield,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_IceWall
MagicStaff,Play_Imp_ClubMetal_Dirt,Play_Imp_ClubMetal_Wood,Play_Imp_ClubMetal_Dirt,Play_Imp_PunchUnarmed_Grass,Play_Imp_ClubMetal_Stone,Play_Imp_ClubMetal_Grass,Play_Imp_ClubMetal_Metal,Play_Imp_ClubMetal_Dirt,Play_Imp_ClubMetal_Stone,Play_Imp_ClubMetal_Stone,Play_Imp_ClubMetal_Sand,Play_Imp_ClubMetal_Sand,Play_Imp_ClubMetal_Dirt,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_ClubMetal_Wood,Play_Imp_ClubMetal_Wood,Play_Imp_ClubMetal_Wood,Play_Imp_FireProj_HolyShield,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_IceWall
FireStaff_Proj,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Imp_FireProj_HolyShield,Play_Imp_GreatAxe_Flesh,Play_Imp_Warhammer_IceWall
FireStaff_Proj+Crit,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Imp_FireProj_HolyShield,Play_Imp_GreatAxe_Flesh,Play_Imp_Warhammer_IceWall
FlameThrower,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,NoEnvironment,,
LifeStaff_Proj,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeProj_HolyShield,Play_Imp_LifeStaff,Play_Imp_Warhammer_IceWall
LifeStaff_Proj_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_Imp_LifeProj_HolyShield,Play_Imp_LifeStaff,Play_Imp_Warhammer_IceWall
LifeStaff_Proj+Crit,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeStaff_Env,Play_Imp_LifeProj_HolyShield,Play_Imp_LifeStaff,Play_Imp_Warhammer_IceWall
IceGauntlet_Proj,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_LifeProj_HolyShield,Play_Imp_IceGauntlet,Play_Imp_Warhammer_IceWall
IceGauntlet_Proj_Heavy,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_LifeProj_HolyShield,Play_Imp_IceGauntlet,Play_Imp_Warhammer_IceWall
IceGauntlet_Null,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_LifeProj_HolyShield,Play_Imp_IceGauntlet,Play_Imp_Warhammer_IceWall
IceGauntlet_Proj+Crit,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_IceGauntlet_Env,Play_Imp_LifeProj_HolyShield,Play_Imp_IceGauntlet,Play_Imp_Warhammer_IceWall
CorruptedMagic,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_Proj_HolyShield,Play_Imp_CorruptedMagic,
DryadMagic,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_DryadMagic_Environment,Play_Imp_Proj_HolyShield,Play_Imp_CorruptedMagic,
CorruptedSlash,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic_Environment,Play_Imp_CorruptedMagic,
VoidGauntlet_Proj,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_LifeProj_HolyShield,Play_Imp_VoidGauntlet,
VoidGauntlet_Proj_Heavy,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_LifeProj_HolyShield,Play_Imp_VoidGauntlet,
VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,Play_Imp_VoidGauntlet_Blade,
VoidGauntlet_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_VoidGauntlet_Env_Special,Play_Imp_LifeProj_HolyShield,Play_Imp_VoidGauntlet_Special,
VoidGauntlet_Rupture,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_VoidGauntlet_Special,Play_Imp_LifeProj_HolyShield,Play_Imp_VoidGauntlet_Special,
VoidGauntlet_Proj+Crit,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_VoidGauntlet_Env,Play_Imp_LifeProj_HolyShield,Play_Imp_VoidGauntlet,
Blunderbuss,Play_Imp_Bullet_Dirt,Play_Imp_Bullet_Wood,Play_Imp_Bullet_Dirt,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Grass,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Dirt,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Sand,Play_Imp_Bullet_Sand,Play_Imp_Bullet_Dirt,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_Bullet_Wood,Play_Imp_Corruption_Core,Play_Imp_Corruption_Core,Play_Imp_Proj_HolyShield,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_IceWall
Blunderbuss_Claw,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Metal,Play_Imp_Proj_HolyShield,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_IceWall
Blunderbuss_Net,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Cloth,Play_Imp_Proj_HolyShield,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_IceWall
