SongId,MusicTitle,Performance,FilterType,NotePattern,SoundBank,Slot01,Slot02,Slot03,Slot04,Slot05,Crowd,Tempo,ScrollSpeed,Duration,HitZone,PerfectZone,DanceTimeline,CompletionGameEvent,TippingDurationMs,HighestRankAchievementId
DownLaneMedium,@songtitle_Down_The_Lane,Medium,DefaultPerformance,Skilled,MXMI_Down_The_Lane,DownLane_Guitar_Part1_Medium,DownLane_Guitar_Part2_Medium,DownLane_Mandolin_Part1_Medium,DownLane_URBass_Part1_Medium,DownLane_Drums_Part1_Medium,Down_The_Lane,112,2.5,66.849,0.222222,0.055556,Performance_Dance,SongCompletedMedium,,MP_Perfect_DownLaneMedium
DownLaneHard,@songtitle_Down_The_Lane,Hard,DefaultPerformance,Expert,MXMI_Down_The_Lane,DownLane_Guitar_Part1_Hard,DownLane_Guitar_Part2_Hard,DownLane_Mandolin_Part1_Hard,DownLane_URBass_Part1_Hard,DownLane_Drums_Part1_Hard,Down_The_Lane,112,2.5,66.849,0.222222,0.041667,Performance_Dance,SongCompletedHard,,MP_Perfect_DownLaneHard
HowTodayEasy,@songtitle_How_Ore_You_Today,Easy,DefaultPerformance,Novice,MXMI_How_Ore_You_Today,HowToday_Guitar_Part1_Easy,HowToday_Guitar_Part2_Easy,HowToday_Mandolin_Part1_Easy,HowToday_Drums_Part1_Easy,,How_Ore_You_Today,112,2.5,39.918,0.222222,0.083333,Performance_Dance,SongCompletedEasy,,MP_Perfect_HowTodayEasy
HowTodayMedium,@songtitle_How_Ore_You_Today,Medium,DefaultPerformance,Skilled,MXMI_How_Ore_You_Today,HowToday_Guitar_Part1_Medium,HowToday_Guitar_Part2_Medium,HowToday_Mandolin_Part1_Medium,HowToday_Drums_Part1_Medium,,How_Ore_You_Today,112,2.5,39.918,0.222222,0.055556,Performance_Dance,SongCompletedMedium,,MP_Perfect_HowTodayMedium
HowTodayHard,@songtitle_How_Ore_You_Today,Hard,DefaultPerformance,Expert,MXMI_How_Ore_You_Today,HowToday_Guitar_Part1_Hard,HowToday_Guitar_Part2_Hard,HowToday_Mandolin_Part1_Hard,HowToday_Drums_Part1_Hard,,How_Ore_You_Today,112,2.5,39.918,0.222222,0.041667,Performance_Dance,SongCompletedHard,,MP_Perfect_HowTodayHard
CampEasy,@songtitle_The_Camp,Easy,DefaultPerformance,Novice,MXMI_The_Camp,Camp_Guitar_Part1_Easy,,,,,The_Camp,101,2.5,44.289,0.222222,0.083333,Performance_Dance,SongCompletedEasy,,MP_Perfect_CampEasy
CampMedium,@songtitle_The_Camp,Medium,DefaultPerformance,Skilled,MXMI_The_Camp,Camp_Guitar_Part1_Medium,,,,,The_Camp,101,2.5,44.289,0.222222,0.055556,Performance_Dance,SongCompletedMedium,,MP_Perfect_CampMedium
CampHard,@songtitle_The_Camp,Hard,DefaultPerformance,Expert,MXMI_The_Camp,Camp_Guitar_Part1_Hard,,,,,The_Camp,101,2.5,44.289,0.222222,0.041667,Performance_Dance,SongCompletedHard,,MP_Perfect_CampHard
CampGrowsEasy,@songtitle_The_Camp_Grows,Easy,DefaultPerformance,Novice,MXMI_The_Camp_Grows,CampGrows_Guitar_Part1_Easy,CampGrows_Guitar_Part2_Easy,CampGrows_Mandolin_Part1_Easy,CampGrows_Drums_Part1_Easy,,The_Camp_Grows,95,2.5,50.693,0.222222,0.083333,Performance_Dance,SongCompletedEasy,,MP_Perfect_CampGrowsEasy
CampGrowsMedium,@songtitle_The_Camp_Grows,Medium,DefaultPerformance,Skilled,MXMI_The_Camp_Grows,CampGrows_Guitar_Part1_Medium,CampGrows_Guitar_Part2_Medium,CampGrows_Mandolin_Part1_Medium,CampGrows_Drums_Part1_Medium,,The_Camp_Grows,95,2.5,50.693,0.222222,0.055556,Performance_Dance,SongCompletedMedium,,MP_Perfect_CampGrowsMedium
CampGrowsHard,@songtitle_The_Camp_Grows,Hard,DefaultPerformance,Expert,MXMI_The_Camp_Grows,CampGrows_Guitar_Part1_Hard,CampGrows_Guitar_Part2_Hard,CampGrows_Mandolin_Part1_Hard,CampGrows_Drums_Part1_Hard,,The_Camp_Grows,95,2.5,50.693,0.222222,0.041667,Performance_Dance,SongCompletedHard,,MP_Perfect_CampGrowsHard
BlueEasy,@songtitle_Blue_Leaves,Easy,DefaultPerformance,Novice,MXMI_Blue_Leaves,Blue_Guitar_Part1_Easy,,,,,Blue_Leaves,95,2.5,37.036,0.222222,0.083333,Performance_Dance,SongCompletedEasy,,MP_Perfect_BlueEasy
BlueMedium,@songtitle_Blue_Leaves,Medium,DefaultPerformance,Skilled,MXMI_Blue_Leaves,Blue_Guitar_Part1_Medium,,,,,Blue_Leaves,95,2.5,37.036,0.222222,0.055556,Performance_Dance,SongCompletedMedium,,MP_Perfect_BlueMedium
BlueHard,@songtitle_Blue_Leaves,Hard,DefaultPerformance,Expert,MXMI_Blue_Leaves,Blue_Guitar_Part1_Hard,,,,,Blue_Leaves,95,2.5,37.036,0.222222,0.041667,Performance_Dance,SongCompletedHard,,MP_Perfect_BlueHard
SoundsEasy,@songtitle_Sounds_Of_Bells,Easy,DefaultPerformance,Novice,MXMI_Sounds_Of_Bells,Sounds_Guitar_Part1_Easy,,,,,Sounds_Of_Bells,70,2.5,87.199,0.222222,0.083333,Performance_Dance,SongCompletedEasy,,MP_Perfect_SoundsEasy
SoundsMedium,@songtitle_Sounds_Of_Bells,Medium,DefaultPerformance,Skilled,MXMI_Sounds_Of_Bells,Sounds_Guitar_Part1_Medium,,,,,Sounds_Of_Bells,70,2.5,87.199,0.222222,0.055556,Performance_Dance,SongCompletedMedium,,MP_Perfect_SoundsMedium
SoundsHard,@songtitle_Sounds_Of_Bells,Hard,DefaultPerformance,Expert,MXMI_Sounds_Of_Bells,Sounds_Guitar_Part1_Hard,,,,,Sounds_Of_Bells,70,2.5,87.199,0.222222,0.041667,Performance_Dance,SongCompletedHard,,MP_Perfect_SoundsHard
WeaversEasy,@songtitle_Weavers_Webb,Easy,DefaultPerformance,Novice,MXMI_WEAVERS_WEBB,Weavers_Guitar_Part1_Easy,Weavers_Guitar_Part2_Easy,Weavers_Mandolin_Part1_Easy,Weavers_URBass_Part1_Easy,Weavers_Drums_Part1_Easy,Weavers_Webb,108,2.5,60.086,0.222222,0.083333,Performance_Dance,SongCompletedEasy,,MP_Perfect_WeaversEasy
WeaversMedium,@songtitle_Weavers_Webb,Medium,DefaultPerformance,Skilled,MXMI_WEAVERS_WEBB,Weavers_Guitar_Part1_Medium,Weavers_Guitar_Part2_Medium,Weavers_Mandolin_Part1_Medium,Weavers_URBass_Part1_Medium,Weavers_Drums_Part1_Medium,Weavers_Webb,108,2.5,60.086,0.222222,0.055556,Performance_Dance,SongCompletedMedium,,MP_Perfect_WeaversMedium
WeaversHard,@songtitle_Weavers_Webb,Hard,DefaultPerformance,Expert,MXMI_WEAVERS_WEBB,Weavers_Guitar_Part1_Hard,Weavers_Guitar_Part2_Hard,Weavers_Mandolin_Part1_Hard,Weavers_URBass_Part1_Hard,Weavers_Drums_Part1_Hard,Weavers_Webb,108,2.5,60.086,0.222222,0.041667,Performance_Dance,SongCompletedHard,,MP_Perfect_WeaversHard
TheKidEasy,@songtitle_The_Kid_On_The_Mountain,Easy,DefaultPerformance,Novice,MXMI_The_Kid_On_The_Mountain,TheKid_Guitar_Part1_Easy,,,,,The_Kid_On_The_Mountain,120,2.5,75.076,0.222222,0.083333,Performance_Dance,SongCompletedEasy,,MP_Perfect_TheKidEasy
TheKidMedium,@songtitle_The_Kid_On_The_Mountain,Medium,DefaultPerformance,Skilled,MXMI_The_Kid_On_The_Mountain,TheKid_Guitar_Part1_Medium,,,,,The_Kid_On_The_Mountain,120,2.5,75.076,0.222222,0.055556,Performance_Dance,SongCompletedMedium,,MP_Perfect_TheKidMedium
TheKidHard,@songtitle_The_Kid_On_The_Mountain,Hard,DefaultPerformance,Expert,MXMI_The_Kid_On_The_Mountain,TheKid_Guitar_Part1_Hard,,,,,The_Kid_On_The_Mountain,120,2.5,75.076,0.222222,0.041667,Performance_Dance,SongCompletedHard,,MP_Perfect_TheKidHard
DamnFishEasy,@songtitle_That_Damn_Fish,Easy,DefaultPerformance,Novice,MXMI_That_Damn_Fish,DamnFish_Guitar_Part1_Easy,DamnFish_Guitar_Part2_Easy,DamnFish_Guitar_Part3_Easy,DamnFish_Mandolin_Part1_Easy,DamnFish_Drums_Part1_Easy,That_Damn_Fish,90,2.5,62.095,0.222222,0.083333,Performance_Dance,SongCompletedEasy,,MP_Perfect_DamnFishEasy
DamnFishMedium,@songtitle_That_Damn_Fish,Medium,DefaultPerformance,Skilled,MXMI_That_Damn_Fish,DamnFish_Guitar_Part1_Medium,DamnFish_Guitar_Part2_Medium,DamnFish_Guitar_Part3_Medium,DamnFish_Mandolin_Part1_Medium,DamnFish_Drums_Part1_Medium,That_Damn_Fish,90,2.5,62.095,0.222222,0.055556,Performance_Dance,SongCompletedMedium,,MP_Perfect_DamnFishMedium
DamnFishHard,@songtitle_That_Damn_Fish,Hard,DefaultPerformance,Expert,MXMI_That_Damn_Fish,DamnFish_Guitar_Part1_Hard,DamnFish_Guitar_Part2_Hard,DamnFish_Guitar_Part3_Hard,DamnFish_Mandolin_Part1_Hard,DamnFish_Drums_Part1_Hard,That_Damn_Fish,90,2.5,62.095,0.222222,0.041667,Performance_Dance,SongCompletedHard,,MP_Perfect_DamnFishHard
SoupDayEasy,@songtitle_Soup_Of_The_Day,Easy,DefaultPerformance,Novice,MXMI_Soup_Of_The_Day,SoupDay_Guitar_Part1_Easy,SoupDay_Mandolin_Part1_Easy,SoupDay_Drums_Part1_Easy,SoupDay_URBass_Part1_Easy,,Soup_Of_The_Day,129,2.5,72.837,0.222222,0.083333,Performance_Dance,SongCompletedEasy,,MP_Perfect_SoupDayEasy
SoupDayMedium,@songtitle_Soup_Of_The_Day,Medium,DefaultPerformance,Skilled,MXMI_Soup_Of_The_Day,SoupDay_Guitar_Part1_Medium,SoupDay_Mandolin_Part1_Medium,SoupDay_Drums_Part1_Medium,SoupDay_URBass_Part1_Medium,,Soup_Of_The_Day,129,2.5,72.837,0.222222,0.055556,Performance_Dance,SongCompletedMedium,,MP_Perfect_SoupDayMedium
SoupDayHard,@songtitle_Soup_Of_The_Day,Hard,DefaultPerformance,Expert,MXMI_Soup_Of_The_Day,SoupDay_Guitar_Part1_Hard,SoupDay_Mandolin_Part1_Hard,SoupDay_Drums_Part1_Hard,SoupDay_URBass_Part1_Hard,,Soup_Of_The_Day,129,2.5,72.837,0.222222,0.041667,Performance_Dance,SongCompletedHard,,MP_Perfect_SoupDayHard
CanariosEasy,@songtitle_Canarios,Easy,DefaultPerformance,Novice,MXMI_Canarios,Canarios_Guitar_Part1_Easy,,,,,Canarios,100,2.5,99.038,0.222222,0.083333,Performance_Dance,SongCompletedEasy,,MP_Perfect_CanariosEasy
CanariosMedium,@songtitle_Canarios,Medium,DefaultPerformance,Skilled,MXMI_Canarios,Canarios_Guitar_Part1_Medium,,,,,Canarios,100,2.5,99.038,0.222222,0.055556,Performance_Dance,SongCompletedMedium,,MP_Perfect_CanariosMedium
CanariosHard,@songtitle_Canarios,Hard,DefaultPerformance,Expert,MXMI_Canarios,Canarios_Guitar_Part1_Hard,,,,,Canarios,100,2.5,99.038,0.222222,0.041667,Performance_Dance,SongCompletedHard,,MP_Perfect_CanariosHard
