ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,ForceConversationOpen,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
95_s04_Dog_p03_c02,Linear_Objective,false,@95_s04_04_FightMage_Talk_Dog_CrumblyWall_greet,,,,,,95_s04_04_FightMage,95_s04_04_Talk_Dog_CrumblyWall,,,,,,,,,,,Topic_95_s04_04_Talk_Dog_CrumblyWall,,,,,,,,,,,,
95_s04_Dog_p04_c01,Linear_Objective,true,@95_s04_04_FightMage_Dog_p04_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Dog_p05_c01,Linear_Objective,true,@95_s04_05_RetrieveRune_Dog_p05_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Dog_p06_c01,Linear_Objective,true,@95_s04_06_StopDevice_Dog_p06_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Dog_p07_c01,Linear_Objective,true,@95_s04_06_StopDevice_Dog_p07_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Dog_p07_c02,Linear_Objective,false,@95_s04_06_StopDevice_Talk_Dog_StayGuard_greet,,,,,,95_s04_06_StopDevice,95_s04_06_Talk_Dog_StayGuard,,,,,,,,,,,Topic_95_s04_06_Talk_Dog_StayGuard,,,,,,,,,,,,
95_s04_Dog_p07_c03,Linear_Objective,false,@95_s04_06_StopDevice_Talk_Dog_DefeatedMordred_greet,,,,,,95_s04_06_StopDevice,95_s04_06_Talk_Dog_DefeatedMordred,,,,,,,,,,,Topic_95_s04_06_Talk_Dog_DefeatedMordred,,,,,,,,,,,,
95_s04_Elsa_p01_c01,Linear_Objective,true,@95_s04_03_EnterCastle_Elsa_p01_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Elsa_p02_c01,Linear_Objective,true,@95_s04_03_EnterCastle_Elsa_p02_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Shen_p01_c01,Linear_Objective,true,@95_s04_03_EnterCastle_Shen_p01_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Shen_p02_c01,Linear_Objective,true,@95_s04_03_EnterCastle_Shen_p02_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Scholar_p01_c01,Linear_Objective,true,@95_s04_04_FightMage_Scholar_p01_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Scholar_p01_c02,Linear_Objective,false,@95_s04_04_FightMage_Talk_Scholar_ArtoriusMordred_greet,,,,,,95_s04_04_FightMage,95_s04_04_Talk_Scholar_ArtoriusMordred,,,,,,,,,,,Topic_95_s04_04_Talk_Scholar_ArtoriusMordred,,,,,,,,,,,,
95_s04_MagicDoor_p01_c01,Linear_Objective,true,@95_s04_04_FightMage_MagicDoor_p01_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_MagicDoor_p01_c02,Linear_Objective,false,@95_s04_04_FightMage_Talk_MagicDoor_FirstTry_greet,,,,,,95_s04_04_FightMage,95_s04_04_Talk_MagicDoor_FirstTry,,,,,,,,,,,Topic_95_s04_04_Talk_MagicDoor_FirstTry,,,,,,,,,,,,
95_s04_MagicDoor_p01_c03,Linear_Objective,false,@95_s04_04_FightMage_Talk_MagicDoor_Unlock_greet,,,,,,95_s04_04_FightMage,95_s04_04_Talk_MagicDoor_Unlock,,,,,,,,,,,Topic_95_s04_04_Talk_MagicDoor_Unlock,,,,,,,,,,,,
9504_Shailyn_s04_c01,Linear_Objective,true,@S04_GT_EXPD_01_Greet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9504_Shailyn_s04_c02,Linear_Objective,false,@S04_GT_EXPD_01_Greet,,,,61,95_s01_X1,,,S04_GT_EXPD_01,,,,,,,,,,,,,,,,,,,,,,
9504_Shailyn_s04_c03,Linear_Objective,false,@S04_GT_EXPD_01_Complete,,,,,s04_GT_EXPD_01,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_AoWei_DefaultDialogue,Linear_Objective,true,@95_s04_AoWei_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_AoWei_Bestowal,Linear_Objective,false,@S04_GT_EXPD_RPT_Greet,,,,61,,,,S04_GT_EXPD_RPT,,,,,,,,,,,,,,,,,,,,,,
