ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,ForceConversationOpen,RequiredFaction,RequiredFactionCooldown,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
1007_05pre_Commander,Linear_Objective,false,@98_M_01_combatprowess_complete_next_V2_b,,Marauder,,,,marauders_faction_quest_01,,,,,,,,,,,,,,,,,,,,,,,,,
1007_05_Commander,Linear_Objective,false,@98_M_01_combatprowess_complete_next_V2_b,,Marauder,,,24,marauders_faction_quest_01,,,,,,,,,,,,,,,,,,,,,,,,,
1007_06pre_Commander,Linear_Objective,false,@98_M_01_combatprowess_complete_next_V2_b,,Marauder,,Marauder 1 11000,,marauders_faction_quest_01,,,98_M_01b_fenravager,,,,,,,,,,,,,,,,,,,,,,
1007_06_Commander,Linear_Objective,false,@98_M_01_combatprowess_complete_next_V2_b,,Marauder,,Marauder 1 11000,,marauders_faction_quest_01,,,98_M_01b_fenravager,,,,,,,,,,,,,,,,,,,,,,
1007_07_Commander,Linear_Objective,false,@98_M_01b_fenravager_complete_next_V2_b,,Marauder,,,,marauders_faction_quest_01b,,,,,,,,,,,,,,,,,,,,,,,,,
1007_08_Commander,Linear_Objective,false,@98_M_01b_fenravager_complete_next_V2_b,,Marauder,,,,marauders_faction_quest_02,,,,,,,,,,,,,,,,,,,,,,,,,
9805_Tibbs_98_Q01_TalkTo,Linear_Objective,false,@98_M_01_9805_Tibbs_00_TalkTo_V2_a,,Marauder,,,,,98_M_01_combatprowess,98_M_01_d_01_TalkToTibbs_V2,,,,,,,,,,,,,,,,,,,,,,,
9805_Tibbs_98_Q01_PostQuest,Linear_Objective,false,@9805_Tibbs_04_Post_FactionQuest1_a,,Marauder,,,,marauders_faction_quest_01,,,,,,,,,,,,,,,,,,,,,,,,,
9805_Tibbs_98_Q02_TalkTo,Linear_Objective,false,@98_M_01b_9805_Tibbs_00_TalkTo_V2,,Marauder,,,,marauders_faction_quest_01,98_M_01b_fenravager,98_M_01b_d_05_TalkToTibbs_V2,,,,,,,,,,,,,,,,,,,,,,,
9805_Tibbs_98_Q02_PostQuest,Linear_Objective,false,@9805_Tibbs_05_Post_FactionQuest2_a,,Marauder,,,,marauders_faction_quest_01b,,,,,,,,,,,,,,,,,,,,,,,,,
9805_Tibbs_04pre_FactionQuest3,Linear_Objective,false,@9805_Tibbs_04pre_FactionQuest3_a,,Marauder,,Marauder 2 26000,,marauders_faction_quest_01b,,,98_M_02_ultimatewarrior,,,,,,,,,,,,,,,,,,,,,,
9805_Tibbs_04_FactionQuest3,Linear_Objective,false,@9805_Tibbs_04_FactionQuest3_a,,Marauder,,Marauder 2 26000,43,marauders_faction_quest_01b,,,98_M_02_ultimatewarrior,,,,,,,,,,,,,,,,,,,,,,
9805_Tibbs_05_FactionQuest3,Linear_Objective,false,@9805_Tibbs_05_FactionQuest3_a,,Marauder,,,,marauders_faction_quest_02,,,,,,,,,,,,,,,,,,,,,,,,,
9805_Tibbs_98_Q04_TalkTo,Linear_Objective,false,@98_M_03_9805_Tibbs_98_TalkTo_V2,,Marauder,,,56,marauders_faction_quest_02,98_M_03_darkvengeance,98_M_03_d_01_TalkToTibbs_V2,,,,,,,,,,,,,,,,,,,,,,,
9805_Tibbs_98_Q04_PostQuest,Linear_Objective,false,@9805_Tibbs_98_Q04_PostQuest_a,,Marauder,,,,marauders_faction_quest_03,,,,,,,,,,,,,,,,,,,,,,,,,
9805_Tibbs_98_Q05_TalkTo,Linear_Objective,false,@98_M_04_9805_Tibbs_98_TalkTo_V2_a,,Marauder,,,,marauders_faction_quest_03,98_M_04_bullseye,,,,,,,,,,,,9805_Tibbs_Topic,,,,,,,,,,,,
9805_Tibbs_98_Q05_PostQuest,Linear_Objective,false,@9805_Tibbs_98_Q05_PostQuest_a,,Marauder,,,,marauders_faction_quest_04,,,,,,,,,,,,,,,,,,,,,,,,,
9806_Stroudahia_98_Q03_PostQuest,Linear_Objective,false,@98_M_02_9806_Stroudahia_98_PostQuest_V2,,Marauder,,,,marauders_faction_quest_02,,,,,,,,,,,,,,,,,,,,,,,,,
9806_Stroudahia_98_Q03_TalkTo,Linear_Objective,false,@98_M_02_9806_Stroudahia_98_Q03_TalkTo_V2,,Marauder,,,,marauders_faction_quest_01b,98_M_02_ultimatewarrior,98_M_02_d_06_TalkToStroudahia_V2,,,,,,,,,,,,,,,,,,,,,,,
9806_Stroudahia_04pre_FactionQuest4,Linear_Objective,false,@9806_Stroudahia_04pre_FactionQuest4_a,,Marauder,,Marauder 3 49000,,marauders_faction_quest_02,,,98_M_03_darkvengeance,,,,,,,,,,,,,,,,,,,,,,
9806_Stroudahia_04_FactionQuest4,Linear_Objective,false,@9806_Stroudahia_04_FactionQuest4,,Marauder,,Marauder 3 49000,56,marauders_faction_quest_02,,,98_M_03_darkvengeance,,,,,,,,,,,,,,,,,,,,,,
9806_Stroudahia_05pre_FactionQuest4,Linear_Objective,false,@9806_Stroudahia_05pre_FactionQuest4_a,,Marauder,,,,marauders_faction_quest_03,,,,,,,,,,,,,,,,,,,,,,,,,
9806_Stroudahia_05_FactionQuest4,Linear_Objective,false,@9806_Stroudahia_05_FactionQuest4_b,,Marauder,,,56,marauders_faction_quest_03,,,,,,,,,,,,,,,,,,,,,,,,,
9806_Stroudahia_06pre_FactionQuest5,Linear_Objective,false,@9806_Stroudahia_06pre_FactionQuest5_a,,Marauder,,Marauder 4 83000,,marauders_faction_quest_03,,,,,,,,,,,,,,,,,,,,,,,,,
9806_Stroudahia_06_FactionQuest5,Linear_Objective,false,@9806_Stroudahia_06_FactionQuest5_a,,Marauder,,Marauder 4 83000,63,marauders_faction_quest_03 && Expansion_2023_Unlock,,,98_M_04_bullseye,,,,,,,,,,,,,,,,,,,,,,
9806_Stroudahia_07pre_FactionQuest5,Linear_Objective,false,@9806_Stroudahia_07pre_FactionQuest5_a,,Marauder,,,,marauders_faction_quest_04,,,,,,,,,,,,,,,,,,,,,,,,,
9806_Stroudahia_07_FactionQuest5,Linear_Objective,false,@9806_Stroudahia_07_FactionQuest5_a,,Marauder,,,63,marauders_faction_quest_04,,,,,,,,,,,,,,,,,,,,,,,,,
0209_00_Adjudicator,Linear_Objective,true,@0209_00_Adjudicator_DefaultDialogue_V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209_01_Adjudicator,Linear_Objective,false,@0209_01_Adjudicator_DefaultDialogue_V2,,Covenant,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
0209_01pre_Adjudicator,Linear_Objective,false,@0209_01pre_Adjudicator_DefaultDialogue_V2,,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209_02_Adjudicator,Linear_Objective,false,@0209_02_Adjudicator_DefaultDialogue_V2,,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209_03_Adjudicator,Linear_Objective,false,@0209_03_Adjudicator_DefaultDialogue_V2,,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209_04pre_Adjudicator,Linear_Objective,false,@0209_04pre_Adjudicator_DefaultDialogue_V2_a,,Covenant,,Covenant 0 3000,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209_04_Adjudicator,Linear_Objective,false,@0209_04_Adjudicator_DefaultDialogue_V2_a,,Covenant,,Covenant 0 3000,19,,,,98_C_01_theapostate,,,,,,,,,,,,,,,,,,,,,,
0209_05b_Adjudicator_OnQuest,Linear_Objective,false,@0209_05b_Adjudicator_DefaultDialogue_V2,,Covenant,,,,covenant_faction_quest_02,,,,,,,,,,,,,0209_05b_Adjudicator_Topic,,,,,,,,,,,,
0209_05b_Adjudicator_TalkTo,Linear_Objective,false,@98_C_03_0209_Adjudicator_98_TalkTo_V2,,Covenant,,,,covenant_faction_quest_02,98_C_03_thepathtodarkness,98_C_03_d_04a_TalkToRoose_V2,,,,,,,,,,,0209_05b_Adjudicator_Topic,,,,,,,,,,,,
0209_06pre_Adjudicator,Linear_Objective,false,@0209_06pre_Adjudicator_DefaultDialogue_V2_a,,Covenant,,,,covenant_faction_quest_02,98_C_03_thepathtodarkness,,,,,,,,,,,,,,,,,,,,,,,,
0209_06_Adjudicator,Linear_Objective,false,@0209_06_Adjudicator_DefaultDialogue_V2,,Covenant,,,24,covenant_faction_quest_02,98_C_03_thepathtodarkness,,,,,,,,,,,,,,,,,,,,,,,,
0209_07pre_Adjudicator,Linear_Objective,false,@0209_07pre_Adjudicator_DefaultDialogue_V2_a,,Covenant,,,,covenant_faction_quest_03,,,,,,,,,,,,,,,,,,,,,,,,,
0209_07_Adjudicator,Linear_Objective,false,@0209_07_Adjudicator_DefaultDialogue_V2,,Covenant,,,24,covenant_faction_quest_03,,,,,,,,,,,,,,,,,,,,,,,,,
0309_00_Adjudicator,Linear_Objective,true,@NPC_DefaultDialogue_0309_00_Adjudicator_V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0309_01_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0309_01_Adjudicator_V2_a,,Covenant,,,24,covenant_faction_quest_01,,,,,,,,,,,,,,,,,,,,,,,,,
0309_01pre_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0309_01pre_Adjudicator_V2_a,,Covenant,,,,covenant_faction_quest_01,,,,,,,,,,,,,,,,,,,,,,,,,
0309_02_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0309_02_Adjudicator_V2_a,,Covenant,,Covenant 1 11000,24,covenant_faction_quest_01,,,98_C_01b_fenredemption,,,,,,,,,,,,,,,,,,,,,,
0309_02pre_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0309_02pre_Adjudicator_V2_a,,Covenant,,Covenant 1 11000,,covenant_faction_quest_01,,,98_C_01b_fenredemption,,,,,,,,,,,,,,,,,,,,,,
0309_03_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0309_03_Adjudicator_V2,,Covenant,,,24,covenant_faction_quest_01b,,,,,,,,,,,,,,,,,,,,,,,,,
0309_03pre_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0309_03pre_Adjudicator_V2_a,,Covenant,,,,covenant_faction_quest_01b,,,,,,,,,,,,,,,,,,,,,,,,,
0309_04_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0309_04_Adjudicator_V2_a,,Covenant,,Covenant 2 26000,39,covenant_faction_quest_01b,,,98_C_02_soulsalvation,,,,,,,,,,,,,,,,,,,,,,
0309_04pre_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0309_04pre_Adjudicator_V2_a,,Covenant,,Covenant 2 26000,,covenant_faction_quest_01b,,,98_C_02_soulsalvation,,,,,,,,,,,,,,,,,,,,,,
0309_05_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0309_05_Adjudicator_V2_a,,Covenant,,,39,covenant_faction_quest_02,,,,,,,,,,,,,,,,,,,,,,,,,
0309_05pre_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0309_05pre_Adjudicator_V2_a,,Covenant,,,,covenant_faction_quest_02,,,,,,,,,,,,,,,,,,,,,,,,,
9802_Lethold_06pre_FactionQuest4,Linear_Objective,false,@9802_Lethold_06pre_FactionQuest4_a,,Covenant,,Covenant 3 49000,,covenant_faction_quest_02,,,98_C_03_thepathtodarkness,,,,,,,,,,,,,,,,,,,,,,
9802_Lethold_06_FactionQuest4,Linear_Objective,false,@9802_Lethold_06_FactionQuest4_a,,Covenant,,Covenant 3 49000,56,covenant_faction_quest_02,,,98_C_03_thepathtodarkness,,,,,,,,,,,,,,,,,,,,,,
9802_Lethold_07pre_FactionQuest4,Linear_Objective,false,@9802_Lethold_07pre_FactionQuest4_a,,Covenant,,,,covenant_faction_quest_03,,,,,,,,,,,,,,,,,,,,,,,,,
9802_Lethold_07_FactionQuest4,Linear_Objective,false,@9802_Lethold_07_FactionQuest4_a,,Covenant,,,56,covenant_faction_quest_03,,,,,,,,,,,,,,,,,,,,,,,,,
9802_Lethold_08pre_FactionQuest5,Linear_Objective,false,@9802_Lethold_08pre_FactionQuest5_a,,Covenant,,Covenant 4 83000,,covenant_faction_quest_03,,,,,,,,,,,,,,,,,,,,,,,,,
9802_Lethold_08_FactionQuest5,Linear_Objective,false,@9802_Lethold_08_FactionQuest5,,Covenant,,Covenant 4 83000,63,covenant_faction_quest_03 && Expansion_2023_Unlock,,,98_C_04_justforinjust,,,,,,,,,,,,,,,,,,,,,,
9802_Lethold_09pre_FactionQuest5,Linear_Objective,false,@9802_Lethold_09pre_FactionQuest5_a,,Covenant,,,,covenant_faction_quest_04,,,,,,,,,,,,,,,,,,,,,,,,,
9802_Lethold_09_FactionQuest5,Linear_Objective,false,@9802_Lethold_09_FactionQuest5_a,,Covenant,,,63,covenant_faction_quest_04,,,,,,,,,,,,,,,,,,,,,,,,,
