ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,ForceConversationOpen,RequiredFaction,RequiredLevel,RequiredProgression,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,Comments,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
1625_04_Ghazi_p5,Linear_Objective,false,@1624_0302_unravelingthemystery_Topic_postRitualGhazi,,,,,SwapActive_1624_Imhotep_v2p1_On,,,"UnravelingtheMystery',post-ritual",,,,,,,,,,,Topic_1624_0302_GhaziPostRitual,,,,,,,,,,,,
1625_05_Ghazi_p5,Linear_Objective,false,@NPC_Default_Dialogue_1625_03_Ghazi_p5,,,,,16_BSMSQ_08,,,Default during 'Accursed Alchemy',,,,,,,,,,,Topic_1624_0302_GhaziPostRitual,,,,,,,,,,,,
1625_06_Ghazi_p5,Linear_Objective,false,@1624_0303_accursedalchemy_Topic_Ghazi,,,,,16_BSMSQ_08 && 16_Topic_RitualComplete,,,Conversation during 'Accursed Alchemy',,,,,,,,,,,Topic_1624_0303_GhaziPostRitual2,,,,,,,,,,,,
1625_00_Ghazi_p6,Linear_Objective,true,@NPC_Default_Dialogue_1625_00_Ghazi_p6,,,,,,,,Default - New Corsica 2,,,,,,,,,,,,,,,,,,,,,,,
1625_01_Ghazi_p6,Linear_Objective,false,@1624_0401_thedemonscauldron_Topic_Ghazi,,,,,,1624_0401_thedemonscauldron,1624_0401_d_00_container_thedemonscauldron,Conversation during 'The Demon's Cauldron',,,,,,,,,,,Topic_1624_0401_GhaziTalkTo,,,,,,,,,,,,
1625_02_Ghazi_p6,Linear_Objective,false,@NPC_Default_Dialogue_1625_02_Ghazi_p6,,,,,16_BSMSQ_10,,,,,,,,,,,,,,,,,,,,,,,,,,
1625_03_Ghazi_p6,Linear_Objective,false,@1624_0501_powerofthegods_Topic_Ghazi,,,,,,1624_0501_powerofthegods,1624_0501_d_00_container_powerofthegods,Conversation during 'Power of the Gods',,,,,,,,,,,,,,,,,,,,,,,
1625_04_Ghazi_p6,Linear_Objective,false,@NPC_Default_Dialogue_1625_03_Ghazi_p6,,,,,16_BSMSQ_11,,,,1625_0502_scourgeaeonmadness,,,,,,,,,,,,,,,,,,,,,,
1625_05_Ghazi_p6,Linear_Objective,false,@NPC_Default_Dialogue_1625_04_Ghazi_p6,,,,,16_BSMSQ_12,,,,1625_0601_eyeofhorus,,,,,,,,,,,,,,,,,,,,,,
1625_07_Ghazi_p6,Linear_Objective,false,@NPC_Default_Dialogue_1625_05_Ghazi_p6,,,,,16_NecropolisComplete,,,,,,,,,,,,,,,,,,,,,,,,,,
1625_06_Ghazi_p6,Linear_Objective,false,@1624_0801_agodawakens_TalkTo_Ghazi,,,,,,1624_0801_agodawakens,1624_0801_d_04_03_TalkTo_1625_Ghazi_p6,Conversation during 'A God Awakens',,,,,,,,,,,Topic_1625_0801_GhaziTalkTo,,,,,,,,,,,,
1625_08_Ghazi_p6,Linear_Objective,false,@NPC_Default_Dialogue_1625_06_Ghazi_p6,,,,,16_BSMSQ_16,,,,1625_0902_queenrevealed,,,,,,,,,,,,,,,,,,,,,,
1625_09_Ghazi_p6,Linear_Objective,false,@NPC_Default_Dialogue_1625_07_Ghazi_p6,,,,,16_BSMSQ_17,,,,1625_0903_thecoronation,,,,,,,,,,,,,,,,,,,,,,
1625_00_Ghazi_p7,Linear_Objective,true,@1625_0903_thecoronation_TalkTo_Cleo,,,,,,,,Default - New Corsica (Coronation),,,,,,,,,,,,,,,,,,,,,,,
1625_01_Ghazi_p7,Linear_Objective,false,@1625_0903_thecoronation_TalkTo_Cleo,,,,,,1625_0903_thecoronation,1625_0903_d_03_01_TalkTo_1625_Ghazi_p7,TalkTo - The Coronation,,,,,,,,,,,Topic_1625_Coro_GhaziTalkTo,,,,,,,,,,,,
1625_02_Ghazi_p7,Linear_Objective,false,@NPC_Default_Dialogue_1625_01_Ghazi_p7,,,,,16_BSMSQ_18,,,Post-Coronation Greet,,,,,,,,,,,,,,,,,,,,,,,
1625a_00_Ghazi_p8,Linear_Objective,true,@NPC_Default_Dialogue_1625a_00_Ghazi_p8,,,,,,,,Default - New Corsica (final),,,,,,,,,,,,,,,,,,,,,,,
1625a_01_Ghazi_p8,Linear_Objective,false,@NPC_Default_Dialogue_1625a_00_Ghazi_p8,,,,,16_BSMSQ_19,,,,,,,,,,,,,,,,,,,,,,,,,,
1626_00_Hermogenes,Linear_Objective,true,@NPC_Default_Dialogue_1626_00_Hermogenes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626_01_Hermogenes,Linear_Objective,false,@NPC_Default_Dialogue_1626_01_Hermogenes,,,,,16_Quest_29,,,After ZQ,,,,,,,,,,,,,,,,,,,,,,,
1626_02_Hermogenes,Linear_Objective,false,@NPC_Default_Dialogue_1626_02_Hermogenes,,,,,16_BSMSQ_19,,,After MSQ,,,,,,,,,,,,,,,,,,,,,,,
1627_00_Mevia,Linear_Objective,true,@NPC_Default_Dialogue_1627_00_Mevia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627_01_Mevia,Linear_Objective,false,@NPC_Default_Dialogue_1627_01_Mevia,,,,,16_Quest_29,,,After ZQ,,,,,,,,,,,,,,,,,,,,,,,
1627_02_Mevia,Linear_Objective,false,@NPC_Default_Dialogue_1627_02_Mevia,,,,,16_BSMSQ_19,,,After MSQ,,,,,,,,,,,,,,,,,,,,,,,
1628_00_Bekis,Linear_Objective,true,@NPC_Default_Dialogue_1628_00_Bekis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628_01_Bekis,Linear_Objective,false,@NPC_Default_Dialogue_1628_01_Bekis,,,,,16_BSMSQ_18,,,After Cleopatra's return,,,,,,,,,,,,,,,,,,,,,,,
1629_00_Elissa,Linear_Objective,true,@NPC_Default_Dialogue_1629_00_Elissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629_01_Elissa,Linear_Objective,false,@NPC_Default_Dialogue_1629_01_Elissa,,,,,16_Quest_26,,,After Crassus moves to settlement,,,,,,,,,,,,,,,,,,,,,,,
1629_02_Elissa,Linear_Objective,false,@NPC_Default_Dialogue_1629_02_Elissa,,,,,16_BSMSQ_18,,,After Cleopatra's return,,,,,,,,,,,,,,,,,,,,,,,
1630_00_Tristan,Linear_Objective,true,@NPC_Default_Dialogue_1630_00_Tristan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630_01_Tristan,Linear_Objective,false,@NPC_Default_Dialogue_1630_01_Tristan,,,,,16_Quest_29,,,After ZQ,,,,,,,,,,,,,,,,,,,,,,,
1631_00_Tasechmi,Linear_Objective,true,@NPC_Default_Dialogue_1631_00_Tasechmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631_01_Tasechmi,Linear_Objective,false,@NPC_Default_Dialogue_1631_01_Tasechmi,,,,,16_Side_11,,,After 16_Side_11_FeedIfrit Completion,,,,,,,,,,,,,,,,,,,,,,,
1631_02_Tasechmi,Linear_Objective,false,@NPC_Default_Dialogue_1631_02_Tasechmi,,,,,16_Side_17,,,After 16_Side_17_HuntScorpion Completion,,,,,,,,,,,,,,,,,,,,,,,
1632_00_Titus,Linear_Objective,true,@NPC_Default_Dialogue_1632_00_Titus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632_01_Titus,Linear_Objective,false,@NPC_Default_Dialogue_1632_01_Titus,,,,,16_Side_16,,,After 16_Side_16_UnlockTeleporter Completion,,,,,,,,,,,,,,,,,,,,,,,
1632_02_Titus,Linear_Objective,false,@NPC_Default_Dialogue_1632_02_Titus,,,,,16_BSMSQ_19,,,After MSQ,,,,,,,,,,,,,,,,,,,,,,,
1633_00_Murdoch,Linear_Objective,true,@NPC_Default_Dialogue_1633_00_Murdoch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633_01_Murdoch,Linear_Objective,false,@NPC_Default_Dialogue_1633_01_Murdoch,,,,,16_Side_13,,,After 16_Side_13_ScoutPyramid Completion,,,,,,,,,,,,,,,,,,,,,,,
1634_00_Phimenis,Linear_Objective,true,@NPC_Default_Dialogue_1634_00_Phimenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634_01_Phimenis,Linear_Objective,false,@NPC_Default_Dialogue_1634_01_Phimenis,,,,,16_Quest_29,,,After ZQ,,,,,,,,,,,,,,,,,,,,,,,
1635_00_Antonia,Linear_Objective,true,@NPC_Default_Dialogue_1635_00_Antonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635_01_Antonia,Linear_Objective,false,@NPC_Default_Dialogue_1635_01_Antonia,,,,,16_Quest_16,,,After Evandrus wakes,,,,,,,,,,,,,,,,,,,,,,,
1635_02_Antonia,Linear_Objective,false,@NPC_Default_Dialogue_1635_02_Antonia,,,,,16_Quest_29,,,After ZQ,,,,,,,,,,,,,,,,,,,,,,,
1636_00_Kollauthis,Linear_Objective,true,@NPC_Default_Dialogue_1636_00_Kollauthis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636_01_Kollauthis,Linear_Objective,false,@NPC_Default_Dialogue_1636_01_Kollauthis,,,,,16_Quest_22,,,After Gloria Mundi Completion,,,,,,,,,,,,,,,,,,,,,,,
1636_02_Kollauthis,Linear_Objective,false,@NPC_Default_Dialogue_1636_02_Kollauthis,,,,,16_BSMSQ_18,,,After Cleopatra's return,,,,,,,,,,,,,,,,,,,,,,,
1637_00_Livia,Linear_Objective,true,@NPC_Default_Dialogue_1637_00_Livia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637_01_Livia,Linear_Objective,false,@NPC_Default_Dialogue_1637_01_Livia,,,,,16_BSMSQ_19,,,After MSQ,,,,,,,,,,,,,,,,,,,,,,,
1638_00_Suke,Linear_Objective,true,@NPC_Default_Dialogue_1638_00_Suke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638_01_Suke,Linear_Objective,false,@NPC_Default_Dialogue_1638_01_Suke,,,,LifeMagicAbilityTable 19 0,,,,Life Staff Mastery,,,,,,,,,,,,,,,,,,,,,,,
1638_02_Suke,Linear_Objective,false,@NPC_Default_Dialogue_1638_02_Suke,,,,,16_BSMSQ_19,,,After MSQ,,,,,,,,,,,,,,,,,,,,,,,
1639_00_Leo,Linear_Objective,true,@NPC_Default_Dialogue_1639_00_Leo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639_01_Leo,Linear_Objective,false,@NPC_Default_Dialogue_1639_01_Leo,,,,,16_Quest_29,,,After ZQ,,,,,,,,,,,,,,,,,,,,,,,
1640_00_Steffan,Linear_Objective,true,@NPC_Default_Dialogue_1640_00_Steffan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640_01_Steffan,Linear_Objective,false,@NPC_Default_Dialogue_1640_01_Steffan,,,,,16_Quest_29,,,After ZQ,,,,,,,,,,,,,,,,,,,,,,,
1640_02_Steffan,Linear_Objective,false,@NPC_Default_Dialogue_1640_02_Steffan,,,,,16_BSMSQ_18,,,After Cleopatra's return,,,,,,,,,,,,,,,,,,,,,,,
1641_00_Eudoxia,Linear_Objective,true,@NPC_Default_Dialogue_1641_00_Eudoxia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641_01_Eudoxia,Linear_Objective,false,@NPC_Default_Dialogue_1641_01_Eudoxia,,,,,16_BSMSQ_09,,,,16_Side_02_MineScarabs,,,,,,,,,,,,,,,,,,,,,,
1641_02_Eudoxia,Linear_Objective,false,@NPC_Default_Dialogue_1641_02_Eudoxia,,,,,16_Side_02,,,,,,,,,,,,,,,,,,,,,,,,,,
1642_00_Senhyris,Linear_Objective,true,@NPC_Default_Dialogue_1642_00_Senhyris,,,,,,,,,16_Side_03_HuntJackal,,,,,,,,,,,,,,,,,,,,,,
1642_01_Senhyris,Linear_Objective,false,@NPC_Default_Dialogue_1642_01_Senhyris,,,,,16_Side_03,,,,,,,,,,,,,,,,,,,,,,,,,,
1643_00_Gaius,Linear_Objective,true,@NPC_Default_Dialogue_1643_00_Gaius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644_00_Nesse,Linear_Objective,true,@NPC_Default_Dialogue_1644_00_Nesse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644_01_Nesse,Linear_Objective,false,@NPC_Default_Dialogue_1644_00_Nesse,,,,,16_BrimstoneUnlock,,,,16_Side_05_HuntLion,,,,,,,,,,,,,,,,,,,,,,
1644_00_Nesse_outpost,Linear_Objective,true,@NPC_Default_Dialogue_1644_00_Nesse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644_02_Nesse,Linear_Objective,false,@NPC_Default_Dialogue_1644_01_Nesse,,,,,16_Side_05,,,,,,,,,,,,,,,,,,,,,,,,,,
1645_00_Xiaoling,Linear_Objective,true,@NPC_Default_Dialogue_1645_00_Xiaoling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645_01_Xiaoling,Linear_Objective,false,@NPC_Default_Dialogue_1645_01_Xiaoling,,,,,16_BSMSQ_03,,,,16_Side_06_KillDynasty,,,,,,,,,,,,,,,,,,,,,,
1645_01_Xiaoling_cavalier_rest,Linear_Objective,false,@NPC_Default_Dialogue_1645_01_Xiaoling,,,,,16_BSMSQ_03,,,,,,,,,,,,,,,,,,,,,,,,,,
1645_02_Xiaoling,Linear_Objective,false,@NPC_Default_Dialogue_1645_02_Xiaoling,,,,,16_Side_06,,,,,,,,,,,,,,,,,,,,,,,,,,
1646_00_Froderico,Linear_Objective,true,@NPC_Default_Dialogue_1646_00_Froderico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646_01_Froderico,Linear_Objective,false,@NPC_Default_Dialogue_1646_01_Froderico,,,,,16_Quest_11,,,,16_Side_07_HelpHistorian,,,,,,,,,,,,,,,,,,,,,,
1646_02_Froderico,Linear_Objective,false,@NPC_Default_Dialogue_1646_02_Froderico,,,,,16_Side_07,,,,,,,,,,,,,,,,,,,,,,,,,,
1647_00_Aulus,Linear_Objective,true,@NPC_Default_Dialogue_1647_00_Aulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648_00_Flora,Linear_Objective,true,@NPC_Default_Dialogue_1648_00_Flora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649_00_Miresis,Linear_Objective,true,@NPC_Default_Dialogue_1649_00_Miresis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649_01_Miresis,Linear_Objective,false,@NPC_Default_Dialogue_1649_01_Miresis,,,,,16_Quest_17,,,,16_Side_10_BookofDead,,,,,,,,,,,,,,,,,,,,,,
1649_02_Miresis,Linear_Objective,false,@NPC_Default_Dialogue_1649_02_Miresis,,,,,16_Side_10,,,,,,,,,,,,,,,,,,,,,,,,,,
1650_00_Flame,Linear_Objective,true,@NPC_Default_Dialogue_1650_00_Flame,,,,,,,,,16_Side_11_FeedIfrit,,,,,,,,,,,,,,,,,,,,,,
1650_01_Flame,Linear_Objective,false,@NPC_Default_Dialogue_1650_01_Flame,,,,,16_Side_11,,,,,,,,,,,,,,,,,,,,,,,,,,
1651_00_Enez,Linear_Objective,true,@NPC_Default_Dialogue_1651_00_Enez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651_01_Enez,Linear_Objective,false,@NPC_Default_Dialogue_1651_01_Enez,,,,,16_Side_16,,,,16_Side_12_GatherEggs,,,,,,,,,,,,,,,,,,,,,,
1651_02_Enez,Linear_Objective,false,@NPC_Default_Dialogue_1651_02_Enez,,,,,16_Side_12,,,,,,,,,,,,,,,,,,,,,,,,,,
1652_00_Lysandra,Linear_Objective,true,@NPC_Default_Dialogue_1652_00_Lysandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652_01_Lysandra,Linear_Objective,false,@NPC_Default_Dialogue_1652_01_Lysandra,,,,,16_TremorsSandwormQuest_Unlock,,,,16_Side_13_ScoutPyramid,,,,,,,,,,,,,,,,,,,,,,
1652_02_Lysandra,Linear_Objective,false,@NPC_Default_Dialogue_1652_02_Lysandra,,,,,16_Side_13,,,,,,,,,,,,,,,,,,,,,,,,,,
1653_00_Lavinia,Linear_Objective,true,@NPC_Default_Dialogue_1653_00_Lavinia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654_00_Margarete,Linear_Objective,true,@NPC_Default_Dialogue_1654_00_Margarete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655_00_Sokmenis,Linear_Objective,true,@NPC_Default_Dialogue_1655_00_Sokmenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656_00_Perrin,Linear_Objective,true,@NPC_Default_Dialogue_1656_00_Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656_01_Perrin,Linear_Objective,false,@NPC_Default_Dialogue_1656_01_Perrin,,,,,16_BSMSQ_07,,,,16_Side_08_ClimbAqueduct,,,,,,,,,,,,,,,,,,,,,,
1656_02_Perrin,Linear_Objective,false,@NPC_Default_Dialogue_1656_02_Perrin,,,,,16_Side_08,,,,16_Side_16_UnlockTeleporter,,,,,,,,,,,,,,,,,,,,,,
1656_03_Perrin,Linear_Objective,false,@NPC_Default_Dialogue_1656_03_Perrin,,,,,16_Side_16,,,,,,,,,,,,,,,,,,,,,,,,,,
1657_00_Tamouthis,Linear_Objective,true,@NPC_Default_Dialogue_1657_00_Tamouthis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657_01_Tamouthis,Linear_Objective,false,@NPC_Default_Dialogue_1657_01_Tamouthis,,,,,16_BSMSQ_08,,,,16_Side_17_HuntScorpion,,,,,,,,,,,,,,,,,,,,,,
1657_02_Tamouthis,Linear_Objective,false,@NPC_Default_Dialogue_1657_02_Tamouthis,,,,,16_Side_17,,,,,,,,,,,,,,,,,,,,,,,,,,
1658_00_Mihri,Linear_Objective,true,@NPC_Default_Dialogue_1658_00_Mihri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659_00_Anna,Linear_Objective,true,@NPC_Default_Dialogue_1659_00_Anna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659_01_Anna,Linear_Objective,false,@NPC_Default_Dialogue_1659_01_Anna,,,,,16_BSMSQ_06,,,,16_Side_19_HelpWarden,,,,,,,,,,,,,,,,,,,,,,
1659_02_Anna,Linear_Objective,false,@NPC_Default_Dialogue_1659_02_Anna,,,,,16_Side_30,,,,,,,,,,,,,,,,,,,,,,,,,,
1660_00_Paubastis,Linear_Objective,true,@NPC_Default_Dialogue_1660_00_Paubastis,,,,,,,,,16_Side_20_HelpBastet,,,,,,,,,,,,,,,,,,,,,,
1660_01_Paubastis,Linear_Objective,false,@NPC_Default_Dialogue_1660_01_Paubastis,,,,,16_Side_20,,,,,,,,,,,,,,,,,,,,,,,,,,
1661_00_Jackal,Linear_Objective,true,@NPC_Default_Dialogue_1661_00_Jackal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662_00_Rima,Linear_Objective,true,@NPC_Default_Dialogue_1662_00_Rima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663_00_Esoeris,Linear_Objective,true,@NPC_Default_Dialogue_1663_00_Esoeris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665_00_Heron,Linear_Objective,true,@NPC_Default_Dialogue_1665_00_Heron,,,,,,,,,16_Side_01_Glyphs,,,,,,,,,,,,,,,,,,,,,,
1665_01_Heron,Linear_Objective,false,@NPC_Default_Dialogue_1665_01_Heron,,,,,16_Side_01,,,,,,,,,,,,,,,,,,,,,,,,,,
1665_02_Heron,Linear_Objective,false,@NPC_Default_Dialogue_1665_02_Heron,,,,,16_Side_01 && Lore_unlock_Tales_of_Brimstone_Sands_Title_13_26,,,,,,,,,,,,,,,,,,,,,,,,,,
1667_00_LostPack,Linear_Objective,true,@NPC_Default_Dialogue_1667_00_LostPack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668_00_Statue,Linear_Objective,true,@NPC_Default_Dialogue_1668_00_Statue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669_00_Tablet,Linear_Objective,true,@NPC_Default_Dialogue_1669_00_Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664_00_Aban,Linear_Objective,true,@1625_0103_stirringinthesands_TalkTo_Aban,,,,,,,,Default - Carthago,,,,,,,,,,,,,,,,,,,,,,,
1664_01_Aban,Linear_Objective,false,@1625_0103_stirringinthesands_TalkTo_Aban,,,,,,1625_0103_stirringinthesands,1625_0103_d_01_05_01_TalkTo_1664_Aban,,,,,,,,,,,,Topic_1625_0103_AbanTalkTo,,,,,,,,,,,,
1666_00_Razin,Linear_Objective,true,@NPC_Default_Dialogue_1666_00_Razin,,,,,,,,Default - New Corsica,,,,,,,,,,,,,,,,,,,,,,,
1666_01_Razin,Linear_Objective,false,@NPC_Default_Dialogue_1666_01_Razin,,,,,16_BSMSQ_06,,,,1666_0101_audiencewithpontifex,,,,,,,,,,,,,,,,,,,,,,
1662_02_Razin,Linear_Objective,false,@NPC_Default_Dialogue_1666_02_Razin,,,,,16_Quest_30,,,,,,,,,,,,,,,,,,,,,,,,,,
1662_03_Razin,Linear_Objective,false,@NPC_Default_Dialogue_1666_03_Razin,,,,,16_Quest_26,,,After Charmion leaves,,,,,,,,,,,,,,,,,,,,,,,
1662_04_Razin,Linear_Objective,false,@NPC_Default_Dialogue_1666_04_Razin,,,,,16_Quest_29,,,Dejected after not being named Pontifex,,,,,,,,,,,,,,,,,,,,,,,
1671_00_Commander2,Linear_Objective,true,@NPC_Default_Dialogue_1671_00_Commander2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671_01_Commander2,Linear_Objective,false,@NPC_Default_Dialogue_1671_01_Commander2,,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,,
1671_02_Commander2,Linear_Objective,false,@NPC_Default_Dialogue_1671_02_Commander2,,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671_03_Commander2,Linear_Objective,false,@NPC_Default_Dialogue_1671_03_Commander2,,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671_04_Commander2,Linear_Objective,false,@NPC_Default_Dialogue_1671_04_Commander2,,Marauder,60,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1672_00_Alchemist2,Linear_Objective,true,@NPC_Default_Dialogue_1672_00_Alchemist2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672_01_Alchemist2,Linear_Objective,false,@NPC_Default_Dialogue_1672_01_Alchemist2,,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,,
1672_02_Alchemist2,Linear_Objective,false,@NPC_Default_Dialogue_1672_02_Alchemist2,,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672_03_Alchemist2,Linear_Objective,false,@NPC_Default_Dialogue_1672_03_Alchemist2,,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672_04_Alchemist2,Linear_Objective,false,@NPC_Default_Dialogue_1672_04_Alchemist2,,Syndicate,60,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1673_00_Adjudicator2,Linear_Objective,true,@NPC_Default_Dialogue_1673_00_Adjudicator2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673_01_Adjudicator2,Linear_Objective,false,@NPC_Default_Dialogue_1673_01_Adjudicator2,,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,,
1673_02_Adjudicator2,Linear_Objective,false,@NPC_Default_Dialogue_1673_02_Adjudicator2,,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673_03_Adjudicator2,Linear_Objective,false,@NPC_Default_Dialogue_1673_03_Adjudicator2,,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673_04_Adjudicator2,Linear_Objective,false,@NPC_Default_Dialogue_1673_04_Adjudicator2,,Covenant,60,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1674_00_Commander3,Linear_Objective,true,@NPC_Default_Dialogue_1674_00_Commander3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674_01_Commander3,Linear_Objective,false,@NPC_Default_Dialogue_1674_01_Commander3,,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,,
1674_02_Commander3,Linear_Objective,false,@NPC_Default_Dialogue_1674_02_Commander3,,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674_03_Commander3,Linear_Objective,false,@NPC_Default_Dialogue_1674_03_Commander3,,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674_04_Commander3,Linear_Objective,false,@NPC_Default_Dialogue_1674_04_Commander3,,Marauder,60,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1675_00_Alchemist3,Linear_Objective,true,@NPC_Default_Dialogue_1675_00_Alchemist3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675_01_Alchemist3,Linear_Objective,false,@NPC_Default_Dialogue_1675_01_Alchemist3,,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,,
1675_02_Alchemist3,Linear_Objective,false,@NPC_Default_Dialogue_1675_02_Alchemist3,,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675_03_Alchemist3,Linear_Objective,false,@NPC_Default_Dialogue_1675_03_Alchemist3,,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675_04_Alchemist3,Linear_Objective,false,@NPC_Default_Dialogue_1675_04_Alchemist3,,Syndicate,60,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1676_00_Adjudicator3,Linear_Objective,true,@NPC_Default_Dialogue_1676_00_Adjudicator3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676_01_Adjudicator3,Linear_Objective,false,@NPC_Default_Dialogue_1676_01_Adjudicator3,,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,,
1676_02_Adjudicator3,Linear_Objective,false,@NPC_Default_Dialogue_1676_02_Adjudicator3,,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676_03_Adjudicator3,Linear_Objective,false,@NPC_Default_Dialogue_1676_03_Adjudicator3,,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676_04_Adjudicator3,Linear_Objective,false,@NPC_Default_Dialogue_1676_04_Adjudicator3,,Covenant,60,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
1678_00_EmptyChest,Linear_Objective,true,@NPC_Default_Dialogue_1678_00_EmptyChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678_01_EmptyChest,Linear_Objective,false,@NPC_Default_Dialogue_1678_00_EmptyChest,,,,,16_BSMSQ_13,,,The chest is empty,,,,,,,,,,,,,,,,,,,,,,,
1679_00_Tomash_SM,Linear_Objective,true,@NPC_Default_Dialogue_1679_00_Tomash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679_01_Tomash_SM,Linear_Objective,false,@NPC_Default_Dialogue_1679_01_Tomash,,Syndicate,60,,!16_BSMSQ_01,,,Brimstone Unlock - Syndicate,1679_0101_striderofthesands_SM,,,,,,,,,,,,,,,,,,,,,,
