ContentId,SubtitleText,BodyText,KeyboardButtonDisplayOverride,ImagePath,IconPath
GearSets_Using1Dialogue_01,@tutorial_gear_sets_using1_01_subtitle,@tutorial_gear_sets_using1_01_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_combat.png
Augments1Prompt_01,@tutorial_tutorial_available,@tutorial_augments1_01_prompt_body,,,
Augments1Dialogue_01,@tutorial_augments1_01_subtitle,@tutorial_augments1_01_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
GypsumOrbs1Prompt_01,@tutorial_tutorial_available,@tutorial_gypsum_orbs1_01_prompt_body,,,
GypsumOrbs1Dialogue_01,@tutorial_gypsum_orbs1_01_subtitle,@tutorial_gypsum_orbs1_01_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
Transmog1Prompt_01,@tutorial_tutorial_available,@tutorial_transmog1_01_prompt_body,,,
Transmog1Dialogue_01,@tutorial_transmog1_01_subtitle,@tutorial_transmog1_01_dialogue_body,,LyShineUI/Images/PlayerTutorials/Transmog.png,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
TerritoryStanding1Prompt_01,@tutorial_tutorial_available,@tutorial_territory_standing1_01_prompt_body,,,
TerritoryStanding1Dialogue_01,@tutorial_territory_standing1_01_subtitle,@tutorial_territory_standing1_01_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
Gathering_Fishing1Prompt_01,@tutorial_gathering_fishing1_01_subtitle,@tutorial_gathering_fishing1_01_prompt_body,,,
Gathering_Fishing1Dialogue_01,@tutorial_gathering_fishing1_01_subtitle,@tutorial_gathering_fishing1_01_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tradeskill.png
Gathering_Fishing1Dialogue_02,@tutorial_gathering_fishing1_02_subtitle,@tutorial_gathering_fishing1_02_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tradeskill.png
LootBiasing1Prompt_01,@tutorial_tutorial_available,@tutorial_loot_biasing1_01_prompt_body,,,
LootBiasing1Dialogue_01,@tutorial_loot_biasing1_01_subtitle,@tutorial_loot_biasing1_01_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
Attributes1Dialogue_01,@tutorial_attributes1_01_subtitle,@tutorial_attributes1_01_dialogue_body,,LyShineUI/Images/PlayerTutorials/AttributesBenefits.png,LyShineUI/Images/Icons/PlayerTutorials/icon_title_combat.png
DamageAndEnemyTypes1Prompt_01,@tutorial_damage_and_enemy_types1_01_subtitle,@tutorial_damage_and_enemy_types1_01_prompt_body,,LyShineUI/Images/PlayerTutorials/DamageTypes.png,
DamageAndEnemyTypes1Dialogue_01,@tutorial_damage_and_enemy_types1_01_subtitle,@tutorial_damage_and_enemy_types1_01_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_combat.png
Heartgems1Prompt_01,@tutorial_tutorial_available,@tutorial_heartgems1_01_prompt_body,,,
Heartgems1Dialogue_01,@tutorial_heartgems1_01_subtitle,@tutorial_heartgems1_01_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_combat.png
EliteChests1Prompt_01,@tutorial_tutorial_available,@tutorial_elite_chests1_01_prompt_body,,,
EliteChests1Dialogue_01,@tutorial_elite_chests1_01_subtitle,@tutorial_elite_chests1_01_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
BrimstoneGlyphs1Prompt_01,@tutorial_tutorial_available,@tutorial_brimstone_glyphs1_01_prompt_body,,,
BrimstoneGlyphs1Dialogue_01,@tutorial_brimstone_glyphs1_01_subtitle,@tutorial_brimstone_glyphs1_01_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
ElysianWildsBeastMarks1Prompt_01,@tutorial_tutorial_available,@tutorial_elysian_wilds_beast_marks1_01_prompt_body,,,
ElysianWildsBeastMarks1Dialogue_01,@tutorial_elysian_wilds_beast_marks1_01_subtitle,@tutorial_elysian_wilds_beast_marks1_01_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
EndGameGuidance1Prompt_01,@tutorial_tutorial_available,@tutorial_endgame_01_prompt,,LyShineUI/Images/PlayerTutorials/EndGame.png,
EndGameGuidance1Dialogue_01,@tutorial_endgame_01_subtitle,@tutorial_endgame_01_dialogue,,LyShineUI/Images/PlayerTutorials/EndGame.png,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
FreeForAllEntranceDialogue,@ui_ffa_area_label,@ui_ffa_area_gameplay_lore,,LyShineUI/Images/PlayerTutorials/FreeForAll.png,LyShineUI/Images/Icons/PlayerTutorials/icon_title_FFA.png
FreeForAllEntrancePrompt,@ui_ffa_area_label,@ui_ffa_area_gameplay_desc,,LyShineUI/Images/PlayerTutorials/FreeForAll.png,
FastTravel1Prompt_01,@tutorial_fast_travel_01_subtitle,@tutorial_fast_travel_01_prompt_body,,,
FastTravel1Dialogue_01,@tutorial_fast_travel_01_subtitle,@tutorial_fast_travel_01_dialogue_body,,LyShineUI/Images/PlayerTutorials/FastTravelShrine.png,LyShineUI/Images/Icons/PlayerTutorials/icon_title_exploration.png
PronePrompt_01,@tutorial_prone_01_subtitle,@tutorial_prone_01_prompt_body,@tutorial_prone_01_prompt_body_KBAM,,
ProneDialogue_01,@tutorial_prone_01_subtitle,@tutorial_prone_01_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
TradingPost_About_Dialogue,@tradingpost_tutorial_about_subtitle,@tradingpost_tutorial_about_body,,LyShineUI/Images/PlayerTutorials/TradingPost/TradingPost_About.png,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
TradingPost_Buy_Dialogue_01,@tradingpost_tutorial_buy_01_subtitle,@tradingpost_tutorial_buy_01_body,,LyShineUI/Images/PlayerTutorials/TradingPost/TradingPost_Buy_01_1.png,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
TradingPost_Buy_Dialogue_02,@tradingpost_tutorial_buy_02_subtitle,@tradingpost_tutorial_buy_02_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
TradingPost_Sell_Dialogue_01,@tradingpost_tutorial_sell_01_subtitle,@tradingpost_tutorial_sell_01_body,,LyShineUI/Images/PlayerTutorials/TradingPost/TradingPost_Sell_01_1.png,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
TradingPost_Sell_Dialogue_02,@tradingpost_tutorial_sell_02_subtitle,@tradingpost_tutorial_sell_02_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
TradingPost_MyOrders_Dialogue_01,@tradingpost_tutorial_myorders_01_subtitle,@tradingpost_tutorial_myorders_01_body,,LyShineUI/Images/PlayerTutorials/TradingPost/TradingPost_MyOrders_01_1.png,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
TradingPost_Buy_Prompt_01,@tutorial_tutorial_available,@tradingpost_tutorial_buy_prompt_01_body,,,
TradingPost_Sell_Prompt_01,@tutorial_tutorial_available,@tradingpost_tutorial_sell_prompt_01_body,,,
TradingPost_MyOrders_Prompt_01,@tutorial_tutorial_available,@tradingpost_tutorial_myorders_prompt_01_body,,,
InventoryManagementPrompt_01,@tutorial_tutorial_available,@tutorial_inventorymanagement_prompt_body,,,
InventoryManagementDialogue_01,@tutorial_inventorymanagement_01_subtitle,@tutorial_inventorymanagement_01_body,,LyShineUI\Images\PlayerTutorials\Inventory\Inventory_Management.png,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
InventoryManagementDialogue_02,@tutorial_inventorymanagement_02_subtitle,@tutorial_inventorymanagement_02_body,,LyShineUI\Images\PlayerTutorials\Inventory\Inventory_Customization.png,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
EnemyBlockPrompt_01,@tutorial_enemyblock_01_subtitle,@tutorial_enemyblock_01_prompt_body,,,
EnemyBlockDialogue_01,@tutorial_enemyblock_01_subtitle,@tutorial_enemyblock_01_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_combat.png
Factions1Prompt_01,@tutorial_tutorial_available,@tutorial_factions_01_prompt_body,,,
Factions1Dialogue_01,@tutorial_factions_01_subtitle,@tutorial_factions_01_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
EnemyQuestMarkerPrompt_01,@tutorial_enemy_quest_marker_01_subtitle,@tutorial_enemy_quest_marker_01_prompt_body,,,
EnemyQuestMarkerDialogue_01,@tutorial_enemy_quest_marker_01_subtitle,@tutorial_enemy_quest_marker_01_dialogue_body,,LyShineUI/Images/PlayerTutorials/QuestMarkersOnEnemies.png,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
FTUEAutorunPrompt_01,@tutorial_ftue_autorun_subtitle,@tutorial_ftue_autorun_prompt_body,,,
StorageShedPrompt_01,@tutorial_tutorial_available,@tutorial_storageshed_prompt_01_body,,,
StorageShedDialogue_01,@tutorial_storageshed_01_subtitle,@tutorial_storageshed_01_body,,LyShineUI\Images\PlayerTutorials\Inventory\Inventory_StorageShed.png,LyShineUI/Images/Icons/PlayerTutorials/icon_title_tip.png
Zoom1Prompt_01,@tutorial_zoom_subtitle,@tutorial_zoom_prompt_body,,,
TargetLockSwitch1Prompt_01,@tutorial_targetlockswitch_prompt_subtitle,@tutorial_targetlockswitch_prompt_body,,,
FTUEEquipPrompt_01,@tutorial_equip_weapon_subtitle,@tutorial_equip_weapon_prompt_body,@tutorial_equip_weapon_prompt_body_KBAM,,
VoidGauntletHarvest1Prompt_01,@tutorial_voidgauntletharvest_01_subtitle,@tutorial_voidgauntletharvest_01_prompt_body,,,
SoulTrialPrompt_01,@tutorial_soul_trial_subtitle,@tutorial_soul_trial_01_prompt_body,,,
SoulTrialDialogue_01,@tutorial_soul_trial_subtitle,@tutorial_soul_trial_01_dialogue_body,,LyShineUI/Images/PlayerTutorials/SoulTrials.png,LyShineUI/Images/Icons/PlayerTutorials/icon_title_exploration.png
EquipFood1Prompt_01,@tutorial_equipfood_01_subtitle,@tutorial_equipfood_01_prompt_body,,,
ConsumeFood1Prompt_01,@tutorial_consumefood_01_subtitle,@tutorial_consumefood_01_prompt_body,,,
OpeningLootContainersPrompt_01,@tutorial_opening_containers_01_subtitle,@tutorial_opening_containers_01_prompt_body,,,
PronePvPPrompt_01,@tutorial_pvp_prone_subtitle,@tutorial_pvp_prone_prompt_body,@tutorial_pvp_prone_prompt_body_KBAM,,
S7SeasonalServerIntro1Prompt_01,@tutorial_intro_seasonalserver_s7_prompt_subtitle,@tutorial_intro_seasonalserver_s7_prompt_body,,,
S7SeasonalServerIntro1Dialogue_01,@tutorial_intro_seasonalserver_s7_prompt_subtitle,@tutorial_intro_seasonalserver_s7_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/Icon_Tutorial_season_server.png
S7EtherealGear1Prompt_01,@tutorial_ethereal_seasonalserver_s7_prompt_subtitle,@tutorial_ethereal_seasonalserver_s7_prompt_body,,,
S7EtherealGear1Dialogue_01,@tutorial_ethereal_seasonalserver_s7_prompt_subtitle,@tutorial_ethereal_seasonalserver_s7_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/Icon_Tutorial_season_server.png
S7ConquerorsGear1Prompt_01,@tutorial_conquerors_seasonalserver_s7_prompt_subtitle,@tutorial_conquerors_seasonalserver_s7_prompt_body,,,
S7ConquerorsGear1Dialogue_01,@tutorial_conquerors_seasonalserver_s7_prompt_subtitle,@tutorial_conquerors_seasonalserver_s7_dialogue_body,,,LyShineUI/Images/Icons/PlayerTutorials/Icon_Tutorial_season_server.png
S7SeasonalServerPvP1Prompt_01,@tutorial_pvpwarning_seasonalserver_s7_prompt_subtitle,@tutorial_pvpwarning_seasonalserver_s7_prompt_body,,,
S7SeasonalServerPvP2Prompt_01,@tutorial_pvpenabled_seasonalserver_s7_prompt_subtitle,@tutorial_pvpenabled_seasonalserver_s7_prompt_prompt_body,,,
