Effect Name,Group,Priority Within Group,Max Number,Priority,Constants
wFX_IceGaunt_Tempest.WindChill_Srt,PlayerWeapon_Tells,1,5,21,
wFX_LifeStaff_Base.LightAttack_Charge,PlayerWeapon_Tells,2,5,22,
wFX_LifeStaff_Base.HeavyAttack_Charge,PlayerWeapon_Tells,2,5,22,
wFX_LifeStaff_Protector.Protection_Charge,PlayerWeapon_Tells,2,5,22,
wFX_LifeStaff_Healer.SoL_Staff_Hld,PlayerWeapon_Tells,3,5,23,
wFX_LifeStaff_Healer.Divine_Staff_Hld,PlayerWeapon_Tells,3,5,23,
wFX_Musket_Sharpshooter.Power_Ready_1,PlayerWeapon_Tells,2,5,22,
wFX_Musket_Sharpshooter.Power_Ready_2b,PlayerWeapon_Tells,1,5,21,
wFX_Musket_Sharpshooter.Powder_Ready_1,PlayerWeapon_Tells,2,5,22,
wFX_Musket_Sharpshooter.Powder_Ready_2b,PlayerWeapon_Tells,1,5,21,
wFX_Musket_Sharpshooter.Stopping_Ready_1,PlayerWeapon_Tells,2,5,22,
wFX_Musket_Sharpshooter.Stopping_Ready_2b,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Universal.Default.Charge_tell,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Universal.Default.Charge_tell_light,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Gems.Fire.Default.Charge_tell,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Gems.Fire.Default.Charge_tell_light,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Gems.Ice.Default.Charge_tell,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Gems.Ice.Default.Charge_tell_light,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Gems.Lightning.Default.Charge_tell,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Gems.Lightning.Default.Charge_tell_light,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Gems.Magic.Default.Charge_tell,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Gems.Magic.Default.Charge_tell_light,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Gems.Nature.Default.Charge_tell,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Gems.Nature.Default.Charge_tell_light,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Gems.Void.Default.Charge_tell,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Gems.Void.Default.Charge_tell_light,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Status.Default.Defense.Tell,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Status.Default.Defense.Idle,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Status.Default.Defense.Defense_Arm02,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Status.Default.Offense.Idle,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Status.Default.Offense.Offense_Arm02,PlayerWeapon_Tells,1,5,21,
wfx_GreatSword.Universal.Default.Block,PlayerWeapon_Tells,1,5,21,
wFX_Blunderbuss_Containment.Shrapnel_Tell,PlayerWeapon_Tells,2,5,22,
wFX_Blunderbuss_Containment.Claw_Muzzle,PlayerWeapon_Tells,2,5,22,
wFX_Blunderbuss_Chaos.Vortex_Tell,PlayerWeapon_Tells,2,5,22,
wFX_Blunderbuss_Chaos.Vortex_PushBack,PlayerWeapon_Tells,2,5,22,
wFX_Blunderbuss_Chaos.Vortex_Decal,PlayerWeapon_Tells,2,5,22,
wFX_Blunderbuss_Base.Wedge_pushout_oneoff,PlayerWeapon_Tells,2,5,22,
wFX_Rapier_Evasion.AirLunge_Tell,PlayerWeapon_Tells,2,5,22,
wFX_Rapier_Evasion.Momentum_Weapon,PlayerWeapon_Tells,5,5,25,
wFX_Rapier_Bleed.Appel_Tell,PlayerWeapon_Tells,3,5,23,
wFX_Rapier_Bleed.Flurry_Tell,PlayerWeapon_Tells,3,5,23,
wFX_Spear_Zoner.Cyclone_Srt,PlayerWeapon_Tells,2,5,22,
wFX_Spear_Zoner.Javelin_Ready,PlayerWeapon_Tells,4,5,24,
wFX_Spear_Impaler.Skewer_Tell,PlayerWeapon_Tells,2,5,22,
wFX_Spear_Impaler.VaultKick_Dash,PlayerWeapon_Tells,2,5,22,
wFX_StraightSword_Shield.DefensiveForm_Srt,PlayerWeapon_Tells,1,5,21,
wFX_StraightSword_Sword.LeapStrike_Jump,PlayerWeapon_Tells,2,5,22,
wFX_StraightSword_Sword.Reverse_Blade,PlayerWeapon_Tells,2,5,22,
wFX_Warhammer_Juggernaut.Blockbreaker_charge_01,PlayerWeapon_Tells,3,5,23,
wFX_Warhammer_Juggernaut.Mightygavel_charged,PlayerWeapon_Tells,3,5,23,
wFX_Warhammer_Juggernaut.Wreckingball_Tell,PlayerWeapon_Tells,3,5,23,
wFX_Warhammer_CrowdCrusher.Clearout_Charge,PlayerWeapon_Tells,3,5,23,
wFX_Warhammer_CrowdCrusher.POD_Charge,PlayerWeapon_Tells,3,5,23,
wFX_Warhammer_CrowdCrusher.Shockwave_charged_01,PlayerWeapon_Tells,3,5,23,
wFX_Warhammer_CrowdCrusher.POD_Swipe,PlayerWeapon_Tells,2,5,22,
wFX_Musket_Sharpshooter.AimCharge_Loop_delay,PlayerWeapon_Tells,3,5,23,
wFX_VoidGaunt_Decay.DecayOrb_Muzzle,PlayerWeapon_Additive,3,5,18,
wFX_VoidGaunt_Decay.DecayOrb_Proj_Add,PlayerWeapon_Additive,2,20,17,
wFX_VoidGaunt_Decay.DecayOrb_DmgEnd_Proj,PlayerWeapon_Additive,2,5,17,
wFX_VoidGaunt_Decay.Drain_Muzzle,PlayerWeapon_Additive,3,5,18,
wFX_VoidGaunt_Decay.Rupture_Muzzle,PlayerWeapon_Additive,3,5,18,
wFX_VoidGaunt_Decay.Rupture_Target_Add,PlayerWeapon_Additive,1,5,16,
wFX_VoidGaunt_Decay.,PlayerWeapon_Additive,5,5,20,
wFX_VoidGaunt_Annihilation.Blade_Flash,PlayerWeapon_Additive,1,3,16,
wFX_VoidGaunt_Base.Idle,PlayerWeapon_Additive,1,3,16,
wFX_VoidGaunt_Base.Primary_Ready,PlayerWeapon_Additive,1,3,16,
wFX_VoidGaunt_Base.Primary_Muzzle,PlayerWeapon_Additive,2,3,17,
wFX_VoidGaunt_Base.Heavy_Muzzle,PlayerWeapon_Additive,2,3,17,
wFX_VoidGaunt_Base.Sheath,PlayerWeapon_Additive,1,3,16,
wFX_VoidGaunt_Base.Harvest_Exit,PlayerWeapon_Additive,1,3,16,
wFX_Bow_Bowman.RainOfArrows_Fill,PlayerWeapon_Additive,1,2,16,
wFX_Bow_Bowman.SpreadShot_MuzzleFlash,PlayerWeapon_Additive,1,3,16,
wFX_Bow_Bowman.Poison_Arrow,PlayerWeapon_Additive,2,3,17,
wFX_FireStaff_Base.Idle,PlayerWeapon_Additive,1,5,16,
wFX_FireStaff_Base.Primary_Ready,PlayerWeapon_Additive,2,5,17,
wFX_FireStaff_Base.Charged_Ready,PlayerWeapon_Additive,2,5,17,
wFX_FireStaff_Base.Aim_1,PlayerWeapon_Additive,1,5,16,
wFX_FireStaff_Pyromaniac.FlameThrow_Staff_end,PlayerWeapon_Additive,1,5,16,
wFX_FireStaff_Pyromaniac.Speed_Feet_Hld,PlayerWeapon_Additive,2,6,17,
wFX_FireStaff_Pyromaniac.Incinerate_Staff_Loop,PlayerWeapon_Additive,1,5,16,
wFX_FireStaff_Pyromaniac.Incinerate_Srt,PlayerWeapon_Additive,1,5,16,
wFX_FireStaff_FlameSummoner.Embers_Loop_01,PlayerWeapon_Additive,1,3,16,
wFX_FireStaff_FlameSummoner.PillarFlame_Staff_Hld1,PlayerWeapon_Additive,1,5,16,
wFX_FireStaff_FlameSummoner.PillarFlame_Staff_Hld2,PlayerWeapon_Additive,2,5,17,
wFX_FireStaff_FlameSummoner.Fire_Shockwave_01,PlayerWeapon_Additive,3,5,18,
wFX_FireStaff_FlameSummoner.Storm_Staff_Hld1,PlayerWeapon_Additive,1,3,16,
wFX_FireStaff_FlameSummoner.Storm_AOE_Decal,PlayerWeapon_Additive,2,5,17,
wFX_GreatAxe_Marauder.Whirlwind_Weapon,PlayerWeapon_Additive,2,3,17,
wFX_GreatAxe_Marauder.Engage_Swipe_Sparks,PlayerWeapon_Additive,4,2,19,
wFX_GreatAxe_Marauder.Engage_Charge_Run,PlayerWeapon_Additive,2,2,17,
wFX_GreatAxe_Marauder.Executioner_Weapon,PlayerWeapon_Additive,2,3,17,
wFX_GreatAxe_Marauder.Executioner_Impact,PlayerWeapon_Additive,1,5,16,
wFX_GreatAxe_Reaper.Maelstrom_Flash,PlayerWeapon_Additive,1,3,16,
wFX_GreatAxe_Reaper.GravityWell_Particle_Attract,PlayerWeapon_Additive,1,4,16,
wFX_GreatAxe_Reaper.JudgeReach_Weapon,PlayerWeapon_Additive,3,5,18,
wFX_GreatAxe_Reaper.JudgeReach_Ground,PlayerWeapon_Additive,2,5,17,
wFX_Hatchet_Berserk.Berserk_Loop,PlayerWeapon_Additive,2,5,17,
wFX_Hatchet_Berserk.Berserk_Loop_eye,PlayerWeapon_Additive,1,10,16,
wFX_Hatchet_Berserk.Purge_Hatchet,PlayerWeapon_Additive,3,5,18,
wFX_Hatchet_Berserk.Feral_Impact,PlayerWeapon_Additive,2,5,17,
wFX_Hatchet_Berserk.DefyDeath_Particles,PlayerWeapon_Additive,1,5,16,
wFX_Hatchet_Berserk.Ragging_Flare,PlayerWeapon_Additive,3,5,18,
wFX_Hatchet_Throwing.QuickSpin_Swipe,PlayerWeapon_Additive,3,5,18,
wFX_Hatchet_Throwing.AimTrail,PlayerWeapon_Additive,2,3,17,
wFX_Hatchet_Throwing.Infected_Muzzle,PlayerWeapon_Additive,2,5,17,
wFX_Hatchet_Throwing.Distance_Appear,PlayerWeapon_Additive,2,5,17,
wFX_IceGaunt_Base.Idle,PlayerWeapon_Additive,1,5,16,
wFX_IceGaunt_Base.Primary_Muzzle,PlayerWeapon_Additive,2,5,17,
wFX_IceGaunt_Base.Heavy_Muzzle,PlayerWeapon_Additive,2,5,17,
wFX_IceGaunt_Base.Sheathe,PlayerWeapon_Additive,1,5,16,
wFX_IceGaunt_Builder.IcePylon_Hands_Energy,PlayerWeapon_Additive,2,5,17,
wFX_IceGaunt_Builder.IcePylon_Idle_Main,PlayerWeapon_Additive,1,5,16,
wFX_IceGaunt_Builder.IcePylon_Idle_Top,PlayerWeapon_Additive,1,5,16,
wFX_IceGaunt_Builder.IcePylon_Death,PlayerWeapon_Additive,2,5,17,
wFX_IceGaunt_Builder.IcePylon_Ult_AOE,PlayerWeapon_Additive,3,3,18,
wFX_IceGaunt_Builder.Entombed_Stop_Add,PlayerWeapon_Additive,3,5,18,
wFX_IceGaunt_Builder.Entombed_Breakout_Add,PlayerWeapon_Additive,3,5,18,
wFX_IceGaunt_Tempest.WindChill_Muzzle,PlayerWeapon_Additive,2,10,17,
wFX_IceGaunt_Tempest.WindChill_Muzzle_Hand,PlayerWeapon_Additive,2,10,17,
wFX_IceGaunt_Tempest.WindChill_End,PlayerWeapon_Additive,1,3,16,
wFX_IceGaunt_Tempest.IceSpike_Cast,PlayerWeapon_Additive,2,10,17,
wFX_IceGaunt_Tempest.IceSpike_Sm_Add,PlayerWeapon_Additive,2,10,17,
wFX_IceGaunt_Tempest.IceSpike_Lg_Add,PlayerWeapon_Additive,2,10,17,
wFX_IceGaunt_Tempest.Blizzard_Aim,PlayerWeapon_Additive,1,5,16,
wFX_IceGaunt_Tempest.Blizzard_Casting,PlayerWeapon_Additive,2,5,17,
wFX_IceGaunt_Tempest.Blizzard_Cast,PlayerWeapon_Additive,2,5,17,
wFX_IceGaunt_Tempest.Blizzard_AOE_Add,PlayerWeapon_Additive,4,5,19,
wFX_LifeStaff_Base.Idle,PlayerWeapon_Additive,1,5,16,
wFX_LifeStaff_Base.LightAttack_Muzzle,PlayerWeapon_Additive,2,5,17,
wFX_LifeStaff_Base.Staff_Tip_Aura,PlayerWeapon_Additive,1,5,16,
wFX_LifeStaff_Protector.Protection_Muzzle,PlayerWeapon_Additive,2,5,17,
wFX_LifeStaff_Protector.LightsEmbrace_Cast,PlayerWeapon_Additive,1,5,16,
wFX_LifeStaff_Healer.HealWave_Srt,PlayerWeapon_Additive,2,5,17,
wFX_LifeStaff_Healer.HealWave_Staff_Flash,PlayerWeapon_Additive,3,5,18,
wFX_LifeStaff_Healer.HealWave_Staff_Hld,PlayerWeapon_Additive,2,5,17,
wFX_LifeStaff_Healer.HealWave_Staff_Hld2,PlayerWeapon_Additive,1,5,16,
wFX_LifeStaff_Healer.HealWave_Staff_Srt_01,PlayerWeapon_Additive,1,5,16,
wFX_LifeStaff_Healer.SoL_Staff_Embers,PlayerWeapon_Additive,1,5,16,
wFX_LifeStaff_Healer.Divine_Staff_Cast,PlayerWeapon_Additive,3,5,18,
wFX_Musket_Sharpshooter.Muzzle_PowerSmoke,PlayerWeapon_Additive,1,5,16,
wFX_Musket_Sharpshooter.Muzzle_CleanSmoke,PlayerWeapon_Additive,1,5,16,
wFX_Musket_Sharpshooter.Power_Swipe_1,PlayerWeapon_Additive,2,5,17,
wFX_Musket_Sharpshooter.Power_Ready_2a,PlayerWeapon_Additive,1,5,16,
wFX_Musket_Sharpshooter.Powder_Swipe_1,PlayerWeapon_Additive,2,5,17,
wFX_Musket_Sharpshooter.Powder_Ready_2a,PlayerWeapon_Additive,1,5,16,
wFX_Musket_Sharpshooter.Swipe_1,PlayerWeapon_Additive,2,5,17,
wFX_Musket_Sharpshooter.Stopping_Ready_2a,PlayerWeapon_Additive,1,5,16,
wFX_Musket_Trapper.Fuse01,PlayerWeapon_Additive,4,5,19,
wFX_Musket_Trapper.Stickybomb_Idle_Smoke,PlayerWeapon_Additive,2,5,17,
wFX_Rapier_Evasion.Evade_Flash,PlayerWeapon_Additive,1,10,16,
wFX_Rapier_Evasion.AirLunge_Body,PlayerWeapon_Additive,4,5,19,
wFX_Rapier_Bleed.Flurry_SpeedLines,PlayerWeapon_Additive,5,10,20,
wFX_Rapier_Bleed.Flourish_Weapon,PlayerWeapon_Additive,2,5,17,
wFX_Spear_Zoner.Cyclone_Weapon,PlayerWeapon_Additive,2,5,17,
wFX_Spear_Impaler.Sweep_Weapon,PlayerWeapon_Additive,2,5,17,
wFX_StraightSword_Shield.DefensiveForm_Particles,PlayerWeapon_Additive,1,5,16,
wFX_StraightSword_Shield.LastStand_Spark,PlayerWeapon_Additive,2,6,17,
wFX_StraightSword_Shield.Bash_Swipe,PlayerWeapon_Additive,4,5,19,
wFX_Warhammer_Juggernaut.Blockbreaker_End,PlayerWeapon_Additive,2,5,17,
wFX_Warhammer_Juggernaut.Mightygavel_impact_Align,PlayerWeapon_Additive,4,5,19,
wFX_Warhammer_Juggernaut.Wreckingball_Charged,PlayerWeapon_Additive,2,5,17,
wFX_Warhammer_CrowdCrusher.POD_impact_02,PlayerWeapon_Additive,2,5,17,
wFX_Warhammer_CrowdCrusher.Shockwave_trail_01,PlayerWeapon_Additive,2,3,17,
wFX_Warhammer_CrowdCrusher.Clearout_Swipe_Sparks,PlayerWeapon_Additive,2,5,17,
wFX_Default_Melee.Mesh.Swipe_Fast_1,PlayerWeapon_Default,5,10,35,
wFX_Default_Melee.Mesh.Swipe_Mid_1,PlayerWeapon_Default,5,10,35,
wFX_Default_Melee.Mesh.Swipe_Slow_1,PlayerWeapon_Default,5,10,35,
wFX_Default_Melee.Mesh.Spin_Fast_1,PlayerWeapon_Default,1,10,31,
wFX_Default_Melee.Mesh.Mesh.Swipe_Wide_Mid,PlayerWeapon_Default,5,10,35,
wFX_Default_Melee.Swipe_MD,PlayerWeapon_Default,3,5,33,
wFX_Default_Melee.Swipe_LG,PlayerWeapon_Default,3,5,33,
wFX_Default_Melee.Swipe_XLG,PlayerWeapon_Default,3,5,33,
wFX_Default_Melee.Swipe_Power_SM,PlayerWeapon_Default,3,5,33,
wFX_Default_Melee.Swipe_Power_MD,PlayerWeapon_Default,3,5,33,
wFX_Default_Melee.Stab_SM,PlayerWeapon_Default,2,3,32,
wFX_Default_Melee.Stab_MD,PlayerWeapon_Default,2,3,32,
wFX_Default_Melee.Stab_LG,PlayerWeapon_Default,2,3,32,
wFX_Default_Range.Bow_Muzzleflash,PlayerWeapon_Default,1,2,31,
wFX_Default_Range.Arrow_Charge,PlayerWeapon_Default,1,1,31,
wFX_Default_Range.Arrow_Charge_Flash,PlayerWeapon_Default,1,1,31,
wFX_Default_Range.Musket_MuzzleSmoke,PlayerWeapon_Default,2,3,32,
wFX_Default_Range.Musket_MuzzleFlash,PlayerWeapon_Default,3,10,77,
wfx_GreatSword.Universal.Default.Swipe_light,PlayerWeapon_Default,3,10,77,
wfx_GreatSword.Universal.Default.Swipe_medium,PlayerWeapon_Default,3,10,77,
wfx_GreatSword.Gems.Fire.Default.Swipe_light,PlayerWeapon_Default,3,10,77,
wfx_GreatSword.Gems.Fire.Default.Swipe_heavy,PlayerWeapon_Default,3,10,77,
wfx_GreatSword.Gems.Ice.Default.Swipe_light,PlayerWeapon_Default,3,10,77,
wfx_GreatSword.Gems.Ice.Default.Swipe_heavy,PlayerWeapon_Default,3,10,77,
wfx_GreatSword.Gems.Lightning.Default.Swipe_light,PlayerWeapon_Default,3,10,77,
wfx_GreatSword.Gems.Lightning.Default.Swipe_heavy,PlayerWeapon_Default,3,10,77,
wfx_GreatSword.Gems.Magic.Default.Swipe_light,PlayerWeapon_Default,3,10,78,
wfx_GreatSword.Gems.Magic.Default.Swipe_heavy,PlayerWeapon_Default,3,10,77,
wfx_GreatSword.Gems.Nature.Default.Swipe_light,PlayerWeapon_Default,3,10,77,
wfx_GreatSword.Gems.Nature.Default.Swipe_heavy,PlayerWeapon_Default,3,10,77,
wfx_GreatSword.Gems.Void.Default.Swipe_light,PlayerWeapon_Default,3,10,77,
wfx_GreatSword.Gems.Void.Default.Swipe_heavy,PlayerWeapon_Default,3,10,77,
wFX_Blunderbuss_Base.Default_MuzzleFlash,PlayerWeapon_Default,3,10,33,
wFX_Blunderbuss_Base.Default_MuzzleSmoke,PlayerWeapon_Default,2,4,32,
wFX_VoidGaunt_Decay.DecayOrb_Dmg_Proj,PlayerWeapon_Projectile,7,10,94,
wFX_VoidGaunt_Decay.DecayOrb_Heal_Proj,PlayerWeapon_Projectile,7,10,94,
wFX_VoidGaunt_Decay.Drain_Proj,PlayerWeapon_Projectile,5,5,92,
wFX_VoidGaunt_Decay.Drain_HitScan,PlayerWeapon_Projectile,7,5,94,
wFX_VoidGaunt_Decay.Rupture_Proj,PlayerWeapon_Projectile,7,5,94,
wFX_VoidGaunt_Base.Primary_Proj,PlayerWeapon_Projectile,7,5,94,
wFX_VoidGaunt_Base.Heavy_Proj,PlayerWeapon_Projectile,7,10,94,
wFX_Spear_Zoner.Javelin_Trail,PlayerWeapon_Projectile,7,5,94,
wFX_Musket_Sharpshooter.HitScan_Power,PlayerWeapon_Projectile,7,5,94,
wFX_Musket_Sharpshooter.HitScan_Powder,PlayerWeapon_Projectile,7,5,94,
wFX_Musket_Sharpshooter.HitScan_Stopping,PlayerWeapon_Projectile,7,5,94,
wFX_Musket_Trapper.Fuse01_throw,PlayerWeapon_Projectile,6,5,93,
wFX_Musket_Trapper.Trap_Proj,PlayerWeapon_Projectile,6,5,93,
wFX_Blunderbuss_Chaos.Grenade_Proj,PlayerWeapon_Projectile,7,6,94,
wFX_Blunderbuss_Chaos.Grenade_Proj_Mini,PlayerWeapon_Projectile,7,10,94,
wFX_Blunderbuss_Chaos.Grenade_Proj_Smoke,PlayerWeapon_Projectile,6,5,93,
wFX_Blunderbuss_Chaos.Grenade_Expl,PlayerWeapon_Projectile,7,5,94,
wFX_Blunderbuss_Chaos.Mortar_Proj,PlayerWeapon_Projectile,7,5,94,
wFX_Blunderbuss_Chaos.Mortar_Load,PlayerWeapon_Projectile,7,5,94,
wFX_Blunderbuss_Chaos.Mortar_Muzzle,PlayerWeapon_Projectile,2,5,89,
wFX_Blunderbuss_Containment.Net_Proj,PlayerWeapon_Projectile,7,6,100,
wFX_Blunderbuss_Containment.Net_Proj_Barbed,PlayerWeapon_Projectile,7,5,94,
wFX_Blunderbuss_Containment.Net_Proj_Poison,PlayerWeapon_Projectile,7,5,94,
wFX_Blunderbuss_Containment.Net_Muzzle,PlayerWeapon_Projectile,6,6,89,
wFX_Blunderbuss_Containment.Claw_Proj,PlayerWeapon_Projectile,7,5,94,
wFX_Blunderbuss_Containment.Claw_Proj_Rope,PlayerWeapon_Projectile,6,5,93,
wFX_Blunderbuss_Containment.Claw_Proj_Chain,PlayerWeapon_Projectile,6,5,93,
wFX_Blunderbuss_Containment.Shrapnel_Proj_1,PlayerWeapon_Projectile,7,5,94,
wFX_Blunderbuss_Containment.Shrapnel_Muzzle,PlayerWeapon_Projectile,2,3,89,
wFX_Blunderbuss_Containment.Shrapnel_Bomb_Proj_Srt,PlayerWeapon_Projectile,7,5,94,
wFX_Blunderbuss_Containment.Shrapnel_Bomb_Proj_Hld,PlayerWeapon_Projectile,7,5,94,
wFX_Blunderbuss_Containment.Shrapnel_Bomb_Expl,PlayerWeapon_Projectile,7,5,94,
wFX_LifeStaff_Protector.Protection_Proj,PlayerWeapon_Projectile,8,10,95,
wFX_LifeStaff_Protector.Beacon_Proj,PlayerWeapon_Projectile,8,10,95,
wFX_LifeStaff_Base.LightAttack_proj,PlayerWeapon_Projectile,7,10,94,
wFX_IceGaunt_Base.Proj_Trail,PlayerWeapon_Projectile,7,10,94,
wFX_IceGaunt_Base.Proj_Trail_Heavy,PlayerWeapon_Projectile,7,10,94,
wFX_Hatchet_Throwing.Infected_Trail,PlayerWeapon_Projectile,6,5,93,
wFX_Hatchet_Throwing.QuickSpin_Trail,PlayerWeapon_Projectile,6,5,93,
wFX_GreatAxe_Reaper.GravWell_proj,PlayerWeapon_Projectile,6,5,93,
wFX_FireStaff_FlameSummoner.Siege_Proj_1,PlayerWeapon_Projectile,7,6,94,
wFX_FireStaff_Base.Proj_Trail,PlayerWeapon_Projectile,7,6,94,
wFX_FireStaff_Base.Proj_Charge_Trail,PlayerWeapon_Projectile,7,6,94,
wFX_Bow_Huntsman.Penetrate_Proj_Trail,PlayerWeapon_Projectile,6,6,93,
wFX_Bow_Huntsman.Penetrate_Proj_Tip,PlayerWeapon_Projectile,7,10,94,
wFX_Bow_Bowman.Poison_Trail,PlayerWeapon_Projectile,7,10,94,
wFX_Default_Range.Trail,PlayerWeapon_Projectile,7,20,94,
wFX_Default_Range.Trail_Power,PlayerWeapon_Projectile,4,20,91,
wFX_Default_Range.HitScan,PlayerWeapon_Projectile,6,20,93,
wFX_Default_Range.HitScan_Clean,PlayerWeapon_Projectile,5,5,92,
wFX_Arcane_Range.Trail,PlayerWeapon_Projectile,5,20,92,
wFX_Arcane_Range.HitScan,PlayerWeapon_Projectile,5,20,92,
wFX_Arcane_Range.HitScan_Clean,PlayerWeapon_Projectile,4,5,91,
wFX_Arcane_Range.Chain,PlayerWeapon_Projectile,2,10,89,
wFX_Fire_Range.Trail,PlayerWeapon_Projectile,5,20,92,
wFX_Fire_Range.HitScan,PlayerWeapon_Projectile,5,20,92,
wFX_Fire_Range.HitScan_Clean,PlayerWeapon_Projectile,4,5,91,
wFX_Fire_Range.Chain,PlayerWeapon_Projectile,2,10,89,
wFX_Ice_Range.Trail,PlayerWeapon_Projectile,5,20,92,
wFX_Ice_Range.HitScan,PlayerWeapon_Projectile,5,20,92,
wFX_Ice_Range.HitScan_Clean,PlayerWeapon_Projectile,4,5,91,
wFX_Ice_Range.Chain,PlayerWeapon_Projectile,2,10,89,
wFX_Lightning_Range.Trail,PlayerWeapon_Projectile,5,20,92,
wFX_Lightning_Range.HitScan,PlayerWeapon_Projectile,5,20,92,
wFX_Lightning_Range.HitScan_Clean,PlayerWeapon_Projectile,4,5,91,
wFX_Lightning_Range.Chain,PlayerWeapon_Projectile,2,10,89,
wFX_Nature_Range.Trail,PlayerWeapon_Projectile,5,20,92,
wFX_Nature_Range.HitScan,PlayerWeapon_Projectile,5,20,92,
wFX_Nature_Range.HitScan_Clean,PlayerWeapon_Projectile,4,5,91,
wFX_Nature_Range.Chain,PlayerWeapon_Projectile,2,10,89,
wFX_Void_Range.Trail,PlayerWeapon_Projectile,5,20,92,
wFX_Void_Range.HitScan,PlayerWeapon_Projectile,5,20,92,
wFX_Void_Range.HitScan_Clean,PlayerWeapon_Projectile,4,5,91,
wFX_Void_Range.Chain,PlayerWeapon_Projectile,2,10,89,
cFX_Potions.HP_Restore.Base_01,StatusEffects_Buffs,6,10,64,
cFX_Potions.HP_Restore.Base_Loop,StatusEffects_Buffs,6,5,64,
cFX_Potions.Cure.Base_01,StatusEffects_Buffs,3,5,61,
cFX_Potions.MP_Restore.Base_01,StatusEffects_Buffs,3,3,61,
cFX_Potions.Buff.Base_01,StatusEffects_Buffs,1,5,59,
cFX_StatusEffects.Empower.Base_Head,StatusEffects_Buffs,2,10,60,
cFX_StatusEffects.Empower.Base_Arm_01,StatusEffects_Buffs,3,10,61,
cFX_StatusEffects.Empower.Base_Arm_02,StatusEffects_Buffs,5,20,63,
cFX_StatusEffects.Haste.Base_01,StatusEffects_Buffs,5,20,63,
cFX_StatusEffects.Fortify.Base_01,StatusEffects_Buffs,5,20,63,
wFX_Musket_Sharpshooter.Power_Charged,StatusEffects_Buffs,4,5,62,
wFX_Musket_Sharpshooter.Powder_Charged,StatusEffects_Buffs,4,5,62,
wFX_Musket_Sharpshooter.Stopping_Charged,StatusEffects_Buffs,4,5,62,
wFX_VoidGaunt_Decay.Rupture_Target_Hld,StatusEffects_Debuff,5,10,79,
wFX_VoidGaunt_Decay.Drain_Defender_Hld,StatusEffects_Debuff,5,10,79,
wFX_VoidGaunt_Decay.Drain_Caster_Hld,StatusEffects_Debuff,4,10,78,
cFX_Player_States.Breakout_01,StatusEffects_Debuff,5,2,79,
cFX_Player_States.GuardBreak_Impact_01,StatusEffects_Debuff,1,5,75,
cFX_StatusEffects.Poison.Loop_01,StatusEffects_Debuff,4,10,78,
cFX_StatusEffects.Poison.Arm_01,StatusEffects_Debuff,3,10,77,
cFX_StatusEffects.Wound.Head_01,StatusEffects_Debuff,2,5,76,
cFX_StatusEffects.Wound.Base_01,StatusEffects_Debuff,4,10,78,
cFX_StatusEffects.Wound.Start_01,StatusEffects_Debuff,4,10,78,
cFX_StatusEffects.Burn.Loop_01,StatusEffects_Debuff,4,10,78,
cFX_StatusEffects.Burn.Decal_01,StatusEffects_Debuff,2,12,76,
cFX_StatusEffects.Burn.Decal_02,StatusEffects_Debuff,2,12,76,
cFX_StatusEffects.Drown.Loop_01,StatusEffects_Debuff,4,10,78,
cFX_StatusEffects.Rend.Loop_01,StatusEffects_Debuff,4,20,78,
cFX_StatusEffects.Stun.Loop_01,StatusEffects_Debuff,3,10,77,
cFX_StatusEffects.Slow.Loop_01,StatusEffects_Debuff,4,20,78,
cFX_StatusEffects.Root.Loop_01,StatusEffects_Debuff,4,20,78,
cFX_StatusEffects.Root.Loop_02,StatusEffects_Debuff,4,20,78,
cFX_StatusEffects.Disease.Loop_01,StatusEffects_Debuff,4,10,78,
cFX_StatusEffects.Silence.Base_01,StatusEffects_Debuff,4,20,78,
cFX_StatusEffects.Weaken.Base_Head,StatusEffects_Debuff,2,5,76,
cFX_StatusEffects.Weaken.Base_Arm_01,StatusEffects_Debuff,3,5,77,
cFX_StatusEffects.Weaken.Base_Arm_02,StatusEffects_Debuff,4,15,78,
cFX_StatusEffects.Corruption.Base,StatusEffects_Debuff,2,5,76,
cFX_StatusEffects.Blight.Base,StatusEffects_Debuff,2,5,76,
