RewardId,RewardIndex,RewardType,ItemId,EntitlementIds,DisplayItemId,SeasonsXp,LimitingEntitlementId,IsHighValue,RequiresPremium,RequiresWorldTags,FlipWorldTagCheckToExclude
S10_Journey_Ch02_T09,225,Journey,,,,1,,,,,
S10_Journey_Ch02_T10,226,Journey,,,,1,,,,,
S10_Journey_Ch02_T11,227,Journey,,,,1,,,,,
S10_Journey_Ch02_T12,228,Journey,,,,1,,,,,
S10_Journey_Ch02_T13,229,Journey,,,,1,,,,,
S10_Journey_Ch02_T14,230,Journey,,,,1,,,,,
S10_Journey_Ch02_T15,231,Journey,,,,1,,,,,
S10_Journey_Ch02_Complete,232,Chapter,,Entitlement_Skin_Feet_Firebrand,EntDisplay_Skin_Feet_Firebrand,7000,,,,,
S10_Journey_Ch03_T01,233,Journey,,,,3750,,,,,
S10_Journey_Ch03_T02,234,Journey,,,,3750,,,,,
S10_Journey_Ch03_T03,235,Journey,,,,2250,,,,,
S10_Journey_Ch03_T04,236,Journey,,,,2250,,,,,
S10_Journey_Ch03_T05,237,Journey,,,,2250,,,,,
S10_Journey_Ch03_T06,238,Journey,,,,2250,,,,,
S10_Journey_Ch03_T07,239,Journey,,,,1500,,,,,
S10_Journey_Ch03_T08,240,Journey,,,,1500,,,,,
S10_Journey_Ch03_T09,241,Journey,,,,1,,,,,
S10_Journey_Ch03_T10,242,Journey,,,,1,,,,,
S10_Journey_Ch03_T11,243,Journey,,,,1,,,,,
S10_Journey_Ch03_T12,244,Journey,,,,1,,,,,
S10_Journey_Ch03_T13,245,Journey,,,,1,,,,,
S10_Journey_Ch03_T14,246,Journey,,,,1,,,,,
S10_Journey_Ch03_T15,247,Journey,,,,1,,,,,
S10_Journey_Ch03_Complete,248,Chapter,,Entitlement_Skin_Gloves_Firebrand,EntDisplay_Skin_Gloves_Firebrand,7000,,,,,
S10_Journey_Ch04_T01,249,Journey,,,,3750,,,,,
S10_Journey_Ch04_T02,250,Journey,,,,3750,,,,,
S10_Journey_Ch04_T03,251,Journey,,,,2250,,,,,
S10_Journey_Ch04_T04,252,Journey,,,,2250,,,,,
S10_Journey_Ch04_T05,253,Journey,,,,2250,,,,,
S10_Journey_Ch04_T06,254,Journey,,,,2250,,,,,
S10_Journey_Ch04_T07,255,Journey,,,,1500,,,,,
S10_Journey_Ch04_T08,256,Journey,,,,1500,,,,,
S10_Journey_Ch04_T09,257,Journey,,,,1500,,,,,
S10_Journey_Ch04_T10,258,Journey,,,,1,,,,,
S10_Journey_Ch04_T11,259,Journey,,,,1,,,,,
S10_Journey_Ch04_T12,260,Journey,,,,1,,,,,
S10_Journey_Ch04_T13,261,Journey,,,,1,,,,,
S10_Journey_Ch04_T14,262,Journey,,,,1,,,,,
S10_Journey_Ch04_T15,263,Journey,,,,1,,,,,
S10_Journey_Ch04_Complete,264,Chapter,,Entitlement_Skin_Chest_Firebrand,EntDisplay_Skin_Chest_Firebrand,7000,,,,,
S10_Journey_Ch05_T01,265,Journey,,,,3750,,,,,
S10_Journey_Ch05_T02,266,Journey,,,,3750,,,,,
S10_Journey_Ch05_T03,267,Journey,,,,3750,,,,,
S10_Journey_Ch05_T04,268,Journey,,,,2250,,,,,
S10_Journey_Ch05_T05,269,Journey,,,,2250,,,,,
S10_Journey_Ch05_T06,270,Journey,,,,2250,,,,,
S10_Journey_Ch05_T07,271,Journey,,,,2250,,,,,
S10_Journey_Ch05_T08,272,Journey,,,,2250,,,,,
S10_Journey_Ch05_T09,273,Journey,,,,1500,,,,,
S10_Journey_Ch05_T10,274,Journey,,,,1500,,,,,
S10_Journey_Ch05_T11,275,Journey,,,,1,,,,,
S10_Journey_Ch05_T12,276,Journey,,,,1,,,,,
S10_Journey_Ch05_T13,277,Journey,,,,1,,,,,
S10_Journey_Ch05_T14,278,Journey,,,,1,,,,,
S10_Journey_Ch05_T15,279,Journey,,,,1,,,,,
S10_Journey_Ch05_Complete,280,Chapter,,Entitlement_Skin_Head_Firebrand,EntDisplay_Skin_Head_Firebrand,10000,,,,,
S10_Journey_Challenge_T01,281,Journey,,EntitlementTitle_Season10_JourneyChallenge1,,10000,,,,,
S10_Journey_Challenge_T02,282,Journey,,EntitlementTitle_Season10_JourneyChallenge2,,10000,,,,,
S10_Journey_Challenge_T03,283,Journey,,EntitlementTitle_Season10_JourneyChallenge3,,10000,,,,,
S10_Journey_Challenge_T04,284,Journey,,EntitlementTitle_Season10_JourneyChallenge4,,10000,,,,,
S10_Journey_Challenge_T05,285,Journey,,EntitlementTitle_Season10_JourneyChallenge5,,10000,,,,,
S10_Journey_Challenge_T06,286,Journey,,,,1,,,,,
S10_Journey_Challenge_T07,287,Journey,,,,1,,,,,
S10_Journey_Challenge_T08,288,Journey,,,,1,,,,,
S10_Journey_Challenge_T09,289,Journey,,,,1,,,,,
S10_Journey_Challenge_T10,290,Journey,,,,1,,,,,
