RewardId,RewardIndex,RewardType,ItemId,EntitlementIds,DisplayItemId,SeasonsXp,LimitingEntitlementId,IsHighValue
S3_Journey_Ch04_T05,253,Journey,,,,3000,,
S3_Journey_Ch04_T06,254,Journey,,,,3000,,
S3_Journey_Ch04_T07,255,Journey,,,,1750,,
S3_Journey_Ch04_T08,256,Journey,,,,1750,,
S3_Journey_Ch04_T09,257,Journey,,,,1750,,
S3_Journey_Ch04_T10,258,Journey,,,,3000,,
S3_Journey_Ch04_T11,259,Journey,,,,3000,,
S3_Journey_Ch04_T12,260,Journey,,,,1750,,
S3_Journey_Ch04_T13,261,Journey,,,,1750,,
S3_Journey_Ch04_T14,262,Journey,,,,1,,
S3_Journey_Ch04_T15,263,Journey,,,,1,,
S3_Journey_Ch04_Complete,264,Chapter,House_HousingItem_Buff_SPECIAL_Season3_T1,EntitlementTitle_Season3Journey,EntDisplay_HousingItem_Buff_SPECIAL_Season3_T1,4500,,
S3_Journey_Ch05_T01,265,Journey,,,,1750,,
S3_Journey_Ch05_T02,266,Journey,,,,3000,,
S3_Journey_Ch05_T03,267,Journey,,,,3000,,
S3_Journey_Ch05_T04,268,Journey,,,,3000,,
S3_Journey_Ch05_T05,269,Journey,,,,3000,,
S3_Journey_Ch05_T06,270,Journey,,,,1750,,
S3_Journey_Ch05_T07,271,Journey,,,,1750,,
S3_Journey_Ch05_T08,272,Journey,,,,3000,,
S3_Journey_Ch05_T09,273,Journey,,,,3000,,
S3_Journey_Ch05_T10,274,Journey,,,,1750,,
S3_Journey_Ch05_T11,275,Journey,,,,1750,,
S3_Journey_Ch05_T12,276,Journey,,,,3000,,
S3_Journey_Ch05_T13,277,Journey,,,,3000,,
S3_Journey_Ch05_T14,278,Journey,,,,3000,,
S3_Journey_Ch05_T15,279,Journey,,,,1,,
S3_Journey_Ch05_Complete,280,Chapter,,EntitlementSkin_YashZafarAIC,EntDisplay_Skin_YashZafarAIC,4500,,
S3_Journey_Challenge_T01,281,Journey,,EntitlementTitle_Season3_JourneyChallenge1,,4500,,
S3_Journey_Challenge_T02,282,Journey,,EntitlementTitle_Season3_JourneyChallenge2,,4500,,
S3_Journey_Challenge_T03,283,Journey,,EntitlementTitle_Season3_JourneyChallenge3,,4500,,
S3_Journey_Challenge_T04,284,Journey,,EntitlementTitle_Season3_JourneyChallenge4,,4500,,
S3_Journey_Challenge_T05,285,Journey,,EntitlementTitle_Season3_JourneyChallenge5,,4500,,
S3_Journey_Challenge_T06,286,Journey,,EntitlementTitle_Season3_JourneyChallenge6,,4500,,
S3_Journey_Challenge_T07,287,Journey,,EntitlementTitle_Season3_JourneyChallenge7,,4500,,
S3_Journey_Challenge_T08,288,Journey,,EntitlementTitle_Season3_JourneyChallenge8,,4500,,
S3_Journey_Challenge_T09,289,Journey,,EntitlementTitle_Season3_JourneyChallenge9,,4500,,
S3_Journey_Challenge_T10,290,Journey,,EntitlementTitle_Season3_JourneyChallenge10,,4500,,
S3_Journey_Challenge_T11,291,Journey,,,,3500,,
