RewardId,RewardIndex,RewardType,ItemId,EntitlementId,EntitlementQuantity,DisplayItemId,SeasonsXp,LimitingEntitlementId,IsHighValue
S2_Journey_Ch04_Complete,264,Chapter,House_HousingItem_Buff_SPECIAL_Season2_T1,EntitlementTitle_Season2_JourneyChapter5,1,EntDisplay_RewardEntitlements_Season2_JourneyChapter4,4500,,
S2_Journey_Ch05_T01,265,Journey,,,,,3000,,
S2_Journey_Ch05_T02,266,Journey,,,,,3000,,
S2_Journey_Ch05_T03,267,Journey,,,,,3000,,
S2_Journey_Ch05_T04,268,Journey,,,,,3000,,
S2_Journey_Ch05_T05,269,Journey,,,,,1750,,
S2_Journey_Ch05_T06,270,Journey,,,,,1750,,
S2_Journey_Ch05_T07,271,Journey,,,,,3000,,
S2_Journey_Ch05_T08,272,Journey,,,,,1750,,
S2_Journey_Ch05_T09,273,Journey,,,,,3000,,
S2_Journey_Ch05_T10,274,Journey,,,,,1750,,
S2_Journey_Ch05_T11,275,Journey,,,,,3000,,
S2_Journey_Ch05_T12,276,Journey,,,,,1750,,
S2_Journey_Ch05_T13,277,Journey,,,,,3000,,
S2_Journey_Ch05_T14,278,Journey,,,,,1,,
S2_Journey_Ch05_T15,279,Journey,,,,,1,,
S2_Journey_Ch05_Complete,280,Chapter,,EntitlementSkin_MalekAIC,1,EntDisplay_Apparel_Malek,4500,,
S2_Journey_Challenge_T01,281,Journey,,EntitlementTitle_Season2_JourneyChallenge1,1,EntDisplay_Title_Season2_JourneyChallenge1,4500,,
S2_Journey_Challenge_T02,282,Journey,,EntitlementTitle_Season2_JourneyChallenge2,1,EntDisplay_Title_Season2_JourneyChallenge2,4500,,
S2_Journey_Challenge_T03,283,Journey,,EntitlementTitle_Season2_JourneyChallenge3,1,EntDisplay_Title_Season2_JourneyChallenge3,4500,,
S2_Journey_Challenge_T04,284,Journey,,EntitlementTitle_Season2_JourneyChallenge4,1,EntDisplay_Title_Season2_JourneyChallenge4,4500,,
S2_Journey_Challenge_T05,285,Journey,,EntitlementTitle_Season2_JourneyChallenge5,1,EntDisplay_Title_Season2_JourneyChallenge5,4500,,
S2_Journey_Challenge_T06,286,Journey,,EntitlementTitle_Season2_JourneyChallenge6,1,EntDisplay_Title_Season2_JourneyChallenge6,4500,,
S2_Journey_Challenge_T07,287,Journey,,EntitlementTitle_Season2_JourneyChallenge7,1,EntDisplay_Title_Season2_JourneyChallenge7,4500,,
S2_Journey_Challenge_T08,288,Journey,,EntitlementTitle_Season2_JourneyChallenge8,1,EntDisplay_Title_Season2_JourneyChallenge8,4500,,
S2_Journey_Challenge_T09,289,Journey,,EntitlementTitle_Season2_JourneyChallenge9,1,EntDisplay_Title_Season2_JourneyChallenge9,4500,,
S2_Journey_Challenge_T10,290,Journey,,EntitlementTitle_Season2_JourneyChallenge10,1,EntDisplay_Title_Season2_JourneyChallenge10,4500,,
S2_Journey_Challenge_T11,291,Journey,,,,,3500,,
