RewardId,RewardIndex,RewardType,ItemId,EntitlementIds,DisplayItemId,SeasonsXp,LimitingEntitlementId,IsHighValue,RequiresPremium
S7_Journey_Ch04_Complete,264,Chapter,House_HousingItem_Buff_SPECIAL_Season7_T1,EntitlementTitle_Season7Journey,EntDisplay_HousingItem_Buff_SPECIAL_Season7_T1,4500,,,
S7_Journey_Ch05_T01,265,Journey,,,,2000,,,
S7_Journey_Ch05_T02,266,Journey,,,,2000,,,
S7_Journey_Ch05_T03,267,Journey,,,,2000,,,
S7_Journey_Ch05_T04,268,Journey,,,,2000,,,
S7_Journey_Ch05_T05,269,Journey,,,,2000,,,
S7_Journey_Ch05_T06,270,Journey,,,,1550,,,
S7_Journey_Ch05_T07,271,Journey,,,,1550,,,
S7_Journey_Ch05_T08,272,Journey,,,,1550,,,
S7_Journey_Ch05_T09,273,Journey,,,,1550,,,
S7_Journey_Ch05_T10,274,Journey,,,,1550,,,
S7_Journey_Ch05_T11,275,Journey,,,,1550,,,
S7_Journey_Ch05_T12,276,Journey,,,,1550,,,
S7_Journey_Ch05_T13,277,Journey,,,,1550,,,
S7_Journey_Ch05_T14,278,Journey,,,,1000,,,
S7_Journey_Ch05_T15,279,Journey,,,,1,,,
S7_Journey_Ch05_Complete,280,Chapter,PrismaticScarab,,,4500,,,
S7_Journey_Challenge_T01,281,Journey,,EntitlementTitle_Season7_JourneyChallenge1,,4500,,,
S7_Journey_Challenge_T02,282,Journey,,EntitlementTitle_Season7_JourneyChallenge2,,4500,,,
S7_Journey_Challenge_T03,283,Journey,,EntitlementTitle_Season7_JourneyChallenge3,,4500,,,
S7_Journey_Challenge_T04,284,Journey,,EntitlementTitle_Season7_JourneyChallenge4,,4500,,,
S7_Journey_Challenge_T05,285,Journey,,EntitlementTitle_Season7_JourneyChallenge5,,4500,,,
S7_Journey_Challenge_T06,286,Journey,,EntitlementTitle_Season7_JourneyChallenge6,,4500,,,
S7_Journey_Challenge_T07,287,Journey,,EntitlementTitle_Season7_JourneyChallenge7,,4500,,,
S7_Journey_Challenge_T08,288,Journey,,EntitlementTitle_Season7_JourneyChallenge8,,4500,,,
S7_Journey_Challenge_T09,289,Journey,,EntitlementTitle_Season7_JourneyChallenge9,,4500,,,
S7_Journey_Challenge_T10,290,Journey,,EntitlementTitle_Season7_JourneyChallenge10,,4500,,,
S7_Journey_Challenge_T11,291,Journey,,,,3500,,,
S7_Journey_SSCh01_T01,292,Journey,,,,2000,,,TRUE
S7_Journey_SSCh01_T02,293,Journey,,,,1550,,,TRUE
S7_Journey_SSCh01_T03,294,Journey,,,,1550,,,TRUE
S7_Journey_SSCh01_T04,295,Journey,,,,1550,,,TRUE
S7_Journey_SSCh01_Complete,296,Chapter,,EntitlementSkin_Season7PassApparel1_Feet,EntDisplay_Skin_SeasonalServerApparel_Feet,4500,,,TRUE
S7_Journey_SSCh02_T01,297,Journey,,,,2000,,,TRUE
S7_Journey_SSCh02_T02,298,Journey,,,,1550,,,TRUE
S7_Journey_SSCh02_T03,299,Journey,,,,1550,,,TRUE
S7_Journey_SSCh02_T04,300,Journey,,,,1550,,,TRUE
S7_Journey_SSCh02_Complete,301,Chapter,,EntitlementSkin_Season7PassApparel1_Gloves,EntDisplay_Skin_SeasonalServerApparel_Gloves,4500,,,TRUE
S7_Journey_SSCh03_T01,302,Journey,,,,2000,,,TRUE
S7_Journey_SSCh03_T02,303,Journey,,,,1550,,,TRUE
S7_Journey_SSCh03_T03,304,Journey,,,,1550,,,TRUE
S7_Journey_SSCh03_T04,305,Journey,,,,1550,,,TRUE
S7_Journey_SSCh03_T05,306,Journey,,,,2000,,,TRUE
S7_Journey_SSCh03_Complete,307,Chapter,,EntitlementSkin_Season7PassApparel1_Legs,EntDisplay_Skin_SeasonalServerApparel_Legs,4500,,,TRUE
S7_Journey_SSCh04_T01,308,Journey,,,,2000,,,TRUE
S7_Journey_SSCh04_T02,309,Journey,,,,1550,,,TRUE
S7_Journey_SSCh04_T03,310,Journey,,,,1550,,,TRUE
S7_Journey_SSCh04_T04,311,Journey,,,,1550,,,TRUE
S7_Journey_SSCh04_T05,312,Journey,,,,2000,,,TRUE
S7_Journey_SSCh04_Complete,313,Chapter,,EntitlementSkin_Season7PassApparel1_Chest,EntDisplay_Skin_SeasonalServerApparel_Chest,4500,,,TRUE
S7_Journey_SSCh05_T01,314,Journey,,,,2000,,,TRUE
S7_Journey_SSCh05_T02,315,Journey,,,,1550,,,TRUE
S7_Journey_SSCh05_T03,316,Journey,,,,1550,,,TRUE
S7_Journey_SSCh05_T04,317,Journey,,,,1550,,,TRUE
S7_Journey_SSCh05_T05,318,Journey,,,,2000,,,TRUE
S7_Journey_SSCh05_Complete,319,Chapter,,EntitlementSkin_Season7PassApparel1_Head,EntDisplay_Skin_SeasonalServerApparel_Head,4500,,,TRUE
S7_Journey_SSChallenge_T01,320,Journey,,,,1550,,,TRUE
S7_Journey_SSChallenge_T02,321,Journey,,,,1550,,,TRUE
S7_Journey_SSChallenge_T03,322,Journey,,,,1550,,,TRUE
S7_Journey_SSChallenge_T04,323,Journey,,,,1550,,,TRUE
S7_Journey_SSBonus_Complete,324,Chapter,SeasonalServer_Bonus_Box,,,1000,,,TRUE
