RewardId,RewardIndex,RewardType,ItemId,EntitlementIds,DisplayItemId,SeasonsXp,LimitingEntitlementId,IsHighValue,RequiresPremium,RequiresWorldTags,FlipWorldTagCheckToExclude
S9_Journey_Ch04_T05,253,Journey,,,,1550,,,,,
S9_Journey_Ch04_T06,254,Journey,,,,1550,,,,,
S9_Journey_Ch04_T07,255,Journey,,,,1550,,,,,
S9_Journey_Ch04_T08,256,Journey,,,,1550,,,,,
S9_Journey_Ch04_T09,257,Journey,,,,1550,,,,,
S9_Journey_Ch04_T10,258,Journey,,,,1550,,,,,
S9_Journey_Ch04_T11,259,Journey,,,,1550,,,,,
S9_Journey_Ch04_T12,260,Journey,,,,1000,,,,,
S9_Journey_Ch04_T13,261,Journey,,,,1000,,,,,
S9_Journey_Ch04_T14,262,Journey,,,,1,,,,,
S9_Journey_Ch04_T15,263,Journey,,,,1,,,,,
S9_Journey_Ch04_Complete,264,Chapter,House_HousingItem_Buff_SPECIAL_Season9_T1,EntitlementTitle_Season9Journey,EntDisplay_HousingItem_Buff_SPECIAL_Season9_T1,4500,,,,,
S9_Journey_Ch05_T01,265,Journey,,,,2000,,,,,
S9_Journey_Ch05_T02,266,Journey,,,,2000,,,,,
S9_Journey_Ch05_T03,267,Journey,,,,2000,,,,,
S9_Journey_Ch05_T04,268,Journey,,,,2000,,,,,
S9_Journey_Ch05_T05,269,Journey,,,,2000,,,,,
S9_Journey_Ch05_T06,270,Journey,,,,1550,,,,,
S9_Journey_Ch05_T07,271,Journey,,,,1550,,,,,
S9_Journey_Ch05_T08,272,Journey,,,,1550,,,,,
S9_Journey_Ch05_T09,273,Journey,,,,1550,,,,,
S9_Journey_Ch05_T10,274,Journey,,,,1550,,,,,
S9_Journey_Ch05_T11,275,Journey,,,,1550,,,,,
S9_Journey_Ch05_T12,276,Journey,,,,1550,,,,,
S9_Journey_Ch05_T13,277,Journey,,,,1550,,,,,
S9_Journey_Ch05_T14,278,Journey,,,,1000,,,,,
S9_Journey_Ch05_T15,279,Journey,,,,1,,,,,
S9_Journey_Ch05_Complete,280,Chapter,PrismaticScarab,,,4500,,,,,
S9_Journey_Challenge_T01,281,Journey,,EntitlementTitle_Season9_JourneyChallenge1,,4500,,,,,
S9_Journey_Challenge_T02,282,Journey,,EntitlementTitle_Season9_JourneyChallenge2,,4500,,,,,
S9_Journey_Challenge_T03,283,Journey,,EntitlementTitle_Season9_JourneyChallenge3,,4500,,,,,
S9_Journey_Challenge_T04,284,Journey,,EntitlementTitle_Season9_JourneyChallenge4,,4500,,,,,
S9_Journey_Challenge_T05,285,Journey,,EntitlementTitle_Season9_JourneyChallenge5,,4500,,,,,
S9_Journey_Challenge_T06,286,Journey,,EntitlementTitle_Season9_JourneyChallenge6,,4500,,,,,
S9_Journey_Challenge_T07,287,Journey,,EntitlementTitle_Season9_JourneyChallenge7,,4500,,,,,
S9_Journey_Challenge_T08,288,Journey,,EntitlementTitle_Season9_JourneyChallenge8,,4500,,,,,
S9_Journey_Challenge_T09,289,Journey,,EntitlementTitle_Season9_JourneyChallenge9,,4500,,,,,
S9_Journey_Challenge_T10,290,Journey,,EntitlementTitle_Season9_JourneyChallenge10,,4500,,,,,
