TitleID,TitleType,UIDisplayCategory,TitleMale,TitleFemale,TitleNeutral,Description,MetaAchievementId,AchievementId,CategoricalProgressionId,RequiredCategoricalProgressionLevel,RequiredPlayerLevel
PlayerTitle_WeaponMaster_Hammer2,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_hammer2,@ui_playertitle_weaponmaster_hammer2_SHE,@ui_playertitle_weaponmaster_hammer2_THEY,,WeaponMastery_Hammer2,,,,
PlayerTitle_WeaponMaster_Hammer3,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_hammer3,@ui_playertitle_weaponmaster_hammer3_SHE,@ui_playertitle_weaponmaster_hammer3_THEY,,WeaponMastery_Hammer3,,,,
PlayerTitle_WeaponMaster_Bow2,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_bow2,@ui_playertitle_weaponmaster_bow2_SHE,@ui_playertitle_weaponmaster_bow2_THEY,,WeaponMastery_Bows2,,,,
PlayerTitle_WeaponMaster_Bow3,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_bow3,@ui_playertitle_weaponmaster_bow3_SHE,@ui_playertitle_weaponmaster_bow3_THEY,,WeaponMastery_Bows3,,,,
PlayerTitle_WeaponMaster_Firestaff2,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_firestaff2,@ui_playertitle_weaponmaster_firestaff2_SHE,@ui_playertitle_weaponmaster_firestaff2_THEY,,WeaponMastery_FireStaff2,,,,
PlayerTitle_WeaponMaster_Firestaff3,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_firestaff3,@ui_playertitle_weaponmaster_firestaff3_SHE,@ui_playertitle_weaponmaster_firestaff3_THEY,,WeaponMastery_FireStaff3,,,,
PlayerTitle_WeaponMaster_GreatAxe2,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_greataxe2,@ui_playertitle_weaponmaster_greataxe2_SHE,@ui_playertitle_weaponmaster_greataxe2_THEY,,WeaponMastery_GreatAxe2,,,,
PlayerTitle_WeaponMaster_GreatAxe3,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_greataxe3,@ui_playertitle_weaponmaster_greataxe3_SHE,@ui_playertitle_weaponmaster_greataxe3_THEY,,WeaponMastery_GreatAxe3,,,,
PlayerTitle_WeaponMaster_Hatchet2,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_hatchet2,@ui_playertitle_weaponmaster_hatchet2_SHE,@ui_playertitle_weaponmaster_hatchet2_THEY,,WeaponMastery_Hatchet2,,,,
PlayerTitle_WeaponMaster_Hatchet3,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_hatchet3,@ui_playertitle_weaponmaster_hatchet3_SHE,@ui_playertitle_weaponmaster_hatchet3_THEY,,WeaponMastery_Hatchet3,,,,
PlayerTitle_WeaponMaster_LifeStaff2,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_lifestaff2,@ui_playertitle_weaponmaster_lifestaff2_SHE,@ui_playertitle_weaponmaster_lifestaff2_THEY,,WeaponMastery_LifeStaff2,,,,
PlayerTitle_WeaponMaster_LifeStaff3,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_lifestaff3,@ui_playertitle_weaponmaster_lifestaff3_SHE,@ui_playertitle_weaponmaster_lifestaff3_THEY,,WeaponMastery_LifeStaff3,,,,
PlayerTitle_WeaponMaster_Musket2,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_musket2,@ui_playertitle_weaponmaster_musket2_SHE,@ui_playertitle_weaponmaster_musket2_THEY,,WeaponMastery_Musket2,,,,
PlayerTitle_WeaponMaster_Musket3,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_musket3,@ui_playertitle_weaponmaster_musket3_SHE,@ui_playertitle_weaponmaster_musket3_THEY,,WeaponMastery_Musket3,,,,
PlayerTitle_WeaponMaster_Spear2,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_spear2,@ui_playertitle_weaponmaster_spear2_SHE,@ui_playertitle_weaponmaster_spear2_THEY,,WeaponMastery_Spear2,,,,
PlayerTitle_WeaponMaster_Spear3,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_spear3,@ui_playertitle_weaponmaster_spear3_SHE,@ui_playertitle_weaponmaster_spear3_THEY,,WeaponMastery_Spear3,,,,
PlayerTitle_WeaponMaster_Sword2,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_sword2,@ui_playertitle_weaponmaster_sword2_SHE,@ui_playertitle_weaponmaster_sword2_THEY,,WeaponMastery_Sword2,,,,
PlayerTitle_WeaponMaster_Sword3,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_sword3,@ui_playertitle_weaponmaster_sword3_SHE,@ui_playertitle_weaponmaster_sword3_THEY,,WeaponMastery_Sword3,,,,
PlayerTitle_WeaponMaster_Rapier2,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_rapier2,@ui_playertitle_weaponmaster_rapier2_SHE,@ui_playertitle_weaponmaster_rapier2_THEY,,WeaponMastery_Rapier2,,,,
PlayerTitle_WeaponMaster_Rapier3,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_rapier3,@ui_playertitle_weaponmaster_rapier3_SHE,@ui_playertitle_weaponmaster_rapier3_THEY,,WeaponMastery_Rapier3,,,,
PlayerTitle_WeaponMaster_IceGauntlet2,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_icegauntlet2,@ui_playertitle_weaponmaster_icegauntlet2_SHE,@ui_playertitle_weaponmaster_icegauntlet2_THEY,,WeaponMastery_IceGauntlet2,,,,
PlayerTitle_WeaponMaster_IceGauntlet3,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_icegauntlet3,@ui_playertitle_weaponmaster_icegauntlet3_SHE,@ui_playertitle_weaponmaster_icegauntlet3_THEY,,WeaponMastery_IceGauntlet3,,,,
PlayerTitle_WeaponMaster_VoidGauntlet2,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_voidstaff2,@ui_playertitle_weaponmaster_voidstaff2_SHE,@ui_playertitle_weaponmaster_voidstaff2_THEY,,WeaponMastery_VoidGauntlet2,,,,
PlayerTitle_WeaponMaster_VoidGauntlet3,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_voidstaff3,@ui_playertitle_weaponmaster_voidstaff3_SHE,@ui_playertitle_weaponmaster_voidstaff3_THEY,,WeaponMastery_VoidGauntlet3,,,,
PlayerTitle_WeaponMaster_Blunderbuss2,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_blunderbuss2,@ui_playertitle_weaponmaster_blunderbuss2_SHE,@ui_playertitle_weaponmaster_blunderbuss2_THEY,,WeaponMastery_Blunderbuss2,,,,
PlayerTitle_WeaponMaster_Blunderbuss3,Account,Weapon_Mastery,@ui_playertitle_weaponmaster_blunderbuss3,@ui_playertitle_weaponmaster_blunderbuss3_SHE,@ui_playertitle_weaponmaster_blunderbuss3_THEY,,WeaponMastery_Blunderbuss3,,,,
PlayerTitle_PVP_KillCountByFaction_Covenant1,Account,Factions,@ui_playertitle_pvp_killcountbyfaction_covenant1,@ui_playertitle_pvp_killcountbyfaction_covenant1_SHE,@ui_playertitle_pvp_killcountbyfaction_covenant1_THEY,,PvP_KillCountByFaction_Covenant3,,,,
PlayerTitle_PVP_KillCountByFaction_Covenant5,Account,Factions,@ui_playertitle_pvp_killcountbyfaction_covenant5,@ui_playertitle_pvp_killcountbyfaction_covenant5_SHE,@ui_playertitle_pvp_killcountbyfaction_covenant5_THEY,,PvP_KillCountByFaction_Covenant5,,,,
PlayerTitle_PVP_KillCountByFaction_Marauder1,Account,Factions,@ui_playertitle_pvp_killcountbyfaction_marauder1,@ui_playertitle_pvp_killcountbyfaction_marauder1_SHE,@ui_playertitle_pvp_killcountbyfaction_marauder1_THEY,,PvP_KillCountByFaction_Marauders3,,,,
PlayerTitle_PVP_KillCountByFaction_Marauder5,Account,Factions,@ui_playertitle_pvp_killcountbyfaction_marauder5,@ui_playertitle_pvp_killcountbyfaction_marauder5_SHE,@ui_playertitle_pvp_killcountbyfaction_marauder5_THEY,,PvP_KillCountByFaction_Marauders5,,,,
PlayerTitle_PVP_KillCountByFaction_Syndicate1,Account,Factions,@ui_playertitle_pvp_killcountbyfaction_syndicate1,@ui_playertitle_pvp_killcountbyfaction_syndicate1_SHE,@ui_playertitle_pvp_killcountbyfaction_syndicate1_THEY,,PvP_KillCountByFaction_Syndicate3,,,,
PlayerTitle_PVP_KillCountByFaction_Syndicate5,Account,Factions,@ui_playertitle_pvp_killcountbyfaction_syndicate5,@ui_playertitle_pvp_killcountbyfaction_syndicate5_SHE,@ui_playertitle_pvp_killcountbyfaction_syndicate5_THEY,,PvP_KillCountByFaction_Syndicate5,,,,
PlayerTitle_PVP_Duels1,Account,Duels,@ui_playertitle_pvp_duel1,@ui_playertitle_pvp_duel1_SHE,@ui_playertitle_pvp_duel1_THEY,,PvP_Duels_Participation1,,,,
PlayerTitle_PVP_WarWins4,Account,Wars,@ui_playertitle_pvp_warwins4,@ui_playertitle_pvp_warwins4_SHE,@ui_playertitle_pvp_warwins4_THEY,,PvP_War_FactionWins4,,,,
PlayerTitle_PVP_WarWins5,Account,Wars,@ui_playertitle_pvp_warwins5,@ui_playertitle_pvp_warwins5_SHE,@ui_playertitle_pvp_warwins5_THEY,,PvP_War_FactionWins5,,,,
PlayerTitle_PVP_WarWins6,Account,Wars,@ui_playertitle_pvp_warwins6,@ui_playertitle_pvp_warwins6_SHE,@ui_playertitle_pvp_warwins6_THEY,,PvP_War_FactionWins6,,,,
PlayerTitle_PVP_TotalKills3,Account,PvP_Kill_Counts,@ui_playertitle_pvp_totalkills3,@ui_playertitle_pvp_totalkills3_SHE,@ui_playertitle_pvp_totalkills3_THEY,,PvP_TotalKills3,,,,
PlayerTitle_PVP_TotalKills4,Account,PvP_Kill_Counts,@ui_playertitle_pvp_totalkills4,@ui_playertitle_pvp_totalkills4_SHE,@ui_playertitle_pvp_totalkills4_THEY,,PvP_TotalKills4,,,,
PlayerTitle_PVP_TotalKills5,Account,PvP_Kill_Counts,@ui_playertitle_pvp_totalkills5,@ui_playertitle_pvp_totalkills5_SHE,@ui_playertitle_pvp_totalkills5_THEY,,PvP_TotalKills5,,,,
PlayerTitle_PVP_OutputRushWins4,Account,Outpost_Rush,@ui_playertitle_pvp_outputrushwins4,@ui_playertitle_pvp_outputrushwins4_SHE,@ui_playertitle_pvp_outputrushwins4_THEY,,PvP_OutpostRushWins4,,,,
PlayerTitle_PVP_OutputRushWins5,Account,Outpost_Rush,@ui_playertitle_pvp_outputrushwins5,@ui_playertitle_pvp_outputrushwins5_SHE,@ui_playertitle_pvp_outputrushwins5_THEY,,PvP_OutpostRushWins5,,,,
PlayerTitle_PVP_OutputRushWins6,Account,Outpost_Rush,@ui_playertitle_pvp_outputrushwins6,@ui_playertitle_pvp_outputrushwins6_SHE,@ui_playertitle_pvp_outputrushwins6_THEY,,PvP_OutpostRushWins6,,,,
PlayerTitle_PvP_ControlPoint1,Account,Control_Points,@ui_playertitle_pvp_controlpoint4,@ui_playertitle_pvp_controlpoint4_SHE,@ui_playertitle_pvp_controlpoint4_THEY,,PvP_ControlPointCount4,,,,
PlayerTitle_PvP_ControlPoint2,Account,Control_Points,@ui_playertitle_pvp_controlpoint5,@ui_playertitle_pvp_controlpoint5_SHE,@ui_playertitle_pvp_controlpoint5_THEY,,PvP_ControlPointCount5,,,,
PlayerTitle_FactionMissions_Completed3,Account,Missions,@ui_playertitle_factionmissions_completed3,@ui_playertitle_factionmissions_completed3_SHE,@ui_playertitle_factionmissions_completed3_THEY,,TotalFactionMissionsCompleted3,,,,
PlayerTitle_FactionMissions_Completed4,Account,Missions,@ui_playertitle_factionmissions_completed4,@ui_playertitle_factionmissions_completed4_SHE,@ui_playertitle_factionmissions_completed4_THEY,,TotalFactionMissionsCompleted4,,,,
PlayerTitle_FactionMissions_Completed5,Account,Missions,@ui_playertitle_factionmissions_completed5,@ui_playertitle_factionmissions_completed5_SHE,@ui_playertitle_factionmissions_completed5_THEY,,TotalFactionMissionsCompleted5,,,,
PlayerTitle_QuestArc_FishingTraining,Account,Territory_Stories,@ui_playertitle_questarc_fishingtraining,@ui_playertitle_questarc_fishingtraining_SHE,@ui_playertitle_questarc_fishingtraining_THEY,,QuestArc_FishTraining,,,,
PlayerTitle_Quest_CountTotals1,Account,Total_Completed,@ui_playertitle_quest_counttotals1,@ui_playertitle_quest_counttotals1_SHE,@ui_playertitle_quest_counttotals1_THEY,,Quest_CountTotals3,,,,
PlayerTitle_Quest_CountTotals5,Account,Total_Completed,@ui_playertitle_quest_counttotals5,@ui_playertitle_quest_counttotals5_SHE,@ui_playertitle_quest_counttotals5_THEY,,Quest_CountTotals5,,,,
PlayerTitle_RepairInventoryCount1,Account,Repairs,@ui_playertitle_repairinventorycount1,@ui_playertitle_repairinventorycount1_SHE,@ui_playertitle_repairinventorycount1_THEY,,RepairsCount3,,,,
PlayerTitle_RepairInventoryCount4,Account,Repairs,@ui_playertitle_repairinventorycount4,@ui_playertitle_repairinventorycount4_SHE,@ui_playertitle_repairinventorycount4_THEY,,RepairsCount4,,,,
PlayerTitle_CraftCount_Armoring5,Account,Crafting_Count,@ui_playertitle_craftcount_armoring5,@ui_playertitle_craftcount_armoring5_SHE,@ui_playertitle_craftcount_armoring5_THEY,,CraftCount_Armoring5,,,,
PlayerTitle_CraftCount_Cooking5,Account,Crafting_Count,@ui_playertitle_craftcount_cooking5,@ui_playertitle_craftcount_cooking5_SHE,@ui_playertitle_craftcount_cooking5_THEY,,CraftCount_Cooking5,,,,
PlayerTitle_CraftCount_Engineering5,Account,Crafting_Count,@ui_playertitle_craftcount_Engineering5,@ui_playertitle_craftcount_Engineering5_SHE,@ui_playertitle_craftcount_Engineering5_THEY,,CraftCount_Engineering5,,,,
PlayerTitle_CraftCount_Furnishings5,Account,Crafting_Count,@ui_playertitle_craftcount_furnishings5,@ui_playertitle_craftcount_furnishings5_SHE,@ui_playertitle_craftcount_furnishings5_THEY,,CraftCount_Furnishings5,,,,
PlayerTitle_CraftCount_Arcana5,Account,Crafting_Count,@ui_playertitle_craftcount_arcana5,@ui_playertitle_craftcount_arcana5_SHE,@ui_playertitle_craftcount_arcana5_THEY,,CraftCount_Arcana5,,,,
PlayerTitle_CraftCount_Jewelcrafting5,Account,Crafting_Count,@ui_playertitle_craftcount_jewlcrafting5,@ui_playertitle_craftcount_jewlcrafting5_SHE,@ui_playertitle_craftcount_jewlcrafting5_THEY,,CraftCount_Jewelcrafting5,,,,
PlayerTitle_CraftCount_WeaponsmithCount5,Account,Crafting_Count,@ui_playertitle_craftcount_weaponsmith5,@ui_playertitle_craftcount_weaponsmith5_SHE,@ui_playertitle_craftcount_weaponsmith5_THEY,,CraftCount_Weaponsmithing5,,,,
PlayerTitle_GatherTotalCount_3,Account,Gather_Count,@ui_playertitle_gathertotalcount3,@ui_playertitle_gathertotalcount3_SHE,@ui_playertitle_gathertotalcount3_THEY,,GathersTotalCount3,,,,
PlayerTitle_GatherTotalCount_4,Account,Gather_Count,@ui_playertitle_gathertotalcount4,@ui_playertitle_gathertotalcount4_SHE,@ui_playertitle_gathertotalcount4_THEY,,GathersTotalCount4,,,,
PlayerTitle_GatherTotalCount_5,Account,Gather_Count,@ui_playertitle_gathertotalcount5,@ui_playertitle_gathertotalcount5_SHE,@ui_playertitle_gathertotalcount5_THEY,,GathersTotalCount5,,,,
PlayerTitle_Player_totalKills3,Account,TotalKills,@ui_playertitle_player_totalkills3,@ui_playertitle_player_totalkills3_SHE,@ui_playertitle_player_totalkills3_THEY,,Player_TotalKills3,,,,
PlayerTitle_Player_totalKills4,Account,TotalKills,@ui_playertitle_player_totalkills4,@ui_playertitle_player_totalkills4_SHE,@ui_playertitle_player_totalkills4_THEY,,Player_TotalKills4,,,,
PlayerTitle_Player_totalKills5,Account,TotalKills,@ui_playertitle_player_totalkills5,@ui_playertitle_player_totalkills5_SHE,@ui_playertitle_player_totalkills5_THEY,,Player_TotalKills5,,,,
PlayerTitle_Emotes_UsedALot,Account,Player_Actions,@ui_playertitle_emotes_usedalot,@ui_playertitle_emotes_usedalot_SHE,@ui_playertitle_emotes_usedalot_THEY,,Emotes_UsedALot,,,,
PlayerTitle_Player_Deaths3,Account,Player_Actions,@ui_playertitle_player_deaths3,@ui_playertitle_player_deaths3_SHE,@ui_playertitle_player_deaths3_THEY,,Player_Deaths3,,,,
PlayerTitle_RevingAllyCount3,Account,Player_Actions,@ui_playertitle_revivingallycount3,@ui_playertitle_revivingallycount3_SHE,@ui_playertitle_revivingallycount3_THEY,,Player_RevivesAlly3,,,,
PlayerTitle_RevingAllyCount5,Account,Player_Actions,@ui_playertitle_revivingallycount5,@ui_playertitle_revivingallycount5_SHE,@ui_playertitle_revivingallycount5_THEY,,Player_RevivesAlly5,,,,
PlayerTitle_Camping_CreateCount,Account,Camping,@ui_playertitle_camp_createcount,@ui_playertitle_camp_createcount_SHE,@ui_playertitle_camp_createcount_THEY,,Camping_CreateCount,,,,
PlayerTitle_Camping_Respawn3,Account,Camping,@ui_playertitle_camp_respawn3,@ui_playertitle_camp_respawn3_SHE,@ui_playertitle_camp_respawn3_THEY,,Camping_Respawns3,,,,
PlayerTitle_Fishing_LostFish,Account,Fishing,@ui_playertitle_fishing_lostfish,@ui_playertitle_fishing_lostfish_SHE,@ui_playertitle_fishing_lostfish_THEY,,Fishing_LostFish,,,,
PlayerTitle_Fishing_CaughtTotal4,Account,Fishing,@ui_playertitle_fishing_caughttotal4,@ui_playertitle_fishing_caughttotal4_SHE,@ui_playertitle_fishing_caughttotal4_THEY,,Fishing_CaughtTotal4,,,,
PlayerTitle_Fishing_CaughtTotal5,Account,Fishing,@ui_playertitle_fishing_caughttotal5,@ui_playertitle_fishing_caughttotal5_SHE,@ui_playertitle_fishing_caughttotal5_THEY,,Fishing_CaughtTotal5,,,,
PlayerTitle_Fishing_Weight3,Account,Fishing,@ui_playertitle_fishing_weight4,@ui_playertitle_fishing_weight4_SHE,@ui_playertitle_fishing_weight4_THEY,,Fishing_ByWeight4,,,,
PlayerTitle_Fishing_Weight5,Account,Fishing,@ui_playertitle_fishing_weight5,@ui_playertitle_fishing_weight5_SHE,@ui_playertitle_fishing_weight5_THEY,,Fishing_ByWeight5,,,,
PlayerTitle_Refining_LeatherworkCount5,Account,Refining_Count,@ui_playertitle_refine_leatherwork5,@ui_playertitle_refine_leatherwork5_SHE,@ui_playertitle_refine_leatherwork5_THEY,,Refining_LeatherworkCount5,,,,
PlayerTitle_Refining_SmeltingCount5,Account,Refining_Count,@ui_playertitle_refine_smelting5,@ui_playertitle_refine_smelting5_SHE,@ui_playertitle_refine_smelting5_THEY,,Refining_SmeltingCount5,,,,
PlayerTitle_Refining_StonecuttingCount5,Account,Refining_Count,@ui_playertitle_refine_stonecutting5,@ui_playertitle_refine_stonecutting5_SHE,@ui_playertitle_refine_stonecutting5_THEY,,Refining_StonecuttingCount5,,,,
PlayerTitle_Refining_WeavingCount5,Account,Refining_Count,@ui_playertitle_refine_weaving5,@ui_playertitle_refine_weaving5_SHE,@ui_playertitle_refine_weaving5_THEY,,Refining_WeavingCount5,,,,
PlayerTitle_Refining_Woodwork5,Account,Refining_Count,@ui_playertitle_refine_woodwork5,@ui_playertitle_refine_woodwork5_SHE,@ui_playertitle_refine_woodwork5_THEY,,Refining_Woodwork5,,,,
PlayerTitle_Instance_RecoverStructureHealth3,Account,Instanced_Teamplay,@ui_playertitle_instance_recoverstructurehealth3,@ui_playertitle_instance_recoverstructurehealth3_SHE,@ui_playertitle_instance_recoverstructurehealth3_THEY,,Instance_RepairStructures3,,,,
PlayerTitle_Instance_Destruction,Account,Instanced_Teamplay,@ui_playertitle_instance_destruction,@ui_playertitle_instance_destruction_SHE,@ui_playertitle_instance_destruction_THEY,,Instance_Destruction,,,,
PlayerTitle_Instance_TurretReloading,Account,Instanced_Teamplay,@ui_playertitle_instance_turretreloading,@ui_playertitle_instance_turretreloading_SHE,@ui_playertitle_instance_turretreloading_THEY,,Instance_TurretReloading,,,,
PlayerTitle_SuppliesLooted4,Account,Looting,@ui_playertitle_instance_supplieslooted4,@ui_playertitle_instance_supplieslooted4_SHE,@ui_playertitle_instance_supplieslooted4_THEY,,SuppliesLooted4,,,,
PlayerTitle_SuppliesLooted5,Account,Looting,@ui_playertitle_instance_supplieslooted5,@ui_playertitle_instance_supplieslooted5_SHE,@ui_playertitle_instance_supplieslooted5_THEY,,SuppliesLooted5,,,,
PlayerTitle_SuppliesLooted6,Account,Looting,@ui_playertitle_instance_supplieslooted6,@ui_playertitle_instance_supplieslooted6_SHE,@ui_playertitle_instance_supplieslooted6_THEY,,SuppliesLooted6,,,,
PlayerTitle_AchievementsEarnedCount1,Account,Achievements,@ui_playertitle_achievementscount3,@ui_playertitle_achievementscount3_SHE,@ui_playertitle_achievementscount3_THEY,,AchievementsEarnedCount4,,,,
PlayerTitle_AchievementsEarnedCount3,Account,Achievements,@ui_playertitle_achievementscount4,@ui_playertitle_achievementscount4_SHE,@ui_playertitle_achievementscount4_THEY,,AchievementsEarnedCount3,,,,
PlayerTitle_AchievementsEarnedCount5,Account,Achievements,@ui_playertitle_achievementscount5,@ui_playertitle_achievementscount5_SHE,@ui_playertitle_achievementscount5_THEY,,AchievementsEarnedCount5,,,,
PlayerTitle_AlphaTester,Account,Special_Achievements,@ui_playertitle_special_alpha_tester,@ui_playertitle_special_alpha_tester_SHE,@ui_playertitle_special_alpha_tester_THEY,@ui_playertitle_meta_alphatester_description,,,,,
PlayerTitle_Preorder,Account,Special_Achievements,@ui_playertitle_special_preorder,@ui_playertitle_special_preorder_SHE,@ui_playertitle_special_preorder_THEY,@ui_playertitle_meta_preorder_description,,,,,
PlayerTitle_AskingForHelp,Account,Special_Achievements,@ui_playertitle_special_askforhelp,@ui_playertitle_special_askforhelp_SHE,@ui_playertitle_special_askforhelp_THEY,@ui_playertitle_meta_helper_help_description,,,,,
PlayerTitle_OnlySoloPlay,Account,Special_Achievements,@ui_playertitle_special_onlysolo,@ui_playertitle_special_onlysolo_SHE,@ui_playertitle_special_onlysolo_THEY,@ui_playertitle_meta_helper_factions_description,"FactionRank_Covenant1,FactionRank_Marauder1,FactionRank_Syndicate1",,,,
PlayerTitle_NoDuels,Account,Special_Achievements,@ui_playertitle_special_noduels,@ui_playertitle_special_noduels_SHE,@ui_playertitle_special_noduels_THEY,@ui_playertitle_meta_helper_factions_description,"FactionRank_Covenant1,FactionRank_Marauder1,FactionRank_Syndicate1",,,,
PlayerTitle_NoVoiceChat,Account,Special_Achievements,@ui_playertitle_special_novoice,@ui_playertitle_special_novoice_SHE,@ui_playertitle_special_novoice_THEY,@ui_playertitle_meta_helper_factions_description,"FactionRank_Covenant1,FactionRank_Marauder1,FactionRank_Syndicate1",,,,
PlayerTitle_Stoic,Account,Special_Achievements,@ui_playertitle_special_stoic,@ui_playertitle_special_stoic_SHE,@ui_playertitle_special_stoic_THEY,@ui_playertitle_stoic_description,,,,,
PlayerTitle_TerritoryPermanentOwner02,Character,PVP_Territory_Ownership,@ui_playertitle_territory_permanent_owner_02,@ui_playertitle_territory_permanent_owner_02_SHE,@ui_playertitle_territory_permanent_owner_02_THEY,@ui_playertitle_territory_permanent_owner_desc,,TerritoryPermanentOwner02,,,
PlayerTitle_TerritoryPermanentOwner04,Character,PVP_Territory_Ownership,@ui_playertitle_territory_permanent_owner_04,@ui_playertitle_territory_permanent_owner_04_SHE,@ui_playertitle_territory_permanent_owner_04_THEY,@ui_playertitle_territory_permanent_owner_desc,,TerritoryPermanentOwner04,,,
PlayerTitle_TerritoryPermanentOwner05,Character,PVP_Territory_Ownership,@ui_playertitle_territory_permanent_owner_05,@ui_playertitle_territory_permanent_owner_05_SHE,@ui_playertitle_territory_permanent_owner_05_THEY,@ui_playertitle_territory_permanent_owner_desc,,TerritoryPermanentOwner05,,,
PlayerTitle_TerritoryPermanentOwner06,Character,PVP_Territory_Ownership,@ui_playertitle_territory_permanent_owner_06,@ui_playertitle_territory_permanent_owner_06_SHE,@ui_playertitle_territory_permanent_owner_06_THEY,@ui_playertitle_territory_permanent_owner_desc,,TerritoryPermanentOwner06,,,
PlayerTitle_TerritoryPermanentOwner08,Character,PVP_Territory_Ownership,@ui_playertitle_territory_permanent_owner_08,@ui_playertitle_territory_permanent_owner_08_SHE,@ui_playertitle_territory_permanent_owner_08_THEY,@ui_playertitle_territory_permanent_owner_desc,,TerritoryPermanentOwner08,,,
PlayerTitle_TerritoryPermanentOwner09,Character,PVP_Territory_Ownership,@ui_playertitle_territory_permanent_owner_09,@ui_playertitle_territory_permanent_owner_09_SHE,@ui_playertitle_territory_permanent_owner_09_THEY,@ui_playertitle_territory_permanent_owner_desc,,TerritoryPermanentOwner09,,,
PlayerTitle_TerritoryPermanentOwner10,Character,PVP_Territory_Ownership,@ui_playertitle_territory_permanent_owner_10,@ui_playertitle_territory_permanent_owner_10_SHE,@ui_playertitle_territory_permanent_owner_10_THEY,@ui_playertitle_territory_permanent_owner_desc,,TerritoryPermanentOwner10,,,
PlayerTitle_TerritoryPermanentOwner11,Character,PVP_Territory_Ownership,@ui_playertitle_territory_permanent_owner_11,@ui_playertitle_territory_permanent_owner_11_SHE,@ui_playertitle_territory_permanent_owner_11_THEY,@ui_playertitle_territory_permanent_owner_desc,,TerritoryPermanentOwner11,,,
PlayerTitle_TerritoryPermanentOwner12,Character,PVP_Territory_Ownership,@ui_playertitle_territory_permanent_owner_12,@ui_playertitle_territory_permanent_owner_12_SHE,@ui_playertitle_territory_permanent_owner_12_THEY,@ui_playertitle_territory_permanent_owner_desc,,TerritoryPermanentOwner12,,,
PlayerTitle_TerritoryPermanentOwner13,Character,PVP_Territory_Ownership,@ui_playertitle_territory_permanent_owner_13,@ui_playertitle_territory_permanent_owner_13_SHE,@ui_playertitle_territory_permanent_owner_13_THEY,@ui_playertitle_territory_permanent_owner_desc,,TerritoryPermanentOwner13,,,
PlayerTitle_TerritoryPermanentOwner15,Character,PVP_Territory_Ownership,@ui_playertitle_territory_permanent_owner_15,@ui_playertitle_territory_permanent_owner_15_SHE,@ui_playertitle_territory_permanent_owner_15_THEY,@ui_playertitle_territory_permanent_owner_desc,,TerritoryPermanentOwner15,,,
PlayerTitle_TurkeyTerror,Account,Special_Achievements,@ui_playertitle_special_TurkeyTerror,@ui_playertitle_special_TurkeyTerror_SHE,@ui_playertitle_special_TurkeyTerror_THEY,@ui_playertitle_TurkeyTerror_description,,,,,
PlayerTitle_BugHunter,Account,Special_Achievements,@ui_playertitle_special_BugHunter,@ui_playertitle_special_BugHunter_SHE,@ui_playertitle_special_BugHunter_THEY,@ui_playertitle_BugHunter_description,,,,,
