WeaponAppearanceID,Name,Description,ItemClass,Art ID Names,Weapon Material name Info,MeshOverride,SkinOverride1,MaterialOverride1,SkinOverride2,MaterialOverride2,SkinOverride3,MaterialOverride3,SkinOverride4,MaterialOverride4,MaskRColor,MaskROverride,MaskR,MaskGColor,MaskGOverride,MaskG,MaskBColor,MaskBOverride,MaskB,MaskASpecColor,MaskASpec,MaskAGlossShift,MaskAGloss,EmissiveColor,EmissiveIntensity,SoundTableID,IconCaptureGroup,IconPath,HiResIconPath
GuitarAncientT2,,,,GuitarT2,Ancient,Objects/Instruments/Guitars/guitarT2/musi_guit_guitarT2.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_Guitar,Guitar,,
GuitarAncientT3,,,,GuitarT3,Ancient,Objects/Instruments/Guitars/guitarT3/musi_guit_guitarT3.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_Guitar,Guitar,,
GuitarAncientT4,,,,GuitarT4,Ancient,Objects/Instruments/Guitars/guitarT4/musi_guit_guitarT4.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_Guitar,Guitar,,
GuitarAncientT5,,,,GuitarT5,Ancient,Objects/Instruments/Guitars/guitarT5/musi_guit_guitarT5.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_Guitar,Guitar,,
GuitarFaeT3,,,,GuitarT3,Fae,Objects/Instruments/Guitars/guitarT3/musi_guit_guitarT3.cdf,,,,,,,,,#007400,0.5,1,#AFB645,0.5,1,#B67F58,0.5,1,#3D3D3D,0.6,0.8,0.7,#2C9D41,3,MXMI_Guitar,Guitar,,
GuitarFaeT4,,,,GuitarT4,Fae,Objects/Instruments/Guitars/guitarT4/musi_guit_guitarT4.cdf,,,,,,,,,#007400,0.5,1,#AFB645,0.5,1,#B67F58,0.5,1,#3D3D3D,0.6,0.8,0.7,#2C9D41,3,MXMI_Guitar,Guitar,,
GuitarFaeT5,,,,GuitarT5,Fae,Objects/Instruments/Guitars/guitarT5/musi_guit_guitarT5.cdf,,,,,,,,,#007400,0.5,1,#AFB645,0.5,1,#B67F58,0.5,1,#3D3D3D,0.6,0.8,0.7,#2C9D41,3,MXMI_Guitar,Guitar,,
GuitarGlassT3,,,,GuitarT3,Glass,Objects/Instruments/Guitars/guitarT3/musi_guit_guitarT3.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Guitar,Guitar,,
GuitarGlassT4,,,,GuitarT4,Glass,Objects/Instruments/Guitars/guitarT4/musi_guit_guitarT4.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Guitar,Guitar,,
GuitarGlassT5,,,,GuitarT5,Glass,Objects/Instruments/Guitars/guitarT5/musi_guit_guitarT5.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Guitar,Guitar,,
GuitarElegantT3,,,,GuitarT3,Elegant,Objects/Instruments/Guitars/guitarT3/musi_guit_guitarT3.cdf,,,,,,,,,#996C29,0.7,0.3,#00ACDB,0.1,1,#4893BA,0.5,1,#6C5A2F,0.35,0.8,0.7,#9E8818,5,MXMI_Guitar,Guitar,,
GuitarElegantT4,,,,GuitarT4,Elegant,Objects/Instruments/Guitars/guitarT4/musi_guit_guitarT4.cdf,,,,,,,,,#996C29,0.7,0.3,#00ACDB,0.1,1,#4893BA,0.5,1,#6C5A2F,0.35,0.8,0.7,#9E8818,5,MXMI_Guitar,Guitar,,
GuitarElegantT5,,,,GuitarT5,Elegant,Objects/Instruments/Guitars/guitarT5/musi_guit_guitarT5.cdf,,,,,,,,,#996C29,0.7,0.3,#00ACDB,0.1,1,#4893BA,0.5,1,#6C5A2F,0.35,0.8,0.7,#9E8818,5,MXMI_Guitar,Guitar,,
GuitarViciousT3,,,,GuitarT3,Vicious,Objects/Instruments/Guitars/guitarT3/musi_guit_guitarT3.cdf,,,,,,,,,#860000,0.7,0.3,#AE0000,0.3,1,#9D0000,0.5,1,#000000,0.35,0.8,0.7,,,MXMI_Guitar,Guitar,,
GuitarViciousT4,,,,GuitarT4,Vicious,Objects/Instruments/Guitars/guitarT4/musi_guit_guitarT4.cdf,,,,,,,,,#860000,0.7,0.3,#AE0000,0.3,1,#9D0000,0.5,1,#000000,0.35,0.8,0.7,,,MXMI_Guitar,Guitar,,
GuitarViciousT5,,,,GuitarT5,Vicious,Objects/Instruments/Guitars/guitarT5/musi_guit_guitarT5.cdf,,,,,,,,,#860000,0.7,0.3,#AE0000,0.3,1,#9D0000,0.5,1,#000000,0.35,0.8,0.7,,,MXMI_Guitar,Guitar,,
GuitarVinespunT3,,,,GuitarT3,Vinespun,Objects/Instruments/Guitars/guitarT3/musi_guit_guitarT3.cdf,,,,,,,,,#26ACCA,0.3,1,#C327CE,0.3,1,#0AEDDA,0.1,1,#A4669A,0.35,0.8,0.7,#00A095,5,MXMI_Guitar,Guitar,,
GuitarVinespunT4,,,,GuitarT4,Vinespun,Objects/Instruments/Guitars/guitarT4/musi_guit_guitarT4.cdf,,,,,,,,,#26ACCA,0.3,1,#C327CE,0.3,1,#0AEDDA,0.1,1,#A4669A,0.35,0.8,0.7,#00A095,5,MXMI_Guitar,Guitar,,
GuitarVinespunT5,,,,GuitarT5,Vinespun,Objects/Instruments/Guitars/guitarT5/musi_guit_guitarT5.cdf,,,,,,,,,#26ACCA,0.3,1,#C327CE,0.3,1,#0AEDDA,0.1,1,#A4669A,0.35,0.8,0.7,#00A095,5,MXMI_Guitar,Guitar,,
GuitarVoidbentT3,,,,GuitarT3,Voidbent,Objects/Instruments/Guitars/guitarT3/musi_guit_guitarT3.cdf,,,,,,,,,#1278A3,0.4,1,#9377B9,0.5,1,#D4D4EE,1,0.3,#666677,0.1,0.8,0.5,,,MXMI_Guitar,Guitar,,
GuitarVoidbentT4,,,,GuitarT4,Voidbent,Objects/Instruments/Guitars/guitarT4/musi_guit_guitarT4.cdf,,,,,,,,,#1278A3,0.4,1,#9377B9,0.5,1,#D4D4EE,1,0.3,#666677,0.1,0.8,0.5,,,MXMI_Guitar,Guitar,,
GuitarVoidbentT5,,,,GuitarT5,Voidbent,Objects/Instruments/Guitars/guitarT5/musi_guit_guitarT5.cdf,,,,,,,,,#1278A3,0.4,1,#9377B9,0.5,1,#D4D4EE,1,0.3,#666677,0.1,0.8,0.5,,,MXMI_Guitar,Guitar,,
GuitarWaveborneT3,,,,GuitarT3,Waveborne,Objects/Instruments/Guitars/guitarT3/musi_guit_guitarT3.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,MXMI_Guitar,Guitar,,
GuitarWaveborneT4,,,,GuitarT4,Waveborne,Objects/Instruments/Guitars/guitarT4/musi_guit_guitarT4.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,MXMI_Guitar,Guitar,,
GuitarWaveborneT5,,,,GuitarT5,Waveborne,Objects/Instruments/Guitars/guitarT5/musi_guit_guitarT5.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,MXMI_Guitar,Guitar,,
GuitarImmolatedT3,,,,GuitarT3,Immolated,Objects/Instruments/Guitars/guitarT3/musi_guit_guitarT3.cdf,,,,,,,,,#540000,0.7,1,#A35E00,0.5,1,#B3B3B3,0.1,1,#790002,0.35,0.8,0.7,#FF7200,2,MXMI_Guitar,Guitar,,
GuitarImmolatedT4,,,,GuitarT4,Immolated,Objects/Instruments/Guitars/guitarT4/musi_guit_guitarT4.cdf,,,,,,,,,#540000,0.7,1,#A35E00,0.5,1,#B3B3B3,0.1,1,#790002,0.35,0.8,0.7,#FF7200,2,MXMI_Guitar,Guitar,,
GuitarImmolatedT5,,,,GuitarT5,Immolated,Objects/Instruments/Guitars/guitarT5/musi_guit_guitarT5.cdf,,,,,,,,,#540000,0.7,1,#A35E00,0.5,1,#B3B3B3,0.1,1,#790002,0.35,0.8,0.7,#FF7200,2,MXMI_Guitar,Guitar,,
GuitarEtherealT3,,,,GuitarT3,Ethereal,Objects/Instruments/Guitars/guitarT3/musi_guit_guitarT3.cdf,,,,,,,,,#A38C76,0.7,0.5,#2FCCE4,0.1,1,#CC815B,0.1,1,#58566C,0.35,0.5,0.5,#80D3FF,3,MXMI_Guitar,Guitar,,
GuitarEtherealT4,,,,GuitarT4,Ethereal,Objects/Instruments/Guitars/guitarT4/musi_guit_guitarT4.cdf,,,,,,,,,#A38C76,0.7,0.5,#2FCCE4,0.1,1,#CC815B,0.1,1,#58566C,0.35,0.5,0.5,#80D3FF,3,MXMI_Guitar,Guitar,,
GuitarEtherealT5,,,,GuitarT5,Ethereal,Objects/Instruments/Guitars/guitarT5/musi_guit_guitarT5.cdf,,,,,,,,,#A38C76,0.7,0.5,#2FCCE4,0.1,1,#CC815B,0.1,1,#58566C,0.35,0.5,0.5,#80D3FF,3,MXMI_Guitar,Guitar,,
GuitarAbyssalT3,,,,GuitarT3,Abyssal,Objects/Instruments/Guitars/guitarT3/musi_guit_guitarT3.cdf,,,,,,,,,#26037F,0.7,0.3,#8982A0,0.3,1,#432C99,0.1,1,#37044C,0.35,0.8,0.7,#A465CE,5,MXMI_Guitar,Guitar,,
GuitarAbyssalT4,,,,GuitarT4,Abyssal,Objects/Instruments/Guitars/guitarT4/musi_guit_guitarT4.cdf,,,,,,,,,#26037F,0.7,0.3,#8982A0,0.3,1,#432C99,0.1,1,#37044C,0.35,0.8,0.7,#A465CE,5,MXMI_Guitar,Guitar,,
GuitarAbyssalT5,,,,GuitarT5,Abyssal,Objects/Instruments/Guitars/guitarT5/musi_guit_guitarT5.cdf,,,,,,,,,#26037F,0.7,0.3,#8982A0,0.3,1,#432C99,0.1,1,#37044C,0.35,0.8,0.7,#A465CE,5,MXMI_Guitar,Guitar,,
GuitarMarauderT3,,,,GuitarT3,Marauder,Objects/Instruments/Guitars/guitarT3/musi_guit_guitarT3.cdf,,,,,,,,,#00710D,0.01,1,#B0924C,0.1,1,#656565,0.1,1,#6D5C31,0.35,0.8,0.7,#007D00,5,MXMI_Guitar,Guitar,,
GuitarMarauderT4,,,,GuitarT4,Marauder,Objects/Instruments/Guitars/guitarT4/musi_guit_guitarT4.cdf,,,,,,,,,#00710D,0.01,1,#B0924C,0.1,1,#656565,0.1,1,#6D5C31,0.35,0.8,0.7,#007D00,5,MXMI_Guitar,Guitar,,
GuitarMarauderT5,,,,GuitarT4,Marauder,Objects/Instruments/Guitars/guitarT5/musi_guit_guitarT5.cdf,,,,,,,,,#00710D,0.01,1,#B0924C,0.1,1,#656565,0.1,1,#6D5C31,0.35,0.8,0.7,#007D00,5,MXMI_Guitar,Guitar,,
GuitarSyndicateT3,,,,GuitarT3,Syndicate,Objects/Instruments/Guitars/guitarT3/musi_guit_guitarT3.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,MXMI_Guitar,Guitar,,
GuitarSyndicateT4,,,,GuitarT4,Syndicate,Objects/Instruments/Guitars/guitarT4/musi_guit_guitarT4.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,MXMI_Guitar,Guitar,,
GuitarSyndicateT5,,,,GuitarT5,Syndicate,Objects/Instruments/Guitars/guitarT5/musi_guit_guitarT5.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,MXMI_Guitar,Guitar,,
GuitarCovenantT3,,,,GuitarT3,Covenant,Objects/Instruments/Guitars/guitarT3/musi_guit_guitarT3.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,MXMI_Guitar,Guitar,,
GuitarCovenantT4,,,,GuitarT4,Covenant,Objects/Instruments/Guitars/guitarT4/musi_guit_guitarT4.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,MXMI_Guitar,Guitar,,
GuitarCovenantT5,,,,GuitarT5,Covenant,Objects/Instruments/Guitars/guitarT5/musi_guit_guitarT5.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,MXMI_Guitar,Guitar,,
URBassT1,,,,BassT1,Stone / Wood,Objects/Instruments/URBasses/URBassT1/musi_urba_urbassT1.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_UprightBass,Bass,,
URBassT2,@URBassT2_TransmogName,,EquippableTool+InstrumentUprightBass,BassT2,Iron,Objects/Instruments/URBasses/URBassT2/musi_urba_urbassT2.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_UprightBass,Bass,lyshineui/images/icons/items/MusicalActions/URBassT2.png,lyshineui/images/icons/items_hires/URBassT2.png
URBassT3,@URBassT3_TransmogName,,EquippableTool+InstrumentUprightBass,BassT3,Steel,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_UprightBass,Bass,lyshineui/images/icons/items/MusicalActions/URBassT3.png,lyshineui/images/icons/items_hires/URBassT3.png
URBassT4,@URBassT4_TransmogName,,EquippableTool+InstrumentUprightBass,BassT4,Starmetal,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_UprightBass,Bass,lyshineui/images/icons/items/MusicalActions/URBassT4.png,lyshineui/images/icons/items_hires/URBassT4.png
URBassT5,@URBassT5_TransmogName,,EquippableTool+InstrumentUprightBass,BassT5,Orichalcum,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_UprightBass,Bass,lyshineui/images/icons/items/MusicalActions/URBassT5.png,lyshineui/images/icons/items_hires/URBassT5.png
URBassAngryEarthT1,,,,BassT1,AngryEarth,Objects/Instruments/URBasses/URBassT1/musi_urba_urbassT1.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,MXMI_UprightBass,Bass,,
URBassAngryEarthT2,,,,BassT2,AngryEarth,Objects/Instruments/URBasses/URBassT2/musi_urba_urbassT2.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,MXMI_UprightBass,Bass,,
URBassAngryEarthT3,,,,BassT3,AngryEarth,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,MXMI_UprightBass,Bass,,
URBassAngryEarthT4,,,,BassT4,AngryEarth,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,MXMI_UprightBass,Bass,,
URBassAngryEarthT5,,,,BassT5,AngryEarth,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,MXMI_UprightBass,Bass,,
URBassCorruptedT1,,,,BassT1,Corrupted,Objects/Instruments/URBasses/URBassT1/musi_urba_urbassT1.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,MXMI_UprightBass,Bass,,
URBassCorruptedT2,,,,BassT2,Corrupted,Objects/Instruments/URBasses/URBassT2/musi_urba_urbassT2.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,MXMI_UprightBass,Bass,,
URBassCorruptedT3,,,,BassT3,Corrupted,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,MXMI_UprightBass,Bass,,
URBassCorruptedT4,,,,BassT4,Corrupted,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,MXMI_UprightBass,Bass,,
URBassCorruptedT5,,,,BassT5,Corrupted,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,MXMI_UprightBass,Bass,,
URBassLostT1,,,,BassT1,Lost,Objects/Instruments/URBasses/URBassT1/musi_urba_urbassT1.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,MXMI_UprightBass,Bass,,
URBassLostT2,,,,BassT2,Lost,Objects/Instruments/URBasses/URBassT2/musi_urba_urbassT2.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,MXMI_UprightBass,Bass,,
URBassLostT3,,,,BassT3,Lost,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,MXMI_UprightBass,Bass,,
URBassLostT4,,,,BassT4,Lost,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,MXMI_UprightBass,Bass,,
URBassLostT5,,,,BassT5,Lost,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,MXMI_UprightBass,Bass,,
URBassAncientT1,,,,BassT1,Ancient,Objects/Instruments/URBasses/URBassT1/musi_urba_urbassT1.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_UprightBass,Bass,,
URBassAncientT2,,,,BassT2,Ancient,Objects/Instruments/URBasses/URBassT2/musi_urba_urbassT2.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_UprightBass,Bass,,
URBassAncientT3,,,,BassT3,Ancient,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_UprightBass,Bass,,
URBassAncientT4,,,,BassT4,Ancient,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_UprightBass,Bass,,
URBassAncientT5,,,,BassT5,Ancient,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_UprightBass,Bass,,
URBassFaeT3,,,,BassT3,Fae,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#007400,0.5,1,#AFB645,0.5,1,#B67F58,0.5,1,#3D3D3D,0.6,0.8,0.7,#2C9D41,3,MXMI_UprightBass,Bass,,
URBassFaeT4,,,,BassT4,Fae,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#007400,0.5,1,#AFB645,0.5,1,#B67F58,0.5,1,#3D3D3D,0.6,0.8,0.7,#2C9D41,3,MXMI_UprightBass,Bass,,
URBassFaeT5,,,,BassT5,Fae,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#007400,0.5,1,#AFB645,0.5,1,#B67F58,0.5,1,#3D3D3D,0.6,0.8,0.7,#2C9D41,3,MXMI_UprightBass,Bass,,
URBassGlassT3,,,,BassT3,Glass,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_UprightBass,Bass,,
URBassGlassT4,,,,BassT4,Glass,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_UprightBass,Bass,,
URBassGlassT5,,,,BassT5,Glass,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_UprightBass,Bass,,
URBassElegantT3,,,,BassT3,Elegant,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#996C29,0.7,0.3,#00ACDB,0.1,1,#4893BA,0.5,1,#6C5A2F,0.35,0.8,0.7,#9E8818,5,MXMI_UprightBass,Bass,,
URBassElegantT4,,,,BassT4,Elegant,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#996C29,0.7,0.3,#00ACDB,0.1,1,#4893BA,0.5,1,#6C5A2F,0.35,0.8,0.7,#9E8818,5,MXMI_UprightBass,Bass,,
URBassElegantT5,,,,BassT5,Elegant,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#996C29,0.7,0.3,#00ACDB,0.1,1,#4893BA,0.5,1,#6C5A2F,0.35,0.8,0.7,#9E8818,5,MXMI_UprightBass,Bass,,
URBassViciousT3,,,,BassT3,Vicious,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#860000,0.7,0.3,#AE0000,0.3,1,#9D0000,0.5,1,#000000,0.35,0.8,0.7,,,MXMI_UprightBass,Bass,,
URBassViciousT4,,,,BassT4,Vicious,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#860000,0.7,0.3,#AE0000,0.3,1,#9D0000,0.5,1,#000000,0.35,0.8,0.7,,,MXMI_UprightBass,Bass,,
URBassViciousT5,,,,BassT5,Vicious,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#860000,0.7,0.3,#AE0000,0.3,1,#9D0000,0.5,1,#000000,0.35,0.8,0.7,,,MXMI_UprightBass,Bass,,
URBassVinespunT3,,,,BassT3,Vinespun,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#26ACCA,0.3,1,#C327CE,0.3,1,#0AEDDA,0.1,1,#A4669A,0.35,0.8,0.7,#00A095,5,MXMI_UprightBass,Bass,,
URBassVinespunT4,,,,BassT4,Vinespun,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#26ACCA,0.3,1,#C327CE,0.3,1,#0AEDDA,0.1,1,#A4669A,0.35,0.8,0.7,#00A095,5,MXMI_UprightBass,Bass,,
URBassVinespunT5,,,,BassT5,Vinespun,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#26ACCA,0.3,1,#C327CE,0.3,1,#0AEDDA,0.1,1,#A4669A,0.35,0.8,0.7,#00A095,5,MXMI_UprightBass,Bass,,
URBassVoidbentT3,,,,BassT3,Voidbent,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#1278A3,0.4,1,#9377B9,0.5,1,#D4D4EE,1,0.3,#666677,0.1,0.8,0.5,,,MXMI_UprightBass,Bass,,
URBassVoidbentT4,,,,BassT4,Voidbent,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#1278A3,0.4,1,#9377B9,0.5,1,#D4D4EE,1,0.3,#666677,0.1,0.8,0.5,,,MXMI_UprightBass,Bass,,
URBassVoidbentT5,,,,BassT5,Voidbent,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#1278A3,0.4,1,#9377B9,0.5,1,#D4D4EE,1,0.3,#666677,0.1,0.8,0.5,,,MXMI_UprightBass,Bass,,
URBassWaveborneT3,,,,BassT3,Waveborne,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,MXMI_UprightBass,Bass,,
URBassWaveborneT4,,,,BassT4,Waveborne,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,MXMI_UprightBass,Bass,,
URBassWaveborneT5,,,,BassT5,Waveborne,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,MXMI_UprightBass,Bass,,
URBassImmolatedT3,,,,BassT3,Immolated,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#540000,0.7,1,#A35E00,0.5,1,#B3B3B3,0.1,1,#790002,0.35,0.8,0.7,#FF7200,2,MXMI_UprightBass,Bass,,
URBassImmolatedT4,,,,BassT4,Immolated,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#540000,0.7,1,#A35E00,0.5,1,#B3B3B3,0.1,1,#790002,0.35,0.8,0.7,#FF7200,2,MXMI_UprightBass,Bass,,
URBassImmolatedT5,,,,BassT5,Immolated,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#540000,0.7,1,#A35E00,0.5,1,#B3B3B3,0.1,1,#790002,0.35,0.8,0.7,#FF7200,2,MXMI_UprightBass,Bass,,
