WeaponAppearanceID,Name,Description,ItemClass,Art ID Names,Weapon Material name Info,MeshOverride,SkinOverride1,MaterialOverride1,SkinOverride2,MaterialOverride2,SkinOverride3,MaterialOverride3,SkinOverride4,MaterialOverride4,MaskRColor,MaskROverride,MaskR,MaskGColor,MaskGOverride,MaskG,MaskBColor,MaskBOverride,MaskB,MaskASpecColor,MaskASpec,MaskAGlossShift,MaskAGloss,EmissiveColor,EmissiveIntensity,Appearance,FemaleAppearance,MountAttachmentAppearanceId,RDyeSlotDisabled,GDyeSlotDisabled,BDyeSlotDisabled,ADyeSlotDisabled,IconPath,HiResIconPath,IconCaptureGroup
2hStaffFire_MarauderT4,@2hStaffFire_MarauderT4_TransmogName,,Weapon+EquippableMainHand+FireStaff+Magic,2hStaffFireT4,Marauder,objects/weapons/melee/staffs/2h/stafffiret4/wep_mel2h_firestafft4_lookbase_MV1.cdf,,,,,,,,,#00710D,0.01,1,#B0924C,0.1,1,#656565,0.1,1,#6D5C31,0.35,0.8,0.7,#007D00,5,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hStaffFire_MarauderT4.png,lyshineui/images/icons/items_hires/2hStaffFire_MarauderT4.png,StaffFire
2hStaffFire_MarauderT5,@2hStaffFire_MarauderT5_TransmogName,,Weapon+EquippableMainHand+FireStaff+Magic,2hStaffFireT4,Marauder,objects/weapons/melee/staffs/2h/stafffiret5/wep_mel2h_firestafft5_lookbase.cdf,,,,,,,,,#00710D,0.01,1,#B0924C,0.1,1,#656565,0.1,1,#6D5C31,0.35,0.8,0.7,#007D00,5,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hStaffFire_MarauderT5.png,lyshineui/images/icons/items_hires/2hStaffFire_MarauderT5.png,StaffFire
2hStaffFire_SyndicateT2,@2hStaffFire_SyndicateT2_TransmogName,,Weapon+EquippableMainHand+FireStaff+Magic,2hStaffFireT2,Syndicate,objects/weapons/melee/staffs/2h/stafffiret2/wep_mel2h_firestafft2_lookbase.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffFire_SyndicateT2.png,lyshineui/images/icons/items_hires/2hStaffFire_SyndicateT2.png,StaffFire
2hStaffFire_SyndicateT3,@2hStaffFire_SyndicateT3_TransmogName,,Weapon+EquippableMainHand+FireStaff+Magic,2hStaffFireT3,Syndicate,objects/weapons/melee/staffs/2h/stafffiret3/wep_mel2h_firestafft3_lookbase.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffFire_SyndicateT3.png,lyshineui/images/icons/items_hires/2hStaffFire_SyndicateT3.png,StaffFire
2hStaffFire_SyndicateT4,@2hStaffFire_SyndicateT4_TransmogName,,Weapon+EquippableMainHand+FireStaff+Magic,2hStaffFireT4,Syndicate,objects/weapons/melee/staffs/2h/stafffiret4/wep_mel2h_firestafft4_lookbase_MV1.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hStaffFire_SyndicateT4.png,lyshineui/images/icons/items_hires/2hStaffFire_SyndicateT4.png,StaffFire
2hStaffFire_SyndicateT5,@2hStaffFire_SyndicateT5_TransmogName,,Weapon+EquippableMainHand+FireStaff+Magic,2hStaffFireT5,Syndicate,objects/weapons/melee/staffs/2h/stafffiret5/wep_mel2h_firestafft5_lookbase.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hStaffFire_SyndicateT5.png,lyshineui/images/icons/items_hires/2hStaffFire_SyndicateT5.png,StaffFire
2hStaffFire_CovenantT2,@2hStaffFire_CovenantT2_TransmogName,,Weapon+EquippableMainHand+FireStaff+Magic,2hStaffFireT2,Covenant,objects/weapons/melee/staffs/2h/stafffiret2/wep_mel2h_firestafft2_lookbase.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffFire_CovenantT2.png,lyshineui/images/icons/items_hires/2hStaffFire_CovenantT2.png,StaffFire
2hStaffFire_CovenantT3,@2hStaffFire_CovenantT3_TransmogName,,Weapon+EquippableMainHand+FireStaff+Magic,2hStaffFireT3,Covenant,objects/weapons/melee/staffs/2h/stafffiret3/wep_mel2h_firestafft3_lookbase.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffFire_CovenantT3.png,lyshineui/images/icons/items_hires/2hStaffFire_CovenantT3.png,StaffFire
2hStaffFire_CovenantT4,@2hStaffFire_CovenantT4_TransmogName,,Weapon+EquippableMainHand+FireStaff+Magic,2hStaffFireT4,Covenant,objects/weapons/melee/staffs/2h/stafffiret4/wep_mel2h_firestafft4_lookbase_MV1.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hStaffFire_CovenantT4.png,lyshineui/images/icons/items_hires/2hStaffFire_CovenantT4.png,StaffFire
2hStaffFire_CovenantT5,@2hStaffFire_CovenantT5_TransmogName,,Weapon+EquippableMainHand+FireStaff+Magic,2hStaffFireT5,Covenant,objects/weapons/melee/staffs/2h/stafffiret5/wep_mel2h_firestafft5_lookbase.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hStaffFire_CovenantT5.png,lyshineui/images/icons/items_hires/2hStaffFire_CovenantT5.png,StaffFire
2hStaffLife_GlimmeringMercyT5,@2hStaffLife_GlimmeringMercyT5_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic+Named,StaffLifeT5,Corrupted Azoth,objects/weapons/melee/staffs/2h/stafflifet2/wep_mel2h_stafflifet2_lookbase.cdf,,,,,,,,,#9797B0,0.5,0.5,#939CA4,0.5,0.4,#585EA0,1,0.5,#000000,0.5,0.8,0.5,#0080FE,10,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLife_GlimmeringMercyT5.png,lyshineui/images/icons/items_hires/2hStaffLife_GlimmeringMercyT5.png,StaffLife
2hCelestialStaff_LifeT2,@2hCelestialStaff_LifeT2_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT2,Iron,objects/weapons/melee/staffs/2h/stafflifet2/wep_mel2h_stafflifet2_lookbase.cdf,,,,,,,,,#000000,0.8,0.5,#030303,0.5,0.3,#0C0C0C,0.5,0.6,#141414,0.8,0.6,0.1,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hCelestialStaff_LifeT2.png,lyshineui/images/icons/items_hires/2hCelestialStaff_LifeT2.png,StaffLife
2hCelestialStaff_LifeT3,@2hCelestialStaff_LifeT3_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT3,Steel,objects/weapons/melee/staffs/2h/stafflifet3/wep_mel2h_stafflifet3_lookbase.cdf,,,,,,,,,#878787,0,0.5,#030303,0.5,0.3,#0C0C0C,0.5,0.6,#0E0E14,0.1,0.5,0.3,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hCelestialStaff_LifeT3.png,lyshineui/images/icons/items_hires/2hCelestialStaff_LifeT3.png,StaffLife
2hCelestialStaff_LifeT4,@2hCelestialStaff_LifeT4_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT4,Starmetal,objects/weapons/melee/staffs/2h/stafflifet4/wep_mel2h_stafflifet4_lookbase_MV1.cdf,,,,,,,,,#808096,0.5,0.5,#939CA4,0.5,0.3,#4F5270,1,0.5,#A09FBB,0.5,0.8,0.5,#0080FE,10,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hCelestialStaff_LifeT4.png,lyshineui/images/icons/items_hires/2hCelestialStaff_LifeT4.png,StaffLife
2hCelestialStaff_LifeT5,@2hCelestialStaff_LifeT5_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT5,Orichalcum,objects/weapons/melee/staffs/2h/stafflifet5/wep_mel2h_stafflifet5_lookbase.cdf,,,,,,,,,#998D48,0.7,0.3,#030303,0.5,0.3,#8F4E11,0.1,1,#6D5C31,0.35,0.8,0.7,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hCelestialStaff_LifeT5.png,lyshineui/images/icons/items_hires/2hCelestialStaff_LifeT5.png,StaffLife
2hStaffLifeAngryEarthT2,@2hStaffLifeAngryEarthT2_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT2,AngryEarth,objects/weapons/melee/staffs/2h/stafflifet2/wep_mel2h_stafflifet2_lookbase.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeAngryEarthT2.png,lyshineui/images/icons/items_hires/2hStaffLifeAngryEarthT2.png,StaffLife
2hStaffLifeAngryEarthT3,@2hStaffLifeAngryEarthT3_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT3,AngryEarth,objects/weapons/melee/staffs/2h/stafflifet3/wep_mel2h_stafflifet3_lookbase.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeAngryEarthT3.png,lyshineui/images/icons/items_hires/2hStaffLifeAngryEarthT3.png,StaffLife
2hStaffLifeAngryEarthT4,@2hStaffLifeAngryEarthT4_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT4,AngryEarth,objects/weapons/melee/staffs/2h/stafflifet4/wep_mel2h_stafflifet4_lookbase_MV1.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hStaffLifeAngryEarthT4.png,lyshineui/images/icons/items_hires/2hStaffLifeAngryEarthT4.png,StaffLife
2hStaffLifeAngryEarthT5,@2hStaffLifeAngryEarthT5_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT5,AngryEarth,objects/weapons/melee/staffs/2h/stafflifet5/wep_mel2h_stafflifet5_lookbase.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeAngryEarthT5.png,lyshineui/images/icons/items_hires/2hStaffLifeAngryEarthT5.png,StaffLife
2hStaffLifeCorruptedT2,@2hStaffLifeCorruptedT2_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT2,Corrupted,objects/weapons/melee/staffs/2h/stafflifet2/wep_mel2h_stafflifet2_lookbase.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeCorruptedT2.png,lyshineui/images/icons/items_hires/2hStaffLifeCorruptedT2.png,StaffLife
2hStaffLifeCorruptedT3,@2hStaffLifeCorruptedT3_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT3,Corrupted,objects/weapons/melee/staffs/2h/stafflifet3/wep_mel2h_stafflifet3_lookbase.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeCorruptedT3.png,lyshineui/images/icons/items_hires/2hStaffLifeCorruptedT3.png,StaffLife
2hStaffLifeCorruptedT4,@2hStaffLifeCorruptedT4_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT4,Corrupted,objects/weapons/melee/staffs/2h/stafflifet4/wep_mel2h_stafflifet4_lookbase_MV1.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hStaffLifeCorruptedT4.png,lyshineui/images/icons/items_hires/2hStaffLifeCorruptedT4.png,StaffLife
2hStaffLifeCorruptedT5,@2hStaffLifeCorruptedT5_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT5,Corrupted,objects/weapons/melee/staffs/2h/stafflifet5/wep_mel2h_stafflifet5_lookbase.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeCorruptedT5.png,lyshineui/images/icons/items_hires/2hStaffLifeCorruptedT5.png,StaffLife
2hStaffLifeLostT2,@2hStaffLifeLostT2_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT2,Lost,objects/weapons/melee/staffs/2h/stafflifet2/wep_mel2h_stafflifet2_lookbase.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeLostT2.png,lyshineui/images/icons/items_hires/2hStaffLifeLostT2.png,StaffLife
2hStaffLifeLostT3,@2hStaffLifeLostT3_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT3,Lost,objects/weapons/melee/staffs/2h/stafflifet3/wep_mel2h_stafflifet3_lookbase.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeLostT3.png,lyshineui/images/icons/items_hires/2hStaffLifeLostT3.png,StaffLife
2hStaffLifeLostT4,@2hStaffLifeLostT4_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT4,Lost,objects/weapons/melee/staffs/2h/stafflifet4/wep_mel2h_stafflifet4_lookbase_MV1.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hStaffLifeLostT4.png,lyshineui/images/icons/items_hires/2hStaffLifeLostT4.png,StaffLife
2hStaffLifeLostT5,@2hStaffLifeLostT5_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT5,Lost,objects/weapons/melee/staffs/2h/stafflifet5/wep_mel2h_stafflifet5_lookbase.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeLostT5.png,lyshineui/images/icons/items_hires/2hStaffLifeLostT5.png,StaffLife
2hStaffLifeAncientT2,@2hStaffLifeAncientT2_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT2,Ancient,objects/weapons/melee/staffs/2h/stafflifet2/wep_mel2h_stafflifet2_lookbase.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeAncientT2.png,lyshineui/images/icons/items_hires/2hStaffLifeAncientT2.png,StaffLife
2hStaffLifeAncientT3,@2hStaffLifeAncientT3_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT3,Ancient,objects/weapons/melee/staffs/2h/stafflifet3/wep_mel2h_stafflifet3_lookbase.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeAncientT3.png,lyshineui/images/icons/items_hires/2hStaffLifeAncientT3.png,StaffLife
2hStaffLifeAncientT4,@2hStaffLifeAncientT4_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT4,Ancient,objects/weapons/melee/staffs/2h/stafflifet4/wep_mel2h_stafflifet4_lookbase_MV1.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hStaffLifeAncientT4.png,lyshineui/images/icons/items_hires/2hStaffLifeAncientT4.png,StaffLife
2hStaffLifeAncientT5,@2hStaffLifeAncientT5_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,StaffLifeT5,Ancient,objects/weapons/melee/staffs/2h/stafflifet5/wep_mel2h_stafflifet5_lookbase.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeAncientT5.png,lyshineui/images/icons/items_hires/2hStaffLifeAncientT5.png,StaffLife
2hStaffLifeFaeT3,@2hStaffLifeFaeT3_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic+Named,2hLifeStaffT3,Fae,objects/weapons/melee/staffs/2h/stafflifet3/wep_mel2h_stafflifet3_lookbase.cdf,,,,,,,,,#007400,0.5,1,#AFB645,0.5,1,#B67F58,0.5,1,#3D3D3D,0.6,0.8,0.7,#2C9D41,3,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeFaeT3.png,lyshineui/images/icons/items_hires/2hStaffLifeFaeT3.png,StaffLife
2hStaffLifeFaeT4,@2hStaffLifeFaeT4_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic+Named,2hLifeStaffT4,Fae,objects/weapons/melee/staffs/2h/stafflifet4/wep_mel2h_stafflifet4_lookbase_MV1.cdf,,,,,,,,,#007400,0.5,1,#AFB645,0.5,1,#B67F58,0.5,1,#3D3D3D,0.6,0.8,0.7,#2C9D41,3,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hStaffLifeFaeT4.png,lyshineui/images/icons/items_hires/2hStaffLifeFaeT4.png,StaffLife
2hStaffLifeFaeT5,@2hStaffLifeFaeT5_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic+Named,2hLifeStaffT5,Fae,objects/weapons/melee/staffs/2h/stafflifet5/wep_mel2h_stafflifet5_lookbase.cdf,,,,,,,,,#007400,0.5,1,#AFB645,0.5,1,#B67F58,0.5,1,#3D3D3D,0.6,0.8,0.7,#2C9D41,3,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeFaeT5.png,lyshineui/images/icons/items_hires/2hStaffLifeFaeT5.png,StaffLife
2hStaffLifeGlassT3,@2hStaffLifeGlassT3_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic+Named,2hLifeStaffT3,Glass,objects/weapons/melee/staffs/2h/stafflifet3/wep_mel2h_stafflifet3_lookglass.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,,,,,,lyshineui/images/icons/items/Weapon/2hStaffLifeGlassT3.png,lyshineui/images/icons/items_hires/2hStaffLifeGlassT3.png,StaffLife
2hStaffLifeGlassT4,@2hStaffLifeGlassT4_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic+Named,2hLifeStaffT4,Glass,objects/weapons/melee/staffs/2h/stafflifet4/wep_mel2h_stafflifet4_lookglass.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,,,,,,lyshineui/images/icons/items/Weapon/2hStaffLifeGlassT4.png,lyshineui/images/icons/items_hires/2hStaffLifeGlassT4.png,StaffLife
2hStaffLifeGlassT5,@2hStaffLifeGlassT5_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,2hLifeStaffT5,Glass,objects/weapons/melee/staffs/2h/stafflifet5/wep_mel2h_stafflifet5_lookglass.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,,,,,,lyshineui/images/icons/items/weapon/2hStaffLifeGlassT5.png,lyshineui/images/icons/items_hires/2hStaffLifeGlassT5.png,StaffLife
2hStaffLifeElegantT3,@2hStaffLifeElegantT3_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic+Named,2hLifeStaffT3,Elegant,objects/weapons/melee/staffs/2h/stafflifet3/wep_mel2h_stafflifet3_lookbase.cdf,,,,,,,,,#996C29,0.7,0.3,#00ACDB,0.1,1,#4893BA,0.5,1,#6C5A2F,0.35,0.8,0.7,#9E8818,5,,,,0,0,0,0,lyshineui/images/icons/items/weapon/2hStaffLifeElegantT3.png,lyshineui/images/icons/items_hires/2hStaffLifeElegantT3.png,StaffLife
2hStaffLifeElegantT4,@2hStaffLifeElegantT4_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic+Named,2hLifeStaffT4,Elegant,objects/weapons/melee/staffs/2h/stafflifet4/wep_mel2h_stafflifet4_lookbase_MV1.cdf,,,,,,,,,#996C29,0.7,0.3,#00ACDB,0.1,1,#4893BA,0.5,1,#6C5A2F,0.35,0.8,0.7,#9E8818,5,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hStaffLifeElegantT4.png,lyshineui/images/icons/items_hires/2hStaffLifeElegantT4.png,StaffLife
2hStaffLifeElegantT5,@2hStaffLifeElegantT5_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic+Named,2hLifeStaffT5,Elegant,objects/weapons/melee/staffs/2h/stafflifet5/wep_mel2h_stafflifet5_lookbase.cdf,,,,,,,,,#996C29,0.7,0.3,#00ACDB,0.1,1,#4893BA,0.5,1,#6C5A2F,0.35,0.8,0.7,#9E8818,5,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeElegantT5.png,lyshineui/images/icons/items_hires/2hStaffLifeElegantT5.png,StaffLife
2hStaffLifeViciousT3,@2hStaffLifeViciousT3_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic+Named,2hLifeStaffT3,Vicious,objects/weapons/melee/staffs/2h/stafflifet3/wep_mel2h_stafflifet3_lookbase.cdf,,,,,,,,,#860000,0.7,0.3,#AE0000,0.3,1,#9D0000,0.5,1,#000000,0.35,0.8,0.7,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeViciousT3.png,lyshineui/images/icons/items_hires/2hStaffLifeViciousT3.png,StaffLife
2hStaffLifeViciousT4,@2hStaffLifeViciousT4_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic+Named,2hLifeStaffT4,Vicious,objects/weapons/Melee/Staffs/2h/lifestaffNagaCorrupted/wep_mel_stf_2h_lifestaffNagaCorrupted.cdf,,,,,,,,,#860000,0.7,0.3,#AE0000,0.3,1,#9D0000,0.5,1,#000000,0.35,0.8,0.7,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeViciousT4.png,lyshineui/images/icons/items_hires/2hStaffLifeViciousT4.png,StaffLife
2hStaffLifeViciousT5,@2hStaffLifeViciousT5_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic+Named,2hLifeStaffT5,Vicious,objects/weapons/Melee/Spears/2h/spearInvasion/wep_mel_spr_2h_spearInvasion.cdf,,,,,,,,,#860000,0.7,0.3,#AE0000,0.3,1,#9D0000,0.5,1,#000000,0.35,0.8,0.7,,,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hStaffLifeViciousT5.png,lyshineui/images/icons/items_hires/2hStaffLifeViciousT5.png,StaffLife
2hStaffLifeVinespunT3,@2hStaffLifeVinespunT3_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic+Named,2hLifeStaffT3,Vinespun,objects/weapons/melee/staffs/2h/stafflifet3/wep_mel2h_stafflifet3_lookbase.cdf,,,,,,,,,#26ACCA,0.3,1,#C327CE,0.3,1,#0AEDDA,0.1,1,#A4669A,0.35,0.8,0.7,#00A095,5,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeVinespunT3.png,lyshineui/images/icons/items_hires/2hStaffLifeVinespunT3.png,StaffLife
2hStaffLifeVinespunT4,@2hStaffLifeVinespunT4_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic+Named,2hLifeStaffT4,Vinespun,objects/weapons/melee/staffs/2h/stafflifet4/wep_mel2h_stafflifet4_lookbase_MV1.cdf,,,,,,,,,#26ACCA,0.3,1,#C327CE,0.3,1,#0AEDDA,0.1,1,#A4669A,0.35,0.8,0.7,#00A095,5,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hStaffLifeVinespunT4.png,lyshineui/images/icons/items_hires/2hStaffLifeVinespunT4.png,StaffLife
2hStaffLifeVinespunT5,@2hStaffLifeVinespunT5_TransmogName,@Skin_Lifestaff_Vinespun_Description,Weapon+EquippableMainHand+LifeStaff+Magic+Named,2hLifeStaffT5,Vinespun,objects/weapons/melee/staffs/2h/stafflifevariant1/wep_mel2h_stafflifevariant1_lookbase.cdf,,,,,,,,,#26ACCA,0.3,1,#C327CE,0.3,1,#0AEDDA,0.1,1,#A4669A,0.35,0.8,0.7,#00A095,5,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeVinespunT5.png,lyshineui/images/icons/items_hires/2hStaffLifeVinespunT5.png,StaffLife
2hStaffLifeVoidbentT3,@2hStaffLifeVoidbentT3_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic+Named,2hLifeStaffT3,Voidbent,objects/weapons/melee/staffs/2h/stafflifet3/wep_mel2h_stafflifet3_lookbase.cdf,,,,,,,,,#1278A3,0.4,1,#9377B9,0.5,1,#D4D4EE,1,0.3,#666677,0.1,0.8,0.5,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hStaffLifeVoidbentT3.png,lyshineui/images/icons/items_hires/2hStaffLifeVoidbentT3.png,StaffLife
2hStaffLifeVoidbentT4,@2hStaffLifeVoidbentT4_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic+Named,2hLifeStaffT4,Voidbent,objects/weapons/melee/staffs/2h/stafflifet4/wep_mel2h_stafflifet4_lookbase_MV1.cdf,,,,,,,,,#1278A3,0.4,1,#9377B9,0.5,1,#D4D4EE,1,0.3,#666677,0.1,0.8,0.5,,,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hStaffLifeVoidbentT4.png,lyshineui/images/icons/items_hires/2hStaffLifeVoidbentT4.png,StaffLife
