WeaponAppearanceID,Name,Description,ItemClass,Art ID Names,Weapon Material name Info,MeshOverride,SkinOverride1,MaterialOverride1,SkinOverride2,MaterialOverride2,SkinOverride3,MaterialOverride3,SkinOverride4,MaterialOverride4,MaskRColor,MaskROverride,MaskR,MaskGColor,MaskGOverride,MaskG,MaskBColor,MaskBOverride,MaskB,MaskASpecColor,MaskASpec,MaskAGlossShift,MaskAGloss,EmissiveColor,EmissiveIntensity,Appearance,FemaleAppearance,MountAttachmentAppearanceId,RDyeSlotDisabled,GDyeSlotDisabled,BDyeSlotDisabled,ADyeSlotDisabled,IconPath,HiResIconPath,IconCaptureGroup
1hTowerShieldBreachT5MA,@MountAttachmentItem_Shield44_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,towershieldBreach,Breach,objects/weapons/Melee/Shields/1h/towershieldBreach/wep_mel_shld_1h_towershieldBreach.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_TowershieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hTowerShieldBreachT5MA.png,lyshineui/images/icons/items_hires/1hTowerShieldBreachT5MA.png,MountAttach
1hTowerShieldIsabellaT5MA,@MountAttachmentItem_Shield45_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,towershieldIsabella,Isabella,objects/weapons/melee/shields/1h/towershieldisabella/wep_mel_shld_1h_towershieldisabella.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_TowershieldSettings,0,0,1,0,lyshineui/images/icons/items/Weapon/1hTowerShieldIsabellaT5MA.png,lyshineui/images/icons/items_hires/1hTowerShieldIsabellaT5MA.png,MountAttach
MountAttachmentItem_Skin_AncientArtifact,@MountAttachmentItem_Skin_AncientArtifact_MasterName,@MountAttachmentItem_AncientArtifact_description,EquippableMount+MountAttachment,AttachmentSkin_AncientArtifact,,Objects/Characters/player/mounts/mountAttach/artifactKit/artifactkit_a.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_AncientArtifact_Setting,,,,,lyshineui/images/icons/items/Weapon/MountAttachmentItem_Skin_AncientArtifact.png,lyshineui/images/icons/items_hires/MountAttachmentItem_Skin_AncientArtifact.png,MountAttach
MountAttachmentItem_Skin_Cooking,@MountAttachmentItem_Skin_Cooking_MasterName,@MountAttachmentItem_Cooking_description,EquippableMount+MountAttachment,AttachmentSkin_Cooking,,Objects/Characters/player/mounts/mountAttach/cookingsetkit/cookingsetkit_a.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_Cooking_Setting,,,,,lyshineui/images/icons/items/Weapon/MountAttachmentItem_Skin_Cooking.png,lyshineui/images/icons/items_hires/MountAttachmentItem_Skin_Cooking.png,MountAttach
MountAttachmentItem_Skin_Flags,@MountAttachmentItem_Skin_CotW_Flags_MasterName,@MountAttachmentItem_Flags_description,EquippableMount+MountAttachment,AttachmentSkin_Flags,,Objects/Characters/player/mounts/mountAttach/flagkit/flagkit_a.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_Flags_Setting,,,,,lyshineui/images/icons/items/Weapon/MountAttachmentItem_Skin_Flags.png,lyshineui/images/icons/items_hires/MountAttachmentItem_Skin_Flags.png,MountAttach
MountAttachmentItem_Skin_BotanyKit,@MountAttachmentItem_Skin_BotanyKit_MasterName,@MountAttachmentItem_BotanyKit_description,EquippableMount+MountAttachment,AttachmentSkin_BotanyKit,,Objects/Characters/player/mounts/mountAttach/botanyKit/botanykit_a.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_BotanyKit_Setting,,,,,lyshineui/images/icons/items/Weapon/MountAttachmentItem_Skin_BotanyKit.png,lyshineui/images/icons/items_hires/MountAttachmentItem_Skin_BotanyKit.png,MountAttach
MountAttachmentItem_Skin_Fishing,@MountAttachmentItem_Skin_Fishing_MasterName,@MountAttachmentItem_Fishing_description,EquippableMount+MountAttachment,AttachmentSkin_Fishing,,Objects/Characters/player/mounts/mountAttach/fishingBasket/fishingBasket_a.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_Fishing_Setting,,,,,lyshineui/images/icons/items/Weapon/MountAttachmentItem_Skin_Fishing.png,lyshineui/images/icons/items_hires/MountAttachmentItem_Skin_Fishing.png,MountAttach
MountAttachmentItem_Skin_TreasureChest,@MountAttachmentItem_Skin_TreasureChest_MasterName,@MountAttachmentItem_TreasureChest_description,EquippableMount+MountAttachment,AttachmentSkin_TreasureChest,,Objects/Characters/player/mounts/mountAttach/TreasureChest/treasurechest_a.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_TreasureChest_Setting,,,,,lyshineui/images/icons/items/Weapon/MountAttachmentItem_Skin_TreasureChest.png,lyshineui/images/icons/items_hires/MountAttachmentItem_Skin_TreasureChest.png,MountAttach
MountAttachmentItem_Skin_Blacksmith,@MountAttachmentItem_Skin_Blacksmith_MasterName,@MountAttachmentItem_Blacksmith_description,EquippableMount+MountAttachment,AttachmentSkin_Blacksmith,,Objects/Characters/player/mounts/mountAttach/Anvil/blacksmithkit_a.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_Blacksmith_Setting,,,,,lyshineui/images/icons/items/Weapon/MountAttachmentItem_Skin_Blacksmith.png,lyshineui/images/icons/items_hires/MountAttachmentItem_Skin_Blacksmith.png,MountAttach
MountAttachmentItem_Skin_Logging,@MountAttachmentItem_Skin_Logging_MasterName,@MountAttachmentItem_Logging_description,EquippableMount+MountAttachment,AttachmentSkin_Logging,,Objects/Characters/player/mounts/mountAttach/AxeLogs/axelogs_a.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_Logging_Setting,,,,,lyshineui/images/icons/items/Weapon/MountAttachmentItem_Skin_Logging.png,lyshineui/images/icons/items_hires/MountAttachmentItem_Skin_Logging.png,MountAttach
MountAttachmentItem_Skin_Tome,@MountAttachmentItem_Skin_Tome_MasterName,@MountAttachmentItem_Tome_description,EquippableMount+MountAttachment,AttachmentSkin_Tome,,Objects/Characters/player/mounts/mountAttach/Tome/tomebundle_a.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_Tome_Setting,,,,,lyshineui/images/icons/items/Weapon/MountAttachmentItem_Skin_Tome.png,lyshineui/images/icons/items_hires/MountAttachmentItem_Skin_Tome.png,MountAttach
MountAttachmentItem_Skin_CalloftheWilds_Flags,@MountAttachmentItem_Skin_CotW_Flags_MasterName,@MountAttachmentItem_Flag_Description,EquippableMount+MountAttachment,AttachmentSkin_Flags,,Objects/Characters/player/mounts/mountAttach/callofthewilds_banner/mnt_cotw.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_CallofTheWilds_Setting,,,,,lyshineui/images/icons/items/Weapon/MountAttachmentItem_Skin_CalloftheWilds_Banner.png,lyshineui/images/icons/items_hires/MountAttachmentItem_Skin_CalloftheWilds_Banner.png,MountAttach
MountAttachmentItem_clothsack,@MountAttachmentItem_clothsack_MasterName,@MountAttachmentItem_clothsack_Description,EquippableMount+MountAttachment,MountAttachment_clothsack,,Objects/Characters/player/mounts/mountAttach/clothsack/clothsack.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_ClothSack_Setting,,,,,lyshineui/images/icons/items/HousingItem/House_HousingItem_HangingSacksLG.png,lyshineui/images/icons/items_hires/House_HousingItem_HangingSacksLG.png,MountAttach
MountAttachmentItem_powderhorn_a,@MountAttachmentItem_powderhorn_a_MasterName,@MountAttachmentItem_powderhorn_a_Description,EquippableMount+MountAttachment,MountAttachment_powderhorn_a,,Objects/Characters/player/mounts/mountAttach/powderhorn/powderhorn_a.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_PowderHorn_Setting,,,,,lyshineui/images/icons/items/HousingItem/House_HousingItem_PowderHorn.png,lyshineui/images/icons/items_hires/House_HousingItem_PowderHorn.png,MountAttach
MountAttachmentItem_primaldrum_a,@MountAttachmentItem_primaldrum_a_MasterName,@MountAttachmentItem_primaldrum_a_Description,EquippableMount+MountAttachment,MountAttachment_primaldrum_a,,Objects/Characters/player/mounts/mountAttach/primaldrum/primaldrum_a.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_PrimalDrum_Setting,,,,,lyshineui/images/icons/items/HousingItem/House_HousingItem_PrimalDrumSmall.png,lyshineui/images/icons/items_hires/House_HousingItem_PrimalDrumSmall.png,MountAttach
MountAttachmentItem_scrollstack_a,@MountAttachmentItem_scrollstack_a_MasterName,@MountAttachmentItem_scrollstack_a_Description,EquippableMount+MountAttachment,MountAttachment_scrollstack_a,,Objects/Characters/player/mounts/mountAttach/scrollstack/scrollstack_a.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_ScrollStack_Setting,,,,,lyshineui/images/icons/items/HousingItem/House_HousingItem_Writing_ScrollStack_A.png,lyshineui/images/icons/items_hires/House_HousingItem_Writing_ScrollStack_A.png,MountAttach
MountAttachmentItem_winejug,@MountAttachmentItem_winejug_MasterName,@MountAttachmentItem_winejug_Description,EquippableMount+MountAttachment,MountAttachment_winejug,,Objects/Characters/player/mounts/mountAttach/winejug/winejug.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_WineJug_Setting,,,,,lyshineui/images/icons/items/HousingItem/House_HousingItem_Dynasty_Decor_WineJug_A.png,lyshineui/images/icons/items_hires/House_HousingItem_Dynasty_Decor_WineJug_A.png,MountAttach
MountAttachmentItem_anchor_b,@MountAttachmentItem_anchor_b_MasterName,@MountAttachmentItem_anchor_b_Description,EquippableMount+MountAttachment,MountAttachment_anchor_b,,Objects/Characters/player/mounts/mountAttach/anchor_b/anchor_b.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_Anchor_Setting,,,,,lyshineui/images/icons/items/HousingItem/House_HousingItem_Pirate_Decor_Anchor01.png,lyshineui/images/icons/items_hires/House_HousingItem_Pirate_Decor_Anchor01.png,MountAttach
MountAttachmentItem_Skin_Ronin_Fan,@MountAttachmentItem_Skin_Ronin_Fan_MasterName,@MountAttachmentItem_Skin_Ronin_Fan_description,EquippableMount+MountAttachment,AttachmentSkin_Ronin_Fan,,Objects/Characters/player/mounts/mountAttach/roninkits/ronin_fan/ronin_fan.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,MountAttachmentItem_Skin_Ronin_Fan_Setting,,,,,lyshineui/images/icons/items/Weapon/MountAttachmentItem_Skin_Ronin_Fan.png,lyshineui/images/icons/items_hires/MountAttachmentItem_Skin_Ronin_Fan.png,MountAttach
MountAttachmentItem_Skin_Ronin_Quiver,@MountAttachmentItem_Skin_Ronin_Quiver_MasterName,@MountAttachmentItem_Skin_Ronin_Quiver_description,EquippableMount+MountAttachment,AttachmentSkin_Ronin_Quiver,,Objects/Characters/player/mounts/mountAttach/roninkits/Ronin_quiver/ronin_quiver.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,MountAttachmentItem_Skin_Ronin_Quiver_Setting,,,,,lyshineui/images/icons/items/Weapon/MountAttachmentItem_Skin_Ronin_Quiver.png,lyshineui/images/icons/items_hires/MountAttachmentItem_Skin_Ronin_Quiver.png,MountAttach
MountAttachmentItem_Skin_Ronin_Mask,@MountAttachmentItem_Skin_Ronin_Mask_MasterName,@MountAttachmentItem_Skin_Ronin_Mask_description,EquippableMount+MountAttachment,AttachmentSkin_Ronin_Mask,,Objects/Characters/player/mounts/mountAttach/roninkits/ronin_mask/ronin_mask.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,MountAttachmentItem_Skin_Ronin_Mask_Setting,,,,,lyshineui/images/icons/items/Weapon/MountAttachmentItem_Skin_Ronin_Mask.png,lyshineui/images/icons/items_hires/MountAttachmentItem_Skin_Ronin_Mask.png,MountAttach
MountAttachmentItem_Syndicate_Flag,@MountAttachmentItem_Syndicate_Flag_MasterName,@MountAttachmentItem_Flags_description,EquippableMount+MountAttachment,AttachmentSkin_FactionFlags,,Objects/Characters/player/mounts/mountAttach/factionflagkit/factionbanner_syndicate.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_FactionFlags_Setting,,,,,lyshineui/images/icons/items/weapon/MountAttachmentItem_Syndicate.png,lyshineui/images/icons/items_hires/MountAttachmentItem_Syndicate.png,MountAttach
MountAttachmentItem_Marauder_Flag,@MountAttachmentItem_Marauder_Flag_MasterName,@MountAttachmentItem_Flags_description,EquippableMount+MountAttachment,AttachmentSkin_FactionFlags,,Objects/Characters/player/mounts/mountAttach/factionflagkit/factionbanner_marauder.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_FactionFlags_Setting,,,,,lyshineui/images/icons/items/weapon/MountAttachmentItem_Marauder.png,lyshineui/images/icons/items_hires/MountAttachmentItem_Marauder.png,MountAttach
MountAttachmentItem_Covenant_Flag,@MountAttachmentItem_Covenant_Flag_MasterName,@MountAttachmentItem_Flags_description,EquippableMount+MountAttachment,AttachmentSkin_FactionFlags,,Objects/Characters/player/mounts/mountAttach/factionflagkit/factionbanner_covenant.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_FactionFlags_Setting,,,,,lyshineui/images/icons/items/weapon/MountAttachmentItem_Covenant.png,lyshineui/images/icons/items_hires/MountAttachmentItem_Covenant.png,MountAttach
