Id,Type,CastDistanceRange,CastDistanceMultiplier,FishRarityRollModifier,FishSizeRollModifier,SummerFishRarityRollModifier,RequiredWaterTags,ActiveAtDawn,ActiveAtDaytime,ActiveAtDusk,ActiveAtNight,LootTableId,LootTag,RequiredLevel,FishSize,FishWeightRange,FishLengthRange,FishingXp,TimeToNibbleSecondsRange,TimeToNibbleSecondsMultiplier,TimeToBiteSecondsRange,FishReelTimeSeconds,FishDistanceSwamAwayPerSecond,LineTensionGainPerSecond,LineTensionGainPerSecondMultiplier,LineTensionRecoverPerSecond,FishBehaviors,FishBehaviorPattern,FishBehaviorLocalizationKey,ZoomCameraOnSuccess,FishCharacterDefinitionPath,FishScale,RewardGameEventId
FishingCatfishMediumT2,Catchables,,,,,,,,,,,,,,Medium,12-31,20-29,156,,,,,0.15,,1.2,,"EarlyAggressive,LateAggressive,TotalAggressive,Sporadic",,,true,Objects\Characters\npc\natural\fish\Fish_B_Catfish.cdf,0.75,
FishingCatfishLargeT2,Catchables,,,,,,,,,,,,,,Large,31-60,30-50,163,,,,,0.1,,1.4,,"EarlyAggressive,LateAggressive,TotalAggressive,Sporadic",,,true,Objects\Characters\npc\natural\fish\Fish_B_Catfish.cdf,1.1,
FishingTadpolesSmallT2,Catchables,,,,,,,,,,,,,,Small,0-1,3-6,156,,,,,0.2,,0.8,,"LateAggressive,Sporadic,SporadicEasy",,,true,Objects\Crafting\Props\FoodStuffs\Fish\FishingKit_09\Jav_Prp_Tadpole.cdf,0.5,
FishingSnailSmallT2,Catchables,,,,,,,,,,,,,,Small,0-1,3-5,156,,,,,0.2,,0.8,,"LateAggressive,Sporadic,SporadicEasy",,,true,Objects\Crafting\Props\FoodStuffs\Fish\FishingKit_10\Jav_Prp_Snail.cdf,0.25,
FishingCodSmallT2,Catchables,,,,,,,,,,,,,,Small,3-12,17-28,150,,,,,0.2,,0.8,,"EarlyAggressive,LateAggressive,Sporadic",,,true,Objects\Crafting\Props\FoodStuffs\Fish\FishingKit_11\Jav_Prp_Cod.cdf,0.3,
FishingCodMediumT2,Catchables,,,,,,,,,,,,,,Medium,12-28,29-39,156,,,,,0.15,,1.2,,"EarlyAggressive,LateAggressive,TotalAggressive,Sporadic",,,true,Objects\Crafting\Props\FoodStuffs\Fish\FishingKit_11\Jav_Prp_Cod.cdf,0.5,
FishingCodLargeT2,Catchables,,,,,,,,,,,,,,Large,28-54,40-62,163,,,,,0.1,,1.4,,"EarlyAggressive,LateAggressive,TotalAggressive,Sporadic",,,true,Objects\Crafting\Props\FoodStuffs\Fish\FishingKit_11\Jav_Prp_Cod.cdf,0.8,
FishingHalibutSmallT2,Catchables,,,,,,,,,,,,,,Small,4-18,15-29,150,,,,,0.2,,0.8,,"EarlyAggressive,LateAggressive,Sporadic",,,true,Objects\Characters\npc\natural\fish\Fish_B_Halibut.cdf,0.5,
FishingHalibutMediumT2,Catchables,,,,,,,,,,,,,,Medium,18-38,30-49,156,,,,,0.15,,1.2,,"EarlyAggressive,LateAggressive,TotalAggressive,Sporadic",,,true,Objects\Characters\npc\natural\fish\Fish_B_Halibut.cdf,0.7,
FishingHalibutLargeT2,Catchables,,,,,,,,,,,,,,Large,38-64,50-78,163,,,,,0.1,,1.4,,"EarlyAggressive,LateAggressive,TotalAggressive,Sporadic",,,true,Objects\Characters\npc\natural\fish\Fish_B_Halibut.cdf,0.9,
FishingClamsSmallT2,Catchables,,,,,,,,,,,,,,Small,0-1,3-6,150,,,,,0,,0.8,,"LateAggressive,Sporadic,SporadicEasy",,,true,Objects\Crafting\Props\FoodStuffs\Fish\FishingKit_10\Jav_Prp_Clam.cdf,0.15,
FishingSquidSmallT2,Catchables,,,,,,,,,,,,,,Small,0-9,7-14,150,,,,,0.2,,0.8,,"EarlyAggressive,LateAggressive,Sporadic",,,true,Objects\Characters\npc\natural\fish\jav_prp_squid.cdf,0.5,
FishingSquidMediumT2,Catchables,,,,,,,,,,,,,,Medium,9-18,15-29,156,,,,,0.15,,1.2,,"EarlyAggressive,LateAggressive,TotalAggressive,Sporadic",,,true,Objects\Characters\npc\natural\fish\jav_prp_squid.cdf,0.7,
FishingSquidLargeT2,Catchables,,,,,,,,,,,,,,Large,18-28,30-49,163,,,,,0.1,,1.4,,"EarlyAggressive,LateAggressive,TotalAggressive,Sporadic",,,true,Objects\Characters\npc\natural\fish\jav_prp_squid.cdf,1,
FishingElectricEelSmallT3,Catchables,,,,,,,,,,,,,,Small,1-12,8-21,175,,,,,0.2,,0.8,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Characters\npc\natural\fish\Jav_Prp_electriceel.cdf,0.5,
FishingElectricEelMediumT3,Catchables,,,,,,,,,,,,,,Medium,12-19,22-39,188,,,,,0.15,,1.2,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Characters\npc\natural\fish\Jav_Prp_electriceel.cdf,0.7,
FishingElectricEelLargeT3,Catchables,,,,,,,,,,,,,,Large,19-33,40-66,200,,,,,0.1,,1.4,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Characters\npc\natural\fish\Jav_Prp_electriceel.cdf,1,
FishingPiranhaSmallT3,Catchables,,,,,,,,,,,,,,Small,1-5,6-7,175,,,,,0.2,,0.8,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\FishingKit_09\Jav_Prp_Piranha.cdf,0.3,
FishingPiranhaMediumT3,Catchables,,,,,,,,,,,,,,Medium,5-8,8-10,188,,,,,0.15,,1.2,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\FishingKit_09\Jav_Prp_Piranha.cdf,0.5,
FishingPiranhaLargeT3,Catchables,,,,,,,,,,,,,,Large,8-13,11-16,200,,,,,0.1,,1.4,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\FishingKit_09\Jav_Prp_Piranha.cdf,0.8,
FishingPaddlefishSmallT3,Catchables,,,,,,,,,,,,,,Small,3-15,17-26,175,,,,,0.2,,0.8,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit04\jav_prp_paddlefish_.cdf,0.5,
FishingPaddlefishMediumT3,Catchables,,,,,,,,,,,,,,Medium,15-32,27-39,188,,,,,0.15,,1.2,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit04\jav_prp_paddlefish_.cdf,0.7,
FishingPaddlefishLargeT3,Catchables,,,,,,,,,,,,,,Large,32-54,40-62,200,,,,,0.1,,1.4,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit04\jav_prp_paddlefish_.cdf,1,
FishingSpeartoothSharkSmallT3,Catchables,,,,,,,,,,,,,,Small,4-18,23-39,175,,,,,0.2,,0.8,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit03\jav_prp_sharkspeartooth1.cdf,0.5,
FishingSpeartoothSharkMediumT3,Catchables,,,,,,,,,,,,,,Medium,18-49,40-79,188,,,,,0.15,,1.2,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit03\jav_prp_sharkspeartooth1.cdf,0.8,
FishingSpeartoothSharkLargeT3,Catchables,,,,,,,,,,,,,,Large,50-81,80-105,200,,,,,0.1,,1.4,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit03\jav_prp_sharkspeartooth1.cdf,1.2,
FishingMadtomSmallT3,Catchables,,,,,,,,,,,,,,Small,0-1,1-3,175,,,,,0.2,,0.8,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Characters\npc\natural\fish\jav_prp_madtom.cdf,0.5,
FishingMadtomMediumT3,Catchables,,,,,,,,,,,,,,Medium,1-2,4-6,188,,,,,0.15,,1.2,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Characters\npc\natural\fish\jav_prp_madtom.cdf,0.7,
FishingMadtomLargeT3,Catchables,,,,,,,,,,,,,,Large,2-3,7-10,200,,,,,0.1,,1.4,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Characters\npc\natural\fish\jav_prp_madtom.cdf,1,
FishingFrogfishSmallT3,Catchables,,,,,,,,,,,,,,Small,0-2,1-7,175,,,,,0.2,,0.8,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit01\Jav_Prp_Frogfish.cdf,0.15,
FishingFrogfishMediumT3,Catchables,,,,,,,,,,,,,,Medium,2-3,7-14,188,,,,,0.15,,1.2,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit01\Jav_Prp_Frogfish.cdf,0.3,
FishingFrogfishLargeT3,Catchables,,,,,,,,,,,,,,Large,3-6,15-22,200,,,,,0.1,,1.4,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit01\Jav_Prp_Frogfish.cdf,0.6,
FishingDragonFishSmallT3,Catchables,,,,,,,,,,,,,,Small,0-1,1-3,175,,,,,0.2,,0.8,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\FishingKit_09\Jav_Prp_DragonFish.cdf,0.3,
FishingDragonFishMediumT3,Catchables,,,,,,,,,,,,,,Medium,1-2,4-8,188,,,,,0.15,,1.2,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\FishingKit_09\Jav_Prp_DragonFish.cdf,0.5,
FishingDragonFishLargeT3,Catchables,,,,,,,,,,,,,,Large,2-3,9-14,200,,,,,0.1,,1.4,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\FishingKit_09\Jav_Prp_DragonFish.cdf,0.8,
FishingPearlOysterSmallT3,Catchables,,,,,,,,,,,,,,Small,0-1,4-11,175,,,,,0,,0.8,,"LateAggressive,Sporadic,SporadicEasy",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit01\Jav_Prp_PearlOyster.cdf,0.25,
FishingStarfishSmallT3,Catchables,,,,,,,,,,,,,,Small,0-1,4-11,175,,,,,0,,0.8,,"LateAggressive,Sporadic,SporadicEasy",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit01\Jav_Prp_Starfish_A.cdf,0.5,
StarfishT1,Catchables,,,,,,,,,,,,,,None,0-1,4-11,175,,,,,0,,0.8,,"LateAggressive,Sporadic,SporadicEasy",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit01\Jav_Prp_Starfish_A.cdf,0.4,
FishingStingRaySmallT3,Catchables,,,,,,,,,,,,,,Small,1-12,6-19,175,,,,,0.2,,0.8,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Characters\npc\natural\fish\jav_prp_stingray.cdf,0.6,
FishingStingRayMediumT3,Catchables,,,,,,,,,,,,,,Medium,12-25,20-35,188,,,,,0.15,,1.2,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Characters\npc\natural\fish\jav_prp_stingray.cdf,0.8,
FishingStingRayLargeT3,Catchables,,,,,,,,,,,,,,Large,25-50,36-60,200,,,,,0.1,,1.4,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Characters\npc\natural\fish\jav_prp_stingray.cdf,1,
FishingSculpinSmallT3,Catchables,,,,,,,,,,,,,,Small,0-5,9-11,175,,,,,0.2,,0.8,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit03\jav_prp_sculpin1.cdf,0.5,
FishingSculpinMediumT3,Catchables,,,,,,,,,,,,,,Medium,5-10,12-18,188,,,,,0.15,,1.2,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit03\jav_prp_sculpin1.cdf,0.7,
FishingSculpinLargeT3,Catchables,,,,,,,,,,,,,,Large,10-16,19-24,200,,,,,0.1,,1.4,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit03\jav_prp_sculpin1.cdf,1,
FishingSwordfishSmallT3,Catchables,,,,,,,,,,,,,,Small,2-22,12-29,175,,,,,0.2,,0.8,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit04\jav_prp_swordfish_.cdf,0.5,
FishingSwordfishMediumT3,Catchables,,,,,,,,,,,,,,Medium,22-46,30-79,188,,,,,0.15,,1.2,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit04\jav_prp_swordfish_.cdf,0.7,
FishingSwordfishLargeT3,Catchables,,,,,,,,,,,,,,Large,46-82,80-124,200,,,,,0.1,,1.4,,"EarlyAggressive,LateAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\Fishing_Kit04\jav_prp_swordfish_.cdf,1.2,
FishingMerrowT5,Catchables,,,,,,,,,,,,,,None,57,60,550,,,,,0.1,,1.4,,"EarlyAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\VeryRareFish_E1\Jav_Prp_VeryRareFish_E1.cdf,1,
FishingAnglerFishT5,Catchables,,,,,,,,,,,,,,None,57,60,550,,,,,0.2,,1.4,,"EarlyAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\VeryRareFish_C1\Jav_Prp_VeryRareFish_C3.cdf,0.8,
FishingBishopFishT5,Catchables,,,,,,,,,,,,,,None,57,60,550,,,,,0.2,,1.4,,"EarlyAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\VeryRareFish_D1\Jav_Prp_VeryRareFish_D1.cdf,1,
FishingMoragT5,Catchables,,,,,,,,,,,,,,None,57,60,550,,,,,0.2,,1.4,,"EarlyAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\VeryRareFish_A1\Jav_Prp_VeryRareFish_A1.cdf,0.8,
FishingSelkieT5,Catchables,,,,,,,,,,,,,,None,57,60,550,,,,,0.2,,1.4,,"EarlyAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\VeryRareFish_E1\Jav_Prp_VeryRareFish_E3.cdf,1,
FishingMandjeMandjeT5,Catchables,,,,,,,,,,,,,,None,57,60,550,,,,,0.2,,1.4,,"EarlyAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\VeryRareFish_B1\Jav_Prp_VeryRareFish_B2.cdf,1.2,
FishingEgedeSerpeT5,Catchables,,,,,,,,,,,,,,None,57,60,550,,,,,0.2,,1.4,,"EarlyAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\VeryRareFish_C1\Jav_Prp_VeryRareFish_C4.cdf,0.8,
FishingNamazuT5,Catchables,,,,,,,,,,,,,,None,57,60,550,,,,,0.2,,1.4,,"EarlyAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\VeryRareFish_D1\Jav_Prp_VeryRareFish_D3.cdf,1,
FishingOgopogoT5,Catchables,,,,,,,,,,,,,,None,57,60,550,,,,,0.2,,1.4,,"EarlyAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\VeryRareFish_B1\Jav_Prp_VeryRareFish_B1.cdf,1.2,
FishingTessieT5,Catchables,,,,,,,,,,,,,,None,57,60,550,,,,,0.2,,1.4,,"EarlyAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\VeryRareFish_A1\Jav_Prp_VeryRareFish_A3.cdf,0.8,
FishingHafgufaT5,Catchables,,,,,,,,,,,,,,None,57,60,550,,,,,0.2,,1.4,,"EarlyAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\VeryRareFish_C1\Jav_Prp_VeryRareFish_C1.cdf,0.8,
FishingAbaiaT5,Catchables,,,,,,,,,,,,,,None,57,60,550,,,,,0.2,,1.4,,"EarlyAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\VeryRareFish_B1\Jav_Prp_VeryRareFish_B3.cdf,1.2,
FishingMerlionT5,Catchables,,,,,,,,,,,,,,None,57,60,550,,,,,0.2,,1.4,,"EarlyAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\VeryRareFish_D1\Jav_Prp_VeryRareFish_D1.cdf,1,
FishingMishipeshuT5,Catchables,,,,,,,,,,,,,,None,57,60,550,,,,,0.2,,1.4,,"EarlyAggressive,TotalAggressive",,,true,Objects\Crafting\Props\FoodStuffs\Fish\VeryRareFish_A1\Jav_Prp_VeryRareFish_A2.cdf,0.8,
FishingSeaweedT1,Catchables,,,,,,,,,,,,,,None,0-1,10,100,,,,,0.05,,1.2,,Lazy,,,false,Objects\Crafting\Props\FoodStuffs\Fish\FishingKit_10\Jav_Prp_Seaweed.cdf,0.3,
FishingBootT2,Catchables,,,,,,,,,,,,,,None,4-5,12,100,,,,,0.05,,1.2,,Lazy,,,false,Objects\Crafting\Props\catchables\Fishing_Kit05\Jav_Prp_Boot_A.cdf,1,
FishingAnchorT2,Catchables,,,,,,,,,,,,,,None,55-56,25,100,,,,,0.05,,1.2,,Lazy,,,false,Objects\Crafting\Props\catchables\Fishing_Kit06\Jav_Prp_Anchor_A.cdf,0.35,
FishingFishSwordT2,Catchables,,,,,,,,,,,,,,None,12-13,70,100,,,,,0.05,,1.2,,Lazy,,,false,Objects\Crafting\Props\catchables\FishSword\Jav_Prp_FishingSword.cdf,1,
FishingHeadedHammerT2,Catchables,,,,,,,,,,,,,,None,9-10,12,100,,,,,0.05,,1.2,,Lazy,,,false,Objects\Crafting\Props\catchables\Fishing_Kit06\Jav_Prp_FishHammer_A.cdf,0.5,
FishingOarT2,Catchables,,,,,,,,,,,,,,None,16-17,84,100,,,,,0.05,,1.2,,Lazy,,,false,Objects\Crafting\Props\catchables\Fishing_Kit08\Jav_Prp_OarFishing_A.cdf,1,
FishingTreasureChestT3,Catchables,,,,,,,,,,,,,,None,28-30,40,200,,,,,0.05,,1.2,,Lazy,,,true,Objects\Crafting\Props\catchables\Fishing_Kit07\Jav_Prp_ChestFishing.cdf,0.85,
1323_0101_SlimyBoot,Catchables,,,,,,,,,,,,,,None,3,11,100,,,,,0,,1,,Lazy,,,true,Objects\Crafting\Props\catchables\Fishing_Kit05\Jav_Prp_Boot_B.cdf,1,
1424_0101_AzothTingedFish,Catchables,,,,,,,,,,,,,,None,40-50,40-70,100,,,,,0.2,,1.3,,Sporadic,,,true,Objects\Crafting\Props\FoodStuffs\Fish\VeryRareFish_E1\Jav_Prp_VeryRareFish_E2.cdf,0.5,
0223_0101_BarbedCatfish,Catchables,,,,,,,,,,,,,,None,12-31,20-29,100,,,,,0.15,,1.3,,EarlyAggressive,,,true,Objects\Characters\npc\natural\fish\Fish_B_Catfish.cdf,1.2,
0223_0101_HookedSquid,Catchables,,,,,,,,,,,,,,None,9-18,15-29,100,,,,,0.15,,1.3,,TotalAggressive,,,true,Objects\Characters\npc\natural\fish\jav_prp_squid.cdf,1.2,
0724_0101_CorruptionTingedFish,Catchables,,,,,,,,,,,,,,None,66,66,100,,,,,0.2,,1.4,,TotalAggressive,,,true,Objects\Crafting\Props\FoodStuffs\Fish\VeryRareFish_C1\Jav_Prp_VeryRareFish_C2.cdf,1,
FishingSummerMedleySturgeonSmallT3,Catchables,,,,,,,,,,,,,,Small,1-12,20-29,150,,,,,0.2,,0.8,,"EarlyAggressive,LateAggressive,Sporadic",,,true,objects\characters\npc\natural\fish\Aeternum_Sturgeon_Fish.cdf,0.7,Fishing_SummerMedley_Med
FishingSummerMedleySturgeonMediumT3,Catchables,,,,,,,,,,,,,,Medium,12-40,29-39,156,,,,,0.15,,1.2,,"EarlyAggressive,LateAggressive,TotalAggressive,Sporadic",,,true,objects\characters\npc\natural\fish\Aeternum_Sturgeon_Fish.cdf,1,Fishing_SummerMedley_Large
FishingSummerMedleySturgeonLargeT3,Catchables,,,,,,,,,,,,,,Large,40-77,40-67,163,,,,,0.1,,1.4,,"EarlyAggressive,LateAggressive,TotalAggressive,Sporadic",,,true,objects\characters\npc\natural\fish\Aeternum_Sturgeon_Fish.cdf,1.2,Fishing_SummerMedley_Xlarge
FishingSummerMedleyCacheT3,Catchables,,,,,,,,,,,,,,None,28-30,40,150,,,,,0.05,,1.2,,Lazy,,,false,objects\characters\npc\natural\fish\Summer_MedleyfaireCache.cdf,0.5,Fishing_SummerMedley_Small
SummerMedley_PristineSoakedWood,Catchables,,,,,,,,,,,,,,None,16,30,125,,,,,0.05,,1.2,,Lazy,,,false,objects\characters\npc\natural\fish\Summer_PristineWood.cdf,1,Fishing_SummerMedley_Xsmall
SummerMedley_AssortedCoral,Catchables,,,,,,,,,,,,,,None,3,11,125,,,,,0.05,,1.2,,Lazy,,,false,objects\characters\npc\natural\fish\Summer_SeaGrass.cdf,1,Fishing_SummerMedley_Xsmall
SummerMedley_CautiouslyWrappedStuffing,Catchables,,,,,,,,,,,,,,None,9,15,125,,,,,0.05,,1.2,,Lazy,,,false,objects\characters\npc\natural\fish\Summer_WrappedStuffing.cdf,1,Fishing_SummerMedley_Xsmall
Lazy,FishBehavior,,,,,,,,,,,,,,,,,,,,,,,,,,,0,@ui_fishbehavior_lazy,,,,
EarlyAggressive,FishBehavior,,,,,,,,,,,,,,,,,,,,,,,,,,,11111000,@ui_fishbehavior_hotheaded,,,,
LateAggressive,FishBehavior,,,,,,,,,,,,,,,,,,,,,,,,,,,11111,@ui_fishbehavior_brooding,,,,
TotalAggressive,FishBehavior,,,,,,,,,,,,,,,,,,,,,,,,,,,11111110,@ui_fishbehavior_aggressive,,,,
Sporadic,FishBehavior,,,,,,,,,,,,,,,,,,,,,,,,,,,10101010,@ui_fishbehavior_sporadic,,,,
SporadicEasy,FishBehavior,,,,,,,,,,,,,,,,,,,,,,,,,,,1001001,@ui_fishbehavior_sporadiceasy,,,,
