VariantID,StartMesh,StartMat,GatherableEntryID,GatheringRadius,InteractionRadius,DetectableRadius,AudioPreload_Depletion,DepletedSFX,Collision_Play_SFX,Collision_Stop_SFX,CollisionFX,DepletedVFX,DepletedMesh,DepletedMat,StartMeshLOD,EndMeshLOD,AmbientType,ShowOnCompass,CompassIcon,TradeskillIconUnlockType,MarkerRadius,AllowGatheringInGameModes,AudioPreload_gathering,SFX_Gathering
Hemp_c,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_mat.mtl,HempSmall,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Summer_C,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Hemp_Compass.png,Hemp,3,,gather_interact_resources,Play_Gather_Interact_Plant
Melons,Objects\Gatherables\Food\Melon\jav_rsrc_melon_a_proxy.cgf,Objects\Gatherables\Food\Melon\JAV_Rsrc_Melon_A_proxy_mat.mtl,Melon,0,2.3,1.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,,,,100,,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.8,,gather_interact_resources,Play_Gather_Interact_Plant
PumpkinPlant_a,Objects\Nature\Veg_Plants\Plants_Forest\Pumpkin\jav_fst_pumpkinplant_a.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Pumpkin\JAV_Fst_PumpkinPlant_A_mat.mtl,Squash,1,2.5,2,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Pumpkin_A,Objects\Nature\Veg_Plants\Plants_Forest\Pumpkin\jav_fst_pumpkinplant_pick_a.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Pumpkin\JAV_Fst_PumpkinPlant_A_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,4,,gather_interact_resources,Play_Gather_Interact_Plant
PumpkinPlant_b,Objects\Nature\Veg_Plants\Plants_Forest\Pumpkin\jav_fst_pumpkinplant_b.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Pumpkin\JAV_Fst_PumpkinPlant_A_mat.mtl,Squash,1,2,1.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Pumpkin_B,Objects\Nature\Veg_Plants\Plants_Forest\Pumpkin\jav_fst_pumpkinplant_pick_b.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Pumpkin\JAV_Fst_PumpkinPlant_A_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.5,,gather_interact_resources,Play_Gather_Interact_Plant
PumpkinPlant_c,Objects\Nature\Veg_Plants\Plants_Forest\Pumpkin\jav_fst_pumpkinplant_c.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Pumpkin\JAV_Fst_PumpkinPlant_A_mat.mtl,Squash,1,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Pumpkin_C,Objects\Nature\Veg_Plants\Plants_Forest\Pumpkin\jav_fst_pumpkinplant_pick_c.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Pumpkin\JAV_Fst_PumpkinPlant_A_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Rice,Objects\Gatherables\Food\Rice\jav_rsrc_rice_a_proxy.cgf,Objects\Gatherables\Food\Rice\JAV_Rsrc_Barley_A_proxy_mat.mtl,Barley,0,2,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Grain_A,,,100,,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Grain_Compass.png,FarmPlants,3.5,,gather_interact_resources,Play_Gather_Interact_Plant
SquashPlant_a,Objects\Nature\Veg_Plants\Plants_Forest\Squash\jav_fst_squashplant_a.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Squash\JAV_Fst_SquashPlant_A_mat.mtl,Squash,1,2.5,2,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squash_A,Objects\Nature\Veg_Plants\Plants_Forest\Squash\jav_fst_squashplant_pick_a.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Squash\JAV_Fst_SquashPlant_A_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,4,,gather_interact_resources,Play_Gather_Interact_Plant
SquashPlant_b,Objects\Nature\Veg_Plants\Plants_Forest\Squash\jav_fst_squashplant_b.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Squash\JAV_Fst_SquashPlant_A_mat.mtl,Squash,1,2,1.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squash_B,Objects\Nature\Veg_Plants\Plants_Forest\Squash\jav_fst_squashplant_pick_b.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Squash\JAV_Fst_SquashPlant_A_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.5,,gather_interact_resources,Play_Gather_Interact_Plant
SquashPlant_c,Objects\Nature\Veg_Plants\Plants_Forest\Squash\jav_fst_squashplant_c.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Squash\JAV_Fst_SquashPlant_A_mat.mtl,Squash,1,1.8,1.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squash_C,Objects\Nature\Veg_Plants\Plants_Forest\Squash\jav_fst_squashplant_pick_c.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Squash\JAV_Fst_SquashPlant_A_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
SquirtberryBush_a,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_mat.mtl,BerryBushLarge,0.65,2.2,2,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squirtberry_Summer_A,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_pick_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.7,,gather_interact_resources,Play_Gather_Interact_Plant
SquirtberryBush_b,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_mat.mtl,BerryBushMedium,0.65,1.8,1.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squirtberry_Summer_B,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_pick_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
SquirtberryBush_c,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_mat.mtl,BerryBushSmall,0.65,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squirtberry_Summer_C,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
StrawberryPlant_a,Objects\Nature\Veg_Plants\Plants_Forest\Strawberry\jav_fst_strawberryplant_a.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Strawberry\JAV_Fst_StrawberryPlant_A_mat.mtl,Strawberry,1,2.2,1.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Strawberry_A,Objects\Nature\Veg_Plants\Plants_Forest\Strawberry\jav_fst_strawberryplant_pick_a.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Strawberry\JAV_Fst_StrawberryPlant_A_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.7,,gather_interact_resources,Play_Gather_Interact_Plant
StrawberryPlant_b,Objects\Nature\Veg_Plants\Plants_Forest\Strawberry\jav_fst_strawberryplant_b.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Strawberry\JAV_Fst_StrawberryPlant_A_mat.mtl,Strawberry,1,1.8,1.25,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Strawberry_B,Objects\Nature\Veg_Plants\Plants_Forest\Strawberry\jav_fst_strawberryplant_pick_b.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Strawberry\JAV_Fst_StrawberryPlant_A_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
StrawberryPlant_c,Objects\Nature\Veg_Plants\Plants_Forest\Strawberry\jav_fst_strawberryplant_c.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Strawberry\JAV_Fst_StrawberryPlant_A_mat.mtl,Strawberry,1,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Strawberry_C,Objects\Nature\Veg_Plants\Plants_Forest\Strawberry\jav_fst_strawberryplant_pick_c.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Strawberry\JAV_Fst_StrawberryPlant_A_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
WheatPlant_a,Objects\Crafting\Props\FoodStuffs\Grains\WheatPlants\JAV_PRP_WheatPlant_A.cgf,Objects\Crafting\Props\FoodStuffs\Grains\WheatPlants\JAV_PRP_WheatPlants_mat.mtl,Wheat,1,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Grain_C,,,100,,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Pinecone_a,Objects\Nature\Veg_Bramble\Bramble_Forest\PineCone\jav_fst_pinecone_a.cgf,Objects\Nature\Veg_Bramble\Bramble_Forest\PineCone\JAV_Fst_PineCone_A_mat.mtl,NutSmall,0.5,1.8,0.5,N/A,Play_Gather_Nuts,,,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Tree.Demolish.Break_Tree_D,,,100,,,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Pinecone_b,Objects\Nature\Veg_Bramble\Bramble_Forest\PineCone\jav_fst_pinecone_b.cgf,Objects\Nature\Veg_Bramble\Bramble_Forest\PineCone\JAV_Fst_PineCone_A_mat.mtl,NutSmall,0.07,1.8,0.5,N/A,Play_Gather_Nuts,,,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Tree.Demolish.Break_Tree_E,,,100,,,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Berrybush_a_fall01,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Fall01_mat.mtl,BerryBushLarge,0.4,2.2,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Burstberry_Fall01_A,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_pick_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Fall01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.7,,gather_interact_resources,Play_Gather_Interact_Plant
Berrybush_b_fall01,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Fall01_mat.mtl,BerryBushMedium,0.2,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Burstberry_Fall01_B,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_pick_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Fall01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Berrybush_c_fall01,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Fall01_mat.mtl,BerryBushSmall,0.1,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Burstberry_Fall01_C,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Fall01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Grass_Cattail_a_fall01,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_a.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Fall01_mat.mtl,CatTailLarge,0.65,2.2,1.25,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Cattail_Break_A,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_pick_a.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Fall01_mat.mtl,100,100,Cattail,,,,3.7,,gather_interact_resources,Play_Gather_Interact_Plant
Grass_Cattail_b_fall01,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_b.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Fall01_mat.mtl,CatTailMedium,0.65,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Cattail_Break_B,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_pick_b.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Fall01_mat.mtl,100,100,Cattail,,,,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Grass_Cattail_c_fall01,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_c.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Fall01_mat.mtl,CatTailSmall,0.65,1.8,0.8,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Cattail_Break_C,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_pick_c.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Fall01_mat.mtl,100,100,Cattail,,,,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_a_fall01,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Fall01_mat.mtl,HempLarge,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Fall01_A,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Fall01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Hemp_Compass.png,Hemp,3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_b_fall01,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Fall01_mat.mtl,HempMedium,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Fall01_B,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Fall01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Hemp_Compass.png,Hemp,3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_c_fall01,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Fall01_mat.mtl,HempSmall,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Fall01_C,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Fall01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Hemp_Compass.png,Hemp,3,,gather_interact_resources,Play_Gather_Interact_Plant
SquirtberryBush_a_fall01,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Fall01_mat.mtl,BerryBushLarge,0.65,2.2,2,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squirtberry_Fall01_A,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_pick_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Fall01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.7,,gather_interact_resources,Play_Gather_Interact_Plant
SquirtberryBush_b_fall01,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Fall01_mat.mtl,BerryBushMedium,0.65,1.8,1.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squirtberry_Fall01_B,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_pick_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Fall01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
SquirtberryBush_c_fall01,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Fall01_mat.mtl,BerryBushSmall,0.65,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squirtberry_Fall01_C,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Fall01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Berrybush_a_fall02,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Fall02_mat.mtl,BerryBushLarge,0.4,2.2,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Burstberry_Fall02_A,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_pick_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Fall02_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.7,,gather_interact_resources,Play_Gather_Interact_Plant
Berrybush_b_fall02,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Fall02_mat.mtl,BerryBushMedium,0.2,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Burstberry_Fall02_B,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_pick_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Fall02_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Berrybush_c_fall02,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Fall02_mat.mtl,BerryBushSmall,0.1,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Burstberry_Fall02_C,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Fall02_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
