VariantID,Visual_Healthy,Visual_Depleted,Visual_NotOnRequiredQuest,Visual_Basemesh,GatherableEntryID,GatheringRadius,InteractionRadius,DetectableRadius,MarkerRadius,AudioPreload_depleted,SFX_depleted,SFX_Idle,VFX_Idle,IdleVFX_Offset_Z,DepletedVFX,depletedVFX_Offset_Z,DepletedVFX_Quest,DepletedVFX_Quest_Offset_Z,GatheringFX,gatheringVFX_Offzet_Z,interactionMarker_Offset_Z,InteractionEvent,InteractTag,InteractOnlyOnQuest,AchievementID,AchievementServerState,IsStateControlledBySlayerScript,RequireLoS,RequiredAchievement,AudioPreload_gathering,SFX_gathering,SFX_depleted_idle_play,SFX_depleted_idle_stop,AudioPreload_Depleted_idle,AudioPreload_idle,ScriptDiscoveryTag,ScriptSpawnerId
1124_VistaPoint2,,,,,1124_VistaPoint2,1,3.25,2.5,5,,Play_Gather_Chest_Small,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1124_VistaPoint2,true,,,,,,,,,,,,,
1124_VistaPoint3,,,,,1124_VistaPoint3,1,3.25,2.5,5,,Play_Gather_Chest_Small,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1124_VistaPoint3,true,,,,,,,,,,,,,
1124_VistaPoint4,,,,,1124_VistaPoint4,1,3.25,2.5,5,,Play_Gather_Chest_Small,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1124_VistaPoint4,true,,,,,,,,,,,,,
1656_0101_Report,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_0101_report_00.dynamicslice,,,,1656_0101_Report,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1656_0101_Report,true,,,,,,,,,,,,,
1656_0101_Report_01,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_0101_report_00.dynamicslice,,,,1656_0101_Report_01,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1656_0101_Report_01,true,,,,,,,,,,,,,
1656_0101_Report_02,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_0101_report_00.dynamicslice,,,,1656_0101_Report_02,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1656_0101_Report_02,true,,,,,,,,,,,,,
1656_0101_Report_03,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_0101_report_00.dynamicslice,,,,1656_0101_Report_03,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1656_0101_Report_03,true,,,,,,,,,,,,,
1656_0101_Report_04,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_0101_report_00.dynamicslice,,,,1656_0101_Report_04,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1656_0101_Report_04,true,,,,,,,,,,,,,
1656_0401_Tent_01,,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_tent_01.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_tent_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_tent_00.dynamicslice,1656_0401_Tent_01,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1656_0401_Tent_01,true,,,,,,,,,,,,,
1656_0401_Tent_02,,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_tent_01.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_tent_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_tent_00.dynamicslice,1656_0401_Tent_02,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1656_0401_Tent_02,true,,,,,,,,,,,,,
1656_0401_Tent_03,,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_tent_01.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_tent_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_tent_00.dynamicslice,1656_0401_Tent_03,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1656_0401_Tent_03,true,,,,,,,,,,,,,
1650_0301_Tomb,,,,,1650_0301_Tomb,1,5,2.5,5,,,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_1650_0301_Tomb,true,,,,,,,,,,,,,
1655_0201_Table_01,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0201_table_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0201_table_01.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0201_table_00.dynamicslice,,1655_0201_Table_01,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_1655_0201_Table_01,true,,,,,,,,,,,,,
1655_0201_Table_02,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0201_table_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0201_table_01.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0201_table_00.dynamicslice,,1655_0201_Table_02,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_1655_0201_Table_02,true,,,,,,,,,,,,,
1655_0201_Table_03,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0201_table_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0201_table_01.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0201_table_00.dynamicslice,,1655_0201_Table_03,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_1655_0201_Table_03,true,,,,,,,,,,,,,
1655_0201_Table_04,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0201_table_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0201_table_01.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0201_table_00.dynamicslice,,1655_0201_Table_04,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_1655_0201_Table_04,true,,,,,,,,,,,,,
1655_0201_Table_05,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0201_table_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0201_table_01.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0201_table_00.dynamicslice,,1655_0201_Table_05,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_1655_0201_Table_05,true,,,,,,,,,,,,,
1650_0101_Idol,,,,,1650_0101_Idol,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1650_0101_Idol,true,,,,,,,,,,,,,
1602_0101_Note,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_0101_report_00.dynamicslice,,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_0101_report_00.dynamicslice,,1602_0101_Note,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1602_0101_Note,true,,,,,,,,,,,,,
1602_0101_Tablet,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1602_0101_tablet_00.dynamicslice,,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_0101_tablet_00.dynamicslice,,1602_0101_Tablet,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1602_0101_Tablet,true,,,,,,,,,,,,,
1656_0201_Supplies_01,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_supplies_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_supplies_01.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_supplies_00.dynamicslice,,1656_0201_Supplies_01,2,3.25,2.5,5,Missions_StrengthAndWeakness,Play_Missions_StrengthAndWeakness_SupplyFire,,cFX_Loot.Loot_Quest_Medium,1,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_1656_0201_Supplies_01,true,,,,,,,,,,,,,
1656_0201_Supplies_02,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_supplies_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_supplies_01.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_supplies_00.dynamicslice,,1656_0201_Supplies_02,2,3.25,2.5,5,Missions_StrengthAndWeakness,Play_Missions_StrengthAndWeakness_SupplyFire,,cFX_Loot.Loot_Quest_Medium,1,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_1656_0201_Supplies_02,true,,,,,,,,,,,,,
1656_0201_Supplies_03,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_supplies_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_supplies_01.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_supplies_00.dynamicslice,,1656_0201_Supplies_03,2,3.25,2.5,5,Missions_StrengthAndWeakness,Play_Missions_StrengthAndWeakness_SupplyFire,,cFX_Loot.Loot_Quest_Medium,1,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_1656_0201_Supplies_03,true,,,,,,,,,,,,,
1656_0201_Supplies_04,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_supplies_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_supplies_01.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1656_supplies_00.dynamicslice,,1656_0201_Supplies_04,2,3.25,2.5,5,Missions_StrengthAndWeakness,Play_Missions_StrengthAndWeakness_SupplyFire,,cFX_Loot.Loot_Quest_Medium,1,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_1656_0201_Supplies_04,true,,,,,,,,,,,,,
1656_0401_Banner,,,,,1656_0401_Banner,1,3.25,2.5,5,,,,,,,,,,,,,,IO_1656_0401_Banner,true,,,,,,,,,,,,,
1602_0301_Forge,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1602_Forge_Idle.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1602_Forge_Active.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1602_Forge_Idle.dynamicslice,,1602_0301_Forge,0.5,1.75,2,5,,,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_1602_0301_Forge,true,,,,,,,,,,,,,
1655_0301_Launcher_01,,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0301_artillery_01.dynamicslice,,,1655_0301_Launcher_01,1,3.25,2.5,5,Missions_ABlazeOfGlory,Play_Missions_ABlazeOfGlory_TrebuchetFire,,cFX_Loot.Loot_Quest_Medium,1,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_1655_0301_Launcher_01,true,,,,,,,,,,,,,
1655_0301_Launcher_02,,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0301_artillery_01.dynamicslice,,,1655_0301_Launcher_02,1,3.25,2.5,5,Missions_ABlazeOfGlory,Play_Missions_ABlazeOfGlory_TrebuchetFire,,cFX_Loot.Loot_Quest_Medium,1,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_1655_0301_Launcher_02,true,,,,,,,,,,,,,
1655_0301_Launcher_03,,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1655_0301_artillery_01.dynamicslice,,,1655_0301_Launcher_03,1,3.25,2.5,5,Missions_ABlazeOfGlory,Play_Missions_ABlazeOfGlory_TrebuchetFire,,cFX_Loot.Loot_Quest_Medium,1,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_1655_0301_Launcher_03,true,,,,,,,,,,,,,
1602_0401_StatuePanacea,,,,,1602_0401_StatuePanacea,0.3,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,,,,,,,IO_1602_0401_StatuePanacea,true,,,,,,,,,,,,,
1605_0901_EnneadPrimeLock,,,,,1605_0901_EnneadPrimeLock,0.3,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,,,,,,,IO_1605_0901_EnneadPrimeLock,true,,,,,,,,,,,,,
1679_0101_FrostcliffBerrySM,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1679_0101_FrostcliffBerry_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1679_0101_FrostcliffBerry_01.dynamicslice,,,1679_0101_FrostcliffBerrySM,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1679_0101_FrostcliffBerrySM,true,,,,,,,,,,,,,
1679_0101_FrostcliffBerryER,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1679_0101_FrostcliffBerry_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1679_0101_FrostcliffBerry_01.dynamicslice,,,1679_0101_FrostcliffBerryER,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1679_0101_FrostcliffBerryER,true,,,,,,,,,,,,,
1679_0101_FrostcliffBerryGC,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1679_0101_FrostcliffBerry_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1679_0101_FrostcliffBerry_01.dynamicslice,,,1679_0101_FrostcliffBerryGC,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1679_0101_FrostcliffBerryGC,true,,,,,,,,,,,,,
1666_0101_CharmionScroll,,,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1666_0101_CharmionScroll.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1666_0101_CharmionScroll.dynamicslice,1666_0101_CharmionScroll,0.3,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1666_0101_CharmionScroll,false,,,,,16_CharmionCinematic_Unlock,,,,,,,,
1625_0101_LegionGearA,,,,slices\WorldEvents\Ebonscale\ArmorPile\WorldEvent_Object_0831_ArmorPile_00.dynamicslice,1625_0101_LegionGearA,0.3,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1625_0101_LegionGearA,true,,,,,,,,,,,,,
1625_0101_LegionGearB,,,,slices\WorldEvents\Ebonscale\ArmorPile\WorldEvent_Object_0831_ArmorPile_00.dynamicslice,1625_0101_LegionGearB,0.3,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1625_0101_LegionGearB,true,,,,,,,,,,,,,
1625_0101_LegionGearC,,,,slices\WorldEvents\Ebonscale\ArmorPile\WorldEvent_Object_0831_ArmorPile_00.dynamicslice,1625_0101_LegionGearC,0.3,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1625_0101_LegionGearC,true,,,,,,,,,,,,,
1625_0101_LegionGearD,,,,slices\WorldEvents\Ebonscale\ArmorPile\WorldEvent_Object_0831_ArmorPile_00.dynamicslice,1625_0101_LegionGearD,0.3,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1625_0101_LegionGearD,true,,,,,,,,,,,,,
1625_0102_LegionSabotage,,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1625_0102_LegionSabotage.dynamicslice,,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1625_0102_LegionSabotage_Base.dynamicslice,1625_0102_LegionSabotage,1,3.25,2.5,5,Missions_PreemptiveStrike,Play_Gather_PreemptiveStrike_SupplyFire,,cFX_Loot.Loot_Quest_Medium,1,,,cFX_Loot.Loot_Quest_Medium_Depleted,1,,,,,IO_1625_0102_LegionSabotage,true,,,,,,,,,,,,,
1625_0201_ImhotepCage,slices\WorldEvents\BrimstoneSands\Interact\IO_Brim_Driftwood_Cage_DoorsClosed.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\IO_Brim_Driftwood_Cage_DoorsOpen.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\IO_Brim_Driftwood_Cage_DoorsClosed.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\IO_Brim_Driftwood_Cage_Ambient.dynamicslice,1625_0201_ImhotepCage,1,3.25,2.5,5,,,,,,,,,,,,,,IO_1625_0201_ImhotepCage,false,16_ImhotepCageUnlock,,,,,,,,,,,,
1625_0201_ImhotepCageNoduleA,slices\WorldEvents\BrimstoneSands\Interact\IO_Brim_Driftwood_Nodule_Closed.dynamicslice,,,,1625_0201_ImhotepCageNoduleA,1,3.25,2.5,5,,,,,,,,,,,,,,IO_1625_0201_ImhotepCageNoduleA,false,16_ImhotepNoduleUnlock,,,,,,,,,,,,
1625_0202_ImhotepScroll,,,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1625_0202_ImhotepScroll.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1625_0202_ImhotepScroll.dynamicslice,1625_0202_ImhotepScroll,0.3,3.25,2.5,5,,,,,,,,,,,,,,IO_1625_0202_ImhotepScroll,false,,,,,16_ImhotepCinematic_Unlock,,,,,,,,
1624_0301_AESeedFocus,slices\WorldEvents\BrimstoneSands\Interact\IO_Brim_SeedPod_GrowDevice_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\IO_Brim_SeedPod_GrowDevice_01.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\IO_Brim_SeedPod_GrowDevice_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\IO_Brim_SeedPod_GrowDevice_base00.dynamicslice,1624_0301_AESeedFocus,1,3.25,2.5,5,struct_brimstonesands_seedpod_devices,Play_SFX_GrowDevice_Depleted,Play_SFX_GrowDevice_Idle,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1624_0301_AESeedFocus,true,,,,,,,,,,,,,
1624_0302_GildedOuroboros,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_0302_GildedOuroboros.dynamicslice,,,,1624_0302_GildedOuroboros,0.3,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1624_0302_GildedOuroboros,true,,,,,,,,,,,,,
1624_0302_GoldenSpearhead,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_0302_GoldenSpearhead.dynamicslice,,,,1624_0302_GoldenSpearhead,0.3,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1624_0302_GoldenSpearhead,true,,,,,,,,,,,,,
1624_0302_BrokenVessel,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_0302_SealedVessel_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_0302_SealedVessel_01.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_0302_SealedVessel_00.dynamicslice,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_0302_SealedVessel_base.dynamicslice,1624_0302_BrokenVessel,0.3,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1624_0302_BrokenVessel,true,,,,,,,,,,,,,
1624_0302_RitualOuroboros,,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_0302_GildedOuroboros.dynamicslice,,,1624_0302_RitualOuroboros,0.3,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_1624_0302_RitualOuroboros,true,,,,,,,,,,,,,
1624_0302_RitualSpearhead,,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_0302_GoldenSpearhead.dynamicslice,,,1624_0302_RitualSpearhead,0.3,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_1624_0302_RitualSpearhead,true,,,,,,,,,,,,,
1624_0302_RitualVotiveAltar,,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_0302_RitualVotiveAltar.dynamicslice,,,1624_0302_RitualVotiveAltar,0.3,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1624_0302_RitualVotiveAltar,true,,,,,,,,,,,,,
1624_0302_AncientFocusPedestal,,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_AncientFocusPedestal.dynamicslice,,,SliceSwap_Instanced,1,3.25,2.5,5,,,,,,,,,,,,,,,false,SwapActive_16_RitualAltar_On,,,,,,,,,,,,
1624_0302_ApophisSEVis,,slices\InteractObjects\Brimstone\IO_Brim_ApophisEyes_A.dynamicslice,,,SliceSwap_Instanced,1,3.25,2.5,5,,,,,,,,,,,,,,,false,SwapActive_16_ApophisSE_On,,,,,,,,,,,,
1624_0303_HermPuzzleHint,,,,,SliceSwap_Instanced,1,3.25,2.5,5,,,,,,cfx_npc_ancientguardian.Azure_idle_head01,,,,,,,,,true,SwapActive_1624_HermPuzzleHints_On,Depleted,,,,,,,,,,,
1624_0303_HermPuzzleHintGlow_A,,slices\WorldEvents\BrimstoneSands\WorldEvent_Object_GlyphGlow_03.dynamicslice,,,SliceSwap_Instanced,1,3.25,2.5,5,,,,,,,,,,,,,,,true,SwapActive_1624_HermPuzzleHints_On,Depleted,,,,,,,,,,,
1624_0303_HermPuzzleHintGlow_B,,slices\WorldEvents\BrimstoneSands\WorldEvent_Object_GlyphGlow_14.dynamicslice,,,SliceSwap_Instanced,1,3.25,2.5,5,,,,,,,,,,,,,,,true,SwapActive_1624_HermPuzzleHints_On,Depleted,,,,,,,,,,,
1624_0303_AncientSelectorA_01,,,,,1624_0303_AncientSelectorA,0.3,2.2,2.5,5,,,,cFX_Loot.Loot_Quest_Small,-0.25,,,,,,,-1,,,,,,true,,,Struct_BrimstoneSands_AzothProjector,Play_SFX_AzothProjector_Movement,,,,,,
1624_0303_AncientSelectorA_02,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_Glyph04.dynamicslice,,,,1624_0303_AncientSelectorA,0.3,2.2,2.5,5,,,,cFX_Loot.Loot_Quest_Small,-0.25,,,,,,,-1,,,,,,true,,,Struct_BrimstoneSands_AzothProjector,Play_SFX_AzothProjector_Movement,,,,,,
1624_0303_AncientSelectorA_03,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_Glyph16.dynamicslice,,,,1624_0303_AncientSelectorA,0.3,2.2,2.5,5,,,,cFX_Loot.Loot_Quest_Small,-0.25,,,,,,,-1,,,,,,true,,,Struct_BrimstoneSands_AzothProjector,Play_SFX_AzothProjector_Movement,,,,,,
1624_0303_AncientSelectorA_04,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_Glyph14.dynamicslice,,,,1624_0303_AncientSelectorA,0.3,2.2,2.5,5,,,,cFX_Loot.Loot_Quest_Small,-0.25,,,,,,,-1,,,,,,true,,,Struct_BrimstoneSands_AzothProjector,Play_SFX_AzothProjector_Movement,,,,,,
1624_0303_AncientSelectorA_05,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_Glyph26.dynamicslice,,,,1624_0303_AncientSelectorA,0.3,2.2,2.5,5,,,,cFX_Loot.Loot_Quest_Small,-0.25,,,,,,,-1,,,,,,true,,,Struct_BrimstoneSands_AzothProjector,Play_SFX_AzothProjector_Movement,,,,,,
1624_0303_AncientSelectorB_01,,,,,1624_0303_AncientSelectorB,0.3,2.2,2.5,5,,,,cFX_Loot.Loot_Quest_Small,-0.25,,,,,,,-1,,,,,,true,,,Struct_BrimstoneSands_AzothProjector,Play_SFX_AzothProjector_Movement,,,,,,
1624_0303_AncientSelectorB_02,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_Glyph02.dynamicslice,,,,1624_0303_AncientSelectorB,0.3,2.2,2.5,5,,,,cFX_Loot.Loot_Quest_Small,-0.25,,,,,,,-1,,,,,,true,,,Struct_BrimstoneSands_AzothProjector,Play_SFX_AzothProjector_Movement,,,,,,
1624_0303_AncientSelectorB_03,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_Glyph11.dynamicslice,,,,1624_0303_AncientSelectorB,0.3,2.2,2.5,5,,,,cFX_Loot.Loot_Quest_Small,-0.25,,,,,,,-1,,,,,,true,,,Struct_BrimstoneSands_AzothProjector,Play_SFX_AzothProjector_Movement,,,,,,
1624_0303_AncientSelectorB_04,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_Glyph20.dynamicslice,,,,1624_0303_AncientSelectorB,0.3,2.2,2.5,5,,,,cFX_Loot.Loot_Quest_Small,-0.25,,,,,,,-1,,,,,,true,,,Struct_BrimstoneSands_AzothProjector,Play_SFX_AzothProjector_Movement,,,,,,
1624_0303_AncientSelectorB_05,slices\WorldEvents\BrimstoneSands\Interact\WorldEvent_Object_1624_Glyph03.dynamicslice,,,,1624_0303_AncientSelectorB,0.3,2.2,2.5,5,,,,cFX_Loot.Loot_Quest_Small,-0.25,,,,,,,-1,,,,,,true,,,Struct_BrimstoneSands_AzothProjector,Play_SFX_AzothProjector_Movement,,,,,,
1624_0303_AncientActuator,,,,,1624_0303_AncientActuator,0.3,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_1624_0303_AncientActuator,true,,,,,,,,,,,,,
