VariantID,StartMesh,Mass,StartMeshLOD,Play_Falling_SFX,Stop_Falling_SFX,Play_Sliding_SFX,X_Sliding_SFX,Y_Sliding_SFX,Z_Sliding_SFX,CutMaterial
OakTree_a_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_a.cgf,50000,190,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,8,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_mat_Cut.mtl
OakTree_a_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_a.cgf,50000,190,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,8,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat_Cut.mtl
OakTree_a_fall02_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_a.cgf,50000,190,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,8,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat_Cut.mtl
OakTree_a_spri01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_a.cgf,50000,190,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,8,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Spri01_mat_Cut.mtl
OakTree_a_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_a.cgf,50000,190,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,8,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat_Cut.mtl
OakTree_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_b.cgf,8000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,8,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_mat_Cut.mtl
OakTree_b_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_b.cgf,8000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,8,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat_Cut.mtl
OakTree_b_fall02_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_b.cgf,8000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,8,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat_Cut.mtl
OakTree_b_spri01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_b.cgf,8000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,8,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Spri01_mat_Cut.mtl
OakTree_b_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_b.cgf,8000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,8,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat_Cut.mtl
OakTree_c_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_c.cgf,8000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_mat_Cut.mtl
OakTree_c_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_c.cgf,8000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat_Cut.mtl
OakTree_c_fall02_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_c.cgf,8000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat_Cut.mtl
OakTree_c_spri01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_c.cgf,8000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Spri01_mat_Cut.mtl
OakTree_c_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_c.cgf,8000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat_Cut.mtl
OakTree_d_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_d.cgf,8000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-1,2,6,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_mat_Cut.mtl
OakTree_d_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_d.cgf,8000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-1,2,6,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat_Cut.mtl
OakTree_d_fall02_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_d.cgf,8000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-1,2,6,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat_Cut.mtl
OakTree_d_spri01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_d.cgf,8000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-1,2,6,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Spri01_mat_Cut.mtl
OakTree_d_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_d.cgf,8000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-1,2,6,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat_Cut.mtl
OakTree_Dead_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_cuttrunk_b.cgf,2000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,8,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat_Cut.mtl
OakTree_Dead_c_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_cuttrunk_c.cgf,2000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat_Cut.mtl
OakTree_Dead_ca_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_cuttrunk_ca.cgf,2000,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,4,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat_Cut.mtl
OakTree_Dead_d_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_cuttrunk_d.cgf,400,150,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-1,1,4,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat_Cut.mtl
OakTree_Dead_e_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_cuttrunk_e.cgf,400,140,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,-1,0,3,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat_Cut.mtl
OakTree_Dead_f_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_cuttrunk_f.cgf,400,120,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0.3,-0.5,3,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat_Cut.mtl
OakTree_e_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_e.cgf,8000,140,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-1.5,-1,6,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_mat_Cut.mtl
OakTree_e_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_e.cgf,8000,140,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-1.5,-1,6,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat_Cut.mtl
OakTree_e_fall02_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_e.cgf,8000,140,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-1.5,-1,6,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat_Cut.mtl
OakTree_e_spri01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_e.cgf,8000,140,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-1.5,-1,6,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Spri01_mat_Cut.mtl
OakTree_e_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_e.cgf,8000,140,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-1.5,-1,6,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat_Cut.mtl
OakTree_f_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_f.cgf,8000,120,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,4,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_mat_Cut.mtl
OakTree_f_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_f.cgf,8000,120,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,4,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat_Cut.mtl
OakTree_f_fall02_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_f.cgf,8000,120,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,4,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat_Cut.mtl
OakTree_f_spri01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_f.cgf,8000,120,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,4,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Spri01_mat_Cut.mtl
OakTree_f_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_cuttrunk_f.cgf,8000,120,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,4,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat_Cut.mtl
PineTree_a_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_cuttrunk_a.cgf,1000,180,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat_Cut.mtl
PineTree_a_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_cuttrunk_a.cgf,1000,180,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat_Cut.mtl
PineTree_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_cuttrunk_b.cgf,1000,180,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat_Cut.mtl
PineTree_b_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_cuttrunk_b.cgf,1000,180,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat_Cut.mtl
PineTree_c_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_cuttrunk_c.cgf,1000,180,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat_Cut.mtl
PineTree_c_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_cuttrunk_c.cgf,1000,180,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat_Cut.mtl
PineTree_d_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_cuttrunk_d.cgf,1000,100,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,8,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat_Cut.mtl
PineTree_d_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_cuttrunk_d.cgf,1000,100,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,8,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat_Cut.mtl
PineTree_Dead_a_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_deadcut_a.cgf,1000,90,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat_Cut.mtl
PineTree_Dead_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_deadcut_b.cgf,1000,85,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat_Cut.mtl
PineTree_Dead_ba_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_deadcut_ba.cgf,1000,80,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,10,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat_Cut.mtl
PineTree_Dead_c_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_deadcut_c.cgf,1000,75,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,7,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat_Cut.mtl
PineTree_Dead_ca_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_deadcut_ca.cgf,1000,60,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,3,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat_Cut.mtl
PineTree_Dead_d_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_deadcut_d.cgf,1000,65,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,4,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat_Cut.mtl
PineTree_e_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_cuttrunk_e.cgf,500,80,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,5,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat_Cut.mtl
PineTree_e_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_cuttrunk_e.cgf,500,80,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,5,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat_Cut.mtl
PineTree_f_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_cuttrunk_f.cgf,100,65,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,2,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat_Cut.mtl
PineTree_f_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_cuttrunk_f.cgf,100,65,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,2,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat_Cut.mtl
PineTree_thin_a_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_thincut_a.cgf,1000,180,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,15,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat_Cut.mtl
PineTree_thin_a_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_thincut_a.cgf,1000,180,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,15,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat_Cut.mtl
PineTree_thin_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_thincut_b.cgf,1000,180,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,14,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat_Cut.mtl
PineTree_thin_b_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_thincut_b.cgf,1000,180,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,14,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat_Cut.mtl
PineTree_thin_c_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_thincut_c.cgf,1000,180,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat_Cut.mtl
PineTree_thin_c_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_thincut_c.cgf,1000,180,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat_Cut.mtl
PoplarTree_a_deadcut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadcut_a.cgf,1000,75,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat_Cut.mtl
PoplarTree_a_fall01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_a.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat_Cut.mtl
PoplarTree_a_fall02_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_a.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat_Cut.mtl
PoplarTree_a_spri01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_a.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Spri01_mat_Cut.mtl
PoplarTree_a_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_a.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat_Cut.mtl
PoplarTree_a_wint01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_a.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Wint01_mat_Cut.mtl
PoplarTree_aa_deadcut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadcut_aa.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,8,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat_Cut.mtl
PoplarTree_ab_deadcut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadcut_ab.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,4,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat_Cut.mtl
PoplarTree_ac_deadcut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadcut_ac.cgf,1000,60,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,1.5,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat_Cut.mtl
PoplarTree_b_deadcut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadcut_b.cgf,1000,75,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat_Cut.mtl
PoplarTree_b_fall01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_b.cgf,1000,65,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat_Cut.mtl
PoplarTree_b_fall02_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_b.cgf,1000,65,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat_Cut.mtl
PoplarTree_b_spri01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_b.cgf,1000,65,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Spri01_mat_Cut.mtl
PoplarTree_b_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_b.cgf,1000,65,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat_Cut.mtl
PoplarTree_b_wint01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_b.cgf,1000,65,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Wint01_mat_Cut.mtl
