VariantID,Visual_Healthy,Visual_Depleted,Visual_NotOnRequiredQuest,Visual_Basemesh,GatherableEntryID,GatheringRadius,InteractionRadius,DetectableRadius,MarkerRadius,AudioPreload_depleted,SFX_depleted,SFX_Idle,VFX_Idle,IdleVFX_Offset_Z,DepletedVFX,depletedVFX_Offset_Z,DepletedVFX_Quest,DepletedVFX_Quest_Offset_Z,GatheringFX,gatheringVFX_Offzet_Z,interactionMarker_Offset_Z,InteractionEvent,InteractTag,InteractOnlyOnQuest,AchievementID,AchievementServerState,IsStateControlledBySlayerScript,RequireLoS,RequiredAchievement,AE.0_RequiredAchievementConditional,Card1_Visual,Card2_Visual,Card3_Visual
16BS_AncientGlyphLock_Portal_09,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_09,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_09,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_09,,,
16BS_AncientGlyphLock_Portal_10,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_10,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_10,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_10,,,
16BS_AncientGlyphLock_Portal_11,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_11,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_11,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_11,,,
16BS_AncientGlyphLock_Portal_12,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_12,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_12,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_12,,,
16BS_AncientGlyphLock_Portal_13,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_13,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_13,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_13,,,
16BS_AncientGlyphLock_Portal_14,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_14,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_14,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_14,,,
16BS_AncientGlyphLock_Portal_15,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_15,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_15,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_15,,,
16BS_AncientGlyphLock_Portal_16,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_16,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_16,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_16,,,
16BS_AncientGlyphLock_Portal_17,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_17,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_17,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_17,,,
16BS_AncientGlyphLock_Portal_18,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_18,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_18,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_18,,,
16BS_AncientGlyphLock_Portal_19,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_19,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_19,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_19,,,
16BS_AncientGlyphLock_Portal_20,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_20,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_20,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_20,,,
16BS_AncientGlyphLock_Portal_21,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_21,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_21,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_21,,,
16BS_AncientGlyphLock_Portal_22,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_22,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_22,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_22,,,
16BS_AncientGlyphLock_Portal_23,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_23,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_23,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_23,,,
16BS_AncientGlyphLock_Portal_24,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_24,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_24,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_24,,,
16BS_AncientGlyphLock_Portal_25,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_25,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_25,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_25,,,
16BS_AncientGlyphLock_Portal_26,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_26,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_26,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_26,,,
16BS_AncientGlyphLock_Sutekh,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,,,,,,,,,,,,,IO_16BS_AncientGlyphLock_Sutekh,false,,,,,,,,,
16BS_AncientGlyphLock_QuestLocked,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,,,,,,,,,,,,,IO_16BS_AncientGlyphLock_QuestLocked,false,,,,,,,,,
09FL_AncientGlyphLock_Proximity_26,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,09FL_AncientGlyphLock_Proximity,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09FL_AncientGlyphLock_Proximity_26,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_26 || Lore_unlock_ElysianWilds_Title_01_01,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_26 || Lore_unlock_ElysianWilds_Title_01_01,,,
09FL_AncientGlyphLock_BridgePerm_26,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,09FL_AncientGlyphLock_BridgePerm,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09FL_AncientGlyphLock_BridgePerm_26,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_26 || Lore_unlock_ElysianWilds_Title_01_01,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_26 || Lore_unlock_ElysianWilds_Title_01_01,,,
09FL_BeastGlyphLock_01_Horse,,,,,09FL_BeastGlyphLock,1,5,2.5,8,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09FL_BeastGlyphLock_01,false,,,,,Lore_unlock_ElysianWilds_Title_01_01,Lore_unlock_ElysianWilds_Title_01_01,,,
09FL_BeastGlyphLock_02_Wolf,,,,,09FL_BeastGlyphLock,1,5,2.5,8,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09FL_BeastGlyphLock_02,false,,,,,Lore_unlock_ElysianWilds_Title_01_02,Lore_unlock_ElysianWilds_Title_01_02,,,
09FL_BeastGlyphLock_03_Ape,,,,,09FL_BeastGlyphLock,1,5,2.5,8,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09FL_BeastGlyphLock_03,false,,,,,Lore_unlock_ElysianWilds_Title_01_03 || 09A_M15_ArtemisTrialComplete,Lore_unlock_ElysianWilds_Title_01_03 || 09A_M15_ArtemisTrialComplete,,,
09FL_BeastGlyphLock_04_Mammoth,,,,,09FL_BeastGlyphLock,1,5,2.5,8,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09FL_BeastGlyphLock_04,false,,,,,Lore_unlock_ElysianWilds_Title_01_04 || 09A_M15_ArtemisTrialComplete,Lore_unlock_ElysianWilds_Title_01_04 || 09A_M15_ArtemisTrialComplete,,,
09FL_BeastGlyphLock_05_Lion,,,,,09FL_BeastGlyphLock,1,5,2.5,8,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09FL_BeastGlyphLock_05,false,,,,,Lore_unlock_ElysianWilds_Title_01_05 || 09A_M15_ArtemisTrialComplete,Lore_unlock_ElysianWilds_Title_01_05 || 09A_M15_ArtemisTrialComplete,,,
09FL_BeastGlyphLock_Chest_01,,,,,09FL_BeastGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09FL_BeastGlyphLock_01,false,,,,,Lore_unlock_ElysianWilds_Title_01_01,Lore_unlock_ElysianWilds_Title_01_01,,,
09FL_BeastGlyphLock_Chest_02,,,,,09FL_BeastGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09FL_BeastGlyphLock_02,false,,,,,Lore_unlock_ElysianWilds_Title_01_02,Lore_unlock_ElysianWilds_Title_01_02,,,
09FL_BeastGlyphLock_Chest_03,,,,,09FL_BeastGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09FL_BeastGlyphLock_03,false,,,,,Lore_unlock_ElysianWilds_Title_01_03 || 09A_M15_ArtemisTrialComplete,Lore_unlock_ElysianWilds_Title_01_03 || 09A_M15_ArtemisTrialComplete,,,
09FL_BeastGlyphLock_Chest_04,,,,,09FL_BeastGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09FL_BeastGlyphLock_04,false,,,,,Lore_unlock_ElysianWilds_Title_01_04 || 09A_M15_ArtemisTrialComplete,Lore_unlock_ElysianWilds_Title_01_04 || 09A_M15_ArtemisTrialComplete,,,
09FL_BeastGlyphLock_Chest_05,,,,,09FL_BeastGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09FL_BeastGlyphLock_05,false,,,,,Lore_unlock_ElysianWilds_Title_01_05 || 09A_M15_ArtemisTrialComplete,Lore_unlock_ElysianWilds_Title_01_05 || 09A_M15_ArtemisTrialComplete,,,
09FL_BeastGlyphLock_Proximity_01_Horse,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,09FL_AncientGlyphLock_Proximity,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09FL_BeastGlyphLock_Proximity_01_Horse,false,,,,,Lore_unlock_ElysianWilds_Title_01_01,Lore_unlock_ElysianWilds_Title_01_01,,,
09FL_BeastGlyphLock_BridgePerm_01_Horse,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,09FL_AncientGlyphLock_BridgePerm,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09FL_BeastGlyphLock_BridgePerm_01_Horse,false,,,,,Lore_unlock_ElysianWilds_Title_01_01,Lore_unlock_ElysianWilds_Title_01_01,,,
09FL_BeastGlyphLock_Proximity_05_Lion,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,09FL_AncientGlyphLock_Proximity,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09FL_BeastGlyphLock_Proximity_05_Lion,false,,,,,Lore_unlock_ElysianWilds_Title_01_05,Lore_unlock_ElysianWilds_Title_01_05,,,
09FL_BeastGlyphLock_BridgePerm_05_Lion,Objects\Crafting\Architecture\Ancient_Temple\jav_struc_ruins_pyramid_base.cgf,,,,09FL_AncientGlyphLock_BridgePerm,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09FL_BeastGlyphLock_BridgePerm_05_Lion,false,,,,,Lore_unlock_ElysianWilds_Title_01_05,Lore_unlock_ElysianWilds_Title_01_05,,,
10WS_BuriedTreasure_Proximity_01,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure_Proximity_01,false,,,,,Lore_unlock_ElysianWilds_Title_01_01,Lore_unlock_ElysianWilds_Title_01_01,,,
10WS_BuriedTreasure,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_ElysianWilds_Title_01_01,Lore_unlock_ElysianWilds_Title_01_01,,,
10WS_BuriedTreasure_Stone,Objects\Nature\Rock_Dressing\Dressing_Forest\jav_fst_smallrock_flint_a.cgf,,,,10WS_BuriedTreasure_Stone,0.07,1.8,0.5,8,,Play_Recall_FastTravel_Puff,,,,Gatherable.Rock.Base_Pickup_A,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure_Stone,false,,,,,Lore_unlock_ElysianWilds_Title_01_01,Lore_unlock_ElysianWilds_Title_01_01,,,
10WS_BuriedTreasure_Mining,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_c.cgf,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_frag_c.cgf,,,10WS_BuriedTreasure_Mining,0.85,2,1.5,5,,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Boulder_sm_C,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure_Mining,false,,,,,Lore_unlock_ElysianWilds_Title_01_01,Lore_unlock_ElysianWilds_Title_01_01,,,
10WS_BuriedTreasure_Skinning,,,,,10WS_BuriedTreasure_Skinning,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure_Skinning,false,,,,,Lore_unlock_ElysianWilds_Title_01_01,Lore_unlock_ElysianWilds_Title_01_01,,,
10WS_BuriedTreasure_Bush,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_pick_c.cgf,,,10WS_BuriedTreasure_Bush,0.25,1.85,1,3.35,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,Gatherable_Bush.Demolish.Burkwood_Spring_C,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure_Bush,false,,,,,Lore_unlock_ElysianWilds_Title_01_01,Lore_unlock_ElysianWilds_Title_01_01,,,
10WS_BuriedTreasure_Puddle,,,,,10WS_BuriedTreasure_Puddle,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure_Puddle,false,,,,,Lore_unlock_ElysianWilds_Title_01_01,Lore_unlock_ElysianWilds_Title_01_01,,,
10WS_BuriedTreasure_Interact,,,,,10WS_BuriedTreasure_Interact,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure_Interact,false,,,,,Lore_unlock_ElysianWilds_Title_01_01,Lore_unlock_ElysianWilds_Title_01_01,,,
10WS_BuriedTreasure_Proximity,,,,,10WS_BuriedTreasure_Proximity,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure_Proximity,false,,,,,Lore_unlock_ElysianWilds_Title_01_01,Lore_unlock_ElysianWilds_Title_01_01,,,
10WS_BuriedTreasure_08_01,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_01,Lore_unlock_10_CutlassKeys_Title_08_01,,,
10WS_BuriedTreasure_Bush_08_02,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_pick_c.cgf,,,10WS_BuriedTreasure_Bush,0.25,1.85,1,3.35,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,Gatherable_Bush.Demolish.Burkwood_Spring_C,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure_Bush,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_02,Lore_unlock_10_CutlassKeys_Title_08_02,,,
10WS_BuriedTreasure_08_03,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_03,Lore_unlock_10_CutlassKeys_Title_08_03,,,
10WS_BuriedTreasure_Mining_08_04,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_c.cgf,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_frag_c.cgf,,,10WS_BuriedTreasure_Mining,0.85,2,1.5,5,,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Boulder_sm_C,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure_Mining,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_04,Lore_unlock_10_CutlassKeys_Title_08_04,,,
10WS_BuriedTreasure_08_05,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_05,Lore_unlock_10_CutlassKeys_Title_08_05,,,
10WS_BuriedTreasure_08_06,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_06,Lore_unlock_10_CutlassKeys_Title_08_06,,,
10WS_BuriedTreasure_08_07,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_07,Lore_unlock_10_CutlassKeys_Title_08_07,,,
10WS_BuriedTreasure_08_08,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_08,Lore_unlock_10_CutlassKeys_Title_08_08,,,
10WS_BuriedTreasure_08_09,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_09,Lore_unlock_10_CutlassKeys_Title_08_09,,,
10WS_BuriedTreasure_08_10,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_10,Lore_unlock_10_CutlassKeys_Title_08_10,,,
10WS_BuriedTreasure_Puddle_08_11,,,,,10WS_BuriedTreasure_Puddle,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure_Puddle,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_11,Lore_unlock_10_CutlassKeys_Title_08_11,,,
10WS_BuriedTreasure_08_12,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_12,Lore_unlock_10_CutlassKeys_Title_08_12,,,
10WS_BuriedTreasure_Stone_08_13,Objects\Nature\Rock_Dressing\Dressing_Forest\jav_fst_smallrock_flint_a.cgf,,,,10WS_BuriedTreasure_Stone,0.07,1.8,0.5,8,,Play_Recall_FastTravel_Puff,,,,Gatherable.Rock.Base_Pickup_A,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure_Stone,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_13,Lore_unlock_10_CutlassKeys_Title_08_13,,,
10WS_BuriedTreasure_08_14,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_14,Lore_unlock_10_CutlassKeys_Title_08_14,,,
