VariantID,Visual_Healthy,Visual_Depleted,Visual_NotOnRequiredQuest,Visual_Basemesh,GatherableEntryID,InteractPromptRadius,DetectableRadius,MarkerRadius,AudioPreload_depleted,SFX_depleted,AudioPreload_idle,SFX_Idle,VFX_Idle,IdleVFX_Offset_Z,DepletedVFX,depletedVFX_Offset_Z,DepletedVFX_Quest,DepletedVFX_Quest_Offset_Z,GatheringFX,gatheringVFX_Offzet_Z,interactionMarker_Offset_Z,InteractionEvent,InteractTag,InteractOnlyOnQuest,AchievementID,AchievementServerState,CollisionAssetOverride,ShouldHaveStaticCollision,Collision_Offset_Z,VisualHealthy_Offset_Z,IsStateControlledBySlayerScript,Collision_Scale_X,Collision_Scale_Y,Collision_Scale_Z,Force_Display_Health_Bar,Marker_Creature_Type_Override,Marker_Vertical_Offset
Dynasty_Gong,,slices\WorldEvents\Ebonscale\WorldEvent_Object_Dynasty_Gong_Depleted_FX.dynamicslice,,slices\WorldEvents\Ebonscale\WorldEvent_Object_Dynasty_Gong_Base_Mesh.dynamicslice,Dynasty_Gong,10,10,15,,,,,,,,,,,,,,,IO_Dynasty_Gong,false,,,Objects\Crafting\Architecture\Living_Structures\Dynasty\dynasty_struc_deco_gong_large_AB.cgf,,6.34,,,,,,true,DamageableGatherable,-100
CyclicExample_Purple_Prisma,slices\Test\CyclicExample_Prisma_Purple.dynamicslice,,,,CyclicExample_Black_Prisma,4,3.25,5,,,,,cFX_Loot.Loot_Quest_Small,,,,,,,,,,,,,,Objects\Landmarks\Corruption_Core\jav_lm_corruption_core_a.cgf,,,,true,,,,,,
CyclicExample_Blue_Prisma,slices\Test\CyclicExample_Prisma_Blue.dynamicslice,,,,CyclicExample_Black_Prisma,4,3.25,5,,,,,cFX_Loot.Loot_Quest_Small,,,,,,,,,,,,,,Objects\Landmarks\Corruption_Core\jav_lm_corruption_core_a.cgf,,,,true,,,,,,
CyclicExample_Turquoise_Prisma,slices\Test\CyclicExample_Prisma_Cyan.dynamicslice,,,,CyclicExample_Black_Prisma,4,3.25,5,,,,,cFX_Loot.Loot_Quest_Small,,,,,,,,,,,,,,Objects\Landmarks\Corruption_Core\jav_lm_corruption_core_a.cgf,,,,true,,,,,,
CyclicExample_Yellow_Prisma,slices\Test\CyclicExample_Prisma_Yellow.dynamicslice,,,,CyclicExample_Black_Prisma,4,3.25,5,,,,,cFX_Loot.Loot_Quest_Small,,,,,,,,,,,,,,Objects\Landmarks\Corruption_Core\jav_lm_corruption_core_a.cgf,,,,true,,,,,,
DamageableExample_Purple_Prisma,slices\Test\CyclicExample_Prisma_Purple.dynamicslice,,,,CyclicExample_Black_Prisma,4,3.25,5,,,,,cFX_Loot.Loot_Quest_Small,,,,,,,,,,,,,,Objects\Landmarks\Corruption_Core\jav_lm_corruption_core_a.cgf,,,,,,,,,,
MSQ_Grace_Trapped,slices\WorldEvents\StarterBeach\Shipwreck\Art\WorldEvent_Art_MSQ_Grace_00.dynamicslice,slices\WorldEvents\StarterBeach\Shipwreck\Art\WorldEvent_Art_MSQ_Grace_01.dynamicslice,,,MSQ_Grace_Trapped,3,5,10,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Corruption_Beam_A,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,-0.5,env_darkness.Core.Core_death01,1.5,cFX_Loot.Loot_Quest_Small_Depleted,,env_darkness.Core.Core_minor_monolith_gather01,1.5,,,IO_MSQ_Grace_Trapped,true,,,Objects\Crafting\BaseMaterials\BaseSphere.cgf,,1.5,,,,,,,,
MSQ_Grace_CorruptedNodule,slices\WorldEvents\StarterBeach\Shipwreck\WorldEvent_Object_MSQ_CorruptedNodule.slice,slices\WorldEvents\StarterBeach\Shipwreck\WorldEvent_Object_MSQ_CorruptedNodule_Depleted.slice,,,MSQ_Grace_Trapped,3,5,10,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Corruption_Beam_A,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,,env_darkness.Core.Core_death01,,cFX_Loot.Loot_Quest_Small_Depleted,,env_darkness.Core.Core_minor_monolith_gather01,,,,IO_MSQ_Grace_CorruptedNodule,true,,,Objects\Crafting\BaseMaterials\BaseSphere.cgf,,1.5,,,,,,,,
99A_MSQ_01_01_Vine_Actual,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Actual_A.dynamicslice,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Depleted.dynamicslice,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Actual_A.dynamicslice,slices\POIs\Assembly\QuestAssets\Ancient_Stone_Wall_Plaque_D_01.dynamicslice,99A_MSQ_01_01_Vine_Actual,3,5,10,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,cFX_Loot.Loot_Quest_Small,-0.25,env_everfall.LeafBurst,0.8,cFX_Loot.Loot_Quest_Small_Depleted,-0.25,,,,,IO_99A_MSQ_01_01_Vine_Actual,true,,,Objects\Crafting\BaseMaterials\BaseSphere.cgf,,1,,,0.5,0.5,0.5,true,DamageableGatherable,-65
99A_MSQ_01_01_Vines_Fake,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Fake.dynamicslice,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_fake_Depleted.dynamicslice,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Fake.dynamicslice,slices\POIs\Assembly\QuestAssets\Ancient_Stone_Wall_Plaque_D_01_fake.dynamicslice,99A_MSQ_01_01_Vines_Fake,3,5,10,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,cFX_Loot.Loot_Quest_Small,,env_everfall.LeafBurst,0.8,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99A_MSQ_01_01_Vines_Fake,true,,,Objects\Crafting\BaseMaterials\BaseSphere.cgf,,1,,,0.5,0.5,0.5,true,DamageableGatherable,-65
99A_MSQ_01_02_Vine_Actual,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Actual_A.dynamicslice,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Depleted.dynamicslice,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Actual_A.dynamicslice,slices\POIs\Assembly\QuestAssets\Ancient_Stone_Wall_Plaque_D_01.dynamicslice,99A_MSQ_01_02_Vine_Actual,3,5,10,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,cFX_Loot.Loot_Quest_Small,-0.25,env_everfall.LeafBurst,0.8,cFX_Loot.Loot_Quest_Small_Depleted,-0.25,,,,,IO_99A_MSQ_01_02_Vine_Actual,true,,,Objects\Crafting\BaseMaterials\BaseSphere.cgf,,1,,,0.5,0.5,0.5,true,DamageableGatherable,-65
99A_MSQ_01_02_Vines_Fake,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Fake.dynamicslice,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_fake_Depleted.dynamicslice,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Fake.dynamicslice,slices\POIs\Assembly\QuestAssets\Ancient_Stone_Wall_Plaque_D_01_fake.dynamicslice,99A_MSQ_01_02_Vines_Fake,3,5,10,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,cFX_Loot.Loot_Quest_Small,,env_everfall.LeafBurst,0.8,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99A_MSQ_01_02_Vines_Fake,true,,,Objects\Crafting\BaseMaterials\BaseSphere.cgf,,1,,,0.5,0.5,0.5,true,DamageableGatherable,-65
99A_MSQ_01_03_Vine_Actual,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Actual_A.dynamicslice,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Depleted.dynamicslice,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Actual_A.dynamicslice,slices\POIs\Assembly\QuestAssets\Ancient_Stone_Wall_Plaque_D_01.dynamicslice,99A_MSQ_01_03_Vine_Actual,3,5,10,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,cFX_Loot.Loot_Quest_Small,-0.25,env_everfall.LeafBurst,0.8,cFX_Loot.Loot_Quest_Small_Depleted,-0.25,,,,,IO_99A_MSQ_01_03_Vine_Actual,true,,,Objects\Crafting\BaseMaterials\BaseSphere.cgf,,1,,,0.5,0.5,0.5,true,DamageableGatherable,-65
99A_MSQ_01_03_Vines_Fake,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Fake.dynamicslice,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_fake_Depleted.dynamicslice,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Fake.dynamicslice,slices\POIs\Assembly\QuestAssets\Ancient_Stone_Wall_Plaque_D_01_fake.dynamicslice,99A_MSQ_01_03_Vines_Fake,3,5,10,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,cFX_Loot.Loot_Quest_Small,,env_everfall.LeafBurst,0.8,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99A_MSQ_01_03_Vines_Fake,true,,,Objects\Crafting\BaseMaterials\BaseSphere.cgf,,1,,,0.5,0.5,0.5,true,DamageableGatherable,-65
99A_MSQ_01_04_Vine_Actual,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Actual_A.dynamicslice,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Depleted.dynamicslice,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Actual_A.dynamicslice,slices\POIs\Assembly\QuestAssets\Ancient_Stone_Wall_Plaque_D_01.dynamicslice,99A_MSQ_01_04_Vine_Actual,3,5,10,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,cFX_Loot.Loot_Quest_Small,-0.25,env_everfall.LeafBurst,0.8,cFX_Loot.Loot_Quest_Small_Depleted,-0.25,,,,,IO_99A_MSQ_01_04_Vine_Actual,true,,,Objects\Crafting\BaseMaterials\BaseSphere.cgf,,1,,,0.5,0.5,0.5,true,DamageableGatherable,-65
99A_MSQ_01_04_Vines_Fake,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Fake.dynamicslice,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_fake_Depleted.dynamicslice,slices/WorldEvents/MainStoryQuest/ObscuringVines/WorldEvent_Object_MSQ_0008_ObscuringVine_Fake.dynamicslice,slices\POIs\Assembly\QuestAssets\Ancient_Stone_Wall_Plaque_D_01_fake.dynamicslice,99A_MSQ_01_04_Vines_Fake,3,5,10,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,cFX_Loot.Loot_Quest_Small,,env_everfall.LeafBurst,0.8,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99A_MSQ_01_04_Vines_Fake,true,,,Objects\Crafting\BaseMaterials\BaseSphere.cgf,,1,,,0.5,0.5,0.5,true,DamageableGatherable,-65
06A_MSQ_11_pirateCrates,slices\WorldEvents\Windsward\Interact\MSQ2\WorldEvent_Object_06A_MSQ_11_crate00.dynamicslice,slices\WorldEvents\Windsward\Interact\MSQ2\WorldEvent_Object_06A_MSQ_11_crate01.dynamicslice,,,06A_MSQ_11_pirateCrates,3,5,10,,,,,cFX_Loot.Loot_Quest_Medium,0.5,,,cFX_Loot.Loot_Quest_Medium_Depleted,0.5,,,,,IO_06A_MSQ_11_pirateCrates,true,,,Objects\Crafting\Props\Storage\Crates\shopcrate\Jav_prp_ShopCrateb.cgf,,0.5,,,,,,true,DamageableGatherable,-55
MB_MSQ2_Anchor,slices\MonarchsBluffs\IOQuest\MonarchsBluffs_Anchor_Healthy.dynamicslice,slices\MonarchsBluffs\IOQuest\MonarchsBluffs_Anchor_Depleted.dynamicslice,,slices\MonarchsBluffs\IOQuest\MonarchsBluffs_Anchor_Base.dynamicslice,MB_MSQ2_Anchor,3,5,10,,,,,cFX_Loot.Loot_Quest_Medium,0.25,buildables.Placement.Dust_A,0.8,cFX_Loot.Loot_Quest_Medium_Depleted,0.5,,,,,IO_MB_MSQ2_Anchor,true,,,Objects\default\primitive_sphere.cgf,,1,,,,,,true,DamageableGatherable,-55
MB_MSQ2_DestroyRune_Tablet,slices\MonarchsBluffs\IOQuest\MonarchsBluffs_DestroyTablet_Healthy.dynamicslice,slices\MonarchsBluffs\IOQuest\MonarchsBluffs_DestroyTablet_Depleted.dynamicslice,,slices\MonarchsBluffs\IOQuest\MonarchsBluffs_DestroyTablet_Base.dynamicslice,MB_MSQ2_DestroyRune_Tablet,3,5,10,,,,,cFX_Loot.Loot_Quest_Small,1,,,cFX_Loot.Loot_Quest_Small_Depleted,1,,,,,IO_MB_MSQ2_DestroyRune_Tablet,true,,,Objects\default\primitive_sphere.cgf,,1,,,,,,true,DamageableGatherable,-55
MB_MSQ2_BreakCurse_Device,slices\MonarchsBluffs\IOQuest\MonarchsBluffs_ScryingDevice_Healthy.dynamicslice,slices\MonarchsBluffs\IOQuest\MonarchsBluffs_ScryingDevice_Depleted.dynamicslice,,slices\MonarchsBluffs\IOQuest\MonarchsBluffs_ScryingDevice_Base.dynamicslice,MB_MSQ2_BreakCurse_Device,3,5,10,,,,,cFX_Loot.Loot_Quest_Small,1.5,,,cFX_Loot.Loot_Quest_Small_Depleted,1.5,,,,,IO_MB_MSQ2_BreakCurse_Device,true,,,Objects\default\primitive_sphere.cgf,,1,,,,,,true,DamageableGatherable,-55
MSQ_Grace_CorruptedNodule_1,slices\WorldEvents\StarterBeach\Shipwreck\WorldEvent_Object_MSQ_CorruptedNodule_C.dynamicslice,slices\WorldEvents\StarterBeach\Shipwreck\WorldEvent_Object_MSQ_CorruptedNodule_C_Depleted.dynamicslice,slices\WorldEvents\StarterBeach\Shipwreck\WorldEvent_Object_MSQ_CorruptedNodule_C.dynamicslice,slices\WorldEvents\StarterBeach\Shipwreck\WorldEvent_Object_MSQ_CorruptedNodule_C_Base.dynamicslice,MSQ_Grace_CorruptedNodule_1,15,15,25,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Corruption_Beam_A,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,0.5,env_darkness.Core.Core_death01,0.5,cFX_Loot.Loot_Quest_Small_Depleted,0.5,env_darkness.Core.Core_minor_monolith_gather01,,,,IO_MSQ_Grace_CorruptedNodule_1,true,,,Objects\Crafting\BaseMaterials\BaseSphere.cgf,,1.5,,,,,,true,DamageableGatherable,-70
MSQ_Grace_CorruptedNodule_2,slices\WorldEvents\StarterBeach\Shipwreck\WorldEvent_Object_MSQ_CorruptedNodule_C.dynamicslice,slices\WorldEvents\StarterBeach\Shipwreck\WorldEvent_Object_MSQ_CorruptedNodule_C_Depleted.dynamicslice,slices\WorldEvents\StarterBeach\Shipwreck\WorldEvent_Object_MSQ_CorruptedNodule_C.dynamicslice,slices\WorldEvents\StarterBeach\Shipwreck\WorldEvent_Object_MSQ_CorruptedNodule_C_Base.dynamicslice,MSQ_Grace_CorruptedNodule_1,15,15,25,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Corruption_Beam_A,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,0.5,env_darkness.Core.Core_death01,0.5,cFX_Loot.Loot_Quest_Small_Depleted,0.5,env_darkness.Core.Core_minor_monolith_gather01,,,,IO_MSQ_Grace_CorruptedNodule_1,true,,,Objects\Crafting\BaseMaterials\BaseSphere.cgf,,1.5,,,,,,true,DamageableGatherable,-70
MSQ_Grace_CorruptedNodule_3,slices\WorldEvents\StarterBeach\Shipwreck\WorldEvent_Object_MSQ_CorruptedNodule_C.dynamicslice,slices\WorldEvents\StarterBeach\Shipwreck\WorldEvent_Object_MSQ_CorruptedNodule_C_Depleted.dynamicslice,slices\WorldEvents\StarterBeach\Shipwreck\WorldEvent_Object_MSQ_CorruptedNodule_C.dynamicslice,slices\WorldEvents\StarterBeach\Shipwreck\WorldEvent_Object_MSQ_CorruptedNodule_C_Base.dynamicslice,MSQ_Grace_CorruptedNodule_1,15,15,25,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Corruption_Beam_A,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,0.5,env_darkness.Core.Core_death01,0.5,cFX_Loot.Loot_Quest_Small_Depleted,0.5,env_darkness.Core.Core_minor_monolith_gather01,,,,IO_MSQ_Grace_CorruptedNodule_1,true,,,Objects\Crafting\BaseMaterials\BaseSphere.cgf,,1.5,,,,,,true,DamageableGatherable,-70
