VariantID,StartMesh,GatherableEntryID,GatheringRadius,InteractionRadius,DetectableRadius,AudioPreload_loop,AudioPreload_Burst_1,AudioPreload_Burst_2,AudioPreload_Burst_3,AudioPreload_depleted,SFX_depleted,SFX_Idle,VFX_Idle,SFX_Burst_1,SFX_Burst_2,SFX_Burst_3,VFX_Burst_1,VFX_Burst_2,VFX_Burst_3,DepletedVFX,DepletedMesh,StartMeshLOD,EndMeshLOD,ShowOnMap,ShowOnCompass,MapIcon,CompassIcon,TradeskillIconUnlockType,MapTooltipTitleLocTag,MarkerRadius,EnableBurstParticle1,EnableBurstParticle2,EnableBurstParticle3,InteractionMarker_Offset_X,InteractionMarker_Offset_Y,InteractionMarker_Offset_Z
Ocotillo_Herb_E,Objects/Nature/Veg_Bushes/Bushes_Desert/Ocotillo/jav_dst_occotillo_e.cgf,HerbSmall,0,2,1,,,,,,Play_Gather_Bush_Sml,,Gatherable_Bush.Ambience.Hyssop_C,,,,,,,Gatherable_Bush.Demolish.Hyssop_C,Objects/Nature/Veg_Bushes/Bushes_Desert/Ocotillo/jav_dst_occotillo_pick_e.cgf,100,100,1,1,LyShineUI\Images\Map\Icon\Gatherables\Herb_Compass.png,LyShineUI\Images\Map\Icon\Gatherables\Herb_Compass.png,Alchemy3,@HerbSmall_DisplayName,4.2,false,false,false,,,
HoneyTree_A,Objects\Nature\Veg_Trees\Trees_Forest\Rotten\jav_fst_rottenstump_honey_a.cgf,HoneyLarge,2,4.2,2,struct_hive_small,,,,,Play_Gather_Nuts,Play_Hive_Honey_Small,Env_Amb_Bees.Honey_tree_idle01,,,,,,,Env_Amb_Bees.Honey_tree_depleted01,Objects\Nature\Veg_Trees\Trees_Forest\Rotten\jav_fst_rottenstump_honey_pick_a.cgf,100,100,,,,,,,,,,,,,
HoneyTree_B,Objects\Nature\Veg_Trees\Trees_Forest\Rotten\jav_fst_rottenstump_honey_b.cgf,HoneyMedium,1,2.7,2,struct_hive_small,,,,,Play_Gather_Nuts,Play_Hive_Honey_Small,Env_Amb_Bees.Honey_tree_idle01,,,,,,,Env_Amb_Bees.Honey_tree_depleted01,Objects\Nature\Veg_Trees\Trees_Forest\Rotten\jav_fst_rottenstump_honey_pick_b.cgf,100,100,,,,,,,,,,,,,
CorruptedPlant,Objects\Alchemy\Plant\PlantMagic\jav_prp_alchemy_plantmagic_fire.cgf,CorruptedPlant,0.5,1.75,2.5,Gath_Alchemy_Fire_Plant_Lp,Gath_Alchemy_Fire_Plant,Gath_Alchemy_Fire_Plant,Gath_Alchemy_Fire_Plant,Gath_Alchemy_Fire_Plant,Play_Alchemy_Fire_Plant,Play_Alchemy_Fire_Plant_Lp,Gatherable_Alchemy_Plant.Ambience.Plant_Fire_Idle01,Play_Alchemy_Fire_Plant,Play_Alchemy_Fire_Plant,Play_Alchemy_Fire_Plant,Gatherable_Alchemy_Plant.Ambience.Plant_Fire_Burst01,Gatherable_Alchemy_Plant.Ambience.Plant_Fire_Burst02,Gatherable_Alchemy_Plant.Ambience.Plant_Fire_Burst03,Gatherable_Alchemy_Plant.Ambience.Plant_Fire_Deplete01,Objects\Alchemy\Plant\PlantMagic\jav_prp_alchemy_plant_base_a.cgf,100,100,0,0,LyShineUI\Images\Map\Icon\Gatherables\Fire_Plant_Compass.png,LyShineUI\Images\Map\Icon\Gatherables\Fire_Plant_Compass.png,Alchemy1,FirePlant,3.25,false,false,false,,,
BlackFungus_A,Objects\nature\veg_fungi\fungi_super\BlackFungus\jav_sup_blackfungus_a.cgf,PigmentPlantBlack,0.5,2,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Black_A,,,,,,,,Objects\nature\veg_fungi\fungi_super\BlackFungus\jav_sup_blackfungus_pick_a.cgf,100,100,0,0,,,Alchemy1,,3.5,false,false,false,,,
BlackFungus_B,Objects\nature\veg_fungi\fungi_super\BlackFungus\jav_sup_blackfungus_b.cgf,PigmentPlantBlack,0.5,1.75,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Black_B,,,,,,,,Objects\nature\veg_fungi\fungi_super\BlackFungus\jav_sup_blackfungus_pick_b.cgf,100,100,0,0,,,Alchemy1,,3.25,false,false,false,,,
BlackFungus_C,Objects\nature\veg_fungi\fungi_super\BlackFungus\jav_sup_blackfungus_c.cgf,PigmentPlantBlack,0.5,1.5,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Black_C,,,,,,,,Objects\nature\veg_fungi\fungi_super\BlackFungus\jav_sup_blackfungus_pick_c.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
BrightGreenFungus_A,Objects\nature\veg_fungi\fungi_super\BrightGreenFungus\jav_sup_brightgreenfungus_a.cgf,PigmentPlantLightGreen,0.5,2,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_BrightGreen_A,,,,,,,,Objects\nature\veg_fungi\fungi_super\BrightGreenFungus\jav_sup_brightgreenfungus_pick_a.cgf,100,100,0,0,,,Alchemy1,,3.5,false,false,false,,,
BrightGreenFungus_B,Objects\nature\veg_fungi\fungi_super\BrightGreenFungus\jav_sup_brightgreenfungus_b.cgf,PigmentPlantLightGreen,0.5,1.75,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_BrightGreen_B,,,,,,,,Objects\nature\veg_fungi\fungi_super\BrightGreenFungus\jav_sup_brightgreenfungus_pick_b.cgf,100,100,0,0,,,Alchemy1,,3.25,false,false,false,,,
BrightGreenFungus_C,Objects\nature\veg_fungi\fungi_super\BrightGreenFungus\jav_sup_brightgreenfungus_c.cgf,PigmentPlantLightGreen,0.5,1.5,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_BrightGreen_C,,,,,,,,Objects\nature\veg_fungi\fungi_super\BrightGreenFungus\jav_sup_brightgreenfungus_pick_c.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
BrownFungus_A,Objects\nature\veg_fungi\fungi_super\BrownFungus\jav_sup_brownfungus_a.cgf,PigmentPlantBrown,0.5,1.5,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Brown_A,,,,,,,,Objects\nature\veg_fungi\fungi_super\BrownFungus\jav_sup_brownfungus_pick_a.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
BrownFungus_B,Objects\nature\veg_fungi\fungi_super\BrownFungus\jav_sup_brownfungus_b.cgf,PigmentPlantBrown,0.5,1.5,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Brown_B,,,,,,,,Objects\nature\veg_fungi\fungi_super\BrownFungus\jav_sup_brownfungus_pick_b.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
BrownFungus_C,Objects\nature\veg_fungi\fungi_super\BrownFungus\jav_sup_brownfungus_c.cgf,PigmentPlantBrown,0.5,1.25,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Brown_C,,,,,,,,Objects\nature\veg_fungi\fungi_super\BrownFungus\jav_sup_brownfungus_pick_c.cgf,100,100,0,0,,,Alchemy1,,2.75,false,false,false,,,
CyanFungus_A,Objects\nature\veg_fungi\fungi_super\CyanFungus\jav_sup_cyanfungus_a.cgf,PigmentPlantCyan,0.5,1.5,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Cyan_A,,,,,,,,Objects\nature\veg_fungi\fungi_super\CyanFungus\jav_sup_cyanfungus_pick_a.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
CyanFungus_B,Objects\nature\veg_fungi\fungi_super\CyanFungus\jav_sup_cyanfungus_b.cgf,PigmentPlantCyan,0.5,1.5,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Cyan_B,,,,,,,,Objects\nature\veg_fungi\fungi_super\CyanFungus\jav_sup_cyanfungus_pick_b.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
CyanFungus_C,Objects\nature\veg_fungi\fungi_super\CyanFungus\jav_sup_cyanfungus_c.cgf,PigmentPlantCyan,0.5,1.25,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Cyan_C,,,,,,,,Objects\nature\veg_fungi\fungi_super\CyanFungus\jav_sup_cyanfungus_pick_c.cgf,100,100,0,0,,,Alchemy1,,2.75,false,false,false,,,
DarkblueFungus_A,Objects\nature\veg_fungi\fungi_super\DarkblueFungus\jav_sup_darkbluefungus_a.cgf,PigmentPlantDarkBlue,0.5,1.75,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_DarkBlue_A,,,,,,,,Objects\nature\veg_fungi\fungi_super\DarkblueFungus\jav_sup_darkbluefungus_pick_a.cgf,100,100,0,0,,,Alchemy1,,3.25,false,false,false,,,
DarkblueFungus_B,Objects\nature\veg_fungi\fungi_super\DarkblueFungus\jav_sup_darkbluefungus_b.cgf,PigmentPlantDarkBlue,0.5,1.5,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_DarkBlue_B,,,,,,,,Objects\nature\veg_fungi\fungi_super\DarkblueFungus\jav_sup_darkbluefungus_pick_b.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
DarkblueFungus_C,Objects\nature\veg_fungi\fungi_super\DarkblueFungus\jav_sup_darkbluefungus_c.cgf,PigmentPlantDarkBlue,0.5,1.25,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_DarkBlue_C,,,,,,,,Objects\nature\veg_fungi\fungi_super\DarkblueFungus\jav_sup_darkbluefungus_pick_c.cgf,100,100,0,0,,,Alchemy1,,2.75,false,false,false,,,
GreenFungus_A,Objects\nature\veg_fungi\fungi_super\GreenFungus\jav_sup_greenfungus_a.cgf,PigmentPlantDarkGreen,0.5,2,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Green_A,,,,,,,,Objects\nature\veg_fungi\fungi_super\GreenFungus\jav_sup_greenfungus_pick_a.cgf,100,100,0,0,,,Alchemy1,,3.5,false,false,false,,,
GreenFungus_B,Objects\nature\veg_fungi\fungi_super\GreenFungus\jav_sup_greenfungus_b.cgf,PigmentPlantDarkGreen,0.5,1.75,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Green_B,,,,,,,,Objects\nature\veg_fungi\fungi_super\GreenFungus\jav_sup_greenfungus_pick_b.cgf,100,100,0,0,,,Alchemy1,,3.25,false,false,false,,,
GreenFungus_C,Objects\nature\veg_fungi\fungi_super\GreenFungus\jav_sup_greenfungus_c.cgf,PigmentPlantDarkGreen,0.5,1.5,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Green_C,,,,,,,,Objects\nature\veg_fungi\fungi_super\GreenFungus\jav_sup_greenfungus_pick_c.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
LavenderFungus_A,Objects\nature\veg_fungi\fungi_super\LavenderFungus\jav_sup_lavenderfungus_a.cgf,PigmentPlantLightPurple,0.5,1.5,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Lavender_A,,,,,,,,Objects\nature\veg_fungi\fungi_super\LavenderFungus\jav_sup_lavenderfungus_pick_a.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
LavenderFungus_B,Objects\nature\veg_fungi\fungi_super\LavenderFungus\jav_sup_lavenderfungus_b.cgf,PigmentPlantLightPurple,0.5,1.5,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Lavender_B,,,,,,,,Objects\nature\veg_fungi\fungi_super\LavenderFungus\jav_sup_lavenderfungus_pick_b.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
LavenderFungus_C,Objects\nature\veg_fungi\fungi_super\LavenderFungus\jav_sup_lavenderfungus_c.cgf,PigmentPlantLightPurple,0.5,1.25,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Lavender_C,,,,,,,,Objects\nature\veg_fungi\fungi_super\LavenderFungus\jav_sup_lavenderfungus_pick_c.cgf,100,100,0,0,,,Alchemy1,,2.75,false,false,false,,,
LightblueFungus_A,Objects\nature\veg_fungi\fungi_super\LightblueFungus\jav_sup_lightbluefungus_a.cgf,PigmentPlantLightBlue,0.5,2,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_LightBlue_A,,,,,,,,Objects\nature\veg_fungi\fungi_super\LightblueFungus\jav_sup_lightbluefungus_pick_a.cgf,100,100,0,0,,,Alchemy1,,3.5,false,false,false,,,
LightblueFungus_B,Objects\nature\veg_fungi\fungi_super\LightblueFungus\jav_sup_lightbluefungus_b.cgf,PigmentPlantLightBlue,0.5,1.5,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_LightBlue_B,,,,,,,,Objects\nature\veg_fungi\fungi_super\LightblueFungus\jav_sup_lightbluefungus_pick_b.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
LightblueFungus_C,Objects\nature\veg_fungi\fungi_super\LightblueFungus\jav_sup_lightbluefungus_b.cgf,PigmentPlantLightBlue,0.5,1.25,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_LightBlue_C,,,,,,,,Objects\nature\veg_fungi\fungi_super\LightblueFungus\jav_sup_lightbluefungus_pick_c.cgf,100,100,0,0,,,Alchemy1,,2.75,false,false,false,,,
Orange_Fungus_A,Objects\nature\veg_fungi\fungi_super\OrangeFungus\jav_sup_orangefungus_a.cgf,PigmentPlantOrange,0.5,1.75,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Orange_A,,,,,,,,Objects\nature\veg_fungi\fungi_super\OrangeFungus\jav_sup_orangefungus_pick_a.cgf,100,100,0,0,,,Alchemy1,,3.25,false,false,false,,,
Orange_Fungus_B,Objects\nature\veg_fungi\fungi_super\OrangeFungus\jav_sup_orangefungus_b.cgf,PigmentPlantOrange,0.5,1.75,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Orange_B,,,,,,,,Objects\nature\veg_fungi\fungi_super\OrangeFungus\jav_sup_orangefungus_pick_b.cgf,100,100,0,0,,,Alchemy1,,3.25,false,false,false,,,
Orange_Fungus_C,Objects\nature\veg_fungi\fungi_super\OrangeFungus\jav_sup_orangefungus_c.cgf,PigmentPlantOrange,0.5,1.75,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Orange_C,,,,,,,,Objects\nature\veg_fungi\fungi_super\OrangeFungus\jav_sup_orangefungus_pick_c.cgf,100,100,0,0,,,Alchemy1,,3.25,false,false,false,,,
PinkFungus_A,Objects\nature\veg_fungi\fungi_super\PinkFungus\jav_sup_pinkfungus_a.cgf,PigmentPlantPink,0.5,2,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Pink_A,,,,,,,,Objects\nature\veg_fungi\fungi_super\PinkFungus\jav_sup_pinkfungus_pick_a.cgf,100,100,0,0,,,Alchemy1,,3.5,false,false,false,,,
PinkFungus_B,Objects\nature\veg_fungi\fungi_super\PinkFungus\jav_sup_pinkfungus_b.cgf,PigmentPlantPink,0.5,2,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Pink_B,,,,,,,,Objects\nature\veg_fungi\fungi_super\PinkFungus\jav_sup_pinkfungus_pick_b.cgf,100,100,0,0,,,Alchemy1,,3.5,false,false,false,,,
PinkFungus_C,Objects\nature\veg_fungi\fungi_super\PinkFungus\jav_sup_pinkfungus_c.cgf,PigmentPlantPink,0.5,1.75,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Pink_C,,,,,,,,Objects\nature\veg_fungi\fungi_super\PinkFungus\jav_sup_pinkfungus_pick_c.cgf,100,100,0,0,,,Alchemy1,,3.25,false,false,false,,,
PurpleFungus_A,Objects\nature\veg_fungi\fungi_super\PurpleFungus\jav_sup_purplefungus_a.cgf,PigmentPlantDarkPurple,0.5,2,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Purple_A,,,,,,,,Objects\nature\veg_fungi\fungi_super\PurpleFungus\jav_sup_purplefungus_pick_a.cgf,100,100,0,0,,,Alchemy1,,3.5,false,false,false,,,
PurpleFungus_B,Objects\nature\veg_fungi\fungi_super\PurpleFungus\jav_sup_purplefungus_b.cgf,PigmentPlantDarkPurple,0.5,2,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Purple_B,,,,,,,,Objects\nature\veg_fungi\fungi_super\PurpleFungus\jav_sup_purplefungus_pick_b.cgf,100,100,0,0,,,Alchemy1,,3.5,false,false,false,,,
PurpleFungus_C,Objects\nature\veg_fungi\fungi_super\PurpleFungus\jav_sup_purplefungus_c.cgf,PigmentPlantDarkPurple,0.5,1.5,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Purple_C,,,,,,,,Objects\nature\veg_fungi\fungi_super\PurpleFungus\jav_sup_purplefungus_pick_c.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
RedFungus_A,Objects\nature\veg_fungi\fungi_super\RedFungus\jav_sup_redfungus_a.cgf,PigmentPlantRed,0.5,1.75,2.5,,,,,gathering,Play_Gather_Mushroom,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Red_A,,,,,,,,Objects\nature\veg_fungi\fungi_super\RedFungus\jav_sup_redfungus_pick_a.cgf,100,100,0,0,,,Alchemy1,,3.25,false,false,false,,,
RedFungus_B,Objects\nature\veg_fungi\fungi_super\RedFungus\jav_sup_redfungus_b.cgf,PigmentPlantRed,0.5,1.5,2.5,,,,,gathering,Play_Gather_Mushroom,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Red_B,,,,,,,,Objects\nature\veg_fungi\fungi_super\RedFungus\jav_sup_redfungus_pick_b.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
RedFungus_C,Objects\nature\veg_fungi\fungi_super\RedFungus\jav_sup_redfungus_c.cgf,PigmentPlantRed,0.5,1.25,2.5,,,,,gathering,Play_Gather_Mushroom,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Red_C,,,,,,,,Objects\nature\veg_fungi\fungi_super\RedFungus\jav_sup_redfungus_pick_c.cgf,100,100,0,0,,,Alchemy1,,2.75,false,false,false,,,
TanFungus_A,Objects\nature\veg_fungi\fungi_super\TanFungus\jav_sup_tanfungus_a.cgf,PigmentPlantTan,0.5,1.75,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Tan_A,,,,,,,,Objects\nature\veg_fungi\fungi_super\TanFungus\jav_sup_tanfungus_pick_a.cgf,100,100,0,0,,,Alchemy1,,3.25,false,false,false,,,
TanFungus_B,Objects\nature\veg_fungi\fungi_super\TanFungus\jav_sup_tanfungus_b.cgf,PigmentPlantTan,0.5,1.75,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Tan_B,,,,,,,,Objects\nature\veg_fungi\fungi_super\TanFungus\jav_sup_tanfungus_pick_b.cgf,100,100,0,0,,,Alchemy1,,3.25,false,false,false,,,
TanFungus_C,Objects\nature\veg_fungi\fungi_super\TanFungus\jav_sup_tanfungus_c.cgf,PigmentPlantTan,0.5,1.25,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Tan_C,,,,,,,,Objects\nature\veg_fungi\fungi_super\TanFungus\jav_sup_tanfungus_pick_c.cgf,100,100,0,0,,,Alchemy1,,2.75,false,false,false,,,
WhiteFungus_A,Objects\nature\veg_fungi\fungi_super\WhiteFungus\jav_sup_whitefungus_a.cgf,PigmentPlantWhite,0.5,1.75,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_White_A,,,,,,,,Objects\nature\veg_fungi\fungi_super\WhiteFungus\jav_sup_whitefungus_pick_a.cgf,100,100,0,0,,,Alchemy1,,3.25,false,false,false,,,
WhiteFungus_B,Objects\nature\veg_fungi\fungi_super\WhiteFungus\jav_sup_whitefungus_b.cgf,PigmentPlantWhite,0.5,1.5,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_White_B,,,,,,,,Objects\nature\veg_fungi\fungi_super\WhiteFungus\jav_sup_whitefungus_pick_b.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
WhiteFungus_C,Objects\nature\veg_fungi\fungi_super\WhiteFungus\jav_sup_whitefungus_c.cgf,PigmentPlantWhite,0.5,1.25,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_White_C,,,,,,,,Objects\nature\veg_fungi\fungi_super\WhiteFungus\jav_sup_whitefungus_pick_c.cgf,100,100,0,0,,,Alchemy1,,2.75,false,false,false,,,
YellowFungus_A,Objects\nature\veg_fungi\fungi_super\YellowFungus\jav_sup_yellowfungus_a.cgf,PigmentPlantYellow,0.5,1.5,2.5,,,,,gathering,Play_Gather_Mushroom,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Yellow_A,,,,,,,,Objects\nature\veg_fungi\fungi_super\YellowFungus\jav_sup_yellowfungus_pick_a.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
YellowFungus_B,Objects\nature\veg_fungi\fungi_super\YellowFungus\jav_sup_yellowfungus_b.cgf,PigmentPlantYellow,0.5,1.25,2.5,,,,,gathering,Play_Gather_Mushroom,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Yellow_B,,,,,,,,Objects\nature\veg_fungi\fungi_super\YellowFungus\jav_sup_yellowfungus_pick_b.cgf,100,100,0,0,,,Alchemy1,,2.75,false,false,false,,,
YellowFungus_C,Objects\nature\veg_fungi\fungi_super\YellowFungus\jav_sup_yellowfungus_c.cgf,PigmentPlantYellow,0.5,1.25,2.5,,,,,gathering,Play_Gather_Mushroom,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Yellow_C,,,,,,,,Objects\nature\veg_fungi\fungi_super\YellowFungus\jav_sup_yellowfungus_pick_c.cgf,100,100,0,0,,,Alchemy1,,2.75,false,false,false,,,
MagentaFungus_A,Objects\nature\veg_fungi\fungi_super\LavenderFungus\jav_sup_lavenderfungus_a.cgf,PigmentPlantDarkPurple,0.5,1.5,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Magenta_A,,,,,,,,Objects\nature\veg_fungi\fungi_super\LavenderFungus\jav_sup_lavenderfungus_pick_a.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
MagentaFungus_B,Objects\nature\veg_fungi\fungi_super\LavenderFungus\jav_sup_lavenderfungus_b.cgf,PigmentPlantDarkPurple,0.5,1.5,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Magenta_B,,,,,,,,Objects\nature\veg_fungi\fungi_super\LavenderFungus\jav_sup_lavenderfungus_pick_b.cgf,100,100,0,0,,,Alchemy1,,3,false,false,false,,,
MagentaFungus_C,Objects\nature\veg_fungi\fungi_super\LavenderFungus\jav_sup_lavenderfungus_c.cgf,PigmentPlantDarkPurple,0.5,1.25,2.5,,,,,,,,Gatherable_Alchemy_Fungus.Ambience.Fungus_Magenta_C,,,,,,,,Objects\nature\veg_fungi\fungi_super\LavenderFungus\jav_sup_lavenderfungus_pick_c.cgf,100,100,0,0,,,Alchemy1,,2.75,false,false,false,,,
AzothWater_A,Objects\Nature\Seeps\Seeps_Marsh\OilSeep\jav_msh_azothwater_on_a.cgf,AzothWater,0.5,2.5,3,,,,,,,,,,,,,,,,Objects\Nature\Seeps\Seeps_Marsh\OilSeep\jav_msh_azothwater_off_01_a.cgf,100,100,0,0,,,,,4,false,false,false,,,
WaterPlant_Dungeon,Objects\Alchemy\Plant\PlantMagic\jav_prp_alchemy_plantmagic_water.cgf,WaterPlant_Dungeon,0.5,1.75,2.5,Gath_Alchemy_Water_Plant,Gath_Alchemy_Water_Plant,Gath_Alchemy_Water_Plant,Gath_Alchemy_Water_Plant,,Play_Gather_Stones,Play_Alchemy_Water_Plant_Lp,Gatherable_Alchemy_Plant.Ambience.Plant_Water_Idle01,,,,Gatherable_Alchemy_Plant.Ambience.Plant_Water_Burst01,Gatherable_Alchemy_Plant.Ambience.Plant_Water_Burst02,Gatherable_Alchemy_Plant.Ambience.Plant_Water_Burst03,Gatherable_Alchemy_Plant.Ambience.Plant_Water_Deplete01,Objects\Alchemy\Plant\PlantMagic\jav_prp_alchemy_plant_base_a.cgf,100,100,1,1,LyShineUI\Images\Map\Icon\Gatherables\Water_Plant_Compass.png,LyShineUI\Images\Map\Icon\Gatherables\Water_Plant_Compass.png,Alchemy1,@WaterPlant_DisplayName,3.25,false,false,false,,,
SoulStone_Dungeon,Objects\Alchemy\Stone\jav_prp_alchemy_stonemagic_soul.cgf,SoulStone_Dungeon,1,2.25,2.5,Gath_Alchemy_Soul_Stone,Gath_Alchemy_Soul_Stone,Gath_Alchemy_Soul_Stone,Gath_Alchemy_Soul_Stone,,Play_Gather_Stones,Play_Alchemy_Soul_Stone_Lp,Gatherable_Alchemy_Stone.Ambience.Stone_Soul_Idle01,,,,Gatherable_Alchemy_Stone.Ambience.Stone_Soul_Burst01,Gatherable_Alchemy_Stone.Ambience.Stone_Soul_Burst02,Gatherable_Alchemy_Stone.Ambience.Stone_Soul_Burst03,Gatherable_Alchemy_Plant.Ambience.Plant_Soul_Deplete01,Objects\Alchemy\Stone\jav_prp_alchemy_stonemagic_soul_pedestal.cgf,100,100,1,1,LyShineUI\Images\Map\Icon\Gatherables\Spirit_Stone_Compass.png,LyShineUI\Images\Map\Icon\Gatherables\Spirit_Stone_Compass.png,Alchemy2,@SoulStone_DisplayName,3.75,false,false,false,,,
EarthPlant_Dungeon,Objects\Alchemy\Plant\PlantMagic\jav_prp_alchemy_plantmagic_earth.cgf,EarthPlant_Dungeon,0.5,1.75,2.5,Gath_Alchemy_Earth_Plant,Gath_Alchemy_Earth_Plant,Gath_Alchemy_Earth_Plant,Gath_Alchemy_Earth_Plant,,Play_Gather_Stones,Play_Alchemy_Earth_Plant_Lp,Gatherable_Alchemy_Plant.Ambience.Plant_Earth_Idle01,,,,Gatherable_Alchemy_Plant.Ambience.Plant_Earth_Burst01,Gatherable_Alchemy_Plant.Ambience.Plant_Earth_Burst02,Gatherable_Alchemy_Plant.Ambience.Plant_Earth_Burst03,Gatherable_Alchemy_Plant.Ambience.Plant_Earth_Deplete01,Objects\Alchemy\Plant\PlantMagic\jav_prp_alchemy_plant_base_a.cgf,100,100,1,1,LyShineUI\Images\Map\Icon\Gatherables\Earth_Plant_Compass.png,LyShineUI\Images\Map\Icon\Gatherables\Earth_Plant_Compass.png,Alchemy1,@EarthPlant_DisplayName,3.25,false,false,false,,,
