VariantID,StartMesh,StartMat,GatherableEntryID,GatheringRadius,InteractionRadius,DetectableRadius,DepletedVFX,DepletedVFX_Pos,DepletedMesh,DepletedMat,DepletedSpawnVariant,StartMeshLOD,AmbientType,ShowOnCompass,CompassIcon,TradeskillIconUnlockType,MarkerRadius,AllowGatheringInGameModes,InteractionMarker_Offset_X,InteractionMarker_Offset_Y,InteractionMarker_Offset_Z
PoplarTree_Dead_a,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_dead_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat.mtl,TreeHardwoodLarge,0.65,2.4,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadstump_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat.mtl,PoplarTree_a_deadcut,75,DeadTree,,,,3.9,,,,
PoplarTree_Dead_aa,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_dead_aa.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat.mtl,TreeHardwoodLarge,0.62,2.4,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadstump_aa.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat.mtl,PoplarTree_aa_deadcut,70,DeadTree,,,,3.9,,,,
PoplarTree_Dead_ab,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_dead_ab.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat.mtl,TreeHardwoodLarge,0.57,2.4,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadstump_ab.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat.mtl,PoplarTree_ab_deadcut,70,DeadTree,,,,3.9,,,,
PoplarTree_Dead_ac,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_dead_ac.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat.mtl,TreeHardwoodLarge,0.47,2.4,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadstump_ac.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat.mtl,PoplarTree_ac_deadcut,60,DeadTree,,,,3.9,,,,
PoplarTree_Dead_b,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_dead_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat.mtl,TreeHardwoodLarge,0.52,2.1,2,Gatherable_Tree.Demolish.Break_Tree_B,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadstump_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat.mtl,PoplarTree_b_deadcut,75,DeadTree,,,,3.6,,,,
PoplarTree_Dead_c,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_dead_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat.mtl,TreeHardwoodMedium,0.28,1.8,2,Gatherable_Tree.Demolish.Break_Tree_C,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadstump_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat.mtl,PoplarTree_c_deadcut,75,DeadTree,,,,3.3,,,,
PoplarTree_Full_a,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_full_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat.mtl,TreeHardwoodLarge,0.65,2.5,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat.mtl,PoplarTree_Full_a_cuttrunk,90,PoplarTree,,,,4,,,,
PoplarTree_Full_b,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_full_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat.mtl,TreeHardwoodLarge,0.55,2.1,2,Gatherable_Tree.Demolish.Break_Tree_B,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat.mtl,PoplarTree_Full_b_cuttrunk,90,PoplarTree,,,,3.6,,,,
PoplarTree_Full_c,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_full_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat.mtl,TreeHardwoodMedium,0.28,1.8,2,Gatherable_Tree.Demolish.Break_Tree_C,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat.mtl,PoplarTree_Full_c_cuttrunk,75,PoplarTree,,,,3.3,,,,
PoplarTree_Full_d,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_full_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat.mtl,TreeHardwoodSmall,0.14,1.8,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat.mtl,PoplarTree_Full_d_cuttrunk,70,PoplarTree,,,,3.3,,,,
PoplarTree_Full_e,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_full_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat.mtl,TreeHardwoodTiny,0.05,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat.mtl,PoplarTree_Full_e_cuttrunk,55,PoplarTree,,,,3.3,,,,
PoplarTree_Thin_a,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thin_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat.mtl,TreeHardwoodLarge,0.65,2.4,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat.mtl,PoplarTree_a_thincut,70,PoplarTree,,,,3.9,,,,
PoplarTree_Thin_b,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thin_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat.mtl,TreeHardwoodLarge,0.55,2.1,2,Gatherable_Tree.Demolish.Break_Tree_B,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat.mtl,PoplarTree_b_thincut,65,PoplarTree,,,,3.6,,,,
PoplarTree_Thin_c,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thin_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat.mtl,TreeHardwoodMedium,0.28,1.8,2,Gatherable_Tree.Demolish.Break_Tree_C,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat.mtl,PoplarTree_c_thincut,60,PoplarTree,,,,3.3,,,,
TablePineTree_a,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_a.cgf,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_mat.mtl,TreeHardwoodLarge,0.82,2.4,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_stump_a.cgf,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_mat.mtl,TablePineTree_a_cuttrunk,180,PineTree,,,,3.9,,,,
TablePineTree_b,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_b.cgf,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_mat.mtl,TreeHardwoodLarge,0.59,2.1,2,Gatherable_Tree.Demolish.Break_Tree_B,0.7,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_stump_b.cgf,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_mat.mtl,TablePineTree_b_cuttrunk,180,PineTree,,,,3.6,,,,
TablePineTree_c,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_c.cgf,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_mat.mtl,TreeHardwoodMedium,0.42,1.8,2,Gatherable_Tree.Demolish.Break_Tree_C,0.7,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_stump_c.cgf,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_mat.mtl,TablePineTree_c_cuttrunk,180,PineTree,,,,3.3,,,,
TablePineTree_d,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_d.cgf,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_mat.mtl,TreeHardwoodSmall,0.24,1.8,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_stump_d.cgf,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_mat.mtl,TablePineTree_d_cuttrunk,100,PineTree,,,,3.3,,,,
TablePineTree_e,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_e.cgf,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_mat.mtl,TreeHardwoodTiny,0.16,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_stump_e.cgf,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_mat.mtl,TablePineTree_e_cuttrunk,80,PineTree,,,,3.3,,,,
BeechTree_a_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,TreeHardwoodLarge,0.85,2.5,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,BeechTree_a_fall01_cuttrunk,50,BeechTree,,,,4,,,,
BeechTree_b_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,TreeHardwoodLarge,0.45,2.2,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,BeechTree_b_fall01_cuttrunk,60,BeechTree,,,,3.7,,,,
BeechTree_ba_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_ba.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,TreeHardwoodMedium,0.25,2.2,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_ba.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,BeechTree_ba_fall01_cuttrunk,55,BeechTree,,,,3.7,,,,
BeechTree_ca_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_ca.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,TreeHardwoodMedium,0.16,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_ca.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,BeechTree_ca_fall01_cuttrunk,55,BeechTree,,,,3.3,,,,
BeechTree_cb_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_cb.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,TreeHardwoodSmall,0.1,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_cb.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,BeechTree_cb_fall01_cuttrunk,50,BeechTree,,,,3.3,,,,
BeechTree_cc_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_cc.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,TreeHardwoodSmall,0.1,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_cc.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,BeechTree_cc_fall01_cuttrunk,45,BeechTree,,,,3.3,,,,
BeechTree_cd_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_cd.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,TreeHardwoodSmall,0.12,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_cd.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,BeechTree_cd_fall01_cuttrunk,50,BeechTree,,,,3.3,,,,
BeechTree_d_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,TreeHardwoodSmall,0.08,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,BeechTree_d_fall01_cuttrunk,50,BeechTree,,,,3.3,,,,
BeechTree_e_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,TreeHardwoodTiny,0.01,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall01_mat.mtl,BeechTree_e_fall01_cuttrunk,50,BeechTree,,,,3.3,,,,
OakTree_a_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat.mtl,TreeHardwoodHuge,2,4.2,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat.mtl,OakTree_a_fall01_cuttrunk,190,OakTree,,,,5.7,,,,
OakTree_b_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat.mtl,TreeHardwoodLarge,1,2.7,2,Gatherable_Tree.Demolish.Break_Tree_B,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat.mtl,OakTree_b_fall01_cuttrunk,150,OakTree,,,,4.2,,,,
OakTree_c_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat.mtl,TreeHardwoodLarge,0.6,2.2,2,Gatherable_Tree.Demolish.Break_Tree_C,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat.mtl,OakTree_c_fall01_cuttrunk,150,OakTree,,,,3.7,,,,
OakTree_d_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat.mtl,TreeHardwoodMedium,0.47,1.8,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat.mtl,OakTree_d_fall01_cuttrunk,150,OakTree,,,,3.3,,,,
OakTree_e_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat.mtl,TreeHardwoodSmall,0.3,1.8,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat.mtl,OakTree_e_fall01_cuttrunk,100,OakTree,,,,3.3,,,,
OakTree_f_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_f.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat.mtl,TreeHardwoodTiny,0.29,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_f.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall01_mat.mtl,OakTree_f_fall01_cuttrunk,120,OakTree,,,,3.3,,,,
PoplarTree_Full_a_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_full_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat.mtl,TreeHardwoodLarge,0.65,2.5,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat.mtl,PoplarTree_Full_a_fall01_cuttrunk,90,PoplarTree,,,,4,,,,
PoplarTree_Full_b_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_full_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat.mtl,TreeHardwoodLarge,0.55,2.1,2,Gatherable_Tree.Demolish.Break_Tree_B,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat.mtl,PoplarTree_Full_b_fall01_cuttrunk,90,PoplarTree,,,,3.6,,,,
PoplarTree_Full_c_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_full_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat.mtl,TreeHardwoodMedium,0.28,1.8,2,Gatherable_Tree.Demolish.Break_Tree_C,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat.mtl,PoplarTree_Full_c_fall01_cuttrunk,75,PoplarTree,,,,3.3,,,,
PoplarTree_Full_d_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_full_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat.mtl,TreeHardwoodSmall,0.14,1.8,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat.mtl,PoplarTree_Full_d_fall01_cuttrunk,70,PoplarTree,,,,3.3,,,,
PoplarTree_Full_e_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_full_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat.mtl,TreeHardwoodTiny,0.05,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat.mtl,PoplarTree_Full_e_fall01_cuttrunk,55,PoplarTree,,,,3.3,,,,
PoplarTree_Thin_a_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thin_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat.mtl,TreeHardwoodLarge,0.65,2.4,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat.mtl,PoplarTree_a_fall01_thincut,70,PoplarTree,,,,3.9,,,,
PoplarTree_Thin_b_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thin_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat.mtl,TreeHardwoodLarge,0.55,2.1,2,Gatherable_Tree.Demolish.Break_Tree_B,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat.mtl,PoplarTree_b_fall01_thincut,65,PoplarTree,,,,3.6,,,,
PoplarTree_Thin_c_fall01,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thin_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat.mtl,TreeHardwoodMedium,0.28,1.8,2,Gatherable_Tree.Demolish.Break_Tree_C,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat.mtl,PoplarTree_c_fall01_thincut,60,PoplarTree,,,,3.3,,,,
BeechTree_a_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,TreeHardwoodLarge,0.85,2.5,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,BeechTree_a_fall02_cuttrunk,50,BeechTree,,,,4,,,,
BeechTree_b_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,TreeHardwoodLarge,0.45,2.2,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,BeechTree_b_fall02_cuttrunk,60,BeechTree,,,,3.7,,,,
