VariantID,Visual_Chest,Visual_Loot,GatherableEntryID,LootTableComponent,GatheringRadius,InteractionRadius,DetectableRadius,DepletedPreload,DepletedSFX,DepletedFX,Idle_VFX,MarkerRadius,Name,LoS_Override,MarkerOffset_Z,InteractTag,DepletedFXOffset_Y,DepletedFXOffset_Z,IdleFXOffset_Y,IdleFXOffset_Z,LootLockSlice,Idle_SFX_Preload,Depleted_SFX_Particle_Preload,Depleted_SFX_Offset_Y,Depleted_SFX_Offset_Z,Idle_SFX_Offset_Y,Idle_SFX_Offset_Z,Idle_SFX_Play,Idle_SFX_Stop,AudioPreload_gathering,SFX_Gathering,Required_Progression,LootLockVariant
Darkness_StarterPack,slices/POIs/LootContainers/Abandoned_T3_L_chest.dynamicslice,slices/POIs/LootContainers/Abandoned_T3_L_loot.dynamicslice,DarknessStarterPack,DarknessStarterPack,0.5,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@Darkness_StarterPack_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_AncientChest,,
Engineering_T1_L,slices/POIs/LootContainers/Engineering_T1_L_chest.dynamicslice,slices/POIs/LootContainers/Engineering_T1_L_loot.dynamicslice,LootLargeT1,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Big_Celebration02,Loot.Crate_tall01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Engineering_T1_M,slices/POIs/LootContainers/Engineering_T1_M_chest.dynamicslice,slices/POIs/LootContainers/Engineering_T1_M_loot.dynamicslice,LootMediumT1,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_small01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
Engineering_T2_L,slices/POIs/LootContainers/Engineering_T2_L_chest.dynamicslice,slices/POIs/LootContainers/Engineering_T2_L_loot.dynamicslice,LootLargeT2,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Engineering_T2_M,slices/POIs/LootContainers/Engineering_T2_M_chest.dynamicslice,slices/POIs/LootContainers/Engineering_T2_M_loot.dynamicslice,LootMediumT2,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_small01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
Engineering_T3_L,slices/POIs/LootContainers/Engineering_T3_L_chest.dynamicslice,slices/POIs/LootContainers/Engineering_T3_L_loot.dynamicslice,LootLargeT3,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Engineering_T3_M,slices/POIs/LootContainers/Engineering_T3_M_chest.dynamicslice,slices/POIs/LootContainers/Engineering_T3_M_loot.dynamicslice,LootMediumT3,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_small01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
Farmland_T1_L,slices/POIs/LootContainers/Farmland_T1_L_chest.dynamicslice,slices/POIs/LootContainers/Farmland_T1_L_loot.dynamicslice,LootLargeT1,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Farmland_T1_M,slices/POIs/LootContainers/Farmland_T1_M_chest.dynamicslice,slices/POIs/LootContainers/Farmland_T1_M_loot.dynamicslice,LootMediumT1,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_small01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
Farmland_T2_L,slices/POIs/LootContainers/Farmland_T2_L_chest.dynamicslice,slices/POIs/LootContainers/Farmland_T2_L_loot.dynamicslice,LootLargeT2,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Farmland_T2_M,slices/POIs/LootContainers/Farmland_T2_M_chest.dynamicslice,slices/POIs/LootContainers/Farmland_T2_M_loot.dynamicslice,LootMediumT2,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_small01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
Farmland_T3_L,slices/POIs/LootContainers/Farmland_T3_L_chest.dynamicslice,slices/POIs/LootContainers/Farmland_T3_L_loot.dynamicslice,LootLargeT3,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Farmland_T3_M,slices/POIs/LootContainers/Farmland_T3_M_chest.dynamicslice,slices/POIs/LootContainers/Farmland_T3_M_loot.dynamicslice,LootMediumT3,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_small01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
FTUE_Backstory,slices/POIs/LootContainers/FTUE_Backstory_Chest.dynamicslice,slices/POIs/LootContainers/FTUE_Backstory_Loot.dynamicslice,LootFtueBackstory,FTUE_BackstoryChest,0.5,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_peek01,4,@LootContainer_FTUE_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,,,
FTUE_V2_Backstory,,,LootFtueBackstory,FTUE_ArchetypesLoot1,0.5,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_peek01,4,@ui_ftue_captains_chest,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,,,
LootableAzoth,slices/Structures/Harvesting/LeyFissure_Complete_Small.dynamicslice,slices/Structures/Harvesting/LeyFissure_Complete_Small.dynamicslice,LootMediumT2,AzothSpire,0.5,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_LootableAzoth_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,,,
Outfitting_T1_L,slices/POIs/LootContainers/Outfitting_T1_L_chest.dynamicslice,slices/POIs/LootContainers/Outfitting_T1_L_loot.dynamicslice,LootLargeT1,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_tall01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Outfitting_T1_M,slices/POIs/LootContainers/Outfitting_T1_M_chest.dynamicslice,slices/POIs/LootContainers/Outfitting_T1_M_loot.dynamicslice,LootMediumT1,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
Outfitting_T2_L,slices/POIs/LootContainers/Outfitting_T2_L_chest.dynamicslice,slices/POIs/LootContainers/Outfitting_T2_L_loot.dynamicslice,LootLargeT2,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Outfitting_T2_M,slices/POIs/LootContainers/Outfitting_T2_M_chest.dynamicslice,slices/POIs/LootContainers/Outfitting_T2_M_loot.dynamicslice,LootMediumT2,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_small01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
Outfitting_T3_L,slices/POIs/LootContainers/Outfitting_T3_L_chest.dynamicslice,slices/POIs/LootContainers/Outfitting_T3_L_loot.dynamicslice,LootLargeT3,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Outfitting_T3_M,slices/POIs/LootContainers/Outfitting_T3_M_chest.dynamicslice,slices/POIs/LootContainers/Outfitting_T3_M_loot.dynamicslice,LootMediumT3,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_small01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
Provisioning_T1_L,slices/POIs/LootContainers/Provisioning_T1_L_chest.dynamicslice,slices/POIs/LootContainers/Provisioning_T1_L_loot.dynamicslice,LootLargeT1,ContainerLootCookingLarge,0.25,3,1,loot_container,Play_Loot_Depleted_LootFood,cFX_Loot.Chest_Big_Celebration02,Loot.Crate_tall01,4,@LootContainer_CookingLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootFood,,
Provisioning_T1_M,slices/POIs/LootContainers/Provisioning_T1_M_chest.dynamicslice,slices/POIs/LootContainers/Provisioning_T1_M_loot.dynamicslice,LootMediumT1,ContainerLootCookingSmall,0.25,3,1,loot_container,Play_Loot_Depleted_LootFood,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_xsmall01,4,@LootContainer_CookingMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootFood,,
Provisioning_T2_L,slices/POIs/LootContainers/Provisioning_T2_L_chest.dynamicslice,slices/POIs/LootContainers/Provisioning_T2_L_loot.dynamicslice,LootLargeT2,ContainerLootCookingLarge,0.25,3,1,loot_container,Play_Loot_Depleted_LootFood,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_CookingLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootFood,,
Provisioning_T2_M,slices/POIs/LootContainers/Provisioning_T2_M_chest.dynamicslice,slices/POIs/LootContainers/Provisioning_T2_M_loot.dynamicslice,LootMediumT2,ContainerLootCookingSmall,0.25,3,1,loot_container,Play_Loot_Depleted_LootFood,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_small01,4,@LootContainer_CookingMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootFood,,
Provisioning_T3_L,slices/POIs/LootContainers/Provisioning_T3_L_chest.dynamicslice,slices/POIs/LootContainers/Provisioning_T3_L_loot.dynamicslice,LootLargeT3,ContainerLootCookingLarge,0.25,3,1,loot_container,Play_Loot_Depleted_LootFood,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_CookingLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootFood,,
Provisioning_T3_M,slices/POIs/LootContainers/Provisioning_T3_M_chest.dynamicslice,slices/POIs/LootContainers/Provisioning_T3_M_loot.dynamicslice,LootMediumT3,ContainerLootCookingSmall,0.25,3,1,loot_container,Play_Loot_Depleted_LootFood,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_small01,4,@LootContainer_CookingMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootFood,,
Provisioning_T3_M_Standing,slices/POIs/LootContainers/Provisioning_T3_M_chest.dynamicslice,slices/POIs/LootContainers/Provisioning_T3_M_loot.dynamicslice,LootMediumT1_Standing,ContainerLootCookingSmall,0.25,3,1,loot_container,Play_Loot_Depleted_LootFood,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_small01,4,@LootContainer_CookingMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootFood,,
Settlement_Flux,slices/POIs/LootContainers/Settlement_Flux.dynamicslice,slices/POIs/LootContainers/Settlement_Flux.dynamicslice,LootMediumT1,Settlement_Flux,0.5,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Settlement_Small_Celebration01,Loot.Chest_big_peek01,4,@LootContainer_Settlement_Flux_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,,,
Settlement_Honey,slices/POIs/LootContainers/Settlement_Honey.dynamicslice,slices/POIs/LootContainers/Settlement_Honey.dynamicslice,LootMediumT1_Standing,Settlement_Honey,0.5,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Settlement_Small_Celebration01,Loot.Chest_big_peek01,4,@LootContainer_Settlement_Honey_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_resources,Play_Gather_Interact_HoneySettlement,,
Settlement_Sandpaper,slices/POIs/LootContainers/Settlement_Sandpaper.dynamicslice,slices/POIs/LootContainers/Settlement_Sandpaper.dynamicslice,LootMediumT1,Settlement_Sandpaper,0.5,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Settlement_Small_Celebration01,Loot.Chest_big_peek01,4,@LootContainer_Settlement_Sandpaper_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,,,
Settlement_Solvent,slices/POIs/LootContainers/Settlement_Solvent.dynamicslice,slices/POIs/LootContainers/Settlement_Solvent.dynamicslice,LootMediumT1,Settlement_Solvent,0.5,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Settlement_Small_Celebration01,Loot.Chest_big_peek01,4,@LootContainer_Settlement_Solvent_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,,,
Settlement_Tannin,slices/POIs/LootContainers/Settlement_Tannin.dynamicslice,slices/POIs/LootContainers/Settlement_Tannin.dynamicslice,LootMediumT1,Settlement_Tannin,0.5,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Settlement_Medium_Celebration01,Loot.Chest_big_peek01,4,@LootContainer_Settlement_Tannin_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,,,
Settlement_Water,slices/POIs/LootContainers/Settlement_Water.dynamicslice,slices/POIs/LootContainers/Settlement_Water.dynamicslice,SettlementWell,Settlement_Water,0.5,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Settlement_Medium_Celebration02,Loot.Chest_big_peek01,4,@LootContainer_Settlement_Water_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,,,
Smelting_T1_L,slices/POIs/LootContainers/Smelting_T1_L_chest.dynamicslice,slices/POIs/LootContainers/Smelting_T1_L_loot.dynamicslice,LootLargeT1,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_small01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Smelting_T1_M,slices/POIs/LootContainers/Smelting_T1_M_chest.dynamicslice,slices/POIs/LootContainers/Smelting_T1_M_loot.dynamicslice,LootMediumT1,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_small01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
Smelting_T2_L,slices/POIs/LootContainers/Smelting_T2_L_chest.dynamicslice,slices/POIs/LootContainers/Smelting_T2_L_loot.dynamicslice,LootLargeT2,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Smelting_T2_M,slices/POIs/LootContainers/Smelting_T2_M_chest.dynamicslice,slices/POIs/LootContainers/Smelting_T2_M_loot.dynamicslice,LootMediumT2,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_small01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
Smelting_T3_L,slices/POIs/LootContainers/Smelting_T3_L_chest.dynamicslice,slices/POIs/LootContainers/Abandoned_T3_L_loot.dynamicslice,LootLargeT3,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_peek01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Smelting_T3_M,slices/POIs/LootContainers/Smelting_T3_M_chest.dynamicslice,slices/POIs/LootContainers/Smelting_T3_M_loot.dynamicslice,LootMediumT3,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_small01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
Tanning_T1_L,slices/POIs/LootContainers/Tanning_T1_L_chest.dynamicslice,slices/POIs/LootContainers/Tanning_T1_L_loot.dynamicslice,LootLargeT1,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Big_Celebration01,Loot.Crate_tall01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Tanning_T1_M,slices/POIs/LootContainers/Tanning_T1_M_chest.dynamicslice,slices/POIs/LootContainers/Tanning_T1_M_loot.dynamicslice,LootMediumT1,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
Tanning_T2_L,slices/POIs/LootContainers/Tanning_T2_L_chest.dynamicslice,slices/POIs/LootContainers/Tanning_T2_L_loot.dynamicslice,LootLargeT2,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Tanning_T2_M,slices/POIs/LootContainers/Tanning_T2_M_chest.dynamicslice,slices/POIs/LootContainers/Tanning_T2_M_loot.dynamicslice,LootMediumT2,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_small01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
Tanning_T3_L,slices/POIs/LootContainers/Tanning_T3_L_chest.dynamicslice,slices/POIs/LootContainers/Tanning_T3_L_loot.dynamicslice,LootLargeT3,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Tanning_T3_M,slices/POIs/LootContainers/Tanning_T3_M_chest.dynamicslice,slices/POIs/LootContainers/Tanning_T3_M_loot.dynamicslice,LootMediumT3,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_tall01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
Weaving_T1_L,slices/POIs/LootContainers/Weaving_T1_L_chest.dynamicslice,slices/POIs/LootContainers/Weaving_T1_L_loot.dynamicslice,LootMediumT1,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_xbig01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Weaving_T1_M,slices/POIs/LootContainers/Weaving_T1_M_chest.dynamicslice,slices/POIs/LootContainers/Weaving_T1_M_loot.dynamicslice,LootLargeT1,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
Weaving_T2_L,slices/POIs/LootContainers/Weaving_T2_L_chest.dynamicslice,slices/POIs/LootContainers/Weaving_T2_L_loot.dynamicslice,LootLargeT2,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Weaving_T2_M,slices/POIs/LootContainers/Weaving_T2_M_chest.dynamicslice,slices/POIs/LootContainers/Weaving_T2_M_loot.dynamicslice,LootMediumT2,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_small01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
Weaving_T3_L,slices/POIs/LootContainers/Weaving_T3_L_chest.dynamicslice,slices/POIs/LootContainers/Weaving_T3_L_loot.dynamicslice,LootLargeT3,ContainerLootLarge,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Weaving_T3_M,slices/POIs/LootContainers/Weaving_T3_M_chest.dynamicslice,slices/POIs/LootContainers/Weaving_T3_M_loot.dynamicslice,LootMediumT3,ContainerLootSmallLeveled,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Medium_Celebration01,Loot.Crate_small01,4,@LootContainer_SuppliesMedium_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
