VariantID,Visual_Healthy,Visual_Depleted,Visual_NotOnRequiredQuest,Visual_Basemesh,GatherableEntryID,InteractionRadius,DetectableRadius,MarkerRadius,AudioPreload_depleted,SFX_depleted,SFX_Idle,VFX_Idle,IdleVFX_Offset_Z,DepletedVFX,depletedVFX_Offset_Z,DepletedVFX_Quest,DepletedVFX_Quest_Offset_Z,GatheringFX,gatheringVFX_Offzet_Z,interactionMarker_Offset_Z,InteractionEvent,InteractTag,InteractOnlyOnQuest,AchievementID,AchievementServerState,DetectionVolumeSphereRadius,IsStateControlledBySlayerScript,AudioPreload_Idle
01_Whisper_FTUE_04,,,,,01_Whisper_FTUE_04,30,30,0,,,,,,,,,,,,,,IO_01_Whisper_FTUE_04,false,,,15,,
01_Whisper_FTUE_05,,,,,01_Whisper_FTUE_05,30,30,0,,,,,,,,,,,,,,IO_01_Whisper_FTUE_05,false,,,15,,
01_Whisper_Beach_01,,,,,01_Whisper_Beach_01,30,30,0,,,,,,,,,,,,,,IO_01_Whisper_Beach_01,true,,,15,,
01_Whisper_Beach_02,,,,,01_Whisper_Beach_02,30,30,0,,,,,,,,,,,,,,IO_01_Whisper_Beach_02,true,,,15,,
01_Whisper_Beach_03,,,,,01_Whisper_Beach_03,30,30,0,,,,,,,,,,,,,,IO_01_Whisper_Beach_03,true,,,15,,
01_Whisper_Beach_04,,,,,01_Whisper_Beach_04,30,30,0,,,,,,,,,,,,,,IO_01_Whisper_Beach_04,true,,,15,,
01_Whisper_Beach_05,,,,,01_Whisper_Beach_05,30,30,0,,,,,,,,,,,,,,IO_01_Whisper_Beach_05,true,,,15,,
01_Whisper_Beach_06,,,,,01_Whisper_Beach_06,30,30,0,,,,,,,,,,,,,,IO_01_Whisper_Beach_06,true,,,15,,
01_Whisper_Beach_07,,,,,01_Whisper_Beach_07,30,30,0,,,,,,,,,,,,,,IO_01_Whisper_Beach_07,true,,,15,,
12A_MB_Whisper_01,,,,,12A_Whisper_01,15,15,0,,,,,,,,,,,,,,IO_12A_MB_Whisper_01,true,,,15,,
12A_MB_Whisper_02,,,,,12A_Whisper_02,15,15,0,,,,,,,,,,,,,,IO_12A_MB_Whisper_02,true,,,15,,
12A_MB_Whisper_03,,,,,12A_Whisper_03,15,15,0,,,,,,,,,,,,,,IO_12A_MB_Whisper_03,true,,,15,,
12A_MB_Whisper_04,,,,,12A_Whisper_04,15,15,0,,,,,,,,,,,,,,IO_12A_MB_Whisper_04,true,,,15,,
99A_IsabellaWhisper_02,,,,,99A_IsabellaWhisper_01,18,18,0,,,,,,,,,,,,,,IO_99A_IsabellaWhisper_02,true,,,18,,
16_ImhotepCageNodules,slices\WorldEvents\BrimstoneSands\Interact\ImhotepCageNodules_Healthy_00.dynamicslice,,,,1625_0201_ImhotepCageNoduleA,10,10,0,,,,,,,,,,,,,,IO_16_ImhotepCageNodules,true,,,10,,
16_AdianaAkhet_SE,,,,,16_AdianaAkhet_SE,10,10,0,,,,buildables.AzureWell.Vapor_02,,,,,,,,,,IO_16_AdianaAkhet_SE,true,,,10,,
16_ImhotepRitual_SE,,,,,16_ImhotepRitual_SE,10,10,0,,,,buildables.AzureWell.Vapor_02,,,,,,,,,,IO_16_ImhotepRitual_SE,true,,,3,,
16_Coronation_SE,,,,,16_Coronation_SE,10,10,0,,,,buildables.AzureWell.Vapor_02,,,,,,,,,,IO_16_Coronation_SE,true,,,3,,
95_s01_03_Interviews_SE,,,,,95_s01_03_Interviews_SE,10,10,0,,,,buildables.AzureWell.Vapor_02,,,,,,,,,,IO_95_s01_03_Interviews_SE,true,,,3,,
95_s01_01_CROW_GracelessRequest,,,,,95_s01_01_CROW_GracelessRequest,10,0.5,0.5,,,,,,,,,,,,,,IO_95_s01_01_CROW_GracelessRequest,true,,,10,,
99C_MSQ2_ShakingCoffinA,,,,slices\WorldEvents\MSQ2_WeaversFen\Coffins\Coffin_A_Shaking.dynamicslice,99C_MSQ2_ShakingCoffinA,3,10,0,Missions_Coffins,Play_SFX_CoffinShakes,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99C_MSQ2_ShakingCoffinA,true,,,10,,
99C_MSQ2_ShakingCoffinB,,,,slices\WorldEvents\MSQ2_WeaversFen\Coffins\Coffin_B_Shaking.dynamicslice,99C_MSQ2_ShakingCoffinB,3,10,0,Missions_Coffins,Play_SFX_CoffinShakes,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99C_MSQ2_ShakingCoffinB,true,,,10,,
99C_MSQ2_ShakingCoffinC,,,,slices\WorldEvents\MSQ2_WeaversFen\Coffins\Coffin_C_Shaking.dynamicslice,99C_MSQ2_ShakingCoffinC,3,10,0,Missions_Coffins,Play_SFX_CoffinShakes,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99C_MSQ2_ShakingCoffinC,true,,,10,,
99C_MSQ2_CorpseTorchA,slices\WorldEvents\MSQ2_WeaversFen\99C_CorpseCroneTorch_Healthy.dynamicslice,,,slices\WorldEvents\MSQ2_WeaversFen\99C_CorpseCroneTorch_Basemesh.dynamicslice,99C_MSQ2_CorpseTorchA,7,9,0,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Small,,,,env_msq_collectable.Witch.witchs_fire_bursting,2.1,,,,,IO_99C_MSQ2_CorpseTorchA,true,,,9,,
99C_MSQ2_CorpseTorchB,slices\WorldEvents\MSQ2_WeaversFen\99C_CorpseCroneTorch_Healthy.dynamicslice,,,slices\WorldEvents\MSQ2_WeaversFen\99C_CorpseCroneTorch_Basemesh.dynamicslice,99C_MSQ2_CorpseTorchB,7,9,0,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Small,,,,env_msq_collectable.Witch.witchs_fire_bursting,2.1,,,,,IO_99C_MSQ2_CorpseTorchB,true,,,9,,
99C_MSQ2_CorpseTorchC,slices\WorldEvents\MSQ2_WeaversFen\99C_CorpseCroneTorch_Healthy.dynamicslice,,,slices\WorldEvents\MSQ2_WeaversFen\99C_CorpseCroneTorch_Basemesh.dynamicslice,99C_MSQ2_CorpseTorchC,7,9,0,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Small,,,,env_msq_collectable.Witch.witchs_fire_bursting,2.1,,,,,IO_99C_MSQ2_CorpseTorchC,true,,,9,,
99C_MSQ2_CorpseTorchD,slices\WorldEvents\MSQ2_WeaversFen\99C_CorpseCroneTorch_Healthy.dynamicslice,,,slices\WorldEvents\MSQ2_WeaversFen\99C_CorpseCroneTorch_Basemesh.dynamicslice,99C_MSQ2_CorpseTorchD,7,9,0,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Small,,,,env_msq_collectable.Witch.witchs_fire_bursting,2.1,,,,,IO_99C_MSQ2_CorpseTorchD,true,,,9,,
99C_MSQ2_CorpseTorchE,slices\WorldEvents\MSQ2_WeaversFen\99C_CorpseCroneTorch_Healthy.dynamicslice,,,slices\WorldEvents\MSQ2_WeaversFen\99C_CorpseCroneTorch_Basemesh.dynamicslice,99C_MSQ2_CorpseTorchE,7,9,0,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Small,,,,env_msq_collectable.Witch.witchs_fire_bursting,2.1,,,,,IO_99C_MSQ2_CorpseTorchE,true,,,9,,
99C_MSQ2_GlowingOrbsA,,,,slices\WorldEvents\MSQ2_WeaversFen\99C_GlowingOrbs_Basemesh.dynamicslice,99C_MSQ2_GlowingOrbsA,7,10,0,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99C_MSQ2_GlowingOrbsA,true,,,10,,
99C_MSQ2_GlowingOrbsB,,,,slices\WorldEvents\MSQ2_WeaversFen\99C_GlowingOrbsB_Basemesh.dynamicslice,99C_MSQ2_GlowingOrbsB,7,10,0,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99C_MSQ2_GlowingOrbsB,true,,,10,,
99C_MSQ2_GlowingOrbsC,,,,slices\WorldEvents\MSQ2_WeaversFen\99C_GlowingOrbsC_Basemesh.dynamicslice,99C_MSQ2_GlowingOrbsC,7,10,0,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99C_MSQ2_GlowingOrbsC,true,,,10,,
99C_MSQ2_GlowingOrbsD,,,,slices\WorldEvents\MSQ2_WeaversFen\99C_GlowingOrbsD_Basemesh.dynamicslice,99C_MSQ2_GlowingOrbsD,7,10,0,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99C_MSQ2_GlowingOrbsD,true,,,10,,
99C_MSQ2_BlightBombA,slices\WorldEvents\MSQ2_WeaversFen\99C_BlightBomb_Healthy.dynamicslice,slices\WorldEvents\MSQ2_WeaversFen\99C_BlightBomb_Depleted.dynamicslice,,,99C_MSQ2_BlightBombA,3,5,0,missions_popblossoms,Play_PopBlossom_Depleted,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99C_MSQ2_BlightBombA,true,,,5,,
99C_MSQ2_BlightBombB,slices\WorldEvents\MSQ2_WeaversFen\99C_BlightBomb_Healthy.dynamicslice,slices\WorldEvents\MSQ2_WeaversFen\99C_BlightBomb_Depleted.dynamicslice,,,99C_MSQ2_BlightBombB,3,5,0,missions_popblossoms,Play_PopBlossom_Depleted,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99C_MSQ2_BlightBombB,true,,,5,,
99C_MSQ2_BlightBombC,slices\WorldEvents\MSQ2_WeaversFen\99C_BlightBomb_Healthy.dynamicslice,slices\WorldEvents\MSQ2_WeaversFen\99C_BlightBomb_Depleted.dynamicslice,,,99C_MSQ2_BlightBombC,3,5,0,missions_popblossoms,Play_PopBlossom_Depleted,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99C_MSQ2_BlightBombC,true,,,5,,
99B_MSQ_05_YonasRetreatProx,,,,,99B_MSQ_05_YonasRetreatProx,0.01,0.5,0.5,,,,,,,,,,,,,,IO_99B_MSQ_05_YonasRetreatProx,true,,,30,,
99B_MSQ_10_IGC_CaerDunCurse,,,,,99B_MSQ_10_IGC_CaerDunCurse,10,10,0,,,,buildables.AzureWell.Vapor_02,,,,,,,,,,IO_99B_MSQ_10_IGC_CaerDunCurse,true,,,5,,
09A_M2_RangerLocation,,,,,09A_M2_RangerLocation,0.01,0.5,0.5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_M2_RangerLocation,true,,,4,,
09A_M2_GlowTrailA,,,,,09A_M2_GlowTrailA,0.01,0.5,0.5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_M2_GlowTrailA,true,,,4,,
09A_M2_GlowTrailB,,,,,09A_M2_GlowTrailB,0.01,0.5,0.5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_M2_GlowTrailB,true,,,4,,
09A_M15_AscendTower_TrailA,,,,,09A_M15_AscendTower_TrailA,0.01,0.5,0.5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_M15_AscendTower_TrailA,true,,,4,,
09A_M15_AscendTower_TrailB,,,,,09A_M15_AscendTower_TrailB,0.01,0.5,0.5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_M15_AscendTower_TrailB,true,,,4,,
09A_M15_AscendTower_TrailC,,,,,09A_M15_AscendTower_TrailC,0.01,0.5,0.5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_M15_AscendTower_TrailC,true,,,4,,
09A_M15_AscendTower_TrailD,,,,,09A_M15_AscendTower_TrailD,0.01,0.5,0.5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_M15_AscendTower_TrailD,true,,,4,,
09A_M15_AscendTower_TrailE,,,,,09A_M15_AscendTower_TrailE,0.01,0.5,0.5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_M15_AscendTower_TrailE,true,,,4,,
09A_M15_AscendTower_TrailF,,,,,09A_M15_AscendTower_TrailF,0.01,0.5,0.5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_M15_AscendTower_TrailF,true,,,4,,
09A_M15_AscendTower_TrailG,,,,,09A_M15_AscendTower_TrailG,0.01,0.5,0.5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_M15_AscendTower_TrailG,true,,,4,,
09A_M15_AscendTower_TrailH,,,,,09A_M15_AscendTower_TrailH,0.01,0.5,0.5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_M15_AscendTower_TrailH,true,,,4,,
09A_S2_LostPod_Burst,slices\WorldEvents\FirstLight\Interact\RangerRescue\Object_09A_S2_LostPod_Healthy.dynamicslice,slices\WorldEvents\FirstLight\Interact\RangerRescue\Object_09A_S2_LostPod_Depleted.dynamicslice,,,09A_S2_LostPod_Burst,10,10,0,,,,,,,,,,,,,slices\WorldEvents\FirstLight\Interact\RangerRescue\Enc_WorldEvent_09A_S2_LostPod_Burst.dynamicslice,IO_09A_S2_LostPod_Burst,true,,,5,,
09A_S3_GorillaBloodTrailA,,,,slices\WorldEvents\FirstLight\Interact\GorillaBloodTrail\Object_09A_S3_GorillaBloodTrailC_Healthy.dynamicslice,09A_S3_GorillaBloodTrailA,10,10,0,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_S3_GorillaBloodTrailA,true,,,5,,
09A_S3_GorillaBloodTrailB,,,,slices\WorldEvents\FirstLight\Interact\GorillaBloodTrail\Object_09A_S3_GorillaBloodTrailC_Healthy.dynamicslice,09A_S3_GorillaBloodTrailB,10,10,0,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_S3_GorillaBloodTrailB,true,,,5,,
09A_S3_GorillaBloodTrailC,,,,slices\WorldEvents\FirstLight\Interact\GorillaBloodTrail\Object_09A_S3_GorillaBloodTrailA_Healthy.dynamicslice,09A_S3_GorillaBloodTrailC,10,10,0,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_S3_GorillaBloodTrailC,true,,,5,,
09A_S3_GorillaBloodTrailD,,,,slices\WorldEvents\FirstLight\Interact\GorillaBloodTrail\Object_09A_S3_GorillaBloodTrailB_Healthy.dynamicslice,09A_S3_GorillaBloodTrailD,10,10,0,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_S3_GorillaBloodTrailD,true,,,5,,
09A_S3_GorillaBloodTrailE,,,,slices\WorldEvents\FirstLight\Interact\GorillaBloodTrail\Object_09A_S3_GorillaBloodTrailA_Healthy.dynamicslice,09A_S3_GorillaBloodTrailE,10,10,0,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_S3_GorillaBloodTrailE,true,,,5,,
09A_S3_GorillaBloodTrailF,,,,slices\WorldEvents\FirstLight\Interact\GorillaBloodTrail\Object_09A_S3_GorillaBloodTrailB_Healthy.dynamicslice,09A_S3_GorillaBloodTrailF,10,10,0,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_S3_GorillaBloodTrailF,true,,,5,,
09A_S3_GorillaBloodTrailG,,,,slices\WorldEvents\FirstLight\Interact\GorillaBloodTrail\Object_09A_S3_GorillaBloodTrailA_Healthy.dynamicslice,09A_S3_GorillaBloodTrailG,10,10,0,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_09A_S3_GorillaBloodTrailG,true,,,5,,
09A_S4_LureSwarm,,,,,09A_S4_LureSwarm,0.1,5,0.1,,,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_09A_S4_LureSwarm,true,,,2.5,,
09A_S4_LureSwarmPin,,,,,09A_S4_LureSwarmPin,0.1,5,0.1,,,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_09A_S4_LureSwarmPin,true,,,3.5,,
09A_S5_CaveFightProx,,,,,09A_S5_CaveFightProx,5,5,0,,,,,,,,,,,,,,IO_09A_S5_CaveFightProx,true,,,4.5,,
09A_S6_MigrationEvidence,,,,slices/WorldEvents/FirstLight/Interact/MigrationEvidence/Object_09A_MigrationEvidence_Visual_BaseMesh.dynamicslice,09A_S6_MigrationEvidence,0.1,2,0,,,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_09A_S6_MigrationEvidence,true,,,2.5,,
09A_S6_MigrationEvidence2,,,,,09A_S6_MigrationEvidence2,0.1,2,0,,,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_09A_S6_MigrationEvidence2,true,,,2.5,,
09A_S6_MigrationEvidence3,,,,slices/WorldEvents/FirstLight/Interact/MigrationEvidence/Object_09A_MigrationEvidence_Visual_BaseMesh.dynamicslice,09A_S6_MigrationEvidence3,0.1,2,0,,,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_09A_S6_MigrationEvidence3,true,,,2.5,,
09A_S6_MigrationEvidence4,,,,,09A_S6_MigrationEvidence4,0.1,2,0,,,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_09A_S6_MigrationEvidence4,true,,,2.5,,
09A_S6_MigrationEvidence5,,,,slices/WorldEvents/FirstLight/Interact/MigrationEvidence/Object_09A_MigrationEvidence_Visual_BaseMesh.dynamicslice,09A_S6_MigrationEvidence5,0.1,2,0,,,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_09A_S6_MigrationEvidence5,true,,,2.5,,
94_WF_Checkpoint0,,,,,94_WF_Checkpoint0,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_WF_Checkpoint0,true,,,5,,
94_WF_Checkpoint1,,,,,94_WF_Checkpoint1,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_WF_Checkpoint1,true,,,5,,
94_WF_Checkpoint2,,,,,94_WF_Checkpoint2,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_WF_Checkpoint2,true,,,5,,
94_WF_Checkpoint3,,,,,94_WF_Checkpoint3,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_WF_Checkpoint3,true,,,5,,
94_WF_Checkpoint4,,,,,94_WF_Checkpoint4,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_WF_Checkpoint4,true,,,5,,
94_WF_Checkpoint5,,,,,94_WF_Checkpoint5,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_WF_Checkpoint5,true,,,5,,
94_WF_Checkpoint6,,,,,94_WF_Checkpoint6,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_WF_Checkpoint6,true,,,5,,
94_WF_Checkpoint7,,,,,94_WF_Checkpoint7,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_WF_Checkpoint7,true,,,5,,
94_WF_Checkpoint8,,,,,94_WF_Checkpoint8,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_WF_Checkpoint8,true,,,5,,
94_WF_Checkpoint9,,,,,94_WF_Checkpoint9,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_WF_Checkpoint9,true,,,5,,
94_WF_Checkpoint10,,,,,94_WF_Checkpoint10,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_WF_Checkpoint10,true,,,5,,
94_WF_Checkpoint11,,,,,94_WF_Checkpoint11,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_WF_Checkpoint11,true,,,5,,
94_WF_Checkpoint12,,,,,94_WF_Checkpoint12,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_WF_Checkpoint12,true,,,5,,
94_WF_Checkpoint13,,,,,94_WF_Checkpoint13,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_94_WF_Checkpoint13,true,,,5,,
94_WF_Checkpoint14,,,,,94_WF_Checkpoint14,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_WF_Checkpoint14,true,,,5,,
94_WF_Checkpoint15,,,,,94_WF_Checkpoint15,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_WF_Checkpoint15,true,,,5,,
94_EF_Checkpoint0,,,,,94_EF_Checkpoint0,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_Checkpoint0,true,,,5,,
94_EF_Checkpoint1,,,,,94_EF_Checkpoint1,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_Checkpoint1,true,,,5,,
94_EF_Checkpoint2,,,,,94_EF_Checkpoint2,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_Checkpoint2,true,,,5,,
94_EF_Checkpoint3,,,,,94_EF_Checkpoint3,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_Checkpoint3,true,,,5,,
94_EF_Checkpoint4,,,,,94_EF_Checkpoint4,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_Checkpoint4,true,,,5,,
94_EF_Checkpoint5,,,,,94_EF_Checkpoint5,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_Checkpoint5,true,,,5,,
94_EF_Checkpoint6,,,,,94_EF_Checkpoint6,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_Checkpoint6,true,,,5,,
94_EF_Checkpoint7,,,,,94_EF_Checkpoint7,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_Checkpoint7,true,,,5,,
94_EF_Checkpoint8,,,,,94_EF_Checkpoint8,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_Checkpoint8,true,,,5,,
94_EF_Checkpoint9,,,,,94_EF_Checkpoint9,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_Checkpoint9,true,,,5,,
94_EF_Checkpoint10,,,,,94_EF_Checkpoint10,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_Checkpoint10,true,,,5,,
94_EF_Checkpoint11,,,,,94_EF_Checkpoint11,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_Checkpoint11,true,,,5,,
94_EF_Checkpoint12,,,,,94_EF_Checkpoint12,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_Checkpoint12,true,,,5,,
