VariantID,StartMesh,StartMat,GatherableEntryID,GatheringRadius,InteractionRadius,DetectableRadius,DepletedSFX,IdleSFX,AudioPreloadName,IdleVFX,DepletedVFX,DepletedMesh,DepletedMaterial,VegAreaClearRadius,StartMeshLOD,EndMeshLOD,ShowOnCompass,CompassIcon,TradeskillIconUnlockType,AcceptSnow,MarkerRadius,AllowGatheringInGameModes,AddonMesh,AddonMaterial
Vein_Starmetal_a,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_a.cgf,,OreVeinStarmetalLarge,1.1,5,2.2,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Starmetal_A,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_frag_a.cgf,,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Starmetal_Compass.png,Starmetal,false,8,,,
Vein_Starmetal_b,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_b.cgf,,OreVeinStarmetalMedium,0.8,4,1.5,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Starmetal_B,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_frag_b.cgf,,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Starmetal_Compass.png,Starmetal,false,7,,,
Vein_Starmetal_c,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_c.cgf,,OreVeinStarmetalSmall,0.6,3,1.25,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Starmetal_C,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_frag_c.cgf,,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Starmetal_Compass.png,Starmetal,false,6,,,
Vein_Orichalcum_a,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_a.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,OreVeinOrichalcumLarge,1.1,5,2.2,Play_Gather_Boulder_Lrg,,,ENV_Darkness.Micro_Gatherables.Orichalcum_embers01,Gatherable_Mineral.Demolish.Orichalcum_A,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_a.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Orichalcum_Compass.png,Orichalcum,false,8,,,
Vein_Orichalcum_b,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,OreVeinOrichalcumMedium,2,4,1.5,Play_Gather_Boulder_Med,,,ENV_Darkness.Micro_Gatherables.Orichalcum_embers01,Gatherable_Mineral.Demolish.Orichalcum_B,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Orichalcum_Compass.png,Orichalcum,false,7,,,
Vein_Orichalcum_c,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,OreVeinOrichalcumSmall,0.6,3,1.25,Play_Gather_Boulder_Sml,,,ENV_Darkness.Micro_Gatherables.Orichalcum_embers02,Gatherable_Mineral.Demolish.Orichalcum_C,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Orichalcum_Compass.png,Orichalcum,false,6,,,
Vein_Orichalcum_destroy,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,OreVeinOrichalcumDestroy,2,7,1.5,Play_Gather_Boulder_Med,,,ENV_Darkness.Micro_Gatherables.Orichalcum_embers01,Gatherable_Mineral.Demolish.Orichalcum_B,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Orichalcum_Compass.png,Orichalcum,false,10,,,
Vein_Orichalcum_skillgate,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,OreVeinOrichalcumSkillgate,4,7,2.5,Play_Gather_Boulder_Med,,,ENV_Darkness.Micro_Gatherables.Orichalcum_embers01,Gatherable_Mineral.Demolish.Orichalcum_B,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Orichalcum_Compass.png,Orichalcum,false,10,,,
Vein_Mythril_a,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_a.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,OreVeinMythrilLarge,1.1,5,2.2,Play_Gather_Boulder_Lrg,,,ENV_Darkness.Micro_Gatherables.Orichalcum_embers01,Gatherable_Mineral.Demolish.Orichalcum_A,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_a.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Mythril_Compass.png,Orichalcum,false,8,,,
Vein_Mythril_b,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,OreVeinMythrilMedium,0.8,4,1.5,Play_Gather_Boulder_Med,,,ENV_Darkness.Micro_Gatherables.Orichalcum_embers01,Gatherable_Mineral.Demolish.Orichalcum_B,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Mythril_Compass.png,Orichalcum,false,7,,,
Vein_Mythril_c,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,OreVeinMythrilSmall,0.6,3,1.25,Play_Gather_Boulder_Sml,,,ENV_Darkness.Micro_Gatherables.Orichalcum_embers02,Gatherable_Mineral.Demolish.Orichalcum_C,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Mythril_Compass.png,Orichalcum,false,6,,,
OrichalcumSpire_a,Objects\Crafting\Architecture\Refining_Structures\FissureWell\jav_struc_refine_azurewell_leyfissure_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,OrichalcumSpire,0.6,5,1.25,Play_Gather_Boulder_Lrg,,,ENV_Darkness.Micro_Gatherables.Orichalcum_embers02,Gatherable_Mineral.Demolish.Orichalcum_C,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,1.7,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Orichalcum_Compass.png,Orichalcum,false,8,,,
Guano_a,Objects\Nature\Guano\Guano_Forest\jav_fst_batguano_a.cgf,,GuanoLarge,1,2.25,2,Play_Gather_Stones,,,,Gatherable_Mineral.Demolish.Guano_A,Objects\Nature\Guano\Guano_Forest\jav_fst_batguano_pick_a.cgf,,2,100,100,,,,true,5.25,,,
Guano_b,Objects\Nature\Guano\Guano_Forest\jav_fst_batguano_b.cgf,,GuanoMedium,1,1.95,1.8,Play_Gather_Stones,,,,Gatherable_Mineral.Demolish.Guano_B,Objects\Nature\Guano\Guano_Forest\jav_fst_batguano_pick_b.cgf,,1.6,100,100,,,,true,4.95,,,
Guano_c,Objects\Nature\Guano\Guano_Forest\jav_fst_batguano_c.cgf,,GuanoSmall,1,1.85,1.5,Play_Gather_Stones,,,,Gatherable_Mineral.Demolish.Guano_C,Objects\Nature\Guano\Guano_Forest\jav_fst_batguano_pick_c.cgf,,1.8,100,100,,,,true,4.85,,,
Vein_Platinum_a,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_a.cgf,,PlatinumLarge,1.1,5,2.2,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Starmetal_A,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_pick_a.cgf,,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Platinum_Compass.png,Platinum,false,8,,,
Vein_Platinum_b,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_b.cgf,,PlatinumMedium,0.8,4,1.5,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Starmetal_B,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_pick_b.cgf,,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Platinum_Compass.png,Platinum,false,7,,,
Vein_Platinum_c,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_c.cgf,,PlatinumSmall,0.6,3,1.25,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Starmetal_C,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_pick_c.cgf,,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Platinum_Compass.png,Platinum,false,6,,,
AzothSpire,Objects\Crafting\Architecture\Refining_Structures\FissureWell\jav_struc_refine_azurewell_leyfissure_b.cgf,,AzothSpire,1.1,5,1.25,Play_Gather_Stones,,,,Gatherable_Mineral.Demolish.Starmetal_C,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_pick_c.cgf,,1.7,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Starmetal_Compass.png,,false,8,,,
CorruptedOre,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,CorruptedOre,0.6,5,1.25,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Orichalcum_C,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,1.7,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Orichalcum_Compass.png,Orichalcum,false,8,,,
OutpostRush_OreVein_a,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_a.cgf,,OutpostRush_OreVeinLarge,1.1,3,2.2,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Starmetal_A,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_frag_a.cgf,,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Starmetal_Compass.png,Starmetal,false,6,OutpostRush,,
OutpostRush_OreVein_b,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_b.cgf,,OutpostRush_OreVeinMedium,0.8,4,1.5,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Starmetal_B,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_frag_b.cgf,,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Starmetal_Compass.png,Starmetal,false,7,OutpostRush,,
OutpostRush_OreVein_c,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_c.cgf,,OutpostRush_OreVeinSmall,0.6,5,1.25,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Starmetal_C,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_frag_c.cgf,,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Starmetal_Compass.png,Starmetal,false,8,OutpostRush,,
Vein_Silver_a_Dungeon,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_a.cgf,,SilverLarge_Dungeon,1.1,5,2.2,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Silver_A,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_pick_a.cgf,,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Silver_Compass.png,Silver,false,8,,,
Vein_Silver_b_Dungeon,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_b.cgf,,SilverMedium_Dungeon,0.8,4,1.5,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Silver_B,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_pick_b.cgf,,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Silver_Compass.png,Silver,false,7,,,
Dungeon_ConcentratedBlight_a,Objects\Alchemy\Stone\jav_prp_alchemy_stonemagic_earth_pedestal.cgf,,DungeonEdengrove_ConcentratedBlight,1.2,5,2.2,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Iron_B,Objects\Nature\Rock_Boulders\Boulders_Ore\jav_boulder_ironore_frag_a.cgf,,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Lodestone_Compass.png,,false,8,,,
Dungeon_CaveIn_a200,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_a.cgf,,Dungeon_CaveIn_Large200,4,6.5,6,Play_Gather_Boulder_Lrg,,,,35,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_frag_a.cgf,,4.5,100,100,,,,false,9.5,,,
Dungeon_CaveIn_b200,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_b.cgf,,Dungeon_CaveIn_Medium200,3,4.5,4,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Boulder_lg_B,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_frag_b.cgf,,3.6,100,100,,,,false,7.5,,,
Dungeon_CaveIn_a150,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_a.cgf,,Dungeon_CaveIn_Large150,4,6.5,6,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Boulder_lg_A,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_frag_a.cgf,,4.5,100,100,,,,false,9.5,,,
Dungeon_CaveIn_b150,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_b.cgf,,Dungeon_CaveIn_Medium150,3,4.5,4,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Boulder_lg_B,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_frag_b.cgf,,3.6,100,100,,,,false,7.5,,,
Vein_Gold_a_dungeon,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_a.cgf,,GoldLarge_dungeon,1.1,5,2.2,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Gold_A,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_a.cgf,,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Gold_Compass.png,Gold,false,8,,,
Vein_Gold_b_dungeon,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_b.cgf,,GoldMedium_dungeon,0.8,4,1.5,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Gold_B,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_b.cgf,,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Gold_Compass.png,Gold,false,7,,,
Vein_Gold_c_dungeon,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_c.cgf,,GoldSmall_dungeon,0.6,3,1.25,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Gold_C,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_c.cgf,,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Gold_Compass.png,Gold,false,6,,,
Vein_Iron_a_dungeon,Objects\Nature\Rock_Boulders\Boulders_Ore\jav_boulder_ironore_a.cgf,,OreVeinLarge_dungeon,1.1,5,2.2,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Iron_A,Objects\Nature\Rock_Boulders\Boulders_Ore\jav_boulder_ironore_frag_a.cgf,,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Iron_Compass.png,Iron,false,8,,,
Vein_Iron_b_dungeon,Objects\Nature\Rock_Boulders\Boulders_Ore\jav_boulder_ironore_b.cgf,,OreVeinMedium_dungeon,0.8,4,1.5,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Iron_B,Objects\Nature\Rock_Boulders\Boulders_Ore\jav_boulder_ironore_frag_b.cgf,,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Iron_Compass.png,Iron,false,7,,,
Vein_Iron_c_dungeon,Objects\Nature\Rock_Boulders\Boulders_Ore\jav_boulder_ironore_c.cgf,,OreVeinSmall_dungeon,0.6,3,1.25,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Iron_C,Objects\Nature\Rock_Boulders\Boulders_Ore\jav_boulder_ironore_frag_c.cgf,,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Iron_Compass.png,Iron,false,6,,,
Vein_Starmetal__dungeon,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_a.cgf,,OreVeinStarmetalSmall_dungeon,1.1,3,2.2,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Starmetal_A,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_frag_a.cgf,,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Starmetal_Compass.png,Starmetal,false,6,,,
Vein_Starmetal_b_dungeon,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_b.cgf,,OreVeinStarmetalMedium_dungeon,0.8,4,1.5,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Starmetal_B,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_frag_b.cgf,,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Starmetal_Compass.png,Starmetal,false,7,,,
Vein_Starmetal_c_dungeon,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_c.cgf,,OreVeinStarmetalLarge_dungeon,0.6,5,1.25,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Starmetal_C,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_frag_c.cgf,,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Starmetal_Compass.png,Starmetal,false,8,,,
Vein_Orichalcum_a_dungeon,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_a.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,OreVeinOrichalcumSmall_dungeon,1.1,3,2.2,Play_Gather_Boulder_Lrg,,,ENV_Darkness.Micro_Gatherables.Orichalcum_embers01,Gatherable_Mineral.Demolish.Orichalcum_A,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_a.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Orichalcum_Compass.png,Orichalcum,false,6,,,
Vein_Orichalcum_b_dungeon,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,OreVeinOrichalcumMedium_dungeon,0.8,4,1.5,Play_Gather_Boulder_Med,,,ENV_Darkness.Micro_Gatherables.Orichalcum_embers01,Gatherable_Mineral.Demolish.Orichalcum_B,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Orichalcum_Compass.png,Orichalcum,false,7,,,
Vein_Orichalcum_c_dungeon,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,OreVeinOrichalcumLarge_dungeon,0.6,5,1.25,Play_Gather_Boulder_Sml,,,ENV_Darkness.Micro_Gatherables.Orichalcum_embers02,Gatherable_Mineral.Demolish.Orichalcum_C,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Orichalcum_Compass.png,Orichalcum,false,8,,,
Vein_Platinum_a_dungeon,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_a.cgf,,PlatinumLarge_dungeon,1.1,5,2.2,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Starmetal_A,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_pick_a.cgf,,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Platinum_Compass.png,Platinum,false,8,,,
Vein_Platinum_b_dungeon,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_b.cgf,,PlatinumMedium_dungeon,0.8,4,1.5,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Starmetal_B,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_pick_b.cgf,,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Platinum_Compass.png,Platinum,false,7,,,
Vein_Platinum_c_dungeon,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_c.cgf,,PlatinumSmall_dungeon,0.6,3,1.25,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Starmetal_C,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_pick_c.cgf,,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Platinum_Compass.png,Platinum,false,6,,,
GypsumOre_a_dungeon,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sandstone_a.cgf,Objects\nature\Rock_Boulders\Boulders_Desert\jav_boulder_sand_opal_matgroup.mtl,GypsumOreLarge_dungeon,0.85,2,1,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Boulder_sm_C,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sandstone_pick_a.cgf,Objects\nature\Rock_Boulders\Boulders_Desert\jav_boulder_sand_opal_matgroup.mtl,0.9,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Silver_Compass.png,,false,5,,,
GypsumOre_b_dungeon,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sandstone_b.cgf,Objects\nature\Rock_Boulders\Boulders_Desert\jav_boulder_sand_opal_matgroup.mtl,GypsumOreMedium_dungeon,0.65,1.8,1,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Boulder_sm_C,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sandstone_pick_b.cgf,Objects\nature\Rock_Boulders\Boulders_Desert\jav_boulder_sand_opal_matgroup.mtl,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Silver_Compass.png,,false,4.8,,,
GypsumOre_c_dungeon,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sandstone_c.cgf,Objects\nature\Rock_Boulders\Boulders_Desert\jav_boulder_sand_opal_matgroup.mtl,GypsumOreSmall_dungeon,0.45,1.6,1,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Boulder_sm_C,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sandstone_pick_c.cgf,Objects\nature\Rock_Boulders\Boulders_Desert\jav_boulder_sand_opal_matgroup.mtl,0.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Silver_Compass.png,,false,4.6,,,
Sandstone_a_dungeon,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sandstone_a.cgf,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sand_a_matGroup.mtl,SandstoneLarge_dungeon,0.85,2,1,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.SandStone_A,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sandstone_pick_a.cgf,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sand_a_matGroup.mtl,0.9,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Sandstone_Compass.png,,false,5,,,
Sandstone_b_dungeon,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sandstone_b.cgf,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sand_a_matGroup.mtl,SandstoneMedium_dungeon,0.65,1.8,1,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.SandStone_B,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sandstone_pick_b.cgf,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sand_a_matGroup.mtl,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Sandstone_Compass.png,,false,4.8,,,
Sandstone_c_dungeon,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sandstone_c.cgf,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sand_a_matGroup.mtl,SandstoneSmall_dungeon,0.45,1.6,1,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.SandStone_C,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sandstone_pick_c.cgf,Objects\Nature\Rock_Boulders\Boulders_Desert\jav_boulder_sand_a_matGroup.mtl,0.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Sandstone_Compass.png,,false,4.6,,,
Brimstone_a_dungeon,Objects\Alchemy\Stone\JAV_PRP_Brimstone_A.cgf,,BrimstoneLarge_dungeon,1,3,1,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Brimstone_A,Objects\Alchemy\Stone\JAV_PRP_Brimstone_Pedestal_A.cgf,,4.5,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Brimstone_Compass.png,,false,6,,,
