HouseItemID,ExcludeFromGame,PrefabPath,DEV-FurnitureSet,UIHousingCategory,HousingTag1 Placed,HousingTag2 Points,HousingTag3 Limiter,HousingTag5 Buffs,HousingTags,IsEntitlement,AttributionId,HowToOptain (Primarily),ItemRarity,ForceRarity,RankingPointsDuplicateLimit,RankingPointsNegativeLimit,PointModifier,RankingPoints,MaxPotentialPoints,HousingStatusEffect,StorageBonus,InteractionAnimationID,Name,Description,IconPath,HiResIconPath,Weight,TradingCategory,TradingFamily,TradingGroup,ItemType,UiItemClass,Tier,IsSalvageable,SalvageResources,IsRepairable,BindOnPickup,CraftingRecipe,RepairRecipe,SalvageRecipe,SalvageGameEventID,RepairDustModifier,ConfirmBeforeUse,ConsumeOnUse,MaxStackSize,DeathDropPercentage,ItemTypeDisplayName,Nonremovable,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,Primary Color,Secondary Color,Tertiary Color,ColorFamilies,PlacementGridDisplaySize,Notes
House_HousingItem_HW_Placesetting,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_HW_Placesetting,NA-Basic,Decorations,OnFurniture,+IsPlaceSetting,,,OnFurniture+IsPlaceSetting,FALSE,,Crafting - Common Materials,Common,0,4,8,0,0.04,0.16,,,,@House_HousingItem_HW_Placesetting_MasterName,@House_HousingItem_HW_Placesetting_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_HW_Placesetting.png,lyshineui/images/icons/items_hires/House_HousingItem_HW_Placesetting.png,7,Furnishings,HousingTrdF_Decorations,HousingTrdG_Dishes,HousingItem,UI_Furniture,1,true,true,false,false,House_HousingItem_HW_Placesetting,House_HousingItem_HW_Placesetting,House_HousingItem_HW_Placesetting,,0,false,false,4,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Lighting_Candle_Bunch_A,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/CoreFurniture/HousingItem_Lighting_Candle_Bunch_A,NA-Basic,Lighting,OnFurniture,+IsLighting,+LimiterLighting,,OnFurniture+IsLighting+LimiterLighting,FALSE,,Loot Drop - Rare,Uncommon,1,4,8,-0.01,0.08,0.32,,,,@House_HousingItem_Lighting_Candle_Bunch_A_MasterName,@House_HousingItem_Lighting_Candle_Bunch_A_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Lighting_Candle_Bunch_A.png,lyshineui/images/icons/items_hires/House_HousingItem_Lighting_Candle_Bunch_A.png,7,Furnishings,HousingTrdF_Decorations,HousingTrdG_Lighting,HousingItem,UI_Furniture,2,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,4,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Lighting_CandleHolder_A,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/CoreFurniture/HousingItem_Lighting_CandleHolder_A,NA-Basic,Lighting,OnFurniture,+IsLighting,+LimiterLighting,,OnFurniture+IsLighting+LimiterLighting,FALSE,,Crafting - Rare Materials,Uncommon,1,4,8,0,0.09,0.36,,,,@House_HousingItem_Lighting_CandleHolder_A_MasterName,@House_HousingItem_Lighting_CandleHolder_A_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Lighting_CandleHolder_A.png,lyshineui/images/icons/items_hires/House_HousingItem_Lighting_CandleHolder_A.png,7,Furnishings,HousingTrdF_Decorations,HousingTrdG_Lighting,HousingItem,UI_Furniture,2,true,true,false,false,House_HousingItem_Lighting_CandleHolder_A,House_HousingItem_Lighting_CandleHolder_A,House_HousingItem_Lighting_CandleHolder_A,,0,false,false,4,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Lighting_Lantern_C,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/CoreFurniture/HousingItem_Lighting_Lantern_C,NA-Basic,Lighting,OnFurniture,+IsLighting,+LimiterLighting,,OnFurniture+IsLighting+LimiterLighting,FALSE,,Crafting - Common Materials,Uncommon,1,4,8,0,0.06,0.24,,,,@House_HousingItem_Lighting_Lantern_C_MasterName,@House_HousingItem_Lighting_Lantern_C_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Lighting_Lantern_C.png,lyshineui/images/icons/items_hires/House_HousingItem_Lighting_Lantern_C.png,7,Furnishings,HousingTrdF_Decorations,HousingTrdG_Lighting,HousingItem,UI_Furniture,2,true,true,false,false,House_HousingItem_Lighting_Lantern_C,House_HousingItem_Lighting_Lantern_C,House_HousingItem_Lighting_Lantern_C,,0,false,false,4,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Lighting_Lantern_Ceiling,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/CoreFurniture/HousingItem_Lighting_Lantern_Ceiling,NA-Basic,Lighting,OnCeiling,+IsLighting,+LimiterLighting,,OnCeiling+IsLighting+LimiterLighting,FALSE,,Loot Drop - Rare,Rare,2,4,8,0,0.11,0.44,,,,@House_HousingItem_Lighting_Lantern_Ceiling_MasterName,@House_HousingItem_Lighting_Lantern_Ceiling_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Lighting_Lantern_Ceiling.png,lyshineui/images/icons/items_hires/House_HousingItem_Lighting_Lantern_Ceiling.png,7,Furnishings,HousingTrdF_Decorations,HousingTrdG_Lighting,HousingItem,UI_Furniture,3,true,false,false,false,,,,SalvageCoinGrantT3,0,false,false,4,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Lighting_Torch_Wall,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/CoreFurniture/HousingItem_Lighting_Torch_Wall,NA-Basic,Lighting,OnWall,+IsLighting,+LimiterLighting,,OnWall+IsLighting+LimiterLighting,FALSE,,Loot Drop - Rare,Uncommon,1,4,8,0,0.09,0.36,,,,@House_HousingItem_Lighting_Torch_Wall_MasterName,@House_HousingItem_Lighting_Torch_Wall_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Lighting_Torch_Wall.png,lyshineui/images/icons/items_hires/House_HousingItem_Lighting_Torch_Wall.png,7,Furnishings,HousingTrdF_Decorations,HousingTrdG_Lighting,HousingItem,UI_Furniture,2,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,4,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_MilkJug,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_MilkJug,NA-Basic,Decorations,OnFurniture,+IsDishes,,,OnFurniture+IsDishes,FALSE,,Loot Drop - Uncommon,Uncommon,1,6,12,0,7.0000000000000007E-2,0.42000000000000004,,,,@House_HousingItem_MilkJug_MasterName,@House_HousingItem_MilkJug_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_MilkJug.png,lyshineui/images/icons/items_hires/House_HousingItem_MilkJug.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_Dishes,HousingItem,UI_Furniture,2,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_OldBookGroup_B,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_OldBookGroup_B,NA-Basic,Decorations,OnFurniture,+IsBooksPaper,,,OnFurniture+IsBooksPaper,FALSE,,Loot Drop - Uncommon,Uncommon,1,6,12,0,7.0000000000000007E-2,0.42000000000000004,,,,@House_HousingItem_OldBookGroup_B_MasterName,@House_HousingItem_OldBookGroup_B_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_OldBookGroup_B.png,lyshineui/images/icons/items_hires/House_HousingItem_OldBookGroup_B.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_BooksPaper,HousingItem,UI_Furniture,2,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_OldBookGroup_E,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_OldBookGroup_E,NA-Basic,Decorations,OnFurniture,+IsBooksPaper,,,OnFurniture+IsBooksPaper,FALSE,,Loot Drop - Uncommon,Uncommon,1,6,12,0,7.0000000000000007E-2,0.42000000000000004,,,,@House_HousingItem_OldBookGroup_E_MasterName,@House_HousingItem_OldBookGroup_E_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_OldBookGroup_E.png,lyshineui/images/icons/items_hires/House_HousingItem_OldBookGroup_E.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_BooksPaper,HousingItem,UI_Furniture,2,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_OldBookGroup_F,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_OldBookGroup_F,NA-Basic,Decorations,OnFurniture,+IsBooksPaper,,,OnFurniture+IsBooksPaper,FALSE,,Loot Drop - Uncommon,Uncommon,1,6,12,0.01,0.08,0.48,,,,@House_HousingItem_OldBookGroup_F_MasterName,@House_HousingItem_OldBookGroup_F_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_OldBookGroup_F.png,lyshineui/images/icons/items_hires/House_HousingItem_OldBookGroup_F.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_BooksPaper,HousingItem,UI_Furniture,2,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Paper_Flat_A,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_Paper_Flat_A,NA-Basic,Decorations,OnFurniture,+IsBooksPaper,,,OnFurniture+IsBooksPaper,FALSE,,Loot Drop - Common,Common,0,6,12,0,0.04,0.24,,,,@House_HousingItem_Paper_Flat_A_MasterName,@House_HousingItem_Paper_Flat_A_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Paper_Flat_A.png,lyshineui/images/icons/items_hires/House_HousingItem_Paper_Flat_A.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_BooksPaper,HousingItem,UI_Furniture,1,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Paper_Flat_C,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_Paper_Flat_C,NA-Basic,Decorations,OnFurniture,+IsBooksPaper,,,OnFurniture+IsBooksPaper,FALSE,,Loot Drop - Common,Common,0,6,12,0,0.04,0.24,,,,@House_HousingItem_Paper_Flat_C_MasterName,@House_HousingItem_Paper_Flat_C_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Paper_Flat_C.png,lyshineui/images/icons/items_hires/House_HousingItem_Paper_Flat_C.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_BooksPaper,HousingItem,UI_Furniture,1,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Paper_FlatThin_A,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_Paper_FlatThin_A,NA-Basic,Decorations,OnFurniture,+IsBooksPaper,,,OnFurniture+IsBooksPaper,FALSE,,Loot Drop - Common,Common,0,6,12,0,0.04,0.24,,,,@House_HousingItem_Paper_FlatThin_A_MasterName,@House_HousingItem_Paper_FlatThin_A_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Paper_FlatThin_A.png,lyshineui/images/icons/items_hires/House_HousingItem_Paper_FlatThin_A.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_BooksPaper,HousingItem,UI_Furniture,1,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Paper_FlatThin_B,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_Paper_FlatThin_B,NA-Basic,Decorations,OnFurniture,+IsBooksPaper,,,OnFurniture+IsBooksPaper,FALSE,,Loot Drop - Common,Common,0,6,12,0,0.04,0.24,,,,@House_HousingItem_Paper_FlatThin_B_MasterName,@House_HousingItem_Paper_FlatThin_B_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Paper_FlatThin_B.png,lyshineui/images/icons/items_hires/House_HousingItem_Paper_FlatThin_B.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_BooksPaper,HousingItem,UI_Furniture,1,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Paper_Seal_A,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_Paper_Seal_A,NA-Basic,Decorations,OnWall,+IsBooksPaper,,,OnWall+IsBooksPaper,FALSE,,Loot Drop - Common,Common,0,6,12,0,0.04,0.24,,,,@House_HousingItem_Paper_Seal_A_MasterName,@House_HousingItem_Paper_Seal_A_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Paper_Seal_A.png,lyshineui/images/icons/items_hires/House_HousingItem_Paper_Seal_A.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_BooksPaper,HousingItem,UI_Furniture,1,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Paper_Seal_E,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_Paper_Seal_E,NA-Basic,Decorations,OnWall,+IsBooksPaper,,,OnWall+IsBooksPaper,FALSE,,Loot Drop - Common,Common,0,6,12,0,0.04,0.24,,,,@House_HousingItem_Paper_Seal_E_MasterName,@House_HousingItem_Paper_Seal_E_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Paper_Seal_E.png,lyshineui/images/icons/items_hires/House_HousingItem_Paper_Seal_E.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_BooksPaper,HousingItem,UI_Furniture,1,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_PaperParcels_C,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_PaperParcels_C,NA-Basic,Decorations,OnFurniture,+IsBooksPaper,,,OnFurniture+IsBooksPaper,FALSE,,Loot Drop - Uncommon,Common,0,6,12,0,0.05,0.30000000000000004,,,,@House_HousingItem_PaperParcels_C_MasterName,@House_HousingItem_PaperParcels_C_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_PaperParcels_C.png,lyshineui/images/icons/items_hires/House_HousingItem_PaperParcels_C.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_BooksPaper,HousingItem,UI_Furniture,1,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_PaperParcels_D,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_PaperParcels_D,NA-Basic,Decorations,OnFurniture,+IsBooksPaper,,,OnFurniture+IsBooksPaper,FALSE,,Loot Drop - Uncommon,Common,0,6,12,0,0.05,0.30000000000000004,,,,@House_HousingItem_PaperParcels_D_MasterName,@House_HousingItem_PaperParcels_D_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_PaperParcels_D.png,lyshineui/images/icons/items_hires/House_HousingItem_PaperParcels_D.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_BooksPaper,HousingItem,UI_Furniture,1,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_PowderHorn,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_PowderHorn,NA-Basic,Decorations,OnFurniture,+IsSmallDecor,,,OnFurniture+IsSmallDecor,FALSE,,Crafting - Uncommon Materials,Uncommon,1,6,12,0,7.0000000000000007E-2,0.42000000000000004,,,,@House_HousingItem_PowderHorn_MasterName,@House_HousingItem_PowderHorn_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_PowderHorn.png,lyshineui/images/icons/items_hires/House_HousingItem_PowderHorn.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_DecorOther,HousingItem,UI_Furniture,2,true,true,false,false,House_HousingItem_PowderHorn,House_HousingItem_PowderHorn,House_HousingItem_PowderHorn,,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_PrimalDrumSmall,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_PrimalDrumSmall,NA-Basic,Decorations,OnFurniture,+IsSmallDecor,,,OnFurniture+IsSmallDecor,FALSE,,Loot Drop - Rare,Uncommon,1,6,12,0,0.09,0.54,,,,@House_HousingItem_PrimalDrumSmall_MasterName,@House_HousingItem_PrimalDrumSmall_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_PrimalDrumSmall.png,lyshineui/images/icons/items_hires/House_HousingItem_PrimalDrumSmall.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_DecorOther,HousingItem,UI_Furniture,2,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_PrimalPottery_A_Hang,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_PrimalPottery_A_Hang,NA-Basic,Decorations,OnCeiling,+IsMediumDecor,,,OnCeiling+IsMediumDecor,FALSE,,Loot Drop - Uncommon,Common,0,4,8,0,0.06,0.24,,,,@House_HousingItem_PrimalPottery_A_Hang_MasterName,@House_HousingItem_PrimalPottery_A_Hang_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_PrimalPottery_A_Hang.png,lyshineui/images/icons/items_hires/House_HousingItem_PrimalPottery_A_Hang.png,7,Furnishings,HousingTrdF_Decorations,HousingTrdG_DecorOther,HousingItem,UI_Furniture,1,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,4,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_RoundBirdCage,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/House_RoundBirdCage,NA-Basic,Decorations,OnCeiling,+IsMediumDecor,,,OnCeiling+IsMediumDecor,FALSE,,Crafting - Rare Materials,Uncommon,1,4,8,0,0.09,0.36,,,,@House_HousingItem_RoundBirdCage_MasterName,@House_HousingItem_RoundBirdCage_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_RoundBirdCage.png,lyshineui/images/icons/items_hires/House_HousingItem_RoundBirdCage.png,7,Furnishings,HousingTrdF_Decorations,HousingTrdG_DecorOther,HousingItem,UI_Furniture,2,true,true,false,false,House_HousingItem_RoundBirdCage,House_HousingItem_RoundBirdCage,House_HousingItem_RoundBirdCage,,0,false,false,4,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Rug_BearPelt,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/CoreFurniture/House_Rug_BearPelt,NA-Basic,Misc,OnFloor,+IsRug,,,OnFloor+IsRug,FALSE,,Crafting - Epic Materials,Rare,2,6,12,0,0.13,0.78,,,HousingItemLieOnRug,@House_HousingItem_Rug_BearPelt_MasterName,@House_HousingItem_Rug_BearPelt_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Rug_BearPelt.png,lyshineui/images/icons/items_hires/House_HousingItem_Rug_BearPelt.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_Rugs,HousingItem,UI_Furniture,3,true,true,false,false,House_HousingItem_Rug_BearPelt,House_HousingItem_Rug_BearPelt,House_HousingItem_Rug_BearPelt,,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Rug_Cloth_Flat_A,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/CoreFurniture/House_Rug_Cloth_Flat_A,NA-Basic,Misc,OnFloor,+IsRug,,,OnFloor+IsRug,FALSE,,Loot Drop - Uncommon,Common,0,6,12,0,0.05,0.30000000000000004,,,HousingItemLieOnRug,@House_HousingItem_Rug_Cloth_Flat_A_MasterName,@House_HousingItem_Rug_Cloth_Flat_A_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Rug_Cloth_Flat_A.png,lyshineui/images/icons/items_hires/House_HousingItem_Rug_Cloth_Flat_A.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_Rugs,HousingItem,UI_Furniture,1,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Rug_FishingNet_B,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/CoreFurniture/House_Rug_FishingNet_B,NA-Basic,Misc,OnFloor,+IsRug,,,OnFloor+IsRug,FALSE,,Loot Drop - Common,Common,0,6,12,0,0.04,0.24,,,HousingItemLieOnRug,@House_HousingItem_Rug_FishingNet_B_MasterName,@House_HousingItem_Rug_FishingNet_B_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Rug_FishingNet_B.png,lyshineui/images/icons/items_hires/House_HousingItem_Rug_FishingNet_B.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_Rugs,HousingItem,UI_Furniture,1,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_ScrollBookcase_Lg,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/CoreFurniture/House_ScrollBookcase_Lg,NA-Basic,Shelves,OnFloor,+IsShelves,,,OnFloor+IsShelves,FALSE,,Crafting - Rare Materials,Uncommon,1,2,4,0,0.1,0.2,,,,@House_HousingItem_ScrollBookcase_Lg_MasterName,@House_HousingItem_ScrollBookcase_Lg_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_ScrollBookcase_Lg.png,lyshineui/images/icons/items_hires/House_HousingItem_ScrollBookcase_Lg.png,9,Furnishings,HousingTrdF_Furniture,HousingTrdG_Shelves,HousingItem,UI_Furniture,2,true,true,false,false,House_HousingItem_ScrollBookcase_Lg,House_HousingItem_ScrollBookcase_Lg,House_HousingItem_ScrollBookcase_Lg,,0,false,false,2,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_ShelfBottles01,1,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/Decor/HousingItem_ShelfBottles01,NA-Basic,Decorations,OnFurniture,+IsSmallDecor,,,OnFurniture+IsSmallDecor,FALSE,,Fishing Treasure Chest,Uncommon,1,6,12,0,0.09,0.54,,,,@House_HousingItem_ShelfBottles01_MasterName,@House_HousingItem_ShelfBottles01_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_ShelfBottles01.png,lyshineui/images/icons/items_hires/House_HousingItem_ShelfBottles01.png,5,Furnishings,HousingTrdF_Decorations,HousingTrdG_Dishes,HousingItem,UI_Furniture,2,true,false,false,false,,,,SalvageCoinGrantT2,0,false,false,6,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_SingleShelf_A,0,Housing/Items/Full_Furniture_Sets/Full_Set_00_Basic/CoreFurniture/House_SingleShelf_A,NA-Basic,Shelves,OnWall,+IsShelfWall,,,OnWall+IsShelfWall,FALSE,,Crafting - Common Materials,Common,0,4,8,0,0.04,0.16,,,,@House_HousingItem_SingleShelf_A_MasterName,@House_HousingItem_SingleShelf_A_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_SingleShelf_A.png,lyshineui/images/icons/items_hires/House_HousingItem_SingleShelf_A.png,7,Furnishings,HousingTrdF_Furniture,HousingTrdG_Shelves,HousingItem,UI_Furniture,1,true,true,false,false,House_HousingItem_SingleShelf_A,House_HousingItem_SingleShelf_A,House_HousingItem_SingleShelf_A,,0,false,false,4,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
