UniqueTagID,FragmentName,DisplayName,DisplayDescription,DisplayGroup,ChatBoxText,SlashCommand,SecondarySlashCommand,IsEntitlement,IsPremiumEmote,IsEnabled,HasCooldown,StatusEffectTimer,DisplayPriority,UiImage,UiImageHiRes,GatherableTags,EmoteDuration,EmoteStoreCameraOverride,AttributionId
Emote_SloshDance,Emote_SloshDance,ui_Emote_SloshDance_name,ui_Emote_SloshDance_description,Other,@Emote_SloshDance,sloshdance,4,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_OmensOfWinter_SloshDance.dds,,dance,,,
Emote_HandHeart,Emote_HandHeart,ui_Emote_HandHeart_name,ui_Emote_HandHeart_description,Emotion,@Emote_HandHeart,hearthand,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_OmensOfWinter_HandHeart.dds,,,,,
Emote_ArmWaveDance,Emote_ArmWaveDance,ui_emote_ArmWaveDance_name,ui_emote_ArmWaveDance_description,Other,@Emote_ArmWaveDance,armwave,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_BreakdanceArmwave.dds,,dance,,,
Emote_Walk_Drunk,Emote_Walk_Drunk,ui_emote_Walk_Drunk_name,ui_emote_Walk_Drunk_description,Other,@Emote_Walk_Drunk,stumble,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_DrunkWalk.dds,,,,,
Emote_HipTwistDance,Emote_HipTwistDance,ui_emote_HipTwistDance_name,ui_emote_HipTwistDance_description,Other,@Emote_HipTwistDance,hiptwist,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_HipDance.dds,,dance,,,
Emote_Walk_Fashion,Emote_Walk_Fashion,ui_emote_Walk_Fashion_name,ui_emote_Walk_Fashion_description,Other,@Emote_Walk_Fashion,runway,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_FashionWalk.dds,,,,,
Emote_PointLaugh,Emote_PointLaugh,ui_emote_PointLaugh_name,ui_emote_PointLaugh_description,Taunt,@Emote_PointLaugh,haha,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_PointLaugh.dds,,,,,
Emote_PiedPiper,Emote_PiedPiper,ui_emote_PiedPiper_name,ui_emote_PiedPiper_description,Other,@Emote_PiedPiper,piper,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_PiedPiper.dds,,,,,
Emote_BugJar,Emote_BugJar,ui_emote_BugJar_name,ui_emote_BugJar_description,Other,@Emote_BugJar,bugjar,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_BugJar.dds,,,,,SummerMedleyfaire_2022
Emote_WormDance,Emote_WormDance,ui_emote_WormDance_name,ui_emote_WormDance_description,Other,@Emote_WormDance,worm,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_Worm.dds,,,,,
Emote_PocketSand,Emote_PocketSand,ui_emote_PocketSand_name,ui_emote_PocketSand_description,Other,@Emote_PocketSand,pocketsand,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_PocketSand.dds,,,,,
Emote_CallMe,Emote_CallMe,ui_emote_CallMe_name,ui_emote_CallMe_description,Friendly,@Emote_CallMe,callme,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_CallMe.dds,,,,,
Emote_FacePalm,Emote_FacePalm,ui_emote_FacePalm_name,ui_emote_FacePalm_description,Emotion,@Emote_FacePalm,facepalm,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_FacePalm.dds,,,,,
Emote_BadSmell,Emote_BadSmell,ui_emote_BadSmell_name,ui_emote_BadSmell_description,Taunt,@Emote_BadSmell,stinks,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_BadSmell.dds,,,,,
Emote_ChefKiss,Emote_ChefKiss,ui_emote_ChefKiss_name,ui_emote_ChefKiss_description,Other,@Emote_ChefKiss,chefkiss,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_ChefKiss.dds,,,,,
Emote_DeathDrop,Emote_DeathDrop,ui_emote_DeathDrop_name,ui_emote_DeathDrop_description,Other,@Emote_DeathDrop,deathdrop,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_DeathDrop.dds,,,,,
Emote_Thanks,Emote_Thanks,ui_emote_Thanks_name,ui_emote_Thanks_description,Friendly,@Emote_Thanks,thanks,,0,0,1,0,,1,lyshineui/images/icons/emotes/emote_Thanks.dds,,,,,
Emote_BlowBubbles,Emote_BlowBubbles,ui_Emote_BlowBubbles_name,ui_Emote_BlowBubbles_description,Other,@Emote_BlowBubbles,bubbles,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_BlowBubbles.dds,,,,,
Emote_Walk_Viking,Emote_Walk_Viking,ui_Emote_Walk_Viking_name,ui_Emote_Walk_Viking_description,Other,@Emote_Walk_Viking,viking,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_VikingWalk.dds,,,,,
Emote_MashedPotatoDance,Emote_MashedPotatoDance,ui_Emote_MashedPotatoDance_name,ui_Emote_MashedPotatoDance_description,Other,@Emote_MashedPotatoDance,mashedpotato,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_MashedPotatoDance.dds,,,,,
Emote_SpyGlass,Emote_SpyGlass,ui_Emote_SpyGlass_name,ui_Emote_SpyGlass_description,Other,@Emote_SpyGlass,spyglass,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_Spyglass.dds,,,,,
Emote_FireSpinDance,Emote_FireSpinDance,ui_Emote_FireSpinDance_name,ui_Emote_FireSpinDance_description,Other,@Emote_FireSpinDance,firespin,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_FireSpinning.dds,,,,,
Emote_SuperHyped,Emote_SuperHyped,ui_Emote_SuperHyped_name,ui_Emote_SuperHyped_description,Other,@Emote_SuperHyped,hype,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_SuperHyped.dds,,,,,
Emote_Tremble,Emote_JumpScare,ui_Emote_Tremble_name,ui_Emote_Tremble_description,Other,@Emote_Tremble,tremble,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_Nightveil2023_Tremble.dds,,,,,NightveilHallow_2023
Emote_Walk_Possessed,Emote_Walk_Evil,ui_Emote_Walk_Possessed_name,ui_Emote_Walk_Possessed_description,Other,@Emote_Walk_Possessed,possessed,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_Nightveil2023_EvilWalk.dds,,,,,NightveilHallow_2023
Emote_WitchBroom,Emote_WitchBroom,ui_emote_WitchBroom,ui_emote_WitchBroom_description,Default,@emote_WitchBroom,witchbroom,,1,1,1,1,PremiumEmote_WitchBroom,1,lyshineui/images/icons/emotes/emote_Seance_WitchesBroom.dds,,,,UI_StorePreview,
Emote_Walk_Trex,Emote_Walk_Trex,ui_Emote_Walk_Trex_name,ui_Emote_Walk_Trex_description,Other,@Emote_Walk_Trex,trex,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_Seance_TrexWalk.dds,,,,,
Emote_GravePeaceSign,Emote_GravePeaceSign,ui_Emote_GravePeaceSign_name,ui_Emote_GravePeaceSign_description,Taunt,@Emote_GravePeaceSign,grave,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_Seance_GravePeaceSign.dds,,,,,
Emote_YouMeNow,Emote_YouMeNow,ui_Emote_YouMeNow,ui_Emote_YouMeNow_description,Other,@Emote_YouMeNow,youmenow,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_YouMeNow.dds,,,,,Season_3
Emote_CraneKick,Emote_CraneKick,ui_Emote_CraneKick,ui_Emote_CraneKick_description,Other,@Emote_CraneKick,cranekick,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_CraneKick.dds,,,,,
Emote_PopTheBottle,Emote_PopTheBottle,ui_Emote_PopTheBottle_name,ui_Emote_PopTheBottle_description,Other,@Emote_PopTheBottle,popthebottle,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_PopTheJuice.dds,,,,,WinterConvergence_2022
Emote_Walk_IceSkate,Emote_Walk_IceSkate,ui_Emote_Walk_IceSkate_name,ui_Emote_Walk_IceSkate_description,Other,@Emote_Walk_IceSkate,iceskate,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_IceSkating.dds,,,,,WinterConvergence_2022
Emote_JingleBell,Emote_JingleBell,ui_Emote_JingleBell_name,ui_Emote_JingleBell_description,Other,@Emote_JingleBell,jinglebell,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_JingleBell.dds,,,,,WinterConvergence_2022
Emote_SnowballThrow,Emote_SnowballThrow,ui_emote_SnowballThrow,ui_emote_SnowballThrow_description,Default,@emote_SnowballThrow,snowthrow,,1,0,1,1,,1,lyshineui/images/icons/emotes/emote_SnowballFight.dds,,,,,
Emote_CanCanDance,Emote_CanCanDance,ui_Emote_CanCanDance_name,ui_Emote_CanCanDance_description,Other,@Emote_CanCanDance,cancan,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_CanCan.dds,,dance,,,
Emote_KneelingPraise,Emote_KneelingPraise,ui_Emote_KneelingPraise_name,ui_Emote_KneelingPraise_description,Friendly,@Emote_KneelingPraise,kneelingpraise,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_KneelingPraise.dds,,,,,
Emote_DanceSwing1,Emote_SwingDance_1,ui_Emote_DanceSwing1_name,ui_Emote_DanceSwing1_description,Other,@Emote_DanceSwing1,swing1,aeternumkick,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_SwingDance_1.dds,,dance,,,
Emote_DanceSwing2,Emote_SwingDance_2,ui_Emote_DanceSwing2_name,ui_Emote_DanceSwing2_description,Other,@Emote_DanceSwing2,swing2,oxborostep,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_SwingDance_2.dds,,dance,,,
Emote_DanceSwing3,Emote_SwingDance_3,ui_Emote_DanceSwing3_name,ui_Emote_DanceSwing3_description,Other,@Emote_DanceSwing3,swing3,azothhop,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_SwingDance_3.dds,,dance,,,
Emote_PlayDead,Emote_PlayDead,ui_Emote_PlayDead_name,ui_Emote_PlayDead_description,Other,@Emote_PlayDead,playdead,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_PlayDead.dds,,,,,Season_4
Emote_LolNo,Emote_LolNo,ui_Emote_LolNo_name,ui_Emote_LolNo_description,Other,@Emote_LolNo,LolNo,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_LolNo.dds,,,,,
Emote_RabbitPet,Emote_RabbitPet,ui_Emote_RabbitPet_name,ui_Emote_RabbitPet_description,Other,@Emote_RabbitPet,petrabbit,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_corruptedRabbitPetting.dds,,,,,
Emote_BopDance,Emote_BopDance,ui_Emote_BopDance_name,ui_Emote_BopDance_description,Other,@Emote_BopDance,bopdance,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_BopDance.dds,,,,,SpringtideBloom_2023
Emote_Shadowbox,Emote_ShadowBoxing,ui_Emote_Shadowbox_name,ui_Emote_Shadowbox_description,Other,@Emote_Shadowbox,shadowbox,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_shadowboxing.dds,,,,,Season_5
Emote_GauntletThrow,Emote_GauntletThrow,ui_Emote_GauntletThrow_name,ui_Emote_GauntletThrow_description,Other,@Emote_GauntletThrow,gauntlet,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_GauntletThrow.dds,,,,,
Emote_Walk_Torch,Emote_Walk_Torch,ui_emote_Walk_Torch_name,ui_emote_Walk_Torch_description,Default,@emote_Walk_Torch,torchwalk,,1,1,1,0,,1,lyshineui/images/icons/emotes/emote_GrimReaper_TorchWalk.dds,,,,,
Emote_Walk_Wave,Emote_Walk_Wave,ui_Emote_Walk_Wave_name,ui_Emote_Walk_Wave_description,Other,@Emote_Walk_Wave,walkwave,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_celebrationWaveWalk.dds,,,,,Season_5
Emote_Walk_FingerGuns,Emote_Walk_FingerGuns,ui_Emote_Walk_FingerGuns_name,ui_Emote_Walk_FingerGuns_description,Other,@Emote_Walk_FingerGuns,fingerguns,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_FingerGunsWalk.dds,,,,,Season_6
Emote_BiteMedal,Emote_BiteMedal,ui_Emote_BiteMedal_name,ui_Emote_BiteMedal_description,Other,@Emote_BiteMedal,bitemedal,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_BiteMedal.dds,,,,,Season_6
Emote_NailFile,Emote_NailFile,ui_Emote_NailFile_name,ui_Emote_NailFile_description,Other,@Emote_NailFile,nails,preen,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_NailFile.dds,,,,,Season_7
Emote_LizardRun,Emote_Walk_Lizard,ui_Emote_LizardRun_name,ui_Emote_LizardRun_description,Other,@Emote_LizardRun,lizardrun,,1,0,1,0,,1,lyshineuI/Images/icons/emotes/emote_LizardRun.dds,,,,,Season_7
Emote_Wings,Emote_Wings,ui_Emote_Wings_name,ui_Emote_Wings_description,Other,@Emote_Wings,ascend,wings,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_celebrationWaveWalk.dds,,,,,
Emote_CrabWalk,Emote_Walk_Crab,ui_Emote_CrabWalk_name,ui_Emote_CrabWalk_description,Other,@Emote_CrabWalk,turtle,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_BreakdancingCrabWalk.dds,,,,,
Emote_Mantrum,Emote_Mantrum,ui_Emote_Mantrum_name,ui_Emote_Mantrum_description,Other,@Emote_Mantrum,groundbrawl,brawl,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_Mantrum.dds,,,,,
Emote_BarbershopExit,Emote_No,ui_none,ui_none,None,@Emote_BarbershopExit,,,0,0,1,0,,1,,,,,,
Emote_BrushShoulder,Emote_BrushShoulder,ui_Emote_BrushShoulder_name,ui_Emote_BrushShoulder_description,Other,@Emote_BrushShoulder,brushshoulder,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_Unarmed_BrushShoulder.dds,,,,,Season_7
Emote_Walk_MyrkMarch,Emote_Walk_MyrkMarch,ui_Emote_Walk_MyrkMarch_name,ui_Emote_Walk_MyrkMarch_description,Other,@Emote_Walk_MyrkMarch,walkmarch,march,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_MyrkMarch.dds,,,,,Season_7
Emote_GleamiteMining,Emote_GleamiteMining,ui_Emote_GleamiteMining_name,ui_Emote_GleamiteMining_description,Other,@Emote_GleamiteMining,minegleamite,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_Unarmed_GleamiteMining.dds,,,,,Season_7
Emote_Walk_NinjaRun,Emote_Walk_NinjaRun,ui_Emote_Walk_NinjaRun_name,ui_Emote_Walk_NinjaRun_description,Other,@Emote_Walk_NinjaRun,walkninja,ninja,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_Unarmed_NinjaRun.dds,,,,,
Emote_TouchGrass,Emote_TouchGrass,ui_Emote_TouchGrass_name,ui_Emote_TouchGrass_description,Other,@Emote_TouchGrass,touchgrass,,1,0,1,0,,1,LyShineUI/Images/Icons/Emotes/emote_TouchGrass.dds,,,,,Season_7
Emote_CatPaw,Emote_CatPaw,ui_Emote_CatPaw_name,ui_Emote_CatPaw_description,Other,@Emote_CatPaw,catpaw,,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_CatPaw.dds,,,,,Season_7
Emote_NewspaperBonk,Emote_NewspaperBonk,ui_Emote_NewspaperBonk_name,ui_Emote_NewspaperBonk_description,Other,@Emote_NewspaperBonk,newspaperbonk,newspaper,1,0,1,0,,1,lyshineui/images/icons/emotes/emote_newspaperbonk.dds,,,,,Season_7
