ID,Key,KeyType,OldPerk,NewPerk
917,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_BleedonCrit,PerkID_Charm_EmptyOffense
918,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_FortifyOnCrit,PerkID_Charm_EmptyOffense
919,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_EmpowerOnCrit,PerkID_Charm_EmptyOffense
920,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_HasteOnCrit,PerkID_Charm_EmptyOffense
921,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_OnKillHeal,PerkID_Charm_EmptyOffense
922,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_OnKillStamina,PerkID_Charm_EmptyOffense
923,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_OnKillFortify,PerkID_Charm_EmptyOffense
924,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_OnKillEmpower,PerkID_Charm_EmptyOffense
925,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_OnKillCDR,PerkID_Charm_EmptyOffense
926,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_CritChance,PerkID_Charm_EmptyOffense
927,HeavyHands_Slots3_CraftT5,ItemId,PerkID_WeaponRng_DmgHeatshot,PerkID_Charm_EmptyOffense
928,HeavyHands_Slots3_CraftT5,ItemId,PerkID_WeaponMelee_BlockingStam,PerkID_Charm_EmptyDefense
929,HeavyHands_Slots3_CraftT5,ItemId,PerkID_WeaponMelee_BlockingMove,PerkID_Charm_EmptyDefense
930,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Shield_DefFire,PerkID_Charm_EmptyDefense
931,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Shield_DefIce,PerkID_Charm_EmptyDefense
932,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Shield_DefNature,PerkID_Charm_EmptyDefense
933,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Shield_DefVoid,PerkID_Charm_EmptyDefense
934,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Shield_DefThurst,PerkID_Charm_EmptyDefense
935,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Shield_DefSlash,PerkID_Charm_EmptyDefense
936,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Shield_DefArcane,PerkID_Charm_EmptyDefense
937,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Shield_DefLightning,PerkID_Charm_EmptyDefense
938,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Shield_DefStrike,PerkID_Charm_EmptyDefense
939,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_Disease_OnLowHP_Crit,PerkID_Charm_EmptyOffense
940,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_Disease_OnLowHP_Heavy,PerkID_Charm_EmptyOffense
941,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_DmgAgainstGrit,PerkID_Charm_EmptyOffense
942,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_DmgWithGrit,PerkID_Charm_EmptyOffense
943,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_Melee_ChargedHeavy_DMG,PerkID_Charm_EmptyOffense
944,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_Melee_ChargedHeavy_Crit,PerkID_Charm_EmptyOffense
945,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_Melee_ChargedHeavy_Rend,PerkID_Charm_EmptyOffense
946,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_Melee_ChargedHeavy_Heal,PerkID_Charm_EmptyOffense
947,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_RangeDefense_Physical,PerkID_Charm_EmptyDefense
948,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_RangeDefense_Elemental,PerkID_Charm_EmptyDefense
949,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_DodgeSuccess_FireDMG,PerkID_Charm_EmptyOffense
950,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_DodgeSuccess_NatureDMG,PerkID_Charm_EmptyOffense
951,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_DodgeSuccess_IceDMG,PerkID_Charm_EmptyOffense
952,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_DodgeSuccess_LightningDMG,PerkID_Charm_EmptyOffense
953,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_DodgeSuccess_VoidDMG,PerkID_Charm_EmptyOffense
954,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_DodgeSuccess_ArcaneDMG,PerkID_Charm_EmptyOffense
955,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Amulet_DodgeSuccess_CleanseDoT,PerkID_Charm_EmptyDefense
956,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Amulet_DodgeSuccess_CleanseDebilitate,PerkID_Charm_EmptyDefense
957,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_DodgeSuccess_Fortify,PerkID_Charm_EmptyDefense
958,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Head_OnCritTaken_CritChance,PerkID_Charm_EmptyDefense
959,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Chest_OnBlockedHitTaken_StaminaRegen,PerkID_Charm_EmptyDefense
960,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Hands_OnBlockedHit_EmpowerStack,PerkID_Charm_EmptyDefense
961,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Legs_DodgeSuccess_Stamina,PerkID_Charm_EmptyDefense
962,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_Attunement_Fire,PerkID_Charm_EmptyOffense
963,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_Attunement_Ice,PerkID_Charm_EmptyOffense
964,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_Attunement_Lightning,PerkID_Charm_EmptyOffense
965,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_Attunement_Nature,PerkID_Charm_EmptyOffense
966,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_Attunement_Void,PerkID_Charm_EmptyOffense
967,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_Conditioning_Fire,PerkID_Charm_EmptyDefense
968,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_Conditioning_Ice,PerkID_Charm_EmptyDefense
969,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_Conditioning_Lightning,PerkID_Charm_EmptyDefense
970,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_Conditioning_Nature,PerkID_Charm_EmptyDefense
971,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_Conditioning_Void,PerkID_Charm_EmptyDefense
972,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_HercyneRaid_1,PerkID_Charm_EmptyOffense
973,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_HercyneRaid_1,PerkID_Charm_EmptyDefense
974,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Jewelry_HercyneRaid_1,PerkID_Charm_EmptyDefense
975,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_PvPZone_1,PerkID_Charm_EmptyOffense
976,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_PvPZone_1,PerkID_Charm_EmptyDefense
977,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Jewelry_PvPZone_1,PerkID_Charm_EmptyDefense
978,HeavyHands_Slots3_CraftT5,ItemId,PerkID_PvP_Weapon_ArmorPenetration_OnBackstab,PerkID_Charm_EmptyOffense
979,HeavyHands_Slots3_CraftT5,ItemId,PerkID_PvP_Weapon_ArmorPenetration_OnHeadshot,PerkID_Charm_EmptyOffense
980,HeavyHands_Slots3_CraftT5,ItemId,PerkID_PvP_Weapon_BlockBreak_Rend,PerkID_Charm_EmptyOffense
981,HeavyHands_Slots3_CraftT5,ItemId,PerkID_PvP_Weapon_CleanseBuff_Crits,PerkID_Charm_EmptyOffense
982,HeavyHands_Slots3_CraftT5,ItemId,PerkID_PvP_Weapon_ExhaustedTarget_Slow,PerkID_Charm_EmptyOffense
983,HeavyHands_Slots3_CraftT5,ItemId,PerkID_PvP_WeaponMagic_DmgToHaste,PerkID_Charm_EmptyOffense
984,HeavyHands_Slots3_CraftT5,ItemId,PerkID_PvP_Shield_FortifyStackOnBlock,PerkID_Charm_EmptyDefense
985,HeavyHands_Slots3_CraftT5,ItemId,PerkID_PvP_Armor_DodgeSuccess_Heal,PerkID_Charm_EmptyDefense
986,HeavyHands_Slots3_CraftT5,ItemId,PerkID_PvP_Ring_OnKill_EmpowerStack,PerkID_Charm_EmptyOffense
987,HeavyHands_Slots3_CraftT5,ItemId,PerkID_PvP_Ring_DmgPerTargetBuff,PerkID_Charm_EmptyOffense
988,HeavyHands_Slots3_CraftT5,ItemId,PerkID_PvP_Amulet_DodgeSuccess_DMG,PerkID_Charm_EmptyOffense
989,HeavyHands_Slots3_CraftT5,ItemId,PerkID_LifeStaff_OnLowBonusHeal,PerkID_Charm_EmptyOffense
990,HeavyHands_Slots3_CraftT5,ItemId,PerkID_LifeStaff_OnRemoveHeal,PerkID_Charm_EmptyOffense
991,HeavyHands_Slots3_CraftT5,ItemId,PerkID_LifeStaff_LowManaBonusHeal,PerkID_Charm_EmptyOffense
992,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_OnExhaustDmg,PerkID_Charm_EmptyOffense
993,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Amulet_PotionHeal,PerkID_Charm_EmptyDefense
994,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Amulet_LowCooldown,PerkID_Charm_EmptyDefense
995,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Earring_OnPotionDmg,PerkID_Charm_EmptyDefense
996,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Earring_OnPotionFort,PerkID_Charm_EmptyDefense
997,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Earring_OnHeartHeal,PerkID_Charm_EmptyDefense
998,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Ring_OnHealHot,PerkID_Charm_EmptyDefense
999,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Ring_OnRemoveHeal,PerkID_Charm_EmptyDefense
1000,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Ring_OnHeartRemoveBuffs,PerkID_Charm_EmptyDefense
1001,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_Health,PerkID_Charm_EmptyDefense
1002,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_DefBasic,PerkID_Charm_EmptyDefense
1003,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_DefGrit,PerkID_Charm_EmptyDefense
1004,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_Conditioning_Slash,PerkID_Charm_EmptyDefense
1005,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_Conditioning_Thrust,PerkID_Charm_EmptyDefense
1006,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_Conditioning_Strike,PerkID_Charm_EmptyDefense
1007,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_DmgFire,PerkID_Charm_EmptyDefense
1008,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_DmgIce,PerkID_Charm_EmptyDefense
1009,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_DmgLightning,PerkID_Charm_EmptyDefense
1010,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_DmgVoid,PerkID_Charm_EmptyDefense
1011,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_DmgNature,PerkID_Charm_EmptyDefense
1012,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_DmgArcane,PerkID_Charm_EmptyDefense
1013,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Shield_Kite_OnBlockHeal,PerkID_Charm_EmptyDefense
1014,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Shield_Kite_OnBlockDmg,PerkID_Charm_EmptyDefense
1015,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Amulet_DodgeBurn_DurRed,PerkID_Charm_EmptyDefense
1016,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_RendingStacks,PerkID_Charm_EmptyOffense
1017,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Feet_HasteOnVault,PerkID_Charm_EmptyOffense
1018,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Weapon_Melee_AlternateAttacks,PerkID_Charm_EmptyOffense
1019,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Chest_HealthStam_Synergy,PerkID_Charm_EmptyOffense
1020,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_ConsumableHealing,PerkID_Charm_EmptyDefense
1021,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_LifestealHealing,PerkID_Charm_EmptyDefense
1022,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_HastePotencyInc,PerkID_Charm_EmptyOffense
1023,HeavyHands_Slots3_CraftT5,ItemId,PerkID_Armor_ExhaustPotencyRed,PerkID_Charm_EmptyOffense
1024,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Hatchet_FeralRush,PerkID_Charm_EmptySkillPerk
1025,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Hatchet_Berserk,PerkID_Charm_EmptySkillPerk
1026,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Hatchet_RagingTorrent,PerkID_Charm_EmptySkillPerk
1027,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Hatchet_Rending_Throw,PerkID_Charm_EmptySkillPerk
1028,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Hatchet_DistancingThrow,PerkID_Charm_EmptySkillPerk
1029,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Hatchet_InfectedThrow,PerkID_Charm_EmptySkillPerk
1030,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Hammer_ArmorBreaker,PerkID_Charm_EmptySkillPerk
1031,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Hammer_MightyGavel,PerkID_Charm_EmptySkillPerk
1032,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Hammer_WreckingBall,PerkID_Charm_EmptySkillPerk
1033,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Hammer_Shockwave,PerkID_Charm_EmptySkillPerk
1034,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Hammer_ClearOut,PerkID_Charm_EmptySkillPerk
1035,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Hammer_PathOfDestiny,PerkID_Charm_EmptySkillPerk
1036,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Musket_PowderBurn,PerkID_Charm_EmptySkillPerk
1037,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Musket_PowerShot,PerkID_Charm_EmptySkillPerk
1038,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Musket_ShootersStance,PerkID_Charm_EmptySkillPerk
1039,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Musket_StoppingPower,PerkID_Charm_EmptySkillPerk
1040,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Musket_Traps,PerkID_Charm_EmptySkillPerk
1041,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Musket_StickyBomb,PerkID_Charm_EmptySkillPerk
1042,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Spear_Sweep,PerkID_Charm_EmptySkillPerk
1043,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Spear_Javelin,PerkID_Charm_EmptySkillPerk
1044,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Spear_Cyclone,PerkID_Charm_EmptySkillPerk
1045,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Spear_Perforate,PerkID_Charm_EmptySkillPerk
1046,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Spear_Skewer,PerkID_Charm_EmptySkillPerk
1047,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Spear_VaultKick,PerkID_Charm_EmptySkillPerk
1048,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Bow_PoisonShot,PerkID_Charm_EmptySkillPerk
1049,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Bow_EvadeShot,PerkID_Charm_EmptySkillPerk
1050,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Bow_RainOfArrows,PerkID_Charm_EmptySkillPerk
1051,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Bow_RapidShot,PerkID_Charm_EmptySkillPerk
1052,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Bow_PenetratingShot,PerkID_Charm_EmptySkillPerk
1053,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Bow_SplinterShot,PerkID_Charm_EmptySkillPerk
1054,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Rapier_Tondo,PerkID_Charm_EmptySkillPerk
1055,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Rapier_FlourishAndFinish,PerkID_Charm_EmptySkillPerk
1056,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Rapier_Flurry,PerkID_Charm_EmptySkillPerk
1057,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Rapier_Riposte,PerkID_Charm_EmptySkillPerk
1058,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Rapier_Evade,PerkID_Charm_EmptySkillPerk
1059,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Rapier_Fleche,PerkID_Charm_EmptySkillPerk
1060,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_LifeStaff_DivineEmbrance,PerkID_Charm_EmptySkillPerk
1061,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_LifeStaff_SacredGround,PerkID_Charm_EmptySkillPerk
1062,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_LifeStaff_SplashOfLight,PerkID_Charm_EmptySkillPerk
1063,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_LifeStaff_OrbOfProtection,PerkID_Charm_EmptySkillPerk
1064,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_LifeStaff_LightsEmbrace,PerkID_Charm_EmptySkillPerk
1065,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_LifeStaff_Beacon,PerkID_Charm_EmptySkillPerk
1066,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_FireStaff_PillarOfFire,PerkID_Charm_EmptySkillPerk
1067,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_FireStaff_MeteorShower,PerkID_Charm_EmptySkillPerk
1068,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_FireStaff_Fireball,PerkID_Charm_EmptySkillPerk
1069,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_FireStaff_Incinerate,PerkID_Charm_EmptySkillPerk
1070,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_FireStaff_Flamethrower,PerkID_Charm_EmptySkillPerk
1071,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_FireStaff_BurnOut,PerkID_Charm_EmptySkillPerk
1072,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Sword_ReverseStab,PerkID_Charm_EmptySkillPerk
1073,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Sword_WhirlingBlade,PerkID_Charm_EmptySkillPerk
1074,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Sword_LeapingStrike,PerkID_Charm_EmptySkillPerk
1075,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Shield_ShieldBash,PerkID_Charm_EmptySkillPerk
1076,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Shield_ShieldRush,PerkID_Charm_EmptySkillPerk
1077,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Shield_FinalStand,PerkID_Charm_EmptySkillPerk
1078,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_GreatAxe_Charge,PerkID_Charm_EmptySkillPerk
1079,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_GreatAxe_Reap,PerkID_Charm_EmptySkillPerk
1080,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_GreatAxe_Execute,PerkID_Charm_EmptySkillPerk
1081,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_GreatAxe_Whirlwind,PerkID_Charm_EmptySkillPerk
1082,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_GreatAxe_Maelstrom,PerkID_Charm_EmptySkillPerk
1083,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_GreatAxe_GravityWell,PerkID_Charm_EmptySkillPerk
1084,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_IceGauntlet_UnbrokenWinds,PerkID_Charm_EmptySkillPerk
1085,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_IceGauntlet_UnendingThaw,PerkID_Charm_EmptySkillPerk
1086,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_IceGauntlet_IcedRefresh,PerkID_Charm_EmptySkillPerk
1087,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_IceGauntlet_DeadlyFrost,PerkID_Charm_EmptySkillPerk
1088,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_IceGauntlet_PylonBurst,PerkID_Charm_EmptySkillPerk
1089,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_IceGauntlet_HealingTomb,PerkID_Charm_EmptySkillPerk
1090,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_VoidGauntlet_VoidBlade_Lifesteal,PerkID_Charm_EmptySkillPerk
1091,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_VoidGauntlet_NullChamber_Nullify,PerkID_Charm_EmptySkillPerk
1092,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_VoidGauntlet_Scream_Disease,PerkID_Charm_EmptySkillPerk
1093,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_VoidGauntlet_DecayingOrb_ReduceBuffs,PerkID_Charm_EmptySkillPerk
1094,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_VoidGauntlet_DrainingTether_Slow,PerkID_Charm_EmptySkillPerk
1095,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_VoidGauntlet_EssenceRupture_Empower,PerkID_Charm_EmptySkillPerk
1096,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Blunderbuss_NetShot,PerkID_Charm_EmptySkillPerk
1097,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Blunderbuss_AzothShrapnelBlast,PerkID_Charm_EmptySkillPerk
1098,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Blunderbuss_ClawShot,PerkID_Charm_EmptySkillPerk
1099,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Blunderbuss_ScatterGrenade,PerkID_Charm_EmptySkillPerk
1100,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Blunderbuss_MortarCharge,PerkID_Charm_EmptySkillPerk
1101,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Blunderbuss_VortexShot,PerkID_Charm_EmptySkillPerk
1102,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Greatsword_DashAttack,PerkID_Charm_EmptySkillPerk
1103,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Greatsword_Combo,PerkID_Charm_EmptySkillPerk
1104,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Greatsword_DefenseBreak,PerkID_Charm_EmptySkillPerk
1105,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Greatsword_Counter,PerkID_Charm_EmptySkillPerk
1106,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Greatsword_DrainAttack,PerkID_Charm_EmptySkillPerk
1107,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Greatsword_Burst,PerkID_Charm_EmptySkillPerk
1108,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Flail_Slam,PerkID_Charm_EmptySkillPerk
1109,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Flail_Blast,PerkID_Charm_EmptySkillPerk
1110,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Flail_Burst,PerkID_Charm_EmptySkillPerk
1111,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Flail_Charge,PerkID_Charm_EmptySkillPerk
1112,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Flail_Trip,PerkID_Charm_EmptySkillPerk
1113,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Ability_Flail_DefensiveStrike,PerkID_Charm_EmptySkillPerk
1114,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Common_CDR,PerkID_Charm_EmptyOffense
1115,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Common_Luck,PerkID_Charm_EmptyDefense
1116,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Armor_DurCC,PerkID_Charm_EmptyDefense
1117,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Armor_DurDot,PerkID_Charm_EmptyDefense
1118,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Armor_DurDebuff,PerkID_Charm_EmptyDefense
1119,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Amulet_DefFire,PerkID_Charm_EmptyDefense
1120,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Amulet_DefIce,PerkID_Charm_EmptyDefense
1121,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Amulet_DefNature,PerkID_Charm_EmptyDefense
1122,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Amulet_DefVoid,PerkID_Charm_EmptyDefense
1123,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Amulet_DefThurst,PerkID_Charm_EmptyDefense
1124,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Amulet_DefSlash,PerkID_Charm_EmptyDefense
1125,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Amulet_DefArcane,PerkID_Charm_EmptyDefense
1126,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Amulet_DefLightning,PerkID_Charm_EmptyDefense
1127,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Amulet_DefStrike,PerkID_Charm_EmptyDefense
1128,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Amulet_HP,PerkID_Charm_EmptyDefense
1129,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Amulet_StamOnLow,PerkID_Charm_EmptyDefense
1130,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Amulet_RemoveOnLow,PerkID_Charm_EmptyDefense
1131,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Amulet_FortifyOnLow,PerkID_Charm_EmptyDefense
1132,HeavyLegs_Slots3_CraftT5,ItemId,PerkID_Amulet_DurEmpower,PerkID_Charm_EmptyOffense
