TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,UseGlobalStorage,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
95_s01_03_01a_03_SliceSwap_9501_Grace_s01_03a_Off,TaskLockAchievement,,,,1,SwapActive_95_Grace_s01_03a,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_03_02_GoUpstairsTavern_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_03_02_01_Interact_Interviews_TriggerVol_TavernEntry,95_s01_03_02_02_BestOfAeternumStandWait_Unlock,95_s01_03_02_03_Interact_Interviews_TriggerVol_StartScriptedEvent,,
95_s01_03_02_01_Interact_Interviews_TriggerVol_TavernEntry,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_95_s01_03_TavernEntry,@95_s01_03_CROW_BestOfAeternum_GoTavernInterviews,,13178 6909 150,0,,1,,,,,,,,,,,,,,
95_s01_03_02_02_BestOfAeternumStandWait_Unlock,TaskUnlockAchievement,,,,1,95_s01_03_SE_EnterTavern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_03_02_03_Interact_Interviews_TriggerVol_StartScriptedEvent,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_95_s01_03_StartScriptedEvent,@95_s01_03_CROW_BestOfAeternum_GoTavernInterviews,,13170 6919 154,0,,1,,,,,,,,,,,,,,
95_s01_03_03_Interviews_SE_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_03_03_01_BestOfAeternumGreetSit_Unlock,95_s01_03_03_02_SE_Fallthrough_container,95_s01_03_03_03_BestOfAeternumSEFinished_Unlock,,
95_s01_03_03_01_BestOfAeternumGreetSit_Unlock,TaskUnlockAchievement,,,,1,95_s01_03_SE_ApproachTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_03_03_02_SE_Fallthrough_container,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_03_03_02_01_SwapTimer,95_s01_03_03_02_02_EscSkipHUDCheck,,,
95_s01_03_03_02_01_SwapTimer,TaskTimer,,,,1,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_03_03_02_02_EscSkipHUDCheck,TaskOpenUiScreen,,,,1,,,,,,,,,,,,,,,,,,,HUD,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_03_03_03_BestOfAeternumSEFinished_Unlock,TaskUnlockAchievement,,,,1,95_s01_03_SE_Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_03_04_SwapsOn_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_03_04_01_SliceSwap_9501_Grace_s01_04_On,95_s01_03_04_01_SliceSwap_9507_WilliamDaintith_s01_01_On,95_s01_03_04_01_SliceSwap_9508_QuirinusFlaccus_s01_01_On,95_s01_03_04_01_SliceSwap_9509_AdolfodeAcutis_s01_01_On,
95_s01_03_04_01_SliceSwap_9501_Grace_s01_04_On,TaskUnlockAchievement,,,,1,SwapActive_95_Grace_s01_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_03_04_01_SliceSwap_9507_WilliamDaintith_s01_01_On,TaskUnlockAchievement,,,,1,SwapActive_95_WilliamDaintith_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_03_04_01_SliceSwap_9508_QuirinusFlaccus_s01_01_On,TaskUnlockAchievement,,,,1,SwapActive_95_QuirinusFlaccus_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_03_04_01_SliceSwap_9509_AdolfodeAcutis_s01_01_On,TaskUnlockAchievement,,,,1,SwapActive_95_AdolfodeAcutis_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_04_CROW_ZanderTheRed_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_04_01_MeetZander_container,95_s01_04_02_MeetEynon_container,95_s01_04_03_CraftRecipe_container,95_s01_04_05_Swaps,
95_s01_04_01_MeetZander_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_04_01_01_GoToZanderPOI,95_s01_04_01_02_SwapsOff_container,95_s01_04_01_03_SwapsOn_container,95_s01_04_01_04_ZanderSetup_container,95_s01_04_01_05_TalkTo_Zander_FirstMeet
95_s01_04_01_01_GoToZanderPOI,TaskGoToPOITag,,1,,,,,,,,,,ancientcrater9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95_s01_04_CROW_ZanderTheRed_MeetZander,,10978.090820 7616.087891 155.810257,0,,,,,,,,,,,,,,,,
95_s01_04_01_02_SwapsOff_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_04_01_02_01_SliceSwap_9501_Grace_s01_04_Off,95_s01_04_01_02_02_SliceSwap_9507_WilliamDaintith_s01_01_Off,95_s01_04_01_02_03_SliceSwap_9508_QuirinusFlaccus_s01_01_Off,95_s01_04_01_02_04_SliceSwap_9509_AdolfodeAcutis_s01_01_Off,
95_s01_04_01_02_01_SliceSwap_9501_Grace_s01_04_Off,TaskLockAchievement,,,,1,SwapActive_95_Grace_s01_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_04_01_02_02_SliceSwap_9507_WilliamDaintith_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_WilliamDaintith_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_04_01_02_03_SliceSwap_9508_QuirinusFlaccus_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_QuirinusFlaccus_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_04_01_02_04_SliceSwap_9509_AdolfodeAcutis_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_AdolfodeAcutis_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_04_01_03_SwapsOn_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_04_01_03_01_SliceSwap_9501_Grace_s01_05_On,95_s01_04_01_03_03_SliceSwap_9510_EnyonVoyle_s01_01_On,,,
95_s01_04_01_03_01_SliceSwap_9501_Grace_s01_05_On,TaskUnlockAchievement,,,,1,SwapActive_95_Grace_s01_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_04_01_03_03_SliceSwap_9510_EnyonVoyle_s01_01_On,TaskUnlockAchievement,,,,1,SwapActive_95_Eynon_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_04_01_04_ZanderSetup_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_04_01_04_01_PlayCottageSounds_container,95_s01_04_01_04_03_SliceSwap_9502_Zander_s01_01_On,95_s01_04_01_04_04_SliceSwap_9503_Dog_s01_01_On,,
95_s01_04_01_04_01_PlayCottageSounds_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_04_01_04_01_01_TriggerVol_OuterAreaCottage,95_s01_04_01_04_01_02_Zander_PlayCottageSounds,95_s01_04_01_04_01_03_Fallthrough_container,95_s01_04_01_04_01_04_Zander_StopSE_Unlock,
95_s01_04_01_04_01_01_TriggerVol_OuterAreaCottage,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_95_s01_04_PlayCottageSounds,@95_s01_04_CROW_ZanderTheRed_MeetZander,,10978.090820 7616.087891 155.810257,0,,,,,,,,,,,,,,,,
95_s01_04_01_04_01_02_Zander_PlayCottageSounds,TaskUnlockAchievement,,,,1,95_s01_04_SE_ZanderCottageAmbient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_04_01_04_01_03_Fallthrough_container,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_04_01_04_01_03_01_SwapTimer,95_s01_04_01_04_01_03_02_TriggerVol_ApproachCottage,,,
95_s01_04_01_04_01_03_01_SwapTimer,TaskTimer,,,,1,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_04_01_04_01_03_02_TriggerVol_ApproachCottage,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_95_s01_04_EnterCottage,@95_s01_04_CROW_ZanderTheRed_MeetZander,,10978.090820 7616.087891 155.810257,,,1,,,,,,,,,,,,,,
95_s01_04_01_04_01_04_Zander_StopSE_Unlock,TaskUnlockAchievement,,,,1,95_s01_04_SE_ApproachCottage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_04_01_04_03_SliceSwap_9502_Zander_s01_01_On,TaskUnlockAchievement,,,,1,SwapActive_95_Zander_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_04_01_04_04_SliceSwap_9503_Dog_s01_01_On,TaskUnlockAchievement,,,,1,SwapActive_95_Dog_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_04_01_05_TalkTo_Zander_FirstMeet,TaskConversationTopic,,,,,9502_Zander_s01_01,,,,,,,,,,,,,,,,,,Topic_95_s01_04_TalkTo_Zander_FirstMeet,,,,,,,,,,,,,,,,,,,,,,@95_s01_04_CROW_ZanderTheRed_MeetZander,,10978.090820 7616.087891 155.810257,,,,,,,,,,,,,,,,,
95_s01_04_02_MeetEynon_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_04_02_02_TalkTo_Eynon_HelpSalve,95_s01_04_02_03_GiveItem_AEToxinSalveRecipe,,,
95_s01_04_02_02_TalkTo_Eynon_HelpSalve,TaskConversationTopic,,,,,9510_EynonVoyle_s01_01,,,,,,,,,,,,,,,,,,Topic_95_s01_04_TalkTo_Eynon_HelpSalve,,,,,,,,,,,,,,,,,,,,,,@95_s01_04_CROW_ZanderTheRed_MeetEynon,,11003.380859 8233.223633 161.345917,,,,,,,,,,,,,,,,,
95_s01_04_02_03_GiveItem_AEToxinSalveRecipe,TaskGiveItem,,,,1,95_s01_04_HealingSalve_WorkOrder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_04_03_CraftRecipe_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_04_03_01_GatherIngredients_container,95_s01_04_03_02_CraftHealingSalve,,,
95_s01_04_03_01_GatherIngredients_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95_s01_04_CROW_ZanderTheRed_GatherIngredients,,,,,,,,,,,,,,,95_s01_04_03_01_01_GatherAzothSapIO,95_s01_04_03_01_02_HaveGatorLiver,95_s01_04_03_01_03_HaveFlameCores,,
95_s01_04_03_01_01_GatherAzothSapIO,TaskGatherItems,,,,1,95_s01_04_AzothSap,95_s01_04_AzothSap,100,,,,,,,,1,,,,,,,IO_95_s01_04_AzothSap,,,,,,,,,,,,,,,,,,,,,,,@95_s01_04_CROW_ZanderTheRed_GatherAzothSap,,11102.506836 7792.877930 158.702118,,,,,,,,,,,,,,,,,
95_s01_04_03_01_02_HaveGatorLiver,TaskHaveItems,,,,1,95_s01_04_GatorLiver,alligator,100,,,,,,,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,@95_s01_04_CROW_ZanderTheRed_CollectGatorLivers,,11225.345 7991.597 154.110,,,,,,,,,,,,,,,,,
95_s01_04_03_01_03_HaveFlameCores,TaskHaveItems,,,,1,95_s01_04_VerdantEssence,angryearth,100,,,,,,,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,@95_s01_04_CROW_ZanderTheRed_CollectFlameCores,,11020.530 8116.482 154.631,,,,,,,,,,,,,,,,,
95_s01_04_03_02_CraftHealingSalve,TaskCraftRecipe,,,,1,,,,,,,,,,,,,,,,95_s01_04_HealingSalve,,,,,,,,,,,,,,,,,,,,,,,,,@95_s01_04_CROW_ZanderTheRed_CraftHealingSalve,,,,,,,,,,,,,,,,,,,
95_s01_04_05_Swaps,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_04_01_05_01_SliceSwap_9503_Dog_s01_01_Off,95_s01_04_01_05_02_SliceSwap_9503_Dog_s01_02_On,,,
95_s01_04_01_05_01_SliceSwap_9503_Dog_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_Dog_s01_01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_04_01_05_02_SliceSwap_9503_Dog_s01_02_On,TaskUnlockAchievement,,,,1,SwapActive_95_Dog_s01_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_CROW_CanonAndCoin_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_01_Granny_container,95_s01_05_02_BWChurch_container,95_s01_05_03_RecoverFunds_container,95_s01_05_04_ChasePriest_container,95_s01_05_05_ReturnFunds_container
95_s01_05_01_Granny_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_01_01_GoToGrannyPOI,95_s01_05_01_02_Swaps_container,95_s01_05_01_03_TalkTo_Granny_Zander,95_s01_05_01_04_GiveFakeFunds,
95_s01_05_01_01_GoToGrannyPOI,TaskGoToPOITag,,1,,,,,,,,,,ancientcrater13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95_s01_05_CROW_CanonAndCoin_FindGranny,,11264.433594 7397.643555 169.720963,,,,,,,,,,,,,,,,,
95_s01_05_01_02_Swaps_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_01_02_01_SliceSwap_9503_Dog_s01_02_Off,95_s01_05_01_02_02_SliceSwap_9502_Zander_s01_01_Off,95_s01_05_01_02_03_SliceSwap_9510_EnyonVoyle_s01_01_Off,95_s01_05_01_02_04_SliceSwap_9506_Granny_s01_01_On,
95_s01_05_01_02_01_SliceSwap_9503_Dog_s01_02_Off,TaskLockAchievement,,,,1,SwapActive_95_Dog_s01_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_01_02_02_SliceSwap_9502_Zander_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_Zander_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_01_02_03_SliceSwap_9510_EnyonVoyle_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_Eynon_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_01_02_04_SliceSwap_9506_Granny_s01_01_On,TaskUnlockAchievement,,,,1,SwapActive_95_Granny_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_01_03_TalkTo_Granny_Zander,TaskConversationTopic,,,,,9506_Granny_s01_01,,,,,,,,,,,,,,,,,,Topic_95_s01_05_TalkTo_Granny_Zander,,,,,,,,,,,,,,,,,,,,,,@95_s01_05_CROW_CanonAndCoin_FindGranny,,11264.433594 7397.643555 169.720963,,,1,,,,,,,,,,,,,,
95_s01_05_01_04_GiveFakeFunds,TaskGiveItem,,,,1,95_s01_05_FakeFundsItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s01_05_02_BWChurch_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_01_GoToBWSettlement,95_s01_05_02_02_Swaps_container,95_s01_05_02_03_Investigate_container,,
95_s01_05_02_01_GoToBWSettlement,TaskGoToPOITag,,1,,,,,,,,,,brightwood6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95_s01_05_CROW_CanonAndCoin_GoBWChurch,,9604.748047 6356.986328 255.914642,,,,,,,,,,,,,,,,,
95_s01_05_02_02_Swaps_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_02_01_SliceSwap_9506_Granny_s01_01_Off,95_s01_05_02_02_02_SliceSwap_9511_DicunHobday_s01_01_On,95_s01_05_02_02_02_SliceSwap_9512_Marty_s01_01_On,95_s01_05_02_02_02_SliceSwap_9513_Amis_s01_01_On,
95_s01_05_02_02_01_SliceSwap_9506_Granny_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_Granny_s01_01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_02_02_SliceSwap_9511_DicunHobday_s01_01_On,TaskUnlockAchievement,,,,1,SwapActive_95_Dicun_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_02_02_SliceSwap_9512_Marty_s01_01_On,TaskUnlockAchievement,,,,1,SwapActive_95_Marty_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_02_02_SliceSwap_9513_Amis_s01_01_On,TaskUnlockAchievement,,,,1,SwapActive_95_Amis_s01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_03_Investigate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_03_01_TalkTo_container,95_s01_05_02_03_01a_PlantFakeFunds_container,95_s01_05_02_03_02_SpyChurch_container,95_s01_05_02_03_03_Watched_PriestStealing_container,95_s01_05_02_03_04_TalkToPriest_CaughtStealing
95_s01_05_02_03_01_TalkTo_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_03_01_01_TalkTo_Marty,95_s01_05_02_03_01_02_TalkTo_Amis,95_s01_05_02_03_01_03_TalkTo_Dicun_Investigate,,
95_s01_05_02_03_01_01_TalkTo_Marty,TaskConversationTopic,,,,,9512_Marty_s01_01,,,,,,,,,,,,,,,,,,Topic_95_s01_05_TalkTo_Marty,,,,,,,,,,,,,,,,,,,,,,@95_s01_05_CROW_CanonAndCoin_InterviewGuards,,9604.748047 6356.986328 255.914642,,,1,258.1,,,,,,,,,,,,,
95_s01_05_02_03_01_02_TalkTo_Amis,TaskConversationTopic,,,,,9513_Amis_s01_01,,,,,,,,,,,,,,,,,,Topic_95_s01_05_TalkTo_Amis,,,,,,,,,,,,,,,,,,,,,,@95_s01_05_CROW_CanonAndCoin_InterviewGuards,,9609.203125 6355.612305 255.920898,,,1,258.1,,,,,,,,,,,,,
95_s01_05_02_03_01_03_TalkTo_Dicun_Investigate,TaskConversationTopic,,,,,9511_DicunHobday_s01_01,,,,,,,,,,,,,,,,,,Topic_95_s01_05_TalkTo_Dicun_Investigate,,,,,,,,,,,,,,,,,,,,,,@95_s01_05_CROW_CanonAndCoin_InterviewClergy,,9613.785156 6366.515137 255.916473,,,1,258.15,,,,,,,,,,,,,
95_s01_05_02_03_01a_PlantFakeFunds_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_03_01a_01_PlantFakeFunds,95_s01_05_02_03_01a_02_SliceSwap_9512_Marty_s01_01_Off,95_s01_05_02_03_01a_03_SliceSwap_9513_Amis_s01_01_Off,,
95_s01_05_02_03_01a_01_PlantFakeFunds,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,IO_95_s01_05_BWFakeFundsCabinet,,,95_s01_05_BWFakeFundsCabinet_interact,,,,,,,,,,,,,,,,,,,,@95_s01_05_CROW_CanonAndCoin_PlantFunds,,9619.37 6401.7 257.6,,,,,,,,,,,,,,,,,
95_s01_05_02_03_01a_02_SliceSwap_9512_Marty_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_Marty_s01_01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_03_01a_03_SliceSwap_9513_Amis_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_Amis_s01_01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_03_02_SpyChurch_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_03_02_01_TriggerVol_BackOfChurch,95_s01_05_02_03_02_03_SwapsContainer,95_s01_05_02_03_02_04_TriggerSE_container,95_s01_05_02_03_02_05_SE_Fallthrough_container,
95_s01_05_02_03_02_01_TriggerVol_BackOfChurch,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_95_s01_05_BackOfChurch,@95_s01_05_CROW_CanonAndCoin_SpyPriest,,9631.048828 6378 253,0,,1,,,,,,,,,,,,,,
95_s01_05_02_03_02_02_TriggerVol_MidPlatform,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_95_s01_05_MidPlatform,@95_s01_05_CROW_CanonAndCoin_SpyPriest,,9628.529297 6373.197754 262.345703,0,,1,,,,,,,,,,,,,,
95_s01_05_02_03_02_03_SwapsContainer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_03_02_03_01_SliceSwap_9511_DicunHobday_s01_01_Off,,,,
95_s01_05_02_03_02_03_01_SliceSwap_9511_DicunHobday_s01_01_Off,TaskLockAchievement,,,,1,SwapActive_95_Dicun_s01_01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_03_02_04_TriggerSE_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_03_02_04_01_TriggerVol_TopPlatform,95_s01_05_02_03_02_04_02_Unlock_PriestStealing_SE,,,
95_s01_05_02_03_02_04_01_TriggerVol_TopPlatform,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_95_s01_05_TopPlatform,@95_s01_05_CROW_CanonAndCoin_SpyPriest,,9615 6376 275,0,,1,,,,,,,,,,,,,,
95_s01_05_02_03_02_04_02_Unlock_PriestStealing_SE,TaskUnlockAchievement,,,,1,95_s01_05_Unlock_PriestStealing_SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s01_05_02_03_02_05_SE_Fallthrough_container,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s01_05_02_03_02_05_01_01_SwapTimer,95_s01_05_02_03_02_05_01_02_EscSkipHUDCheck,,,
95_s01_05_02_03_02_05_01_01_SwapTimer,TaskTimer,,,,1,,,,,,,,,,,,,,,,,,,,,,,18.5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
