TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
0319_0101_d_04_02_container_corrupted_fort_40319,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0319_0101_d_04_03_TaskHaveAndReturnItems_8_NullcavityHeartgem_corrupted_fort_40319,0319_0101_d_04_04_TaskAchievement_GetQuestLorePage_NullcavityCorrupted,,,
0319_0101_d_04_03_TaskHaveAndReturnItems_8_NullcavityHeartgem_corrupted_fort_40319,TaskHaveAndReturnItems,,1,8,0319_0101_NullcavityHeartgem,Trailstall,90,,true,,corrupted_fort_40319,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0101_rainbowheartshadowintent_get_items_from_target_at_POI,,,,,,,,,,,,,
0319_0101_d_04_04_TaskAchievement_GetQuestLorePage_NullcavityCorrupted,TaskAchievement,,1,,Lore_unlock_03_GreatCleave_Title_05_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0101_rainbowheartshadowintent_nullcavityjournal_clearcutting,,9724.656 8066.186 436.522,,,,,,,,,,,
0315_0101_d_00_container_aburningquestion,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0315_0101_d_01_aburningquestion_travel,0315_0101_d_02_SliceSwap_WardenDimka,0315_0101_d_03_TaskHaveAndReturnItems_8_AzothLanterns_abandoned_farm_village_40303,,
0315_0101_d_01_aburningquestion_travel,TaskGoToPOITag,,1,,,,,,true,greatcleave1,greatcleave1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0315_0101_aburningquestion_travel,,,,,,,,,,,,,
0315_0101_d_02_SliceSwap_WardenDimka,TaskUnlockAchievement,,1,1,SwapActive_WardenDimka_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0315_0101_d_03_TaskHaveAndReturnItems_8_AzothLanterns_abandoned_farm_village_40303,TaskHaveAndReturnItems,,1,4,0315_0101_AzothLantern,Undead_GraveDigger_03GC01,100,,true,greatcleave1,greatcleave1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0315_0101_aburningquestion_get_items_from_targets_at_POI,,,,,,,,,,,,,
0314_0101_d_00_container_blessingsofthefallen,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0314_0101_d_01_container_blessingsofthefallen_subtask_1,0314_0101_d_02_container_blessingsofthefallen_subtask_2,,,
0314_0101_d_01_container_blessingsofthefallen_subtask_1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0314_0101_d_01_01_TaskGoToPOITag_graveyard_40320,0314_0101_d_01_02_container_talisman_A_task,,,
0314_0101_d_01_01_TaskGoToPOITag_graveyard_40320,TaskGoToPOITag,,1,,,,,,true,,graveyard_40320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0314_0101_blessingsofthefallen_travel_to_POI,,,,,,,,,,,,,
0314_0101_d_01_02_container_talisman_A_task,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0314_0101_d_01_03_TaskHaveAndReturnItems_12_BlackTalisman_a_graveyard_40320,0314_0101_d_01_04_TaskAchievement_GetQuestLorePage_HeraldP1,,,
0314_0101_d_01_03_TaskHaveAndReturnItems_12_BlackTalisman_a_graveyard_40320,TaskHaveAndReturnItems,,1,10,0314_0101_BlackTalisman_a,Risen_L-R_Arm_03GC01,80,,true,,graveyard_40320,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0314_0101_blessingsofthefallen_get_items_from_targetVC_at_POI,,,,,,,,,,,,,
0314_0101_d_01_04_TaskAchievement_GetQuestLorePage_HeraldP1,TaskAchievement,,1,,Lore_unlock_03_GreatCleave_Title_07_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0314_0101_blessingsofthefallen_find_clues_in_POI,,,,,,,,,,,,,
0314_0101_d_02_container_blessingsofthefallen_subtask_2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0314_0101_d_02_01_TaskGoToPOITag_abandoned_farm_village_40303,0314_0101_d_02_02_container_talisman_B_task,,,
0314_0101_d_02_01_TaskGoToPOITag_abandoned_farm_village_40303,TaskGoToPOITag,,1,,,,,,true,,abandoned_farm_village_40303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0314_0101_blessingsofthefallen_travel_to_POI2,,,,,,,,,,,,,
0314_0101_d_02_02_container_talisman_B_task,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0314_0101_d_02_03_TaskHaveAndReturnItems_25_BlackTalisman_b_abandoned_farm_village_40303,0314_0101_d_02_04_TaskAchievement_GetQuestLorePage_HeraldP2,0314_0101_d_02_05_kill_Abraxas_abandoned_farm_village_40303,,
0314_0101_d_02_03_TaskHaveAndReturnItems_25_BlackTalisman_b_abandoned_farm_village_40303,TaskHaveAndReturnItems,,1,12,0314_0101_BlackTalisman_b,Miststride,80,,true,,abandoned_farm_village_40303,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0314_0101_blessingsofthefallen_get_items_from_target_Miststride_at_POI,,,,,,,,,,,,,
0314_0101_d_02_04_TaskAchievement_GetQuestLorePage_HeraldP2,TaskAchievement,,1,,Lore_unlock_03_GreatCleave_Title_07_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0314_0101_blessingsofthefallen_find_clues_in_POI2,,,,,,,,,,,,,
0314_0101_d_02_05_kill_Abraxas_abandoned_farm_village_40303,TaskKillContribution,,1,1,,,,,true,,abandoned_farm_village_40303,,,,,,,,,,,,Withered_Grunt_Named_03GC01,,,,,,,,,,,,,,,,,,,,@0314_0101_blessingsofthefallen_kill_target_in_POI,,,,,,,,,,,,,
0315_0102_d_00_container_twistedmetamorphosis,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0315_0102_d_01_TaskGoToPOITag_ancient_shrine_40314,0315_0102_d_00_container_ancient_shrine_40314,,,
0315_0102_d_01_TaskGoToPOITag_ancient_shrine_40314,TaskGoToPOITag,,1,,,,,,true,,ancient_shrine_40314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0315_0102_twistedmetamorphosis_travel,,,,,,,,,,,,,
0315_0102_d_00_container_ancient_shrine_40314,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0315_0102_d_02_Kill_2_GravespoilVicar_ancient_shrine_40314,0315_0102_d_03_TaskGatherAndReturnItems_3_CorruptedHeartgem_ancient_shrine_40314,,,
0315_0102_d_02_Kill_2_GravespoilVicar_ancient_shrine_40314,TaskKillContribution,,1,2,,,,,true,,ancient_shrine_40314,,true,,,,,,,,,,Damned_Cultist_03GC08c,,,,,,,,,,,,,,,,,,,,@0315_0102_twistedmetamorphosis_kill_targets,,,,,,,,,,,,,
0315_0102_d_03_TaskGatherAndReturnItems_3_CorruptedHeartgem_ancient_shrine_40314,TaskGatherAndReturnItems,,1,3,0315_0102_CorruptedHeartgem,0306_CorrRitualPillar,100,,true,,ancient_shrine_40314,,true,,,,,,,IO_0306_CorrRitualPillar,,,,,,,,,,,,,,,,,,,,,,,@0315_0102_twistedmetamorphosis_gather_item_from_interact,,9346.0 8027.0 40.0,,,,,,,,,,,
0314_0102_d_00_container_thebestofus,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0314_0102_d_01_TaskGoToPOITag_corrupted_camp_40302,0314_0102_d_02_TaskHaveAndReturnItems_1_SauquilloHeartgem_corrupted_camp_40302,,,
0314_0102_d_01_TaskGoToPOITag_corrupted_camp_40302,TaskGoToPOITag,,1,,,,,,,greatcleave8,greatcleave8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0314_0102_thebestofus_travel,,9409.0 8076.0 40.0,,,,,,,,,,,
0314_0102_d_02_TaskHaveAndReturnItems_1_SauquilloHeartgem_corrupted_camp_40302,TaskHaveAndReturnItems,,1,1,0319_0101_SauquilloHeartgem,Damned_Acolyte_Named_03GC08,100,,,greatcleave8,greatcleave8,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0314_0102_thebestofus_kill_and_collect_from_POI,,9409.0 8076.0 40.0,,,,,,,,,,,
0317_0201_d_00_container_windingmtnpath,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0317_0201_d_01_TaskGoToPOITag_outpost_53_1,,,,
0317_0201_d_01_TaskGoToPOITag_outpost_53_1,TaskGoToPOITag,,,,,,,,true,,outpost_53_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0317_0201_windingmtnpath_goto_POI,,,,,,,,,,,,,
0319_0501_d_00_Containter_weaponwrapperquest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_01_Containter_weaponwrapperquest_sub_01,0319_0501_d_02_Containter_weaponwrapperquest_sub_02,,,
0319_0501_d_01_Containter_weaponwrapperquest_sub_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0319_0501_d_01_Containter_weaponwrapperquest_questComplete_2,0319_0501_d_02_Containter_weaponwrapperquest_questComplete_4,0319_0501_d_02_Containter_weaponwrapperquest_questComplete_3,0319_0501_d_02_Containter_weaponwrapperquest_questComplete_1,
0319_0501_d_02_Containter_weaponwrapperquest_sub_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0319_0501_d_01_Containter_weaponwrapperquest_questComplete_3,0319_0501_d_01_Containter_weaponwrapperquest_questPush_1,0319_0501_d_02_Containter_weaponwrapperquest_questComplete_2,0319_0501_d_01_Containter_weaponwrapperquest_questComplete_4,
0319_0501_d_01_Containter_weaponwrapperquest_questPush_1,TaskObjective,,1,,0319_0502_PROne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_Containter_weaponwrapperquest_questPush_1,,,,,,,,,,,,,
0319_0501_d_01_Containter_weaponwrapperquest_questComplete_2,TaskObjective,,1,,0319_0503_PRTwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_Containter_weaponwrapperquest_questComplete_2,,,,,,,,,,,,,
0319_0501_d_01_Containter_weaponwrapperquest_questComplete_3,TaskObjective,,1,,0319_0504_PRThree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_Containter_weaponwrapperquest_questComplete_3,,,,,,,,,,,,,
0319_0501_d_01_Containter_weaponwrapperquest_questComplete_4,TaskObjective,,1,,0319_0505_PRFour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_Containter_weaponwrapperquest_questComplete_4,,,,,,,,,,,,,
0319_0501_d_02_Containter_weaponwrapperquest_questComplete_1,TaskObjective,,1,,0319_0506_PRFive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_Containter_weaponwrapperquest_questComplete_1,,,,,,,,,,,,,
0319_0501_d_02_Containter_weaponwrapperquest_questComplete_2,TaskObjective,,1,,0319_0507_PRSix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_Containter_weaponwrapperquest_questComplete_2,,,,,,,,,,,,,
0319_0501_d_02_Containter_weaponwrapperquest_questComplete_3,TaskObjective,,1,,0319_0508_PRSeven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_Containter_weaponwrapperquest_questComplete_3,,,,,,,,,,,,,
0319_0501_d_02_Containter_weaponwrapperquest_questComplete_4,TaskObjective,,1,,0319_0509_PREight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_Containter_weaponwrapperquest_questComplete_4,,,,,,,,,,,,,
0319_0501_d_01_01_weaponwrapperquest_questComplete1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_01_01_01_Task_GoTo,0319_0501_d_01_01_02_container_tasks,,,
0319_0501_d_01_01_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,ancient_lighthouse_60343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_01_01_Task_GoTo,,,,,,,,,,,,,
0319_0501_d_01_01_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0319_0501_d_01_01_02a_Task_Kill,0319_0501_d_01_01_02b_Task_KillToken,,,
0319_0501_d_01_01_02a_Task_Kill,TaskKillContribution,,1,50,,,,,true,,ancient_lighthouse_60343,,,,,,,,,,,,Scorpius,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_01_02_Task_Kill,,,,,,,,,,,,,
0319_0501_d_01_01_02b_Task_KillToken,TaskHaveAndReturnItems,,1,1,0319_0102_PulsingStaffStem,Damned_Acolyte_Named_00,100,,true,,ancient_lighthouse_60343,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_01_03_Task_KillToken,,14234.222 8009.179 64.205,,,,,,,,,,,
0319_0501_d_01_02_weaponwrapperquest_questComplete2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_01_02_01_Task_GoTo,0319_0501_d_01_02_02_container_tasks,,,
0319_0501_d_01_02_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,military_camp_40405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_02_01_Task_GoTo,,,,,,,,,,,,,
0319_0501_d_01_02_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0319_0501_d_01_02_02a_Task_Kill,0319_0501_d_01_02_02b_Task_KillToken,,,
0319_0501_d_01_02_02a_Task_Kill,TaskKillContribution,,1,50,,,,,true,,military_camp_40405,,,,,,,,,,,,Southguard,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_02_02_Task_Kill,,,,,,,,,,,,,
0319_0501_d_01_02_02b_Task_KillToken,TaskHaveAndReturnItems,,1,15,0319_0106_VortexFunnel,Southguard,45,,true,,military_camp_40405,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_02_03_Task_KillToken,,,,,,,,,,,,,
0319_0501_d_01_03_weaponwrapperquest_questComplete3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_01_03_01_Task_GoTo,0319_0501_d_01_03_02_container_tasks,,,
0319_0501_d_01_03_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,haunted_town_50201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_03_01_Task_GoTo,,,,,,,,,,,,,
0319_0501_d_01_03_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0319_0501_d_01_03_02a_Task_Kill,0319_0501_d_01_03_02b_Task_KillToken,,,
0319_0501_d_01_03_02a_Task_Kill,TaskKillContribution,,1,45,,,,,true,,haunted_town_50201,,,,,,,,,,,,Periville,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_03_02_Task_Kill,,,,,,,,,,,,,
0319_0501_d_01_03_02b_Task_KillToken,TaskGatherAndReturnItems,,1,15,0319_0105_FlintFlamestarters,0300_EpicWeapons_Periville,100,,true,,haunted_town_50201,,true,,,,,,,IO_0300_EpicWeapons_Periville,,,0300_EpicWeapons_Periville_interact_success,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_03_03_Task_KillToken,,,,,,,,,,,,,
0319_0501_d_01_04_weaponwrapperquest_questComplete4,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_01_04_01_Task_GoTo,0319_0501_d_01_04_02_container_tasks,,,
0319_0501_d_01_04_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,myrkgardwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_04_01_Task_GoTo,,,,,,,,,,,,,
0319_0501_d_01_04_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0319_0501_d_01_04_02a_Task_Kill,0319_0501_d_01_04_02b_Task_KillToken,,,
0319_0501_d_01_04_02a_Task_Kill,TaskKillContribution,,1,50,,,,,true,,myrkgardwest,,,,,,,,,,,,Myrkgard,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_04_02_Task_Kill,,,,,,,,,,,,,
0319_0501_d_01_04_02b_Task_KillToken,TaskHaveAndReturnItems,,1,18,0319_0104_BlisteringReagents,,,100,true,,myrkgardwest,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_04_03_Task_KillToken,,,,,,,,,,,,,
0319_0501_d_02_01_weaponwrapperquest_questComplete1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_02_01_01_Task_GoTo,0319_0501_d_02_01_02_container_tasks,,,
0319_0501_d_02_01_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,ancient_lighthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_01_01_Task_GoTo,,,,,,,,,,,,,
0319_0501_d_02_01_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0319_0501_d_02_01_02a_Task_Kill,0319_0501_d_02_01_02b_Task_KillToken,,,
0319_0501_d_02_01_02a_Task_Kill,TaskKillContribution,,1,35,,,,,true,,ancient_lighthouse,,,,,,,,,,,,Eridanite,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_01_02_Task_Kill,,,,,,,,,,,,,
0319_0501_d_02_01_02b_Task_KillToken,TaskHaveAndReturnItems,,1,1,0319_0103_CurvedStaffhead,Eridanite,15,,true,,ancient_lighthouse,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_01_03_Task_KillToken,,,,,,,,,,,,,
0319_0501_d_02_02_weaponwrapperquest_questComplete2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_02_02_01_Task_GoTo,0319_0501_d_02_02_02_container_tasks,,,
0319_0501_d_02_02_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,crater_malevolence_50325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_02_01_Task_GoTo,,,,,,,,,,,,,
0319_0501_d_02_02_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0319_0501_d_02_02_02a_Task_Kill,0319_0501_d_02_02_02b_Task_KillToken,,,
0319_0501_d_02_02_02a_Task_Kill,TaskKillContribution,,1,45,,,,,true,,crater_malevolence_50325,,,,,,,,,,,,Alcazarian,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_02_02_Task_Kill,,,,,,,,,,,,,
0319_0501_d_02_02_02b_Task_KillToken,TaskHaveAndReturnItems,,1,1,0319_0101_SwirlingStaffBase,Alcazarian,15,,true,,crater_malevolence_50325,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_02_03_Task_KillToken,,,,,,,,,,,,,
0319_0501_d_02_03_weaponwrapperquest_questComplete3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_02_03_01_Task_GoTo,0319_0501_d_02_03_02_container_tasks,,,
0319_0501_d_02_03_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,pirate_fort_30016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_03_01_Task_GoTo,,,,,,,,,,,,,
0319_0501_d_02_03_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0319_0501_d_02_03_02a_Task_Kill,0319_0501_d_02_03_02b_Task_KillToken,,,
0319_0501_d_02_03_02a_Task_Kill,TaskKillContribution,,1,45,,,,,true,,pirate_fort_30016,,,,,,,,,,,,Grubby_Rebels,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_03_02_Task_Kill,,,,,,,,,,,,,
0319_0501_d_02_03_02b_Task_KillToken,TaskHaveAndReturnItems,,1,12,0319_0107_OrichalcumFlintlock,,,100,true,,pirate_fort_30016,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_03_03_Task_KillToken,,,,,,,,,,,,,
0319_0501_d_02_04_weaponwrapperquest_questComplete4,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_02_04_01_Task_GoTo,0319_0501_d_02_04_02_container_tasks,,,
0319_0501_d_02_04_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,greatcleave3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_04_01_Task_GoTo,,,,,,,,,,,,,
0319_0501_d_02_04_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0319_0501_d_02_04_02a_Task_Kill,0319_0501_d_02_04_02b_Task_KillToken,,,
0319_0501_d_02_04_02a_Task_Kill,TaskKillContribution,,1,50,,,,,true,,greatcleave3,,,,,,,,,,,,Unhallowed,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_04_02_Task_Kill,,,,,,,,,,,,,
0319_0501_d_02_04_02b_Task_KillToken,TaskHaveAndReturnItems,,1,1,0319_0108_AzothConcentrator,Damned_Priest_Named_03GC03_ELITE,100,,true,,greatcleave3,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_04_03_Task_KillToken,,8697.050 7758.754 652.227,,,,,,,,,,,
0320_0101_d_00_container_GlimmeringMercy,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0320_0101_d_01_container_GlimmeringMercy_sub_01,0320_0101_d_01_container_GlimmeringMercy_sub_02,,,
0320_0101_d_01_container_GlimmeringMercy_sub_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0320_0101_d_01_container_GlimmeringMercy_questPush_1,0320_0101_d_01_container_GlimmeringMercy_questComplete_4,0320_0101_d_02_container_GlimmeringMercy_questComplete_2,0320_0101_d_01_container_GlimmeringMercy_questComplete_3,
0320_0101_d_01_container_GlimmeringMercy_sub_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0320_0101_d_02_container_GlimmeringMercy_questComplete_1,0320_0101_d_02_container_GlimmeringMercy_questComplete_3,0320_0101_d_01_container_GlimmeringMercy_questComplete_2,0320_0101_d_02_container_GlimmeringMercy_questComplete_4,
0320_0101_d_01_container_GlimmeringMercy_questPush_1,TaskObjective,,1,,0320_0102_Prelude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0101_d_01_container_GlimmeringMercy_questPush_1,,,,,,,,,,,,,
0320_0101_d_01_container_GlimmeringMercy_questComplete_2,TaskObjective,,1,,0320_0103_Adagio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0101_d_01_container_GlimmeringMercy_questComplete_2,,,,,,,,,,,,,
0320_0101_d_01_container_GlimmeringMercy_questComplete_3,TaskObjective,,1,,0320_0104_Scherzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0101_d_01_container_GlimmeringMercy_questComplete_3,,,,,,,,,,,,,
0320_0101_d_01_container_GlimmeringMercy_questComplete_4,TaskObjective,,1,,0320_0105_Shanty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0101_d_01_container_GlimmeringMercy_questComplete_4,,,,,,,,,,,,,
0320_0101_d_02_container_GlimmeringMercy_questComplete_1,TaskObjective,,1,,0320_0106_Zarabanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0101_d_02_container_GlimmeringMercy_questComplete_1,,,,,,,,,,,,,
0320_0101_d_02_container_GlimmeringMercy_questComplete_2,TaskObjective,,1,,0320_0107_Requiem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0101_d_02_container_GlimmeringMercy_questComplete_2,,,,,,,,,,,,,
0320_0101_d_02_container_GlimmeringMercy_questComplete_3,TaskObjective,,1,,0320_0108_Passepied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0101_d_02_container_GlimmeringMercy_questComplete_3,,,,,,,,,,,,,
0320_0101_d_02_container_GlimmeringMercy_questComplete_4,TaskObjective,,1,,0320_0109_Sonata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0101_d_02_container_GlimmeringMercy_questComplete_4,,,,,,,,,,,,,
0320_0102_d_00_container_Prelude,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0320_0102_d_01_container_Prelude_task_01,0320_0102_d_02_container_Prelude_tasks,,,
