TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
09A_M1_EG_HealDruid_B,TaskGameEvent,,,1,09A_M1_Sick_DruidB,,,,,,,,,,,,,,,IO_09A_M1_Sick_DruidB,,,09A_M1_Sick_DruidB_Interact,,,,,,,,,,,,,,,,,,,,@09A_M1_HealDruid_B,,8720.5996 1965.8604 126.2567,,,true,,,,,,,,,,,,,,
09A_M1_EG_HealDruid_C,TaskGameEvent,,,1,09A_M1_Sick_DruidC,,,,,,,,,,,,,,,IO_09A_M1_Sick_DruidC,,,09A_M1_Sick_DruidC_Interact,,,,,,,,,,,,,,,,,,,,@09A_M1_HealDruid_C,,8729.6035 1981.2444 128.0562,,,true,,,,,,,,,,,,,,
09A_M1_EG_Container_08,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M1_Container_08,,,1,,,,,,,,,,,,09A_M1_EG_TalkTo_Eldred,09A_M1_EG_WhisperPlant,,,
09A_M1_EG_TalkTo_Eldred,TaskConversationTopic,,,,09a_Eldred,,,,,,,,,,,,,,,,09A_M1_Topic_Eldred,,,,,,,,,,,,,,,,,,,,,,@09A_M1_Task_Eldred_TalkTo,,,,,,,,,,,,,,,,,,,
09A_M1_EG_WhisperPlant,TaskGameEvent,,,1,09A_M1_WhisperPlant,,,,true,,firstlight5,,,,,,,,,IO_09A_M1_WhisperPlant,,,09A_M1_WhisperPlant_Interact,,,,,,,,,,,,,,,,,,,,@09A_Task_WhisperPlant,,8718.123 2046.7356 150.291,,,,,,,,,,,,,,,,,
09A_M1_SM_Container_Main,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09A_M1_SM_Container_Setup,09A_M1_SM_Container_Intro,09A_M1_SM_Container_04,09A_M1_SM_Container_05,09A_M1_SM_Container_06
09A_M1_SM_Container_Setup,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M1_SM_push,09A_M1_SM_SwapActive_Morgaine_EG_Off,09A_M1_SM_SwapActive_Morgaine_RW_Off,09A_M1_SM_SwapActive_SickDruids_On,
09A_M1_SM_push,TaskUnlockAchievement,,,,EW_Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_SM_SwapActive_Morgaine_EG_Off,TaskUnlockAchievement,,,,SwapActive_09A_Morgaine_EG_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_SM_SwapActive_Morgaine_RW_Off,TaskUnlockAchievement,,,,SwapActive_09A_Morgaine_RW_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_SM_SwapActive_SickDruids_On,TaskUnlockAchievement,,,,SwapActive_09A_M1_SickDruids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_SM_Container_Intro,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M1_SM_GoToPOI,09A_M1_SM_Container_01,09A_M1_SM_MorgaineLibrary_SwapOut,09A_M1_SM_MorgaineDesert_SwapIn,
09A_M1_SM_GoToPOI,TaskGoToPOITag,,,,,,,,true,,phantomtree_30310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M1_SM_Task_GoToPOI,,,,,,,,,,,,,,,,,,,
09A_M1_SM_Container_01,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M1_Container_01,,,,,,,,,,,,,,,09A_M1_SM_VerdantSeed,09A_M1_SM_AzureBlossom,,,
09A_M1_SM_VerdantSeed,TaskHaveAndReturnItems,,,6,09A_M1_SeedA,AngryEarth,100,,true,,phantomtree_30310,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M1_GetSeedA,,,,,,,,,,,,,,,,,,,
09A_M1_SM_AzureBlossom,TaskHaveAndReturnItems,,,4,09A_M1_Blossom,09A_M1_AzureBlossom,100,,true,,phantomtree_30310,,true,,,,,,,IO_09A_M1_AzureBlossom,,,,,,,,,,,,,,,,,,,,,,,@09A_M1_GetBlossom,,,,,,,,,,,,,,,,,,,
09A_M1_SM_Container_04,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M1_Container_04,,,1,,,,,,,,,,,,09A_M1_SM_TalkTo_Morgaine,09A_M1_SM_Container_RemoveSeeds,09A_M1_SM_MorgaineDesert_SwapOut,09A_M1_SM_SwapActive_Morgaine_WC_On,09A_M1_SM_Container_ZoneUnlocks
09A_M1_SM_MorgaineLibrary_SwapOut,TaskLockAchievement,,,,SwapActive_09a_MorgaineVector_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_SM_MorgaineDesert_SwapIn,TaskUnlockAchievement,,,,SwapActive_09a_MorgaineVector_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_SM_TalkTo_Morgaine,TaskConversationTopic,,,,09a_MorgaineVector_02,,,,,,,,,,,,,,,,09A_M1_Topic_Morgaine,,,,,,,,,,,,,,,,,,,,,,@09A_M1_Task_Morgaine_TalkTo1,,6511.193848 7604.575195 110.431435,,,,,,,,,,,,,,,,,
09A_M1_SM_Container_RemoveSeeds,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M1_SM_RemoveVerdantSeed,09A_M1_SM_RemoveAzureBlossom,,,
09A_M1_SM_RemoveVerdantSeed,TaskRemoveItem,,,6,09A_M1_SeedA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_SM_RemoveAzureBlossom,TaskRemoveItem,,,4,09A_M1_Blossom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_SM_MorgaineDesert_SwapOut,TaskLockAchievement,,,,SwapActive_09a_MorgaineVector_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_SM_SwapActive_Morgaine_SM_Off,TaskUnlockAchievement,,,,SwapActive_09A_Morgaine_SM_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_SM_SwapActive_Morgaine_WC_On,TaskUnlockAchievement,,,,SwapActive_09A_Morgaine_WC_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_SM_Container_ZoneUnlocks,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M1_SM_UnlockFirstLight,09A_M1_SM_UnlockShrine,09A_M1_SM_S17_SwapActive_Wagon_Broken_On,,
09A_M1_SM_UnlockFirstLight,TaskUnlockAchievement,,,,09_FirstLightUnlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_SM_UnlockShrine,TaskUnlockAchievement,,,1,spiritshrine_02_30160_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_SM_S17_SwapActive_Wagon_Broken_On,TaskUnlockAchievement,,,,SwapActive_09A_S17_Wagon_Broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_SM_Container_05,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M1_Container_05,,,1,,,,,,,,,,,,09A_M1_SM_Container_Enter_FL,09A_M1_SM_TriggerArea_Warcamp,09A_M1_SM_TalkTo_Morgaine2,,
09A_M1_SM_Container_Enter_FL,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M1_SM_TriggerArea_Enter_FirstLight,09A_M1_SM_Container_UseShrine,,,
09A_M1_SM_TriggerArea_Enter_FirstLight,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M1_Enter_FL,@09A_M1_TriggerArea_Enter_FirstLightA,,8273.760 1988.394,,,,,,,,,,,,,,,,,
09A_M1_SM_Container_UseShrine,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M1_SM_UseShrine,09A_M1_SM_TriggerArea_Enter_FirstLight2,,,
09A_M1_SM_UseShrine,TaskGoToPOITag,,,,,,,,true,,spiritshrine_02_30160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M1_UseShrine,,,,,,,,,,,,,,,,,,,
09A_M1_SM_TriggerArea_Enter_FirstLight2,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M1_Enter_FL,@09A_M1_TriggerArea_Enter_FirstLightA,,,1,,,,,,,,,,,,,,,,
09A_M1_SM_TriggerArea_Warcamp,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M1_Warcamp,@09A_M1_Task_GoToCamp,,8704.635 1971.012,,,,,,,,,,,,,,,,,
09A_M1_SM_TalkTo_Morgaine2,TaskConversationTopic,,,,09a_Morgaine_WC,,,,,,,,,,,,,,,,09A_M1_Topic_Morgaine2,,,,,,,,,,,,,,,,,,,,,,@09A_M1_Task_Morgaine_TalkTo2,,,,,,,,,,,,,,,,,,,
09A_M1_SM_Container_06,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M1_Container_06,,,1,,,,,,,,,,,,09A_M1_SM_TalkTo_Trahern,09A_M1_SM_Container_07,09A_M1_SM_Container_08,,
09A_M1_SM_Container_07,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M1_Container_07,,,,,,,,,,,,,,,09A_M1_SM_SwapActive_SickDruids_Off,09A_M1_SM_Container_HealDruids,,,
09A_M1_SM_TalkTo_Trahern,TaskConversationTopic,,,,09a_Trahern_WC,,,,,,,,,,,,,,,,09a_M1_Topic_Trahern,,,,,,,,,,,,,,,,,,,,,,@09A_M1_Task_Trahern_TalkTo,,,,,,,,,,,,,,,,,,,
09A_M1_SM_SwapActive_SickDruids_Off,TaskLockAchievement,,,,SwapActive_09A_M1_SickDruids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_SM_Container_HealDruids,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M1_SM_HealDruid_A,09A_M1_SM_HealDruid_B,09A_M1_SM_HealDruid_C,,
09A_M1_SM_HealDruid_A,TaskGameEvent,,,1,09A_M1_Sick_DruidA,,,,,,,,,,,,,,,IO_09A_M1_Sick_DruidA,,,09A_M1_Sick_DruidA_Interact,,,,,,,,,,,,,,,,,,,,@09A_M1_HealDruid_A,,8689.6777 1965.1342 127.5581,,,true,,,,,,,,,,,,,,
09A_M1_SM_HealDruid_B,TaskGameEvent,,,1,09A_M1_Sick_DruidB,,,,,,,,,,,,,,,IO_09A_M1_Sick_DruidB,,,09A_M1_Sick_DruidB_Interact,,,,,,,,,,,,,,,,,,,,@09A_M1_HealDruid_B,,8720.5996 1965.8604 126.2567,,,true,,,,,,,,,,,,,,
09A_M1_SM_HealDruid_C,TaskGameEvent,,,1,09A_M1_Sick_DruidC,,,,,,,,,,,,,,,IO_09A_M1_Sick_DruidC,,,09A_M1_Sick_DruidC_Interact,,,,,,,,,,,,,,,,,,,,@09A_M1_HealDruid_C,,8729.6035 1981.2444 128.0562,,,true,,,,,,,,,,,,,,
09A_M1_SM_Container_08,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M1_Container_08,,,1,,,,,,,,,,,,09A_M1_SM_TalkTo_Eldred,09A_M1_SM_WhisperPlant,,,
09A_M1_SM_TalkTo_Eldred,TaskConversationTopic,,,,09a_Eldred,,,,,,,,,,,,,,,,09A_M1_Topic_Eldred,,,,,,,,,,,,,,,,,,,,,,@09A_M1_Task_Eldred_TalkTo,,,,,,,,,,,,,,,,,,,
09A_M1_SM_WhisperPlant,TaskGameEvent,,,1,09A_M1_WhisperPlant,,,,true,,firstlight5,,,,,,,,,IO_09A_M1_WhisperPlant,,,09A_M1_WhisperPlant_Interact,,,,,,,,,,,,,,,,,,,,@09A_Task_WhisperPlant,,8718.123 2046.7356 150.291,,,,,,,,,,,,,,,,,
09A_M1_RW_Container_Main,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09A_M1_RW_Container_Setup,09A_M1_RW_Container_Intro,09A_M1_RW_Container_04,09A_M1_RW_Container_05,09A_M1_RW_Container_06
09A_M1_RW_Container_Setup,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M1_RW_push,09A_M1_RW_SwapActive_Morgaine_EG_Off,09A_M1_RW_SwapActive_Morgaine_SM_Off,09A_M1_RW_SwapActive_SickDruids_On,
09A_M1_RW_push,TaskUnlockAchievement,,,,EW_Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_RW_SwapActive_Morgaine_EG_Off,TaskUnlockAchievement,,,,SwapActive_09A_Morgaine_EG_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_RW_SwapActive_Morgaine_SM_Off,TaskUnlockAchievement,,,,SwapActive_09A_Morgaine_SM_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_RW_SwapActive_SickDruids_On,TaskUnlockAchievement,,,,SwapActive_09A_M1_SickDruids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_RW_Container_Intro,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M1_RW_GoToPOI,09A_M1_RW_Container_01,09A_M1_RW_MorgaineLibrary_SwapOut,09A_M1_RW_MorgaineDesert_SwapIn,
09A_M1_RW_GoToPOI,TaskGoToPOITag,,,,,,,,true,,phantomtree_30310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M1_RW_Task_GoToPOI,,,,,,,,,,,,,,,,,,,
09A_M1_RW_Container_01,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M1_Container_01,,,,,,,,,,,,,,,09A_M1_RW_VerdantSeed,09A_M1_RW_AzureBlossom,,,
09A_M1_RW_VerdantSeed,TaskHaveAndReturnItems,,,6,09A_M1_SeedA,AngryEarth,100,,true,,phantomtree_30310,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M1_GetSeedA,,,,,,,,,,,,,,,,,,,
09A_M1_RW_AzureBlossom,TaskHaveAndReturnItems,,,4,09A_M1_Blossom,09A_M1_AzureBlossom,100,,true,,phantomtree_30310,,true,,,,,,,IO_09A_M1_AzureBlossom,,,,,,,,,,,,,,,,,,,,,,,@09A_M1_GetBlossom,,,,,,,,,,,,,,,,,,,
09A_M1_RW_Container_04,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M1_Container_04,,,1,,,,,,,,,,,,09A_M1_RW_TalkTo_Morgaine,09A_M1_RW_Container_RemoveSeeds,09A_M1_RW_MorgaineDesert_SwapOut,09A_M1_RW_SwapActive_Morgaine_WC_On,09A_M1_RW_Container_ZoneUnlocks
09A_M1_RW_MorgaineLibrary_SwapOut,TaskLockAchievement,,,,SwapActive_09a_MorgaineVector_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_RW_MorgaineDesert_SwapIn,TaskUnlockAchievement,,,,SwapActive_09a_MorgaineVector_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_RW_TalkTo_Morgaine,TaskConversationTopic,,,,09a_MorgaineVector_02,,,,,,,,,,,,,,,,09A_M1_Topic_Morgaine,,,,,,,,,,,,,,,,,,,,,,@09A_M1_Task_Morgaine_TalkTo1,,6511.193848 7604.575195 110.431435,,,,,,,,,,,,,,,,,
09A_M1_RW_Container_RemoveSeeds,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M1_RW_RemoveVerdantSeed,09A_M1_RW_RemoveAzureBlossom,,,
09A_M1_RW_RemoveVerdantSeed,TaskRemoveItem,,,6,09A_M1_SeedA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_RW_RemoveAzureBlossom,TaskRemoveItem,,,4,09A_M1_Blossom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_RW_MorgaineDesert_SwapOut,TaskLockAchievement,,,,SwapActive_09a_MorgaineVector_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_RW_SwapActive_Morgaine_RW_Off,TaskUnlockAchievement,,,,SwapActive_09A_Morgaine_RW_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_RW_SwapActive_Morgaine_WC_On,TaskUnlockAchievement,,,,SwapActive_09A_Morgaine_WC_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_RW_Container_ZoneUnlocks,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M1_RW_UnlockFirstLight,09A_M1_RW_UnlockShrine,09A_M1_RW_S17_SwapActive_Wagon_Broken_On,,
09A_M1_RW_UnlockFirstLight,TaskUnlockAchievement,,,,09_FirstLightUnlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_RW_UnlockShrine,TaskUnlockAchievement,,,1,spiritshrine_02_30160_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_RW_S17_SwapActive_Wagon_Broken_On,TaskUnlockAchievement,,,,SwapActive_09A_S17_Wagon_Broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_RW_Container_05,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M1_Container_05,,,1,,,,,,,,,,,,09A_M1_RW_Container_Enter_FL,09A_M1_RW_TriggerArea_Warcamp,09A_M1_RW_TalkTo_Morgaine2,,
09A_M1_RW_Container_Enter_FL,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M1_RW_TriggerArea_Enter_FirstLight,09A_M1_RW_Container_UseShrine,,,
09A_M1_RW_TriggerArea_Enter_FirstLight,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M1_Enter_FL,@09A_M1_TriggerArea_Enter_FirstLightA,,8273.760 1988.394,,,,,,,,,,,,,,,,,
09A_M1_RW_Container_UseShrine,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M1_RW_UseShrine,09A_M1_RW_TriggerArea_Enter_FirstLight2,,,
09A_M1_RW_UseShrine,TaskGoToPOITag,,,,,,,,true,,spiritshrine_02_30160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M1_UseShrine,,,,,,,,,,,,,,,,,,,
09A_M1_RW_TriggerArea_Enter_FirstLight2,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M1_Enter_FL,@09A_M1_TriggerArea_Enter_FirstLightA,,,1,,,,,,,,,,,,,,,,
09A_M1_RW_TriggerArea_Warcamp,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M1_Warcamp,@09A_M1_Task_GoToCamp,,8704.635 1971.012,,,,,,,,,,,,,,,,,
09A_M1_RW_TalkTo_Morgaine2,TaskConversationTopic,,,,09a_Morgaine_WC,,,,,,,,,,,,,,,,09A_M1_Topic_Morgaine2,,,,,,,,,,,,,,,,,,,,,,@09A_M1_Task_Morgaine_TalkTo2,,,,,,,,,,,,,,,,,,,
09A_M1_RW_Container_06,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M1_Container_06,,,1,,,,,,,,,,,,09A_M1_RW_TalkTo_Trahern,09A_M1_RW_Container_07,09A_M1_RW_Container_08,,
09A_M1_RW_Container_07,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M1_Container_07,,,,,,,,,,,,,,,09A_M1_RW_SwapActive_SickDruids_Off,09A_M1_RW_Container_HealDruids,,,
09A_M1_RW_TalkTo_Trahern,TaskConversationTopic,,,,09a_Trahern_WC,,,,,,,,,,,,,,,,09a_M1_Topic_Trahern,,,,,,,,,,,,,,,,,,,,,,@09A_M1_Task_Trahern_TalkTo,,,,,,,,,,,,,,,,,,,
09A_M1_RW_SwapActive_SickDruids_Off,TaskLockAchievement,,,,SwapActive_09A_M1_SickDruids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M1_RW_Container_HealDruids,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M1_RW_HealDruid_A,09A_M1_RW_HealDruid_B,09A_M1_RW_HealDruid_C,,
09A_M1_RW_HealDruid_A,TaskGameEvent,,,1,09A_M1_Sick_DruidA,,,,,,,,,,,,,,,IO_09A_M1_Sick_DruidA,,,09A_M1_Sick_DruidA_Interact,,,,,,,,,,,,,,,,,,,,@09A_M1_HealDruid_A,,8689.6777 1965.1342 127.5581,,,true,,,,,,,,,,,,,,
09A_M1_RW_HealDruid_B,TaskGameEvent,,,1,09A_M1_Sick_DruidB,,,,,,,,,,,,,,,IO_09A_M1_Sick_DruidB,,,09A_M1_Sick_DruidB_Interact,,,,,,,,,,,,,,,,,,,,@09A_M1_HealDruid_B,,8720.5996 1965.8604 126.2567,,,true,,,,,,,,,,,,,,
09A_M1_RW_HealDruid_C,TaskGameEvent,,,1,09A_M1_Sick_DruidC,,,,,,,,,,,,,,,IO_09A_M1_Sick_DruidC,,,09A_M1_Sick_DruidC_Interact,,,,,,,,,,,,,,,,,,,,@09A_M1_HealDruid_C,,8729.6035 1981.2444 128.0562,,,true,,,,,,,,,,,,,,
09A_M1_RW_Container_08,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M1_Container_08,,,1,,,,,,,,,,,,09A_M1_RW_TalkTo_Eldred,09A_M1_RW_WhisperPlant,,,
09A_M1_RW_TalkTo_Eldred,TaskConversationTopic,,,,09a_Eldred,,,,,,,,,,,,,,,,09A_M1_Topic_Eldred,,,,,,,,,,,,,,,,,,,,,,@09A_M1_Task_Eldred_TalkTo,,,,,,,,,,,,,,,,,,,
09A_M1_RW_WhisperPlant,TaskGameEvent,,,1,09A_M1_WhisperPlant,,,,true,,firstlight5,,,,,,,,,IO_09A_M1_WhisperPlant,,,09A_M1_WhisperPlant_Interact,,,,,,,,,,,,,,,,,,,,@09A_Task_WhisperPlant,,8718.123 2046.7356 150.291,,,,,,,,,,,,,,,,,
09A_M2_Container_Main,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09A_M2_Container_01,09A_M2_Container_02,09A_M2_Container_03,09A_M2_Container_04,09A_M2_Container_05
09A_M2_Container_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M2_Container_01,,,1,,,,,,,,,,,,09A_M2_Container_ResetAchievements,09A_M2_TalkTo_Hargest,09A_M2_SwapActive_Yoon_A_On,09A_M2_SwapActive_Oakes_FOR_On,
09A_M2_Container_ResetAchievements,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_SwapActive_Yoon_B_Off_Reset,09A_M2_SwapActive_Oakes_FOR_Off_Reset,,,
09A_M2_SwapActive_Yoon_B_Off_Reset,TaskLockAchievement,,,,SwapActive_09A_Yoon_B_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
