TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TargetDescriptionTaskId,TP_DescriptionTag,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
0826_0801_d_03_TaskGameEvent_Tigers,TaskGameEvent,,,4,,,,,true,,dynasty_shrine_30312,,,1,true,,,,,,IO_0826_TigerCage,,,0826_TigerCage_interact,,,,,,,,,,,,,,,,,,,,,@0826_0801_d_03_TaskGameEvent_Tigers,,,,,,,,,,,,
0830_0801_d_00_container_Inevitable,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0830_0801_d_01_TaskKillContribution_Ivan,,,,
0830_0801_d_01_TaskKillContribution_Ivan,TaskKillContribution,,1,1,,,,,,,graveyard_40338,,,,,,,,,,,,,Withered_Brute_Named_09_08QP07,,,,,,,,,,,,,,,,,,,,,@0830_0801_d_01_TaskKillContribution_Ivan,,,,,,,,,,,,
0825_0801_d_00_container_Wagon,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0825_0801_d_01_TaskGoToPOITag_Camp,0825_0801_d_02_TaskGameEvent_Waves,0825_0801_d_03_GiveTools,0825_0801_d_04_TaskHaveAndReturnItems_Tools,
0825_0801_d_01_TaskGoToPOITag_Camp,TaskGoToPOITag,,1,,,,,,true,,corrupted_camp_40340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0825_0801_d_01_TaskGoToPOITag_Camp,,,,,,,,,,,,
0825_0801_d_02_TaskGameEvent_Waves,TaskGameEvent,,1,1,,,,,true,,corrupted_camp_40340,,,,,,,,,,IO_0825_CookingSupplies,,,0825_CookingSupplies_interact,,,,,,,,,,,,,,,,,,,,,@0825_0801_d_02_TaskGameEvent_Waves,,,,,,,,,,,,
0825_0801_d_03_GiveTools,TaskGiveItem,,1,1,0825_0801_CookingTools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0825_0801_d_03_GiveTools,,1,,,,,,,,,,
0825_0801_d_04_TaskHaveAndReturnItems_Tools,TaskHaveAndReturnItems,,1,1,0825_0801_CookingTools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0825_0801_d_04_TaskHaveAndReturnItems_Tools,,1,,,,,,,,,,
0825_0802_d_00_container_Culinarian,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0825_0802_d_01_TaskGoToPOITag_SerenityRiseWilderness,0825_0802_d_02_TaskHaveAndReturnItems_TigerMeat,0825_0802_d_03_TaskHaveAndReturnItems_BearMeat,0825_0802_d_04_TaskHaveAndReturnItems_BisonMeat,
0825_0802_d_01_TaskGoToPOITag_SerenityRiseWilderness,TaskGoToPOITag,,1,,,,,,true,ebonscalereach6,ebonscalereach6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0825_0802_d_01_TaskGoToPOITag_SerenityRiseWilderness,,,,,,,,,,,,
0825_0802_d_02_TaskHaveAndReturnItems_TigerMeat,TaskHaveAndReturnItems,,1,5,0825_0802_TigerMeat,Tiger_08QP06,100,,,ebonscalereach6,ebonscalereach6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0825_0802_d_02_TaskHaveAndReturnItems_TigerMeat,,,,,,,,,,,,
0825_0802_d_03_TaskHaveAndReturnItems_BearMeat,TaskHaveAndReturnItems,,1,5,0825_0802_BearMeat,Bear_Black_08QP06a,100,,,ebonscalereach6,ebonscalereach6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0825_0802_d_03_TaskHaveAndReturnItems_BearMeat,,,,,,,,,,,,
0825_0802_d_04_TaskHaveAndReturnItems_BisonMeat,TaskHaveAndReturnItems,,1,5,0825_0802_BisonMeat,Bison_60,100,,,ebonscalereach6,ebonscalereach6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0825_0802_d_04_TaskHaveAndReturnItems_BisonMeat,,,,,,,,,,,,
0825_0803_d_00_container_Delivery,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0825_0803_d_01_GiveMeal,,,,
0825_0803_d_01_GiveMeal,TaskGiveItem,,,1,0825_0803_Meal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0825_0803_d_01_GiveMeal,,,,,,,,,,,,
0828_0801_d_00_container_Deadeye,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0828_0801_d_01_TaskGoToPOITag_camp,0828_0801_d_02_TaskGameEvent_Shoot,,,
0828_0801_d_01_TaskGoToPOITag_camp,TaskGoToPOITag,,1,,,,,,,,dynasty_camp_30237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0828_0801_d_01_TaskGoToPOITag_camp,,,,,,,,,,,,
0828_0801_d_02_TaskGameEvent_Shoot,TaskGameEvent,,1,1,,,,,,,dynasty_camp_30237,,,,,,,,,,IO_0804_CorruptedNodule,,,0804_CorruptedNodule_interact,,,,,,,,,,,,,,,,,,,,,@0828_0801_d_02_TaskGameEvent_Shoot,7327.05 5924.23 120.88,,,,,,,,,,,
0828_0802_d_00_container_Trinkets,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0828_0802_d_01a_container,0828_0802_d_01b_container,,,
0828_0802_d_01a_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0828_0802_d_02_GoToPOITag_North,0828_0802_d_03_TaskGameEvent_Heirlooms1,,,
0828_0802_d_01b_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0828_0802_d_04_GoToPOITag_South,0828_0802_d_05_TaskGameEvent_Heirlooms2,,,
0828_0802_d_02_GoToPOITag_North,TaskGoToPOITag,,1,,,,,,true,,Dynasty_Wall_30243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0828_0802_d_02_GoToPOITag_North,,,,,,,,,,,,
0828_0802_d_03_TaskGameEvent_Heirlooms1,TaskGameEvent,,1,5,,,,,true,,Dynasty_Wall_30243,,,,,,,,,,IO_0828_Heirloom,,,0828_Heirlooms_interact,,,,,,,,,,,,,,,,,,,,,@0828_0802_d_03_TaskGameEvent_Heirlooms1,,,,,,,,,,,,
0828_0802_d_04_GoToPOITag_South,TaskGoToPOITag,,1,,,,,,true,,Dynasty_Wall_30242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0828_0802_d_04_GoToPOITag_South,,,,,,,,,,,,
0828_0802_d_05_TaskGameEvent_Heirlooms2,TaskGameEvent,,1,5,,,,,true,,Dynasty_Wall_30242,,,,,,,,,,IO_0828_Heirloom_b,,,0828_Heirlooms_b_interact,,,,,,,,,,,,,,,,,,,,,@0828_0802_d_05_TaskGameEvent_Heirlooms2,,,,,,,,,,,,
0828_0803_d_00_container_Legacy,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0828_0803_d_01_TaskGoToPOITag_DynastyShipwreck,0828_0803_d_02_TaskHaveAndReturnItems_Scrolls,,,
0828_0803_d_01_TaskGoToPOITag_DynastyShipwreck,TaskGoToPOITag,,1,,,,,,,,Dynasty_Shipwreck_30227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0828_0803_d_01_TaskGoToPOITag_DynastyShipwreck,,,,,,,,,,,,
0828_0803_d_02_TaskHaveAndReturnItems_Scrolls,TaskHaveAndReturnItems,,1,5,0828_0803_ScrollsOfLineage,Corrupted,90,,true,,Dynasty_Shipwreck_30227,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0828_0803_d_02_TaskHaveAndReturnItems_Scrolls,,,,,,,,,,,,
0831_0101_d_00_container_LastArgument,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0831_0101_d_01_container_LastArgument_sub_1,0831_0101_d_02_container_LastArgument_sub_2,,,
0831_0101_d_01_container_LastArgument_sub_1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0101_d_01_01_LastArgument_questTrack_Stock,0831_0101_d_01_02_LastArgument_questTrack_Perfection,0831_0101_d_01_03_LastArgument_questTrack_Lock,0831_0101_d_01_04_LastArgument_questTrack_Polished,
0831_0101_d_01_01_LastArgument_questTrack_Stock,TaskObjective,,1,,0831_0102_LastArgument_Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0101_LastArgument_questtrack_Stock,,,,,,,,,,,,
0831_0101_d_01_02_LastArgument_questTrack_Perfection,TaskAchievement,,1,,WeaponQuest_LastArgument_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0101_LastArgument_questtrack_Polished,,,,,,,,,,,,
0831_0101_d_01_03_LastArgument_questTrack_Lock,TaskAchievement,,1,,WeaponQuest_LastArgument_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0101_LastArgument_questtrack_Lock,,,,,,,,,,,,
0831_0101_d_01_04_LastArgument_questTrack_Polished,TaskAchievement,,1,,WeaponQuest_LastArgument_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0101_LastArgument_questtrack_Perfection,,,,,,,,,,,,
0831_0101_d_02_container_LastArgument_sub_2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0101_d_02_01_LastArgument_questTrack_Receiver,0831_0101_d_02_02_LastArgument_questTrack_Darkness,0831_0101_d_02_03_LastArgument_questTrack_Barrels,0831_0101_d_02_04_LastArgument_questTrack_Ignition,
0831_0101_d_02_01_LastArgument_questTrack_Receiver,TaskAchievement,,1,,WeaponQuest_LastArgument_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0101_LastArgument_questtrack_Receiver,,,,,,,,,,,,
0831_0101_d_02_02_LastArgument_questTrack_Darkness,TaskAchievement,,1,,WeaponQuest_LastArgument_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0101_LastArgument_questtrack_Darkness,,,,,,,,,,,,
0831_0101_d_02_03_LastArgument_questTrack_Barrels,TaskAchievement,,1,,WeaponQuest_LastArgument_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0101_LastArgument_questtrack_Barrels,,,,,,,,,,,,
0831_0101_d_02_04_LastArgument_questTrack_Ignition,TaskAchievement,,1,,WeaponQuest_LastArgument_08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0101_LastArgument_questtrack_Ignition,,,,,,,,,,,,
0831_0102_d_00_container_LastArgument_Stock,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0831_0102_d_01_container_LastArgument_Stock_prep,0831_0102_d_02_container_LastArgument_Stock_tasks,,,
0831_0102_d_01_container_LastArgument_Stock_prep,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0102_d_01_01_IncompleteText_Stock_Active,,,,
0831_0102_d_01_01_IncompleteText_Stock_Active,TaskUnlockAchievement,,1,1,Incomplete_LastArgument_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0831_0102_d_02_container_LastArgument_Stock_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0102_LastArgument_Stock_in_territory,,,,,,,,0831_0102_d_02_01_container_LastArgument_Stock_resin,0831_0102_d_02_02_container_LastArgument_Stock_tear,,,
0831_0102_d_02_01_container_LastArgument_Stock_resin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0102_d_02_01_01_GoToArea_Wyrdpeek,0831_0102_d_02_01_02_container_LastArgument_Stock_tasks,,,
0831_0102_d_02_01_01_GoToArea_Wyrdpeek,TaskGoToPOITag,,1,,,,,,,,ancientcrater2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0102_LastArgument_Stock_goto_area,,,,,,,,,,,,
0831_0102_d_02_01_02_container_LastArgument_Stock_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0102_d_02_01_02_01_HaveAndReturnItems_4_ImbuedResin,0831_0102_d_02_01_02_02_HaveAndReturnItems_4_ImbuedResin,,,
0831_0102_d_02_01_02_01_HaveAndReturnItems_4_ImbuedResin,TaskHaveAndReturnItems,,1,4,0831_0102_ImbuedResin,Dryad_Shaman_58,100,,true,,crater_brutalburrow,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0102_LastArgument_Stock_killtoken_from_target,,,,,,,,,,,,
0831_0102_d_02_01_02_02_HaveAndReturnItems_4_ImbuedResin,TaskHaveAndReturnItems,,1,4,0831_0102_ImbuedResin,Dryad_Shaman_58,100,,true,,crater_brutallair,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0831_0102_d_02_02_container_LastArgument_Stock_tear,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0102_d_02_02_01_GoToArea_CraterLake,0831_0102_d_02_02_02_GatherAndReturnItems_8_DryadsTear,,,
0831_0102_d_02_02_01_GoToArea_CraterLake,TaskGoToPOITag,,1,,,,,,,,ancientcrater9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0102_LastArgument_Stock_goto_area,,,,,,,,,,,,
0831_0102_d_02_02_02_GatherAndReturnItems_8_DryadsTear,TaskGatherAndReturnItems,,1,8,0831_0102_DryadsTear,0831_DryadsEyePlant,100,,,,,,,1,,,,,,,IO_0831_DryadsEyePlant,,,0831_DryadsEyePlant_interact,,,,,,,,,,,,,,,,,,,,,@0831_0102_LastArgument_Stock_gather_from_IO,,,,,,,,,,,,
0831_0103_d_00_container_LastArgument_Polished,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0831_0103_d_01_container_LastArgument_Polished_prep,0831_0103_d_02_container_LastArgument_Polished_craft,,,
0831_0103_d_01_container_LastArgument_Polished_prep,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0103_d_01_01_GiveItem_1_Recipe_HardIronwoodPlank,0831_0103_d_01_02_GiveItem_8_DryadsTear,0831_0103_d_01_03_GiveItem_4_ImbuedResin,,
0831_0103_d_01_01_GiveItem_1_Recipe_HardIronwoodPlank,TaskGiveItem,,,1,WorkOrder_0831_0102_HardIronwoodPlank,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0831_0103_d_01_02_GiveItem_8_DryadsTear,TaskGiveItem,,,8,0831_0102_DryadsTear,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0831_0103_d_01_03_GiveItem_4_ImbuedResin,TaskGiveItem,,,4,0831_0102_ImbuedResin,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0831_0103_d_02_container_LastArgument_Polished_craft,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0103_d_02_01_container_LastArgument_Polished_ingredients,0831_0103_d_02_02_container_LastArgument_Polished_create,,,
0831_0103_d_02_01_container_LastArgument_Polished_ingredients,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0103_LastArgument_Polished_have_ingredients,,,,,,,,0831_0103_d_02_01_01_Have_4_ImbuedResin,0831_0103_d_02_01_02_Have_8_DryadsTear,0831_0103_d_02_01_03_Have_12_Ironwood,,
0831_0103_d_02_01_01_Have_4_ImbuedResin,TaskHaveItems,,,4,0831_0102_ImbuedResin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0103_LastArgument_Polished_have_item,,,,,,,,,,,,
0831_0103_d_02_01_02_Have_8_DryadsTear,TaskHaveItems,,,8,0831_0102_DryadsTear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0103_LastArgument_Polished_have_item,,,,,,,,,,,,
0831_0103_d_02_01_03_Have_12_Ironwood,TaskHaveItems,,,12,WoodT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0103_LastArgument_Polished_acquire_item,,,,,,,,,,,,
0831_0103_d_02_02_container_LastArgument_Polished_create,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0103_d_02_02_01_CraftRecipe_HardIronwoodPlank,0831_0103_d_02_02_02_HaveAndReturnItems_12_HardIronwoodPlank,,,
0831_0103_d_02_02_01_CraftRecipe_HardIronwoodPlank,TaskCraftRecipe,,,1,,,,,,,,,,,,,,,0831_0102_HardIronwoodPlank,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0103_LastArgument_Polished_craft_quest_item,,,,,,,,,,,,
0831_0103_d_02_02_02_HaveAndReturnItems_12_HardIronwoodPlank,TaskHaveAndReturnItems,,1,12,0831_0103_HardIronwoodPlank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0831_0104_d_00_container_LastArgument_Lock,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0831_0104_d_01_container_LastArgument_Lock_prep,0831_0104_d_02_container_LastArgument_Lock_tasks,,,
0831_0104_d_01_container_LastArgument_Lock_prep,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0104_d_01_01_IncompleteText_Lock_Active,,,,
0831_0104_d_01_01_IncompleteText_Lock_Active,TaskUnlockAchievement,,1,1,Incomplete_LastArgument_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0831_0104_d_02_container_LastArgument_Lock_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0104_d_02_01_container_LastArgument_Lock_locks,0831_0104_d_02_02_container_LastArgument_Lock_schematic,0831_0104_d_02_03_GatherAndReturnItems_4_PlatinumSliver,,
0831_0104_d_02_01_container_LastArgument_Lock_locks,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0104_d_02_01_01_GoToPOITag_MistywaterThorpe,0831_0104_d_02_01_02_HaveAndReturnItems_4_PiratePistolLock,,,
0831_0104_d_02_01_01_GoToPOITag_MistywaterThorpe,TaskGoToPOITag,,1,,,,,,,,Bayou_Village_50126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0104_LastArgument_Lock_goto_POI,,,,,,,,,,,,
0831_0104_d_02_01_02_HaveAndReturnItems_4_PiratePistolLock,TaskHaveAndReturnItems,,1,4,0831_0104_PiratePistolLock,"Undead_Pistoleer_05WC08,Undead_Navigator_05WC08",100,,true,,Bayou_Village_50126,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0104_LastArgument_Lock_killtoken_from_target,,,,,,,,,,,,
0831_0104_d_02_02_container_LastArgument_Lock_schematic,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0104_d_02_02_01_GoToPOI_ForecastleDrift,0831_0104_d_02_02_02_GatherAndReturnItems_1_BruteCannonSchematic,,,
0831_0104_d_02_02_01_GoToPOI_ForecastleDrift,TaskGoToPOITag,,1,,,,,,,,Lost_Elite_City_50130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0104_LastArgument_Lock_goto_POI,,,,,,,,,,,,
0831_0104_d_02_02_02_GatherAndReturnItems_1_BruteCannonSchematic,TaskGatherAndReturnItems,,1,1,0831_0104_BruteCannonSchematic,0831_BruteCannonSchematic,100,,,,Lost_Elite_City_50130,,,,,,,,,,IO_0831_BruteCannonSchematic,,,0831_BruteCannonSchematic_interact,,,,,,,,,,,,,,,,,,,,,@0831_0104_LastArgument_Lock_gather_from_IO,11406.798 2990.996 83.848,,,,,,,,,,,
0831_0104_d_02_03_GatherAndReturnItems_4_PlatinumSliver,TaskGatherAndReturnItems,,1,4,0831_0104_PlatinumSliver,"PlatinumSmall,PlatinumMedium,PlatinumLarge",100,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0104_LastArgument_Lock_gather_from_node,,,,,,,,,,,,
0831_0105_d_00_container_LastArgument_Perfection,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0831_0105_d_01_container_LastArgument_Perfection_prep,0831_0105_d_02_container_LastArgument_Perfection_craft,,,
0831_0105_d_01_container_LastArgument_Perfection_prep,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0105_d_01_01_GiveItem_1_Recipe_CustomBlunderbussLock,0831_0105_d_01_02_GiveItem_4_PiratePistolLock,0831_0105_d_01_03_GiveItem_1_BruteCannonSchematic,0831_0105_d_01_04_GiveItem_4_PlatinumSliver,
0831_0105_d_01_01_GiveItem_1_Recipe_CustomBlunderbussLock,TaskGiveItem,,,1,WorkOrder_0831_0104_CustomBlunderbussLock,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0831_0105_d_01_02_GiveItem_4_PiratePistolLock,TaskGiveItem,,,4,0831_0104_PiratePistolLock,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0831_0105_d_01_03_GiveItem_1_BruteCannonSchematic,TaskGiveItem,,,1,0831_0104_BruteCannonSchematic,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0831_0105_d_01_04_GiveItem_4_PlatinumSliver,TaskGiveItem,,,4,0831_0104_PlatinumSliver,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0831_0105_d_02_container_LastArgument_Perfection_craft,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0105_d_02_01_container_LastArgument_Perfection_ingredients,0831_0105_d_02_02_container_LastArgument_Perfection_create,,,
0831_0105_d_02_01_container_LastArgument_Perfection_ingredients,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0105_LastArgument_Perfection_have_ingredients,,,,,,,,0831_0105_d_02_01_01_Have_4_PiratePistolLock,0831_0105_d_02_01_02_Have_1_BruteCannonSchematic,0831_0105_d_02_01_03_Have_4_PlatinumSliver,0831_0105_d_02_01_04_Have_2_StarmetalIngot,
0831_0105_d_02_01_01_Have_4_PiratePistolLock,TaskHaveItems,,,4,0831_0104_PiratePistolLock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0105_LastArgument_Perfection_have_item,,,,,,,,,,,,
0831_0105_d_02_01_02_Have_1_BruteCannonSchematic,TaskHaveItems,,,1,0831_0104_BruteCannonSchematic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0105_LastArgument_Perfection_have_item,,,,,,,,,,,,
0831_0105_d_02_01_03_Have_4_PlatinumSliver,TaskHaveItems,,,4,0831_0104_PlatinumSliver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0105_LastArgument_Perfection_have_item,,,,,,,,,,,,
0831_0105_d_02_01_04_Have_2_StarmetalIngot,TaskHaveItems,,,2,IngotT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0105_LastArgument_Perfection_acquire_item,,,,,,,,,,,,
0831_0105_d_02_02_container_LastArgument_Perfection_create,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0105_d_02_02_01_CraftRecipe_CustomBlunderbussLock,0831_0105_d_02_02_02_HaveAndReturnItems_1_CustomBlunderbussLock,,,
0831_0105_d_02_02_01_CraftRecipe_CustomBlunderbussLock,TaskCraftRecipe,,,1,,,,,,,,,,,,,,,0831_0104_CustomBlunderbussLock,,,,,,,,,,,,,,,,,,,,,,,,,,@0831_0105_LastArgument_Perfection_craft_quest_item,,,,,,,,,,,,
0831_0105_d_02_02_02_HaveAndReturnItems_1_CustomBlunderbussLock,TaskHaveAndReturnItems,,1,1,0831_0105_CustomBlunderbussLock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0831_0106_d_00_container_LastArgument_Receiver,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0831_0106_d_01_container_LastArgument_Receiver_prep,0831_0106_d_02_container_LastArgument_Receiver_gather,,,
0831_0106_d_01_container_LastArgument_Receiver_prep,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0831_0106_d_01_01_IncompleteText_Receiver_Active,0831_0106_d_01_02_GiveItem_1_AzothReceiver,,,
0831_0106_d_01_01_IncompleteText_Receiver_Active,TaskUnlockAchievement,,1,1,Incomplete_LastArgument_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
