TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
06A_MSQ_08_RescueGideon_cotheran_trigger,TaskTriggerArea,,,,1,,,,,true,,corrupted_farm_2_40103,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06A_cotheran,@06A_MSQ_08_RescueGideon_cotheran_trigger,,8857.92 2570.44 80.03,,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_haveItem_armband,TaskHaveAndReturnItems,,1,,1,06A_MSQ_07_armband,lost_knight_tank_named_06sw08,100,,true,,corrupted_farm_2_40103,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_08_RescueGideon_haveItem_armband,,8849.92 2563.17 86.46,,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_09_DefeatCommander_goto_estate,06A_MSQ_09_DefeatCommander_swap_container,06A_MSQ_09_DefeatCommander_task_container,06A_MSQ_09_DefeatCommander_partialContainer,
06A_MSQ_09_DefeatCommander_goto_estate,TaskGoToPOITag,,1,,,,,,,true,,withered_farm_40104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_09_DefeatCommander_goto_estate,,,,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_swap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_09_DefeatCommander_swapLeovix02Off,06A_MSQ_09_DefeatCommander_swapLeovix03On,,,
06A_MSQ_09_DefeatCommander_swapLeovix02Off,TaskLockAchievement,,,,1,SwapActive_06_LeovixSilva_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_swapLeovix03On,TaskUnlockAchievement,,,,1,SwapActive_06_LeovixSilva_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_task_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_09_DefeatCommander_trigger_estate,06A_MSQ_09_DefeatCommander_readLore1,06A_MSQ_09_DefeatCommander_voicedLore1,06A_MSQ_09_DefeatCommander_giveItem_letter,06A_MSQ_09_DefeatCommander_haveItem_letter
06A_MSQ_09_DefeatCommander_trigger_estate,TaskTriggerArea,,,,1,,,,,true,,withered_farm_40104,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06A_estate,@06A_MSQ_09_DefeatCommander_trigger_estate,,8286.85 2472.71 64.13,,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_readLore1,TaskAchievement,,,,1,Lore_unlock_06_Windsward_Title_18_01,,,,true,,withered_farm_40104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_09_DefeatCommander_readLore1,,8290.61 2469.84 67.06,,,false,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_voicedLore1,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,06A_WW_VoicedLoreNote_01_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_giveItem_letter,TaskGiveAndTakeItem,,1,,1,06A_MSQ_08_medeaLetter,,,100,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_haveItem_letter,TaskHaveAndReturnItems,,1,,1,06A_MSQ_08_medeaLetter,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_09_DefeatCommander_haveItem_letter,,,,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_partialContainer,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,06A_MSQ_09_DefeatCommander_trigger_Corinth,06A_MSQ_09_DefeatCommander_use_shrine,,
06A_MSQ_09_DefeatCommander_trigger_Corinth,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06A_corinth,@06A_MSQ_09_DefeatCommander_return_Corinth,,9289.14 2676.95 83.28,,,,,,,,,,,,,,,,,
06A_MSQ_09_DefeatCommander_use_shrine,TaskGoToPOITag,,1,,,,,,,true,,spiritshrine_01_40170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_09_DefeatCommander_use_shrine,,,,,,,,,,,,,,,,,,,
06A_MSQ_10_TalkToSpeaker_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_10_TalkToSpeaker_whisper_container,06A_MSQ_10_TalkToSpeaker_talk_container,06A_MSQ_10_TalkToSpeaker_swapGrace_container,,
06A_MSQ_10_TalkToSpeaker_whisper_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_10_TalkToSpeaker_unlock_whispers,06A_MSQ_10_TalkToSpeaker_whisper_resetCheck,06A_MSQ_10_TalkToSpeaker_swap_container,,
06A_MSQ_10_TalkToSpeaker_unlock_whispers,TaskUnlockAchievement,,,,1,06A_WW_whisper_02_unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_10_TalkToSpeaker_whisper_resetCheck,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_10_TalkToSpeaker_whisperCheck,06A_MSQ_10_TalkToSpeaker_trigger_whispers,,,
06A_MSQ_10_TalkToSpeaker_whisperCheck,TaskAchievement,,,,1,06A_WW_whisper_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_10_TalkToSpeaker_trigger_whispers,TaskGameEvent,,,,1,06A_WW_whisper_02,,,,,,,,,,,,,,,,IO_06A_WW_whisper_02,,,06A_WW_whisper_02_interact,,,,,,,,,,,,,,,,,,,,@06A_MSQ_10_TalkToSpeaker_talk_Francis,,9376.73 2773.09 89.20,,true,,,,,,,,,,,,,,,
06A_MSQ_10_TalkToSpeaker_swap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_10_TalkToSpeaker_swapFrancisOff,06A_MSQ_10_TalkToSpeaker_swapFrancis02On,,,
06A_MSQ_10_TalkToSpeaker_swapFrancisOff,TaskUnlockAchievement,,,,1,SwapActive_06_FrancisTurner_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_10_TalkToSpeaker_swapFrancis02On,TaskUnlockAchievement,,,,1,SwapActive_06_FrancisTurner_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_10_TalkToSpeaker_talk_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_10_TalkToSpeaker_talk_Francis,06A_MSQ_10_TalkToSpeaker_talk_Marcel,,,
06A_MSQ_10_TalkToSpeaker_talk_Francis,TaskConversationTopic,,,,,06_FrancisTurner02,,,,,,,,,,,,,,,,,06_FrancisTurner_Tribute,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_10_TalkToSpeaker_talk_Francis,,9376.73 2773.09 89.20,,,,,,,,,,,,,,,,,
06A_MSQ_10_TalkToSpeaker_talk_Marcel,TaskConversationTopic,,,,,06_MarcelDupont03,,,,,,,,,,,,,,,,,06_MarcelDupont_Tribute,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_10_TalkToSpeaker_talk_Marcel,,9338.41 2789.96 87.42,,,,,,,,,,,,,,,,,
06A_MSQ_10_TalkToSpeaker_swapGrace_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_10_TalkToSpeaker_swapGrace01Off,06A_MSQ_10_TalkToSpeaker_swapGrace02On,06A_MSQ_10_TalkToSpeaker_lock_whispers,,
06A_MSQ_10_TalkToSpeaker_swapGrace01Off,TaskUnlockAchievement,,,,1,SwapActive_06_GraceWW_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_10_TalkToSpeaker_swapGrace02On,TaskUnlockAchievement,,,,1,SwapActive_06_GraceWW_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_10_TalkToSpeaker_lock_whispers,TaskLockAchievement,,,,1,06A_WW_whisper_02_unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_11_LootPirateCrates_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_11_LootPirateCrates_search_container,06A_MSQ_11_LootPirateCrates_pirate_container,06A_MSQ_11_LootPirateCrates_crate_container,06A_MSQ_11_LootPirateCrates_swap_container,
06A_MSQ_11_LootPirateCrates_search_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_11_LootPirateCrates_trigger,06A_MSQ_11_LootPirateCrates_talk_Grace,,,
06A_MSQ_11_LootPirateCrates_trigger,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06A_pirateDen,@06A_MSQ_11_LootPirateCrates_trigger,,8867.72 2371.87 84.86,,,,,,,,,,,,,,,,,
06A_MSQ_11_LootPirateCrates_talk_Grace,TaskConversationTopic,,,,,06_GraceWW_02,,,,,,,,,,,,,,,,,06_GraceOMalley_Pirates,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_11_LootPirateCrates_talk_Grace,,8869.97 2367.68 84.18,,,,,,,,,,,,,,,,,
06A_MSQ_11_LootPirateCrates_pirate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_11_LootPirateCrates_goto_pirates,,,,
06A_MSQ_11_LootPirateCrates_goto_pirates,TaskGoToPOITag,,1,,,,,,,true,,undead_bastion_40158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_11_LootPirateCrates_goto_pirates,,,,,,,,,,,,,,,,,,,
06A_MSQ_11_LootPirateCrates_crate_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_11_LootPirateCrates_smash_crates,06A_MSQ_11_LootPirateCrates_haveItem_treasure,06A_MSQ_11_LootPirateCrates_lore_container,,
06A_MSQ_11_LootPirateCrates_smash_crates,TaskGameEvent,,,,5,06A_MSQ_11_pirateCrates,,,,true,,undead_bastion_40158,,,,,,,,,,IO_06A_MSQ_11_pirateCrates,,,IO_06A_MSQ_11_pirateCrates_interact,,,,,,,,,,,,,,,,,,,,@06A_MSQ_11_LootPirateCrates_smash_crates,,,,,,,,,,,,,,,,,,,
06A_MSQ_11_LootPirateCrates_haveItem_treasure,TaskHaveItems,,,,5,06A_MSQ_11_pirateLoot,06A_MSQ_11_pirateCrates,100,,true,,undead_bastion_40158,,,,,,,,,,IO_06A_MSQ_11_pirateCrates,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_11_LootPirateCrates_haveItem_treasure,,,,,,,,,,,,,,,,,,,
06A_MSQ_11_LootPirateCrates_lore_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_11_LootPirateCrates_readLore1,06A_MSQ_11_LootPirateCrates_voicedLore1,06A_MSQ_11_LootPirateCrates_giveItem_contract,06A_MSQ_11_LootPirateCrates_haveItem_contract,
06A_MSQ_11_LootPirateCrates_readLore1,TaskAchievement,,,,1,Lore_unlock_06_Windsward_Title_18_02,,,,true,,undead_bastion_40158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_11_LootPirateCrates_readLore1,,8792.38 2298.73 76.05,,,false,,,,,,,,,,,,,,
06A_MSQ_11_LootPirateCrates_voicedLore1,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,06A_WW_VoicedLoreNote_02_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_11_LootPirateCrates_giveItem_contract,TaskGiveAndTakeItem,,1,,1,06A_MSQ_11_pirateContract,,,100,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_11_LootPirateCrates_haveItem_contract,TaskHaveAndReturnItems,,1,,1,06A_MSQ_11_pirateContract,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_11_LootPirateCrates_haveItem_contract,,,,,,,,,,,,,,,,,,,
06A_MSQ_11_LootPirateCrates_swap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_11_LootPirateCrates_swapGrace02Off,06A_MSQ_11_LootPirateCrates_swapGrace03On,,,
06A_MSQ_11_LootPirateCrates_swapGrace02Off,TaskLockAchievement,,,,1,SwapActive_06_GraceWW_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_11_LootPirateCrates_swapGrace03On,TaskUnlockAchievement,,,,1,SwapActive_06_GraceWW_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_12_DefeatPirateCaptain_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_12_DefeatPirateCaptain_trigger,06A_MSQ_12_DefeatPirateCaptain_task_container,06A_MSQ_12_DefeatPirateCaptain_swap_container,06A_MSQ_12_DefeatPirateCaptain_chestcontainer,06A_MSQ_12_DefeatPirateCaptain_trigger_nessa
06A_MSQ_12_DefeatPirateCaptain_trigger,TaskTriggerArea,,,,1,,,,,true,,undead_bastion_3_40124,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06A_jewel,@06A_MSQ_12_DefeatPirateCaptain_trigger,,,,,,,,,,,,,,,,,,,
06A_MSQ_12_DefeatPirateCaptain_task_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_12_DefeatPirateCaptain_interact_hat,06A_MSQ_12_DefeatPirateCaptain_kill_pirateCaptain,,,
06A_MSQ_12_DefeatPirateCaptain_interact_hat,TaskHaveAndReturnItems,,,,1,06A_MSQ_12_marcelHat,06A_MSQ_12_marcelsHat,100,,true,,undead_bastion_3_40124,,,,,,,,,,IO_06A_MSQ_12_hat,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_12_DefeatPirateCaptain_interact_hat,,,,,,,,,,,,,,,,,,,
06A_MSQ_12_DefeatPirateCaptain_kill_pirateCaptain,TaskKillContribution,,,,1,,,,,true,,undead_bastion_3_40124,,,,,,,,,,,,,Undead_Officer_Named_00,,,,,,,,,,,,,,,,,,,,@06A_MSQ_12_DefeatPirateCaptain_kill_pirateCaptain,,,,,,,,,,,,,,,,,,,
06A_MSQ_12_DefeatPirateCaptain_swap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_12_DefeatPirateCaptain_swapNessa03Off,06A_MSQ_12_DefeatPirateCaptain_swapNessa04On,,,
06A_MSQ_12_DefeatPirateCaptain_swapNessa03Off,TaskLockAchievement,,,,1,SwapActive_06_Nessa_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_12_DefeatPirateCaptain_swapNessa04On,TaskUnlockAchievement,,,,1,SwapActive_06_Nessa_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_12_DefeatPirateCaptain_chestcontainer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_12_DefeatPirateCaptain_interact_jewel,06A_MSQ_12_DefeatPirateCaptain_openChest,,,
06A_MSQ_12_DefeatPirateCaptain_interact_jewel,TaskHaveAndReturnItems,,,,1,06A_MSQ_verdantJewel,06A_MSQ_12_pirateChest,100,,true,,undead_bastion_3_40124,,,,,,,,,,IO_06A_MSQ_12_pirateChest,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_12_DefeatPirateCaptain_interact_jewel,,,,,true,,,,,,,,,,,,,,
06A_MSQ_12_DefeatPirateCaptain_openChest,TaskUnlockAchievement,,,,1,Unlock_Animation_PirateChestLidOpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_12_DefeatPirateCaptain_trigger_nessa,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06A_nessa,@06A_MSQ_12_DefeatPirateCaptain_trigger_nessa,,8789.81 2259.42 81.89,,,,,,,,,,,,,,,,,
06A_MSQ_13_ReturnMiradorJewel_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_13_ReturnMiradorJewel_goto_ruins,06A_MSQ_13_ReturnMiradorJewel_swap_container,06A_MSQ_13_ReturnMiradorJewel_whisper_container,06A_MSQ_13_ReturnMiradorJewel_fullpuzzle_container,06A_MSQ_13_ReturnMiradorJewel_talk_Nessa
06A_MSQ_13_ReturnMiradorJewel_goto_ruins,TaskGoToPOITag,,,,,,,,,true,,ancient_ruins_40153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_13_ReturnMiradorJewel_goto_ruins,,,,,,,,,,,,,,,,,,,
06A_MSQ_13_ReturnMiradorJewel_swap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_13_ReturnMiradorJewel_swapNessa04Off,06A_MSQ_13_ReturnMiradorJewel_swapNessa05On,06A_MSQ_13_ReturnMiradorJewel_swapGrace03Off,06A_MSQ_13_ReturnMiradorJewel_swapGrace04On,
06A_MSQ_13_ReturnMiradorJewel_swapNessa04Off,TaskLockAchievement,,,,1,SwapActive_06_Nessa_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_13_ReturnMiradorJewel_swapNessa05On,TaskUnlockAchievement,,,,1,SwapActive_06_Nessa_E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_13_ReturnMiradorJewel_swapGrace03Off,TaskLockAchievement,,,,1,SwapActive_06_GraceWW_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_13_ReturnMiradorJewel_swapGrace04On,TaskUnlockAchievement,,,,1,SwapActive_06_GraceWW_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_13_ReturnMiradorJewel_whisper_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_13_ReturnMiradorJewel_unlock_whispers,06A_MSQ_13_ReturnMiradorJewel_trigger_whispers,,,
06A_MSQ_13_ReturnMiradorJewel_unlock_whispers,TaskUnlockAchievement,,,,1,06A_WW_whisper_03_unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_13_ReturnMiradorJewel_trigger_whispers,TaskGameEvent,,,,1,06A_WW_whisper_03,,,,true,,ancient_ruins_40153,,,,,,,,,,IO_06A_WW_whisper_03,,,06A_WW_whisper_03_interact,,,,,,,,,,,,,,,,,,,,@06A_MSQ_13_ReturnMiradorJewel_trigger_whispers,,,,,,,,,,,,,,,,,,,
06A_MSQ_13_ReturnMiradorJewel_fullpuzzle_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_13_ReturnMiradorJewel_interact_jewel,06A_MSQ_13_ReturnMiradorJewel_partial_container,06A_MSQ_13_ReturnMiradorJewel_unlock_beams,06A_MSQ_13_ReturnMiradorJewel_lock_whispers,
06A_MSQ_13_ReturnMiradorJewel_interact_jewel,TaskGameEvent,,,,1,06A_MSQ_13_verdantJewel,,,,true,,ancient_ruins_40153,,,,,,,,,,IO_06A_MSQ_13_jewel,,,IO_06A_MSQ_13_jewel_interact,,,,,,,,,,,,,,,,,,,,@06A_MSQ_13_ReturnMiradorJewel_interact_jewel,,8561.39 2195.78 132.98,,,,,,,,,,,,,,,,,
06A_MSQ_13_ReturnMiradorJewel_partial_container,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_13_ReturnMiradorJewel_impossible_task,06A_MSQ_13_ReturnMiradorJewel_interact_container,,,
06A_MSQ_13_ReturnMiradorJewel_impossible_task,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,IO_06A_MSQ_puzzle1_stone1,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_13_ReturnMiradorJewel_interact_puzzle,,8559.10 2197.47 132.0,,true,,,,,,,,,,,,,,,
06A_MSQ_13_ReturnMiradorJewel_interact_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8559.10 2197.47 132.0,1,,,,,,,,,,,,06A_MSQ_13_ReturnMiradorJewel_interact_puzzle1_stone1,06A_MSQ_13_ReturnMiradorJewel_interact_puzzle1_stone2,06A_MSQ_13_ReturnMiradorJewel_interact_puzzle1_stone3,,
06A_MSQ_13_ReturnMiradorJewel_interact_puzzle1_stone1,TaskGatherCyclicState,,1,,1,Cyclic_06A_MSQ_puzzle1_stone1,,0,,true,,ancient_ruins_40153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_13_ReturnMiradorJewel_rotate_stone1,,8559.94 2198.67 132.0,1,true,,,,,,,,,,,,,,,
06A_MSQ_13_ReturnMiradorJewel_interact_puzzle1_stone2,TaskGatherCyclicState,,1,,1,Cyclic_06A_MSQ_puzzle1_stone2,,2,,true,,ancient_ruins_40153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_13_ReturnMiradorJewel_rotate_stone2,,8559.10 2197.47 132.0,1,true,,,,,,,,,,,,,,,
06A_MSQ_13_ReturnMiradorJewel_interact_puzzle1_stone3,TaskGatherCyclicState,,1,,1,Cyclic_06A_MSQ_puzzle1_stone3,,1,,true,,ancient_ruins_40153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_13_ReturnMiradorJewel_rotate_stone3,,8558.31 2196.34 132.0,1,true,,,,,,,,,,,,,,,
06A_MSQ_13_ReturnMiradorJewel_unlock_beams,TaskUnlockAchievement,,,,1,MiradorPuzzleActivated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_13_ReturnMiradorJewel_lock_whispers,TaskLockAchievement,,,,1,06A_WW_whisper_03_unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_13_ReturnMiradorJewel_talk_Nessa,TaskConversationTopic,,,,1,06_NessaHarrower05,,,,,,,,,,,,,,,,,06_NessaHarrower_Success,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_06_RescueFarmers_talk_Nessa,,,,,,,,,,,,,,,,,,,
06A_MSQ_14_SolveMapPuzzle_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_14_SolveMapPuzzle_talk1_container,06A_MSQ_14_SolveMapPuzzle_talk_container,06A_MSQ_14_SolveMapPuzzle_Stoneview_container,06A_MSQ_14_SolveMapPuzzle_Breakwater_container,
06A_MSQ_14_SolveMapPuzzle_talk1_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_14_SolveMapPuzzle_swapGrace04Off,06A_MSQ_14_SolveMapPuzzle_swapGrace05On,06A_MSQ_14_SolveMapPuzzle_talk1_Nessa,06A_MSQ_14_SolveMapPuzzle_swapNessa05Off,06A_MSQ_14_SolveMapPuzzle_swapNessa03On
