TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
03_SQ_01_Task_Swap,TaskUnlockAchievement,,,,03_SQ_04_Swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
03_SQ_01_Swap_Hotspur_B,TaskUnlockAchievement,,,,03_SQ_05_Swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
03_SQ_01_Task_GoTo1,TaskGoToPOITag,,,,,,,,true,,greatcleavesouthwall_40301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@03_SQ_01_Task_GoTo1,,,,,,,,,,,,,,,,,,,
03_SQ_01_Task_Container1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,03_SQ_01_Task_LootChests,,,,
03_SQ_01_Task_LootChests,TaskHaveAndReturnItems,,,3,03_01_BattlePlans,,,100,true,,greatcleavesouthwall_40301,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@03_SQ_01_Task_LootChests,,,,,,,,,,,,,,,,,,,
03_SQ_02_ArmedPoints_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03_SQ_02_Task_ShownSwap,03_SQ_02_Task_Swap,03_SQ_02_Task_GoTo1,03_SQ_02_Task_Container1,
03_SQ_02_Task_ShownSwap,TaskLockAchievement,,,,03_SQ_05_Swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
03_SQ_02_Task_Swap,TaskUnlockAchievement,,,,03_SQ_06_Swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
03_SQ_02_Task_GoTo1,TaskGoToPOITag,,,,,,,,true,,abandoned_village_40308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@03_SQ_02_Task_GoTo1,,,,,,,,,,,,,,,,,,,
03_SQ_02_Task_Container1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,03_SQ_02_Task_KillEngineers,,,,
03_SQ_02_Task_KillEngineers,TaskKillContribution,,,5,,,,,true,,abandoned_village_40308,,,,,,,,,,,,Damned_Villager_KitchenKnife_03GC06,,,,,,,,,,,,,,,,,,,,@03_SQ_02_Task_KillEngineers,,,,,,,,,,,,,,,,,,,
03_SQ_03_BattleWounds_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03_SQ_03_Task_GoTo1,03_SQ_03_Task_Container1,,,
03_SQ_03_Task_GoTo1,TaskGoToPOITag,,,,,,,,true,,graveyard_40320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@03_SQ_03_Task_GoTo1,,,,,,,,,,,,,,,,,,,
03_SQ_03_Task_Container1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,03_SQ_03_Task_GraveDigger,,,,
03_SQ_03_Task_GraveDigger,TaskHaveAndReturnItems,,,1,03_03_WardensMap,03_SQ_03_GraveDigger,100,,true,,graveyard_40320,,true,,,,,,,IO_03_SQ_03_GraveDigger,,,,,,,,,,,,,,,,,,,,,,,@03_SQ_03_Task_GraveDigger,,9034.498047 6940.091309 421.428284,,,,,,,,,,,,,,,,,
0319_0501_d_00_Containter_weaponwrapperquest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_01_Containter_weaponwrapperquest_sub_01,0319_0501_d_02_Containter_weaponwrapperquest_sub_02,,,
0319_0501_d_01_Containter_weaponwrapperquest_sub_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0319_0501_d_01_Containter_weaponwrapperquest_questComplete_2,0319_0501_d_02_Containter_weaponwrapperquest_questComplete_4,0319_0501_d_02_Containter_weaponwrapperquest_questComplete_3,0319_0501_d_02_Containter_weaponwrapperquest_questComplete_1,
0319_0501_d_02_Containter_weaponwrapperquest_sub_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0319_0501_d_01_Containter_weaponwrapperquest_questComplete_3,0319_0501_d_01_Containter_weaponwrapperquest_questPush_1,0319_0501_d_02_Containter_weaponwrapperquest_questComplete_2,0319_0501_d_01_Containter_weaponwrapperquest_questComplete_4,
0319_0501_d_01_Containter_weaponwrapperquest_questPush_1,TaskObjective,,1,,0319_0502_PROne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_Containter_weaponwrapperquest_questPush_1,,,,,,,,,,,,,,,,,,,
0319_0501_d_01_Containter_weaponwrapperquest_questComplete_2,TaskObjective,,1,,0319_0503_PRTwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_Containter_weaponwrapperquest_questComplete_2,,,,,,,,,,,,,,,,,,,
0319_0501_d_01_Containter_weaponwrapperquest_questComplete_3,TaskObjective,,1,,0319_0504_PRThree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_Containter_weaponwrapperquest_questComplete_3,,,,,,,,,,,,,,,,,,,
0319_0501_d_01_Containter_weaponwrapperquest_questComplete_4,TaskObjective,,1,,0319_0505_PRFour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_Containter_weaponwrapperquest_questComplete_4,,,,,,,,,,,,,,,,,,,
0319_0501_d_02_Containter_weaponwrapperquest_questComplete_1,TaskObjective,,1,,0319_0506_PRFive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_Containter_weaponwrapperquest_questComplete_1,,,,,,,,,,,,,,,,,,,
0319_0501_d_02_Containter_weaponwrapperquest_questComplete_2,TaskObjective,,1,,0319_0507_PRSix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_Containter_weaponwrapperquest_questComplete_2,,,,,,,,,,,,,,,,,,,
0319_0501_d_02_Containter_weaponwrapperquest_questComplete_3,TaskObjective,,1,,0319_0508_PRSeven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_Containter_weaponwrapperquest_questComplete_3,,,,,,,,,,,,,,,,,,,
0319_0501_d_02_Containter_weaponwrapperquest_questComplete_4,TaskObjective,,1,,0319_0509_PREight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_Containter_weaponwrapperquest_questComplete_4,,,,,,,,,,,,,,,,,,,
0319_0501_d_01_01_weaponwrapperquest_questComplete1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_01_01_01_Task_GoTo,0319_0501_d_01_01_02_container_tasks,,,
0319_0501_d_01_01_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,ancient_lighthouse_60343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_01_01_Task_GoTo,,,,,,,,,,,,,,,,,,,
0319_0501_d_01_01_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0319_0501_d_01_01_02a_Task_Kill,0319_0501_d_01_01_02b_Task_KillToken,,,
0319_0501_d_01_01_02a_Task_Kill,TaskKillContribution,,1,25,,,,,true,,ancient_lighthouse_60343,,,,,,,,,,,,Scorpius,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_01_02_Task_Kill,,,,,,,,,,,,,,,,,,,
0319_0501_d_01_01_02b_Task_KillToken,TaskHaveAndReturnItems,,1,1,0319_0102_PulsingStaffStem,Damned_Acolyte_Named_00,100,,true,,ancient_lighthouse_60343,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_01_03_Task_KillToken,,14234.222 8009.179 64.205,,,,,,,,,,,,,,,,,
0319_0501_d_01_02_weaponwrapperquest_questComplete2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_01_02_01_Task_GoTo,0319_0501_d_01_02_02_container_tasks,,,
0319_0501_d_01_02_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,military_camp_40405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_02_01_Task_GoTo,,,,,,,,,,,,,,,,,,,
0319_0501_d_01_02_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0319_0501_d_01_02_02a_Task_Kill,0319_0501_d_01_02_02b_Task_KillToken,,,
0319_0501_d_01_02_02a_Task_Kill,TaskKillContribution,,1,25,,,,,true,,military_camp_40405,,,,,,,,,,,,Southguard,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_02_02_Task_Kill,,,,,,,,,,,,,,,,,,,
0319_0501_d_01_02_02b_Task_KillToken,TaskHaveAndReturnItems,,1,9,0319_0106_VortexFunnel,Southguard,45,,true,,military_camp_40405,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_02_03_Task_KillToken,,,,,,,,,,,,,,,,,,,
0319_0501_d_01_03_weaponwrapperquest_questComplete3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_01_03_01_Task_GoTo,0319_0501_d_01_03_02_container_tasks,,,
0319_0501_d_01_03_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,haunted_town_50201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_03_01_Task_GoTo,,,,,,,,,,,,,,,,,,,
0319_0501_d_01_03_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0319_0501_d_01_03_02a_Task_Kill,0319_0501_d_01_03_02b_Task_KillToken,,,
0319_0501_d_01_03_02a_Task_Kill,TaskKillContribution,,1,20,,,,,true,,haunted_town_50201,,,,,,,,,,,,Periville,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_03_02_Task_Kill,,,,,,,,,,,,,,,,,,,
0319_0501_d_01_03_02b_Task_KillToken,TaskGatherAndReturnItems,,1,9,0319_0105_FlintFlamestarters,0300_EpicWeapons_Periville,100,,true,,haunted_town_50201,,true,,,,,,,IO_0300_EpicWeapons_Periville,,,0300_EpicWeapons_Periville_interact_success,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_03_03_Task_KillToken,,,,,,,,,,,,,,,,,,,
0319_0501_d_01_04_weaponwrapperquest_questComplete4,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_01_04_01_Task_GoTo,0319_0501_d_01_04_02_container_tasks,,,
0319_0501_d_01_04_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,myrkgardwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_04_01_Task_GoTo,,,,,,,,,,,,,,,,,,,
0319_0501_d_01_04_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0319_0501_d_01_04_02a_Task_Kill,0319_0501_d_01_04_02b_Task_KillToken,,,
0319_0501_d_01_04_02a_Task_Kill,TaskKillContribution,,1,25,,,,,true,,myrkgardwest,,,,,,,,,,,,Myrkgard,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_04_02_Task_Kill,,,,,,,,,,,,,,,,,,,
0319_0501_d_01_04_02b_Task_KillToken,TaskHaveAndReturnItems,,1,9,0319_0104_BlisteringReagents,,,100,true,,myrkgardwest,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_01_04_03_Task_KillToken,,,,,,,,,,,,,,,,,,,
0319_0501_d_02_01_weaponwrapperquest_questComplete1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_02_01_01_Task_GoTo,0319_0501_d_02_01_02_container_tasks,,,
0319_0501_d_02_01_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,ancient_lighthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_01_01_Task_GoTo,,,,,,,,,,,,,,,,,,,
0319_0501_d_02_01_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0319_0501_d_02_01_02a_Task_Kill,0319_0501_d_02_01_02b_Task_KillToken,,,
0319_0501_d_02_01_02a_Task_Kill,TaskKillContribution,,1,15,,,,,true,,ancient_lighthouse,,,,,,,,,,,,Eridanite,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_01_02_Task_Kill,,,,,,,,,,,,,,,,,,,
0319_0501_d_02_01_02b_Task_KillToken,TaskHaveAndReturnItems,,1,1,0319_0103_CurvedStaffhead,Eridanite,15,,true,,ancient_lighthouse,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_01_03_Task_KillToken,,,,,,,,,,,,,,,,,,,
0319_0501_d_02_02_weaponwrapperquest_questComplete2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_02_02_01_Task_GoTo,0319_0501_d_02_02_02_container_tasks,,,
0319_0501_d_02_02_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,crater_malevolence_50325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_02_01_Task_GoTo,,,,,,,,,,,,,,,,,,,
0319_0501_d_02_02_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0319_0501_d_02_02_02a_Task_Kill,0319_0501_d_02_02_02b_Task_KillToken,,,
0319_0501_d_02_02_02a_Task_Kill,TaskKillContribution,,1,20,,,,,true,,crater_malevolence_50325,,,,,,,,,,,,Alcazarian,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_02_02_Task_Kill,,,,,,,,,,,,,,,,,,,
0319_0501_d_02_02_02b_Task_KillToken,TaskHaveAndReturnItems,,1,1,0319_0101_SwirlingStaffBase,Alcazarian,15,,true,,crater_malevolence_50325,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_02_03_Task_KillToken,,,,,,,,,,,,,,,,,,,
0319_0501_d_02_03_weaponwrapperquest_questComplete3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_02_03_01_Task_GoTo,0319_0501_d_02_03_02_container_tasks,,,
0319_0501_d_02_03_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,pirate_fort_30016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_03_01_Task_GoTo,,,,,,,,,,,,,,,,,,,
0319_0501_d_02_03_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0319_0501_d_02_03_02a_Task_Kill,0319_0501_d_02_03_02b_Task_KillToken,,,
0319_0501_d_02_03_02a_Task_Kill,TaskKillContribution,,1,20,,,,,true,,pirate_fort_30016,,,,,,,,,,,,Grubby_Rebels,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_03_02_Task_Kill,,,,,,,,,,,,,,,,,,,
0319_0501_d_02_03_02b_Task_KillToken,TaskHaveAndReturnItems,,1,12,0319_0107_OrichalcumFlintlock,,,100,true,,pirate_fort_30016,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_03_03_Task_KillToken,,,,,,,,,,,,,,,,,,,
0319_0501_d_02_04_weaponwrapperquest_questComplete4,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0501_d_02_04_01_Task_GoTo,0319_0501_d_02_04_02_container_tasks,,,
0319_0501_d_02_04_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,greatcleave3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_04_01_Task_GoTo,,,,,,,,,,,,,,,,,,,
0319_0501_d_02_04_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0319_0501_d_02_04_02a_Task_Kill,0319_0501_d_02_04_02b_Task_KillToken,,,
0319_0501_d_02_04_02a_Task_Kill,TaskKillContribution,,1,25,,,,,true,,greatcleave3,,,,,,,,,,,,Unhallowed,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_04_02_Task_Kill,,,,,,,,,,,,,,,,,,,
0319_0501_d_02_04_02b_Task_KillToken,TaskHaveAndReturnItems,,1,1,0319_0108_AzothConcentrator,Tendril_Corruption_03GC03_Named_ELITE,100,,true,,greatcleave3,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0501_d_02_04_03_Task_KillToken,,8672 7715 648,,,,,,,,,,,,,,,,,
0320_0101_d_00_container_GlimmeringMercy,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0320_0101_d_01_container_GlimmeringMercy_sub_01,0320_0101_d_01_container_GlimmeringMercy_sub_02,,,
0320_0101_d_01_container_GlimmeringMercy_sub_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0320_0101_d_01_container_GlimmeringMercy_questPush_1,0320_0101_d_01_container_GlimmeringMercy_questComplete_4,0320_0101_d_02_container_GlimmeringMercy_questComplete_2,0320_0101_d_01_container_GlimmeringMercy_questComplete_3,
0320_0101_d_01_container_GlimmeringMercy_sub_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0320_0101_d_02_container_GlimmeringMercy_questComplete_1,0320_0101_d_02_container_GlimmeringMercy_questComplete_3,0320_0101_d_01_container_GlimmeringMercy_questComplete_2,0320_0101_d_02_container_GlimmeringMercy_questComplete_4,
0320_0101_d_01_container_GlimmeringMercy_questPush_1,TaskObjective,,1,,0320_0102_Prelude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0101_d_01_container_GlimmeringMercy_questPush_1,,,,,,,,,,,,,,,,,,,
0320_0101_d_01_container_GlimmeringMercy_questComplete_2,TaskObjective,,1,,0320_0103_Adagio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0101_d_01_container_GlimmeringMercy_questComplete_2,,,,,,,,,,,,,,,,,,,
0320_0101_d_01_container_GlimmeringMercy_questComplete_3,TaskObjective,,1,,0320_0104_Scherzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0101_d_01_container_GlimmeringMercy_questComplete_3,,,,,,,,,,,,,,,,,,,
0320_0101_d_01_container_GlimmeringMercy_questComplete_4,TaskObjective,,1,,0320_0105_Shanty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0101_d_01_container_GlimmeringMercy_questComplete_4,,,,,,,,,,,,,,,,,,,
0320_0101_d_02_container_GlimmeringMercy_questComplete_1,TaskObjective,,1,,0320_0106_Zarabanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0101_d_02_container_GlimmeringMercy_questComplete_1,,,,,,,,,,,,,,,,,,,
0320_0101_d_02_container_GlimmeringMercy_questComplete_2,TaskObjective,,1,,0320_0107_Requiem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0101_d_02_container_GlimmeringMercy_questComplete_2,,,,,,,,,,,,,,,,,,,
0320_0101_d_02_container_GlimmeringMercy_questComplete_3,TaskObjective,,1,,0320_0108_Passepied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0101_d_02_container_GlimmeringMercy_questComplete_3,,,,,,,,,,,,,,,,,,,
0320_0101_d_02_container_GlimmeringMercy_questComplete_4,TaskObjective,,1,,0320_0109_Sonata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0101_d_02_container_GlimmeringMercy_questComplete_4,,,,,,,,,,,,,,,,,,,
0320_0102_d_00_container_Prelude,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0320_0102_d_01_container_Prelude_task_01,0320_0102_d_02_container_Prelude_tasks,,,
0320_0102_d_01_container_Prelude_task_01,TaskGoToPOITag,,1,,,,,,true,,greatcleave3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0102_d_01_container_Prelude_task_01,,,,,,,,,,,,,,,,,,,
0320_0102_d_02_container_Prelude_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0320_0102_d_02_container_Prelude_task_02a,0320_0102_d_02_container_Prelude_task_02b,,,
0320_0102_d_02_container_Prelude_task_02a,TaskHaveAndReturnItems,,1,6,0320_0101_InfernalWood,Damned_Cultist_03GC03_ELITE,100,,true,,greatcleave3,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0102_d_02_container_Prelude_task_02,,,,,,,,,,,,,,,,,,,
0320_0102_d_02_container_Prelude_task_02b,TaskKillContribution,,1,20,,,,,true,,greatcleave3,,,,,,,,,,,,Unhallowed,,,,,,,,,,,,,,,,,,,,@0320_0102_d_02_container_Prelude_task_03,,,,,,,,,,,,,,,,,,,
0320_0103_d_00_container_Adagio,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0320_0103_d_01_container_Adagio_task_01,0320_0103_d_02_container_Adagio_tasks,,,
0320_0103_d_01_container_Adagio_task_01,TaskGoToPOITag,,1,,,,,,true,,ancientcrater8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0103_d_01_container_Adagio_task_01,,10712.842 7709.212 297.109,,,,,,,,,,,,,,,,,
0320_0103_d_02_container_Adagio_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0320_0103_d_02_container_Adagio_task_02a,0320_0103_d_02_container_Adagio_task_02b,,,
0320_0103_d_02_container_Adagio_task_02a,TaskHaveAndReturnItems,,1,9,0320_0101_PerfectWyrdwood,Tearguard,45,,true,,ancientcrater8,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0103_d_02_container_Adagio_task_02,,10712.842 7709.212 297.109,,,,,,,,,,,,,,,,,
0320_0103_d_02_container_Adagio_task_02b,TaskKillContribution,,1,20,,,,,true,,ancientcrater8,,,,,,,,,,,,Tearguard,,,,,,,,,,,,,,,,,,,,@0320_0103_d_02_container_Adagio_task_03,,10712.842 7709.212 297.109,,,,,,,,,,,,,,,,,
0320_0104_d_00_container_Scherzo,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0320_0104_d_01_container_Scherzo_task_01,0320_0104_d_02_container_Scherzo_tasks,,,
0320_0104_d_01_container_Scherzo_task_01,TaskGoToPOITag,,1,,,,,,true,,ancient_lighthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0104_d_01_container_Scherzo_task_01,,,,,,,,,,,,,,,,,,,
0320_0104_d_02_container_Scherzo_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0320_0104_d_02_container_Scherzo_task_02a,0320_0104_d_02_container_Scherzo_task_02b,,,
0320_0104_d_02_container_Scherzo_task_02a,TaskHaveAndReturnItems,,1,8,0320_0101_ShamanIncense,Dryad_Shaman_45_ELITE_15EC05,100,,true,,ancient_lighthouse,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0104_d_02_container_Scherzo_task_02,,,,,,,,,,,,,,,,,,,
0320_0104_d_02_container_Scherzo_task_02b,TaskKillContribution,,1,20,,,,,true,,ancient_lighthouse,,,,,,,,,,,,Eridanite,,,,,,,,,,,,,,,,,,,,@0320_0104_d_02_container_Scherzo_task_03,,,,,,,,,,,,,,,,,,,
0320_0105_d_00_container_Shanty,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0320_0105_d_01_container_Shanty_task_01,0320_0105_d_02_container_Shanty_tasks,,,
0320_0105_d_01_container_Shanty_task_01,TaskGoToPOITag,,1,,,,,,true,,pirate_fort_30016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0320_0105_d_01_container_Shanty_task_01,,,,,,,,,,,,,,,,,,,
0320_0105_d_02_container_Shanty_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0320_0105_d_02_container_Shanty_task_02a,0320_0105_d_02_container_Shanty_task_02b,,,
