TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
12_skinningknife_TaskHaveItems_1_1hSkinningKnifeT1,TaskHaveItems,,,,1,1hSkinningKnifeT1,,,,,12,watchtower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_skinningknife_task_03,,7303.9277 3091.93 44.96,,,true,,,,,,,,,,,,,
12_skinningknife_Watchtower_Beam,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_MSQ_Watchtower_Proximity,,,GameEvent_interact,,,,,,,,,,,,,,,,,,,,@01_GetOffBeach_task,,,,true,,,,,,,,,,,,,,
06_boarfeast_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06_boarfeast_kill_1_Boar,06_boarfeast_equip_skinning,06_boarfeast_TaskGatherItems_1_RedMeatT1,06_boarfeast_containerC2,
06_boarfeast_containerC2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,06_boarfeast_TaskGameEvent_1_Craft_CookingT1,06_boarfeast_TaskHaveItems_1_LightRation,,,
06_boarfeast_kill_1_Boar,TaskKillContribution,,,,1,,,,,,,,,,,,,,,,,,,,Boar,,,,,,,,,,,,,,,,,,,,@01_boarfeast_task1,,9578.88 2310.97 42.65.24,,,,,,,,,,,,,,,,
06_boarfeast_equip_skinning,TaskEquipItem,,,,1,1hSkinningKnifeT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_boarfeast_task2,,9537.550 2314.617 49.190,,,,,,,,,,,,,,,,
06_boarfeast_TaskGatherItems_1_RedMeatT1,TaskGatherItems,,,,1,PorkT1,Boar,100,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_boarfeast_task3,,9537.550 2314.617 49.190,,,,,,,,,,,,,,,,
06_boarfeast_TaskGameEvent_1_Craft_CookingT1,TaskCraftRecipe,,,,1,FoodHealthRecoveryT1,,,,,6,watchtower,,,,,,,,Procedural_HealthRecoveryT1,,,,,,,,,,,,,,,,,,,,,,,,,@01_boarfeast_task4,,9606.47 2367.78 44.71,,,true,,,,,,,,,,,,,
06_boarfeast_TaskHaveItems_1_LightRation,TaskHaveItems,,1,,1,FoodHealthRecoveryT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_boarfeast_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12_boarfeast_kill_1_Boar,12_boarfeast_equip_skinning,12_boarfeast_TaskGatherItems_1_RedMeatT1,12_boarfeast_containerC2,
12_boarfeast_containerC2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,12_boarfeast_TaskGameEvent_1_Craft_CookingT1,12_boarfeast_TaskHaveItems_1_LightRation,,,
12_boarfeast_kill_1_Boar,TaskKillContribution,,,,1,,,,,,,,,,,,,,,,,,,,Boar,,,,,,,,,,,,,,,,,,,,@01_boarfeast_task1,,7373.43 3068.22 45,,,,,,,,,,,,,,,,
12_boarfeast_equip_skinning,TaskEquipItem,,,,1,1hSkinningKnifeT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_boarfeast_task2,,7303.9277 3091.93 44.96,,,,,,,,,,,,,,,,
12_boarfeast_TaskGatherItems_1_RedMeatT1,TaskGatherItems,,,,1,PorkT1,Boar,100,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_boarfeast_task3,,7303.9277 3091.93 44.96,,,,,,,,,,,,,,,,
12_boarfeast_TaskGameEvent_1_Craft_CookingT1,TaskCraftRecipe,,,,1,FoodHealthRecoveryT1,,,,,12,watchtower,,,,,,,,Procedural_HealthRecoveryT1,,,,,,,,,,,,,,,,,,,,,,,,,@01_boarfeast_task4,,7303.9277 3091.93 44.96,,,true,,,,,,,,,,,,,
12_boarfeast_TaskHaveItems_1_LightRation,TaskHaveItems,,1,,1,FoodHealthRecoveryT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_crewmates_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06_crewmates_container_WhisperTrigger,06_crewmates_TaskGoToPOITag_shipwreck1,06_crewmates_kill_3_Corrupted,,
06_crewmates_TaskGoToPOITag_shipwreck1,TaskGoToPOITag,,1,,,,,,,,,drowned_shipwreck_2_40142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_crewmates_task2,,9694.9473 2262.7566 43.6366,,,,,,,,,,,,,,,,
06_crewmates_container_kill_corrupted,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,06_crewmates_container_WhisperTrigger,06_crewmates_kill_3_Corrupted,,,
06_crewmates_container_WhisperTrigger,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,06_crewmates_TaskTriggerArea_Whisper,06_crewmates_Whisper,,,
06_crewmates_kill_1_Corrupted,TaskKillContribution,,1,,1,,,,,,,drowned_shipwreck_2_40142,,,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_crewmates_TaskTriggerArea_Whisper,TaskTriggerArea,,1,,1,,,,,,,drowned_shipwreck_2_40142,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06_Whisper1,@01_crewmates_task2,,9694.9473 2262.7566 43.6366,,,,,,,,,,,,,,,,
06_crewmates_Whisper,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,01_Whisper_Beach_01_event,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_crewmates_kill_3_Corrupted,TaskKillContribution,,1,,5,,,,,,,drowned_shipwreck_2_40142,,,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@01_crewmates_task3,,9694.9473 2262.7566 43.6366,,,,,,,,,,,,,,,,
12_crewmates_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12_crewmates_container_WhisperTrigger,12_crewmates_TaskGoToPOITag_shipwreck1,12_crewmates_kill_3_Corrupted,,
12_crewmates_TaskGoToPOITag_shipwreck1,TaskGoToPOITag,,1,,,,,,,,,drowned_shipwreck_2_30125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_crewmates_task2,,7171.5952 3150.0522 43.0784,,,,,,,,,,,,,,,,
12_crewmates_container_kill_corrupted,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,12_crewmates_container_WhisperTrigger,12_crewmates_kill_3_Corrupted,,,
12_crewmates_container_WhisperTrigger,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,12_crewmates_TaskTriggerArea_Whisper,12_crewmates_Whisper,,,
12_crewmates_kill_1_Corrupted,TaskKillContribution,,,,1,,,,,,,drowned_shipwreck_2_30125,,,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_crewmates_TaskTriggerArea_Whisper,TaskTriggerArea,,1,,1,,,,,,,drowned_shipwreck_2_30125,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_12_Whisper1,@01_crewmates_task2,,7171.5952 3150.0522 43.0784,,,,,,,,,,,,,,,,
12_crewmates_Whisper,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,01_Whisper_Beach_01_event,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_crewmates_kill_3_Corrupted,TaskKillContribution,,1,,5,,,,,,,drowned_shipwreck_2_30125,,,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@01_crewmates_task3,,,,,,,,,,,,,,,,,,
06_survivors_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06_survivors_SliceSwap_GraceCombatLoopOn,06_survivors_SliceSwap_GraceCombatLoopVOOn,06_survivors_SliceSwap_GraceNPC_00_Off,06_survivors_containerWhisper,06_survivors_container2
06_survivors_TaskGoToPOITag_shipwreck2,TaskGoToPOITag,,1,,,,,,,,,drowned_shipwreck_1_40143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_survivors_task1,,9684 2109 45,,,,,,,,,,,,,,,,
06_survivors_containerWhisper,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,06_survivors_TaskTriggerArea_Whisper,06_survivors_Whisper_Beach_02,06_survivors_SliceSwap_GraceCombatTriggerOn,06_survivors_TaskTriggerArea_Grace,
06_survivors_TaskTriggerArea_Whisper,TaskTriggerArea,,1,,1,,,,,,,drowned_shipwreck_1_40143,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06_Whisper2,@01_survivors_task1,,9684 2109 45,,,,,,,,,,,,,,,,
06_survivors_Whisper_Beach_02,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,01_Whisper_Beach_02_event,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_TaskTriggerArea_Grace,TaskTriggerArea,,1,,1,,,,,,,drowned_shipwreck_1_40143,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06_Grace,@01_survivors_task2,,9676.041 2101.0212 45.7,,,,,,,,,,,,,,,,
06_survivors_container2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,06_survivors_containerTimer,06_survivors_TaskGameEvent_NoduleA,06_survivors_container3,,
06_survivors_containerTimer,ConsecutiveTaskContainer,,,,,,,,,,,drowned_shipwreck_1_40143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_survivors_task2,,9670.8174 2092.7241 53.9036,,,true,,,,,,,,,06_survivors_grace_intro_container,06_survivors_TaskTimer,06_survivors_SliceSwap_GraceCombatLoopVOOn,06_survivors_SliceSwap_GraceCombatTriggerOff,
06_survivors_TaskTimer,TaskTimer,false,,,,,,,,,,drowned_shipwreck_1_40143,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,@01_survivors_task2,,9684 2109 45.7,1,,,,,,,,,,,,,,,
06_survivors_grace_intro_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,06_survivors_SliceSwap_GraceCombatLoopVOOff,06_survivors_grace_intro,06_survivors_grace_intro_Trigger,,
06_survivors_grace_intro,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_Grace_Intro,,,GameEvent_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_grace_intro_Trigger,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,GameEvent_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_SliceSwap_GraceCombatLoopOn,TaskUnlockAchievement,,,,1,SwapActive_01_GraceCombatLoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_SliceSwap_GraceCombatLoopVOOn,TaskUnlockAchievement,,,,1,SwapActive_01_GraceCombatLoop_VO_WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_SliceSwap_GraceCombatTriggerOn,TaskUnlockAchievement,,,,1,SwapActive_01_GraceCombatTrigger_WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_TaskGameEvent_NoduleA,TaskGameEvent,,,,4,,,,,,,drowned_shipwreck_1_40143,,,true,,,,,,,IO_MSQ_Grace_CorruptedNodule_1,,,MSQ_CorruptedNodule_1_interact,,,,,,,,,,,,,,,,,,,,@01_survivors_task3,,9684 2109 45,,,,2,,,,,,,,,,,,
06_survivors_container3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_survivors_task7,,,,,,,,,,,,,,06_survivors_grace_outro_container,06_survivors_TaskTimer2,06_survivors_TaskTimer2a,06_survivors_SliceSwap_GraceNPC_00_On,06_survivors_container_grace_walkaway
06_survivors_grace_outro_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,06_survivors_SliceSwap_GraceCombatLoopOff,06_survivors_SliceSwap_GraceCombatLoopVOOff,06_survivors_grace_outro,06_survivors_grace_outro_Trigger,06_survivors_grace_outro_achievement_On
06_survivors_SliceSwap_GraceCombatLoopOff,TaskLockAchievement,,1,,1,SwapActive_01_GraceCombatLoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_SliceSwap_GraceCombatLoopVOOff,TaskLockAchievement,,1,,1,SwapActive_01_GraceCombatLoop_VO_WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_SliceSwap_GraceCombatTriggerOff,TaskLockAchievement,,,,1,SwapActive_01_GraceCombatTrigger_WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_TaskUnlockAchievement_GraceCutscene,TaskUnlockAchievement,,,,1,S_grace_cutscene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_TaskLockAchievement_GraceCutscene,TaskLockAchievement,,,,1,S_grace_cutscene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_grace_outro,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_Grace_Outro,,,GameEvent_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_grace_outro_Trigger,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,GameEvent_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_grace_outro_achievement_On,TaskUnlockAchievement,,1,,1,S_grace_cutscene_outro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_survivors_task7,,9725.0928 2087.0183 41.367,1,,true,,,,,,,,,,,,,
06_survivors_TaskTimer2,TaskTimer,false,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,9667.4785 2099.7249 45.4579,1,,true,,,,,,,,,,,,,
06_survivors_TaskTimer2a,TaskTimer,false,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_TaskTimer3,TaskTimer,false,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_SliceSwap_GraceNPC_00_On,TaskUnlockAchievement,,1,,1,SwapActive_01_GraceWW_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_TaskTriggerArea_Grace_00,TaskTriggerArea,,1,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06_Grace_NPC,@01_survivors_task7,,9657.958 2093.5552 45,1,,true,,,,,,,,,,,,,
06_survivors_container_grace_walkaway,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,06_survivors_TaskTimer3a,06_survivors_SliceSwap_GraceNPC_00_Off,06_survivors_TaskTimer4,06_survivors_SliceSwap_GraceNPC_A_On,
06_survivors_SliceSwap_GraceNPC_00_Off,TaskLockAchievement,,1,,1,SwapActive_01_GraceWW_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_TaskTimer3a,TaskTimer,false,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
06_survivors_TaskTimer4,TaskTimer,false,,,,,,,,,,,,,,,,,,,,,,,,,24.9,,,,,,,,,,,,,,,,,,@01_survivors_task7,,9725.0928 2087.0183 41.367,1,,true,,,,,,,,,,,,,
06_survivors_SliceSwap_GraceNPC_A_On,TaskUnlockAchievement,,1,,1,SwapActive_01_GraceWW_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_survivors_task7,,9725.0928 2087.0183 41.367,1,,true,,,,,,,,,,,,,
12_survivors_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12_survivors_SliceSwap_GraceCombatLoopOn,12_survivors_SliceSwap_GraceCombatLoopVOOn,12_survivors_SliceSwap_GraceNPC_00_Off,12_survivors_containerWhisper,12_survivors_container2
12_survivors_TaskGoToPOITag_shipwreck2,TaskGoToPOITag,,1,,,,,,,,,drowned_shipwreck_1_30123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_survivors_task1,,7115 3265 43,,,,,,,,,,,,,,,,
12_survivors_containerWhisper,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,12_survivors_TaskTriggerArea_Whisper,12_survivors_Whisper_Beach_02,12_survivors_SliceSwap_GraceCombatTriggerOn,12_survivors_TaskTriggerArea_Grace,
12_survivors_TaskTriggerArea_Whisper,TaskTriggerArea,,1,,1,,,,,,,drowned_shipwreck_1_30123,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_12_Whisper2,@01_survivors_task1,,7115 3265 43,,,,,,,,,,,,,,,,
12_survivors_Whisper_Beach_02,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,01_Whisper_Beach_02_event,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_survivors_TaskTriggerArea_Grace,TaskTriggerArea,,1,,1,,,,,,,drowned_shipwreck_1_30123,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_12_Grace,@01_survivors_task2,,7111.0791 3258.822 43.2445,,,,,,,,,,,,,,,,
12_survivors_container2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,12_survivors_containerTimer,12_survivors_TaskGameEvent_NoduleA,12_survivors_container3,,
12_survivors_containerTimer,ConsecutiveTaskContainer,,,,,,,,,,,drowned_shipwreck_1_30123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_survivors_task2,,7107.3413 3252.751 52.3434,,,true,,,,,,,,,12_survivors_grace_intro_container,12_survivors_TaskTimer,12_survivors_SliceSwap_GraceCombatLoopVOOn,12_survivors_SliceSwap_GraceCombatTriggerOff,
12_survivors_TaskTimer,TaskTimer,false,,,,,,,,,,drowned_shipwreck_1_30123,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,@01_survivors_task2,,7115 3265 43,1,,,,,,,,,,,,,,,
12_survivors_grace_intro_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,12_survivors_SliceSwap_GraceCombatLoopVOOff,12_survivors_grace_intro,12_survivors_grace_intro_Trigger,,
12_survivors_grace_intro,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_Grace_Intro,,,GameEvent_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_survivors_grace_intro_Trigger,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,GameEvent_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_survivors_SliceSwap_GraceCombatLoopOn,TaskUnlockAchievement,,,,1,SwapActive_01_GraceCombatLoop_mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_survivors_SliceSwap_GraceCombatLoopVOOn,TaskUnlockAchievement,,,,1,SwapActive_01_GraceCombatLoop_VO_MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_survivors_SliceSwap_GraceCombatTriggerOn,TaskUnlockAchievement,,,,1,SwapActive_01_GraceCombatTrigger_MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_survivors_TaskGameEvent_NoduleA,TaskGameEvent,,1,,4,,,,,,,drowned_shipwreck_1_30123,,,true,,,,,,,IO_MSQ_Grace_CorruptedNodule_1,,,MSQ_CorruptedNodule_1_interact,,,,,,,,,,,,,,,,,,,,@01_survivors_task3,,7115 3265 43,,,,2,,,,,,,,,,,,
12_survivors_container3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_survivors_task7,,,,,,,,,,,,,,12_survivors_grace_outro_container,12_survivors_TaskTimer2,12_survivors_TaskTimer2a,12_survivors_SliceSwap_GraceNPC_00_On,12_survivors_container_grace_walkaway
12_survivors_grace_outro_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,12_survivors_SliceSwap_GraceCombatLoopOff,12_survivors_SliceSwap_GraceCombatLoopVOOff,12_survivors_grace_outro,12_survivors_grace_outro_Trigger,12_survivors_grace_outro_achievement_On
12_survivors_SliceSwap_GraceCombatLoopOff,TaskLockAchievement,,1,,1,SwapActive_01_GraceCombatLoop_mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_survivors_SliceSwap_GraceCombatLoopVOOff,TaskLockAchievement,,1,,1,SwapActive_01_GraceCombatLoop_VO_MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_survivors_SliceSwap_GraceCombatTriggerOff,TaskLockAchievement,,,,1,SwapActive_01_GraceCombatTrigger_MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_survivors_grace_outro,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_Grace_Outro,,,GameEvent_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_survivors_grace_outro_Trigger,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,GameEvent_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_survivors_grace_outro_achievement_On,TaskUnlockAchievement,,1,,1,S_grace_cutscene_outro_MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_survivors_task7,,7106.4995 3259.4368 44.3,1,,true,,,,,,,,,,,,,
12_survivors_TaskTimer2,TaskTimer,false,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,7106.4995 3259.4368 44.3,1,,true,,,,,,,,,,,,,
12_survivors_TaskTimer2a,TaskTimer,false,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_survivors_TaskTimer3,TaskTimer,false,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_survivors_SliceSwap_GraceNPC_00_On,TaskUnlockAchievement,,1,,1,SwapActive_01_GraceMB_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_survivors_TaskTriggerArea_Grace_00,TaskTriggerArea,,1,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_12_Grace_NPC,@01_survivors_task7,,7095.5215 3258.3638 42.7122,1,,true,,,,,,,,,,,,,
12_survivors_container_grace_walkaway,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,12_survivors_TaskTimer3a,12_survivors_SliceSwap_GraceNPC_00_Off,12_survivors_TaskTimer4,12_survivors_SliceSwap_GraceNPC_A_On,
12_survivors_SliceSwap_GraceNPC_00_Off,TaskLockAchievement,,1,,1,SwapActive_01_GraceMB_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_survivors_TaskTimer3a,TaskTimer,false,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12_survivors_TaskTimer4,TaskTimer,false,,,,,,,,,,,,,,,,,,,,,,,,,24.9,,,,,,,,,,,,,,,,,,@01_survivors_task7,,7097 3185 42.7122,1,,true,,,,,,,,,,,,,
12_survivors_SliceSwap_GraceNPC_A_On,TaskUnlockAchievement,,1,,1,SwapActive_01_GraceMB_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_survivors_task7,,7097 3185 42.7122,1,,true,,,,,,,,,,,,,
06_pillageship_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06_pillageship_SliceSwap_01_GraceWW_A_Off,06_pillageship_SliceSwap_01_GraceWW_B_On,06_pillageship_container1,06_pillageship_container2,
