TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
1524_1517_d_06_container_PiratesLife,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1524_1517_d_07_Task_Interact,1524_1517_d_08_Task_Kill,,,
1524_1517_d_07_Task_Interact,TaskGameEvent,,,1,,,,,,,bombasticwreckage,,,,,,,,,,IO_1524_GoldenStash,,,IO_1524_GoldenStash_interact,,,,,,,,,,,,,,,,,,,,@1524_1517_d_07_Task_Interact,,13731.109 4341.433 39.571,,,,,,,,,,,,,,,,,
1524_1517_d_08_Task_Kill,TaskKillContribution,,,1,,,,,,,bombasticwreckage,,,,,,,,,,IO_1524_GoldenStash,,,Undead_Officer_Named_1524_1517_WaveEventBoss,,,,,,,,,,,,,,,,,,,,@1524_1517_d_08_Task_Kill,,13731.109 4341.433 39.571,,,,,,,,,,,,,,,,,
1525_1518_d_00_container_Communication,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525_1518_d_01_Task_Goto,1525_1518_d_02_Task_GatherBow,,,
1525_1518_d_01_Task_Goto,TaskGoToPOITag,,,,,,,,true,,shrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1525_1518_d_01_Task_Goto,,,,,,,,,,,,,,,,,,,
1525_1518_d_02_Task_GatherBow,TaskHaveAndReturnItems,,1,1,1525_1518_MyrtilusBow,Dryad_Archer,100,,true,,shrine,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1525_1518_d_02_Task_GatherBow,,,,,,,,,,,,,,,,,,,
1525_1519_d_00_container_Ammunition,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525_1519_d_01_Task_Goto,1525_1519_d_02_container_Quiver,,,
1525_1519_d_01_Task_Goto,TaskGoToPOITag,,,,,,,,true,,ruins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1525_1519_d_01_Task_Goto,,,,,,,,,,,,,,,,,,,
1525_1519_d_02_container_Quiver,SimpleTaskContainer,,,,,,,,,,ruins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1525_1519_d_03_Task_Interact,1525_1519_d_04_Task_GatherArrows,,,
1525_1519_d_03_Task_Interact,TaskGameEvent,,,1,,,,,,,ruins,,,,,,,,,,IO_1525_1519_Quiver,,,1525_1519_Quiver_interact,,,,,,,,,,,,,,,,,,,,@1525_1519_d_03_Task_Interact,,13247.99 5309.00 115.00,,,,,,,,,,,,,,,,,
1525_1519_d_04_Task_GatherArrows,TaskHaveAndReturnItems,,1,4,1525_1519_ThornArrows,AngryEarth,100,,true,,ruins,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1525_1519_d_04_Task_GatherArrows,,,,,,,,,,,,,,,,,,,
1525_1520_d_00_container_Rations,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525_1520_d_01_Task_Goto,1525_1520_d_02_Task_GatherNutrients,,,
1525_1520_d_01_Task_Goto,TaskGoToPOITag,,,,,,,,true,,ancient_lighthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1525_1520_d_01_Task_Goto,,,,,,,,,,,,,,,,,,,
1525_1520_d_02_Task_GatherNutrients,TaskHaveAndReturnItems,,1,5,1525_1520_NutrientStalks,,,100,true,,ancient_lighthouse,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1525_1520_d_02_Task_GatherNutrients,,,,,,,,,,,,,,,,,,,
1526_1521_d_00_container_Point,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526_1521_d_01_Task_Goto,1526_1521_d_02_container_Point,,,
1526_1521_d_01_Task_Goto,TaskGoToPOITag,,1,,,,,,true,,clawpointruins_50234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1526_1521_d_01_Task_Goto,,,,,,,,,,,,,,,,,,,
1526_1521_d_02_container_Point,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1526_1521_d_03_Task_Interact,1526_1521_d_04_Task_Interact,1526_1521_d_05_Task_Interact,,
1526_1521_d_03_Task_Interact,TaskGameEvent,,,1,,,,,,,clawpointruins_50234,,,,,,,,,,IO_1526_1521_LynxEvidence1,,,1526_1521_LynxEvidence1_interact,,,,,,,,,,,,,,,,,,,,@1526_1521_d_03_Task_Interact,,,,,,,,,,,,,,,,,,,
1526_1521_d_04_Task_Interact,TaskGameEvent,,,1,,,,,,,clawpointruins_50234,,,,,,,,,,IO_1526_1521_LynxEvidence2,,,1526_1521_LynxEvidence2_interact,,,,,,,,,,,,,,,,,,,,@1526_1521_d_04_Task_Interact,,,,,,,,,,,,,,,,,,,
1526_1521_d_05_Task_Interact,TaskGameEvent,,,1,,,,,,,clawpointruins_50234,,,,,,,,,,IO_1526_1521_LynxEvidence3,,,1526_1521_LynxEvidence3_interact,,,,,,,,,,,,,,,,,,,,@1526_1521_d_05_Task_Interact,,,,,,,,,,,,,,,,,,,
1526_1522_d_00_container_Breath,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526_1522_d_02_container_Breath,,,,
1526_1522_d_02_container_Breath,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1526_1522_d_01_Task_Goto,,,,,,,,,,,,,,,1526_1522_d_03_Task_Lore,1526_1522_d_04_Task_Lore,1526_1522_d_05_Task_Lore,,
1526_1522_d_03_Task_Lore,TaskAchievement,,,1,Lore_unlock_15_RestlessShore_Title_09_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1526_1522_d_03_Task_Lore,,12899.5 5975.74 103.37,,,false,,,,,,,,,,,,,,
1526_1522_d_04_Task_Lore,TaskAchievement,,,1,Lore_unlock_15_RestlessShore_Title_09_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1526_1522_d_04_Task_Lore,,12912.5 5978.74 103.1,,,false,,,,,,,,,,,,,,
1526_1522_d_05_Task_Lore,TaskAchievement,,,1,Lore_unlock_15_RestlessShore_Title_09_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1526_1522_d_05_Task_Lore,,12894.5 5999.74 109.81,,,false,,,,,,,,,,,,,,
1526_1523_d_00_container_ToothClaw,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526_1523_d_01_Task_Goto,1526_1522_d_02_container_ToothClaw,,,
1526_1523_d_01_Task_Goto,TaskGoToPOITag,,1,,,,,,true,animalden,animalden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1526_1523_d_01_Task_Goto,,,,,,,,,,,,,,,,,,,
1526_1522_d_02_container_ToothClaw,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1526_1523_d_02_01_Task_Swap,1526_1523_d_02_02_Task_Swap,1526_1523_d_03_Task_Kill,1526_1523_d_04_Task_Lore,
1526_1523_d_02_01_Task_Swap,TaskUnlockAchievement,,,1,SwapActive_1526_Naturalist_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1526_1523_d_02_02_Task_Swap,TaskUnlockAchievement,,,1,SliceSwap_1526_09_04_Lore_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1526_1523_d_03_Task_Kill,TaskKillContribution,,1,6,,,,,true,animalden,animalden,,,,,,,,,,,,,Wolf,,,,,,,,,,,,,,,,,,,,@1526_1523_d_03_Task_Kill,,,,,,,,,,,,,,,,,,,
1526_1523_d_04_Task_Lore,TaskAchievement,,,1,Lore_unlock_15_RestlessShore_Title_09_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1526_1523_d_04_Task_Lore,,12341.0 5873.0 120.5928,,,false,,,,,,,,,,,,,,
1527_1524_d_00_container_Steadfast,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527_1524_d_01_Task_Goto,1527_1524_d_02_Task_GatherChest,,,
1527_1524_d_01_Task_Goto,TaskGoToPOITag,,1,,,,,,true,,poseidonsplunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1527_1524_d_01_Task_Goto,,,,,,,,,,,,,,,,,,,
1527_1524_d_02_Task_GatherChest,TaskHaveAndReturnItems,,1,1,1527_1524_PoseidonsBounty,,,100,true,,poseidonsplunder,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1527_1524_d_02_Task_GatherChest,,,,,,,,,,,,,,,,,,,
1527_1525_d_00_container_Treasured,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527_1525_d_01_transport_npc_note,1527_1525_d_02_have_npc_note,,,
1527_1525_d_01_transport_npc_note,TaskGiveAndTakeItem,,1,1,MI_SummonsNote,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09_task_transport_generic,,,1,,,,,,,,,,,,,,,,
1527_1525_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@09_task_transport_generic,,,1,,,,,,,,,,,,,,,,
1528_1526_d_00_container_NotAnotherFish,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528_1526_d_01_Task_Goto,1528_1526_d_02_Task_GatherChest,,,
1528_1526_d_01_Task_Goto,TaskGoToPOITag,,1,,,,,,true,,treetopterror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1528_1526_d_01_Task_Goto,,,,,,,,,,,,,,,,,,,
1528_1526_d_02_Task_GatherChest,TaskHaveAndReturnItems,,1,4,1528_1526_SeaGlassCharms,,,100,true,,treetopterror,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1528_1526_d_02_Task_GatherChest,,,,,,,,,,,,,,,,,,,
1530_01_Spring_Spritz_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539_01_Spring_Spritz_TopicAchievement,1530_01_Spring_Spritz_01a_TaskGiveHoney,1530_01_Spring_Spritz_01b_TaskGiveFire,1530_01_Spring_Spritz_0c1_TaskGiveHemp,1530_01_Spring_Spritz_Container2
1530_01_Spring_Spritz_Container2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1530_01_Spring_Spritz_Container3,,,,
1539_01_Spring_Spritz_TopicAchievement,TaskUnlockAchievement,,,1,SpringtideBloom_Topic1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1530_01_Spring_Spritz_01a_TaskGiveHoney,TaskGiveItem,,,3,HoneyT1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1530_01_Spring_Spritz_01b_TaskGiveFire,TaskGiveItem,,,10,FiberT1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1530_01_Spring_Spritz_0c1_TaskGiveHemp,TaskGiveItem,,,1,AlchemyFireT1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1530_01_Spring_Spritz_Container3,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1530_01_Spring_Spritz_02_HaveSpritz_01,1530_01_Spring_Spritz_02_HaveSpritz_02,1530_01_Spring_Spritz_02_HaveSpritz_03,1530_01_Spring_Spritz_02_HaveSpritz_04,
1530_01_Spring_Spritz_02_HaveSpritz_01,TaskHaveItems,,,1,SB_WispySpritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1530_01_Spring_Spritz_02_GiveSpritz,,10480.047 4581.933 147.404,,,true,,,,,,,,,,,,,,
1530_01_Spring_Spritz_02_HaveSpritz_02,TaskHaveItems,,,1,SB_WispySpritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1530_01_Spring_Spritz_02_GiveSpritz,,7214.249 2408.636 124.205,1,,true,,,,,,,,,,,,,,
1530_01_Spring_Spritz_02_HaveSpritz_03,TaskHaveItems,,,1,SB_WispySpritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1530_01_Spring_Spritz_02_GiveSpritz,,8609.312 6293.232 227.059,1,,true,,,,,,,,,,,,,,
1530_01_Spring_Spritz_02_HaveSpritz_04,TaskHaveItems,,,1,SB_WispySpritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1530_01_Spring_Spritz_02_GiveSpritz,,11667.679 6257.291 175.635,1,,true,,,,,,,,,,,,,,
1530_02_Spring_Bloom_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530_02_Spring_Bloom_01_HavePetals,1530_02_Spring_Bloom_02_TopicAchievement,,,
1530_02_Spring_Bloom_01_HavePetals,TaskHaveItems,,,1,SB_Wispybloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1530_02_Spring_Bloom_01_HavePetals,,,,,,,,,,,,,,,,,,,
1530_02_Spring_Bloom_01_CollectToken,TaskGatherAndReturnItems,,,1,Springtide_Token,SpringtideVillage_Prismabloom,100,,,,,,,,,,,,,,IO_SpringtideVillage_Prismabloom,,,,,,,,,,,,,,,,,,,,,,,@1530_02_Spring_Bloom_01_CollectToken,,,,,,,,,,,,,,,,,,,
1530_02_Spring_Bloom_02_TopicAchievement,TaskUnlockAchievement,,,1,SpringtideBloom_Topic2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_1501_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1501_tasks_first_container,M_ReturnToGiver,,,
FM_1501_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1501_leg_A_task,FM_1501_leg_B_task,FM_1501_leg_C_task,,
FM_1501_leg_A_task,TaskKillContribution,,,3,,,,,true,,clawpointruins_50234,,,1,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1501_leg_B_task,TaskKillContribution,,,4,,,,,true,,accursedcamp,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1501_leg_C_task,TaskKillContribution,,,5,,,,,true,,decayedcamp,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1502_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1502_tasks_first_container,M_ReturnToGiver,,,
FM_1502_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1502_leg_A_task,FM_1502_leg_B_task,FM_1502_leg_C_task,,
FM_1502_leg_A_task,TaskKillContribution,,,8,,,,,true,,shipwreck,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1502_leg_B_task,TaskKillContribution,,,8,,,,,true,,decayedcamp,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1502_leg_C_task,TaskKillContribution,,,8,,,,,true,,festeringflotsam,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1503_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1503_tasks_first_container,M_ReturnToGiver,,,
FM_1503_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1503_leg_A_task,FM_1503_leg_B_task,FM_1503_leg_C_task,,
FM_1503_leg_A_task,TaskKillContribution,,,8,,,,,true,,archlightcave,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1503_leg_B_task,TaskKillContribution,,,8,,,,,true,,cutthroatcavern,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1503_leg_C_task,TaskKillContribution,,,8,,,,,true,,animalden,,,1,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1504_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1504_tasks_first_container,M_ReturnToGiver,,,
FM_1504_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1504_leg_A_task,FM_1504_leg_B_task,FM_1504_leg_C_task,,
FM_1504_leg_A_task,TaskKillContribution,,,4,,,,,true,,accursedcamp,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1504_leg_B_task,TaskKillContribution,,,8,,,,,true,,festeringflotsam,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1504_leg_C_task,TaskKillContribution,,,8,,,,,true,,jetsamisle,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1505_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1505_tasks_first_container,M_ReturnToGiver,,,
FM_1505_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1505_leg_A_task,FM_1505_leg_B_task,FM_1505_leg_C_task,,
FM_1505_leg_A_task,TaskKillContribution,,,8,,,,,true,,bombasticwreckage,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1505_leg_B_task,TaskKillContribution,,,8,,,,,true,,shipwreck,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1505_leg_C_task,TaskKillContribution,,,8,,,,,true,,ravagedwreck,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1506_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1506_tasks_first_container,M_ReturnToGiver,,,
FM_1506_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1506_leg_A_task,FM_1506_leg_B_task,FM_1506_leg_C_task,,
FM_1506_leg_A_task,TaskKillContribution,,,8,,,,,true,,googlywreck,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1506_leg_B_task,TaskKillContribution,,,8,,,,,true,,lookoutwest,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1506_leg_C_task,TaskKillContribution,,,8,,,,,true,,bombasticwreckage,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1507_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1507_tasks_first_container,M_ReturnToGiver,,,
FM_1507_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1507_leg_A_task,FM_1507_leg_B_task,FM_1507_leg_C_task,,
FM_1507_leg_A_task,TaskKillContribution,,,8,,,,,true,,lookoutwest,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1507_leg_B_task,TaskKillContribution,,,8,,,,,true,,lookouteast,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1507_leg_C_task,TaskKillContribution,,,8,,,,,true,,blightedcamp,,,1,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1508_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1508_tasks_first_container,M_ReturnToGiver,,,
FM_1508_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1508_leg_A_task,FM_1508_leg_B_task,FM_1508_leg_C_task,,
FM_1508_leg_A_task,TaskKillContribution,,,5,,,,,true,,googlywreck,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1508_leg_B_task,TaskKillContribution,,,5,,,,,true,,solitudecemetery,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1508_leg_C_task,TaskKillContribution,,,5,,,,,true,,treetopterror,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1509_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1509_tasks_first_container,M_ReturnToGiver,,,
FM_1509_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1509_leg_A_task,FM_1509_leg_B_task,FM_1509_leg_C_task,,
FM_1509_leg_A_task,TaskKillContribution,,,8,,,,,true,,ruins,,,1,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1509_leg_B_task,TaskKillContribution,,,8,,,,,true,,treetopterror,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1509_leg_C_task,TaskKillContribution,,,4,,,,,true,,shrine,,,1,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1510_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1510_tasks_first_container,M_ReturnToGiver,,,
FM_1510_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1510_leg_A_task,FM_1510_leg_B_task,FM_1510_leg_C_task,,
FM_1510_leg_A_task,TaskKillContribution,,,4,,,,,true,,poseidonsplunder,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1510_leg_B_task,TaskKillContribution,,,8,,,,,true,,fortdamnation,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1510_leg_C_task,TaskKillContribution,,,8,,,,,true,,treetopterror,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1501_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1501_tasks_first_container,M_ReturnToGiver,,,
