TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,UseGlobalStorage,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
1420_0501_d_02_02_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,,true,,ancient_lighthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_02_02_01_Task_GoTo,,,,,,,,,,,,,,,,,,,
1420_0501_d_02_02_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_01_weaponwrapperquest_questComplete1,,,1,,,,,,,,,,,,1420_0501_d_02_02_02a_Task_Kill,1420_0501_d_02_02_02b_Task_KillToken,,,
1420_0501_d_02_02_02a_Task_Kill,TaskKillContribution,,1,25,,,,,,true,,ancient_lighthouse,,,,,,,,,,,,,Eridanite,,,,,,,,,,,,,,,,,,,,@1420_0501_d_02_02_02_Task_Kill,,,,,,,,,,,,,,,,,,,
1420_0501_d_02_02_02b_Task_KillToken,TaskHaveAndReturnItems,,1,1,1420_0106_SeakissedWood,Eridanite,5,,,,,ancient_lighthouse,,,true,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_02_02_03_Task_KillToken,,,,,,,,,,,,,,,,,,,
1420_0501_d_02_03_weaponwrapperquest_questComplete3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_02_03_weaponwrapperquest_questComplete3,,,,,,,,,,,,,,,1420_0501_d_02_03_01_Task_GoTo,1420_0501_d_02_03_02_container_tasks,,,
1420_0501_d_02_03_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,,true,,ancient_lighthouse_60343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_02_03_01_Task_GoTo,,,,,,,,,,,,,,,,,,,
1420_0501_d_02_03_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_01_weaponwrapperquest_questComplete1,,,1,,,,,,,,,,,,1420_0501_d_02_03_02a_Task_Kill,1420_0501_d_02_03_02b_Task_KillToken,,,
1420_0501_d_02_03_02a_Task_Kill,TaskKillContribution,,1,25,,,,,,true,,ancient_lighthouse_60343,,,,,,,,,,,,,Scorpius,,,,,,,,,,,,,,,,,,,,@1420_0501_d_02_03_02_Task_Kill,,,,,,,,,,,,,,,,,,,
1420_0501_d_02_03_02b_Task_KillToken,TaskHaveAndReturnItems,,1,1,1420_0108_HeavyBase,Scorpius,5,,,true,,ancient_lighthouse_60343,,,true,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_02_03_03_Task_KillToken,,,,,,,,,,,,,,,,,,,
1420_0501_d_02_04_weaponwrapperquest_questComplete4,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_02_04_weaponwrapperquest_questComplete4,,,,,,,,,,,,,,,1420_0501_d_02_04_01_Task_GoTo,1420_0501_d_02_04_02_container_tasks,,,
1420_0501_d_02_04_01_Task_GoTo,TaskGoToPOITag,,1,,,,,,,true,,crater_malevolence_50325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_02_04_01_Task_GoTo,,,,,,,,,,,,,,,,,,,
1420_0501_d_02_04_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1420_0501_d_01_01_weaponwrapperquest_questComplete1,,,1,,,,,,,,,,,,1420_0501_d_02_04_02a_Task_Kill,1420_0501_d_02_04_02b_Task_Gather_IO,,,
1420_0501_d_02_04_02a_Task_Kill,TaskKillContribution,,1,20,,,,,,true,,crater_malevolence_50325,,,,,,,,,,,,,Alcazarian,,,,,,,,,,,,,,,,,,,,@1420_0501_d_02_04_02_Task_Kill,,,,,,,,,,,,,,,,,,,
1420_0501_d_02_04_02b_Task_Gather_IO,TaskGatherAndReturnItems,,1,9,1420_0107_TwistedStock,0300_EpicWeapons_Malevolence,100,,,true,,crater_malevolence_50325,,,true,,,,,,,IO_0300_EpicWeapons_Malevolence,,,0300_EpicWeapons_Malevolence_interact_success,,,,,,,,,,,,,,,,,,,,@1420_0501_d_02_04_03_Task_KillToken,,,,,,,,,,,,,,,,,,,
1421_0201_d_00_TorrentContainer_weaponwrapperquest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_00_TorrentContainer_weaponwrapperquest,,,,,,,,,,,,,,,1421_0201_d_01_TorrentContainer_weaponwrapperquest_sub_01,1421_0201_d_02_TorrentContainer_weaponwrapperquest_sub_02,,,
1421_0201_d_01_TorrentContainer_weaponwrapperquest_sub_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1421_0201_d_01_TorrentContainer_weaponwrapperquest_questComplete_4,1421_0201_d_02_TorrentContainer_weaponwrapperquest_questComplete_1,1421_0201_d_02_TorrentContainer_weaponwrapperquest_questComplete_4,1421_0201_d_01_TorrentContainer_weaponwrapperquest_questPush_1,
1421_0201_d_02_TorrentContainer_weaponwrapperquest_sub_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1421_0201_d_01_TorrentContainer_weaponwrapperquest_questComplete_3,1421_0201_d_02_TorrentContainer_weaponwrapperquest_questComplete_3,1421_0201_d_01_TorrentContainer_weaponwrapperquest_questComplete_2,1421_0201_d_02_TorrentContainer_weaponwrapperquest_questComplete_2,
1421_0201_d_01_TorrentContainer_weaponwrapperquest_questPush_1,TaskObjective,,1,,1421_0202_TorOne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_01_TorrentContainer_weaponwrapperquest_questPush_1,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_TorrentContainer_weaponwrapperquest_questComplete_2,TaskObjective,,1,,1421_0203_TorTwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_01_TorrentContainer_weaponwrapperquest_questComplete_2,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_TorrentContainer_weaponwrapperquest_questComplete_3,TaskObjective,,1,,1421_0204_TorThree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_01_TorrentContainer_weaponwrapperquest_questComplete_3,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_TorrentContainer_weaponwrapperquest_questComplete_4,TaskObjective,,1,,1421_0205_TorFour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_01_TorrentContainer_weaponwrapperquest_questComplete_4,,,,,,,,,,,,,,,,,,,
1421_0201_d_02_TorrentContainer_weaponwrapperquest_questComplete_1,TaskObjective,,1,,1421_0206_TorFive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_02_TorrentContainer_weaponwrapperquest_questComplete_1,,,,,,,,,,,,,,,,,,,
1421_0201_d_02_TorrentContainer_weaponwrapperquest_questComplete_2,TaskObjective,,1,,1421_0207_TorSix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_02_TorrentContainer_weaponwrapperquest_questComplete_2,,,,,,,,,,,,,,,,,,,
1421_0201_d_02_TorrentContainer_weaponwrapperquest_questComplete_3,TaskObjective,,1,,1421_0208_TorSeven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_02_TorrentContainer_weaponwrapperquest_questComplete_3,,,,,,,,,,,,,,,,,,,
1421_0201_d_02_TorrentContainer_weaponwrapperquest_questComplete_4,TaskObjective,,1,,1421_0209_TorEight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_02_TorrentContainer_weaponwrapperquest_questComplete_4,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_01_weaponwrapperquest_TorOne,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421_0201_d_01_01_weaponwrapperquest_TorOne_01_GoTo,1421_0201_d_01_01_weaponwrapperquest_TorOne_02_Tasks,,,
1421_0201_d_01_01_weaponwrapperquest_TorOne_01_GoTo,TaskGoToPOITag,,1,,,,,,,true,,haunted_town_50201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_01_01_weaponwrapperquest_TorOne_Task1,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_01_weaponwrapperquest_TorOne_02_Tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1421_0201_d_01_01_weaponwrapperquest_TorOne_02a_Task,1421_0201_d_01_01_weaponwrapperquest_TorOne_02b_Task,,,
1421_0201_d_01_01_weaponwrapperquest_TorOne_02a_Task,TaskKillContribution,,1,20,,,,,,true,,haunted_town_50201,,,,,,,,,,,,,Periville,,,,,,,,,,,,,,,,,,,,@1421_0201_d_01_01_weaponwrapperquest_TorOne_Task2,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_01_weaponwrapperquest_TorOne_02b_Task,TaskGatherAndReturnItems,,1,9,1421_0201_PallidAsh,0300_EpicWeapons_Periville,100,,,true,,haunted_town_50201,,,true,,,,,,,IO_0300_EpicWeapons_Periville,,,0300_EpicWeapons_Periville_interact_success,,,,,,,,,,,,,,,,,,,,@1421_0201_d_01_01_weaponwrapperquest_TorOne_Task3,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_02_weaponwrapperquest_TorTwo,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421_0201_d_01_02_weaponwrapperquest_TorTwo_01_GoTo,1421_0201_d_01_02_weaponwrapperquest_TorTwo_02_Task,,,
1421_0201_d_01_02_weaponwrapperquest_TorTwo_01_GoTo,TaskGoToPOITag,,1,,,,,,,true,,ancientcave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_01_02_weaponwrapperquest_TorTwo_Task1,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_02_weaponwrapperquest_TorTwo_02_Task,TaskHaveAndReturnItems,,1,20,1421_0201_BewitchedBone,Rockruins,100,,,true,,ancientcave,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_01_02_weaponwrapperquest_TorTwo_Task3,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_03_weaponwrapperquest_TorThree,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421_0201_d_01_03_weaponwrapperquest_TorThree_01_GoTo,1421_0201_d_01_01_weaponwrapperquest_TorThree_02_Tasks,,,
1421_0201_d_01_03_weaponwrapperquest_TorThree_01_GoTo,TaskGoToPOITag,,1,,,,,,,true,,pirate_fort_30016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_01_03_weaponwrapperquest_TorThree_Task1,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_01_weaponwrapperquest_TorThree_02_Tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1421_0201_d_01_03_weaponwrapperquest_TorThree_02a_Task,1421_0201_d_01_03_weaponwrapperquest_TorThree_02b_Task,,,
1421_0201_d_01_03_weaponwrapperquest_TorThree_02a_Task,TaskKillContribution,,1,25,,,,,,true,,pirate_fort_30016,,,,,,,,,,,,,Undead,,,,,,,,,,,,,,,,,,,,@1421_0201_d_01_03_weaponwrapperquest_TorThree_Task2,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_03_weaponwrapperquest_TorThree_02b_Task,TaskHaveAndReturnItems,,1,3,1421_0201_SKOak,Undead,15,,,true,,pirate_fort_30016,,,true,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_01_03_weaponwrapperquest_TorThree_Task3,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_04_weaponwrapperquest_TorFour,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421_0201_d_01_04_weaponwrapperquest_TorFour_01_GoTo,1421_0201_d_01_01_weaponwrapperquest_TorFour_02_Tasks,,,
1421_0201_d_01_04_weaponwrapperquest_TorFour_01_GoTo,TaskGoToPOITag,,1,,,,,,,true,,crater_malevolence_50325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_01_04_weaponwrapperquest_TorFour_Task1,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_01_weaponwrapperquest_TorFour_02_Tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1421_0201_d_01_04_weaponwrapperquest_TorFour_02a_Task,1421_0201_d_01_04_weaponwrapperquest_TorFour_02b_Task,1421_0201_d_01_04_weaponwrapperquest_TorFour_02c_Task,1421_0201_d_01_04_weaponwrapperquest_TorFour_02d_Task,
1421_0201_d_01_04_weaponwrapperquest_TorFour_02a_Task,TaskKillContribution,,1,20,,,,,,true,,crater_malevolence_50325,,,,,,,,,,,,,Alcazarian,,,,,,,,,,,,,,,,,,,,@1421_0201_d_01_04_weaponwrapperquest_TorFour_Task2,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_04_weaponwrapperquest_TorFour_02b_Task,TaskHaveAndReturnItems,,1,1,1421_0201_PHempString,Dryad_Archer,15,,,true,,crater_malevolence_50325,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_01_04_weaponwrapperquest_TorFour_Task3,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_04_weaponwrapperquest_TorFour_02c_Task,TaskHaveAndReturnItems,,1,1,1421_0201_PHempString,Dryad_Archer_14AC11b,15,,,true,,crater_malevolence_50325,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1421_0201_d_01_04_weaponwrapperquest_TorFour_02d_Task,TaskHaveAndReturnItems,,1,1,1421_0201_PHempString,Dryad_Archer_62_ELITE,15,,,true,,crater_malevolence_50325,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1421_0201_d_02_01_weaponwrapperquest_TorFive,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421_0201_d_02_01_weaponwrapperquest_TorFive_01_GoTo,1421_0201_d_01_01_weaponwrapperquest_TorFive_02_Tasks,,,
1421_0201_d_02_01_weaponwrapperquest_TorFive_01_GoTo,TaskGoToPOITag,,1,,,,,,,true,,ancient_lighthouse_60343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_02_01_weaponwrapperquest_TorFive_Task1,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_01_weaponwrapperquest_TorFive_02_Tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1421_0201_d_02_01_weaponwrapperquest_TorFive_02a_Task,1421_0201_d_02_01_weaponwrapperquest_TorFive_02b_Task,,,
1421_0201_d_02_01_weaponwrapperquest_TorFive_02a_Task,TaskKillContribution,,1,20,,,,,,true,,ancient_lighthouse_60343,,,,,,,,,,,,,Scorpius,,,,,,,,,,,,,,,,,,,,@1421_0201_d_02_01_weaponwrapperquest_TorFive_Task2,,,,,,,,,,,,,,,,,,,
1421_0201_d_02_01_weaponwrapperquest_TorFive_02b_Task,TaskHaveAndReturnItems,,1,1,1421_0201_CBLeather,Damned_Acolyte_Named_00,100,,,true,,ancient_lighthouse_60343,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_02_01_weaponwrapperquest_TorFive_Task3,,14234.222 8009.179 64.205,,,,,,,,,,,,,,,,,
1421_0201_d_02_02_weaponwrapperquest_TorSix,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421_0201_d_02_02_weaponwrapperquest_TorSix_01_GoTo,1421_0201_d_01_01_weaponwrapperquest_TorSix_02_Tasks,,,
1421_0201_d_02_02_weaponwrapperquest_TorSix_01_GoTo,TaskGoToPOITag,,1,,,,,,,true,,uppermine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_02_02_weaponwrapperquest_TorSix_Task1,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_01_weaponwrapperquest_TorSix_02_Tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1421_0201_d_02_02_weaponwrapperquest_TorSix_02a_Task,1421_0201_d_02_02_weaponwrapperquest_TorSix_02b_Task,,,
1421_0201_d_02_02_weaponwrapperquest_TorSix_02a_Task,TaskKillContribution,,1,25,,,,,,true,,uppermine,,,,,,,,,,,,,Scorchvein,,,,,,,,,,,,,,,,,,,,@1421_0201_d_02_02_weaponwrapperquest_TorSix_Task2,,,,,,,,,,,,,,,,,,,
1421_0201_d_02_02_weaponwrapperquest_TorSix_02b_Task,TaskHaveAndReturnItems,,1,9,1421_0201_SVOil,Scorchvein,45,,,true,,uppermine,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_02_02_weaponwrapperquest_TorSix_Task3,,,,,,,,,,,,,,,,,,,
1421_0201_d_02_03_weaponwrapperquest_TorSeven,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421_0201_d_02_03_weaponwrapperquest_TorSeven_01_GoTo,1421_0201_d_01_01_weaponwrapperquest_TorSeven_02_Tasks,,,
1421_0201_d_02_03_weaponwrapperquest_TorSeven_01_GoTo,TaskGoToPOITag,,1,,,,,,,true,,greatcleave3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_02_03_weaponwrapperquest_TorSeven_Task1,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_01_weaponwrapperquest_TorSeven_02_Tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1421_0201_d_02_03_weaponwrapperquest_TorSeven_02a_Task,1421_0201_d_02_03_weaponwrapperquest_TorSeven_02b_Task,,,
1421_0201_d_02_03_weaponwrapperquest_TorSeven_02a_Task,TaskKillContribution,,1,20,,,,,,true,,greatcleave3,,,,,,,,,,,,,Unhallowed,,,,,,,,,,,,,,,,,,,,@1421_0201_d_02_03_weaponwrapperquest_TorSeven_Task2,,,,,,,,,,,,,,,,,,,
1421_0201_d_02_03_weaponwrapperquest_TorSeven_02b_Task,TaskHaveAndReturnItems,,1,1,1421_0201_BlackSinew,Tendril_Corruption,100,,,true,,greatcleave3,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_02_03_weaponwrapperquest_TorSeven_Task3,,8609.609 7606.219 577.391,,,,,,,,,,,,,,,,,
1421_0201_d_02_04_weaponwrapperquest_TorEight,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421_0201_d_02_04_weaponwrapperquest_TorEight_01_GoTo,1421_0201_d_01_01_weaponwrapperquest_TorEight_02_Tasks,,,
1421_0201_d_02_04_weaponwrapperquest_TorEight_01_GoTo,TaskGoToPOITag,,1,,,,,,,true,,ancient_lighthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_02_04_weaponwrapperquest_TorEight_Task1,,,,,,,,,,,,,,,,,,,
1421_0201_d_01_01_weaponwrapperquest_TorEight_02_Tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1421_0201_d_02_04_weaponwrapperquest_TorEight_02a_Task,1421_0201_d_02_04_weaponwrapperquest_TorEight_02b_Task,,,
1421_0201_d_02_04_weaponwrapperquest_TorEight_02a_Task,TaskKillContribution,,1,20,,,,,,true,,ancient_lighthouse,,,,,,,,,,,,,Eridanite,,,,,,,,,,,,,,,,,,,,@1421_0201_d_02_04_weaponwrapperquest_TorEight_Task2,,,,,,,,,,,,,,,,,,,
1421_0201_d_02_04_weaponwrapperquest_TorEight_02b_Task,TaskHaveAndReturnItems,,1,7,1421_0201_AzothWood,Dryad_Archer,100,,,true,,ancient_lighthouse,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1421_0201_d_02_04_weaponwrapperquest_TorEight_Task3,,,,,,,,,,,,,,,,,,,
1419_0201_d_00_container_Reformation,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419_0201_d_01_container_Reformation_sub_1,1419_0201_d_02_container_Reformation_sub_2,,,
1419_0201_d_01_container_Reformation_sub_1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1419_0201_d_01_03_Reformation_questTrack_polishpure,1419_0201_d_02_02_Reformation_questTrack_firesstoked,1419_0201_d_02_04_Reformation_questTrack_gripsecured,1419_0201_d_02_01_Reformation_questTrack_bindingstight,
1419_0201_d_01_01_Reformation_questTrack_metalsraw,TaskObjective,,1,,1419_0202_Reformation_metalsraw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1419_0201_Reformation_questTrack_metalsraw,,,,,,,,,,,,,,,,,,,
1419_0201_d_01_02_Reformation_questTrack_essencebalanced,TaskObjective,,1,,1419_0203_Reformation_essencebalanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1419_0201_Reformation_questTrack_essencebalanced,,,,,,,,,,,,,,,,,,,
1419_0201_d_01_03_Reformation_questTrack_polishpure,TaskObjective,,1,,1419_0204_Reformation_polishpure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1419_0201_Reformation_questTrack_polishpure,,,,,,,,,,,,,,,,,,,
1419_0201_d_01_04_Reformation_questTrack_wieldertested,TaskObjective,,1,,1419_0205_Reformation_wieldertested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1419_0201_Reformation_questTrack_wieldertested,,,,,,,,,,,,,,,,,,,
1419_0201_d_02_container_Reformation_sub_2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1419_0201_d_01_02_Reformation_questTrack_essencebalanced,1419_0201_d_02_03_Reformation_questTrack_hafthewn,1419_0201_d_01_01_Reformation_questTrack_metalsraw,1419_0201_d_01_04_Reformation_questTrack_wieldertested,
1419_0201_d_02_01_Reformation_questTrack_bindingstight,TaskObjective,,1,,1419_0206_Reformation_bindingstight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1419_0201_Reformation_questTrack_bindingstight,,,,,,,,,,,,,,,,,,,
1419_0201_d_02_02_Reformation_questTrack_firesstoked,TaskObjective,,1,,1419_0207_Reformation_firesstoked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1419_0201_Reformation_questTrack_firesstoked,,,,,,,,,,,,,,,,,,,
1419_0201_d_02_03_Reformation_questTrack_hafthewn,TaskObjective,,1,,1419_0208_Reformation_hafthewn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1419_0201_Reformation_questTrack_hafthewn,,,,,,,,,,,,,,,,,,,
1419_0201_d_02_04_Reformation_questTrack_gripsecured,TaskObjective,,1,,1419_0209_Reformation_gripsecured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1419_0201_Reformation_questTrack_gripsecured,,,,,,,,,,,,,,,,,,,
1419_0202_d_00_container_Reformation_metalsraw,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419_0202_d_02_taskGoTo,1419_0202_d_03_container_tasks,,,
1419_0202_d_02_taskGoTo,TaskGoToPOITag,,1,,,,,,,true,,shatteredmountain6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1419_0202_Reformation_metalsraw_GoToPOI,,,,,,,,,,,,,,,,,,,
1419_0202_d_03_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1419_0202_d_03a_TaskKill_MyrkgardCorrupted,1419_0202_d_03b_TaskHaveAndReturnItems_15_CorrAxeHead_a,,,
1419_0202_d_03a_TaskKill_MyrkgardCorrupted,TaskKillContribution,,1,25,,,,,,true,,shatteredmountain6,,,,,,,,,,,,,Myrkgard,,,,,,,,,,,,,,,,,,,,@1419_0202_Reformation_metalsraw_TaskKill_Myrkgard,,,,,,,,,,,,,,,,,,,
1419_0202_d_03b_TaskHaveAndReturnItems_15_CorrAxeHead_a,TaskHaveAndReturnItems,,1,7,1419_0202_CorrAxeHead,Damned_Axeman,100,,,true,,shatteredmountain6,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1419_0202_Reformation_metalsraw_obtain_item_from_targets_at_POI,,,,,,,,,,,,,,,,,,,
1419_0203_d_00_container_Reformation_essencebalanced,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419_0203_d_02_taskGoTo,1419_0203_d_03_container_tasks,,,
1419_0203_d_02_taskGoTo,TaskGoToPOITag,,1,,,,,,,true,,greatcleave3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1419_0203_Reformation_essencebalanced_GoToPOI,,,,,,,,,,,,,,,,,,,
